match(doi_or_key),source,old_display_author,new_primary,secondary_authors,primary_changed
10.1016/0166-2236(95)94494-p,orig99,Bizzi,Bizzi,Giszter; Loeb; Mussa-Ivaldi; Saltiel,no
10.1152/jn.00865.2011,orig99,Markin,Markin,Lemay; Prilutsky; Rybak,no
10.3390/ijms22031467,orig99,Akay,Akay and Murray,,YES
10.1113/jphysiol.2006.118703,orig99,Rybak,Rybak,Shevtsova; Lafreniere-Roula; McCrea,no
__key__EZAB553H,demo50,,Nielsen,Conway; Halliday; Perreault; Hultborn,(was blank)
__key__SLWW76U4,demo50,,Krouchev and Drew,,(was blank)
__key__VIP3GQJV,demo50,,Frigon,Hurteau; Thibaudier; Leblond; Telonio; D’Angelo,(was blank)
__key__SSLMSMBY,demo50,,Danner,Wilshin; Shevtsova; Rybak,(was blank)
__key__B4P3IYSY,demo50,,Duysens and Pearson,,(was blank)
__key__7WF6KLGD,demo50,,Procházka and Yakovenko,,(was blank)
__key__L6NSMHC7,demo50,,Sengupta and Bagnall,,(was blank)
__key__LT3PEKVL,demo50,,Machado,Pnevmatikakis; Paninski; Jessell; Miri,(was blank)
__key__SG9IX7YE,demo50,,Mayer,Murray; Brenner-Morton; Jessell; Tourtellotte; Akay,(was blank)
__key__J8YGN2AK,demo50,,Li,Garcia-Ramirez; Ha; Dougherty,(was blank)
__key__S8U62GQC,demo50,,Orsal,Cabelguen; Perret,(was blank)
__key__KPZNAIXG,demo50,,Duysens,Donker; Verschueren; Smits-Engelsman; Swinnen,(was blank)
__key__DRACVJLN,demo50,,Griener,,(was blank)
__key__HJKAP6HX,demo50,,Prochazka,,(was blank)
__key__NZQ7JZAW,demo50,,Zaporozhets,Joundi; Schmidt; Szokol; Glover; Perreault; Juvin; Le Gal; Simmers; Morin,(was blank)
__key__UBQD3A3F,demo50,,Deng,Hunt; Szczecinski; Tresch; Chiel; Heckman; Quinn,(was blank)
__key__7B7E6A5I,demo50,,Pierrot-Deseilligny and Burke,,(was blank)
__key__UKJXVFTT,demo50,,Capaday and Stein,,(was blank)
__key__G6ZM8NXY,demo50,,Kasumacic,Glover; Perreault,(was blank)
__key__6XIG2NLN,demo50,,Jankowska,Jukes; Lund; Lundberg,(was blank)
__key__B3M335FJ,demo50,,Perreault,,(was blank)
__key__3SB4QSIF,demo50,,Hurteau and Frigon,,(was blank)
__key__8W7UKZPJ,demo50,,Eccles and Lundberg,,(was blank)
__key__CBWBJ5BV,demo50,,Mari,Lecomte; Merlet; Audet; Harnie; Rybak; Prilutsky; Frigon,(was blank)
__key__KVUZC7GU,demo50,,Kiehn,,(was blank)
__key__5IJUW683,demo50,,Brownstone and Bui,,(was blank)
__key__ZBI5R8X9,demo50,,Hultborn,Conway; Gossard; Brownstone; Fedirchuk; Schomburg; Enríquez-Denton; Perreault,(was blank)
__key__HR9H9J8Z,demo50,,Stecina,Quevedo; McCrea,(was blank)
__key__8W9ZHS8D,demo50,,Nishikawa,Biewener; Aerts; Ahn; Chiel; Daley; Daniel; Full; Hale; Hedrick; Lappin; Nichols; Quinn; Satterlie; Szymik,(was blank)
__key__WDQ262NK,demo50,,Beloozerova and Sirota,,(was blank)
__key__2R4PG7HC,demo50,,Chiel and Beer,,(was blank)
__key__LYDY4DUC,demo50,,Szczecinski,Martin; Bertsch; Ritzmann; Quinn,(was blank)
__key__96WEH7YJ,demo50,,Yakovenko,Sobinov; Gritsenko,(was blank)
__key__X6I4YC75,demo50,,Boxerbaum,Horchler; Shaw; Chiel; Quinn,(was blank)
__key__266BY2HT,demo50,,Bui and Brownstone,,(was blank)
__key__WUNEZFCJ,demo50,,Arber,,(was blank)
__key__IRVPFS35,demo50,,Grillner and Kozlov,,(was blank)
__key__G358BIIV,demo50,,Lafrenière-Roula and McCrea,,(was blank)
__key__JTN9IW98,demo50,,Deng,Szczecinski; Arnold; Andrada; Fischer; Quinn; Hunt,(was blank)
__key__BPNNH6YJ,demo50,,Perreault,Rossignol; Drew,(was blank)
__key__548ZDKKX,demo50,,Audet,Harnie; Lecomte; Mari; Merlet; Prilutsky; Rybak; Frigon,(was blank)
__key__BKB8XLHW,demo50,,Forssberg,Grillner; Halbertsma,(was blank)
__key__DVJE3QGP,demo50,,Perreault and Giorgi,,(was blank)
__key__49TKJ88S,demo50,,Perreault and Raastad,,(was blank)
__key__D9ZBLGKV,demo50,,Mori,,(was blank)
__key__SFAGS4TH,demo50,,Pickard,Quinn; Szczecinski,(was blank)
__key__A6RR8R89,demo50,,Grillner,Deliagina; Manira; Hill; Orlovsky; Wallén; Ekeberg; Lansner,(was blank)
__key__CR77ZSJL,demo50,,Gosgnach,,(was blank)
__key__S2ACA47F,demo50,,Lyttle,Gill; Shaw; Thomas; Chiel,(was blank)
10.1038/s41467-023-36587-w,rest383,Hsu et al.,Hsu,Bertho; Kiehn,YES
10.1152/jn.00486.2017,rest383,Chu et al.,Chu,Hornby; Schmit,YES
10.1523/jneurosci.1654-20.2020,rest383,Zholudeva et al.,Zholudeva,Abraira; Satkunendrarajah; McDevitt; Goulding; Magnuson; Lane,YES
10.1016/j.arcontrol.2019.04.004,rest383,Duysens and Forner-Cordero,Duysens and Forner-Cordero,,no
10.1152/jn.1997.77.6.3311,rest383,Zehr et al.,Zehr,Komiyama; Stein,YES
10.1016/j.brainresrev.2007.07.016,rest383,Dubuc et al.,Dubuc,Brocard; Antri; Fénelon; Gariépy; Smetana; Ménard; Le Ray; Di Prisco; Pearlstein; Sirota; Derjean; St-Pierre; Zielinski; Auclair; Veilleux,YES
10.1111/j.1469-7793.2000.00639.x,rest383,Gosgnach et al.,Gosgnach,Quevedo; Fedirchuk; McCrea,YES
10.1088/1748-3190/aa8290,rest383,Li et al.,Li,Szczecinski; Quinn,YES
10.7554/elife.73424,rest383,Zhang et al.,Zhang,Shevtsova; Deska-Gauthier; Mackay; Dougherty; Danner; Rybak,YES
10.1007/978-1-4757-0964-3,rest383,Herman et al.,Herman,Grillner; Stein; Stuart,YES
10.1002/cne.23904,rest383,Sivertsen et al.,Sivertsen,Perreault; Glover,YES
10.1016/0301-0082(96)00028-7,rest383,Whelan,Whelan,,no
10.1177/0278364905055381,rest383,Kaliyamoorthy et al.,Kaliyamoorthy,Quinn; Zill,YES
10.1016/j.conb.2009.09.002,rest383,Tresch and Jarc,Tresch and Jarc,,no
10.1152/jn.90338.2008,rest383,Ross and Nichols,Ross and Nichols,,no
10.1016/s0079-6123(06)57016-5,rest383,Frigon and Rossignol,Frigon and Rossignol,,no
__key__YJVT4HJU,rest383,Horchler et al.,Horchler,Quinn; Lambrecht; Morrey,YES
10.1113/jphysiol.2013.261115,rest383,Rybak et al.,Rybak,Shevtsova; Kiehn,YES
10.1146/annurev.physiol.62.1.723,rest383,Pearson,Pearson,,no
10.3389/fncom.2013.00014,rest383,Duysens et al.,Duysens,De Groote; Jonkers,YES
10.1007/bf00230939,rest383,Pearson et al.,Pearson,Ramirez; Jiang,YES
10.1016/0006-8993(87)91442-9,rest383,Barbeau and Rossignol,Barbeau and Rossignol,,no
10.1016/j.neuron.2014.02.013,rest383,Zhang et al.,Zhang,Lanuza; Britz; Wang; Siembab; Velasquez; Álvarez; Frank; Goulding,YES
10.1007/978-1-4614-7320-6_49-2,rest383,Shevtsova,Shevtsova,,no
10.1113/jphysiol.1957.sp005794,rest383,Eccles and Lundberg,Eccles and Lundberg,,no
10.1016/s0165-0173(98)00006-x,rest383,B├ñssler and B├╝schges,Bässler and Büschges,,YES
10.1016/0301-0082(86)90021-3,rest383,Armstrong,Armstrong,,no
10.1016/j.neunet.2008.03.014,rest383,Ijspeert,Ijspeert,,no
10.1152/jn.00175.2005,rest383,Quevedo et al.,Quevedo,Stecina; Gosgnach; McCrea,YES
10.1007/978-3-319-63537-8_15,rest383,Hilts et al.,Hilts,Szczecinski; Quinn; Hunt,YES
10.1152/jn.1993.70.3.1102,rest383,Buford and Smith,Buford and Smith,,no
__key__YX6IC7SQ,rest383,Ritzmann et al.,Ritzmann,Quinn; Willis; Perry,YES
10.1126/science.1210617,rest383,Dominici et al.,Dominici,Ivanenko; Cappellini; d’Avella; Mondì; Mondı̀; Cicchese; Fabiano; Silei; Di Paolo; Giannini; Poppele; Lacquaniti,YES
10.3389/fnbot.2017.00037,rest383,Szczecinski et al.,Szczecinski,Hunt; Quinn,YES
10.1111/nyas.12055,rest383,Hochman et al.,Hochman,Hayes; Speigel; Colton; Chang,YES
__key__QRNCP58H,rest383,Gervasio,Gervasio,,no
10.1162/neco.1992.4.3.356,rest383,Beer et al.,Beer,Chiel; Quinn; Espenschied; Larsson,YES
10.3389/fncir.2023.1146449,rest383,Wilson and Sweeney,Wilson and Sweeney,,no
10.3390/app8010006,rest383,Rubeo et al.,Rubeo,Szczecinski; Quinn,YES
10.1152/jn.00739.2014,rest383,Hurteau et al.,Hurteau,Thibaudier; Dambreville; Desaulniers; Frigon,YES
10.1038/s41598-018-35714-8,rest383,Fujiki et al.,Fujiki,Aoi; Funato; Sato; Tsuchiya; Yanagihara,YES
10.1016/b978-0-12-816477-8.00011-9,rest383,Thiry et al.,Thiry,Roussel; Lemieux; Bretzner,YES
10.3389/fphys.2018.00784,rest383,C├┤t├⌐ et al.,Côté,Murray; Knikou,YES
10.3727/096368911x627598,rest383,Boulland et al.,Boulland,Leung; Thuen; Vik-Mo; Joel; Perreault; Langmoen; Haraldseth; Glover,YES
10.1007/978-0-387-77064-2_36,rest383,Nichols and Ross,Nichols and Ross,,no
10.1152/jn.1980.44.3.475,rest383,McCrea et al.,McCrea,Pratt; Jordan,YES
10.1016/j.asd.2004.05.002,rest383,Ekeberg et al.,Ekeberg,Blümel; Büschges,YES
10.1016/b978-0-12-803766-9.00008-7,rest383,Proch├ízka et al.,Procházka,Gosgnach; Capaday; Geyer,YES
10.1113/jphysiol.1992.sp019296,rest383,Cazalets et al.,Cazalets,Sqalli-Houssaini; Clarac,YES
10.1152/jn.00944.2011,rest383,Hatz et al.,Hatz,Mombaur; Donelan,YES
10.1002/cphy.c100086,rest383,Proch├ízka et al.,Procházka and Ellaway,,YES
10.1201/9781420038705.ch6,rest383,Yakovenko et al.,Yakovenko and Procházka,,YES
10.1007/978-3-030-24741-6_34,rest383,Nourse et al.,Nourse,Szczecinski; Haustein; Bockemühl; Büschges; Quinn,YES
10.1152/jn.00322.2017,rest383,Ziskind-Conhaim and Hochman,Ziskind-Conhaim and Hochman,,no
10.1111/j.1748-1716.1983.tb07267.x,rest383,Andersson and Grillner,Andersson and Grillner,,no
10.1523/jneurosci.1618-07.2007,rest383,Quinlan and Kiehn,Quinlan and Kiehn,,no
__key__WJ4ZTW5P,rest383,Lewinger et al.,Lewinger,Rutter; Bluemel; Bueschges; Quinn,YES
10.1152/jn.00497.2003,rest383,Bouyer and Rossignol,Bouyer and Rossignol,,no
10.1088/1748-3190/aada54,rest383,Duysens and Forner-Cordero,Duysens and Forner-Cordero,,no
10.1007/978-1-4939-3267-2_12,rest383,Bondy et al.,Bondy,Klishko; Edwards; Prilutsky; Cymbalyuk,YES
10.1523/jneurosci.16-18-05777.1996,rest383,Kj├ªrulff et al.,Kjærulff,Kjaerulff; Kiehn,YES
10.1002/9781118873397.ch12,rest383,Ting and Chiel,Ting and Chiel,,no
10.1177/1073858410396101,rest383,Frigon,Frigon,,no
__key__WQZXAF74,rest383,D├╝rr and Krause,Dürr and Krause,,YES
10.1152/jn.1993.69.6.2232,rest383,Perreault et al.,Perreault,Drew; Rossignol,YES
10.1007/s00422-017-0726-x,rest383,Szczecinski and Quinn,Szczecinski and Quinn,,no
10.7939/r3-jt04-kz83,rest383,Haque,Haque,,no
10.1007/978-3-030-64313-3_12,rest383,Fitzpatrick et al.,Fitzpatrick,Wang; Thomas; Quinn; Szczecinski,YES
10.1523/jneurosci.5894-08.2010,rest383,Hart and Giszter,Hart and Giszter,,no
10.1016/s0966-6362(97)00042-8,rest383,Duysens et al.,Duysens and Van de Crommert,,YES
10.1007/978-1-4939-3267-2_8,rest383,Aoi,Aoi,,no
10.1152/jn.00833.2002,rest383,Wilmink and Nichols,Wilmink and Nichols,,no
10.1101/2020.07.16.205856,rest383,Stark et al.,Stark,Fischer; Hunt; Young; Quinn; Andrada,YES
10.1007/bf00228156,rest383,Shefchyk et al.,Shefchyk,McCrea; Kriellaars; Fortier; Jordan,YES
10.1016/j.neuron.2011.07.011,rest383,Talpalar et al.,Talpalar,Endo; Löw; Borgius; Hägglund; Dougherty; Ryge; Hnasko; Kiehn,YES
10.1016/j.pneurobio.2006.04.001,rest383,Hultborn,Hultborn,,no
10.1098/rsif.2012.0669,rest383,Owaki et al.,Owaki,Kano; Nagasawa; Tero; Ishiguro,YES
10.1111/j.1748-1716.1985.tb07612.x,rest383,Nilsson et al.,Nilsson,Thorstensson; Halbertsma,YES
10.1523/jneurosci.1206-09.2009,rest383,Crone et al.,Crone,Zhong; Harris-Warrick; Sharma,YES
10.1016/0959-4388(95)80107-3,rest383,Pearson,Pearson,,no
10.3389/fnins.2018.00053,rest383,Jean-Xavier and Perreault,Jean-Xavier and Perreault,,no
__key__TR2NKM86,rest383,McMahon,McMahon,,no
10.1023/a:1012478704769,rest383,Quinn et al.,Quinn,Nelson; Bachmann; Ritzmann,YES
10.3389/fneur.2012.00183,rest383,Guertin,Guertin,,no
10.1523/jneurosci.1737-09.2009,rest383,P├⌐rez et al.,Pérez,Tapia; Mirasso; Garćıa-Ojalvo; Garcia-Ojalvo; Quevedo; Cuellar; Manjarrez,YES
10.1152/jn.1998.79.4.1702,rest383,Smith et al.,Smith,Carlson‐Kuhta; Carlson-Kuhta; Trank,YES
10.1152/jn.00863.2002,rest383,Verschueren et al.,Verschueren,Swinnen; Desloovere; Duysens,YES
10.1101/2023.10.31.564886,rest383,Molkov et al.,Molkov,Yu; Ausborn; Bouvier; Danner; Rybak,YES
10.1152/jn.00524.2013,rest383,Frigon et al.,Frigon,D’Angelo; Thibaudier; Hurteau; Telonio; Kuczynski; Dambreville,YES
10.1242/jeb.056481,rest383,Bender et al.,Bender,Simpson; Tietz; Daltorio; Quinn; Ritzmann,YES
10.1523/jneurosci.20-22-08577.2000,rest383,Marcoux and Rossignol,Marcoux and Rossignol,,no
10.1016/j.neuron.2006.11.008,rest383,Grillner,Grillner,,no
10.1152/jn.00871.2015,rest383,Stein et al.,Stein,Daniels-McQueen; Lai; Liu; Corman,YES
10.1016/0006-8993(75)91013-6,rest383,Forssberg et al.,Forssberg,Grillner; Rossignol,YES
10.1038/35049541,rest383,Jessell,Jessell,,no
10.1073/pnas.1304365110,rest383,H├ñgglund et al.,Hägglund,Dougherty; Borgius; Itohara; Iwasato; Kiehn,YES
10.1152/jn.90895.2008,rest383,╨í╨╡╨╗╨╕╨╛╨╜╨╛╨▓ et al.,Selionov,Ivanenko; Solopova; Gurfinkel,YES
10.1152/jn.00602.2017,rest383,Stein,Stein,,no
10.1523/jneurosci.3338-09.2009,rest383,Chiel et al.,Chiel,Ting; Ekeberg; Hartmann,YES
__key__7GCFAMKS,rest383,Herr et al.,Herr,Casler; Han; Barnhart; Girzon; Garlow,YES
10.1152/jn.00550.2017,rest383,Ausborn et al.,Ausborn,Snyder; Shevtsova; Rybak; Rubin,YES
10.1016/0006-8993(77)90710-7,rest383,Forssberg et al.,Forssberg,Grillner; Rossignol,YES
10.1016/j.robot.2011.12.005,rest383,Aoi et al.,Aoi,Ogihara; Funato; Tsuchiya,YES
10.1523/jneurosci.22-22-09961.2002,rest383,Butt et al.,Butt,Harris‐Warrick; Harris-Warrick; Kiehn,YES
10.1152/jn.00496.2003,rest383,Gagnon et al.,Gagnon,Bouyer; Rossignol,YES
10.1139/y04-043,rest383,Donelan and Pearson,Donelan and Pearson,,no
__key__VQ7F2KNP,rest383,Lemay et al.,Lemay,Prilutsky; Rybak,YES
10.1111/j.1460-9568.2010.07354.x,rest383,Jankowska and Edgley,Jankowska and Edgley,,no
10.1007/bf00236206,rest383,Noga et al.,Noga,Shefchyk; Jamal; Jordan,YES
__key__5LE2D2QE,rest383,Herr et al.,Herr,Geyer; Eilenberg,YES
10.1113/jphysiol.2012.234609,rest383,Kasumacic et al.,Kasumacic,Glover; Perreault,YES
10.1152/jn.1999.82.1.290,rest383,Mori et al.,Mori,Matsui; Kuze; Asanome; Nakajima; Matsuyama,YES
10.1007/s10489-021-02275-9,rest383,Husbands et al.,Husbands,Shim; Garvie; Dewar; Domcsek; Graham; Knight; Nowotny; Philippides,YES
10.1007/pl00007977,rest383,Ogihara and Yamazaki,Ogihara and Yamazaki,,no
10.1152/jn.90918.2008,rest383,Donelan et al.,Donelan,McVea; Pearson,YES
10.1007/s11062-022-09927-7,rest383,Windhorst,Windhorst,,no
10.1111/j.1748-1716.2006.01651.x,rest383,Hultborn and Nielsen,Hultborn and Nielsen,,no
__key__G4LJSGDJ,rest383,Honeine,Honeine,,no
10.1152/jn.1991.66.3.919,rest383,Drew,Drew,,no
10.1152/jn.00065.2005,rest383,Ekeberg and Pearson,Ekeberg and Pearson,,no
10.1152/physrev.2001.81.2.539,rest383,Bosco and Poppele,Bosco and Poppele,,no
10.1145/245108.245118,rest383,Beer et al.,Beer,Quinn; Chiel; Ritzmann,YES
__key__NC7ETD46,rest383,Perreault et al.,Perreault,Angel; Guertin; McCrea,YES
10.1016/s0065-2806(07)34004-6,rest383,B├╝schges and Gruhn,Büschges and Gruhn,,YES
10.1016/s0079-6123(03)43011-2,rest383,Yamaguchi,Yamaguchi,,no
