TimeSlice	Time	L Hip MN ext	L Hip MN flx	L Hip PF flx	L Hip PF ext	L RG ext	L RG flx
9770	1.954	-0.0944878	-0.0419799	-0.0563129	-0.0618347	-0.0605843	-0.0571693
9771	1.9542	-0.0944786	-0.0419967	-0.0563207	-0.0618309	-0.0605814	-0.0571719
9772	1.9544	-0.0944693	-0.0420135	-0.0563285	-0.061827	-0.0605785	-0.0571745
9773	1.9546	-0.09446	-0.0420302	-0.0563364	-0.061823	-0.0605756	-0.057177
9774	1.9548	-0.0944507	-0.042047	-0.0563442	-0.0618191	-0.0605727	-0.0571795
9775	1.955	-0.0944413	-0.0420637	-0.0563521	-0.061815	-0.0605699	-0.0571821
9776	1.9552	-0.0944319	-0.0420804	-0.0563599	-0.061811	-0.060567	-0.0571846
9777	1.9554	-0.0944225	-0.0420972	-0.0563677	-0.0618069	-0.0605642	-0.0571871
9778	1.9556	-0.094413	-0.042114	-0.0563755	-0.0618028	-0.0605614	-0.0571895
9779	1.9558	-0.0944035	-0.0421307	-0.0563834	-0.0617986	-0.0605586	-0.057192
9780	1.956	-0.094394	-0.0421473	-0.0563912	-0.0617944	-0.0605557	-0.0571944
9781	1.9562	-0.0943845	-0.0421639	-0.056399	-0.0617902	-0.0605529	-0.0571969
9782	1.9564	-0.094375	-0.0421806	-0.0564068	-0.0617859	-0.0605501	-0.0571993
9783	1.9566	-0.0943654	-0.0421972	-0.0564146	-0.0617816	-0.0605474	-0.0572017
9784	1.9568	-0.0943559	-0.0422137	-0.0564223	-0.0617773	-0.0605446	-0.0572041
9785	1.957	-0.0943465	-0.0422301	-0.0564301	-0.0617729	-0.0605418	-0.0572065
9786	1.9572	-0.094337	-0.0422466	-0.0564378	-0.0617685	-0.060539	-0.0572089
9787	1.9574	-0.0943276	-0.042263	-0.0564456	-0.0617641	-0.0605363	-0.0572112
9788	1.9576	-0.0943182	-0.0422794	-0.0564533	-0.0617596	-0.0605336	-0.0572136
9789	1.9578	-0.0943088	-0.0422958	-0.056461	-0.0617551	-0.0605308	-0.0572159
9790	1.958	-0.0942995	-0.0423122	-0.0564687	-0.0617506	-0.0605281	-0.0572182
9791	1.9582	-0.0942903	-0.0423286	-0.0564764	-0.0617461	-0.0605254	-0.0572205
9792	1.9584	-0.0942811	-0.0423451	-0.056484	-0.0617415	-0.0605227	-0.0572228
9793	1.9586	-0.094272	-0.0423617	-0.0564917	-0.0617369	-0.06052	-0.0572251
9794	1.9588	-0.094263	-0.0423784	-0.0564993	-0.0617323	-0.0605173	-0.0572274
9795	1.959	-0.0942541	-0.0423951	-0.0565069	-0.0617277	-0.0605146	-0.0572297
9796	1.9592	-0.0942453	-0.042412	-0.0565145	-0.061723	-0.0605119	-0.0572319
9797	1.9594	-0.0942365	-0.042429	-0.056522	-0.0617183	-0.0605093	-0.0572342
9798	1.9596	-0.0942279	-0.0424462	-0.0565296	-0.0617136	-0.0605066	-0.0572364
9799	1.9598	-0.0942194	-0.0424635	-0.0565371	-0.0617089	-0.060504	-0.0572386
9800	1.96	-0.094211	-0.0424809	-0.0565446	-0.0617041	-0.0605013	-0.0572408
9801	1.9602	-0.0942027	-0.0424986	-0.0565521	-0.0616994	-0.0604987	-0.057243
9802	1.9604	-0.0941945	-0.0425165	-0.0565595	-0.0616946	-0.0604961	-0.0572452
9803	1.9606	-0.0941865	-0.0425345	-0.0565669	-0.0616898	-0.0604935	-0.0572474
9804	1.9608	-0.0941785	-0.0425527	-0.0565743	-0.0616849	-0.0604909	-0.0572495
9805	1.961	-0.0941708	-0.0425711	-0.0565817	-0.0616801	-0.0604883	-0.0572517
9806	1.9612	-0.0941631	-0.0425897	-0.056589	-0.0616752	-0.0604857	-0.0572538
9807	1.9614	-0.0941556	-0.0426086	-0.0565963	-0.0616703	-0.0604831	-0.0572559
9808	1.9616	-0.0941482	-0.0426276	-0.0566036	-0.0616654	-0.0604805	-0.057258
9809	1.9618	-0.094141	-0.0426469	-0.0566109	-0.0616605	-0.060478	-0.0572601
9810	1.962	-0.0941339	-0.0426663	-0.0566181	-0.0616556	-0.0604754	-0.0572622
9811	1.9622	-0.094127	-0.0426859	-0.0566253	-0.0616507	-0.0604729	-0.0572643
9812	1.9624	-0.0941202	-0.0427058	-0.0566325	-0.0616457	-0.0604704	-0.0572664
9813	1.9626	-0.0941136	-0.0427258	-0.0566396	-0.0616407	-0.0604678	-0.0572685
9814	1.9628	-0.0941071	-0.0427461	-0.0566467	-0.0616358	-0.0604653	-0.0572705
9815	1.963	-0.0941007	-0.0427665	-0.0566538	-0.0616308	-0.0604628	-0.0572725
9816	1.9632	-0.0940945	-0.0427871	-0.0566609	-0.0616258	-0.0604603	-0.0572746
9817	1.9634	-0.0940885	-0.0428079	-0.0566679	-0.0616207	-0.0604578	-0.0572766
9818	1.9636	-0.0940825	-0.0428289	-0.0566749	-0.0616157	-0.0604553	-0.0572786
9819	1.9638	-0.0940768	-0.04285	-0.0566818	-0.0616107	-0.0604529	-0.0572806
9820	1.964	-0.0940712	-0.0428713	-0.0566887	-0.0616056	-0.0604504	-0.0572826
9821	1.9642	-0.0940657	-0.0428928	-0.0566956	-0.0616006	-0.0604479	-0.0572846
9822	1.9644	-0.0940604	-0.0429145	-0.0567025	-0.0615955	-0.0604455	-0.0572866
9823	1.9646	-0.0940553	-0.0429363	-0.0567093	-0.0615905	-0.0604431	-0.0572885
9824	1.9648	-0.0940502	-0.0429582	-0.0567161	-0.0615854	-0.0604406	-0.0572905
9825	1.965	-0.0940454	-0.0429802	-0.0567229	-0.0615803	-0.0604382	-0.0572924
9826	1.9652	-0.0940406	-0.0430024	-0.0567296	-0.0615752	-0.0604358	-0.0572944
9827	1.9654	-0.0940361	-0.0430263	-0.0567363	-0.0615701	-0.0604334	-0.0572963
9828	1.9656	-0.0940316	-0.0430515	-0.0567429	-0.061565	-0.060431	-0.0572982
9829	1.9658	-0.0940273	-0.0430781	-0.0567495	-0.0615599	-0.0604286	-0.0573001
9830	1.966	-0.0940231	-0.0431056	-0.0567561	-0.0615548	-0.0604262	-0.057302
9831	1.9662	-0.0940191	-0.0431341	-0.0567627	-0.0615497	-0.0604238	-0.0573039
9832	1.9664	-0.0940151	-0.0431634	-0.0567692	-0.0615446	-0.0604215	-0.0573057
9833	1.9666	-0.0940113	-0.0431933	-0.0567757	-0.0615395	-0.0604191	-0.0573076
9834	1.9668	-0.0940076	-0.0432237	-0.0567821	-0.0615343	-0.0604168	-0.0573095
9835	1.967	-0.0940041	-0.0432546	-0.0567885	-0.0615292	-0.0604144	-0.0573113
9836	1.9672	-0.0940006	-0.0432858	-0.0567949	-0.0615241	-0.0604121	-0.0573132
9837	1.9674	-0.0939973	-0.0433174	-0.0568013	-0.061519	-0.0604098	-0.057315
9838	1.9676	-0.0939941	-0.0433492	-0.0568076	-0.0615138	-0.0604075	-0.0573168
9839	1.9678	-0.093991	-0.0433811	-0.0568138	-0.0615087	-0.0604052	-0.0573186
9840	1.968	-0.093988	-0.0434132	-0.0568201	-0.0615036	-0.0604029	-0.0573204
9841	1.9682	-0.0939851	-0.0434454	-0.0568263	-0.0614985	-0.0604006	-0.0573222
9842	1.9684	-0.0939823	-0.0434777	-0.0568324	-0.0614933	-0.0603983	-0.057324
9843	1.9686	-0.0939796	-0.0435099	-0.0568385	-0.0614882	-0.060396	-0.0573258
9844	1.9688	-0.093977	-0.0435422	-0.0568446	-0.0614831	-0.0603938	-0.0573276
9845	1.969	-0.0939746	-0.0435745	-0.0568507	-0.061478	-0.0603915	-0.0573294
9846	1.9692	-0.0939722	-0.0436067	-0.0568567	-0.0614729	-0.0603892	-0.0573311
9847	1.9694	-0.0939699	-0.0436389	-0.0568627	-0.0614677	-0.060387	-0.0573329
9848	1.9696	-0.0939677	-0.0436711	-0.0568687	-0.0614626	-0.0603848	-0.0573346
9849	1.9698	-0.0939656	-0.0437031	-0.0568746	-0.0614575	-0.0603825	-0.0573363
9850	1.97	-0.0939635	-0.0437351	-0.0568804	-0.0614524	-0.0603803	-0.0573381
9851	1.9702	-0.0939616	-0.0437669	-0.0568863	-0.0614473	-0.0603781	-0.0573398
9852	1.9704	-0.0939598	-0.0437987	-0.0568921	-0.0614422	-0.0603759	-0.0573415
9853	1.9706	-0.093958	-0.0438303	-0.0568979	-0.0614371	-0.0603737	-0.0573432
9854	1.9708	-0.0939564	-0.0438618	-0.0569036	-0.061432	-0.0603715	-0.0573449
9855	1.971	-0.0939548	-0.0438932	-0.0569093	-0.061427	-0.0603693	-0.0573466
9856	1.9712	-0.0939533	-0.0439244	-0.056915	-0.0614219	-0.0603672	-0.0573482
9857	1.9714	-0.0939518	-0.0439556	-0.0569206	-0.0614168	-0.060365	-0.0573499
9858	1.9716	-0.0939505	-0.0439865	-0.0569262	-0.0614118	-0.0603628	-0.0573516
9859	1.9718	-0.0939492	-0.0440174	-0.0569317	-0.0614067	-0.0603607	-0.0573532
9860	1.972	-0.093948	-0.044048	-0.0569373	-0.0614017	-0.0603586	-0.0573549
9861	1.9722	-0.0939468	-0.0440786	-0.0569427	-0.0613966	-0.0603564	-0.0573565
9862	1.9724	-0.0939458	-0.044109	-0.0569482	-0.0613916	-0.0603543	-0.0573581
9863	1.9726	-0.0939448	-0.0441393	-0.0569536	-0.0613866	-0.0603522	-0.0573598
9864	1.9728	-0.0939439	-0.0441694	-0.056959	-0.0613815	-0.0603501	-0.0573614
9865	1.973	-0.093943	-0.0441993	-0.0569643	-0.0613765	-0.0603479	-0.057363
9866	1.9732	-0.0939422	-0.0442291	-0.0569697	-0.0613715	-0.0603459	-0.0573646
9867	1.9734	-0.0939415	-0.0442588	-0.0569749	-0.0613665	-0.0603438	-0.0573662
9868	1.9736	-0.0939408	-0.0442883	-0.0569802	-0.0613616	-0.0603417	-0.0573678
9869	1.9738	-0.0939402	-0.0443176	-0.0569854	-0.0613566	-0.0603396	-0.0573694
9870	1.974	-0.0939396	-0.0443468	-0.0569906	-0.0613516	-0.0603375	-0.0573709
9871	1.9742	-0.0939391	-0.0443759	-0.0569957	-0.0613467	-0.0603355	-0.0573725
9872	1.9744	-0.0939387	-0.0444048	-0.0570008	-0.0613417	-0.0603334	-0.0573741
9873	1.9746	-0.0939383	-0.0444336	-0.0570059	-0.0613368	-0.0603314	-0.0573756
9874	1.9748	-0.0939379	-0.0444622	-0.0570109	-0.0613319	-0.0603293	-0.0573772
9875	1.975	-0.0939377	-0.0444906	-0.0570159	-0.061327	-0.0603273	-0.0573787
9876	1.9752	-0.0939374	-0.0445189	-0.0570209	-0.0613221	-0.0603253	-0.0573803
9877	1.9754	-0.0939372	-0.0445471	-0.0570259	-0.0613172	-0.0603232	-0.0573818
9878	1.9756	-0.0939371	-0.0445751	-0.0570308	-0.0613123	-0.0603212	-0.0573833
9879	1.9758	-0.093937	-0.044603	-0.0570356	-0.0613074	-0.0603192	-0.0573848
9880	1.976	-0.0939369	-0.0446307	-0.0570405	-0.0613026	-0.0603172	-0.0573863
9881	1.9762	-0.0939369	-0.0446583	-0.0570453	-0.0612977	-0.0603152	-0.0573878
9882	1.9764	-0.0939369	-0.0446857	-0.0570501	-0.0612929	-0.0603132	-0.0573893
9883	1.9766	-0.093937	-0.044713	-0.0570548	-0.0612881	-0.0603113	-0.0573908
9884	1.9768	-0.0939371	-0.0447402	-0.0570595	-0.0612833	-0.0603093	-0.0573923
9885	1.977	-0.0939373	-0.0447672	-0.0570642	-0.0612785	-0.0603073	-0.0573938
9886	1.9772	-0.0939374	-0.0447941	-0.0570689	-0.0612737	-0.0603053	-0.0573952
9887	1.9774	-0.0939376	-0.0448208	-0.0570735	-0.0612689	-0.0603034	-0.0573967
9888	1.9776	-0.0939379	-0.0448474	-0.0570781	-0.0612642	-0.0603014	-0.0573982
9889	1.9778	-0.0939382	-0.0448739	-0.0570827	-0.0612594	-0.0602995	-0.0573996
9890	1.978	-0.0939385	-0.0449002	-0.0570872	-0.0612547	-0.0602976	-0.0574011
9891	1.9782	-0.0939388	-0.0449264	-0.0570917	-0.06125	-0.0602956	-0.0574025
9892	1.9784	-0.0939392	-0.0449525	-0.0570961	-0.0612453	-0.0602937	-0.0574039
9893	1.9786	-0.0939396	-0.0449785	-0.0571006	-0.0612406	-0.0602918	-0.0574054
9894	1.9788	-0.09394	-0.0450043	-0.057105	-0.0612359	-0.0602899	-0.0574068
9895	1.979	-0.0939404	-0.0450299	-0.0571094	-0.0612313	-0.060288	-0.0574082
9896	1.9792	-0.0939409	-0.0450555	-0.0571137	-0.0612266	-0.0602861	-0.0574096
9897	1.9794	-0.0939414	-0.0450809	-0.057118	-0.061222	-0.0602842	-0.057411
9898	1.9796	-0.0939419	-0.0451062	-0.0571223	-0.0612174	-0.0602823	-0.0574124
9899	1.9798	-0.0939425	-0.0451314	-0.0571266	-0.0612128	-0.0602805	-0.0574138
9900	1.98	-0.093943	-0.0451564	-0.0571308	-0.0612082	-0.0602786	-0.0574152
9901	1.9802	-0.0939436	-0.0451814	-0.057135	-0.0612036	-0.0602767	-0.0574166
9902	1.9804	-0.0939442	-0.0452062	-0.0571392	-0.0611991	-0.0602749	-0.057418
9903	1.9806	-0.0939448	-0.0452309	-0.0571433	-0.0611945	-0.060273	-0.0574193
9904	1.9808	-0.0939455	-0.0452555	-0.0571475	-0.06119	-0.0602712	-0.0574207
9905	1.981	-0.0939461	-0.0452799	-0.0571515	-0.0611855	-0.0602693	-0.0574221
9906	1.9812	-0.0939468	-0.0453042	-0.0571556	-0.061181	-0.0602675	-0.0574234
9907	1.9814	-0.0939475	-0.0453285	-0.0571596	-0.0611765	-0.0602657	-0.0574248
9908	1.9816	-0.0939481	-0.0453526	-0.0571636	-0.061172	-0.0602639	-0.0574261
9909	1.9818	-0.0939489	-0.0453766	-0.0571676	-0.0611676	-0.060262	-0.0574274
9910	1.982	-0.0939496	-0.0454005	-0.0571716	-0.0611631	-0.0602602	-0.0574288
9911	1.9822	-0.0939503	-0.0454242	-0.0571755	-0.0611587	-0.0602584	-0.0574301
9912	1.9824	-0.093951	-0.0454479	-0.0571794	-0.0611543	-0.0602566	-0.0574314
9913	1.9826	-0.0939518	-0.0454715	-0.0571833	-0.0611499	-0.0602548	-0.0574327
9914	1.9828	-0.0939526	-0.0454949	-0.0571871	-0.0611456	-0.0602531	-0.057434
9915	1.983	-0.0939533	-0.0455183	-0.0571909	-0.0611412	-0.0602513	-0.0574354
9916	1.9832	-0.0939541	-0.0455415	-0.0571947	-0.0611368	-0.0602495	-0.0574367
9917	1.9834	-0.0939549	-0.0455647	-0.0571985	-0.0611325	-0.0602477	-0.057438
9918	1.9836	-0.0939557	-0.0455877	-0.0572022	-0.0611282	-0.060246	-0.0574392
9919	1.9838	-0.0939565	-0.0456106	-0.057206	-0.0611239	-0.0602442	-0.0574405
9920	1.984	-0.0939573	-0.0456335	-0.0572097	-0.0611196	-0.0602425	-0.0574418
9921	1.9842	-0.0939581	-0.0456562	-0.0572133	-0.0611154	-0.0602407	-0.0574431
9922	1.9844	-0.0939589	-0.0456788	-0.057217	-0.0611111	-0.060239	-0.0574444
9923	1.9846	-0.0939597	-0.0457014	-0.0572206	-0.0611069	-0.0602373	-0.0574456
9924	1.9848	-0.0939605	-0.0457238	-0.0572242	-0.0611027	-0.0602355	-0.0574469
9925	1.985	-0.0939613	-0.0457462	-0.0572278	-0.0610985	-0.0602338	-0.0574481
9926	1.9852	-0.0939621	-0.0457684	-0.0572313	-0.0610943	-0.0602321	-0.0574494
9927	1.9854	-0.093963	-0.0457906	-0.0572348	-0.0610901	-0.0602304	-0.0574506
9928	1.9856	-0.0939638	-0.0458127	-0.0572383	-0.061086	-0.0602287	-0.0574519
9929	1.9858	-0.0939646	-0.0458347	-0.0572418	-0.0610818	-0.060227	-0.0574531
9930	1.986	-0.0939654	-0.0458565	-0.0572453	-0.0610777	-0.0602253	-0.0574544
9931	1.9862	-0.0939663	-0.0458784	-0.0572487	-0.0610736	-0.0602236	-0.0574556
9932	1.9864	-0.0939671	-0.0459001	-0.0572521	-0.0610695	-0.0602219	-0.0574568
9933	1.9866	-0.0939679	-0.0459217	-0.0572555	-0.0610654	-0.0602202	-0.057458
9934	1.9868	-0.0939687	-0.0459433	-0.0572588	-0.0610614	-0.0602185	-0.0574592
9935	1.987	-0.0939695	-0.0459647	-0.0572622	-0.0610573	-0.0602169	-0.0574604
9936	1.9872	-0.0939704	-0.0459861	-0.0572655	-0.0610533	-0.0602152	-0.0574617
9937	1.9874	-0.0939712	-0.0460074	-0.0572688	-0.0610493	-0.0602136	-0.0574629
9938	1.9876	-0.093972	-0.0460287	-0.0572721	-0.0610453	-0.0602119	-0.0574641
9939	1.9878	-0.0939728	-0.0460498	-0.0572753	-0.0610413	-0.0602103	-0.0574652
9940	1.988	-0.0939736	-0.0460708	-0.0572786	-0.0610374	-0.0602086	-0.0574664
9941	1.9882	-0.0939744	-0.0460918	-0.0572818	-0.0610334	-0.060207	-0.0574676
9942	1.9884	-0.0939752	-0.0461128	-0.057285	-0.0610295	-0.0602053	-0.0574688
9943	1.9886	-0.093976	-0.0461336	-0.0572881	-0.0610256	-0.0602037	-0.05747
9944	1.9888	-0.0939768	-0.0461544	-0.0572913	-0.0610217	-0.0602021	-0.0574711
9945	1.989	-0.0939776	-0.046175	-0.0572944	-0.0610178	-0.0602005	-0.0574723
9946	1.9892	-0.0939783	-0.0461956	-0.0572975	-0.061014	-0.0601989	-0.0574735
9947	1.9894	-0.0939791	-0.0462162	-0.0573006	-0.0610101	-0.0601973	-0.0574746
9948	1.9896	-0.0939799	-0.0462367	-0.0573037	-0.0610063	-0.0601957	-0.0574758
9949	1.9898	-0.0939806	-0.0462571	-0.0573067	-0.0610025	-0.0601941	-0.0574769
9950	1.99	-0.0939814	-0.0462774	-0.0573097	-0.0609987	-0.0601925	-0.0574781
9951	1.9902	-0.0939821	-0.0462976	-0.0573128	-0.0609949	-0.0601909	-0.0574792
9952	1.9904	-0.0939829	-0.0463178	-0.0573157	-0.0609911	-0.0601893	-0.0574803
9953	1.9906	-0.0939836	-0.046338	-0.0573187	-0.0609874	-0.0601877	-0.0574815
9954	1.9908	-0.0939844	-0.046358	-0.0573217	-0.0609836	-0.0601861	-0.0574826
9955	1.991	-0.0939851	-0.046378	-0.0573246	-0.0609799	-0.0601846	-0.0574837
9956	1.9912	-0.0939858	-0.0463979	-0.0573275	-0.0609762	-0.060183	-0.0574848
9957	1.9914	-0.0939865	-0.0464178	-0.0573304	-0.0609725	-0.0601815	-0.057486
9958	1.9916	-0.0939872	-0.0464377	-0.0573333	-0.0609688	-0.0601799	-0.0574871
9959	1.9918	-0.0939879	-0.0464574	-0.0573361	-0.0609652	-0.0601784	-0.0574882
9960	1.992	-0.0939886	-0.0464771	-0.057339	-0.0609615	-0.0601768	-0.0574893
9961	1.9922	-0.0939892	-0.0464967	-0.0573418	-0.0609579	-0.0601753	-0.0574904
9962	1.9924	-0.0939899	-0.0465163	-0.0573446	-0.0609543	-0.0601737	-0.0574915
9963	1.9926	-0.0939906	-0.0465358	-0.0573474	-0.0609507	-0.0601722	-0.0574926
9964	1.9928	-0.0939912	-0.0465553	-0.0573502	-0.0609471	-0.0601707	-0.0574936
9965	1.993	-0.0939919	-0.0465746	-0.0573529	-0.0609436	-0.0601692	-0.0574947
9966	1.9932	-0.0939925	-0.046594	-0.0573557	-0.06094	-0.0601677	-0.0574958
9967	1.9934	-0.0939931	-0.0466133	-0.0573584	-0.0609365	-0.0601661	-0.0574969
9968	1.9936	-0.0939937	-0.0466325	-0.0573611	-0.060933	-0.0601646	-0.057498
9969	1.9938	-0.0939943	-0.0466517	-0.0573638	-0.0609295	-0.0601631	-0.057499
9970	1.994	-0.0939949	-0.0466708	-0.0573664	-0.060926	-0.0601616	-0.0575001
9971	1.9942	-0.0939955	-0.0466898	-0.0573691	-0.0609225	-0.0601601	-0.0575012
9972	1.9944	-0.0939961	-0.0467089	-0.0573717	-0.060919	-0.0601587	-0.0575022
9973	1.9946	-0.0939967	-0.0467279	-0.0573744	-0.0609156	-0.0601572	-0.0575033
9974	1.9948	-0.0939972	-0.0467468	-0.057377	-0.0609122	-0.0601557	-0.0575043
9975	1.995	-0.0939978	-0.0467656	-0.0573795	-0.0609087	-0.0601542	-0.0575054
9976	1.9952	-0.0939984	-0.0467845	-0.0573821	-0.0609053	-0.0601528	-0.0575064
9977	1.9954	-0.0939989	-0.0468033	-0.0573847	-0.060902	-0.0601513	-0.0575074
9978	1.9956	-0.0939994	-0.046822	-0.0573872	-0.0608986	-0.0601498	-0.0575085
9979	1.9958	-0.0939999	-0.0468407	-0.0573897	-0.0608952	-0.0601484	-0.0575095
9980	1.996	-0.0940004	-0.0468593	-0.0573923	-0.0608919	-0.0601469	-0.0575105
9981	1.9962	-0.0940009	-0.0468779	-0.0573948	-0.0608886	-0.0601455	-0.0575116
9982	1.9964	-0.0940014	-0.0468965	-0.0573972	-0.0608853	-0.060144	-0.0575126
9983	1.9966	-0.0940019	-0.046915	-0.0573997	-0.0608819	-0.0601426	-0.0575136
9984	1.9968	-0.0940024	-0.0469334	-0.0574022	-0.0608787	-0.0601411	-0.0575146
9985	1.997	-0.0940028	-0.0469518	-0.0574046	-0.0608754	-0.0601397	-0.0575156
9986	1.9972	-0.0940033	-0.0469702	-0.057407	-0.0608721	-0.0601383	-0.0575166
9987	1.9974	-0.0940037	-0.0469886	-0.0574094	-0.0608689	-0.0601369	-0.0575176
9988	1.9976	-0.0940042	-0.0470069	-0.0574118	-0.0608657	-0.0601355	-0.0575186
9989	1.9978	-0.0940046	-0.0470251	-0.0574142	-0.0608625	-0.060134	-0.0575196
9990	1.998	-0.094005	-0.0470433	-0.0574166	-0.0608593	-0.0601326	-0.0575206
9991	1.9982	-0.0940054	-0.0470615	-0.0574189	-0.0608561	-0.0601312	-0.0575216
9992	1.9984	-0.0940058	-0.0470797	-0.0574213	-0.0608529	-0.0601298	-0.0575226
9993	1.9986	-0.0940062	-0.0470978	-0.0574236	-0.0608497	-0.0601284	-0.0575236
9994	1.9988	-0.0940066	-0.0471158	-0.0574259	-0.0608466	-0.060127	-0.0575246
9995	1.999	-0.0940069	-0.0471338	-0.0574282	-0.0608435	-0.0601256	-0.0575255
9996	1.9992	-0.0940073	-0.0471518	-0.0574305	-0.0608404	-0.0601243	-0.0575265
9997	1.9994	-0.0940077	-0.0471698	-0.0574328	-0.0608373	-0.0601229	-0.0575275
9998	1.9996	-0.094008	-0.0471877	-0.057435	-0.0608342	-0.0601215	-0.0575284
9999	1.9998	-0.0940083	-0.0472056	-0.0574373	-0.0608311	-0.0601201	-0.0575294
10000	2	-0.0940087	-0.0472234	-0.0574395	-0.060828	-0.0601187	-0.0575304
10001	2.0002	-0.094009	-0.0472412	-0.0574417	-0.060825	-0.0601174	-0.0575313
10002	2.0004	-0.0940093	-0.0472591	-0.0574439	-0.0608219	-0.060116	-0.0575323
10003	2.0006	-0.0940096	-0.0472768	-0.0574461	-0.0608189	-0.0601147	-0.0575332
10004	2.0008	-0.0940099	-0.0472946	-0.0574483	-0.0608159	-0.0601133	-0.0575342
10005	2.001	-0.0940102	-0.0473122	-0.0574505	-0.0608129	-0.060112	-0.0575351
10006	2.0012	-0.0940104	-0.0473299	-0.0574527	-0.0608099	-0.0601106	-0.0575361
10007	2.0014	-0.0940107	-0.0473475	-0.0574548	-0.060807	-0.0601093	-0.057537
10008	2.0016	-0.094011	-0.0473651	-0.0574569	-0.060804	-0.0601079	-0.0575379
10009	2.0018	-0.0940112	-0.0473827	-0.0574591	-0.0608011	-0.0601066	-0.0575389
10010	2.002	-0.0940115	-0.0474002	-0.0574612	-0.0607981	-0.0601053	-0.0575398
10011	2.0022	-0.0940117	-0.0474177	-0.0574633	-0.0607952	-0.0601039	-0.0575407
10012	2.0024	-0.0940119	-0.0474352	-0.0574654	-0.0607923	-0.0601026	-0.0575416
10013	2.0026	-0.0940121	-0.0474527	-0.0574675	-0.0607894	-0.0601013	-0.0575425
10014	2.0028	-0.0940123	-0.0474701	-0.0574695	-0.0607865	-0.0601	-0.0575435
10015	2.003	-0.0940125	-0.0474874	-0.0574716	-0.0607836	-0.0600987	-0.0575444
10016	2.0032	-0.0940127	-0.0475048	-0.0574736	-0.0607808	-0.0600974	-0.0575453
10017	2.0034	-0.0940129	-0.0475222	-0.0574757	-0.0607779	-0.0600961	-0.0575462
10018	2.0036	-0.0940131	-0.0475395	-0.0574777	-0.0607751	-0.0600948	-0.0575471
10019	2.0038	-0.0940133	-0.0475568	-0.0574797	-0.0607723	-0.0600935	-0.057548
10020	2.004	-0.0940134	-0.047574	-0.0574817	-0.0607695	-0.0600922	-0.0575489
10021	2.0042	-0.0940136	-0.0475913	-0.0574837	-0.0607667	-0.0600909	-0.0575498
10022	2.0044	-0.0940137	-0.0476085	-0.0574857	-0.0607639	-0.0600896	-0.0575507
10023	2.0046	-0.0940139	-0.0476257	-0.0574876	-0.0607611	-0.0600883	-0.0575516
10024	2.0048	-0.094014	-0.0476429	-0.0574896	-0.0607584	-0.0600871	-0.0575525
10025	2.005	-0.0940141	-0.04766	-0.0574915	-0.0607556	-0.0600858	-0.0575533
10026	2.0052	-0.0940143	-0.0476771	-0.0574935	-0.0607529	-0.0600845	-0.0575542
10027	2.0054	-0.0940144	-0.0476942	-0.0574954	-0.0607501	-0.0600832	-0.0575551
10028	2.0056	-0.0940145	-0.0477113	-0.0574973	-0.0607474	-0.060082	-0.057556
10029	2.0058	-0.0940146	-0.0477284	-0.0574992	-0.0607447	-0.0600807	-0.0575568
10030	2.006	-0.0940147	-0.0477453	-0.0575011	-0.060742	-0.0600795	-0.0575577
10031	2.0062	-0.0940148	-0.0477623	-0.057503	-0.0607393	-0.0600782	-0.0575586
10032	2.0064	-0.0940148	-0.0477794	-0.0575049	-0.0607367	-0.060077	-0.0575594
10033	2.0066	-0.0940149	-0.0477963	-0.0575068	-0.060734	-0.0600757	-0.0575603
10034	2.0068	-0.094015	-0.0478133	-0.0575086	-0.0607314	-0.0600745	-0.0575612
10035	2.007	-0.0940151	-0.0478301	-0.0575105	-0.0607287	-0.0600732	-0.057562
10036	2.0072	-0.0940151	-0.0478471	-0.0575123	-0.0607261	-0.060072	-0.0575629
10037	2.0074	-0.0940152	-0.047864	-0.0575141	-0.0607235	-0.0600708	-0.0575637
10038	2.0076	-0.0940152	-0.0478809	-0.057516	-0.0607209	-0.0600695	-0.0575646
10039	2.0078	-0.0940152	-0.0478977	-0.0575178	-0.0607183	-0.0600683	-0.0575654
10040	2.008	-0.0940153	-0.0479145	-0.0575196	-0.0607157	-0.0600671	-0.0575663
10041	2.0082	-0.0940153	-0.0479313	-0.0575214	-0.0607131	-0.0600659	-0.0575671
10042	2.0084	-0.0940153	-0.0479481	-0.0575232	-0.0607106	-0.0600647	-0.0575679
10043	2.0086	-0.0940154	-0.0479649	-0.0575249	-0.060708	-0.0600635	-0.0575688
10044	2.0088	-0.0940154	-0.0479816	-0.0575267	-0.0607055	-0.0600623	-0.0575696
10045	2.009	-0.0940154	-0.0479983	-0.0575285	-0.060703	-0.0600611	-0.0575704
10046	2.0092	-0.0940154	-0.048015	-0.0575302	-0.0607005	-0.0600599	-0.0575712
10047	2.0094	-0.0940154	-0.0480317	-0.057532	-0.060698	-0.0600587	-0.0575721
10048	2.0096	-0.0940154	-0.0480485	-0.0575337	-0.0606955	-0.0600575	-0.0575729
10049	2.0098	-0.0940154	-0.0480651	-0.0575354	-0.060693	-0.0600563	-0.0575737
10050	2.01	-0.0940153	-0.0480817	-0.0575371	-0.0606905	-0.0600551	-0.0575745
10051	2.0102	-0.0940153	-0.0480983	-0.0575388	-0.060688	-0.0600539	-0.0575753
10052	2.0104	-0.0940153	-0.048115	-0.0575405	-0.0606856	-0.0600527	-0.0575761
