TimeSlice	Time	R Hip ext Ia	R Hip flx Ia	R Hip ext Ia IN	R Hip flx Ia IN	R Hip flx Ib	R Hip ext Ib	R Hip MN flx	R Hip MN ext	R Hip MN ext RE	R Hip MN flx RE
2902	0.5804	-0.0569629	-0.0582696	-0.0558825	-0.0558825	-0.048459	-0.0573302	-0.0668547	-0.0628978	-0.045277	-0.0459004
2903	0.5806	-0.0569454	-0.0582903	-0.0558851	-0.0558851	-0.0484825	-0.0572887	-0.0670805	-0.062627	-0.0452623	-0.0459135
2904	0.5808	-0.0569277	-0.0583111	-0.0558876	-0.0558876	-0.0485051	-0.0572487	-0.0673092	-0.0623554	-0.0452474	-0.0459268
2905	0.581	-0.0569097	-0.058332	-0.0558905	-0.0558905	-0.0485362	-0.0571995	-0.0675406	-0.0620833	-0.0452325	-0.0459401
2906	0.5812	-0.0568917	-0.058353	-0.0558933	-0.0558933	-0.048566	-0.0571521	-0.0677759	-0.0618101	-0.0452175	-0.0459537
2907	0.5814	-0.0568734	-0.0583742	-0.055896	-0.055896	-0.0485947	-0.0571066	-0.0680146	-0.061536	-0.0452025	-0.0459673
2908	0.5816	-0.0568549	-0.0583955	-0.0558985	-0.0558985	-0.0486222	-0.0570629	-0.0682568	-0.0612612	-0.0451874	-0.0459811
2909	0.5818	-0.0568363	-0.058417	-0.055901	-0.055901	-0.0486487	-0.0570209	-0.0685021	-0.0609858	-0.0451722	-0.045995
2910	0.582	-0.0568174	-0.0584385	-0.0559039	-0.0559039	-0.0486851	-0.0569693	-0.0687505	-0.0607099	-0.045157	-0.046009
2911	0.5822	-0.0567984	-0.0584602	-0.0559067	-0.0559067	-0.0487201	-0.0569197	-0.0690031	-0.060433	-0.0451417	-0.0460232
2912	0.5824	-0.0567791	-0.0584821	-0.0559093	-0.0559093	-0.0487537	-0.0568721	-0.0692597	-0.0601552	-0.0451263	-0.0460375
2913	0.5826	-0.0567597	-0.0585041	-0.0559119	-0.0559119	-0.048786	-0.0568263	-0.06952	-0.0598768	-0.0451109	-0.046052
2914	0.5828	-0.05674	-0.0585262	-0.0559143	-0.0559143	-0.0488171	-0.0567823	-0.069784	-0.0595979	-0.0450954	-0.0460666
2915	0.583	-0.0567201	-0.0585478	-0.0559172	-0.0559172	-0.0488597	-0.0567286	-0.0700409	-0.0593185	-0.0450798	-0.0460813
2916	0.5832	-0.0567001	-0.0585683	-0.0559199	-0.0559199	-0.0489006	-0.056677	-0.070283	-0.0590383	-0.0450642	-0.0460962
2917	0.5834	-0.0566799	-0.0585878	-0.0559225	-0.0559225	-0.0489399	-0.0566274	-0.0705114	-0.0587576	-0.0450485	-0.0461112
2918	0.5836	-0.0566594	-0.0586063	-0.0559251	-0.0559251	-0.0489777	-0.0565797	-0.0707272	-0.0584769	-0.0450327	-0.0461262
2919	0.5838	-0.0566389	-0.058624	-0.0559275	-0.0559275	-0.049014	-0.0565339	-0.0709312	-0.0581964	-0.0450169	-0.0461414
2920	0.584	-0.0566182	-0.0586407	-0.0559303	-0.0559303	-0.0490637	-0.0564783	-0.0711243	-0.0579165	-0.045001	-0.0461566
2921	0.5842	-0.0565973	-0.0586567	-0.055933	-0.055933	-0.0491114	-0.0564248	-0.0713091	-0.0576369	-0.0449851	-0.0461719
2922	0.5844	-0.0565764	-0.0586719	-0.0559356	-0.0559356	-0.0491572	-0.0563734	-0.071486	-0.057358	-0.0449691	-0.0461872
2923	0.5846	-0.0565554	-0.0586864	-0.0559381	-0.0559381	-0.0492013	-0.056324	-0.0716555	-0.0570801	-0.0449531	-0.0462025
2924	0.5848	-0.0565343	-0.0587002	-0.0559405	-0.0559405	-0.0492436	-0.0562766	-0.071818	-0.0568036	-0.044937	-0.0462178
2925	0.585	-0.0565131	-0.0587134	-0.0559433	-0.0559433	-0.0493007	-0.0562193	-0.071974	-0.0565288	-0.0449208	-0.0462332
2926	0.5852	-0.0564919	-0.058726	-0.0559459	-0.0559459	-0.0493556	-0.0561642	-0.0721257	-0.0562553	-0.0449047	-0.0462486
2927	0.5854	-0.0564706	-0.0587381	-0.0559485	-0.0559485	-0.0494084	-0.0561112	-0.0722734	-0.0559835	-0.0448885	-0.0462639
2928	0.5856	-0.0564494	-0.0587496	-0.055951	-0.055951	-0.0494591	-0.0560604	-0.072417	-0.0557137	-0.0448722	-0.0462793
2929	0.5858	-0.0564281	-0.0587607	-0.0559534	-0.0559534	-0.0495078	-0.0560115	-0.0725567	-0.0554462	-0.044856	-0.0462946
2930	0.586	-0.0564068	-0.0587713	-0.0559561	-0.0559561	-0.0495719	-0.0559528	-0.0726927	-0.0551812	-0.0448397	-0.04631
2931	0.5862	-0.0563856	-0.0587814	-0.0559588	-0.0559588	-0.0496336	-0.0558964	-0.072827	-0.0549184	-0.0448234	-0.0463253
2932	0.5864	-0.0563644	-0.0587912	-0.0559613	-0.0559613	-0.0496928	-0.0558422	-0.0729595	-0.054658	-0.0448071	-0.0463406
2933	0.5866	-0.0563433	-0.0588006	-0.0559637	-0.0559637	-0.0497497	-0.0557901	-0.0730902	-0.0544004	-0.0447908	-0.0463559
2934	0.5868	-0.0563222	-0.0588096	-0.0559661	-0.0559661	-0.0498043	-0.0557401	-0.0732188	-0.0541457	-0.0447745	-0.0463711
2935	0.587	-0.0563012	-0.0588183	-0.0559688	-0.0559688	-0.0498745	-0.0556803	-0.0733454	-0.0538941	-0.0447582	-0.0463864
2936	0.5872	-0.0562802	-0.0588267	-0.0559714	-0.0559714	-0.0499419	-0.0556229	-0.0734719	-0.0536453	-0.0447419	-0.0464016
2937	0.5874	-0.0562594	-0.0588347	-0.0559739	-0.0559739	-0.0500067	-0.0555677	-0.073598	-0.0533995	-0.0447256	-0.0464168
2938	0.5876	-0.0562387	-0.0588425	-0.0559764	-0.0559764	-0.0500689	-0.0555147	-0.0737235	-0.0531568	-0.0447093	-0.046432
2939	0.5878	-0.0562181	-0.05885	-0.0559787	-0.0559787	-0.0501287	-0.0554638	-0.0738481	-0.0529175	-0.0446931	-0.0464471
2940	0.588	-0.0561976	-0.0588573	-0.0559814	-0.0559814	-0.0502038	-0.0554033	-0.0739716	-0.0526817	-0.0446769	-0.0464622
2941	0.5882	-0.0561772	-0.0588643	-0.055984	-0.055984	-0.050276	-0.0553453	-0.0740959	-0.052449	-0.0446607	-0.0464773
2942	0.5884	-0.056157	-0.0588711	-0.0559865	-0.0559865	-0.0503453	-0.0552895	-0.0742207	-0.0522195	-0.0446445	-0.0464924
2943	0.5886	-0.0561369	-0.0588777	-0.0559889	-0.0559889	-0.0504119	-0.0552359	-0.0743455	-0.0519934	-0.0446284	-0.0465075
2944	0.5888	-0.056117	-0.0588841	-0.0559912	-0.0559912	-0.0504759	-0.0551844	-0.07447	-0.0517709	-0.0446124	-0.0465225
2945	0.589	-0.0560973	-0.0588903	-0.055994	-0.055994	-0.0505547	-0.0551238	-0.0745939	-0.051552	-0.0445963	-0.0465375
2946	0.5892	-0.0560777	-0.0588963	-0.0559966	-0.0559966	-0.0506305	-0.0550655	-0.0747191	-0.0513363	-0.0445804	-0.0465524
2947	0.5894	-0.0560583	-0.0589021	-0.0559991	-0.0559991	-0.0507034	-0.0550095	-0.0748451	-0.051124	-0.0445644	-0.0465674
2948	0.5896	-0.0560391	-0.0589078	-0.0560015	-0.0560015	-0.0507733	-0.0549558	-0.0749715	-0.0509152	-0.0445486	-0.0465823
2949	0.5898	-0.0560201	-0.0589134	-0.0560038	-0.0560038	-0.0508405	-0.0549041	-0.0750979	-0.0507099	-0.0445328	-0.0465972
2950	0.59	-0.0560013	-0.0589187	-0.0560066	-0.0560066	-0.0509222	-0.0548437	-0.075224	-0.0505083	-0.044517	-0.0466121
2951	0.5902	-0.0559827	-0.058924	-0.0560093	-0.0560093	-0.0510006	-0.0547858	-0.0753515	-0.05031	-0.0445014	-0.0466269
2952	0.5904	-0.0559643	-0.0589291	-0.0560118	-0.0560118	-0.051076	-0.0547301	-0.07548	-0.0501149	-0.0444857	-0.0466417
2953	0.5906	-0.0559461	-0.0589341	-0.0560143	-0.0560143	-0.0511484	-0.0546765	-0.0756091	-0.0499233	-0.0444702	-0.0466565
2954	0.5908	-0.0559281	-0.0589389	-0.0560166	-0.0560166	-0.051218	-0.0546251	-0.0757382	-0.0497352	-0.0444547	-0.0466713
2955	0.591	-0.0559103	-0.0589436	-0.0560195	-0.0560195	-0.0513015	-0.0545655	-0.075867	-0.0495507	-0.0444393	-0.0466861
2956	0.5912	-0.0558928	-0.0589483	-0.0560222	-0.0560222	-0.0513817	-0.0545083	-0.0759973	-0.0493692	-0.044424	-0.0467008
2957	0.5914	-0.0558755	-0.0589528	-0.0560248	-0.0560248	-0.0514587	-0.0544533	-0.0761286	-0.0491911	-0.0444088	-0.0467155
2958	0.5916	-0.0558584	-0.0589573	-0.0560273	-0.0560273	-0.0515328	-0.0544005	-0.0762605	-0.0490162	-0.0443936	-0.0467301
2959	0.5918	-0.0558416	-0.0589616	-0.0560297	-0.0560297	-0.0516039	-0.0543497	-0.0763924	-0.0488446	-0.0443786	-0.0467448
2960	0.592	-0.055825	-0.0589659	-0.0560326	-0.0560326	-0.0516884	-0.0542914	-0.076524	-0.0486765	-0.0443636	-0.0467594
2961	0.5922	-0.0558086	-0.05897	-0.0560355	-0.0560355	-0.0517696	-0.0542354	-0.076657	-0.0485113	-0.0443487	-0.046774
2962	0.5924	-0.0557925	-0.0589741	-0.0560382	-0.0560382	-0.0518476	-0.0541816	-0.0767909	-0.0483492	-0.0443339	-0.0467886
2963	0.5926	-0.0557766	-0.0589781	-0.0560408	-0.0560408	-0.0519226	-0.0541299	-0.0769253	-0.0481903	-0.0443192	-0.0468031
2964	0.5928	-0.055761	-0.0589821	-0.0560433	-0.0560433	-0.0519946	-0.0540802	-0.0770597	-0.0480344	-0.0443045	-0.0468176
2965	0.593	-0.0557456	-0.0589859	-0.0560463	-0.0560463	-0.0520794	-0.0540236	-0.0771936	-0.0478818	-0.04429	-0.0468321
2966	0.5932	-0.0557304	-0.0589897	-0.0560493	-0.0560493	-0.0521609	-0.0539693	-0.077329	-0.047732	-0.0442755	-0.0468466
2967	0.5934	-0.0557156	-0.0589935	-0.0560521	-0.0560521	-0.0522391	-0.053917	-0.077465	-0.0475851	-0.0442612	-0.046861
2968	0.5936	-0.0557009	-0.0589971	-0.0560548	-0.0560548	-0.0523143	-0.0538668	-0.0776014	-0.0474411	-0.0442469	-0.0468754
2969	0.5938	-0.0556866	-0.0590008	-0.0560574	-0.0560574	-0.0523866	-0.0538186	-0.0777377	-0.0473001	-0.0442327	-0.0468898
2970	0.594	-0.0556724	-0.0590043	-0.0560607	-0.0560607	-0.052471	-0.0537642	-0.0778736	-0.047162	-0.0442186	-0.0469041
2971	0.5942	-0.0556585	-0.0590078	-0.0560638	-0.0560638	-0.0525522	-0.0537118	-0.0780106	-0.0470266	-0.0442047	-0.0469184
2972	0.5944	-0.0556449	-0.0590113	-0.0560668	-0.0560668	-0.0526301	-0.0536616	-0.0781482	-0.0468939	-0.0441908	-0.0469327
2973	0.5946	-0.0556316	-0.0590147	-0.0560696	-0.0560696	-0.052705	-0.0536133	-0.078286	-0.0467639	-0.044177	-0.046947
2974	0.5948	-0.0556185	-0.0590181	-0.0560724	-0.0560724	-0.0527769	-0.0535669	-0.0784236	-0.0466366	-0.0441633	-0.0469612
2975	0.595	-0.0556056	-0.0590214	-0.0560758	-0.0560758	-0.0528604	-0.0535149	-0.0785606	-0.0465121	-0.0441497	-0.0469754
2976	0.5952	-0.0555931	-0.0590246	-0.0560792	-0.0560792	-0.0529406	-0.053465	-0.0786986	-0.0463901	-0.0441362	-0.0469895
2977	0.5954	-0.0555808	-0.0590279	-0.0560823	-0.0560823	-0.0530177	-0.053417	-0.0788371	-0.0462705	-0.0441228	-0.0470037
2978	0.5956	-0.0555687	-0.0590311	-0.0560854	-0.0560854	-0.0530917	-0.053371	-0.0789756	-0.0461535	-0.0441095	-0.0470177
2979	0.5958	-0.0555569	-0.0590343	-0.0560883	-0.0560883	-0.0531629	-0.0533267	-0.0791138	-0.0460389	-0.0440963	-0.0470318
2980	0.596	-0.0555453	-0.0590374	-0.056092	-0.056092	-0.0532448	-0.0532775	-0.0792513	-0.045927	-0.0440832	-0.0470458
2981	0.5962	-0.0555341	-0.0590405	-0.0560955	-0.0560955	-0.0533236	-0.0532303	-0.0793896	-0.0458173	-0.0440702	-0.0470598
2982	0.5964	-0.055523	-0.0590436	-0.0560989	-0.0560989	-0.0533993	-0.053185	-0.0795282	-0.0457099	-0.0440573	-0.0470737
2983	0.5966	-0.0555123	-0.0590467	-0.0561022	-0.0561022	-0.053472	-0.0531414	-0.0796668	-0.0456049	-0.0440445	-0.0470876
2984	0.5968	-0.0555018	-0.0590498	-0.0561054	-0.0561054	-0.0535419	-0.0530995	-0.0798048	-0.0455022	-0.0440318	-0.0471015
2985	0.597	-0.0554915	-0.0590528	-0.0561093	-0.0561093	-0.0536219	-0.0530534	-0.0799421	-0.0454018	-0.0440192	-0.0471153
2986	0.5972	-0.0554815	-0.0590558	-0.0561131	-0.0561131	-0.0536987	-0.0530092	-0.08008	-0.0453035	-0.0440067	-0.0471291
2987	0.5974	-0.0554718	-0.0590588	-0.0561168	-0.0561168	-0.0537726	-0.0529667	-0.080218	-0.0452074	-0.0439942	-0.0471428
2988	0.5976	-0.0554623	-0.0590617	-0.0561203	-0.0561203	-0.0538435	-0.0529258	-0.0803559	-0.0451135	-0.0439819	-0.0471565
2989	0.5978	-0.0554531	-0.0590647	-0.0561237	-0.0561237	-0.0539117	-0.0528865	-0.0804931	-0.0450216	-0.0439697	-0.0471702
2990	0.598	-0.0554441	-0.0590676	-0.0561279	-0.0561279	-0.0539892	-0.0528438	-0.0806294	-0.044932	-0.0439576	-0.0471838
2991	0.5982	-0.0554354	-0.0590705	-0.056132	-0.056132	-0.0540637	-0.0528027	-0.0807662	-0.0448443	-0.0439456	-0.0471973
2992	0.5984	-0.0554269	-0.0590735	-0.056136	-0.056136	-0.0541353	-0.0527632	-0.080903	-0.0447585	-0.0439336	-0.0472109
2993	0.5986	-0.0554187	-0.0590764	-0.0561398	-0.0561398	-0.0542041	-0.0527252	-0.0810394	-0.0446748	-0.0439218	-0.0472243
2994	0.5988	-0.0554108	-0.0590793	-0.0561434	-0.0561434	-0.0542702	-0.0526888	-0.081175	-0.044593	-0.0439101	-0.0472378
2995	0.599	-0.0554031	-0.0590822	-0.056148	-0.056148	-0.0543449	-0.0526495	-0.0813097	-0.0445132	-0.0438984	-0.0472511
2996	0.5992	-0.0553956	-0.0590851	-0.0561524	-0.0561524	-0.0544166	-0.0526117	-0.0814446	-0.0444353	-0.0438869	-0.0472645
2997	0.5994	-0.0553884	-0.059088	-0.0561567	-0.0561567	-0.0544856	-0.0525754	-0.0815794	-0.0443591	-0.0438754	-0.0472777
2998	0.5996	-0.0553815	-0.0590909	-0.0561608	-0.0561608	-0.0545518	-0.0525406	-0.0817137	-0.0442848	-0.0438641	-0.047291
2999	0.5998	-0.0553748	-0.0590938	-0.0561647	-0.0561647	-0.0546155	-0.0525071	-0.0818471	-0.0442123	-0.0438528	-0.0473041
3000	0.6	-0.0553683	-0.0590967	-0.0561697	-0.0561697	-0.0546869	-0.0524713	-0.0819794	-0.0441417	-0.0438417	-0.0473172
3001	0.6002	-0.0553621	-0.0590996	-0.0561745	-0.0561745	-0.0547556	-0.052437	-0.0821118	-0.0440727	-0.0438306	-0.0473303
3002	0.6004	-0.0553561	-0.0591026	-0.0561791	-0.0561791	-0.0548216	-0.052404	-0.0822439	-0.0440054	-0.0438197	-0.0473433
3003	0.6006	-0.0553504	-0.0591055	-0.0561835	-0.0561835	-0.0548849	-0.0523724	-0.0823754	-0.0439398	-0.0438088	-0.0473563
3004	0.6008	-0.055345	-0.0591085	-0.0561877	-0.0561877	-0.0549458	-0.0523419	-0.0825059	-0.0438759	-0.043798	-0.0473692
3005	0.601	-0.0553397	-0.0591114	-0.0561931	-0.0561931	-0.0550137	-0.0523099	-0.0826352	-0.0438136	-0.0437873	-0.047382
3006	0.6012	-0.0553347	-0.0591144	-0.0561983	-0.0561983	-0.055079	-0.0522791	-0.0827644	-0.0437529	-0.0437767	-0.0473948
3007	0.6014	-0.05533	-0.0591174	-0.0562032	-0.0562032	-0.0551416	-0.0522495	-0.0828931	-0.0436938	-0.0437662	-0.0474075
3008	0.6016	-0.0553255	-0.0591204	-0.056208	-0.056208	-0.0552019	-0.0522211	-0.083021	-0.0436363	-0.0437558	-0.0474202
3009	0.6018	-0.0553212	-0.0591234	-0.0562126	-0.0562126	-0.0552597	-0.0521938	-0.0831479	-0.0435803	-0.0437455	-0.0474328
3010	0.602	-0.0553171	-0.0591264	-0.0562184	-0.0562184	-0.0553238	-0.0521655	-0.0832736	-0.0435258	-0.0437353	-0.0474453
3011	0.6022	-0.0553133	-0.0591295	-0.0562239	-0.0562239	-0.0553853	-0.0521383	-0.0833989	-0.0434728	-0.0437251	-0.0474578
3012	0.6024	-0.0553098	-0.0591326	-0.0562293	-0.0562293	-0.0554444	-0.0521122	-0.0835236	-0.0434213	-0.0437151	-0.0474702
3013	0.6026	-0.0553065	-0.0591357	-0.0562344	-0.0562344	-0.0555012	-0.0520871	-0.0836474	-0.0433712	-0.0437051	-0.0474825
3014	0.6028	-0.0553034	-0.0591388	-0.0562394	-0.0562394	-0.0555558	-0.0520629	-0.08377	-0.0433225	-0.0436953	-0.0474948
3015	0.603	-0.0553005	-0.0591419	-0.0562456	-0.0562456	-0.0556158	-0.0520384	-0.0838913	-0.0432753	-0.0436855	-0.047507
3016	0.6032	-0.0552979	-0.0591451	-0.0562516	-0.0562516	-0.0556734	-0.0520148	-0.0840121	-0.0432294	-0.0436758	-0.0475191
3017	0.6034	-0.0552955	-0.0591484	-0.0562574	-0.0562574	-0.0557287	-0.0519922	-0.0841321	-0.0431849	-0.0436662	-0.0475312
3018	0.6036	-0.0552933	-0.0591517	-0.0562629	-0.0562629	-0.0557819	-0.0519704	-0.0842511	-0.0431417	-0.0436567	-0.0475432
3019	0.6038	-0.0552914	-0.0591549	-0.0562683	-0.0562683	-0.0558329	-0.0519495	-0.0843689	-0.0430998	-0.0436473	-0.0475551
3020	0.604	-0.0552896	-0.0591582	-0.056275	-0.056275	-0.0558886	-0.0519288	-0.0844852	-0.0430592	-0.043638	-0.047567
3021	0.6042	-0.0552881	-0.0591616	-0.0562815	-0.0562815	-0.0559421	-0.0519088	-0.0846009	-0.0430199	-0.0436288	-0.0475788
3022	0.6044	-0.0552869	-0.059165	-0.0562877	-0.0562877	-0.0559934	-0.0518897	-0.0847157	-0.0429819	-0.0436196	-0.0475905
3023	0.6046	-0.0552858	-0.0591684	-0.0562936	-0.0562936	-0.0560428	-0.0518713	-0.0848293	-0.0429451	-0.0436106	-0.0476021
3024	0.6048	-0.055285	-0.0591719	-0.0562994	-0.0562994	-0.0560902	-0.0518536	-0.0849416	-0.0429095	-0.0436016	-0.0476137
3025	0.605	-0.0552843	-0.0591754	-0.0563065	-0.0563065	-0.0561419	-0.0518366	-0.0850525	-0.0428751	-0.0435927	-0.0476251
3026	0.6052	-0.0552839	-0.0591789	-0.0563134	-0.0563134	-0.0561915	-0.0518203	-0.0851625	-0.0428419	-0.0435839	-0.0476365
3027	0.6054	-0.0552838	-0.0591825	-0.0563199	-0.0563199	-0.0562393	-0.0518046	-0.0852716	-0.0428099	-0.0435752	-0.0476479
3028	0.6056	-0.0552838	-0.0591862	-0.0563263	-0.0563263	-0.0562851	-0.0517895	-0.0853795	-0.042779	-0.0435666	-0.0476591
3029	0.6058	-0.0552841	-0.0591898	-0.0563324	-0.0563324	-0.0563291	-0.051775	-0.085486	-0.0427493	-0.0435581	-0.0476703
3030	0.606	-0.0552845	-0.0591935	-0.0563399	-0.0563399	-0.0563767	-0.0517613	-0.085591	-0.0427207	-0.0435496	-0.0476813
3031	0.6062	-0.0552852	-0.0591973	-0.0563472	-0.0563472	-0.0564224	-0.0517482	-0.0856952	-0.0426931	-0.0435413	-0.0476923
3032	0.6064	-0.0552861	-0.0592011	-0.0563542	-0.0563542	-0.0564663	-0.0517355	-0.0857983	-0.0426667	-0.043533	-0.0477032
3033	0.6066	-0.0552872	-0.059205	-0.0563609	-0.0563609	-0.0565084	-0.0517234	-0.0859001	-0.0426413	-0.0435248	-0.047714
3034	0.6068	-0.0552884	-0.0592089	-0.0563673	-0.0563673	-0.056549	-0.0517117	-0.0860006	-0.042617	-0.0435167	-0.0477248
3035	0.607	-0.0552899	-0.0592128	-0.0563753	-0.0563753	-0.0565923	-0.0517013	-0.0860995	-0.0425936	-0.0435087	-0.0477354
3036	0.6072	-0.0552916	-0.0592167	-0.056383	-0.056383	-0.0566339	-0.0516913	-0.0861975	-0.0425713	-0.0435008	-0.047746
3037	0.6074	-0.0552935	-0.0592208	-0.0563904	-0.0563904	-0.0566739	-0.0516817	-0.0862942	-0.04255	-0.043493	-0.0477565
3038	0.6076	-0.0552956	-0.0592249	-0.0563976	-0.0563976	-0.0567123	-0.0516725	-0.0863897	-0.0425297	-0.0434852	-0.0477668
3039	0.6078	-0.0552979	-0.059229	-0.0564044	-0.0564044	-0.0567492	-0.0516636	-0.0864838	-0.0425104	-0.0434776	-0.0477771
3040	0.608	-0.0553003	-0.0592332	-0.0564129	-0.0564129	-0.0567883	-0.0516564	-0.0865763	-0.0424919	-0.04347	-0.0477873
3041	0.6082	-0.055303	-0.0592374	-0.056421	-0.056421	-0.0568258	-0.0516495	-0.0866676	-0.0424745	-0.0434625	-0.0477974
3042	0.6084	-0.0553058	-0.0592417	-0.0564288	-0.0564288	-0.0568619	-0.0516429	-0.0867578	-0.042458	-0.0434551	-0.0478074
3043	0.6086	-0.0553089	-0.0592461	-0.0564364	-0.0564364	-0.0568965	-0.0516366	-0.0868466	-0.0424424	-0.0434478	-0.0478174
3044	0.6088	-0.0553122	-0.0592505	-0.0564436	-0.0564436	-0.0569298	-0.0516305	-0.0869339	-0.0424276	-0.0434406	-0.0478272
3045	0.609	-0.0553155	-0.0592549	-0.0564525	-0.0564525	-0.0569646	-0.0516265	-0.0870197	-0.0424137	-0.0434335	-0.0478369
3046	0.6092	-0.0553192	-0.0592594	-0.0564611	-0.0564611	-0.0569981	-0.0516226	-0.0871042	-0.0424008	-0.0434264	-0.0478465
3047	0.6094	-0.055323	-0.059264	-0.0564694	-0.0564694	-0.0570302	-0.0516189	-0.0871875	-0.0423887	-0.0434195	-0.0478561
3048	0.6096	-0.055327	-0.0592686	-0.0564773	-0.0564773	-0.0570611	-0.0516154	-0.0872693	-0.0423775	-0.0434126	-0.0478655
3049	0.6098	-0.0553312	-0.0592733	-0.0564849	-0.0564849	-0.0570908	-0.051612	-0.0873497	-0.042367	-0.0434058	-0.0478748
3050	0.61	-0.0553355	-0.059278	-0.0564944	-0.0564944	-0.0571214	-0.0516111	-0.0874284	-0.0423574	-0.0433991	-0.0478841
3051	0.6102	-0.05534	-0.0592828	-0.0565034	-0.0565034	-0.0571508	-0.0516102	-0.0875059	-0.0423486	-0.0433925	-0.0478932
3052	0.6104	-0.0553447	-0.0592877	-0.0565121	-0.0565121	-0.0571791	-0.0516093	-0.087582	-0.0423407	-0.0433859	-0.0479022
3053	0.6106	-0.0553496	-0.0592927	-0.0565205	-0.0565205	-0.0572063	-0.0516085	-0.0876567	-0.0423335	-0.0433795	-0.0479111
3054	0.6108	-0.0553547	-0.0592976	-0.0565285	-0.0565285	-0.0572324	-0.0516077	-0.0877299	-0.042327	-0.0433731	-0.04792
3055	0.611	-0.0553599	-0.0593026	-0.0565384	-0.0565384	-0.057259	-0.0516097	-0.0878015	-0.0423213	-0.0433669	-0.0479287
3056	0.6112	-0.0553653	-0.0593078	-0.0565479	-0.0565479	-0.0572845	-0.0516117	-0.0878717	-0.0423164	-0.0433607	-0.0479373
3057	0.6114	-0.0553709	-0.059313	-0.056557	-0.056557	-0.057309	-0.0516136	-0.0879405	-0.0423122	-0.0433546	-0.0479458
3058	0.6116	-0.0553767	-0.0593182	-0.0565658	-0.0565658	-0.0573326	-0.0516154	-0.0880079	-0.0423088	-0.0433486	-0.0479542
3059	0.6118	-0.0553826	-0.0593235	-0.0565742	-0.0565742	-0.0573552	-0.0516171	-0.0880738	-0.042306	-0.0433426	-0.0479625
3060	0.612	-0.0553886	-0.0593289	-0.0565846	-0.0565846	-0.0573779	-0.0516219	-0.0881381	-0.0423039	-0.0433368	-0.0479707
3061	0.6122	-0.0553949	-0.0593343	-0.0565945	-0.0565945	-0.0573996	-0.0516266	-0.088201	-0.0423026	-0.0433311	-0.0479787
3062	0.6124	-0.0554013	-0.0593399	-0.0566041	-0.0566041	-0.0574205	-0.0516311	-0.0882624	-0.0423019	-0.0433254	-0.0479867
3063	0.6126	-0.0554079	-0.0593455	-0.0566132	-0.0566132	-0.0574406	-0.0516354	-0.0883224	-0.0423019	-0.0433198	-0.0479946
3064	0.6128	-0.0554146	-0.0593511	-0.0566221	-0.0566221	-0.0574599	-0.0516395	-0.0883809	-0.0423026	-0.0433143	-0.0480023
3065	0.613	-0.0554214	-0.0593568	-0.0566329	-0.0566329	-0.0574788	-0.051647	-0.0884379	-0.0423038	-0.043309	-0.0480099
3066	0.6132	-0.0554285	-0.0593626	-0.0566433	-0.0566433	-0.057497	-0.0516543	-0.0884934	-0.0423058	-0.0433036	-0.0480174
3067	0.6134	-0.0554357	-0.0593685	-0.0566532	-0.0566532	-0.0575144	-0.0516612	-0.0885475	-0.0423084	-0.0432984	-0.0480248
3068	0.6136	-0.0554431	-0.0593744	-0.0566628	-0.0566628	-0.0575312	-0.0516679	-0.0886001	-0.0423116	-0.0432933	-0.0480321
3069	0.6138	-0.0554506	-0.0593804	-0.056672	-0.056672	-0.0575473	-0.0516743	-0.0886512	-0.0423153	-0.0432882	-0.0480393
3070	0.614	-0.0554582	-0.0593864	-0.0566833	-0.0566833	-0.0575626	-0.0516843	-0.0887009	-0.0423196	-0.0432833	-0.0480464
3071	0.6142	-0.055466	-0.0593926	-0.0566941	-0.0566941	-0.0575773	-0.0516939	-0.0887491	-0.0423246	-0.0432784	-0.0480533
3072	0.6144	-0.055474	-0.0593988	-0.0567045	-0.0567045	-0.0575915	-0.0517032	-0.0887959	-0.0423301	-0.0432736	-0.0480601
3073	0.6146	-0.0554821	-0.0594051	-0.0567145	-0.0567145	-0.0576051	-0.0517121	-0.0888412	-0.0423363	-0.043269	-0.0480668
3074	0.6148	-0.0554903	-0.0594115	-0.0567241	-0.0567241	-0.0576182	-0.0517206	-0.088885	-0.0423429	-0.0432644	-0.0480734
3075	0.615	-0.0554987	-0.0594179	-0.0567357	-0.0567357	-0.0576302	-0.051733	-0.0889275	-0.04235	-0.0432598	-0.0480799
3076	0.6152	-0.0555072	-0.0594244	-0.056747	-0.056747	-0.0576417	-0.0517449	-0.0889685	-0.0423577	-0.0432554	-0.0480863
3077	0.6154	-0.0555159	-0.059431	-0.0567577	-0.0567577	-0.0576528	-0.0517563	-0.0890081	-0.042366	-0.0432511	-0.0480925
3078	0.6156	-0.0555247	-0.0594377	-0.0567681	-0.0567681	-0.0576635	-0.0517673	-0.0890463	-0.0423747	-0.0432469	-0.0480986
3079	0.6158	-0.0555336	-0.0594444	-0.056778	-0.056778	-0.0576737	-0.0517778	-0.089083	-0.042384	-0.0432427	-0.0481046
3080	0.616	-0.0555426	-0.0594511	-0.0567901	-0.0567901	-0.0576826	-0.0517923	-0.0891185	-0.0423936	-0.0432386	-0.0481105
3081	0.6162	-0.0555518	-0.059458	-0.0568017	-0.0568017	-0.0576911	-0.0518063	-0.0891525	-0.0424039	-0.0432347	-0.0481163
