TimeSlice	Time	L Knee ext Ia	L Knee flx Ia	L Knee ext Ia IN	L Knee flx Ia IN	L Knee flx Ib	L Knee ext Ib	L Knee MN ext	L Knee MN flx	L Knee MN ext RE	L Knee MN flx RE
1288	0.2576	-0.0624001	-0.0598217	-0.0599982	-0.0599979	-0.06	-0.058975	-0.0910005	-0.0581708	-0.0474714	-0.045789
1289	0.2578	-0.0624005	-0.0598219	-0.0599982	-0.0599979	-0.06	-0.0589821	-0.0910057	-0.0581711	-0.0474684	-0.0457882
1290	0.258	-0.062401	-0.059822	-0.0599982	-0.0599979	-0.06	-0.058992	-0.0910112	-0.0581715	-0.0474655	-0.0457874
1291	0.2582	-0.0624014	-0.0598222	-0.0599982	-0.0599979	-0.06	-0.0590016	-0.0910172	-0.058172	-0.0474625	-0.0457866
1292	0.2584	-0.0624019	-0.0598223	-0.0599982	-0.0599979	-0.06	-0.0590107	-0.0910238	-0.0581724	-0.0474596	-0.0457859
1293	0.2586	-0.0624023	-0.0598225	-0.0599982	-0.0599979	-0.06	-0.0590196	-0.0910308	-0.0581729	-0.0474567	-0.0457851
1294	0.2588	-0.0624027	-0.0598227	-0.0599982	-0.0599979	-0.06	-0.059028	-0.0910382	-0.0581733	-0.0474538	-0.0457843
1295	0.259	-0.0624032	-0.0598228	-0.0599982	-0.0599979	-0.0599998	-0.0590389	-0.0910459	-0.0581738	-0.0474509	-0.0457835
1296	0.2592	-0.0624036	-0.059823	-0.0599982	-0.0599979	-0.0599997	-0.0590493	-0.0910542	-0.0581743	-0.0474481	-0.0457827
1297	0.2594	-0.062404	-0.0598231	-0.0599982	-0.0599979	-0.0599995	-0.0590593	-0.0910629	-0.0581748	-0.0474453	-0.0457819
1298	0.2596	-0.0624044	-0.0598233	-0.0599982	-0.0599979	-0.0599993	-0.059069	-0.091072	-0.0581753	-0.0474424	-0.0457811
1299	0.2598	-0.0624049	-0.0598235	-0.0599982	-0.0599979	-0.0599992	-0.0590782	-0.0910815	-0.0581758	-0.0474396	-0.0457804
1300	0.26	-0.0624053	-0.0598237	-0.0599982	-0.0599979	-0.0599944	-0.0590894	-0.0910913	-0.0581764	-0.0474369	-0.0457796
1301	0.2602	-0.0624057	-0.0598238	-0.0599982	-0.0599979	-0.0599898	-0.0591001	-0.0911016	-0.0581765	-0.0474341	-0.0457788
1302	0.2604	-0.0624061	-0.059824	-0.0599982	-0.0599979	-0.0599854	-0.0591105	-0.0911122	-0.0581762	-0.0474313	-0.045778
1303	0.2606	-0.0624065	-0.0598242	-0.0599982	-0.0599979	-0.0599812	-0.0591204	-0.0911232	-0.0581757	-0.0474286	-0.0457772
1304	0.2608	-0.062407	-0.0598244	-0.0599982	-0.0599979	-0.0599771	-0.0591299	-0.0911344	-0.0581748	-0.0474259	-0.0457764
1305	0.261	-0.0624074	-0.0598246	-0.0599982	-0.0599979	-0.0599692	-0.059141	-0.0911459	-0.0581738	-0.0474232	-0.0457756
1306	0.2612	-0.0624078	-0.0598248	-0.0599982	-0.0599979	-0.0599616	-0.0591516	-0.0911578	-0.0581722	-0.0474205	-0.0457747
1307	0.2614	-0.0624082	-0.059825	-0.0599982	-0.0599979	-0.0599542	-0.0591618	-0.0911699	-0.0581701	-0.0474179	-0.0457739
1308	0.2616	-0.0624086	-0.0598252	-0.0599982	-0.0599979	-0.0599472	-0.0591716	-0.0911823	-0.0581676	-0.0474153	-0.0457731
1309	0.2618	-0.062409	-0.0598253	-0.0599982	-0.0599979	-0.0599405	-0.059181	-0.0911949	-0.0581648	-0.0474126	-0.0457723
1310	0.262	-0.0624094	-0.0598256	-0.0599982	-0.0599979	-0.0599306	-0.0591915	-0.0912077	-0.0581616	-0.0474101	-0.0457714
1311	0.2622	-0.0624098	-0.0598258	-0.0599982	-0.0599979	-0.0599211	-0.0592016	-0.0912207	-0.058158	-0.0474075	-0.0457706
1312	0.2624	-0.0624102	-0.059826	-0.0599982	-0.0599979	-0.0599119	-0.0592113	-0.0912338	-0.0581539	-0.0474049	-0.0457697
1313	0.2626	-0.0624106	-0.0598262	-0.0599982	-0.0599979	-0.0599032	-0.0592206	-0.0912472	-0.0581493	-0.0474024	-0.0457689
1314	0.2628	-0.0624109	-0.0598264	-0.0599982	-0.0599979	-0.0598947	-0.0592296	-0.0912606	-0.0581445	-0.0473999	-0.045768
1315	0.263	-0.0624113	-0.0598266	-0.0599982	-0.0599979	-0.0598839	-0.0592392	-0.0912741	-0.0581394	-0.0473974	-0.0457671
1316	0.2632	-0.0624117	-0.0598268	-0.0599982	-0.0599979	-0.0598735	-0.0592485	-0.0912878	-0.0581339	-0.0473949	-0.0457662
1317	0.2634	-0.0624121	-0.059827	-0.0599982	-0.0599979	-0.0598635	-0.0592575	-0.0913015	-0.058128	-0.0473925	-0.0457653
1318	0.2636	-0.0624125	-0.0598273	-0.0599982	-0.0599979	-0.0598538	-0.059266	-0.0913153	-0.0581218	-0.04739	-0.0457644
1319	0.2638	-0.0624128	-0.0598275	-0.0599982	-0.0599979	-0.0598446	-0.0592743	-0.0913291	-0.0581154	-0.0473876	-0.0457635
1320	0.264	-0.0624132	-0.0598277	-0.0599982	-0.0599979	-0.0598336	-0.0592829	-0.0913429	-0.0581088	-0.0473852	-0.0457625
1321	0.2642	-0.0624136	-0.0598279	-0.0599983	-0.0599979	-0.059823	-0.0592912	-0.0913567	-0.0581018	-0.0473829	-0.0457616
1322	0.2644	-0.0624139	-0.0598282	-0.0599983	-0.0599979	-0.0598128	-0.0592991	-0.0913705	-0.0580946	-0.0473805	-0.0457606
1323	0.2646	-0.0624143	-0.0598284	-0.0599983	-0.0599979	-0.0598031	-0.0593067	-0.0913843	-0.0580873	-0.0473782	-0.0457597
1324	0.2648	-0.0624146	-0.0598287	-0.0599983	-0.0599979	-0.0597937	-0.0593141	-0.0913979	-0.0580798	-0.0473759	-0.0457587
1325	0.265	-0.062415	-0.0598289	-0.0599983	-0.0599979	-0.0597831	-0.0593214	-0.0914115	-0.0580722	-0.0473736	-0.0457577
1326	0.2652	-0.0624154	-0.0598292	-0.0599983	-0.0599979	-0.059773	-0.0593285	-0.091425	-0.0580644	-0.0473713	-0.0457567
1327	0.2654	-0.0624157	-0.0598294	-0.0599983	-0.0599979	-0.0597632	-0.0593353	-0.0914384	-0.0580565	-0.0473691	-0.0457557
1328	0.2656	-0.0624161	-0.0598297	-0.0599983	-0.0599979	-0.0597539	-0.0593419	-0.0914517	-0.0580485	-0.0473668	-0.0457547
1329	0.2658	-0.0624164	-0.0598299	-0.0599983	-0.0599979	-0.0597449	-0.0593482	-0.0914649	-0.0580405	-0.0473646	-0.0457536
1330	0.266	-0.0624167	-0.0598302	-0.0599983	-0.0599979	-0.0597353	-0.0593543	-0.0914778	-0.0580325	-0.0473624	-0.0457526
1331	0.2662	-0.0624171	-0.0598305	-0.0599983	-0.0599979	-0.059726	-0.0593601	-0.0914907	-0.0580245	-0.0473602	-0.0457515
1332	0.2664	-0.0624174	-0.0598308	-0.0599983	-0.0599979	-0.0597171	-0.0593657	-0.0915033	-0.0580164	-0.047358	-0.0457505
1333	0.2666	-0.0624177	-0.059831	-0.0599983	-0.0599979	-0.0597086	-0.0593711	-0.0915157	-0.0580084	-0.0473559	-0.0457494
1334	0.2668	-0.0624181	-0.0598313	-0.0599983	-0.0599979	-0.0597004	-0.0593763	-0.091528	-0.0580004	-0.0473537	-0.0457483
1335	0.267	-0.0624184	-0.0598316	-0.0599983	-0.0599979	-0.059692	-0.059381	-0.09154	-0.0579926	-0.0473516	-0.0457472
1336	0.2672	-0.0624187	-0.0598319	-0.0599983	-0.0599979	-0.0596839	-0.0593855	-0.0915517	-0.0579847	-0.0473495	-0.0457461
1337	0.2674	-0.062419	-0.0598322	-0.0599983	-0.0599979	-0.0596762	-0.0593899	-0.0915633	-0.057977	-0.0473474	-0.045745
1338	0.2676	-0.0624193	-0.0598325	-0.0599983	-0.0599979	-0.0596687	-0.0593941	-0.0915745	-0.0579694	-0.0473454	-0.0457438
1339	0.2678	-0.0624197	-0.0598328	-0.0599983	-0.0599979	-0.0596616	-0.0593981	-0.0915856	-0.0579619	-0.0473433	-0.0457427
1340	0.268	-0.06242	-0.0598331	-0.0599983	-0.0599979	-0.0596546	-0.0594015	-0.0915963	-0.0579546	-0.0473413	-0.0457415
1341	0.2682	-0.0624203	-0.0598334	-0.0599983	-0.0599979	-0.059648	-0.0594048	-0.0916068	-0.0579474	-0.0473392	-0.0457404
1342	0.2684	-0.0624206	-0.0598337	-0.0599983	-0.0599979	-0.0596416	-0.059408	-0.091617	-0.0579404	-0.0473372	-0.0457392
1343	0.2686	-0.0624209	-0.059834	-0.0599983	-0.0599979	-0.0596354	-0.059411	-0.0916269	-0.0579336	-0.0473352	-0.045738
1344	0.2688	-0.0624212	-0.0598343	-0.0599983	-0.0599979	-0.0596295	-0.0594139	-0.0916364	-0.0579269	-0.0473332	-0.0457369
1345	0.269	-0.0624215	-0.0598347	-0.0599983	-0.0599979	-0.0596242	-0.059416	-0.0916457	-0.0579205	-0.0473312	-0.0457357
1346	0.2692	-0.0624218	-0.059835	-0.0599983	-0.0599979	-0.059619	-0.059418	-0.0916547	-0.0579143	-0.0473292	-0.0457345
1347	0.2694	-0.062422	-0.0598353	-0.0599983	-0.0599979	-0.0596141	-0.05942	-0.0916633	-0.0579084	-0.0473273	-0.0457333
1348	0.2696	-0.0624223	-0.0598357	-0.0599983	-0.0599979	-0.0596093	-0.0594219	-0.0916716	-0.0579026	-0.0473253	-0.0457321
1349	0.2698	-0.0624226	-0.059836	-0.0599983	-0.0599979	-0.0596047	-0.0594237	-0.0916796	-0.0578971	-0.0473234	-0.0457309
1350	0.27	-0.0624229	-0.0598363	-0.0599983	-0.0599979	-0.059601	-0.0594245	-0.0916873	-0.0578918	-0.0473215	-0.0457297
1351	0.2702	-0.0624232	-0.0598367	-0.0599983	-0.0599979	-0.0595974	-0.0594254	-0.0916946	-0.0578869	-0.0473195	-0.0457284
1352	0.2704	-0.0624235	-0.059837	-0.0599983	-0.0599979	-0.059594	-0.0594262	-0.0917016	-0.0578822	-0.0473176	-0.0457272
1353	0.2706	-0.0624237	-0.0598374	-0.0599983	-0.0599979	-0.0595907	-0.059427	-0.0917082	-0.0578777	-0.0473157	-0.045726
1354	0.2708	-0.062424	-0.0598377	-0.0599983	-0.0599979	-0.0595875	-0.0594278	-0.0917145	-0.0578735	-0.0473138	-0.0457247
1355	0.271	-0.0624243	-0.0598381	-0.0599983	-0.0599979	-0.0595854	-0.0594275	-0.0917205	-0.0578696	-0.0473119	-0.0457235
1356	0.2712	-0.0624245	-0.0598385	-0.0599983	-0.0599979	-0.0595834	-0.0594273	-0.0917261	-0.057866	-0.04731	-0.0457223
1357	0.2714	-0.0624248	-0.0598388	-0.0599983	-0.0599979	-0.0595814	-0.059427	-0.0917313	-0.0578627	-0.0473082	-0.045721
1358	0.2716	-0.0624251	-0.0598392	-0.0599983	-0.0599979	-0.0595796	-0.0594268	-0.0917362	-0.0578597	-0.0473063	-0.0457198
1359	0.2718	-0.0624253	-0.0598396	-0.0599983	-0.0599979	-0.0595778	-0.0594266	-0.0917407	-0.057857	-0.0473044	-0.0457186
1360	0.272	-0.0624256	-0.05984	-0.0599983	-0.0599979	-0.0595773	-0.0594268	-0.091745	-0.0578545	-0.0473026	-0.0457173
1361	0.2722	-0.0624258	-0.0598403	-0.0599983	-0.0599979	-0.0595768	-0.0594271	-0.091749	-0.0578523	-0.0473007	-0.0457161
1362	0.2724	-0.0624261	-0.0598407	-0.0599983	-0.0599979	-0.0595763	-0.0594273	-0.0917527	-0.0578505	-0.0472988	-0.0457148
1363	0.2726	-0.0624263	-0.0598411	-0.0599983	-0.0599979	-0.0595759	-0.0594275	-0.0917562	-0.057849	-0.047297	-0.0457136
1364	0.2728	-0.0624266	-0.0598415	-0.0599983	-0.0599979	-0.0595755	-0.0594277	-0.0917595	-0.0578478	-0.0472951	-0.0457123
1365	0.273	-0.0624268	-0.0598419	-0.0599983	-0.0599979	-0.0595742	-0.059428	-0.0917626	-0.0578468	-0.0472933	-0.0457111
1366	0.2732	-0.0624271	-0.0598423	-0.0599983	-0.0599979	-0.0595731	-0.0594283	-0.0917655	-0.057846	-0.0472915	-0.0457099
1367	0.2734	-0.0624273	-0.0598427	-0.0599983	-0.0599979	-0.0595719	-0.0594286	-0.0917683	-0.0578454	-0.0472896	-0.0457086
1368	0.2736	-0.0624276	-0.0598431	-0.0599983	-0.0599979	-0.0595708	-0.0594289	-0.0917708	-0.0578449	-0.0472878	-0.0457074
1369	0.2738	-0.0624278	-0.0598435	-0.0599983	-0.0599979	-0.0595698	-0.0594292	-0.0917732	-0.0578445	-0.047286	-0.0457062
1370	0.274	-0.062428	-0.0598439	-0.0599983	-0.0599979	-0.0595684	-0.0594293	-0.0917755	-0.0578443	-0.0472841	-0.0457049
1371	0.2742	-0.0624283	-0.0598443	-0.0599983	-0.0599979	-0.0595671	-0.0594294	-0.0917776	-0.0578441	-0.0472823	-0.0457037
1372	0.2744	-0.0624285	-0.0598447	-0.0599983	-0.0599979	-0.0595659	-0.0594295	-0.0917795	-0.0578441	-0.0472805	-0.0457025
1373	0.2746	-0.0624287	-0.0598452	-0.0599983	-0.0599979	-0.0595647	-0.0594296	-0.0917813	-0.0578441	-0.0472786	-0.0457013
1374	0.2748	-0.062429	-0.0598456	-0.0599983	-0.0599979	-0.0595635	-0.0594297	-0.091783	-0.0578442	-0.0472768	-0.0457
1375	0.275	-0.0624292	-0.059846	-0.0599983	-0.0599979	-0.0595624	-0.0594298	-0.0917845	-0.0578444	-0.047275	-0.0456988
1376	0.2752	-0.0624294	-0.0598464	-0.0599984	-0.0599979	-0.0595614	-0.0594299	-0.0917859	-0.0578447	-0.0472732	-0.0456976
1377	0.2754	-0.0624297	-0.0598469	-0.0599984	-0.0599979	-0.0595604	-0.05943	-0.0917872	-0.0578451	-0.0472714	-0.0456964
1378	0.2756	-0.0624299	-0.0598473	-0.0599984	-0.0599979	-0.0595595	-0.0594301	-0.0917884	-0.0578456	-0.0472695	-0.0456952
1379	0.2758	-0.0624301	-0.0598477	-0.0599984	-0.0599979	-0.0595586	-0.0594302	-0.0917895	-0.0578461	-0.0472677	-0.045694
1380	0.276	-0.0624303	-0.0598482	-0.0599984	-0.0599979	-0.0595576	-0.0594302	-0.0917905	-0.0578468	-0.0472659	-0.0456928
1381	0.2762	-0.0624305	-0.0598486	-0.0599984	-0.0599979	-0.0595566	-0.0594301	-0.0917913	-0.0578475	-0.0472641	-0.0456916
1382	0.2764	-0.0624308	-0.059849	-0.0599984	-0.0599979	-0.0595557	-0.05943	-0.0917921	-0.0578482	-0.0472623	-0.0456904
1383	0.2766	-0.062431	-0.0598495	-0.0599984	-0.0599979	-0.0595548	-0.0594299	-0.0917927	-0.057849	-0.0472605	-0.0456892
1384	0.2768	-0.0624312	-0.0598499	-0.0599984	-0.0599979	-0.059554	-0.0594299	-0.0917933	-0.0578499	-0.0472586	-0.045688
1385	0.277	-0.0624314	-0.0598504	-0.0599984	-0.0599979	-0.0595533	-0.0594296	-0.0917938	-0.0578509	-0.0472568	-0.0456869
1386	0.2772	-0.0624316	-0.0598508	-0.0599984	-0.0599979	-0.0595526	-0.0594293	-0.0917942	-0.0578519	-0.047255	-0.0456857
1387	0.2774	-0.0624319	-0.0598513	-0.0599984	-0.0599979	-0.059552	-0.059429	-0.0917944	-0.057853	-0.0472532	-0.0456845
1388	0.2776	-0.0624321	-0.0598517	-0.0599984	-0.0599979	-0.0595514	-0.0594287	-0.0917946	-0.0578542	-0.0472514	-0.0456834
1389	0.2778	-0.0624323	-0.0598522	-0.0599984	-0.0599979	-0.0595508	-0.0594284	-0.0917947	-0.0578554	-0.0472496	-0.0456822
1390	0.278	-0.0624325	-0.0598527	-0.0599984	-0.0599979	-0.0595505	-0.0594279	-0.0917947	-0.0578567	-0.0472478	-0.045681
1391	0.2782	-0.0624327	-0.0598531	-0.0599984	-0.0599979	-0.0595502	-0.0594274	-0.0917946	-0.0578581	-0.047246	-0.0456799
1392	0.2784	-0.0624329	-0.0598536	-0.0599984	-0.0599979	-0.0595499	-0.0594269	-0.0917944	-0.0578596	-0.0472442	-0.0456787
1393	0.2786	-0.0624331	-0.059854	-0.0599984	-0.0599979	-0.0595496	-0.0594264	-0.0917941	-0.0578612	-0.0472423	-0.0456776
1394	0.2788	-0.0624333	-0.0598545	-0.0599984	-0.0599979	-0.0595494	-0.0594259	-0.0917938	-0.0578628	-0.0472405	-0.0456765
1395	0.279	-0.0624335	-0.059855	-0.0599984	-0.0599979	-0.0595495	-0.0594251	-0.0917933	-0.0578645	-0.0472387	-0.0456753
1396	0.2792	-0.0624337	-0.0598554	-0.0599984	-0.0599979	-0.0595496	-0.0594244	-0.0917928	-0.0578663	-0.0472369	-0.0456742
1397	0.2794	-0.062434	-0.0598559	-0.0599984	-0.0599979	-0.0595498	-0.0594236	-0.0917921	-0.0578682	-0.0472351	-0.0456731
1398	0.2796	-0.0624342	-0.0598564	-0.0599984	-0.0599979	-0.0595499	-0.0594229	-0.0917914	-0.0578702	-0.0472333	-0.045672
1399	0.2798	-0.0624344	-0.0598569	-0.0599984	-0.0599979	-0.05955	-0.0594222	-0.0917905	-0.0578722	-0.0472315	-0.0456709
1400	0.28	-0.0624346	-0.0598574	-0.0599984	-0.0599979	-0.0595505	-0.0594212	-0.0917897	-0.0578744	-0.0472297	-0.0456697
1401	0.2802	-0.0624348	-0.0598578	-0.0599984	-0.0599979	-0.0595511	-0.0594202	-0.0917887	-0.0578766	-0.0472278	-0.0456686
1402	0.2804	-0.062435	-0.0598583	-0.0599984	-0.0599979	-0.0595516	-0.0594193	-0.0917876	-0.057879	-0.047226	-0.0456675
1403	0.2806	-0.0624352	-0.0598588	-0.0599984	-0.0599979	-0.0595521	-0.0594183	-0.0917864	-0.0578814	-0.0472242	-0.0456665
1404	0.2808	-0.0624354	-0.0598593	-0.0599984	-0.0599979	-0.0595526	-0.0594174	-0.0917851	-0.0578839	-0.0472224	-0.0456654
1405	0.281	-0.0624356	-0.0598598	-0.0599984	-0.0599979	-0.0595536	-0.0594162	-0.0917838	-0.0578865	-0.0472206	-0.0456643
1406	0.2812	-0.0624358	-0.0598603	-0.0599984	-0.0599979	-0.0595546	-0.0594149	-0.0917824	-0.0578893	-0.0472188	-0.0456632
1407	0.2814	-0.062436	-0.0598608	-0.0599984	-0.0599979	-0.0595555	-0.0594138	-0.0917808	-0.0578921	-0.047217	-0.0456622
1408	0.2816	-0.0624362	-0.0598613	-0.0599984	-0.0599979	-0.0595564	-0.0594126	-0.0917792	-0.057895	-0.0472151	-0.0456611
1409	0.2818	-0.0624364	-0.0598618	-0.0599984	-0.0599979	-0.0595572	-0.0594116	-0.0917776	-0.057898	-0.0472133	-0.04566
1410	0.282	-0.0624366	-0.0598623	-0.0599984	-0.0599979	-0.0595587	-0.0594101	-0.0917758	-0.0579011	-0.0472115	-0.045659
1411	0.2822	-0.0624368	-0.0598628	-0.0599984	-0.0599979	-0.0595601	-0.0594086	-0.0917739	-0.0579043	-0.0472097	-0.045658
1412	0.2824	-0.062437	-0.0598633	-0.0599984	-0.0599979	-0.0595614	-0.0594072	-0.091772	-0.0579077	-0.0472079	-0.0456569
1413	0.2826	-0.0624372	-0.0598638	-0.0599984	-0.0599979	-0.0595627	-0.0594059	-0.09177	-0.0579111	-0.047206	-0.0456559
1414	0.2828	-0.0624374	-0.0598643	-0.0599984	-0.0599979	-0.0595639	-0.0594046	-0.0917679	-0.0579146	-0.0472042	-0.0456549
1415	0.283	-0.0624376	-0.0598648	-0.0599984	-0.0599979	-0.0595658	-0.0594029	-0.0917657	-0.0579182	-0.0472024	-0.0456538
1416	0.2832	-0.0624378	-0.0598653	-0.0599984	-0.0599979	-0.0595676	-0.0594013	-0.0917634	-0.0579219	-0.0472006	-0.0456528
1417	0.2834	-0.062438	-0.0598658	-0.0599984	-0.0599979	-0.0595693	-0.0593997	-0.0917611	-0.0579257	-0.0471987	-0.0456518
1418	0.2836	-0.0624382	-0.0598663	-0.0599984	-0.0599979	-0.059571	-0.0593982	-0.0917586	-0.0579297	-0.0471969	-0.0456508
1419	0.2838	-0.0624384	-0.0598669	-0.0599984	-0.0599979	-0.0595725	-0.0593968	-0.0917561	-0.0579337	-0.0471951	-0.0456498
1420	0.284	-0.0624386	-0.0598674	-0.0599984	-0.0599979	-0.0595748	-0.0593949	-0.0917536	-0.0579378	-0.0471932	-0.0456489
1421	0.2842	-0.0624387	-0.0598679	-0.0599984	-0.0599979	-0.059577	-0.0593931	-0.0917509	-0.057942	-0.0471914	-0.0456479
1422	0.2844	-0.0624389	-0.0598684	-0.0599984	-0.0599979	-0.0595791	-0.0593913	-0.0917482	-0.0579463	-0.0471896	-0.0456469
1423	0.2846	-0.0624391	-0.0598689	-0.0599984	-0.0599979	-0.0595811	-0.0593896	-0.0917453	-0.0579507	-0.0471877	-0.045646
1424	0.2848	-0.0624393	-0.0598695	-0.0599984	-0.0599979	-0.059583	-0.059388	-0.0917424	-0.0579552	-0.0471859	-0.045645
1425	0.285	-0.0624395	-0.05987	-0.0599984	-0.0599979	-0.0595857	-0.059386	-0.0917395	-0.0579598	-0.0471841	-0.0456441
1426	0.2852	-0.0624397	-0.0598705	-0.0599984	-0.0599979	-0.0595882	-0.059384	-0.0917365	-0.0579645	-0.0471822	-0.0456431
1427	0.2854	-0.0624399	-0.059871	-0.0599984	-0.0599979	-0.0595906	-0.0593821	-0.0917333	-0.0579694	-0.0471804	-0.0456422
1428	0.2856	-0.0624401	-0.0598716	-0.0599984	-0.0599979	-0.059593	-0.0593803	-0.0917302	-0.0579743	-0.0471785	-0.0456413
1429	0.2858	-0.0624403	-0.0598721	-0.0599984	-0.0599979	-0.0595952	-0.0593785	-0.0917269	-0.0579793	-0.0471767	-0.0456403
1430	0.286	-0.0624405	-0.0598726	-0.0599984	-0.0599979	-0.0595982	-0.0593763	-0.0917236	-0.0579844	-0.0471748	-0.0456394
1431	0.2862	-0.0624407	-0.0598732	-0.0599984	-0.0599979	-0.0596011	-0.0593742	-0.0917202	-0.0579895	-0.047173	-0.0456385
1432	0.2864	-0.0624409	-0.0598737	-0.0599984	-0.0599979	-0.0596038	-0.0593722	-0.0917168	-0.0579949	-0.0471711	-0.0456376
1433	0.2866	-0.0624411	-0.0598743	-0.0599984	-0.0599979	-0.0596065	-0.0593702	-0.0917132	-0.0580003	-0.0471693	-0.0456367
1434	0.2868	-0.0624413	-0.0598748	-0.0599984	-0.0599979	-0.059609	-0.0593683	-0.0917096	-0.0580057	-0.0471674	-0.0456358
1435	0.287	-0.0624414	-0.0598753	-0.0599984	-0.0599979	-0.0596123	-0.059366	-0.091706	-0.0580113	-0.0471656	-0.045635
1436	0.2872	-0.0624416	-0.0598759	-0.0599984	-0.0599979	-0.0596155	-0.0593638	-0.0917023	-0.0580169	-0.0471637	-0.0456341
1437	0.2874	-0.0624418	-0.0598764	-0.0599984	-0.0599979	-0.0596186	-0.0593616	-0.0916985	-0.0580227	-0.0471618	-0.0456332
1438	0.2876	-0.062442	-0.059877	-0.0599984	-0.0599979	-0.0596215	-0.0593596	-0.0916947	-0.0580285	-0.04716	-0.0456324
1439	0.2878	-0.0624422	-0.0598775	-0.0599984	-0.0599979	-0.0596243	-0.0593576	-0.0916908	-0.0580345	-0.0471581	-0.0456316
1440	0.288	-0.0624424	-0.0598781	-0.0599984	-0.0599979	-0.0596279	-0.0593551	-0.0916868	-0.0580404	-0.0471562	-0.0456307
1441	0.2882	-0.0624426	-0.0598786	-0.0599984	-0.0599979	-0.0596314	-0.0593528	-0.0916828	-0.0580465	-0.0471544	-0.0456299
1442	0.2884	-0.0624428	-0.0598792	-0.0599984	-0.0599979	-0.0596347	-0.0593505	-0.0916788	-0.0580527	-0.0471525	-0.0456291
1443	0.2886	-0.062443	-0.0598797	-0.0599984	-0.0599979	-0.0596379	-0.0593484	-0.0916746	-0.058059	-0.0471506	-0.0456282
1444	0.2888	-0.0624432	-0.0598803	-0.0599984	-0.0599979	-0.0596409	-0.0593463	-0.0916705	-0.0580654	-0.0471487	-0.0456274
1445	0.289	-0.0624434	-0.0598809	-0.0599984	-0.0599979	-0.0596448	-0.0593438	-0.0916663	-0.0580718	-0.0471468	-0.0456266
1446	0.2892	-0.0624435	-0.0598814	-0.0599984	-0.0599979	-0.0596485	-0.0593414	-0.091662	-0.0580783	-0.047145	-0.0456259
1447	0.2894	-0.0624437	-0.059882	-0.0599984	-0.0599979	-0.0596521	-0.0593391	-0.0916576	-0.0580849	-0.0471431	-0.0456251
1448	0.2896	-0.0624439	-0.0598825	-0.0599984	-0.0599979	-0.0596555	-0.0593368	-0.0916533	-0.0580917	-0.0471412	-0.0456243
1449	0.2898	-0.0624441	-0.0598831	-0.0599984	-0.0599979	-0.0596588	-0.0593347	-0.0916488	-0.0580984	-0.0471393	-0.0456235
1450	0.29	-0.0624443	-0.0598837	-0.0599984	-0.0599979	-0.0596628	-0.0593322	-0.0916444	-0.0581052	-0.0471374	-0.0456228
1451	0.2902	-0.0624445	-0.0598842	-0.0599984	-0.0599979	-0.0596667	-0.0593298	-0.0916399	-0.0581121	-0.0471355	-0.045622
1452	0.2904	-0.0624447	-0.0598848	-0.0599984	-0.0599979	-0.0596705	-0.0593275	-0.0916353	-0.0581192	-0.0471336	-0.0456213
1453	0.2906	-0.0624449	-0.0598854	-0.0599984	-0.0599979	-0.0596741	-0.0593252	-0.0916307	-0.0581262	-0.0471317	-0.0456205
1454	0.2908	-0.0624451	-0.059886	-0.0599984	-0.0599979	-0.0596775	-0.0593231	-0.0916261	-0.0581334	-0.0471298	-0.0456198
1455	0.291	-0.0624453	-0.0598865	-0.0599984	-0.0599979	-0.0596817	-0.0593206	-0.0916215	-0.0581406	-0.0471279	-0.0456191
1456	0.2912	-0.0624455	-0.0598871	-0.0599984	-0.0599979	-0.0596857	-0.0593183	-0.0916168	-0.0581478	-0.047126	-0.0456184
1457	0.2914	-0.0624456	-0.0598877	-0.0599984	-0.0599979	-0.0596895	-0.059316	-0.0916121	-0.0581552	-0.0471241	-0.0456177
1458	0.2916	-0.0624458	-0.0598883	-0.0599984	-0.0599979	-0.0596932	-0.0593138	-0.0916074	-0.0581626	-0.0471222	-0.045617
1459	0.2918	-0.062446	-0.0598888	-0.0599984	-0.0599979	-0.0596968	-0.0593117	-0.0916026	-0.0581701	-0.0471203	-0.0456163
1460	0.292	-0.0624462	-0.0598894	-0.0599984	-0.0599979	-0.059701	-0.0593094	-0.0915979	-0.0581776	-0.0471184	-0.0456156
1461	0.2922	-0.0624464	-0.05989	-0.0599984	-0.0599979	-0.059705	-0.0593071	-0.0915931	-0.0581851	-0.0471164	-0.0456149
1462	0.2924	-0.0624466	-0.0598906	-0.0599984	-0.0599979	-0.0597089	-0.0593049	-0.0915883	-0.0581928	-0.0471145	-0.0456143
1463	0.2926	-0.0624468	-0.0598912	-0.0599984	-0.0599979	-0.0597126	-0.0593028	-0.0915835	-0.0582005	-0.0471126	-0.0456136
1464	0.2928	-0.062447	-0.0598918	-0.0599984	-0.0599979	-0.0597161	-0.0593008	-0.0915787	-0.0582082	-0.0471107	-0.045613
1465	0.293	-0.0624472	-0.0598924	-0.0599984	-0.0599979	-0.0597203	-0.0592986	-0.0915739	-0.0582159	-0.0471088	-0.0456123
1466	0.2932	-0.0624474	-0.0598929	-0.0599984	-0.0599979	-0.0597243	-0.0592964	-0.0915691	-0.0582237	-0.0471068	-0.0456117
1467	0.2934	-0.0624475	-0.0598935	-0.0599984	-0.0599979	-0.0597281	-0.0592944	-0.0915642	-0.0582316	-0.0471049	-0.045611
