TimeSlice	Time	L RG ext IN	L RG flx IN	L RG ext	L RG flx
5806	1.1612	-0.0597715	-0.0570794	-0.0598035	-0.0578862
5807	1.1614	-0.0597685	-0.0570828	-0.0598012	-0.0578896
5808	1.1616	-0.0597655	-0.0570861	-0.0597988	-0.0578929
5809	1.1618	-0.0597624	-0.0570895	-0.0597964	-0.0578963
5810	1.162	-0.0597594	-0.0570929	-0.059794	-0.0578997
5811	1.1622	-0.0597563	-0.0570963	-0.0597916	-0.0579031
5812	1.1624	-0.0597531	-0.0570997	-0.0597891	-0.0579066
5813	1.1626	-0.05975	-0.0571032	-0.0597867	-0.05791
5814	1.1628	-0.0597468	-0.0571067	-0.0597842	-0.0579135
5815	1.163	-0.0597436	-0.0571102	-0.0597817	-0.057917
5816	1.1632	-0.0597404	-0.0571137	-0.0597792	-0.0579205
5817	1.1634	-0.0597371	-0.0571173	-0.0597766	-0.0579241
5818	1.1636	-0.0597339	-0.0571209	-0.0597741	-0.0579277
5819	1.1638	-0.0597306	-0.0571245	-0.0597715	-0.0579313
5820	1.164	-0.0597273	-0.0571281	-0.0597689	-0.0579349
5821	1.1642	-0.0597239	-0.0571318	-0.0597663	-0.0579385
5822	1.1644	-0.0597205	-0.0571355	-0.0597636	-0.0579422
5823	1.1646	-0.0597172	-0.0571392	-0.059761	-0.0579459
5824	1.1648	-0.0597137	-0.0571429	-0.0597583	-0.0579496
5825	1.165	-0.0597103	-0.0571467	-0.0597556	-0.0579533
5826	1.1652	-0.0597068	-0.0571505	-0.0597529	-0.057957
5827	1.1654	-0.0597033	-0.0571543	-0.0597502	-0.0579608
5828	1.1656	-0.0596998	-0.0571581	-0.0597475	-0.0579646
5829	1.1658	-0.0596962	-0.057162	-0.0597447	-0.0579684
5830	1.166	-0.0596927	-0.0571659	-0.0597419	-0.0579722
5831	1.1662	-0.0596891	-0.0571698	-0.0597391	-0.0579761
5832	1.1664	-0.0596854	-0.0571737	-0.0597363	-0.05798
5833	1.1666	-0.0596818	-0.0571777	-0.0597334	-0.0579839
5834	1.1668	-0.0596781	-0.0571817	-0.0597305	-0.0579878
5835	1.167	-0.0596744	-0.0571857	-0.0597277	-0.0579917
5836	1.1672	-0.0596707	-0.0571898	-0.0597248	-0.0579957
5837	1.1674	-0.0596669	-0.0571938	-0.0597218	-0.0579997
5838	1.1676	-0.0596631	-0.0571979	-0.0597189	-0.0580037
5839	1.1678	-0.0596593	-0.0572021	-0.0597159	-0.0580077
5840	1.168	-0.0596555	-0.0572062	-0.0597129	-0.0580118
5841	1.1682	-0.0596516	-0.0572104	-0.0597099	-0.0580159
5842	1.1684	-0.0596477	-0.0572146	-0.0597069	-0.05802
5843	1.1686	-0.0596438	-0.0572188	-0.0597038	-0.0580241
5844	1.1688	-0.0596398	-0.0572231	-0.0597007	-0.0580282
5845	1.169	-0.0596359	-0.0572274	-0.0596976	-0.0580324
5846	1.1692	-0.0596319	-0.0572317	-0.0596945	-0.0580366
5847	1.1694	-0.0596278	-0.057236	-0.0596914	-0.0580408
5848	1.1696	-0.0596238	-0.0572404	-0.0596882	-0.0580451
5849	1.1698	-0.0596197	-0.0572448	-0.0596851	-0.0580493
5850	1.17	-0.0596156	-0.0572492	-0.0596818	-0.0580536
5851	1.1702	-0.0596114	-0.0572536	-0.0596786	-0.0580579
5852	1.1704	-0.0596072	-0.0572581	-0.0596754	-0.0580622
5853	1.1706	-0.059603	-0.0572626	-0.0596721	-0.0580666
5854	1.1708	-0.0595988	-0.0572672	-0.0596688	-0.058071
5855	1.171	-0.0595946	-0.0572717	-0.0596655	-0.0580754
5856	1.1712	-0.0595903	-0.0572763	-0.0596622	-0.0580798
5857	1.1714	-0.059586	-0.0572809	-0.0596588	-0.0580842
5858	1.1716	-0.0595816	-0.0572856	-0.0596554	-0.0580887
5859	1.1718	-0.0595772	-0.0572902	-0.059652	-0.0580932
5860	1.172	-0.0595728	-0.0572949	-0.0596486	-0.0580977
5861	1.1722	-0.0595684	-0.0572997	-0.0596451	-0.0581022
5862	1.1724	-0.0595639	-0.0573044	-0.0596417	-0.0581068
5863	1.1726	-0.0595595	-0.0573092	-0.0596382	-0.0581114
5864	1.1728	-0.0595549	-0.057314	-0.0596346	-0.058116
5865	1.173	-0.0595504	-0.0573189	-0.0596311	-0.0581206
5866	1.1732	-0.0595458	-0.0573238	-0.0596275	-0.0581253
5867	1.1734	-0.0595412	-0.0573287	-0.0596239	-0.05813
5868	1.1736	-0.0595366	-0.0573336	-0.0596203	-0.0581347
5869	1.1738	-0.0595319	-0.0573386	-0.0596167	-0.0581394
5870	1.174	-0.0595272	-0.0573435	-0.059613	-0.0581442
5871	1.1742	-0.0595225	-0.0573486	-0.0596093	-0.0581489
5872	1.1744	-0.0595177	-0.0573536	-0.0596056	-0.0581537
5873	1.1746	-0.0595129	-0.0573587	-0.0596019	-0.0581586
5874	1.1748	-0.0595081	-0.0573638	-0.0595981	-0.0581634
5875	1.175	-0.0595032	-0.0573689	-0.0595943	-0.0581683
5876	1.1752	-0.0594983	-0.0573741	-0.0595905	-0.0581732
5877	1.1754	-0.0594934	-0.0573793	-0.0595866	-0.0581781
5878	1.1756	-0.0594885	-0.0573845	-0.0595828	-0.058183
5879	1.1758	-0.0594835	-0.0573898	-0.0595789	-0.058188
5880	1.176	-0.0594785	-0.0573951	-0.059575	-0.058193
5881	1.1762	-0.0594734	-0.0574004	-0.059571	-0.058198
5882	1.1764	-0.0594684	-0.0574058	-0.0595671	-0.058203
5883	1.1766	-0.0594632	-0.0574111	-0.0595631	-0.0582081
5884	1.1768	-0.0594581	-0.0574165	-0.0595591	-0.0582132
5885	1.177	-0.0594529	-0.057422	-0.059555	-0.0582183
5886	1.1772	-0.0594477	-0.0574275	-0.0595509	-0.0582234
5887	1.1774	-0.0594425	-0.057433	-0.0595468	-0.0582286
5888	1.1776	-0.0594372	-0.0574385	-0.0595427	-0.0582338
5889	1.1778	-0.0594319	-0.0574441	-0.0595386	-0.058239
5890	1.178	-0.0594266	-0.0574497	-0.0595344	-0.0582442
5891	1.1782	-0.0594212	-0.0574553	-0.0595302	-0.0582495
5892	1.1784	-0.0594158	-0.0574609	-0.0595259	-0.0582547
5893	1.1786	-0.0594104	-0.0574666	-0.0595217	-0.05826
5894	1.1788	-0.0594049	-0.0574724	-0.0595174	-0.0582654
5895	1.179	-0.0593994	-0.0574781	-0.0595131	-0.0582707
5896	1.1792	-0.0593939	-0.0574839	-0.0595087	-0.0582761
5897	1.1794	-0.0593883	-0.0574897	-0.0595043	-0.0582815
5898	1.1796	-0.0593827	-0.0574956	-0.0594999	-0.0582869
5899	1.1798	-0.059377	-0.0575015	-0.0594955	-0.0582924
5900	1.18	-0.0593714	-0.0575074	-0.059491	-0.0582979
5901	1.1802	-0.0593657	-0.0575133	-0.0594865	-0.0583034
5902	1.1804	-0.0593599	-0.0575193	-0.059482	-0.0583089
5903	1.1806	-0.0593541	-0.0575253	-0.0594775	-0.0583144
5904	1.1808	-0.0593483	-0.0575313	-0.0594729	-0.05832
5905	1.181	-0.0593425	-0.0575374	-0.0594683	-0.0583256
5906	1.1812	-0.0593366	-0.0575435	-0.0594637	-0.0583312
5907	1.1814	-0.0593307	-0.0575497	-0.059459	-0.0583369
5908	1.1816	-0.0593247	-0.0575559	-0.0594543	-0.0583426
5909	1.1818	-0.0593187	-0.0575621	-0.0594496	-0.0583483
5910	1.182	-0.0593127	-0.0575683	-0.0594448	-0.058354
5911	1.1822	-0.0593066	-0.0575746	-0.05944	-0.0583597
5912	1.1824	-0.0593005	-0.0575809	-0.0594352	-0.0583655
5913	1.1826	-0.0592944	-0.0575872	-0.0594304	-0.0583713
5914	1.1828	-0.0592882	-0.0575936	-0.0594255	-0.0583771
5915	1.183	-0.059282	-0.0576	-0.0594206	-0.058383
5916	1.1832	-0.0592757	-0.0576065	-0.0594156	-0.0583889
5917	1.1834	-0.0592695	-0.0576129	-0.0594107	-0.0583948
5918	1.1836	-0.0592631	-0.0576194	-0.0594057	-0.0584007
5919	1.1838	-0.0592568	-0.057626	-0.0594006	-0.0584067
5920	1.184	-0.0592504	-0.0576326	-0.0593956	-0.0584126
5921	1.1842	-0.0592439	-0.0576392	-0.0593905	-0.0584186
5922	1.1844	-0.0592375	-0.0576458	-0.0593853	-0.0584247
5923	1.1846	-0.059231	-0.0576525	-0.0593802	-0.0584307
5924	1.1848	-0.0592244	-0.0576592	-0.059375	-0.0584368
5925	1.185	-0.0592178	-0.057666	-0.0593697	-0.0584429
5926	1.1852	-0.0592112	-0.0576728	-0.0593645	-0.058449
5927	1.1854	-0.0592045	-0.0576796	-0.0593592	-0.0584552
5928	1.1856	-0.0591978	-0.0576864	-0.0593538	-0.0584614
5929	1.1858	-0.0591911	-0.0576933	-0.0593485	-0.0584676
5930	1.186	-0.0591843	-0.0577003	-0.0593431	-0.0584738
5931	1.1862	-0.0591775	-0.0577072	-0.0593376	-0.0584801
5932	1.1864	-0.0591706	-0.0577142	-0.0593322	-0.0584863
5933	1.1866	-0.0591637	-0.0577212	-0.0593267	-0.0584926
5934	1.1868	-0.0591568	-0.0577283	-0.0593211	-0.058499
5935	1.187	-0.0591498	-0.0577354	-0.0593156	-0.0585053
5936	1.1872	-0.0591428	-0.0577426	-0.0593099	-0.0585117
5937	1.1874	-0.0591357	-0.0577497	-0.0593043	-0.0585181
5938	1.1876	-0.0591286	-0.0577569	-0.0592986	-0.0585246
5939	1.1878	-0.0591215	-0.0577642	-0.0592929	-0.058531
5940	1.188	-0.0591143	-0.0577715	-0.0592871	-0.0585375
5941	1.1882	-0.0591071	-0.0577788	-0.0592814	-0.058544
5942	1.1884	-0.0590998	-0.0577862	-0.0592755	-0.0585506
5943	1.1886	-0.0590925	-0.0577936	-0.0592697	-0.0585571
5944	1.1888	-0.0590851	-0.057801	-0.0592638	-0.0585637
5945	1.189	-0.0590777	-0.0578085	-0.0592578	-0.0585704
5946	1.1892	-0.0590703	-0.057816	-0.0592519	-0.058577
5947	1.1894	-0.0590628	-0.0578235	-0.0592458	-0.0585837
5948	1.1896	-0.0590553	-0.0578311	-0.0592398	-0.0585904
5949	1.1898	-0.0590477	-0.0578387	-0.0592337	-0.0585971
5950	1.19	-0.0590401	-0.0578464	-0.0592276	-0.0586038
5951	1.1902	-0.0590325	-0.0578541	-0.0592214	-0.0586106
5952	1.1904	-0.0590248	-0.0578618	-0.0592152	-0.0586174
5953	1.1906	-0.0590171	-0.0578696	-0.059209	-0.0586242
5954	1.1908	-0.0590093	-0.0578774	-0.0592027	-0.0586311
5955	1.191	-0.0590015	-0.0578852	-0.0591964	-0.058638
5956	1.1912	-0.0589936	-0.0578931	-0.05919	-0.0586449
5957	1.1914	-0.0589857	-0.057901	-0.0591836	-0.0586518
5958	1.1916	-0.0589777	-0.057909	-0.0591772	-0.0586587
5959	1.1918	-0.0589697	-0.057917	-0.0591707	-0.0586657
5960	1.192	-0.0589617	-0.057925	-0.0591641	-0.0586727
5961	1.1922	-0.0589536	-0.0579331	-0.0591576	-0.0586798
5962	1.1924	-0.0589455	-0.0579412	-0.059151	-0.0586868
5963	1.1926	-0.0589373	-0.0579493	-0.0591443	-0.0586939
5964	1.1928	-0.0589291	-0.0579575	-0.0591376	-0.058701
5965	1.193	-0.0589208	-0.0579658	-0.0591309	-0.0587082
5966	1.1932	-0.0589125	-0.057974	-0.0591241	-0.0587153
5967	1.1934	-0.0589041	-0.0579824	-0.0591173	-0.0587225
5968	1.1936	-0.0588957	-0.0579907	-0.0591104	-0.0587298
5969	1.1938	-0.0588873	-0.0579991	-0.0591035	-0.058737
5970	1.194	-0.0588788	-0.0580075	-0.0590966	-0.0587443
5971	1.1942	-0.0588702	-0.058016	-0.0590896	-0.0587516
5972	1.1944	-0.0588616	-0.0580245	-0.0590825	-0.0587589
5973	1.1946	-0.058853	-0.058033	-0.0590755	-0.0587662
5974	1.1948	-0.0588443	-0.0580416	-0.0590683	-0.0587736
5975	1.195	-0.0588355	-0.0580503	-0.0590612	-0.058781
5976	1.1952	-0.0588268	-0.0580589	-0.0590539	-0.0587885
5977	1.1954	-0.0588179	-0.0580677	-0.0590467	-0.0587959
5978	1.1956	-0.058809	-0.0580764	-0.0590394	-0.0588034
5979	1.1958	-0.0588001	-0.0580852	-0.059032	-0.0588109
5980	1.196	-0.0587911	-0.058094	-0.0590246	-0.0588185
5981	1.1962	-0.0587821	-0.0581029	-0.0590172	-0.058826
5982	1.1964	-0.058773	-0.0581118	-0.0590097	-0.0588336
5983	1.1966	-0.0587639	-0.0581208	-0.0590021	-0.0588412
5984	1.1968	-0.0587547	-0.0581298	-0.0589945	-0.0588489
5985	1.197	-0.0587455	-0.0581388	-0.0589869	-0.0588565
5986	1.1972	-0.0587362	-0.0581479	-0.0589792	-0.0588642
5987	1.1974	-0.0587268	-0.058157	-0.0589714	-0.058872
5988	1.1976	-0.0587175	-0.0581662	-0.0589636	-0.0588797
5989	1.1978	-0.058708	-0.0581754	-0.0589558	-0.0588875
5990	1.198	-0.0586985	-0.0581847	-0.0589479	-0.0588953
5991	1.1982	-0.058689	-0.058194	-0.05894	-0.0589031
5992	1.1984	-0.0586794	-0.0582033	-0.058932	-0.058911
5993	1.1986	-0.0586698	-0.0582127	-0.0589239	-0.0589189
5994	1.1988	-0.0586601	-0.0582221	-0.0589159	-0.0589268
5995	1.199	-0.0586503	-0.0582316	-0.0589077	-0.0589347
5996	1.1992	-0.0586405	-0.0582411	-0.0588995	-0.0589427
5997	1.1994	-0.0586307	-0.0582507	-0.0588913	-0.0589507
5998	1.1996	-0.0586208	-0.0582602	-0.058883	-0.0589587
5999	1.1998	-0.0586108	-0.0582699	-0.0588746	-0.0589667
6000	1.2	-0.0586008	-0.0582796	-0.0588662	-0.0589748
6001	1.2002	-0.0585907	-0.0582893	-0.0588577	-0.0589829
6002	1.2004	-0.0585806	-0.0582991	-0.0588492	-0.058991
6003	1.2006	-0.0585704	-0.0583089	-0.0588406	-0.0589992
6004	1.2008	-0.0585602	-0.0583187	-0.058832	-0.0590073
6005	1.201	-0.0585499	-0.0583287	-0.0588233	-0.0590155
6006	1.2012	-0.0585396	-0.0583386	-0.0588146	-0.0590238
6007	1.2014	-0.0585292	-0.0583486	-0.0588058	-0.059032
6008	1.2016	-0.0585187	-0.0583586	-0.0587969	-0.0590403
6009	1.2018	-0.0585082	-0.0583687	-0.058788	-0.0590486
6010	1.202	-0.0584976	-0.0583789	-0.058779	-0.059057
6011	1.2022	-0.058487	-0.058389	-0.05877	-0.0590653
6012	1.2024	-0.0584763	-0.0583992	-0.0587609	-0.0590737
6013	1.2026	-0.0584656	-0.0584095	-0.0587518	-0.0590822
6014	1.2028	-0.0584548	-0.0584198	-0.0587426	-0.0590906
6015	1.203	-0.0584439	-0.0584302	-0.0587333	-0.0590991
6016	1.2032	-0.058433	-0.0584406	-0.058724	-0.0591076
6017	1.2034	-0.058422	-0.058451	-0.0587146	-0.0591161
6018	1.2036	-0.058411	-0.0584615	-0.0587052	-0.0591247
6019	1.2038	-0.0583999	-0.0584721	-0.0586957	-0.0591332
6020	1.204	-0.0583888	-0.0584827	-0.0586861	-0.0591419
6021	1.2042	-0.0583776	-0.0584933	-0.0586765	-0.0591505
6022	1.2044	-0.0583663	-0.058504	-0.0586668	-0.0591592
6023	1.2046	-0.058355	-0.0585147	-0.058657	-0.0591678
6024	1.2048	-0.0583436	-0.0585255	-0.0586472	-0.0591766
6025	1.205	-0.0583321	-0.0585363	-0.0586373	-0.0591853
6026	1.2052	-0.0583206	-0.0585472	-0.0586273	-0.0591941
6027	1.2054	-0.058309	-0.0585581	-0.0586173	-0.0592029
6028	1.2056	-0.0582974	-0.0585691	-0.0586072	-0.0592117
6029	1.2058	-0.0582857	-0.0585801	-0.0585971	-0.0592205
6030	1.206	-0.0582739	-0.0585911	-0.0585868	-0.0592294
6031	1.2062	-0.0582621	-0.0586022	-0.0585766	-0.0592383
6032	1.2064	-0.0582502	-0.0586134	-0.0585662	-0.0592473
6033	1.2066	-0.0582383	-0.0586246	-0.0585558	-0.0592562
6034	1.2068	-0.0582263	-0.0586359	-0.0585453	-0.0592652
6035	1.207	-0.0582142	-0.0586472	-0.0585347	-0.0592742
6036	1.2072	-0.058202	-0.0586585	-0.0585241	-0.0592833
6037	1.2074	-0.0581898	-0.0586699	-0.0585134	-0.0592923
6038	1.2076	-0.0581776	-0.0586814	-0.0585026	-0.0593014
6039	1.2078	-0.0581652	-0.0586929	-0.0584918	-0.0593106
6040	1.208	-0.0581528	-0.0587044	-0.0584808	-0.0593197
6041	1.2082	-0.0581403	-0.058716	-0.0584698	-0.0593289
6042	1.2084	-0.0581278	-0.0587277	-0.0584588	-0.0593381
6043	1.2086	-0.0581152	-0.0587394	-0.0584476	-0.0593473
6044	1.2088	-0.0581025	-0.0587511	-0.0584364	-0.0593566
6045	1.209	-0.0580898	-0.0587629	-0.0584251	-0.0593658
6046	1.2092	-0.058077	-0.0587748	-0.0584137	-0.0593752
6047	1.2094	-0.0580641	-0.0587867	-0.0584023	-0.0593845
6048	1.2096	-0.0580512	-0.0587986	-0.0583908	-0.0593939
6049	1.2098	-0.0580381	-0.0588106	-0.0583792	-0.0594033
6050	1.21	-0.0580251	-0.0588227	-0.0583675	-0.0594127
6051	1.2102	-0.0580119	-0.0588348	-0.0583557	-0.0594221
6052	1.2104	-0.0579987	-0.0588469	-0.0583439	-0.0594316
6053	1.2106	-0.0579854	-0.0588592	-0.058332	-0.0594411
6054	1.2108	-0.057972	-0.0588714	-0.0583199	-0.0594506
6055	1.211	-0.0579586	-0.0588837	-0.0583079	-0.0594602
6056	1.2112	-0.0579451	-0.0588961	-0.0582957	-0.0594698
6057	1.2114	-0.0579315	-0.0589085	-0.0582834	-0.0594794
6058	1.2116	-0.0579179	-0.058921	-0.0582711	-0.059489
6059	1.2118	-0.0579041	-0.0589335	-0.0582587	-0.0594987
6060	1.212	-0.0578903	-0.0589461	-0.0582462	-0.0595084
6061	1.2122	-0.0578765	-0.0589587	-0.0582336	-0.0595181
6062	1.2124	-0.0578625	-0.0589714	-0.0582209	-0.0595278
6063	1.2126	-0.0578485	-0.0589841	-0.0582081	-0.0595376
6064	1.2128	-0.0578344	-0.0589969	-0.0581953	-0.0595474
6065	1.213	-0.0578202	-0.0590098	-0.0581823	-0.0595572
6066	1.2132	-0.057806	-0.0590227	-0.0581693	-0.0595671
6067	1.2134	-0.0577917	-0.0590356	-0.0581561	-0.0595769
6068	1.2136	-0.0577773	-0.0590486	-0.0581429	-0.0595868
6069	1.2138	-0.0577628	-0.0590617	-0.0581296	-0.0595968
6070	1.214	-0.0577482	-0.0590748	-0.0581162	-0.0596067
6071	1.2142	-0.0577336	-0.059088	-0.0581027	-0.0596167
6072	1.2144	-0.0577189	-0.0591012	-0.0580891	-0.0596267
6073	1.2146	-0.0577041	-0.0591145	-0.0580754	-0.0596368
6074	1.2148	-0.0576892	-0.0591278	-0.0580616	-0.0596469
6075	1.215	-0.0576743	-0.0591412	-0.0580477	-0.0596569
6076	1.2152	-0.0576592	-0.0591546	-0.0580337	-0.0596671
6077	1.2154	-0.0576441	-0.0591681	-0.0580196	-0.0596772
6078	1.2156	-0.0576289	-0.0591817	-0.0580054	-0.0596874
6079	1.2158	-0.0576137	-0.0591953	-0.0579911	-0.0596976
6080	1.216	-0.0575983	-0.059209	-0.0579767	-0.0597078
6081	1.2162	-0.0575829	-0.0592227	-0.0579622	-0.0597181
6082	1.2164	-0.0575674	-0.0592365	-0.0579476	-0.0597284
6083	1.2166	-0.0575518	-0.0592503	-0.0579329	-0.0597387
6084	1.2168	-0.0575361	-0.0592642	-0.0579181	-0.059749
6085	1.217	-0.0575203	-0.0592782	-0.0579032	-0.0597594
6086	1.2172	-0.0575044	-0.0592922	-0.0578881	-0.0597698
6087	1.2174	-0.0574885	-0.0593062	-0.057873	-0.0597802
6088	1.2176	-0.0574725	-0.0593204	-0.0578577	-0.0597906
6089	1.2178	-0.0574564	-0.0593346	-0.0578424	-0.0598011
6090	1.218	-0.0574401	-0.0593488	-0.0578269	-0.0598116
6091	1.2182	-0.0574239	-0.0593631	-0.0578113	-0.0598221
6092	1.2184	-0.0574075	-0.0593775	-0.0577956	-0.0598327
6093	1.2186	-0.057391	-0.0593919	-0.0577798	-0.0598432
6094	1.2188	-0.0573745	-0.0594064	-0.0577638	-0.0598539
6095	1.219	-0.0573578	-0.0594209	-0.0577478	-0.0598645
6096	1.2192	-0.0573411	-0.0594355	-0.0577316	-0.0598751
6097	1.2194	-0.0573242	-0.0594502	-0.0577153	-0.0598858
6098	1.2196	-0.0573073	-0.0594649	-0.0576989	-0.0598965
6099	1.2198	-0.0572903	-0.0594797	-0.0576823	-0.0599073
6100	1.22	-0.0572732	-0.0594945	-0.0576656	-0.059918
6101	1.2202	-0.057256	-0.0595094	-0.0576488	-0.0599288
6102	1.2204	-0.0572387	-0.0595244	-0.0576319	-0.0599397
6103	1.2206	-0.0572213	-0.0595394	-0.0576149	-0.0599505
6104	1.2208	-0.0572038	-0.0595545	-0.0575977	-0.0599614
6105	1.221	-0.0571863	-0.0595696	-0.0575804	-0.0599723
6106	1.2212	-0.0571686	-0.0595848	-0.0575629	-0.0599832
6107	1.2214	-0.0571508	-0.0596001	-0.0575454	-0.0599941
6108	1.2216	-0.057133	-0.0596154	-0.0575276	-0.0600051
6109	1.2218	-0.057115	-0.0596305	-0.0575098	-0.0600161
6110	1.222	-0.0570969	-0.059645	-0.0574918	-0.0600272
6111	1.2222	-0.0570788	-0.0596589	-0.0574737	-0.0600382
6112	1.2224	-0.0570605	-0.0596723	-0.0574556	-0.0600493
6113	1.2226	-0.0570422	-0.0596851	-0.0574374	-0.0600604
6114	1.2228	-0.0570237	-0.0596975	-0.0574191	-0.0600716
6115	1.223	-0.0570052	-0.0597093	-0.0574008	-0.0600827
6116	1.2232	-0.0569866	-0.0597207	-0.0573825	-0.0600939
6117	1.2234	-0.0569679	-0.0597317	-0.0573642	-0.0601051
6118	1.2236	-0.0569491	-0.0597422	-0.057346	-0.0601164
6119	1.2238	-0.0569303	-0.0597523	-0.0573278	-0.0601277
6120	1.224	-0.0569114	-0.059762	-0.0573096	-0.0601389
6121	1.2242	-0.0568924	-0.0597713	-0.0572915	-0.0601503
6122	1.2244	-0.0568735	-0.0597803	-0.0572734	-0.0601616
6123	1.2246	-0.0568545	-0.0597889	-0.0572555	-0.060173
6124	1.2248	-0.0568354	-0.0597972	-0.0572376	-0.0601844
6125	1.225	-0.0568164	-0.0598052	-0.0572199	-0.0601958
6126	1.2252	-0.0567973	-0.0598128	-0.0572023	-0.0602072
6127	1.2254	-0.0567782	-0.0598201	-0.0571848	-0.0602186
6128	1.2256	-0.0567592	-0.0598272	-0.0571674	-0.0602301
6129	1.2258	-0.0567401	-0.059834	-0.0571502	-0.0602416
6130	1.226	-0.0567211	-0.0598405	-0.0571331	-0.060253
6131	1.2262	-0.0567021	-0.0598467	-0.0571161	-0.0602645
6132	1.2264	-0.0566832	-0.0598527	-0.0570994	-0.060276
6133	1.2266	-0.0566643	-0.0598585	-0.0570828	-0.0602875
6134	1.2268	-0.0566455	-0.0598641	-0.0570663	-0.060299
6135	1.227	-0.0566267	-0.0598694	-0.0570501	-0.0603105
6136	1.2272	-0.056608	-0.0598745	-0.057034	-0.060322
6137	1.2274	-0.0565894	-0.0598794	-0.0570181	-0.0603335
6138	1.2276	-0.0565709	-0.0598842	-0.0570024	-0.0603449
6139	1.2278	-0.0565524	-0.0598887	-0.0569869	-0.0603564
6140	1.228	-0.0565341	-0.0598931	-0.0569716	-0.0603678
6141	1.2282	-0.0565159	-0.0598973	-0.0569565	-0.0603793
6142	1.2284	-0.0564978	-0.0599013	-0.0569416	-0.0603906
6143	1.2286	-0.0564798	-0.0599052	-0.0569269	-0.060402
6144	1.2288	-0.0564619	-0.0599089	-0.0569124	-0.0604133
6145	1.229	-0.0564442	-0.0599125	-0.0568981	-0.0604246
6146	1.2292	-0.0564266	-0.0599159	-0.056884	-0.0604359
6147	1.2294	-0.0564092	-0.0599192	-0.0568702	-0.0604471
6148	1.2296	-0.0563919	-0.0599223	-0.0568565	-0.0604583
6149	1.2298	-0.0563748	-0.0599254	-0.0568431	-0.0604694
6150	1.23	-0.0563578	-0.0599283	-0.0568299	-0.0604805
6151	1.2302	-0.056341	-0.0599311	-0.0568169	-0.0604915
6152	1.2304	-0.0563244	-0.0599338	-0.0568041	-0.0605025
6153	1.2306	-0.0563079	-0.0599364	-0.0567916	-0.0605134
6154	1.2308	-0.0562916	-0.0599389	-0.0567793	-0.0605242
6155	1.231	-0.0562755	-0.0599413	-0.0567672	-0.060535
6156	1.2312	-0.0562596	-0.0599436	-0.0567553	-0.0605457
6157	1.2314	-0.0562439	-0.0599458	-0.0567436	-0.0605563
6158	1.2316	-0.0562283	-0.0599479	-0.0567322	-0.0605669
6159	1.2318	-0.056213	-0.05995	-0.0567209	-0.0605774
6160	1.232	-0.0561978	-0.0599519	-0.0567099	-0.0605878
6161	1.2322	-0.0561828	-0.0599538	-0.0566991	-0.0605981
6162	1.2324	-0.0561681	-0.0599556	-0.0566886	-0.0606083
6163	1.2326	-0.0561535	-0.0599574	-0.0566782	-0.0606185
6164	1.2328	-0.0561392	-0.0599591	-0.0566681	-0.0606285
6165	1.233	-0.056125	-0.0599607	-0.0566582	-0.0606385
6166	1.2332	-0.0561111	-0.0599622	-0.0566485	-0.0606483
6167	1.2334	-0.0560973	-0.0599637	-0.056639	-0.0606581
6168	1.2336	-0.0560838	-0.0599651	-0.0566298	-0.0606678
6169	1.2338	-0.0560705	-0.0599665	-0.0566207	-0.0606773
6170	1.234	-0.0560574	-0.0599678	-0.0566119	-0.0606868
6171	1.2342	-0.0560445	-0.0599691	-0.0566032	-0.0606962
6172	1.2344	-0.0560318	-0.0599703	-0.0565948	-0.0607054
6173	1.2346	-0.0560194	-0.0599714	-0.0565866	-0.0607145
6174	1.2348	-0.0560071	-0.0599726	-0.0565786	-0.0607236
6175	1.235	-0.0559951	-0.0599736	-0.0565709	-0.0607325
6176	1.2352	-0.0559833	-0.0599747	-0.0565633	-0.0607413
6177	1.2354	-0.0559716	-0.0599757	-0.0565559	-0.06075
6178	1.2356	-0.0559603	-0.0599766	-0.0565487	-0.0607585
6179	1.2358	-0.0559491	-0.0599775	-0.0565417	-0.060767
6180	1.236	-0.0559381	-0.0599784	-0.056535	-0.0607753
6181	1.2362	-0.0559274	-0.0599793	-0.0565284	-0.0607836
6182	1.2364	-0.0559168	-0.0599801	-0.056522	-0.0607917
6183	1.2366	-0.0559065	-0.0599809	-0.0565158	-0.0607996
6184	1.2368	-0.0558964	-0.0599816	-0.0565098	-0.0608075
6185	1.237	-0.0558865	-0.0599823	-0.056504	-0.0608152
6186	1.2372	-0.0558768	-0.059983	-0.0564984	-0.0608229
6187	1.2374	-0.0558673	-0.0599837	-0.056493	-0.0608303
6188	1.2376	-0.055858	-0.0599843	-0.0564878	-0.0608377
6189	1.2378	-0.0558489	-0.0599849	-0.0564827	-0.060845
6190	1.238	-0.0558401	-0.0599855	-0.0564778	-0.0608521
6191	1.2382	-0.0558314	-0.0599861	-0.0564731	-0.0608591
6192	1.2384	-0.055823	-0.0599866	-0.0564686	-0.060866
6193	1.2386	-0.0558147	-0.0599872	-0.0564643	-0.0608727
6194	1.2388	-0.0558066	-0.0599877	-0.0564601	-0.0608793
6195	1.239	-0.0557988	-0.0599882	-0.0564561	-0.0608858
6196	1.2392	-0.0557911	-0.0599886	-0.0564523	-0.0608922
6197	1.2394	-0.0557837	-0.0599891	-0.0564487	-0.0608985
6198	1.2396	-0.0557764	-0.0599895	-0.0564452	-0.0609046
6199	1.2398	-0.0557694	-0.0599899	-0.0564419	-0.0609106
