TimeSlice	Time	L RG ext IN	L RG flx IN	L RG ext	L RG flx
16128	3.2256	-0.0599414	-0.0562746	-0.0605356	-0.0567664
16129	3.2258	-0.0599437	-0.0562587	-0.0605463	-0.0567545
16130	3.226	-0.0599459	-0.0562429	-0.0605569	-0.0567429
16131	3.2262	-0.0599481	-0.0562274	-0.0605675	-0.0567314
16132	3.2264	-0.0599501	-0.056212	-0.060578	-0.0567202
16133	3.2266	-0.059952	-0.0561969	-0.0605884	-0.0567092
16134	3.2268	-0.0599539	-0.0561819	-0.0605987	-0.0566984
16135	3.227	-0.0599557	-0.0561672	-0.0606089	-0.0566879
16136	3.2272	-0.0599575	-0.0561526	-0.060619	-0.0566775
16137	3.2274	-0.0599591	-0.0561383	-0.0606291	-0.0566674
16138	3.2276	-0.0599607	-0.0561242	-0.060639	-0.0566575
16139	3.2278	-0.0599623	-0.0561102	-0.0606489	-0.0566478
16140	3.228	-0.0599638	-0.0560965	-0.0606587	-0.0566384
16141	3.2282	-0.0599652	-0.056083	-0.0606683	-0.0566291
16142	3.2284	-0.0599665	-0.0560697	-0.0606779	-0.0566201
16143	3.2286	-0.0599679	-0.0560566	-0.0606873	-0.0566113
16144	3.2288	-0.0599691	-0.0560437	-0.0606967	-0.0566027
16145	3.229	-0.0599703	-0.056031	-0.0607059	-0.0565943
16146	3.2292	-0.0599715	-0.0560186	-0.0607151	-0.0565861
16147	3.2294	-0.0599726	-0.0560063	-0.0607241	-0.0565781
16148	3.2296	-0.0599737	-0.0559943	-0.060733	-0.0565703
16149	3.2298	-0.0599747	-0.0559825	-0.0607418	-0.0565627
16150	3.23	-0.0599757	-0.0559709	-0.0607505	-0.0565554
16151	3.2302	-0.0599767	-0.0559595	-0.060759	-0.0565482
16152	3.2304	-0.0599776	-0.0559484	-0.0607675	-0.0565412
16153	3.2306	-0.0599785	-0.0559374	-0.0607758	-0.0565345
16154	3.2308	-0.0599793	-0.0559267	-0.060784	-0.0565279
16155	3.231	-0.0599801	-0.0559161	-0.0607921	-0.0565215
16156	3.2312	-0.0599809	-0.0559058	-0.0608001	-0.0565154
16157	3.2314	-0.0599816	-0.0558957	-0.060808	-0.0565094
16158	3.2316	-0.0599824	-0.0558858	-0.0608157	-0.0565036
16159	3.2318	-0.0599831	-0.0558761	-0.0608233	-0.056498
16160	3.232	-0.0599837	-0.0558667	-0.0608308	-0.0564926
16161	3.2322	-0.0599844	-0.0558574	-0.0608382	-0.0564873
16162	3.2324	-0.059985	-0.0558483	-0.0608454	-0.0564823
16163	3.2326	-0.0599856	-0.0558395	-0.0608525	-0.0564774
16164	3.2328	-0.0599861	-0.0558308	-0.0608595	-0.0564727
16165	3.233	-0.0599867	-0.0558224	-0.0608664	-0.0564682
16166	3.2332	-0.0599872	-0.0558141	-0.0608731	-0.0564639
16167	3.2334	-0.0599877	-0.0558061	-0.0608797	-0.0564598
16168	3.2336	-0.0599882	-0.0557982	-0.0608862	-0.0564558
16169	3.2338	-0.0599886	-0.0557906	-0.0608926	-0.056452
16170	3.234	-0.0599891	-0.0557831	-0.0608988	-0.0564483
16171	3.2342	-0.0599895	-0.0557759	-0.060905	-0.0564449
16172	3.2344	-0.0599899	-0.0557688	-0.060911	-0.0564415
16173	3.2346	-0.0599903	-0.055762	-0.0609168	-0.0564384
16174	3.2348	-0.0599907	-0.0557553	-0.0609226	-0.0564354
16175	3.235	-0.0599911	-0.0557488	-0.0609282	-0.0564326
16176	3.2352	-0.0599914	-0.0557425	-0.0609337	-0.0564299
16177	3.2354	-0.0599918	-0.0557364	-0.0609391	-0.0564274
16178	3.2356	-0.0599921	-0.0557305	-0.0609444	-0.0564251
16179	3.2358	-0.0599924	-0.0557247	-0.0609495	-0.0564229
16180	3.236	-0.0599927	-0.0557192	-0.0609545	-0.0564208
16181	3.2362	-0.059993	-0.0557138	-0.0609595	-0.0564189
16182	3.2364	-0.0599932	-0.0557086	-0.0609642	-0.0564171
16183	3.2366	-0.0599935	-0.0557035	-0.0609689	-0.0564155
16184	3.2368	-0.0599938	-0.0556987	-0.0609735	-0.056414
16185	3.237	-0.059994	-0.055694	-0.0609779	-0.0564127
16186	3.2372	-0.0599942	-0.0556895	-0.0609822	-0.0564115
16187	3.2374	-0.0599945	-0.0556851	-0.0609864	-0.0564104
16188	3.2376	-0.0599947	-0.0556809	-0.0609905	-0.0564095
16189	3.2378	-0.0599949	-0.0556769	-0.0609945	-0.0564087
16190	3.238	-0.0599951	-0.055673	-0.0609983	-0.056408
16191	3.2382	-0.0599953	-0.0556693	-0.0610021	-0.0564075
16192	3.2384	-0.0599955	-0.0556658	-0.0610057	-0.056407
16193	3.2386	-0.0599957	-0.0556624	-0.0610092	-0.0564067
16194	3.2388	-0.0599958	-0.0556592	-0.0610126	-0.0564066
16195	3.239	-0.059996	-0.0556561	-0.061016	-0.0564065
16196	3.2392	-0.0599961	-0.0556532	-0.0610192	-0.0564066
16197	3.2394	-0.0599963	-0.0556504	-0.0610223	-0.0564068
16198	3.2396	-0.0599964	-0.0556478	-0.0610252	-0.0564071
16199	3.2398	-0.0599966	-0.0556453	-0.0610281	-0.0564075
16200	3.24	-0.0599967	-0.055643	-0.0610309	-0.056408
16201	3.2402	-0.0599968	-0.0556408	-0.0610336	-0.0564086
16202	3.2404	-0.059997	-0.0556387	-0.0610362	-0.0564093
16203	3.2406	-0.0599971	-0.0556368	-0.0610386	-0.0564102
16204	3.2408	-0.0599972	-0.055635	-0.061041	-0.0564111
16205	3.241	-0.0599973	-0.0556334	-0.0610433	-0.0564122
16206	3.2412	-0.0599974	-0.0556319	-0.0610455	-0.0564133
16207	3.2414	-0.0599975	-0.0556305	-0.0610476	-0.0564145
16208	3.2416	-0.0599976	-0.0556292	-0.0610496	-0.0564159
16209	3.2418	-0.0599977	-0.0556281	-0.0610515	-0.0564173
16210	3.242	-0.0599978	-0.0556271	-0.0610533	-0.0564188
16211	3.2422	-0.0599979	-0.0556262	-0.061055	-0.0564204
16212	3.2424	-0.059998	-0.0556255	-0.0610566	-0.0564221
16213	3.2426	-0.059998	-0.0556248	-0.0610581	-0.0564239
16214	3.2428	-0.0599981	-0.0556243	-0.0610596	-0.0564258
16215	3.243	-0.0599982	-0.0556239	-0.0610609	-0.0564277
16216	3.2432	-0.0599983	-0.0556236	-0.0610622	-0.0564298
16217	3.2434	-0.0599983	-0.0556234	-0.0610634	-0.0564319
16218	3.2436	-0.0599984	-0.0556233	-0.0610645	-0.0564341
16219	3.2438	-0.0599985	-0.0556234	-0.0610655	-0.0564364
16220	3.244	-0.0599985	-0.0556235	-0.0610664	-0.0564387
16221	3.2442	-0.0599986	-0.0556238	-0.0610672	-0.0564411
16222	3.2444	-0.0599986	-0.0556241	-0.061068	-0.0564436
16223	3.2446	-0.0599987	-0.0556246	-0.0610687	-0.0564462
16224	3.2448	-0.0599987	-0.0556251	-0.0610693	-0.0564488
16225	3.245	-0.0599988	-0.0556258	-0.0610698	-0.0564515
16226	3.2452	-0.0599988	-0.0556265	-0.0610703	-0.0564543
16227	3.2454	-0.0599989	-0.0556274	-0.0610707	-0.0564571
16228	3.2456	-0.0599989	-0.0556283	-0.061071	-0.05646
16229	3.2458	-0.059999	-0.0556293	-0.0610712	-0.0564629
16230	3.246	-0.059999	-0.0556304	-0.0610714	-0.0564659
16231	3.2462	-0.059999	-0.0556317	-0.0610714	-0.056469
16232	3.2464	-0.0599991	-0.0556329	-0.0610715	-0.0564721
16233	3.2466	-0.0599991	-0.0556343	-0.0610714	-0.0564753
16234	3.2468	-0.0599992	-0.0556358	-0.0610713	-0.0564785
16235	3.247	-0.0599992	-0.0556373	-0.0610711	-0.0564818
16236	3.2472	-0.0599992	-0.055639	-0.0610708	-0.0564852
16237	3.2474	-0.0599992	-0.0556407	-0.0610705	-0.0564885
16238	3.2476	-0.0599993	-0.0556424	-0.0610701	-0.056492
16239	3.2478	-0.0599993	-0.0556443	-0.0610697	-0.0564955
16240	3.248	-0.0599993	-0.0556462	-0.0610692	-0.056499
16241	3.2482	-0.0599994	-0.0556482	-0.0610686	-0.0565025
16242	3.2484	-0.0599994	-0.0556503	-0.061068	-0.0565061
16243	3.2486	-0.0599994	-0.0556524	-0.0610673	-0.0565098
16244	3.2488	-0.0599994	-0.0556547	-0.0610665	-0.0565135
16245	3.249	-0.0599995	-0.0556569	-0.0610657	-0.0565172
16246	3.2492	-0.0599995	-0.0556593	-0.0610648	-0.056521
16247	3.2494	-0.0599995	-0.0556617	-0.0610639	-0.0565248
16248	3.2496	-0.0599995	-0.0556642	-0.0610629	-0.0565286
16249	3.2498	-0.0599995	-0.0556667	-0.0610619	-0.0565325
16250	3.25	-0.0599996	-0.0556693	-0.0610608	-0.0565364
16251	3.2502	-0.0599996	-0.0556719	-0.0610596	-0.0565403
16252	3.2504	-0.0599996	-0.0556747	-0.0610584	-0.0565443
16253	3.2506	-0.0599996	-0.0556774	-0.0610572	-0.0565483
16254	3.2508	-0.0599996	-0.0556802	-0.0610559	-0.0565523
16255	3.251	-0.0599996	-0.0556831	-0.0610546	-0.0565564
16256	3.2512	-0.0599996	-0.055686	-0.0610532	-0.0565604
16257	3.2514	-0.0599997	-0.055689	-0.0610517	-0.0565645
16258	3.2516	-0.0599997	-0.055692	-0.0610502	-0.0565686
16259	3.2518	-0.0599997	-0.0556951	-0.0610487	-0.0565728
16260	3.252	-0.0599997	-0.0556982	-0.0610471	-0.056577
16261	3.2522	-0.0599997	-0.0557014	-0.0610455	-0.0565812
16262	3.2524	-0.0599997	-0.0557046	-0.0610438	-0.0565854
16263	3.2526	-0.0599997	-0.0557079	-0.0610421	-0.0565896
16264	3.2528	-0.0599997	-0.0557112	-0.0610403	-0.0565938
16265	3.253	-0.0599998	-0.0557145	-0.0610385	-0.0565981
16266	3.2532	-0.0599998	-0.0557179	-0.0610367	-0.0566024
16267	3.2534	-0.0599998	-0.0557213	-0.0610348	-0.0566067
16268	3.2536	-0.0599998	-0.0557248	-0.0610329	-0.056611
16269	3.2538	-0.0599998	-0.0557283	-0.0610309	-0.0566153
16270	3.254	-0.0599998	-0.0557318	-0.0610289	-0.0566196
16271	3.2542	-0.0599998	-0.0557353	-0.0610269	-0.056624
16272	3.2544	-0.0599998	-0.0557389	-0.0610249	-0.0566283
16273	3.2546	-0.0599998	-0.0557426	-0.0610227	-0.0566327
16274	3.2548	-0.0599998	-0.0557462	-0.0610206	-0.0566371
16275	3.255	-0.0599998	-0.0557499	-0.0610184	-0.0566414
16276	3.2552	-0.0599998	-0.0557536	-0.0610162	-0.0566458
16277	3.2554	-0.0599998	-0.0557574	-0.061014	-0.0566502
16278	3.2556	-0.0599999	-0.0557612	-0.0610117	-0.0566546
16279	3.2558	-0.0599999	-0.055765	-0.0610094	-0.056659
16280	3.256	-0.0599999	-0.0557688	-0.0610071	-0.0566634
16281	3.2562	-0.0599999	-0.0557727	-0.0610047	-0.0566679
16282	3.2564	-0.0599999	-0.0557765	-0.0610023	-0.0566723
16283	3.2566	-0.0599999	-0.0557804	-0.0609999	-0.0566767
16284	3.2568	-0.0599999	-0.0557844	-0.0609974	-0.0566811
16285	3.257	-0.0599999	-0.0557883	-0.060995	-0.0566856
16286	3.2572	-0.0599999	-0.0557923	-0.0609925	-0.05669
16287	3.2574	-0.0599999	-0.0557962	-0.0609899	-0.0566944
16288	3.2576	-0.0599999	-0.0558002	-0.0609874	-0.0566988
16289	3.2578	-0.0599999	-0.0558043	-0.0609848	-0.0567033
16290	3.258	-0.0599999	-0.0558083	-0.0609822	-0.0567077
16291	3.2582	-0.0599999	-0.0558124	-0.0609795	-0.0567121
16292	3.2584	-0.0599999	-0.0558164	-0.0609769	-0.0567165
16293	3.2586	-0.0599999	-0.0558205	-0.0609742	-0.0567209
16294	3.2588	-0.0599999	-0.0558246	-0.0609715	-0.0567254
16295	3.259	-0.0599999	-0.0558287	-0.0609688	-0.0567298
16296	3.2592	-0.0599999	-0.0558328	-0.060966	-0.0567342
16297	3.2594	-0.0599999	-0.055837	-0.0609632	-0.0567386
16298	3.2596	-0.0599999	-0.0558411	-0.0609605	-0.056743
16299	3.2598	-0.0599999	-0.0558453	-0.0609576	-0.0567474
16300	3.26	-0.0599999	-0.0558494	-0.0609548	-0.0567517
16301	3.2602	-0.0599999	-0.0558536	-0.060952	-0.0567561
16302	3.2604	-0.0599999	-0.0558578	-0.0609491	-0.0567605
16303	3.2606	-0.0599999	-0.055862	-0.0609462	-0.0567648
16304	3.2608	-0.06	-0.0558662	-0.0609433	-0.0567692
16305	3.261	-0.06	-0.0558704	-0.0609404	-0.0567735
16306	3.2612	-0.06	-0.0558746	-0.0609375	-0.0567779
16307	3.2614	-0.06	-0.0558788	-0.0609345	-0.0567822
16308	3.2616	-0.06	-0.055883	-0.0609316	-0.0567865
16309	3.2618	-0.06	-0.0558872	-0.0609286	-0.0567908
16310	3.262	-0.06	-0.0558914	-0.0609256	-0.0567951
16311	3.2622	-0.06	-0.0558957	-0.0609226	-0.0567994
16312	3.2624	-0.06	-0.0558999	-0.0609196	-0.0568036
16313	3.2626	-0.06	-0.0559041	-0.0609165	-0.0568079
16314	3.2628	-0.06	-0.0559084	-0.0609135	-0.0568122
16315	3.263	-0.06	-0.0559126	-0.0609104	-0.0568164
16316	3.2632	-0.06	-0.0559168	-0.0609074	-0.0568206
16317	3.2634	-0.06	-0.055921	-0.0609043	-0.0568248
16318	3.2636	-0.06	-0.0559253	-0.0609012	-0.056829
16319	3.2638	-0.06	-0.0559295	-0.0608981	-0.0568332
16320	3.264	-0.06	-0.0559337	-0.060895	-0.0568374
16321	3.2642	-0.06	-0.055938	-0.0608918	-0.0568415
16322	3.2644	-0.06	-0.0559422	-0.0608887	-0.0568457
16323	3.2646	-0.06	-0.0559464	-0.0608856	-0.0568498
16324	3.2648	-0.06	-0.0559506	-0.0608824	-0.0568539
16325	3.265	-0.06	-0.0559548	-0.0608793	-0.056858
16326	3.2652	-0.06	-0.055959	-0.0608761	-0.0568621
16327	3.2654	-0.06	-0.0559632	-0.0608729	-0.0568662
16328	3.2656	-0.06	-0.0559674	-0.0608697	-0.0568703
16329	3.2658	-0.06	-0.0559716	-0.0608665	-0.0568743
16330	3.266	-0.06	-0.0559758	-0.0608633	-0.0568783
16331	3.2662	-0.06	-0.05598	-0.0608601	-0.0568824
16332	3.2664	-0.06	-0.0559842	-0.0608569	-0.0568864
16333	3.2666	-0.06	-0.0559884	-0.0608537	-0.0568903
16334	3.2668	-0.06	-0.0559925	-0.0608505	-0.0568943
16335	3.267	-0.06	-0.0559967	-0.0608473	-0.0568983
16336	3.2672	-0.06	-0.0560008	-0.0608441	-0.0569022
16337	3.2674	-0.06	-0.0560049	-0.0608408	-0.0569061
16338	3.2676	-0.06	-0.0560091	-0.0608376	-0.05691
16339	3.2678	-0.06	-0.0560132	-0.0608344	-0.0569139
16340	3.268	-0.06	-0.0560173	-0.0608311	-0.0569178
16341	3.2682	-0.06	-0.0560214	-0.0608279	-0.0569216
16342	3.2684	-0.06	-0.0560255	-0.0608246	-0.0569255
16343	3.2686	-0.06	-0.0560296	-0.0608214	-0.0569293
16344	3.2688	-0.06	-0.0560337	-0.0608181	-0.0569331
16345	3.269	-0.06	-0.0560377	-0.0608149	-0.0569369
16346	3.2692	-0.06	-0.0560418	-0.0608116	-0.0569406
16347	3.2694	-0.06	-0.0560458	-0.0608084	-0.0569444
16348	3.2696	-0.06	-0.0560498	-0.0608051	-0.0569481
16349	3.2698	-0.06	-0.0560539	-0.0608019	-0.0569519
16350	3.27	-0.06	-0.0560579	-0.0607986	-0.0569556
16351	3.2702	-0.06	-0.0560619	-0.0607954	-0.0569592
16352	3.2704	-0.06	-0.0560658	-0.0607921	-0.0569629
16353	3.2706	-0.06	-0.0560698	-0.0607888	-0.0569666
16354	3.2708	-0.06	-0.0560738	-0.0607856	-0.0569702
16355	3.271	-0.06	-0.0560777	-0.0607823	-0.0569738
16356	3.2712	-0.06	-0.0560817	-0.0607791	-0.0569774
16357	3.2714	-0.06	-0.0560856	-0.0607758	-0.056981
16358	3.2716	-0.06	-0.0560895	-0.0607726	-0.0569845
16359	3.2718	-0.06	-0.0560934	-0.0607693	-0.0569881
16360	3.272	-0.06	-0.0560973	-0.0607661	-0.0569916
16361	3.2722	-0.06	-0.0561011	-0.0607628	-0.0569951
16362	3.2724	-0.06	-0.056105	-0.0607596	-0.0569986
16363	3.2726	-0.06	-0.0561088	-0.0607563	-0.0570021
16364	3.2728	-0.06	-0.0561127	-0.0607531	-0.0570056
16365	3.273	-0.06	-0.0561165	-0.0607499	-0.057009
16366	3.2732	-0.06	-0.0561203	-0.0607466	-0.0570124
16367	3.2734	-0.06	-0.0561241	-0.0607434	-0.0570158
16368	3.2736	-0.06	-0.0561278	-0.0607402	-0.0570192
16369	3.2738	-0.06	-0.0561316	-0.060737	-0.0570226
16370	3.274	-0.06	-0.0561353	-0.0607337	-0.0570259
16371	3.2742	-0.06	-0.0561391	-0.0607305	-0.0570293
16372	3.2744	-0.06	-0.0561428	-0.0607273	-0.0570326
16373	3.2746	-0.06	-0.0561465	-0.0607241	-0.0570359
16374	3.2748	-0.06	-0.0561502	-0.0607209	-0.0570392
16375	3.275	-0.06	-0.0561539	-0.0607177	-0.0570425
16376	3.2752	-0.06	-0.0561575	-0.0607145	-0.0570457
16377	3.2754	-0.06	-0.0561612	-0.0607113	-0.057049
16378	3.2756	-0.06	-0.0561648	-0.0607081	-0.0570522
16379	3.2758	-0.06	-0.0561684	-0.060705	-0.0570554
16380	3.276	-0.06	-0.056172	-0.0607018	-0.0570586
16381	3.2762	-0.06	-0.0561756	-0.0606986	-0.0570617
16382	3.2764	-0.06	-0.0561791	-0.0606954	-0.0570649
16383	3.2766	-0.06	-0.0561827	-0.0606923	-0.057068
16384	3.2768	-0.06	-0.0561862	-0.0606891	-0.0570711
16385	3.277	-0.06	-0.0561898	-0.060686	-0.0570742
16386	3.2772	-0.06	-0.0561933	-0.0606828	-0.0570773
16387	3.2774	-0.06	-0.0561968	-0.0606797	-0.0570804
16388	3.2776	-0.06	-0.0562002	-0.0606766	-0.0570834
16389	3.2778	-0.06	-0.0562037	-0.0606735	-0.0570865
16390	3.278	-0.06	-0.0562071	-0.0606704	-0.0570895
16391	3.2782	-0.06	-0.0562106	-0.0606672	-0.0570925
16392	3.2784	-0.06	-0.056214	-0.0606641	-0.0570955
16393	3.2786	-0.06	-0.0562174	-0.060661	-0.0570984
16394	3.2788	-0.06	-0.0562208	-0.060658	-0.0571014
16395	3.279	-0.06	-0.0562241	-0.0606549	-0.0571043
16396	3.2792	-0.06	-0.0562275	-0.0606518	-0.0571073
16397	3.2794	-0.06	-0.0562308	-0.0606487	-0.0571102
16398	3.2796	-0.06	-0.0562342	-0.0606457	-0.0571131
16399	3.2798	-0.06	-0.0562375	-0.0606426	-0.0571159
16400	3.28	-0.06	-0.0562408	-0.0606396	-0.0571188
16401	3.2802	-0.06	-0.056244	-0.0606365	-0.0571216
16402	3.2804	-0.06	-0.0562473	-0.0606335	-0.0571245
16403	3.2806	-0.06	-0.0562506	-0.0606305	-0.0571273
16404	3.2808	-0.06	-0.0562538	-0.0606275	-0.0571301
16405	3.281	-0.06	-0.056257	-0.0606245	-0.0571329
16406	3.2812	-0.06	-0.0562602	-0.0606215	-0.0571356
16407	3.2814	-0.06	-0.0562634	-0.0606185	-0.0571384
16408	3.2816	-0.06	-0.0562666	-0.0606155	-0.0571411
16409	3.2818	-0.06	-0.0562697	-0.0606125	-0.0571439
16410	3.282	-0.06	-0.0562729	-0.0606095	-0.0571466
16411	3.2822	-0.06	-0.056276	-0.0606066	-0.0571493
16412	3.2824	-0.06	-0.0562791	-0.0606036	-0.0571519
16413	3.2826	-0.06	-0.0562822	-0.0606007	-0.0571546
16414	3.2828	-0.06	-0.0562853	-0.0605977	-0.0571573
16415	3.283	-0.06	-0.0562884	-0.0605948	-0.0571599
16416	3.2832	-0.06	-0.0562914	-0.0605919	-0.0571625
16417	3.2834	-0.06	-0.0562944	-0.060589	-0.0571651
16418	3.2836	-0.06	-0.0562975	-0.0605861	-0.0571677
16419	3.2838	-0.06	-0.0563005	-0.0605832	-0.0571703
16420	3.284	-0.06	-0.0563035	-0.0605803	-0.0571729
16421	3.2842	-0.06	-0.0563064	-0.0605774	-0.0571754
16422	3.2844	-0.06	-0.0563094	-0.0605746	-0.0571779
16423	3.2846	-0.06	-0.0563124	-0.0605717	-0.0571805
16424	3.2848	-0.06	-0.0563153	-0.0605688	-0.057183
16425	3.285	-0.06	-0.0563182	-0.060566	-0.0571855
16426	3.2852	-0.06	-0.0563211	-0.0605632	-0.057188
16427	3.2854	-0.06	-0.056324	-0.0605603	-0.0571904
16428	3.2856	-0.06	-0.0563269	-0.0605575	-0.0571929
16429	3.2858	-0.06	-0.0563298	-0.0605547	-0.0571953
16430	3.286	-0.06	-0.0563326	-0.0605519	-0.0571978
16431	3.2862	-0.06	-0.0563355	-0.0605491	-0.0572002
16432	3.2864	-0.06	-0.0563383	-0.0605463	-0.0572026
16433	3.2866	-0.06	-0.0563411	-0.0605436	-0.057205
16434	3.2868	-0.06	-0.0563439	-0.0605408	-0.0572074
16435	3.287	-0.06	-0.0563467	-0.060538	-0.0572097
16436	3.2872	-0.06	-0.0563494	-0.0605353	-0.0572121
16437	3.2874	-0.06	-0.0563522	-0.0605325	-0.0572144
16438	3.2876	-0.06	-0.0563549	-0.0605298	-0.0572168
16439	3.2878	-0.06	-0.0563576	-0.0605271	-0.0572191
16440	3.288	-0.06	-0.0563604	-0.0605244	-0.0572214
16441	3.2882	-0.06	-0.0563631	-0.0605217	-0.0572237
16442	3.2884	-0.06	-0.0563658	-0.060519	-0.057226
16443	3.2886	-0.06	-0.0563684	-0.0605163	-0.0572282
16444	3.2888	-0.06	-0.0563711	-0.0605136	-0.0572305
16445	3.289	-0.06	-0.0563737	-0.0605109	-0.0572327
16446	3.2892	-0.06	-0.0563764	-0.0605083	-0.057235
16447	3.2894	-0.06	-0.056379	-0.0605056	-0.0572372
16448	3.2896	-0.06	-0.0563816	-0.060503	-0.0572394
16449	3.2898	-0.06	-0.0563842	-0.0605003	-0.0572416
16450	3.29	-0.06	-0.0563868	-0.0604977	-0.0572438
16451	3.2902	-0.06	-0.0563893	-0.0604951	-0.057246
16452	3.2904	-0.06	-0.0563919	-0.0604925	-0.0572482
16453	3.2906	-0.06	-0.0563944	-0.0604899	-0.0572503
16454	3.2908	-0.06	-0.056397	-0.0604873	-0.0572525
16455	3.291	-0.06	-0.0563995	-0.0604847	-0.0572546
16456	3.2912	-0.06	-0.056402	-0.0604821	-0.0572567
16457	3.2914	-0.06	-0.0564045	-0.0604796	-0.0572588
16458	3.2916	-0.06	-0.056407	-0.060477	-0.0572609
16459	3.2918	-0.06	-0.0564095	-0.0604745	-0.057263
16460	3.292	-0.06	-0.0564119	-0.0604719	-0.0572651
16461	3.2922	-0.06	-0.0564144	-0.0604694	-0.0572672
16462	3.2924	-0.06	-0.0564168	-0.0604669	-0.0572692
16463	3.2926	-0.06	-0.0564192	-0.0604644	-0.0572713
16464	3.2928	-0.06	-0.0564216	-0.0604619	-0.0572733
16465	3.293	-0.06	-0.056424	-0.0604594	-0.0572753
16466	3.2932	-0.06	-0.0564264	-0.0604569	-0.0572773
16467	3.2934	-0.06	-0.0564288	-0.0604544	-0.0572794
16468	3.2936	-0.06	-0.0564312	-0.0604519	-0.0572814
16469	3.2938	-0.06	-0.0564335	-0.0604495	-0.0572833
16470	3.294	-0.06	-0.0564359	-0.060447	-0.0572853
16471	3.2942	-0.06	-0.0564382	-0.0604446	-0.0572873
16472	3.2944	-0.06	-0.0564405	-0.0604422	-0.0572892
16473	3.2946	-0.06	-0.0564428	-0.0604397	-0.0572912
16474	3.2948	-0.06	-0.0564451	-0.0604373	-0.0572931
16475	3.295	-0.06	-0.0564474	-0.0604349	-0.0572951
16476	3.2952	-0.06	-0.0564497	-0.0604325	-0.057297
16477	3.2954	-0.06	-0.0564519	-0.0604301	-0.0572989
16478	3.2956	-0.06	-0.0564542	-0.0604277	-0.0573008
16479	3.2958	-0.06	-0.0564564	-0.0604253	-0.0573027
16480	3.296	-0.06	-0.0564587	-0.060423	-0.0573046
16481	3.2962	-0.06	-0.0564609	-0.0604206	-0.0573064
16482	3.2964	-0.06	-0.0564631	-0.0604183	-0.0573083
16483	3.2966	-0.06	-0.0564653	-0.0604159	-0.0573102
16484	3.2968	-0.06	-0.0564675	-0.0604136	-0.057312
16485	3.297	-0.06	-0.0564697	-0.0604113	-0.0573138
16486	3.2972	-0.06	-0.0564719	-0.0604089	-0.0573157
16487	3.2974	-0.06	-0.056474	-0.0604066	-0.0573175
16488	3.2976	-0.06	-0.0564762	-0.0604043	-0.0573193
16489	3.2978	-0.06	-0.0564783	-0.060402	-0.0573211
16490	3.298	-0.06	-0.0564804	-0.0603997	-0.0573229
16491	3.2982	-0.06	-0.0564825	-0.0603975	-0.0573247
16492	3.2984	-0.06	-0.0564847	-0.0603952	-0.0573265
16493	3.2986	-0.06	-0.0564868	-0.0603929	-0.0573282
16494	3.2988	-0.06	-0.0564889	-0.0603907	-0.05733
16495	3.299	-0.06	-0.0564909	-0.0603884	-0.0573318
16496	3.2992	-0.06	-0.056493	-0.0603862	-0.0573335
16497	3.2994	-0.06	-0.0564951	-0.0603839	-0.0573352
16498	3.2996	-0.06	-0.0564971	-0.0603817	-0.057337
16499	3.2998	-0.06	-0.0564992	-0.0603795	-0.0573387
16500	3.3	-0.06	-0.0565012	-0.0603773	-0.0573404
16501	3.3002	-0.06	-0.0565032	-0.0603751	-0.0573421
16502	3.3004	-0.06	-0.0565052	-0.0603729	-0.0573438
16503	3.3006	-0.06	-0.0565072	-0.0603707	-0.0573455
16504	3.3008	-0.06	-0.0565092	-0.0603685	-0.0573472
16505	3.301	-0.06	-0.0565112	-0.0603664	-0.0573489
16506	3.3012	-0.06	-0.0565132	-0.0603642	-0.0573505
16507	3.3014	-0.06	-0.0565152	-0.060362	-0.0573522
16508	3.3016	-0.06	-0.0565171	-0.0603599	-0.0573538
16509	3.3018	-0.06	-0.0565191	-0.0603578	-0.0573555
16510	3.302	-0.06	-0.056521	-0.0603556	-0.0573571
16511	3.3022	-0.06	-0.056523	-0.0603535	-0.0573587
16512	3.3024	-0.06	-0.0565249	-0.0603514	-0.0573604
16513	3.3026	-0.06	-0.0565268	-0.0603493	-0.057362
16514	3.3028	-0.06	-0.0565287	-0.0603472	-0.0573636
16515	3.303	-0.06	-0.0565306	-0.0603451	-0.0573652
16516	3.3032	-0.06	-0.0565325	-0.060343	-0.0573668
16517	3.3034	-0.06	-0.0565344	-0.0603409	-0.0573684
16518	3.3036	-0.06	-0.0565363	-0.0603388	-0.05737
16519	3.3038	-0.06	-0.0565381	-0.0603368	-0.0573715
16520	3.304	-0.06	-0.05654	-0.0603347	-0.0573731
16521	3.3042	-0.06	-0.0565418	-0.0603326	-0.0573746
16522	3.3044	-0.06	-0.0565437	-0.0603306	-0.0573762
16523	3.3046	-0.06	-0.0565455	-0.0603286	-0.0573777
16524	3.3048	-0.06	-0.0565473	-0.0603265	-0.0573793
16525	3.305	-0.06	-0.0565492	-0.0603245	-0.0573808
16526	3.3052	-0.06	-0.056551	-0.0603225	-0.0573823
16527	3.3054	-0.06	-0.0565528	-0.0603205	-0.0573839
16528	3.3056	-0.06	-0.0565546	-0.0603185	-0.0573854
16529	3.3058	-0.06	-0.0565564	-0.0603165	-0.0573869
16530	3.306	-0.06	-0.0565581	-0.0603145	-0.0573884
16531	3.3062	-0.06	-0.0565599	-0.0603125	-0.0573899
16532	3.3064	-0.06	-0.0565617	-0.0603105	-0.0573914
16533	3.3066	-0.06	-0.0565634	-0.0603085	-0.0573928
