TimeSlice	Time	R Knee flx Ia	R Knee ext Ia	R Knee ext Ia IN	R Knee flx Ia IN	R Knee ext Ib	R Knee flx Ib	R Knee MN flx	R Knee MN ext	R Knee MN flx RE	L Knee MN ext RE
6018	1.2036	-0.0625157	-0.0598137	-0.0599988	-0.0599973	-0.0589489	-0.06	-0.0917189	-0.05678	-0.0464176	-0.0451544
6019	1.2038	-0.0625127	-0.0598157	-0.0599988	-0.0599973	-0.0589504	-0.06	-0.0916655	-0.0567981	-0.0464164	-0.045155
6020	1.204	-0.0625096	-0.0598177	-0.0599988	-0.0599973	-0.058952	-0.06	-0.0916111	-0.0568166	-0.0464152	-0.0451557
6021	1.2042	-0.0625064	-0.0598198	-0.0599988	-0.0599973	-0.0589537	-0.06	-0.0915557	-0.0568356	-0.0464139	-0.0451564
6022	1.2044	-0.0625032	-0.0598219	-0.0599988	-0.0599973	-0.0589552	-0.06	-0.0914992	-0.056855	-0.0464126	-0.0451571
6023	1.2046	-0.0625	-0.0598241	-0.0599988	-0.0599973	-0.0589567	-0.06	-0.0914419	-0.056875	-0.0464112	-0.0451579
6024	1.2048	-0.0624967	-0.0598264	-0.0599988	-0.0599973	-0.0589582	-0.06	-0.0913836	-0.0568955	-0.0464097	-0.0451587
6025	1.205	-0.0624934	-0.0598287	-0.0599988	-0.0599973	-0.0589599	-0.06	-0.0913243	-0.0569164	-0.0464083	-0.0451594
6026	1.2052	-0.0624899	-0.059831	-0.0599988	-0.0599973	-0.0589615	-0.06	-0.0912642	-0.0569379	-0.0464067	-0.0451602
6027	1.2054	-0.0624865	-0.0598334	-0.0599988	-0.0599973	-0.0589631	-0.06	-0.0912033	-0.05696	-0.0464052	-0.0451611
6028	1.2056	-0.062483	-0.0598359	-0.0599988	-0.0599973	-0.0589646	-0.06	-0.0911414	-0.0569826	-0.0464035	-0.0451619
6029	1.2058	-0.0624794	-0.0598384	-0.0599988	-0.0599974	-0.0589661	-0.06	-0.0910788	-0.0570057	-0.0464019	-0.0451628
6030	1.206	-0.0624758	-0.059841	-0.0599988	-0.0599974	-0.0589678	-0.06	-0.0910153	-0.0570294	-0.0464001	-0.0451637
6031	1.2062	-0.0624722	-0.0598436	-0.0599988	-0.0599974	-0.0589695	-0.06	-0.0909509	-0.0570537	-0.0463984	-0.0451646
6032	1.2064	-0.0624685	-0.0598463	-0.0599988	-0.0599974	-0.0589711	-0.06	-0.0908857	-0.0570786	-0.0463966	-0.0451656
6033	1.2066	-0.0624648	-0.0598491	-0.0599988	-0.0599974	-0.0589726	-0.06	-0.0908197	-0.057104	-0.0463947	-0.0451666
6034	1.2068	-0.062461	-0.0598519	-0.0599988	-0.0599974	-0.0589741	-0.06	-0.0907529	-0.0571301	-0.0463928	-0.0451676
6035	1.207	-0.0624571	-0.0598548	-0.0599988	-0.0599974	-0.0589759	-0.06	-0.0906853	-0.0571567	-0.0463908	-0.0451686
6036	1.2072	-0.0624533	-0.0598578	-0.0599988	-0.0599974	-0.0589776	-0.06	-0.0906169	-0.057184	-0.0463888	-0.0451697
6037	1.2074	-0.0624493	-0.0598608	-0.0599988	-0.0599974	-0.0589793	-0.06	-0.0905476	-0.0572118	-0.0463867	-0.0451708
6038	1.2076	-0.0624453	-0.0598639	-0.0599988	-0.0599974	-0.0589809	-0.06	-0.0904775	-0.0572403	-0.0463846	-0.045172
6039	1.2078	-0.0624413	-0.0598671	-0.0599988	-0.0599974	-0.0589824	-0.06	-0.0904066	-0.0572694	-0.0463825	-0.0451731
6040	1.208	-0.0624372	-0.0598703	-0.0599988	-0.0599974	-0.0589843	-0.06	-0.0903348	-0.0572991	-0.0463802	-0.0451743
6041	1.2082	-0.0624331	-0.0598736	-0.0599988	-0.0599974	-0.0589861	-0.06	-0.0902622	-0.0573295	-0.046378	-0.0451755
6042	1.2084	-0.0624289	-0.059877	-0.0599988	-0.0599974	-0.0589878	-0.06	-0.0901888	-0.0573604	-0.0463757	-0.0451768
6043	1.2086	-0.0624247	-0.0598804	-0.0599988	-0.0599974	-0.0589894	-0.06	-0.0901145	-0.0573921	-0.0463733	-0.0451781
6044	1.2088	-0.0624204	-0.0598839	-0.0599988	-0.0599974	-0.058991	-0.06	-0.0900393	-0.0574244	-0.0463709	-0.0451795
6045	1.209	-0.0624161	-0.0598875	-0.0599988	-0.0599974	-0.058993	-0.06	-0.0899633	-0.0574573	-0.0463684	-0.0451808
6046	1.2092	-0.0624117	-0.0598911	-0.0599988	-0.0599974	-0.0589948	-0.06	-0.0898864	-0.0574909	-0.0463659	-0.0451822
6047	1.2094	-0.0624072	-0.0598949	-0.0599988	-0.0599974	-0.0589966	-0.06	-0.0898085	-0.0575251	-0.0463633	-0.0451837
6048	1.2096	-0.0624027	-0.0598986	-0.0599988	-0.0599974	-0.0589984	-0.06	-0.0897298	-0.05756	-0.0463607	-0.0451852
6049	1.2098	-0.0623982	-0.0599025	-0.0599988	-0.0599974	-0.059	-0.06	-0.0896501	-0.0575956	-0.046358	-0.0451867
6050	1.21	-0.0623936	-0.0599064	-0.0599988	-0.0599974	-0.0590021	-0.06	-0.0895695	-0.0576318	-0.0463552	-0.0451883
6051	1.2102	-0.0623889	-0.0599104	-0.0599988	-0.0599974	-0.059004	-0.06	-0.089488	-0.0576687	-0.0463524	-0.0451899
6052	1.2104	-0.0623842	-0.0599145	-0.0599988	-0.0599974	-0.0590059	-0.06	-0.0894055	-0.0577063	-0.0463496	-0.0451915
6053	1.2106	-0.0623794	-0.0599187	-0.0599988	-0.0599974	-0.0590077	-0.06	-0.089322	-0.0577446	-0.0463467	-0.0451932
6054	1.2108	-0.0623745	-0.0599229	-0.0599988	-0.0599974	-0.0590095	-0.06	-0.0892375	-0.0577835	-0.0463437	-0.0451949
6055	1.211	-0.0623696	-0.0599272	-0.0599988	-0.0599974	-0.0590117	-0.06	-0.089152	-0.0578232	-0.0463407	-0.0451967
6056	1.2112	-0.0623646	-0.0599315	-0.0599988	-0.0599974	-0.0590138	-0.06	-0.0890655	-0.0578635	-0.0463376	-0.0451985
6057	1.2114	-0.0623596	-0.059936	-0.0599988	-0.0599974	-0.0590158	-0.06	-0.088978	-0.0579046	-0.0463345	-0.0452003
6058	1.2116	-0.0623545	-0.0599405	-0.0599988	-0.0599974	-0.0590177	-0.06	-0.0888894	-0.0579463	-0.0463313	-0.0452022
6059	1.2118	-0.0623493	-0.0599451	-0.0599988	-0.0599974	-0.0590195	-0.06	-0.0887997	-0.0579888	-0.0463281	-0.0452042
6060	1.212	-0.0623441	-0.0599498	-0.0599988	-0.0599974	-0.0590219	-0.06	-0.088709	-0.0580319	-0.0463248	-0.0452061
6061	1.2122	-0.0623388	-0.0599545	-0.0599988	-0.0599974	-0.0590241	-0.06	-0.0886171	-0.0580758	-0.0463214	-0.0452082
6062	1.2124	-0.0623334	-0.0599593	-0.0599988	-0.0599974	-0.0590262	-0.06	-0.0885241	-0.0581205	-0.046318	-0.0452102
6063	1.2126	-0.0623279	-0.0599642	-0.0599988	-0.0599974	-0.0590283	-0.06	-0.08843	-0.0581658	-0.0463145	-0.0452123
6064	1.2128	-0.0623224	-0.0599692	-0.0599988	-0.0599974	-0.0590302	-0.06	-0.0883348	-0.0582119	-0.046311	-0.0452145
6065	1.213	-0.0623168	-0.0599742	-0.0599988	-0.0599974	-0.0590327	-0.06	-0.0882384	-0.0582587	-0.0463074	-0.0452167
6066	1.2132	-0.0623111	-0.0599793	-0.0599988	-0.0599974	-0.0590351	-0.06	-0.0881408	-0.0583063	-0.0463037	-0.045219
6067	1.2134	-0.0623054	-0.0599845	-0.0599988	-0.0599974	-0.0590374	-0.06	-0.088042	-0.0583547	-0.0463	-0.0452213
6068	1.2136	-0.0622996	-0.0599898	-0.0599988	-0.0599974	-0.0590396	-0.06	-0.087942	-0.0584038	-0.0462962	-0.0452236
6069	1.2138	-0.0622937	-0.0599951	-0.0599988	-0.0599974	-0.0590417	-0.06	-0.0878408	-0.0584536	-0.0462924	-0.045226
6070	1.214	-0.0622877	-0.0600006	-0.0599988	-0.0599974	-0.0590443	-0.06	-0.0877384	-0.0585043	-0.0462885	-0.0452285
6071	1.2142	-0.0622817	-0.0600061	-0.0599988	-0.0599974	-0.0590469	-0.06	-0.0876347	-0.0585557	-0.0462845	-0.045231
6072	1.2144	-0.0622756	-0.0600116	-0.0599988	-0.0599974	-0.0590493	-0.06	-0.08753	-0.0586079	-0.0462804	-0.0452335
6073	1.2146	-0.0622694	-0.0600173	-0.0599988	-0.0599974	-0.0590516	-0.06	-0.0874243	-0.0586609	-0.0462763	-0.0452361
6074	1.2148	-0.0622633	-0.060023	-0.0599988	-0.0599974	-0.0590539	-0.06	-0.0873176	-0.0587147	-0.0462722	-0.0452388
6075	1.215	-0.062257	-0.0600288	-0.0599988	-0.0599974	-0.0590567	-0.06	-0.0872098	-0.0587693	-0.0462679	-0.0452415
6076	1.2152	-0.0622508	-0.0600347	-0.0599988	-0.0599974	-0.0590594	-0.06	-0.0871009	-0.0588248	-0.0462636	-0.0452443
6077	1.2154	-0.0622444	-0.0600407	-0.0599988	-0.0599974	-0.0590621	-0.06	-0.0869909	-0.0588811	-0.0462592	-0.0452471
6078	1.2156	-0.062238	-0.0600468	-0.0599988	-0.0599974	-0.0590646	-0.06	-0.0868797	-0.0589382	-0.0462548	-0.04525
6079	1.2158	-0.0622316	-0.0600529	-0.0599988	-0.0599974	-0.059067	-0.06	-0.0867675	-0.0589962	-0.0462503	-0.0452529
6080	1.216	-0.0622251	-0.0600591	-0.0599988	-0.0599974	-0.05907	-0.06	-0.086654	-0.059055	-0.0462457	-0.0452559
6081	1.2162	-0.0622185	-0.0600654	-0.0599988	-0.0599974	-0.0590729	-0.06	-0.0865395	-0.0591146	-0.0462411	-0.0452589
6082	1.2164	-0.0622119	-0.0600718	-0.0599988	-0.0599974	-0.0590757	-0.06	-0.0864237	-0.0591752	-0.0462364	-0.045262
6083	1.2166	-0.0622052	-0.0600783	-0.0599988	-0.0599974	-0.0590784	-0.06	-0.0863067	-0.0592367	-0.0462316	-0.0452651
6084	1.2168	-0.0621985	-0.0600848	-0.0599988	-0.0599974	-0.059081	-0.06	-0.0861885	-0.059299	-0.0462268	-0.0452683
6085	1.217	-0.0621916	-0.0600915	-0.0599988	-0.0599974	-0.0590842	-0.06	-0.0860691	-0.0593622	-0.0462219	-0.0452716
6086	1.2172	-0.0621847	-0.0600982	-0.0599988	-0.0599974	-0.0590873	-0.06	-0.0859484	-0.0594264	-0.0462169	-0.0452749
6087	1.2174	-0.0621778	-0.060105	-0.0599988	-0.0599974	-0.0590903	-0.06	-0.0858264	-0.0594915	-0.0462118	-0.0452783
6088	1.2176	-0.0621707	-0.0601119	-0.0599988	-0.0599974	-0.0590931	-0.06	-0.0857032	-0.0595575	-0.0462067	-0.0452817
6089	1.2178	-0.0621636	-0.0601189	-0.0599988	-0.0599974	-0.0590959	-0.06	-0.0855787	-0.0596245	-0.0462015	-0.0452852
6090	1.218	-0.0621564	-0.060126	-0.0599988	-0.0599974	-0.0590993	-0.06	-0.085453	-0.0596924	-0.0461962	-0.0452888
6091	1.2182	-0.0621491	-0.0601331	-0.0599988	-0.0599974	-0.0591026	-0.06	-0.0853259	-0.0597613	-0.0461909	-0.0452924
6092	1.2184	-0.0621418	-0.0601404	-0.0599988	-0.0599974	-0.0591058	-0.06	-0.0851975	-0.0598312	-0.0461855	-0.0452961
6093	1.2186	-0.0621343	-0.0601477	-0.0599988	-0.0599974	-0.0591088	-0.06	-0.0850677	-0.0599021	-0.04618	-0.0452998
6094	1.2188	-0.0621268	-0.0601551	-0.0599988	-0.0599974	-0.0591118	-0.06	-0.0849367	-0.059974	-0.0461744	-0.0453036
6095	1.219	-0.0621192	-0.0601626	-0.0599988	-0.0599974	-0.0591154	-0.06	-0.0848043	-0.060047	-0.0461688	-0.0453075
6096	1.2192	-0.0621115	-0.0601702	-0.0599988	-0.0599974	-0.0591189	-0.06	-0.0846705	-0.0601209	-0.046163	-0.0453114
6097	1.2194	-0.0621037	-0.0601779	-0.0599988	-0.0599974	-0.0591223	-0.06	-0.0845354	-0.060196	-0.0461573	-0.0453154
6098	1.2196	-0.0620958	-0.0601857	-0.0599988	-0.0599974	-0.0591255	-0.06	-0.0843989	-0.0602721	-0.0461514	-0.0453195
6099	1.2198	-0.0620878	-0.0601936	-0.0599988	-0.0599974	-0.0591286	-0.06	-0.084261	-0.0603492	-0.0461455	-0.0453236
6100	1.22	-0.0620798	-0.0602016	-0.0599988	-0.0599974	-0.0591325	-0.06	-0.0841217	-0.0604275	-0.0461394	-0.0453278
6101	1.2202	-0.0620716	-0.0602097	-0.0599988	-0.0599974	-0.0591362	-0.06	-0.0839811	-0.0605068	-0.0461333	-0.0453321
6102	1.2204	-0.0620634	-0.0602179	-0.0599988	-0.0599974	-0.0591398	-0.06	-0.083839	-0.0605874	-0.0461272	-0.0453364
6103	1.2206	-0.062055	-0.0602261	-0.0599988	-0.0599974	-0.0591432	-0.06	-0.0836955	-0.060669	-0.0461209	-0.0453408
6104	1.2208	-0.0620466	-0.0602345	-0.0599988	-0.0599974	-0.0591465	-0.06	-0.0835507	-0.0607518	-0.0461146	-0.0453453
6105	1.221	-0.062038	-0.060243	-0.0599988	-0.0599974	-0.0591506	-0.06	-0.0834043	-0.0608357	-0.0461082	-0.0453498
6106	1.2212	-0.0620293	-0.0602516	-0.0599988	-0.0599974	-0.0591545	-0.06	-0.0832566	-0.0609209	-0.0461017	-0.0453544
6107	1.2214	-0.0620206	-0.0602602	-0.0599988	-0.0599974	-0.0591582	-0.06	-0.0831075	-0.0610072	-0.0460951	-0.0453591
6108	1.2216	-0.0620117	-0.060269	-0.0599988	-0.0599974	-0.0591618	-0.06	-0.0829569	-0.0610948	-0.0460884	-0.0453638
6109	1.2218	-0.0620027	-0.0602779	-0.0599988	-0.0599974	-0.0591653	-0.06	-0.0828048	-0.0611836	-0.0460817	-0.0453686
6110	1.222	-0.0619937	-0.0602868	-0.0599988	-0.0599974	-0.0591696	-0.06	-0.0826514	-0.0612736	-0.0460749	-0.0453735
6111	1.2222	-0.0619845	-0.0602959	-0.0599988	-0.0599974	-0.0591737	-0.06	-0.0824964	-0.0613649	-0.046068	-0.0453785
6112	1.2224	-0.0619752	-0.0603051	-0.0599988	-0.0599974	-0.0591776	-0.06	-0.0823401	-0.0614574	-0.046061	-0.0453835
6113	1.2226	-0.0619658	-0.0603144	-0.0599988	-0.0599975	-0.0591814	-0.06	-0.0821822	-0.061551	-0.046054	-0.0453887
6114	1.2228	-0.0619563	-0.0603237	-0.0599988	-0.0599975	-0.059185	-0.06	-0.0820229	-0.0616459	-0.0460468	-0.0453939
6115	1.223	-0.0619466	-0.0603332	-0.0599988	-0.0599975	-0.0591895	-0.06	-0.0818622	-0.0617419	-0.0460396	-0.0453991
6116	1.2232	-0.0619369	-0.0603428	-0.0599988	-0.0599975	-0.0591938	-0.06	-0.0817	-0.0618391	-0.0460323	-0.0454045
6117	1.2234	-0.061927	-0.0603524	-0.0599988	-0.0599975	-0.0591979	-0.06	-0.0815363	-0.0619374	-0.0460249	-0.0454099
6118	1.2236	-0.0619171	-0.0603622	-0.0599988	-0.0599975	-0.0592019	-0.06	-0.0813712	-0.062037	-0.0460174	-0.0454154
6119	1.2238	-0.061907	-0.060372	-0.0599988	-0.0599975	-0.0592057	-0.06	-0.0812046	-0.0621377	-0.0460098	-0.045421
6120	1.224	-0.0618967	-0.0603819	-0.0599988	-0.0599975	-0.0592103	-0.06	-0.0810366	-0.0622396	-0.0460022	-0.0454266
6121	1.2242	-0.0618864	-0.0603919	-0.0599988	-0.0599975	-0.0592148	-0.06	-0.0808671	-0.0623428	-0.0459944	-0.0454324
6122	1.2244	-0.061876	-0.060402	-0.0599988	-0.0599975	-0.059219	-0.06	-0.0806962	-0.0624471	-0.0459866	-0.0454382
6123	1.2246	-0.0618654	-0.0604122	-0.0599988	-0.0599975	-0.0592232	-0.06	-0.0805238	-0.0625527	-0.0459787	-0.0454441
6124	1.2248	-0.0618547	-0.0604225	-0.0599988	-0.0599975	-0.0592271	-0.06	-0.08035	-0.0626595	-0.0459707	-0.0454501
6125	1.225	-0.0618439	-0.0604329	-0.0599988	-0.0599975	-0.0592319	-0.06	-0.0801748	-0.0627676	-0.0459626	-0.0454561
6126	1.2252	-0.0618329	-0.0604434	-0.0599988	-0.0599975	-0.0592365	-0.06	-0.0799983	-0.0628769	-0.0459544	-0.0454623
6127	1.2254	-0.0618218	-0.060454	-0.0599988	-0.0599975	-0.059241	-0.06	-0.0798203	-0.0629875	-0.0459462	-0.0454685
6128	1.2256	-0.0618106	-0.0604646	-0.0599988	-0.0599975	-0.0592452	-0.06	-0.0796409	-0.0630995	-0.0459378	-0.0454748
6129	1.2258	-0.0617993	-0.0604754	-0.0599988	-0.0599975	-0.0592493	-0.06	-0.0794602	-0.0632127	-0.0459294	-0.0454812
6130	1.226	-0.0617879	-0.0604862	-0.0599988	-0.0599975	-0.0592543	-0.06	-0.0792781	-0.0633273	-0.0459209	-0.0454877
6131	1.2262	-0.0617763	-0.0604972	-0.0599988	-0.0599975	-0.0592591	-0.06	-0.0790947	-0.0634433	-0.0459122	-0.0454943
6132	1.2264	-0.0617646	-0.0605082	-0.0599988	-0.0599975	-0.0592636	-0.06	-0.0789099	-0.0635606	-0.0459035	-0.0455009
6133	1.2266	-0.0617528	-0.0605194	-0.0599988	-0.0599975	-0.059268	-0.06	-0.0787239	-0.0636794	-0.0458947	-0.0455077
6134	1.2268	-0.0617409	-0.0605306	-0.0599988	-0.0599975	-0.0592723	-0.06	-0.0785366	-0.0637996	-0.0458859	-0.0455145
6135	1.227	-0.0617288	-0.060542	-0.0599988	-0.0599975	-0.0592773	-0.06	-0.078348	-0.0639212	-0.0458769	-0.0455214
6136	1.2272	-0.0617166	-0.0605534	-0.0599988	-0.0599975	-0.0592822	-0.06	-0.0781582	-0.0640443	-0.0458678	-0.0455284
6137	1.2274	-0.0617043	-0.060565	-0.0599988	-0.0599975	-0.0592869	-0.06	-0.0779671	-0.064169	-0.0458587	-0.0455355
6138	1.2276	-0.0616918	-0.0605766	-0.0599988	-0.0599975	-0.0592914	-0.06	-0.0777748	-0.0642952	-0.0458495	-0.0455427
6139	1.2278	-0.0616793	-0.0605884	-0.0599988	-0.0599975	-0.0592958	-0.06	-0.0775814	-0.0644229	-0.0458401	-0.04555
6140	1.228	-0.0616665	-0.0606003	-0.0599988	-0.0599975	-0.0593009	-0.06	-0.0773868	-0.0645522	-0.0458307	-0.0455574
6141	1.2282	-0.0616537	-0.0606122	-0.0599988	-0.0599975	-0.0593059	-0.06	-0.077191	-0.0646831	-0.0458212	-0.0455648
6142	1.2284	-0.0616408	-0.0606243	-0.0599988	-0.0599975	-0.0593107	-0.06	-0.0769941	-0.0648156	-0.0458117	-0.0455724
6143	1.2286	-0.0616277	-0.0606365	-0.0599988	-0.0599975	-0.0593153	-0.06	-0.0767961	-0.0649498	-0.045802	-0.0455801
6144	1.2288	-0.0616145	-0.0606488	-0.0599988	-0.0599975	-0.0593197	-0.06	-0.0765969	-0.0650857	-0.0457922	-0.0455878
6145	1.229	-0.0616011	-0.0606612	-0.0599988	-0.0599975	-0.0593249	-0.06	-0.0763968	-0.0652233	-0.0457824	-0.0455956
6146	1.2292	-0.0615877	-0.0606737	-0.0599988	-0.0599975	-0.05933	-0.06	-0.0761956	-0.0653627	-0.0457724	-0.0456036
6147	1.2294	-0.0615741	-0.0606863	-0.0599988	-0.0599975	-0.0593348	-0.06	-0.0759933	-0.0655038	-0.0457624	-0.0456116
6148	1.2296	-0.0615603	-0.0606991	-0.0599988	-0.0599975	-0.0593395	-0.06	-0.07579	-0.0656467	-0.0457523	-0.0456198
6149	1.2298	-0.0615465	-0.060712	-0.0599988	-0.0599975	-0.0593439	-0.06	-0.0755858	-0.0657915	-0.0457421	-0.045628
6150	1.23	-0.0615325	-0.0607249	-0.0599988	-0.0599975	-0.0593492	-0.06	-0.0753806	-0.0659381	-0.0457318	-0.0456363
6151	1.2302	-0.0615184	-0.060738	-0.0599988	-0.0599975	-0.0593543	-0.06	-0.0751744	-0.0660866	-0.0457215	-0.0456448
6152	1.2304	-0.0615042	-0.0607513	-0.0599988	-0.0599975	-0.0593592	-0.06	-0.0749673	-0.066237	-0.045711	-0.0456533
6153	1.2306	-0.0614898	-0.0607646	-0.0599988	-0.0599975	-0.0593639	-0.06	-0.0747593	-0.0663893	-0.0457005	-0.0456619
6154	1.2308	-0.0614753	-0.0607781	-0.0599988	-0.0599975	-0.0593684	-0.06	-0.0745504	-0.0665437	-0.0456898	-0.0456707
6155	1.231	-0.0614607	-0.0607916	-0.0599988	-0.0599975	-0.0593736	-0.06	-0.0743407	-0.0667	-0.0456791	-0.0456795
6156	1.2312	-0.061446	-0.0608053	-0.0599988	-0.0599975	-0.0593787	-0.06	-0.0741301	-0.0668583	-0.0456683	-0.0456885
6157	1.2314	-0.0614311	-0.0608192	-0.0599988	-0.0599975	-0.0593836	-0.06	-0.0739186	-0.0670187	-0.0456575	-0.0456975
6158	1.2316	-0.0614161	-0.0608331	-0.0599988	-0.0599975	-0.0593882	-0.06	-0.0737063	-0.0671813	-0.0456465	-0.0457067
6159	1.2318	-0.0614009	-0.0608472	-0.0599988	-0.0599975	-0.0593927	-0.06	-0.0734932	-0.0673459	-0.0456354	-0.0457159
6160	1.232	-0.0613857	-0.0608614	-0.0599988	-0.0599975	-0.0593979	-0.06	-0.0732794	-0.0675127	-0.0456243	-0.0457253
6161	1.2322	-0.0613703	-0.0608758	-0.0599988	-0.0599975	-0.0594029	-0.06	-0.0730647	-0.0676816	-0.0456131	-0.0457348
6162	1.2324	-0.0613547	-0.0608902	-0.0599988	-0.0599975	-0.0594077	-0.06	-0.0728493	-0.0678529	-0.0456018	-0.0457444
6163	1.2326	-0.0613391	-0.0609048	-0.0599988	-0.0599975	-0.0594123	-0.06	-0.0726332	-0.0680263	-0.0455904	-0.0457541
6164	1.2328	-0.0613233	-0.0609195	-0.0599988	-0.0599975	-0.0594167	-0.06	-0.0724163	-0.068202	-0.0455789	-0.0457639
6165	1.233	-0.0613074	-0.0609344	-0.0599988	-0.0599975	-0.0594217	-0.06	-0.0721987	-0.06838	-0.0455674	-0.0457739
6166	1.2332	-0.0612913	-0.0609494	-0.0599988	-0.0599975	-0.0594265	-0.06	-0.0719805	-0.0685604	-0.0455558	-0.0457839
6167	1.2334	-0.0612751	-0.0609645	-0.0599988	-0.0599975	-0.0594312	-0.06	-0.0717615	-0.0687432	-0.0455441	-0.0457941
6168	1.2336	-0.0612588	-0.0609798	-0.0599988	-0.0599975	-0.0594356	-0.06	-0.0715419	-0.0689284	-0.0455323	-0.0458044
6169	1.2338	-0.0612423	-0.0609952	-0.0599988	-0.0599975	-0.0594399	-0.06	-0.0713216	-0.069116	-0.0455204	-0.0458148
6170	1.234	-0.0612257	-0.0610107	-0.0599988	-0.0599975	-0.0594447	-0.06	-0.0711007	-0.069306	-0.0455085	-0.0458253
6171	1.2342	-0.061209	-0.0610264	-0.0599988	-0.0599975	-0.0594492	-0.06	-0.0708791	-0.0694986	-0.0454964	-0.0458359
6172	1.2344	-0.0611921	-0.0610422	-0.0599988	-0.0599975	-0.0594536	-0.06	-0.0706569	-0.0696938	-0.0454843	-0.0458467
6173	1.2346	-0.0611751	-0.0610581	-0.0599988	-0.0599975	-0.0594579	-0.06	-0.0704341	-0.0698915	-0.0454721	-0.0458576
6174	1.2348	-0.061158	-0.0610742	-0.0599988	-0.0599975	-0.0594619	-0.06	-0.0702107	-0.0700918	-0.0454598	-0.0458686
6175	1.235	-0.0611407	-0.0610904	-0.0599988	-0.0599975	-0.0594664	-0.06	-0.0699867	-0.0702948	-0.0454475	-0.0458797
6176	1.2352	-0.0611233	-0.0611068	-0.0599988	-0.0599975	-0.0594706	-0.06	-0.0697621	-0.0705005	-0.0454351	-0.045891
6177	1.2354	-0.0611057	-0.0611233	-0.0599988	-0.0599975	-0.0594747	-0.06	-0.069537	-0.0707089	-0.0454226	-0.0459023
6178	1.2356	-0.061088	-0.06114	-0.0599988	-0.0599975	-0.0594786	-0.06	-0.0693113	-0.07092	-0.04541	-0.0459138
6179	1.2358	-0.0610702	-0.0611568	-0.0599988	-0.0599975	-0.0594824	-0.06	-0.069085	-0.0711339	-0.0453973	-0.0459255
6180	1.236	-0.0610522	-0.0611737	-0.0599988	-0.0599975	-0.0594864	-0.06	-0.0688582	-0.0713507	-0.0453846	-0.0459373
6181	1.2362	-0.061034	-0.0611908	-0.0599988	-0.0599975	-0.0594902	-0.06	-0.0686309	-0.0715704	-0.0453717	-0.0459492
6182	1.2364	-0.0610158	-0.061208	-0.0599988	-0.0599975	-0.0594939	-0.06	-0.068403	-0.0717929	-0.0453588	-0.0459612
6183	1.2366	-0.0609973	-0.0612254	-0.0599988	-0.0599975	-0.0594974	-0.06	-0.0681746	-0.0720184	-0.0453459	-0.0459734
6184	1.2368	-0.0609787	-0.0612429	-0.0599988	-0.0599975	-0.0595008	-0.06	-0.0679457	-0.0722469	-0.0453328	-0.0459857
6185	1.237	-0.06096	-0.0612605	-0.0599988	-0.0599975	-0.0595042	-0.06	-0.0677163	-0.0724784	-0.0453197	-0.0459981
6186	1.2372	-0.0609411	-0.0612783	-0.0599988	-0.0599975	-0.0595075	-0.06	-0.0674864	-0.072713	-0.0453065	-0.0460107
6187	1.2374	-0.0609221	-0.0612963	-0.0599988	-0.0599975	-0.0595107	-0.06	-0.067256	-0.0729508	-0.0452932	-0.0460234
6188	1.2376	-0.0609029	-0.0613144	-0.0599988	-0.0599975	-0.0595138	-0.06	-0.0670251	-0.0731917	-0.0452798	-0.0460363
6189	1.2378	-0.0608836	-0.0613326	-0.0599988	-0.0599975	-0.0595167	-0.06	-0.0667938	-0.0734357	-0.0452663	-0.0460493
6190	1.238	-0.060864	-0.061351	-0.0599988	-0.0599975	-0.0595196	-0.06	-0.0665619	-0.0736831	-0.0452528	-0.0460624
6191	1.2382	-0.0608444	-0.0613696	-0.0599988	-0.0599975	-0.0595223	-0.06	-0.0663296	-0.0739337	-0.0452392	-0.0460757
6192	1.2384	-0.0608246	-0.0613883	-0.0599988	-0.0599975	-0.0595249	-0.06	-0.0660969	-0.0741877	-0.0452255	-0.0460892
6193	1.2386	-0.0608046	-0.0614071	-0.0599988	-0.0599975	-0.0595274	-0.06	-0.0658637	-0.074445	-0.0452118	-0.0461028
6194	1.2388	-0.0607845	-0.0614261	-0.0599988	-0.0599975	-0.0595298	-0.06	-0.06563	-0.0747059	-0.045198	-0.0461165
6195	1.239	-0.0607641	-0.0614453	-0.0599988	-0.0599975	-0.0595319	-0.06	-0.0653959	-0.0749702	-0.045184	-0.0461304
6196	1.2392	-0.0607437	-0.0614646	-0.0599988	-0.0599975	-0.059534	-0.06	-0.0651614	-0.075238	-0.0451701	-0.0461445
6197	1.2394	-0.060723	-0.061484	-0.0599988	-0.0599975	-0.0595359	-0.06	-0.0649264	-0.0755094	-0.045156	-0.0461587
6198	1.2396	-0.0607022	-0.0615036	-0.0599988	-0.0599975	-0.0595378	-0.06	-0.064691	-0.0757845	-0.0451418	-0.046173
6199	1.2398	-0.0606813	-0.0615234	-0.0599988	-0.0599975	-0.0595396	-0.06	-0.0644552	-0.0760633	-0.0451276	-0.0461876
6200	1.24	-0.0606601	-0.0615433	-0.0599988	-0.0599975	-0.059541	-0.06	-0.064219	-0.0763458	-0.0451133	-0.0462023
6201	1.2402	-0.0606388	-0.0615634	-0.0599988	-0.0599975	-0.0595423	-0.06	-0.0639823	-0.0766321	-0.0450989	-0.0462171
