TimeSlice	Time	L Hip PF ext IN	L Hip PF flx IN	L Hip PF ext	L Hip PF flx
0	0	-0.0595489	-0.0595489	-0.052851	-0.052851
1	0.0002	-0.0591408	-0.0591408	-0.0531235	-0.0531245
2	0.0004	-0.0587731	-0.0587731	-0.053406	-0.053409
3	0.0006	-0.0584434	-0.0584436	-0.0536953	-0.0537011
4	0.0008	-0.0581492	-0.0581497	-0.0539886	-0.0539981
5	0.001	-0.0578882	-0.0578892	-0.0542833	-0.0542974
6	0.0012	-0.0576581	-0.0576599	-0.0545773	-0.0545967
7	0.0014	-0.0574568	-0.0574595	-0.0548686	-0.0548941
8	0.0016	-0.057282	-0.0572859	-0.0551558	-0.0551881
9	0.0018	-0.0571319	-0.0571373	-0.0554373	-0.0554772
10	0.002	-0.0570046	-0.0570117	-0.0557122	-0.0557602
11	0.0022	-0.0568982	-0.0569075	-0.0559794	-0.0560363
12	0.0024	-0.0568111	-0.0568229	-0.0562383	-0.0563045
13	0.0026	-0.0567418	-0.0567564	-0.0564882	-0.0565644
14	0.0028	-0.0566888	-0.0567065	-0.0567287	-0.0568155
15	0.003	-0.0566507	-0.056672	-0.0569596	-0.0570574
16	0.0032	-0.0566262	-0.0566515	-0.0571805	-0.0572898
17	0.0034	-0.0566142	-0.0566438	-0.0573914	-0.0575128
18	0.0036	-0.0566135	-0.0566479	-0.0575923	-0.0577261
19	0.0038	-0.056623	-0.0566627	-0.0577832	-0.0579298
20	0.004	-0.0566419	-0.0566873	-0.0579641	-0.058124
21	0.0042	-0.0566691	-0.0567206	-0.0581353	-0.0583088
22	0.0044	-0.0567039	-0.056762	-0.0582969	-0.0584844
23	0.0046	-0.0567454	-0.0568106	-0.0584491	-0.0586509
24	0.0048	-0.0567929	-0.0568657	-0.0585921	-0.0588086
25	0.005	-0.0568458	-0.0569266	-0.0587262	-0.0589576
26	0.0052	-0.0569032	-0.0569927	-0.0588516	-0.0590984
27	0.0054	-0.0569648	-0.0570633	-0.0589686	-0.059231
28	0.0056	-0.0570298	-0.057138	-0.0590776	-0.0593559
29	0.0058	-0.0570978	-0.0572161	-0.0591787	-0.0594733
30	0.006	-0.0571682	-0.0572973	-0.0592724	-0.0595832
31	0.0062	-0.0572407	-0.057381	-0.0593587	-0.0596856
32	0.0064	-0.0573148	-0.0574668	-0.0594382	-0.0597808
33	0.0066	-0.0573901	-0.0575543	-0.0595109	-0.0598692
34	0.0068	-0.0574661	-0.0576431	-0.0595773	-0.0599511
35	0.007	-0.0575427	-0.0577329	-0.0596376	-0.0600267
36	0.0072	-0.0576194	-0.0578218	-0.059692	-0.0600965
37	0.0074	-0.057696	-0.0579072	-0.0597409	-0.0601607
38	0.0076	-0.0577722	-0.0579893	-0.0597847	-0.0602195
39	0.0078	-0.0578478	-0.0580681	-0.0598237	-0.0602733
40	0.008	-0.0579225	-0.0581438	-0.0598583	-0.0603224
41	0.0082	-0.0579961	-0.0582166	-0.0598887	-0.0603669
42	0.0084	-0.0580685	-0.0582866	-0.0599152	-0.0604072
43	0.0086	-0.0581395	-0.0583537	-0.0599382	-0.0604435
44	0.0088	-0.058209	-0.0584183	-0.0599578	-0.060476
45	0.009	-0.0582768	-0.0584803	-0.0599743	-0.0605049
46	0.0092	-0.0583429	-0.0585399	-0.0599878	-0.0605305
47	0.0094	-0.0584072	-0.0585972	-0.0599987	-0.060553
48	0.0096	-0.0584696	-0.0586522	-0.0600071	-0.0605726
49	0.0098	-0.0585296	-0.058705	-0.0600132	-0.0605894
50	0.01	-0.0585873	-0.0587558	-0.0600171	-0.0606036
51	0.0102	-0.0586427	-0.0588046	-0.0600205	-0.0606155
52	0.0104	-0.0586959	-0.0588514	-0.0600235	-0.0606252
53	0.0106	-0.058747	-0.0588965	-0.0600261	-0.0606328
54	0.0108	-0.0587962	-0.0589397	-0.0600282	-0.0606386
55	0.011	-0.0588434	-0.0589813	-0.0600299	-0.0606426
56	0.0112	-0.0588887	-0.0590213	-0.0600312	-0.060645
57	0.0114	-0.0589323	-0.0590596	-0.0600322	-0.0606459
58	0.0116	-0.0589742	-0.0590965	-0.0600328	-0.0606453
59	0.0118	-0.0590144	-0.0591319	-0.060033	-0.0606435
60	0.012	-0.059053	-0.059166	-0.060033	-0.0606406
61	0.0122	-0.0590902	-0.0591987	-0.0600326	-0.0606365
62	0.0124	-0.0591258	-0.0592301	-0.060032	-0.0606314
63	0.0126	-0.0591601	-0.0592603	-0.060031	-0.0606254
64	0.0128	-0.059193	-0.0592893	-0.0600298	-0.0606186
65	0.013	-0.0592247	-0.0593172	-0.0600284	-0.060611
66	0.0132	-0.0592551	-0.0593439	-0.0600267	-0.0606027
67	0.0134	-0.0592843	-0.0593697	-0.0600247	-0.0605937
68	0.0136	-0.0593124	-0.0593944	-0.0600226	-0.0605842
69	0.0138	-0.0593393	-0.0594181	-0.0600203	-0.0605741
70	0.014	-0.0593652	-0.0594409	-0.0600178	-0.0605636
71	0.0142	-0.0593901	-0.0594629	-0.0600151	-0.0605526
72	0.0144	-0.059414	-0.0594839	-0.0600122	-0.0605412
73	0.0146	-0.059437	-0.0595042	-0.0600092	-0.0605295
74	0.0148	-0.0594591	-0.0595236	-0.060006	-0.0605175
75	0.015	-0.0594803	-0.0595423	-0.0600027	-0.0605052
76	0.0152	-0.0595007	-0.0595602	-0.0599992	-0.0604927
77	0.0154	-0.0595202	-0.0595775	-0.0599956	-0.06048
78	0.0156	-0.0595387	-0.059594	-0.059992	-0.0604671
79	0.0158	-0.0595564	-0.05961	-0.0599882	-0.0604541
80	0.016	-0.059573	-0.0596252	-0.0599843	-0.0604409
81	0.0162	-0.0595888	-0.0596399	-0.0599803	-0.0604277
82	0.0164	-0.0596038	-0.0596541	-0.0599762	-0.0604145
83	0.0166	-0.0596179	-0.0596676	-0.0599721	-0.0604012
84	0.0168	-0.0596312	-0.0596807	-0.0599678	-0.0603879
85	0.017	-0.0596437	-0.0596932	-0.0599635	-0.0603747
86	0.0172	-0.0596554	-0.0597052	-0.0599592	-0.0603615
87	0.0174	-0.0596665	-0.0597168	-0.0599548	-0.0603483
88	0.0176	-0.0596768	-0.0597279	-0.0599503	-0.0603353
89	0.0178	-0.0596865	-0.0597385	-0.0599458	-0.0603223
