TimeSlice	Time	L Hip PF ext IN	L Hip PF flx IN	L Hip PF ext	L Hip PF flx
6664	1.3328	-0.0565589	-0.06	-0.0574119	-0.0608655
6665	1.333	-0.0565618	-0.06	-0.0574143	-0.0608623
6666	1.3332	-0.0565647	-0.06	-0.0574167	-0.0608591
6667	1.3334	-0.0565676	-0.06	-0.057419	-0.0608559
6668	1.3336	-0.0565705	-0.06	-0.0574213	-0.0608528
6669	1.3338	-0.0565734	-0.06	-0.0574237	-0.0608496
6670	1.334	-0.0565762	-0.06	-0.057426	-0.0608465
6671	1.3342	-0.056579	-0.06	-0.0574283	-0.0608433
6672	1.3344	-0.0565819	-0.06	-0.0574306	-0.0608402
6673	1.3346	-0.0565847	-0.06	-0.0574328	-0.0608371
6674	1.3348	-0.0565875	-0.06	-0.0574351	-0.060834
6675	1.335	-0.0565902	-0.06	-0.0574373	-0.060831
6676	1.3352	-0.056593	-0.06	-0.0574396	-0.0608279
6677	1.3354	-0.0565957	-0.06	-0.0574418	-0.0608249
6678	1.3356	-0.0565984	-0.06	-0.057444	-0.0608218
6679	1.3358	-0.0566011	-0.06	-0.0574462	-0.0608188
6680	1.336	-0.0566038	-0.06	-0.0574484	-0.0608158
6681	1.3362	-0.0566065	-0.06	-0.0574506	-0.0608128
6682	1.3364	-0.0566092	-0.06	-0.0574527	-0.0608098
6683	1.3366	-0.0566118	-0.06	-0.0574549	-0.0608068
6684	1.3368	-0.0566145	-0.06	-0.057457	-0.0608039
6685	1.337	-0.0566171	-0.06	-0.0574591	-0.0608009
6686	1.3372	-0.0566197	-0.06	-0.0574612	-0.060798
6687	1.3374	-0.0566223	-0.06	-0.0574633	-0.0607951
6688	1.3376	-0.0566249	-0.06	-0.0574654	-0.0607922
