TimeSlice	Time	hip_L_deg	knee_L_deg	ankle_L_deg	hip_R_deg	knee_R_deg	ankle_R_deg	RG_L_stance	RG_L_inhabit	RG_R_stance	PF_L_hip_ext	PF_L_knee	PF_L_dorsi	MN_L_hip_ext	MN_L_knee_ext
730	0.146	0.00669497	17.6564	-4.92485	17.2003	48.8196	-20.0198	-0.0579056	-0.054	-0.0643478	-0.0580327	-0.0578947	-0.062299	-0.0652536	-0.0629155
731	0.1462	0.00669497	17.6564	-4.92485	17.2003	48.8196	-20.0198	-0.0580418	-0.054	-0.0645291	-0.0578253	-0.0580173	-0.0624738	-0.065456	-0.0632668
732	0.1464	0.00669497	17.6564	-4.92485	17.2003	48.8196	-20.0198	-0.0579389	-0.054	-0.0642941	-0.0576309	-0.0581317	-0.0623283	-0.0656467	-0.063591
733	0.1466	0.00669497	17.6564	-4.92485	17.2003	48.8196	-20.0198	-0.0577679	-0.054	-0.0642844	-0.0576876	-0.0578657	-0.0624431	-0.0658266	-0.063892
734	0.1468	-0.146695	17.6087	-4.92688	17.1821	48.8432	-20.0226	-0.0575984	-0.054	-0.064161	-0.0574544	-0.0576721	-0.062283	-0.0659962	-0.0641728
735	0.147	-0.146695	17.6087	-4.92688	17.1821	48.8432	-20.0226	-0.0574595	-0.054	-0.0641647	-0.0576306	-0.0576539	-0.0621405	-0.0661561	-0.0644356
736	0.1472	-0.146695	17.6087	-4.92688	17.1821	48.8432	-20.0226	-0.0575416	-0.054	-0.0642181	-0.0577195	-0.0576496	-0.0618745	-0.0663067	-0.0646823
737	0.1474	-0.146695	17.6087	-4.92688	17.1821	48.8432	-20.0226	-0.0577342	-0.054	-0.064199	-0.0576391	-0.0576929	-0.0620574	-0.0664488	-0.0649142
738	0.1476	-0.146695	17.6087	-4.92688	17.1821	48.8432	-20.0226	-0.0577783	-0.054	-0.0638665	-0.0576865	-0.05782	-0.0617573	-0.0665825	-0.0651325
739	0.1478	-0.298885	17.5548	-4.92846	17.1679	48.8619	-20.0248	-0.057676	-0.054	-0.0637788	-0.0579229	-0.0576388	-0.0617653	-0.0667086	-0.0653381
740	0.148	-0.298885	17.5548	-4.92846	17.1679	48.8619	-20.0248	-0.0573941	-0.054	-0.0635132	-0.0579052	-0.0576763	-0.0619498	-0.0668272	-0.0655319
741	0.1482	-0.298885	17.5548	-4.92846	17.1679	48.8619	-20.0248	-0.0574455	-0.054	-0.0633119	-0.0580264	-0.0577582	-0.0620244	-0.0669389	-0.0657145
742	0.1484	-0.298885	17.5548	-4.92846	17.1679	48.8619	-20.0248	-0.0574648	-0.054	-0.0630278	-0.0580659	-0.0575346	-0.0617291	-0.0670439	-0.0658867
743	0.1486	-0.298885	17.5548	-4.92846	17.1679	48.8619	-20.0248	-0.0575704	-0.054	-0.0630077	-0.0580827	-0.0573253	-0.0620577	-0.0671427	-0.066049
744	0.1488	-0.449704	17.4942	-4.9297	17.1585	48.8765	-20.0265	-0.0576855	-0.054	-0.063042	-0.0578193	-0.0572672	-0.0624795	-0.0672357	-0.066202
745	0.149	-0.449704	17.4942	-4.9297	17.1585	48.8765	-20.0265	-0.0578142	-0.054	-0.0630423	-0.0577313	-0.0570341	-0.0627145	-0.067323	-0.0663462
746	0.1492	-0.449704	17.4942	-4.9297	17.1585	48.8765	-20.0265	-0.0577298	-0.054	-0.0627632	-0.0575298	-0.0569219	-0.0630548	-0.0674051	-0.0664821
747	0.1494	-0.449704	17.4942	-4.9297	17.1585	48.8765	-20.0265	-0.0576449	-0.054	-0.0627349	-0.0576557	-0.0568275	-0.0633266	-0.0674822	-0.06661
748	0.1496	-0.449704	17.4942	-4.9297	17.1585	48.8765	-20.0265	-0.0575351	-0.054	-0.0624597	-0.0576497	-0.057034	-0.0632115	-0.0675545	-0.0667305
749	0.1498	-0.598926	17.4266	-4.93071	17.1546	48.8876	-20.028	-0.0572522	-0.054	-0.0626082	-0.0576721	-0.0569368	-0.0633872	-0.0676225	-0.0668439
750	0.15	-0.598926	17.4266	-4.93071	17.1546	48.8876	-20.028	-0.0572436	-0.054	-0.0624182	-0.0578127	-0.0569793	-0.0635421	-0.0676863	-0.0669506
751	0.1502	-0.598926	17.4266	-4.93071	17.1546	48.8876	-20.028	-0.0572415	-0.054	-0.0625243	-0.0579404	-0.0569041	-0.0635285	-0.0677461	-0.0670509
752	0.1504	-0.598926	17.4266	-4.93071	17.1546	48.8876	-20.028	-0.0570522	-0.054	-0.062614	-0.0577582	-0.0567253	-0.063686	-0.0678021	-0.0671453
753	0.1506	-0.598926	17.4266	-4.93071	17.1546	48.8876	-20.028	-0.0570947	-0.054	-0.062467	-0.0578079	-0.0569252	-0.0638415	-0.0678547	-0.067234
754	0.1508	-0.746296	17.352	-4.93164	17.1569	48.896	-20.0291	-0.0572266	-0.054	-0.0622211	-0.0575425	-0.0569024	-0.0637498	-0.067904	-0.0673174
755	0.151	-0.746296	17.352	-4.93164	17.1569	48.896	-20.0291	-0.0570277	-0.054	-0.0619605	-0.0575662	-0.0566925	-0.063672	-0.0679501	-0.0673957
756	0.1512	-0.746296	17.352	-4.93164	17.1569	48.896	-20.0291	-0.0569629	-0.054	-0.0621753	-0.0576092	-0.0565011	-0.0635506	-0.0679933	-0.0674693
757	0.1514	-0.746296	17.352	-4.93164	17.1569	48.896	-20.0291	-0.0568875	-0.054	-0.0625626	-0.0577948	-0.0566929	-0.0634369	-0.0680338	-0.0675383
758	0.1516	-0.746296	17.352	-4.93164	17.1569	48.896	-20.0291	-0.0569865	-0.054	-0.0625533	-0.0577886	-0.0567225	-0.0634655	-0.0680716	-0.0676031
759	0.1518	-0.891557	17.2703	-4.93264	17.166	48.902	-20.03	-0.0568941	-0.054	-0.0624954	-0.0579347	-0.0568575	-0.0634991	-0.068107	-0.0676639
760	0.152	-0.891557	17.2703	-4.93264	17.166	48.902	-20.03	-0.056818	-0.054	-0.0625761	-0.0576917	-0.0568577	-0.0636519	-0.0681401	-0.0677209
761	0.1522	-0.891557	17.2703	-4.93264	17.166	48.902	-20.03	-0.0565082	-0.054	-0.0625838	-0.0575174	-0.0567564	-0.0638169	-0.068171	-0.0677743
762	0.1524	-0.891557	17.2703	-4.93264	17.166	48.902	-20.03	-0.0563812	-0.054	-0.0626224	-0.0576969	-0.0568492	-0.0638781	-0.0681999	-0.0678244
763	0.1526	-0.891557	17.2703	-4.93264	17.166	48.902	-20.03	-0.0563028	-0.054	-0.0628336	-0.0575463	-0.0566396	-0.0636248	-0.0682269	-0.0678713
764	0.1528	-1.03448	17.1816	-4.93369	17.1823	48.9062	-20.0307	-0.0564329	-0.054	-0.0630192	-0.0576033	-0.05655	-0.0633408	-0.068252	-0.0679152
765	0.153	-1.03448	17.1816	-4.93369	17.1823	48.9062	-20.0307	-0.0565645	-0.054	-0.0628798	-0.0576971	-0.0565852	-0.0631071	-0.0682755	-0.0679563
766	0.1532	-1.03448	17.1816	-4.93369	17.1823	48.9062	-20.0307	-0.0565807	-0.054	-0.0631173	-0.0577371	-0.0564758	-0.0630738	-0.0682974	-0.0679948
767	0.1534	-1.03448	17.1816	-4.93369	17.1823	48.9062	-20.0307	-0.0565772	-0.054	-0.0632591	-0.0578765	-0.0564972	-0.0631535	-0.0683177	-0.0680307
768	0.1536	-1.03448	17.1816	-4.93369	17.1823	48.9062	-20.0307	-0.0565749	-0.054	-0.0630913	-0.0579859	-0.0562123	-0.0630003	-0.0683367	-0.0680643
769	0.1538	-1.17489	17.0858	-4.93478	17.2063	48.9089	-20.0312	-0.0565904	-0.054	-0.0631355	-0.058108	-0.056188	-0.0629447	-0.0683543	-0.0680958
770	0.154	-1.17489	17.0858	-4.93478	17.2063	48.9089	-20.0312	-0.0564998	-0.054	-0.0629928	-0.0579697	-0.0560558	-0.0626248	-0.0683707	-0.0681251
771	0.1542	-1.17489	17.0858	-4.93478	17.2063	48.9089	-20.0312	-0.0563979	-0.054	-0.0631574	-0.0580603	-0.0561807	-0.0625454	-0.0683859	-0.0681525
772	0.1544	-1.17489	17.0858	-4.93478	17.2063	48.9089	-20.0312	-0.0561179	-0.054	-0.0633718	-0.0577322	-0.0559041	-0.0624956	-0.0684	-0.0681781
773	0.1546	-1.17489	17.0858	-4.93478	17.2063	48.9089	-20.0312	-0.0559379	-0.054	-0.0633203	-0.0576437	-0.0557983	-0.0624359	-0.0684131	-0.0682019
774	0.1548	-1.31271	16.9829	-4.93591	17.2381	48.9103	-20.0315	-0.0559622	-0.054	-0.0633323	-0.0577895	-0.055844	-0.0623238	-0.0684253	-0.0682241
775	0.155	-1.31271	16.9829	-4.93591	17.2381	48.9103	-20.0315	-0.0556757	-0.054	-0.0633367	-0.0579452	-0.0557543	-0.0623839	-0.0684365	-0.0682448
776	0.1552	-1.31271	16.9829	-4.93591	17.2381	48.9103	-20.0315	-0.0556575	-0.054	-0.0631406	-0.0580513	-0.0557669	-0.0621065	-0.0684468	-0.068264
777	0.1554	-1.31271	16.9829	-4.93591	17.2381	48.9103	-20.0315	-0.0556089	-0.054	-0.0632933	-0.0577273	-0.0559259	-0.0618894	-0.0684564	-0.0682819
778	0.1556	-1.31271	16.9829	-4.93591	17.2381	48.9103	-20.0315	-0.0554843	-0.054	-0.0633971	-0.0573975	-0.0558934	-0.0616167	-0.0684652	-0.0682986
779	0.1558	-1.44804	16.8731	-4.93711	17.2775	48.9105	-20.0315	-0.0554674	-0.054	-0.0634055	-0.0572041	-0.0557394	-0.0618187	-0.0684733	-0.068314
780	0.156	-1.44804	16.8731	-4.93711	17.2775	48.9105	-20.0315	-0.055273	-0.054	-0.0633985	-0.0569486	-0.0558852	-0.0617442	-0.0684807	-0.0683284
781	0.1562	-1.44804	16.8731	-4.93711	17.2775	48.9105	-20.0315	-0.0551482	-0.054	-0.0631821	-0.0568046	-0.0557186	-0.0615917	-0.0684875	-0.0683416
782	0.1564	-1.44804	16.8731	-4.93711	17.2775	48.9105	-20.0315	0	-0.054	-0.0630007	-0.0565327	-0.0559267	-0.0614856	-0.0684937	-0.0683539
783	0.1566	-1.44804	16.8731	-4.93711	17.2775	48.9105	-20.0315	-0.0554236	-0.054	-0.0632498	-0.0563198	-0.0560469	-0.0615622	-0.0684994	-0.0683653
784	0.1568	-1.58114	16.7565	-4.93829	17.3241	48.909	-20.0308	-0.0559787	-0.054	-0.0631963	-0.0562847	-0.0561598	-0.0613098	-0.0685045	-0.0683758
785	0.157	-1.58114	16.7565	-4.93829	17.3241	48.909	-20.0308	-0.0566009	-0.054	-0.063152	-0.0557997	-0.0562528	-0.0611009	-0.0685092	-0.0683855
786	0.1572	-1.58114	16.7565	-4.93829	17.3241	48.909	-20.0308	-0.0571977	-0.054	-0.0629805	-0.0553574	-0.056245	-0.0609808	-0.0685134	-0.0683944
787	0.1574	-1.58114	16.7565	-4.93829	17.3241	48.909	-20.0308	-0.0572976	-0.054	-0.0629338	-0.0551277	-0.0560669	-0.061447	-0.0685172	-0.0684026
788	0.1576	-1.58114	16.7565	-4.93829	17.3241	48.909	-20.0308	-0.0573961	-0.054	-0.0629999	0	-0.0562435	-0.0617833	-0.0685206	-0.0684101
789	0.1578	-1.71215	16.6335	-4.93953	17.3769	48.9053	-20.0289	-0.0576654	-0.054	-0.0628363	-0.0553899	-0.0557938	-0.0619479	-0.06347	-0.0684169
790	0.158	-1.71215	16.6335	-4.93953	17.3769	48.9053	-20.0289	-0.0579382	-0.054	-0.0631392	-0.0557809	-0.0551261	-0.0622359	0	-0.0684232
791	0.1582	-1.71215	16.6335	-4.93953	17.3769	48.9053	-20.0289	-0.058001	-0.054	-0.0629964	-0.0560314	0	-0.0622099	-0.0588065	-0.0684289
792	0.1584	-1.71215	16.6335	-4.93953	17.3769	48.9053	-20.0289	-0.0582358	-0.054	-0.0629793	-0.0561148	-0.055431	-0.0622435	-0.0580247	-0.0635403
793	0.1586	-1.71215	16.6335	-4.93953	17.3769	48.9053	-20.0289	-0.0583659	-0.054	-0.0631734	-0.0562561	-0.0557098	-0.0625343	-0.0577163	0
794	0.1588	-1.84076	16.5051	-4.94086	17.4354	48.8987	-20.0252	-0.0584138	-0.054	-0.0633655	-0.0565609	-0.0557728	-0.0628207	-0.0577069	-0.0589274
795	0.159	-1.84076	16.5051	-4.94086	17.4354	48.8987	-20.0252	-0.0583067	-0.054	-0.0631689	-0.0569189	-0.055752	-0.0631273	-0.0578851	-0.0581234
796	0.1592	-1.84076	16.5051	-4.94086	17.4354	48.8987	-20.0252	-0.0581722	-0.054	-0.0631903	-0.0570265	-0.0561337	-0.0630921	-0.058179	-0.0577871
797	0.1594	-1.84076	16.5051	-4.94086	17.4354	48.8987	-20.0252	-0.0583787	-0.054	-0.0633231	-0.0571639	-0.0560661	-0.0630563	-0.0585422	-0.0577505
798	0.1596	-1.84076	16.5051	-4.94086	17.4354	48.8987	-20.0252	-0.0582805	-0.054	-0.0632418	-0.0572786	-0.0564113	-0.0629201	-0.0589447	-0.0579047
799	0.1598	-1.96612	16.3727	-4.94237	17.4992	48.8885	-20.0203	-0.0582123	-0.054	-0.0630794	-0.0575658	-0.0564984	-0.063001	-0.0593666	-0.0581787
800	0.16	-1.96612	16.3727	-4.94237	17.4992	48.8885	-20.0203	-0.0584947	-0.054	-0.0630677	-0.0575078	-0.0567013	-0.0628587	-0.0597951	-0.0585261
801	0.1602	-1.96612	16.3727	-4.94237	17.4992	48.8885	-20.0203	-0.0585009	-0.054	-0.0633647	-0.0577771	-0.0567686	-0.0626579	0	-0.0589162
802	0.1604	-1.96612	16.3727	-4.94237	17.4992	48.8885	-20.0203	-0.0584208	-0.054	-0.0633629	-0.0579967	-0.0568875	-0.0625121	-0.0609551	-0.0593285
803	0.1606	-1.96612	16.3727	-4.94237	17.4992	48.8885	-20.0203	-0.0583242	-0.054	-0.0633814	-0.0580552	-0.056781	-0.0623032	-0.0615607	-0.0597498
804	0.1608	-2.08704	16.2382	-4.94415	17.5681	48.8739	-20.0152	-0.0581936	-0.054	-0.0636822	-0.0582298	-0.0569463	-0.0620979	-0.062076	0
805	0.161	-2.08704	16.2382	-4.94415	17.5681	48.8739	-20.0152	-0.0583265	-0.054	-0.0640217	-0.0584607	-0.0571092	-0.0619361	-0.062526	-0.0609041
806	0.1612	-2.08704	16.2382	-4.94415	17.5681	48.8739	-20.0152	-0.0581483	-0.054	-0.0639631	-0.0583347	-0.0569642	-0.0621545	-0.0629274	-0.0615117
807	0.1614	-2.08704	16.2382	-4.94415	17.5681	48.8739	-20.0152	-0.0580318	-0.054	-0.0642057	-0.0584677	-0.0569618	-0.0623206	-0.0632911	-0.06203
808	0.1616	-2.08704	16.2382	-4.94415	17.5681	48.8739	-20.0152	-0.0580589	-0.054	-0.0641319	-0.0583534	-0.0571743	-0.0623898	-0.0636247	-0.062483
809	0.1618	-2.2029	16.102	-4.94598	17.6428	48.8558	-20.0106	-0.0580794	-0.054	-0.0643115	-0.0582521	-0.0572942	-0.0623809	-0.0639336	-0.062887
810	0.162	-2.2029	16.102	-4.94598	17.6428	48.8558	-20.0106	-0.0581525	-0.054	-0.0643501	-0.0581933	-0.0574608	-0.0621747	-0.0642213	-0.0632528
811	0.1622	-2.2029	16.102	-4.94598	17.6428	48.8558	-20.0106	-0.0582016	-0.054	-0.0642859	-0.05821	-0.0575925	-0.062033	-0.0644905	-0.0635881
812	0.1624	-2.2029	16.102	-4.94598	17.6428	48.8558	-20.0106	-0.058387	-0.054	-0.0640909	-0.0582921	-0.0577708	-0.0620019	-0.0647433	-0.0638982
813	0.1626	-2.2029	16.102	-4.94598	17.6428	48.8558	-20.0106	-0.0581504	-0.054	-0.0643389	-0.0584102	-0.0575285	-0.0618806	-0.0649809	-0.0641868
814	0.1628	-2.31448	15.9629	-4.94782	17.7238	48.8342	-20.0148	-0.0583024	-0.054	-0.0641458	-0.0582171	-0.057486	-0.0617603	-0.0652048	-0.0644566
815	0.163	-2.31448	15.9629	-4.94782	17.7238	48.8342	-20.0148	-0.0584659	-0.054	-0.0640308	-0.058348	-0.05762	-0.0618297	-0.0654158	-0.0647096
816	0.1632	-2.31448	15.9629	-4.94782	17.7238	48.8342	-20.0148	-0.0586581	-0.054	-0.0639924	-0.0583578	-0.0577643	-0.0620153	-0.0656148	-0.0649475
817	0.1634	-2.31448	15.9629	-4.94782	17.7238	48.8342	-20.0148	-0.058478	-0.054	-0.0639914	-0.0584678	-0.0576341	-0.0618786	-0.0658025	-0.0651715
818	0.1636	-2.31448	15.9629	-4.94782	17.7238	48.8342	-20.0148	-0.0584028	-0.054	-0.0638698	-0.058496	-0.0575363	-0.0616185	-0.0659795	-0.0653825
819	0.1638	-2.42243	15.8195	-4.94939	17.8112	48.81	-20.0188	-0.0583867	-0.054	-0.0639024	-0.0582896	-0.0576525	-0.0618444	-0.0661465	-0.0655814
820	0.164	-2.42243	15.8195	-4.94939	17.8112	48.81	-20.0188	-0.0581732	-0.054	-0.0639118	-0.0584989	-0.0573871	-0.0617092	-0.0663039	-0.065769
821	0.1642	-2.42243	15.8195	-4.94939	17.8112	48.81	-20.0188	-0.058337	-0.054	-0.0639582	-0.0583091	-0.0572474	-0.0618741	-0.0664523	-0.0659459
822	0.1644	-2.42243	15.8195	-4.94939	17.8112	48.81	-20.0188	-0.0580953	-0.054	-0.0638719	-0.0582991	-0.0572833	-0.0615936	-0.0665921	-0.0661127
823	0.1646	-2.42243	15.8195	-4.94939	17.8112	48.81	-20.0188	-0.058136	-0.054	-0.0637933	-0.0582441	-0.0572193	-0.0613576	-0.0667239	-0.06627
824	0.1648	-2.52726	15.671	-4.95066	17.9051	48.7836	-20.0218	-0.0579586	-0.054	-0.0637897	-0.0582485	-0.057239	-0.0612168	-0.066848	-0.0664182
825	0.165	-2.52726	15.671	-4.95066	17.9051	48.7836	-20.0218	-0.0577615	-0.054	-0.0638741	-0.0580402	-0.0570502	-0.061111	-0.0669648	-0.0665579
826	0.1652	-2.52726	15.671	-4.95066	17.9051	48.7836	-20.0218	-0.0574779	-0.054	-0.0638621	-0.057892	-0.0568058	-0.0611917	-0.0670748	-0.0666895
827	0.1654	-2.52726	15.671	-4.95066	17.9051	48.7836	-20.0218	-0.0575864	-0.054	-0.0636102	-0.0576477	-0.0565863	-0.0612179	-0.0671782	-0.0668135
828	0.1656	-2.52726	15.671	-4.95066	17.9051	48.7836	-20.0218	-0.0577576	-0.054	-0.0635169	-0.0577812	-0.0566079	-0.0612948	-0.0672755	-0.0669301
829	0.1658	-2.62935	15.5169	-4.95166	18.0058	48.7554	-20.0241	-0.0576884	-0.054	-0.0633456	-0.057939	-0.0564305	-0.0611867	-0.067367	-0.06704
830	0.166	-2.62935	15.5169	-4.95166	18.0058	48.7554	-20.0241	-0.0575674	-0.054	-0.0633238	-0.0580808	-0.0563242	-0.0610049	-0.067453	-0.0671433
831	0.1662	-2.62935	15.5169	-4.95166	18.0058	48.7554	-20.0241	-0.0574251	-0.054	-0.0632403	-0.0582757	-0.0561625	-0.0613714	-0.0675337	-0.0672405
832	0.1664	-2.62935	15.5169	-4.95166	18.0058	48.7554	-20.0241	-0.0573565	-0.054	-0.063259	-0.0584372	-0.0560884	-0.0618319	-0.0676096	-0.0673318
833	0.1666	-2.62935	15.5169	-4.95166	18.0058	48.7554	-20.0241	-0.0571129	-0.054	-0.0632027	-0.0583738	-0.056023	-0.0622174	-0.0676809	-0.0674177
834	0.1668	-2.72903	15.3565	-4.95248	18.1132	48.7255	-20.026	-0.0569797	-0.054	-0.0629495	-0.0584979	-0.0561941	-0.0622631	-0.0677477	-0.0674984
835	0.167	-2.72903	15.3565	-4.95248	18.1132	48.7255	-20.026	-0.0567288	-0.054	-0.0630354	-0.0582032	-0.0564351	-0.0626451	-0.0678105	-0.0675742
836	0.1672	-2.72903	15.3565	-4.95248	18.1132	48.7255	-20.026	-0.0566564	-0.054	-0.0629281	-0.0581395	-0.0565013	-0.0627194	-0.0678693	-0.0676453
837	0.1674	-2.72903	15.3565	-4.95248	18.1132	48.7255	-20.026	-0.0565045	-0.054	-0.0626362	-0.0582567	-0.0563414	-0.0629646	-0.0679245	-0.0677121
838	0.1676	-2.72903	15.3565	-4.95248	18.1132	48.7255	-20.026	-0.0566121	-0.054	-0.0628403	-0.0580396	-0.0560725	-0.0632574	-0.0679763	-0.0677748
839	0.1678	-2.82657	15.1894	-4.95318	18.2276	48.6942	-20.0275	-0.0565128	-0.054	-0.0629275	-0.0579852	-0.0561588	-0.0633572	-0.0680248	-0.0678335
840	0.168	-2.82657	15.1894	-4.95318	18.2276	48.6942	-20.0275	-0.056435	-0.054	-0.0628778	-0.0578217	-0.0558951	-0.063304	-0.0680702	-0.0678887
841	0.1682	-2.82657	15.1894	-4.95318	18.2276	48.6942	-20.0275	-0.056251	-0.054	-0.0626796	-0.0577636	-0.0557918	-0.0635443	-0.0681127	-0.0679403
842	0.1684	-2.82657	15.1894	-4.95318	18.2276	48.6942	-20.0275	-0.0560951	-0.054	-0.0627298	-0.0575832	-0.0557362	-0.0636121	-0.0681525	-0.0679887
843	0.1686	-2.82657	15.1894	-4.95318	18.2276	48.6942	-20.0275	-0.0562801	-0.054	-0.0627827	-0.0574385	-0.0559568	-0.0637276	-0.0681898	-0.0680341
844	0.1688	-2.92224	15.0153	-4.95382	18.3488	48.6616	-20.0287	-0.0563414	-0.054	-0.0629551	-0.0575376	-0.0561746	-0.0634341	-0.0682247	-0.0680765
845	0.169	-2.92224	15.0153	-4.95382	18.3488	48.6616	-20.0287	-0.0561442	-0.054	-0.0631717	-0.0572858	-0.0559784	-0.0636318	-0.0682572	-0.0681163
846	0.1692	-2.92224	15.0153	-4.95382	18.3488	48.6616	-20.0287	-0.056028	-0.054	-0.0634549	-0.057415	-0.0557317	-0.0635849	-0.0682877	-0.0681535
847	0.1694	-2.92224	15.0153	-4.95382	18.3488	48.6616	-20.0287	-0.0559019	-0.054	-0.0635732	-0.0575102	-0.0558644	-0.0637426	-0.0683162	-0.0681883
848	0.1696	-2.92224	15.0153	-4.95382	18.3488	48.6616	-20.0287	-0.055927	-0.054	-0.0634726	-0.0573141	-0.0560426	-0.0635009	-0.0683427	-0.0682208
849	0.1698	-3.0163	14.8339	-4.95444	18.477	48.628	-20.0297	-0.0558932	-0.054	-0.0636614	-0.057038	-0.0560038	-0.063209	-0.0683675	-0.0682512
850	0.17	-3.0163	14.8339	-4.95444	18.477	48.628	-20.0297	-0.0557915	-0.054	-0.0637234	-0.0568035	-0.0559564	-0.0630029	-0.0683906	-0.0682796
851	0.1702	-3.0163	14.8339	-4.95444	18.477	48.628	-20.0297	-0.0555797	-0.054	-0.0637744	-0.0569273	-0.0561572	-0.0628598	-0.0684122	-0.0683061
852	0.1704	-3.0163	14.8339	-4.95444	18.477	48.628	-20.0297	-0.0555271	-0.054	-0.0639277	-0.0566919	-0.0562678	-0.0626375	-0.0684323	-0.0683308
853	0.1706	-3.0163	14.8339	-4.95444	18.477	48.628	-20.0297	-0.0555028	-0.054	-0.0638566	-0.0566318	-0.056034	-0.062842	-0.068451	-0.0683539
854	0.1708	-3.10901	14.6449	-4.95507	18.6118	48.5932	-20.0305	-0.0556833	-0.054	-0.0638767	-0.0564816	-0.0557521	-0.0629111	-0.0684684	-0.0683754
855	0.171	-3.10901	14.6449	-4.95507	18.6118	48.5932	-20.0305	-0.0557672	-0.054	-0.0638603	-0.0565956	-0.0557051	-0.0627766	-0.0684846	-0.0683954
856	0.1712	-3.10901	14.6449	-4.95507	18.6118	48.5932	-20.0305	-0.0556859	-0.054	-0.0638169	-0.0563227	-0.0557486	-0.0627565	-0.0684997	-0.0684141
857	0.1714	-3.10901	14.6449	-4.95507	18.6118	48.5932	-20.0305	-0.0555765	-0.054	-0.0636967	-0.0563412	-0.0559667	-0.0626045	-0.0685136	-0.0684314
858	0.1716	-3.10901	14.6449	-4.95507	18.6118	48.5932	-20.0305	-0.0556926	-0.054	-0.0637554	-0.0560925	-0.0557196	-0.0626987	-0.0685266	-0.0684476
859	0.1718	-3.2007	14.4482	-4.95575	18.7532	48.5573	-20.031	-0.0557453	-0.054	-0.0635668	-0.0562035	-0.0559011	-0.0625672	-0.0685386	-0.0684625
860	0.172	-3.2007	14.4482	-4.95575	18.7532	48.5573	-20.031	-0.0557623	-0.054	-0.0635836	-0.0559643	-0.0557275	-0.0625435	-0.0685497	-0.0684764
861	0.1722	-3.2007	14.4482	-4.95575	18.7532	48.5573	-20.031	-0.055476	-0.054	-0.0635802	-0.0560638	-0.0556836	-0.062297	-0.06856	-0.0684893
862	0.1724	-3.2007	14.4482	-4.95575	18.7532	48.5573	-20.031	-0.0555012	-0.054	-0.0634752	-0.0558705	-0.055826	-0.0624646	-0.0685695	-0.0685013
863	0.1726	-3.2007	14.4482	-4.95575	18.7532	48.5573	-20.031	-0.0553264	-0.054	-0.0632489	-0.0560005	-0.0558509	-0.0625491	-0.0685782	-0.0685123
864	0.1728	-3.29181	14.2436	-4.9565	18.9006	48.5201	-20.0313	-0.0551334	-0.054	-0.0632959	-0.0561899	-0.0558711	-0.0624452	-0.0685863	-0.0685225
865	0.173	-3.29181	14.2436	-4.9565	18.9006	48.5201	-20.0313	-0.0551659	-0.054	-0.0632345	-0.0561404	-0.0557678	-0.0625213	-0.0685937	-0.068532
866	0.1732	-3.29181	14.2436	-4.9565	18.9006	48.5201	-20.0313	-0.0552072	-0.054	-0.0633827	-0.0561945	-0.0559262	-0.0625827	-0.0686004	-0.0685407
867	0.1734	-3.29181	14.2436	-4.9565	18.9006	48.5201	-20.0313	-0.0551147	-0.054	-0.0635184	-0.0560493	-0.0558458	-0.0623923	-0.0686067	-0.0685486
868	0.1736	-3.29181	14.2436	-4.9565	18.9006	48.5201	-20.0313	-0.0550748	-0.054	-0.0632522	-0.0562421	-0.0556341	-0.0624161	-0.0686123	-0.068556
869	0.1738	-3.38296	14.031	-4.95735	19.053	48.4811	-20.0313	0	-0.054	-0.0632823	-0.05616	-0.0558435	-0.0625016	-0.0686175	-0.0685627
870	0.174	-3.38296	14.031	-4.95735	19.053	48.4811	-20.0313	-0.0551798	-0.054	-0.0632203	-0.0558296	-0.0558278	-0.0624216	-0.0686222	-0.0685689
871	0.1742	-3.38296	14.031	-4.95735	19.053	48.4811	-20.0313	-0.0558275	-0.054	-0.0630569	-0.0555464	-0.0556959	-0.0622734	-0.0686264	-0.0685745
872	0.1744	-3.38296	14.031	-4.95735	19.053	48.4811	-20.0313	-0.0564593	-0.054	-0.0633182	-0.0554347	-0.0555823	-0.0623296	-0.0686303	-0.0685796
873	0.1746	-3.38296	14.031	-4.95735	19.053	48.4811	-20.0313	-0.0567308	-0.054	-0.0636107	-0.0552154	-0.0553167	-0.0622977	-0.0686337	-0.0685842
874	0.1748	-3.47475	13.8107	-4.95838	19.2093	48.4395	-20.0306	-0.057281	-0.054	-0.0638741	-0.0552268	-0.0554333	-0.0621704	-0.0686368	-0.0685884
875	0.175	-3.47475	13.8107	-4.95838	19.2093	48.4395	-20.0306	-0.0573467	-0.054	-0.0638531	0	-0.0555241	-0.0623591	-0.0686395	-0.0685922
876	0.1752	-3.47475	13.8107	-4.95838	19.2093	48.4395	-20.0306	-0.057792	-0.054	-0.0635869	-0.0552705	-0.0550032	-0.0627044	-0.0633364	-0.0685956
877	0.1754	-3.47475	13.8107	-4.95838	19.2093	48.4395	-20.0306	-0.0580903	-0.054	-0.0634271	-0.0555077	0	-0.0626198	0	-0.0685986
878	0.1756	-3.47475	13.8107	-4.95838	19.2093	48.4395	-20.0306	-0.0582202	-0.054	-0.0635932	-0.0560549	-0.0550157	-0.0625826	-0.0586621	-0.0634193
879	0.1758	-3.56739	13.5837	-4.95964	19.3681	48.3942	-20.0285	-0.0586183	-0.054	-0.0637268	-0.0563232	-0.055005	-0.0627994	-0.0579456	0
