TimeSlice	Time	hip_L_deg	knee_L_deg	ankle_L_deg	hip_R_deg	knee_R_deg	ankle_R_deg	RG_L_stance	RG_L_inhabit	RG_R_stance	PF_L_hip_ext	PF_L_knee	PF_L_dorsi	MN_L_hip_ext	MN_L_knee_ext
37692	7.5384	-12.0211	8.92293	-12.3794	12.272	-0.0568923	-4.98125	-0.0630349	-0.0535116	-0.0591295	-0.0604133	-0.0649852	-0.0616777	-0.0683594	-0.0687884
37693	7.5386	-12.0211	8.92293	-12.3794	12.272	-0.0568923	-4.98125	-0.062855	-0.0535226	-0.0591868	-0.060302	-0.0650449	-0.061626	-0.0683526	-0.0687842
37694	7.5388	-11.8441	9.40053	-12.6152	12.1664	-0.0556948	-4.97962	-0.0630017	0	-0.0591553	-0.0602569	-0.0649613	-0.0616104	-0.0683459	-0.0687801
37695	7.539	-11.8441	9.40053	-12.6152	12.1664	-0.0556948	-4.97962	-0.063451	-0.0528951	-0.058826	-0.0602464	-0.065058	-0.0616094	-0.0683392	-0.0687759
37696	7.5392	-11.8441	9.40053	-12.6152	12.1664	-0.0556948	-4.97962	-0.0635864	-0.0529624	-0.0586672	-0.0603173	-0.0649978	-0.0618001	-0.0683324	-0.0687718
37697	7.5394	-11.8441	9.40053	-12.6152	12.1664	-0.0556948	-4.97962	-0.0638243	-0.0530117	-0.0588293	-0.0601439	-0.0650765	-0.0620916	-0.0683257	-0.0687677
37698	7.5396	-11.8441	9.40053	-12.6152	12.1664	-0.0556948	-4.97962	-0.0638188	-0.0530489	-0.0587419	-0.0601428	-0.0651138	-0.0621023	-0.068319	-0.0687635
37699	7.5398	-11.665	9.89014	-12.8017	12.0576	-0.0577458	-4.97737	-0.0638812	-0.0530778	-0.0589021	-0.0600927	-0.0651277	-0.062157	-0.0683123	-0.0687594
37700	7.54	-11.665	9.89014	-12.8017	12.0576	-0.0577458	-4.97737	-0.0638216	-0.0531011	-0.0588322	-0.0601625	-0.0650955	-0.0620153	-0.0683057	-0.0687554
37701	7.5402	-11.665	9.89014	-12.8017	12.0576	-0.0577458	-4.97737	-0.0638302	-0.0531204	-0.0589858	-0.0598901	-0.065002	-0.061903	-0.068299	-0.0687513
37702	7.5404	-11.665	9.89014	-12.8017	12.0576	-0.0577458	-4.97737	-0.0641036	-0.0531369	-0.059005	-0.0601252	-0.0652098	-0.0620229	-0.0682924	-0.0687473
37703	7.5406	-11.665	9.89014	-12.8017	12.0576	-0.0577458	-4.97737	-0.0642679	-0.0531515	-0.0587746	-0.0602505	-0.0653116	-0.0622909	-0.0682859	-0.0687432
37704	7.5408	-11.4816	10.3975	-12.9262	11.9466	-0.0618425	-4.97509	-0.0642954	-0.0531646	-0.0588189	-0.0602612	-0.065466	-0.0625478	-0.0682793	-0.0687392
37705	7.541	-11.4816	10.3975	-12.9262	11.9466	-0.0618425	-4.97509	-0.0644442	-0.0531767	-0.0588174	-0.0599956	-0.0653181	-0.0627964	-0.0682728	-0.0687352
37706	7.5412	-11.4816	10.3975	-12.9262	11.9466	-0.0618425	-4.97509	-0.0643108	-0.0531882	-0.0587209	-0.0600778	-0.0651311	-0.0629523	-0.0682663	-0.0687312
37707	7.5414	-11.4816	10.3975	-12.9262	11.9466	-0.0618425	-4.97509	-0.0641277	-0.0531992	-0.058484	-0.0601812	-0.0648952	-0.0628566	-0.0682598	-0.0687272
37708	7.5416	-11.4816	10.3975	-12.9262	11.9466	-0.0618425	-4.97509	-0.0639059	-0.0532098	-0.0581368	-0.0603662	-0.0646442	-0.0631158	-0.0682534	-0.0687233
37709	7.5418	-11.2916	10.9338	-12.9297	11.8343	-0.0663194	-4.97291	-0.063832	-0.0532202	-0.0579987	-0.0603658	-0.0647836	-0.0632845	-0.068247	-0.0687193
37710	7.542	-11.2916	10.9338	-12.9297	11.8343	-0.0663194	-4.97291	-0.063829	-0.0532305	-0.0578787	-0.060241	-0.0648318	-0.0631778	-0.0682406	-0.0687154
37711	7.5422	-11.2916	10.9338	-12.9297	11.8343	-0.0663194	-4.97291	-0.0639162	-0.0532408	-0.0579124	-0.0599644	-0.0645059	-0.0632494	-0.0682343	-0.0687115
37712	7.5424	-11.2916	10.9338	-12.9297	11.8343	-0.0663194	-4.97291	-0.0640144	-0.053251	-0.0576901	-0.0601379	-0.0642869	-0.0634366	-0.068228	-0.0687075
37713	7.5426	-11.2916	10.9338	-12.9297	11.8343	-0.0663194	-4.97291	-0.0637932	-0.0532612	-0.0576047	-0.0602887	-0.0640397	-0.0635559	-0.0682217	-0.0687036
37714	7.5428	-11.0932	11.5065	-12.7709	11.7217	-0.0699387	-4.97099	-0.0636472	-0.0532715	-0.0574219	-0.0603599	-0.0638438	-0.0636743	-0.0682154	-0.0686998
37715	7.543	-11.0932	11.5065	-12.7709	11.7217	-0.0699387	-4.97099	-0.0637546	-0.0532818	-0.0572931	-0.0602708	-0.063754	-0.0638766	-0.0682092	-0.0686959
37716	7.5432	-11.0932	11.5065	-12.7709	11.7217	-0.0699387	-4.97099	-0.0639295	-0.0532923	-0.0570336	-0.0603167	-0.0639026	-0.0640362	-0.068203	-0.068692
37717	7.5434	-11.0932	11.5065	-12.7709	11.7217	-0.0699387	-4.97099	-0.0636536	-0.0533027	-0.0571952	-0.0603349	-0.0636978	-0.064255	-0.0681968	-0.0686882
37718	7.5436	-11.0932	11.5065	-12.7709	11.7217	-0.0699387	-4.97099	-0.0636462	-0.0533133	-0.057145	-0.0603137	-0.0635909	-0.0640903	-0.0681907	-0.0686844
37719	7.5438	-10.8856	12.1172	-12.4375	11.6091	-0.0721963	-4.96939	-0.0634762	-0.0533239	-0.0571409	-0.0601401	-0.0635602	-0.0640829	-0.0681846	-0.0686805
37720	7.544	-10.8856	12.1172	-12.4375	11.6091	-0.0721963	-4.96939	-0.0634161	-0.0533347	-0.0570278	-0.0600707	-0.0633444	-0.0641396	-0.0681785	-0.0686767
37721	7.5442	-10.8856	12.1172	-12.4375	11.6091	-0.0721963	-4.96939	-0.0631387	-0.0533455	-0.0567586	-0.0601515	-0.0635257	-0.0643171	-0.0681724	-0.0686729
37722	7.5444	-10.8856	12.1172	-12.4375	11.6091	-0.0721963	-4.96939	-0.0629126	-0.0533563	-0.0567425	-0.060205	-0.0634038	-0.0640497	-0.0681664	-0.0686691
37723	7.5446	-10.8856	12.1172	-12.4375	11.6091	-0.0721963	-4.96939	-0.0628477	-0.0533673	-0.0568666	-0.059935	-0.0632597	-0.0637721	-0.0681604	-0.0686654
37724	7.5448	-10.6691	12.7613	-11.9469	11.4962	-0.0732418	-4.96809	-0.0630354	-0.0533783	-0.056938	-0.0597671	-0.0630809	-0.0636709	-0.0681544	-0.0686616
37725	7.545	-10.6691	12.7613	-11.9469	11.4962	-0.0732418	-4.96809	-0.0628506	-0.0533893	-0.0570827	-0.0595875	-0.0630883	-0.0635082	-0.0681485	-0.0686579
37726	7.5452	-10.6691	12.7613	-11.9469	11.4962	-0.0732418	-4.96809	-0.0627853	-0.0534004	-0.0571535	-0.0595601	-0.0628397	-0.0633756	-0.0681426	-0.0686541
37727	7.5454	-10.6691	12.7613	-11.9469	11.4962	-0.0732418	-4.96809	-0.0627258	-0.0534116	-0.0569434	-0.0594983	-0.0627029	-0.0634066	-0.0681367	-0.0686504
37728	7.5456	-10.6691	12.7613	-11.9469	11.4962	-0.0732418	-4.96809	-0.0625859	-0.0534227	-0.0569052	-0.0595611	-0.0628386	-0.0634717	-0.0681308	-0.0686467
37729	7.5458	-10.4466	13.4127	-11.4987	11.3821	-0.0738167	-4.96701	-0.0623762	-0.0534339	-0.0566182	-0.0595062	-0.0629548	-0.0632775	-0.0681249	-0.0686429
37730	7.546	-10.4466	13.4127	-11.4987	11.3821	-0.0738167	-4.96701	-0.0623792	-0.053445	-0.0563421	-0.0595083	-0.0630644	-0.0632409	-0.0681191	-0.0686392
37731	7.5462	-10.4466	13.4127	-11.4987	11.3821	-0.0738167	-4.96701	-0.0624941	-0.0534562	-0.0561855	-0.0592353	-0.0631641	-0.0631611	-0.0681133	-0.0686356
37732	7.5464	-10.4466	13.4127	-11.4987	11.3821	-0.0738167	-4.96701	-0.062241	-0.0534674	-0.0561737	-0.059124	-0.0629211	-0.062993	-0.0681076	-0.0686319
37733	7.5466	-10.4466	13.4127	-11.4987	11.3821	-0.0738167	-4.96701	-0.0620593	-0.0534785	-0.0560676	-0.0588704	-0.0630688	-0.0634794	-0.0681018	-0.0686282
37734	7.5468	-10.2188	14.0609	-11.2962	11.266	-0.0744735	-4.96601	-0.0618725	-0.0534896	-0.0558107	-0.0589918	-0.0631369	-0.0634151	-0.0680961	-0.0686245
37735	7.547	-10.2188	14.0609	-11.2962	11.266	-0.0744735	-4.96601	-0.061749	-0.0535006	-0.0556907	-0.0591565	-0.0628263	-0.0634719	-0.0680904	-0.0686209
37736	7.5472	-10.2188	14.0609	-11.2962	11.266	-0.0744735	-4.96601	-0.0618204	-0.0535116	-0.0556933	-0.0591311	-0.062571	-0.0637246	-0.0680847	-0.0686172
37737	7.5474	-10.2188	14.0609	-11.2962	11.266	-0.0744735	-4.96601	-0.0615694	-0.0535226	-0.0557962	-0.0590316	-0.0624718	-0.0639996	-0.0680791	-0.0686136
37738	7.5476	-10.2188	14.0609	-11.2962	11.266	-0.0744735	-4.96601	-0.0613593	0	-0.0558916	-0.0588387	-0.0624647	-0.0643171	-0.0680734	-0.06861
37739	7.5478	-9.98606	14.7001	-11.4354	11.1475	-0.0754127	-4.96504	-0.0617312	-0.0528951	-0.0556236	-0.058837	-0.0623643	-0.0644452	-0.0680678	-0.0686064
37740	7.548	-9.98606	14.7001	-11.4354	11.1475	-0.0754127	-4.96504	-0.062098	-0.0529624	-0.0557735	-0.0587294	-0.0624255	-0.0642437	-0.0680622	-0.0686028
37741	7.5482	-9.98606	14.7001	-11.4354	11.1475	-0.0754127	-4.96504	-0.0621811	-0.0530117	-0.0559768	-0.0586205	-0.0622396	-0.0640393	-0.0680567	-0.0685991
37742	7.5484	-9.98606	14.7001	-11.4354	11.1475	-0.0754127	-4.96504	-0.0621741	-0.0530489	-0.0557142	-0.0584376	-0.0620815	-0.0642213	-0.0680511	-0.0685956
37743	7.5486	-9.98606	14.7001	-11.4354	11.1475	-0.0754127	-4.96504	-0.0621716	-0.0530778	-0.0555379	-0.0583371	-0.0621901	-0.0642145	-0.0680456	-0.068592
37744	7.5488	-9.74961	15.3289	-11.8704	11.0259	-0.0764541	-4.96406	-0.0621477	-0.0531011	-0.0552807	-0.0583496	-0.0619216	-0.0642453	-0.0680401	-0.0685884
37745	7.549	-9.74961	15.3289	-11.8704	11.0259	-0.0764541	-4.96406	-0.0621931	-0.0531204	-0.0553268	-0.0582975	-0.0620681	-0.0641695	-0.0680346	-0.0685848
37746	7.5492	-9.74961	15.3289	-11.8704	11.0259	-0.0764541	-4.96406	-0.0621983	-0.0531369	-0.0552063	-0.0584227	-0.0618329	-0.0643916	-0.0680292	-0.0685813
37747	7.5494	-9.74961	15.3289	-11.8704	11.0259	-0.0764541	-4.96406	-0.0624369	-0.0531515	-0.0552578	-0.0584728	-0.061912	-0.0645657	-0.0680238	-0.0685777
37748	7.5496	-9.74961	15.3289	-11.8704	11.0259	-0.0764541	-4.96406	-0.0624655	-0.0531646	-0.0553496	-0.0584242	-0.0616542	-0.0646797	-0.0680183	-0.0685742
37749	7.5498	-9.51136	15.946	-12.54	10.9005	-0.0775236	-4.96321	-0.0624616	-0.0531767	-0.0555647	-0.0583308	-0.0615148	-0.0646576	-0.068013	-0.0685706
37750	7.55	-9.51136	15.946	-12.54	10.9005	-0.0775236	-4.96321	-0.0625991	-0.0531882	-0.0554965	-0.0582605	-0.061466	-0.0643523	-0.0680076	-0.0685671
37751	7.5502	-9.51136	15.946	-12.54	10.9005	-0.0775236	-4.96321	-0.0626708	-0.0531992	-0.0552807	-0.0583084	-0.0616357	-0.0643338	-0.0680022	-0.0685636
37752	7.5504	-9.51136	15.946	-12.54	10.9005	-0.0775236	-4.96321	-0.0627311	-0.0532098	-0.0552846	-0.0580185	-0.0617622	-0.0644716	-0.0679969	-0.06856
37753	7.5506	-9.51136	15.946	-12.54	10.9005	-0.0775236	-4.96321	-0.0627369	-0.0532202	-0.0552859	-0.0582041	-0.0617662	-0.064634	-0.0679916	-0.0685565
37754	7.5508	-9.27406	16.5503	-13.3446	10.7704	-0.0782785	-4.96249	-0.0627687	-0.0532305	-0.0552244	-0.0583488	-0.0614871	-0.0644043	-0.0679863	-0.068553
37755	7.551	-9.27406	16.5503	-13.3446	10.7704	-0.0782785	-4.96249	-0.0629021	-0.0532408	-0.0551622	-0.0583717	-0.0612166	-0.0644802	-0.067981	-0.0685495
37756	7.5512	-9.27406	16.5503	-13.3446	10.7704	-0.0782785	-4.96249	-0.0627187	-0.053251	-0.0551237	-0.0583002	-0.0612994	-0.0646073	-0.0679757	-0.068546
37757	7.5514	-9.27406	16.5503	-13.3446	10.7704	-0.0782785	-4.96249	-0.0627891	-0.0532612	-0.0553404	-0.0582175	-0.0613806	-0.0644502	-0.0679705	-0.0685425
37758	7.5516	-9.27406	16.5503	-13.3446	10.7704	-0.0782785	-4.96249	-0.0628592	-0.0532715	-0.0552924	-0.0583198	-0.0615066	-0.064514	-0.0679653	-0.068539
37759	7.5518	-9.04057	17.1408	-14.173	10.6352	-0.0781587	-4.96206	-0.0630237	-0.0532818	-0.0553375	-0.058214	-0.0613349	-0.0642433	-0.0679601	-0.0685356
37760	7.552	-9.04057	17.1408	-14.173	10.6352	-0.0781587	-4.96206	-0.0627943	-0.0532923	-0.0554656	-0.0581061	-0.0614052	-0.0641834	-0.0679549	-0.0685321
37761	7.5522	-9.04057	17.1408	-14.173	10.6352	-0.0781587	-4.96206	-0.0626245	-0.0533027	-0.055432	-0.0578466	-0.0611619	-0.0639286	-0.0679497	-0.0685286
37762	7.5524	-9.04057	17.1408	-14.173	10.6352	-0.0781587	-4.96206	-0.062741	-0.0533133	-0.0555258	-0.0577545	-0.0610795	-0.064002	-0.0679445	-0.0685252
37763	7.5526	-9.04057	17.1408	-14.173	10.6352	-0.0781587	-4.96206	-0.0629352	-0.0533239	-0.0557056	-0.0576045	-0.0607852	-0.064136	-0.0679394	-0.0685217
37764	7.5528	-8.81329	17.7159	-14.9283	10.4952	-0.0766267	-4.9622	-0.0627437	-0.0533347	-0.0554847	-0.0576188	-0.0607503	-0.0642574	-0.0679343	-0.0685183
37765	7.553	-8.81329	17.7159	-14.9283	10.4952	-0.0766267	-4.9622	-0.0624754	-0.0533455	-0.0552836	-0.0576202	-0.0608554	-0.0641707	-0.0679291	-0.0685148
37766	7.5532	-8.81329	17.7159	-14.9283	10.4952	-0.0766267	-4.9622	-0.0623163	-0.0533563	-0.0551981	-0.0577984	-0.0607327	-0.0641457	-0.067924	-0.0685114
37767	7.5534	-8.81329	17.7159	-14.9283	10.4952	-0.0766267	-4.9622	-0.0623942	-0.0533673	-0.0551534	-0.0577173	-0.0610612	-0.0640881	-0.067919	-0.0685593
37768	7.5536	-8.81329	17.7159	-14.9283	10.4952	-0.0766267	-4.9622	-0.0622631	-0.0533783	0	-0.0574368	-0.0611114	-0.0640236	-0.0679139	-0.0685928
37769	7.5538	-8.59301	18.28	-15.5793	10.3506	-0.0735309	-4.96324	-0.0626143	-0.0533893	-0.05535	-0.057405	-0.0611379	-0.0641096	-0.0679088	-0.0686159
37770	7.554	-8.59301	18.28	-15.5793	10.3506	-0.0735309	-4.96324	-0.0626664	-0.0534004	-0.0557251	-0.0574036	-0.0613876	-0.0641481	-0.0679038	-0.0686314
37771	7.5542	-8.59301	18.28	-15.5793	10.3506	-0.0735309	-4.96324	-0.0625665	-0.0534116	-0.0561211	-0.0574808	-0.0617038	-0.0641585	-0.0678988	-0.0686412
37772	7.5544	-8.59301	18.28	-15.5793	10.3506	-0.0735309	-4.96324	-0.0627673	-0.0534227	-0.0565643	-0.0574778	-0.061643	-0.064184	-0.0678938	-0.0686469
37773	7.5546	-8.59301	18.28	-15.5793	10.3506	-0.0735309	-4.96324	-0.0627297	-0.0534339	-0.0570413	-0.0573466	-0.0619272	-0.0641405	-0.0678888	-0.0686496
37774	7.5548	-8.37901	18.8424	-16.1762	10.2019	-0.069211	-4.96532	-0.0627564	-0.053445	-0.0573243	-0.0571741	-0.061913	-0.0639325	-0.0678838	-0.0686501
37775	7.555	-8.37901	18.8424	-16.1762	10.2019	-0.069211	-4.96532	-0.0630378	-0.0534562	-0.0576223	-0.0571105	-0.0620805	-0.0638064	-0.0678788	-0.068649
37776	7.5552	-8.37901	18.8424	-16.1762	10.2019	-0.069211	-4.96532	-0.0630814	-0.0534674	-0.0578631	-0.0576075	-0.0619854	-0.0633527	-0.0679499	-0.0686467
37777	7.5554	-8.37901	18.8424	-16.1762	10.2019	-0.069211	-4.96532	-0.0630237	-0.0534785	-0.0579171	-0.0576794	-0.0619905	-0.0627689	-0.0680044	-0.0686436
37778	7.5556	-8.37901	18.8424	-16.1762	10.2019	-0.069211	-4.96532	-0.0629429	-0.0534896	-0.0582092	-0.0579117	-0.0619057	-0.0627641	-0.0680458	-0.0686398
37779	7.5558	-8.17219	19.4026	-16.7259	10.0491	-0.06431	-4.96806	-0.0631153	-0.0535006	-0.0584515	-0.0580713	-0.062223	-0.0624001	-0.0680769	-0.0686355
37780	7.556	-8.17219	19.4026	-16.7259	10.0491	-0.06431	-4.96806	-0.0629865	-0.0535116	-0.0584582	-0.0580734	-0.0626934	-0.0622773	-0.0680998	-0.0686309
37781	7.5562	-8.17219	19.4026	-16.7259	10.0491	-0.06431	-4.96806	-0.0628117	-0.0535226	-0.0586153	-0.0582824	-0.0628504	-0.0620072	-0.0681161	-0.068626
37782	7.5564	-8.17219	19.4026	-16.7259	10.0491	-0.06431	-4.96806	-0.0629683	0	-0.0589304	-0.0585	-0.0628677	-0.0618716	-0.0681274	-0.068621
37783	7.5566	-8.17219	19.4026	-16.7259	10.0491	-0.06431	-4.96806	-0.0633661	-0.0528951	-0.0589798	-0.0587732	-0.0632666	-0.061735	-0.0681346	-0.0686158
37784	7.5568	-7.97236	19.9626	-17.2114	9.89238	-0.0593976	-4.97099	-0.0634422	-0.0529624	-0.0592735	-0.0591219	-0.0635303	-0.0617878	-0.0681385	-0.0686106
37785	7.557	-7.97236	19.9626	-17.2114	9.89238	-0.0593976	-4.97099	-0.0633917	-0.0530117	-0.0593252	-0.0593614	-0.0637774	-0.0616814	-0.0681399	-0.0686053
37786	7.5572	-7.97236	19.9626	-17.2114	9.89238	-0.0593976	-4.97099	-0.0634928	-0.0530489	-0.059556	-0.0593721	-0.0636743	-0.0614554	-0.0681392	-0.0685999
37787	7.5574	-7.97236	19.9626	-17.2114	9.89238	-0.0593976	-4.97099	-0.0635305	-0.0530778	-0.0597538	-0.0596529	-0.0637329	-0.0615398	-0.0681369	-0.0685946
37788	7.5576	-7.97236	19.9626	-17.2114	9.89238	-0.0593976	-4.97099	-0.0639276	-0.0531011	-0.0596173	-0.0597048	-0.0635783	-0.0615972	-0.0681333	-0.0685892
37789	7.5578	-7.78089	20.5273	-17.6005	9.72897	-0.0564023	-4.97043	-0.0639836	-0.0531204	-0.0595523	-0.0596763	-0.0636004	-0.0615004	-0.0681286	-0.0685838
37790	7.558	-7.78089	20.5273	-17.6005	9.72897	-0.0564023	-4.97043	-0.0642999	-0.0531369	-0.0592987	-0.0599472	-0.0637307	-0.0616835	-0.0681232	-0.0685785
37791	7.5582	-7.78089	20.5273	-17.6005	9.72897	-0.0564023	-4.97043	-0.0642995	-0.0531515	-0.0591954	-0.0602148	-0.0638655	-0.0614977	-0.0681171	-0.0685731
37792	7.5584	-7.78089	20.5273	-17.6005	9.72897	-0.0564023	-4.97043	-0.0641598	-0.0531646	-0.0592699	-0.0604588	-0.0639004	-0.0617718	-0.0681106	-0.0685678
37793	7.5586	-7.78089	20.5273	-17.6005	9.72897	-0.0564023	-4.97043	-0.0643821	-0.0531767	-0.0590891	-0.060524	-0.064117	-0.0619818	-0.0681036	-0.0685624
37794	7.5588	-7.59811	21.1022	-17.8697	9.55719	-0.0564386	-4.9692	-0.0641506	-0.0531882	-0.0592916	-0.0605588	-0.0641078	-0.0621284	-0.0680963	-0.0685571
37795	7.559	-7.59811	21.1022	-17.8697	9.55719	-0.0564386	-4.9692	-0.0642846	-0.0531992	-0.0593636	-0.0606916	-0.0644864	-0.0623356	-0.0680887	-0.0685518
37796	7.5592	-7.59811	21.1022	-17.8697	9.55719	-0.0564386	-4.9692	-0.0642939	-0.0532098	-0.0594432	-0.0607505	-0.0645565	-0.0624584	-0.068081	-0.0685465
37797	7.5594	-7.59811	21.1022	-17.8697	9.55719	-0.0564386	-4.9692	-0.0640489	-0.0532202	-0.0595412	-0.0608581	-0.064423	-0.0623106	-0.0680732	-0.0685413
37798	7.5596	-7.59811	21.1022	-17.8697	9.55719	-0.0564386	-4.9692	-0.0641715	-0.0532305	-0.0596726	-0.0609005	-0.0642914	-0.0620916	-0.0680652	-0.0685361
37799	7.5598	-7.42098	21.6983	-17.9571	9.37842	-0.0586214	-4.9679	-0.0641164	-0.0532408	-0.0596221	-0.0610816	-0.0643647	-0.0622309	-0.0680571	-0.0685309
37800	7.56	-7.42098	21.6983	-17.9571	9.37842	-0.0586214	-4.9679	-0.064082	-0.053251	-0.0593598	-0.0612585	-0.064572	-0.0622826	-0.068049	-0.0685257
37801	7.5602	-7.42098	21.6983	-17.9571	9.37842	-0.0586214	-4.9679	-0.0642204	-0.0532612	-0.0594557	-0.0613228	-0.0646462	-0.0620604	-0.0680408	-0.0685205
37802	7.5604	-7.42098	21.6983	-17.9571	9.37842	-0.0586214	-4.9679	-0.063931	-0.0532715	-0.0593906	-0.061441	-0.0644325	-0.0618483	-0.0680327	-0.0685154
37803	7.5606	-7.42098	21.6983	-17.9571	9.37842	-0.0586214	-4.9679	-0.0639106	-0.0532818	-0.0592362	-0.0612221	-0.064573	-0.0619087	-0.0680245	-0.0685102
37804	7.5608	-7.2471	22.322	-17.8236	9.19435	-0.0615153	-4.9666	-0.0636393	-0.0532923	-0.0589456	-0.0612782	-0.0644262	-0.061983	-0.0680163	-0.0685051
37805	7.561	-7.2471	22.322	-17.8236	9.19435	-0.0615153	-4.9666	-0.0638677	-0.0533027	-0.0587067	-0.0612272	-0.0643419	-0.0617345	-0.0680081	-0.0685
37806	7.5612	-7.2471	22.322	-17.8236	9.19435	-0.0615153	-4.9666	-0.063896	-0.0533133	-0.0585499	-0.0610171	-0.0641711	-0.0618835	-0.068	-0.068495
37807	7.5614	-7.2471	22.322	-17.8236	9.19435	-0.0615153	-4.9666	-0.0638518	-0.0533239	-0.0584541	-0.0610473	-0.0643783	-0.0619239	-0.0679918	-0.0684899
37808	7.5616	-7.2471	22.322	-17.8236	9.19435	-0.0615153	-4.9666	-0.0635898	-0.0533347	-0.0584193	-0.0609255	-0.0644968	-0.0622304	-0.0679837	-0.0684849
37809	7.5618	-7.07509	22.9726	-17.4621	9.00641	-0.0639538	-4.96544	-0.0634795	-0.0533455	-0.0585026	-0.060988	-0.0644232	-0.0625249	-0.0679756	-0.0684799
37810	7.562	-7.07509	22.9726	-17.4621	9.00641	-0.0639538	-4.96544	-0.0632047	-0.0533563	-0.0584788	-0.060733	-0.0644937	-0.0628102	-0.0679675	-0.0684749
37811	7.5622	-7.07509	22.9726	-17.4621	9.00641	-0.0639538	-4.96544	-0.0633045	-0.0533673	-0.0583016	-0.0605941	-0.0642601	-0.0626729	-0.0679595	-0.06847
37812	7.5624	-7.07509	22.9726	-17.4621	9.00641	-0.0639538	-4.96544	-0.0633989	-0.0533783	-0.0581389	-0.0604107	-0.0644242	-0.0625486	-0.0679515	-0.0684651
37813	7.5626	-7.07509	22.9726	-17.4621	9.00641	-0.0639538	-4.96544	-0.0633277	-0.0533893	-0.0578159	-0.0603094	-0.0645084	-0.0627673	-0.0679435	-0.0684601
37814	7.5628	-6.90462	23.6422	-16.9008	8.81558	-0.0653706	-4.96452	-0.0631213	-0.0534004	-0.0579797	-0.0600335	-0.064451	-0.0628809	-0.0679356	-0.0684552
37815	7.563	-6.90462	23.6422	-16.9008	8.81558	-0.0653706	-4.96452	-0.0628489	-0.0534116	-0.0580164	-0.0602088	-0.0645419	-0.0629479	-0.0679277	-0.0684504
37816	7.5632	-6.90462	23.6422	-16.9008	8.81558	-0.0653706	-4.96452	-0.0630674	-0.0534227	-0.0578838	-0.06035	-0.0645324	-0.0629471	-0.0679198	-0.0684455
37817	7.5634	-6.90462	23.6422	-16.9008	8.81558	-0.0653706	-4.96452	-0.0628404	-0.0534339	-0.0577767	-0.0604906	-0.0645651	-0.0631725	-0.067912	-0.0684407
37818	7.5636	-6.90462	23.6422	-16.9008	8.81558	-0.0653706	-4.96452	-0.062722	-0.053445	-0.0574831	-0.0604131	-0.0642517	-0.0632831	-0.0679042	-0.0684358
37819	7.5638	-6.73609	24.3172	-16.2044	8.62237	-0.0657798	-4.96381	-0.0626937	-0.0534562	-0.0573975	-0.060455	-0.0642157	-0.0632846	-0.0678965	-0.068431
37820	7.564	-6.73609	24.3172	-16.2044	8.62237	-0.0657798	-4.96381	-0.0628485	-0.0534674	-0.0572536	-0.0604732	-0.0643785	-0.0631721	-0.0678888	-0.0684263
37821	7.5642	-6.73609	24.3172	-16.2044	8.62237	-0.0657798	-4.96381	-0.0625962	-0.0534785	-0.0569513	-0.0603076	-0.0641382	-0.0632783	-0.0678811	-0.0684215
37822	7.5644	-6.73609	24.3172	-16.2044	8.62237	-0.0657798	-4.96381	-0.0625342	-0.0534896	-0.0566943	-0.0602871	-0.0641085	-0.0635208	-0.0678735	-0.0684167
37823	7.5646	-6.73609	24.3172	-16.2044	8.62237	-0.0657798	-4.96381	-0.0623755	-0.0535006	-0.0568763	-0.0603787	-0.0641722	-0.0635452	-0.0678659	-0.068412
37824	7.5648	-6.56817	24.9832	-15.6464	8.42699	-0.06571	-4.96327	-0.0623123	-0.0535116	-0.0566527	-0.0602374	-0.0642039	-0.0635154	-0.0678583	-0.0684073
37825	7.565	-6.56817	24.9832	-15.6464	8.42699	-0.06571	-4.96327	-0.0623955	-0.0535226	-0.0564598	-0.0603781	-0.0639705	-0.0634789	-0.0678508	-0.0684026
37826	7.5652	-6.56817	24.9832	-15.6464	8.42699	-0.06571	-4.96327	-0.0624436	0	-0.0565022	-0.060093	-0.063845	-0.063858	-0.0678433	-0.0683979
37827	7.5654	-6.56817	24.9832	-15.6464	8.42699	-0.06571	-4.96327	-0.0629074	-0.0528951	-0.0564701	-0.0600623	-0.063575	-0.0640827	-0.0678359	-0.0683933
37828	7.5656	-6.56817	24.9832	-15.6464	8.42699	-0.06571	-4.96327	-0.0631959	-0.0529624	-0.0565725	-0.0597572	-0.0633068	-0.0640605	-0.0678285	-0.0683886
37829	7.5658	-6.39908	25.6302	-15.4576	8.22974	-0.065608	-4.96281	-0.0631239	-0.0530117	-0.0564535	-0.0594312	-0.0632495	-0.0640956	-0.0678211	-0.068384
37830	7.566	-6.39908	25.6302	-15.4576	8.22974	-0.065608	-4.96281	-0.0632196	-0.0530489	-0.0561762	-0.0594134	-0.0633847	-0.0639967	-0.0678138	-0.0683794
37831	7.5662	-6.39908	25.6302	-15.4576	8.22974	-0.065608	-4.96281	-0.0633875	-0.0530778	-0.0561687	-0.0593105	-0.063125	-0.0642618	-0.0678065	-0.0683748
37832	7.5664	-6.39908	25.6302	-15.4576	8.22974	-0.065608	-4.96281	-0.0634018	-0.0531011	-0.0561662	-0.0593236	-0.0632426	-0.0642154	-0.0677992	-0.0683702
37833	7.5666	-6.39908	25.6302	-15.4576	8.22974	-0.065608	-4.96281	-0.063361	-0.0531204	-0.0559325	-0.0592542	-0.0632738	-0.0643025	-0.067792	-0.0683656
