TimeSlice	Time	L RG ext IN	L RG flx IN	L RG ext	L RG flx
4422	0.8844	-0.06	-0.057208	-0.0605702	-0.0579343
4423	0.8846	-0.06	-0.057208	-0.0605701	-0.0579343
4424	0.8848	-0.06	-0.057208	-0.0605701	-0.0579343
4425	0.885	-0.06	-0.057208	-0.0605701	-0.0579343
4426	0.8852	-0.06	-0.057208	-0.0605701	-0.0579343
4427	0.8854	-0.06	-0.057208	-0.0605701	-0.0579343
4428	0.8856	-0.06	-0.057208	-0.0605701	-0.0579343
4429	0.8858	-0.06	-0.057208	-0.0605701	-0.0579343
4430	0.886	-0.06	-0.057208	-0.0605701	-0.0579343
4431	0.8862	-0.06	-0.057208	-0.0605701	-0.0579343
4432	0.8864	-0.06	-0.057208	-0.0605701	-0.0579343
4433	0.8866	-0.06	-0.057208	-0.0605701	-0.0579343
4434	0.8868	-0.06	-0.057208	-0.0605701	-0.0579343
4435	0.887	-0.06	-0.057208	-0.0605701	-0.0579343
4436	0.8872	-0.06	-0.057208	-0.0605701	-0.0579343
4437	0.8874	-0.06	-0.057208	-0.0605701	-0.0579343
4438	0.8876	-0.06	-0.057208	-0.0605701	-0.0579343
4439	0.8878	-0.06	-0.057208	-0.0605701	-0.0579343
4440	0.888	-0.06	-0.057208	-0.0605701	-0.0579343
4441	0.8882	-0.06	-0.057208	-0.0605701	-0.0579343
4442	0.8884	-0.06	-0.057208	-0.0605701	-0.0579343
4443	0.8886	-0.06	-0.057208	-0.0605701	-0.0579343
4444	0.8888	-0.06	-0.057208	-0.0605701	-0.0579343
4445	0.889	-0.06	-0.057208	-0.0605701	-0.0579343
4446	0.8892	-0.06	-0.057208	-0.0605701	-0.0579343
4447	0.8894	-0.06	-0.057208	-0.0605701	-0.0579343
4448	0.8896	-0.06	-0.057208	-0.0605701	-0.0579343
4449	0.8898	-0.06	-0.057208	-0.0605701	-0.0579343
4450	0.89	-0.06	-0.057208	-0.0605701	-0.0579343
4451	0.8902	-0.06	-0.057208	-0.0605701	-0.0579343
4452	0.8904	-0.06	-0.057208	-0.0605701	-0.0579343
4453	0.8906	-0.06	-0.057208	-0.0605701	-0.0579343
4454	0.8908	-0.06	-0.057208	-0.0605701	-0.0579343
4455	0.891	-0.06	-0.057208	-0.0605701	-0.0579343
4456	0.8912	-0.06	-0.057208	-0.0605701	-0.0579343
4457	0.8914	-0.06	-0.057208	-0.0605701	-0.0579343
4458	0.8916	-0.06	-0.057208	-0.0605701	-0.0579343
4459	0.8918	-0.06	-0.057208	-0.0605701	-0.0579343
4460	0.892	-0.06	-0.057208	-0.0605701	-0.0579343
4461	0.8922	-0.06	-0.057208	-0.0605701	-0.0579343
4462	0.8924	-0.06	-0.057208	-0.0605701	-0.0579343
4463	0.8926	-0.06	-0.057208	-0.0605701	-0.0579343
4464	0.8928	-0.06	-0.057208	-0.0605701	-0.0579343
4465	0.893	-0.06	-0.057208	-0.06057	-0.0579343
4466	0.8932	-0.06	-0.057208	-0.06057	-0.0579343
4467	0.8934	-0.06	-0.057208	-0.06057	-0.0579343
4468	0.8936	-0.06	-0.057208	-0.06057	-0.0579343
4469	0.8938	-0.06	-0.057208	-0.06057	-0.0579343
4470	0.894	-0.06	-0.057208	-0.06057	-0.0579343
4471	0.8942	-0.06	-0.057208	-0.06057	-0.0579343
4472	0.8944	-0.06	-0.057208	-0.06057	-0.0579343
4473	0.8946	-0.06	-0.057208	-0.06057	-0.0579343
4474	0.8948	-0.06	-0.057208	-0.06057	-0.0579343
4475	0.895	-0.06	-0.057208	-0.06057	-0.0579343
4476	0.8952	-0.06	-0.057208	-0.06057	-0.0579343
4477	0.8954	-0.06	-0.057208	-0.06057	-0.0579343
4478	0.8956	-0.06	-0.057208	-0.06057	-0.0579343
4479	0.8958	-0.06	-0.057208	-0.06057	-0.0579343
4480	0.896	-0.06	-0.057208	-0.06057	-0.0579343
4481	0.8962	-0.06	-0.057208	-0.06057	-0.0579343
4482	0.8964	-0.06	-0.057208	-0.06057	-0.0579343
4483	0.8966	-0.06	-0.057208	-0.06057	-0.0579343
4484	0.8968	-0.06	-0.057208	-0.06057	-0.0579343
4485	0.897	-0.06	-0.057208	-0.06057	-0.0579343
4486	0.8972	-0.06	-0.057208	-0.06057	-0.0579343
4487	0.8974	-0.06	-0.057208	-0.06057	-0.0579343
4488	0.8976	-0.06	-0.057208	-0.06057	-0.0579343
4489	0.8978	-0.06	-0.057208	-0.06057	-0.0579343
4490	0.898	-0.06	-0.057208	-0.06057	-0.0579343
4491	0.8982	-0.06	-0.057208	-0.06057	-0.0579343
4492	0.8984	-0.06	-0.057208	-0.06057	-0.0579343
4493	0.8986	-0.06	-0.057208	-0.06057	-0.0579343
4494	0.8988	-0.06	-0.057208	-0.06057	-0.0579343
4495	0.899	-0.06	-0.057208	-0.06057	-0.0579343
4496	0.8992	-0.06	-0.057208	-0.06057	-0.0579343
4497	0.8994	-0.06	-0.057208	-0.06057	-0.0579343
4498	0.8996	-0.06	-0.057208	-0.06057	-0.0579343
4499	0.8998	-0.06	-0.057208	-0.06057	-0.0579343
4500	0.9	-0.06	-0.057208	-0.06057	-0.0579343
4501	0.9002	-0.06	-0.057208	-0.06057	-0.0579343
4502	0.9004	-0.06	-0.057208	-0.06057	-0.0579343
4503	0.9006	-0.06	-0.057208	-0.06057	-0.0579343
4504	0.9008	-0.06	-0.057208	-0.06057	-0.0579343
4505	0.901	-0.06	-0.057208	-0.06057	-0.0579343
4506	0.9012	-0.06	-0.057208	-0.06057	-0.0579343
4507	0.9014	-0.06	-0.057208	-0.0605699	-0.0579343
4508	0.9016	-0.06	-0.057208	-0.0605699	-0.0579343
4509	0.9018	-0.06	-0.057208	-0.0605699	-0.0579343
4510	0.902	-0.06	-0.057208	-0.0605699	-0.0579343
4511	0.9022	-0.06	-0.057208	-0.0605699	-0.0579343
4512	0.9024	-0.06	-0.057208	-0.0605699	-0.0579343
4513	0.9026	-0.06	-0.057208	-0.0605699	-0.0579343
4514	0.9028	-0.06	-0.057208	-0.0605699	-0.0579343
4515	0.903	-0.06	-0.057208	-0.0605699	-0.0579343
4516	0.9032	-0.06	-0.057208	-0.0605699	-0.0579343
4517	0.9034	-0.06	-0.057208	-0.0605699	-0.0579343
4518	0.9036	-0.06	-0.057208	-0.0605699	-0.0579343
4519	0.9038	-0.06	-0.057208	-0.0605699	-0.0579343
4520	0.904	-0.06	-0.057208	-0.0605699	-0.0579343
4521	0.9042	-0.06	-0.057208	-0.0605699	-0.0579343
4522	0.9044	-0.06	-0.057208	-0.0605699	-0.0579343
4523	0.9046	-0.06	-0.057208	-0.0605699	-0.0579343
4524	0.9048	-0.06	-0.057208	-0.0605699	-0.0579343
4525	0.905	-0.06	-0.057208	-0.0605699	-0.0579343
4526	0.9052	-0.06	-0.057208	-0.0605699	-0.0579343
4527	0.9054	-0.06	-0.057208	-0.0605699	-0.0579343
4528	0.9056	-0.06	-0.057208	-0.0605699	-0.0579343
4529	0.9058	-0.06	-0.057208	-0.0605699	-0.0579343
4530	0.906	-0.06	-0.057208	-0.0605699	-0.0579343
4531	0.9062	-0.06	-0.057208	-0.0605699	-0.0579343
4532	0.9064	-0.06	-0.057208	-0.0605699	-0.0579343
4533	0.9066	-0.06	-0.057208	-0.0605699	-0.0579343
4534	0.9068	-0.06	-0.057208	-0.0605699	-0.0579343
4535	0.907	-0.06	-0.057208	-0.0605699	-0.0579343
4536	0.9072	-0.06	-0.057208	-0.0605699	-0.0579343
4537	0.9074	-0.06	-0.057208	-0.0605699	-0.0579343
4538	0.9076	-0.06	-0.057208	-0.0605699	-0.0579343
4539	0.9078	-0.06	-0.057208	-0.0605699	-0.0579343
4540	0.908	-0.06	-0.057208	-0.0605699	-0.0579343
4541	0.9082	-0.06	-0.057208	-0.0605699	-0.0579343
4542	0.9084	-0.06	-0.057208	-0.0605699	-0.0579343
4543	0.9086	-0.06	-0.057208	-0.0605699	-0.0579343
4544	0.9088	-0.06	-0.057208	-0.0605699	-0.0579343
4545	0.909	-0.06	-0.057208	-0.0605699	-0.0579343
4546	0.9092	-0.06	-0.057208	-0.0605699	-0.0579343
4547	0.9094	-0.06	-0.057208	-0.0605699	-0.0579343
4548	0.9096	-0.06	-0.057208	-0.0605699	-0.0579343
4549	0.9098	-0.06	-0.057208	-0.0605699	-0.0579343
4550	0.91	-0.06	-0.057208	-0.0605699	-0.0579343
4551	0.9102	-0.06	-0.057208	-0.0605699	-0.0579343
4552	0.9104	-0.06	-0.057208	-0.0605699	-0.0579343
4553	0.9106	-0.06	-0.057208	-0.0605698	-0.0579343
4554	0.9108	-0.06	-0.057208	-0.0605698	-0.0579343
4555	0.911	-0.06	-0.057208	-0.0605698	-0.0579343
4556	0.9112	-0.06	-0.057208	-0.0605698	-0.0579343
4557	0.9114	-0.06	-0.057208	-0.0605698	-0.0579343
4558	0.9116	-0.06	-0.057208	-0.0605698	-0.0579343
4559	0.9118	-0.06	-0.057208	-0.0605698	-0.0579343
4560	0.912	-0.06	-0.057208	-0.0605698	-0.0579343
4561	0.9122	-0.06	-0.057208	-0.0605698	-0.0579343
4562	0.9124	-0.06	-0.057208	-0.0605698	-0.0579343
4563	0.9126	-0.06	-0.057208	-0.0605698	-0.0579343
4564	0.9128	-0.06	-0.0572081	-0.0605698	-0.0579343
4565	0.913	-0.06	-0.0572081	-0.0605698	-0.0579343
4566	0.9132	-0.06	-0.0572081	-0.0605698	-0.0579343
4567	0.9134	-0.06	-0.0572081	-0.0605698	-0.0579343
4568	0.9136	-0.06	-0.0572081	-0.0605698	-0.0579343
4569	0.9138	-0.06	-0.0572081	-0.0605698	-0.0579343
4570	0.914	-0.06	-0.0572081	-0.0605698	-0.0579343
4571	0.9142	-0.06	-0.0572081	-0.0605698	-0.0579343
4572	0.9144	-0.06	-0.0572081	-0.0605698	-0.0579343
4573	0.9146	-0.06	-0.0572081	-0.0605698	-0.0579343
4574	0.9148	-0.06	-0.0572081	-0.0605698	-0.0579343
4575	0.915	-0.06	-0.0572081	-0.0605698	-0.0579343
4576	0.9152	-0.06	-0.0572081	-0.0605698	-0.0579343
4577	0.9154	-0.06	-0.0572081	-0.0605698	-0.0579343
4578	0.9156	-0.06	-0.0572081	-0.0605698	-0.0579343
4579	0.9158	-0.06	-0.0572081	-0.0605698	-0.0579343
4580	0.916	-0.06	-0.0572081	-0.0605698	-0.0579343
4581	0.9162	-0.06	-0.0572081	-0.0605698	-0.0579343
4582	0.9164	-0.06	-0.0572081	-0.0605698	-0.0579343
4583	0.9166	-0.06	-0.0572081	-0.0605698	-0.0579343
4584	0.9168	-0.06	-0.0572081	-0.0605698	-0.0579343
4585	0.917	-0.06	-0.0572081	-0.0605698	-0.0579343
4586	0.9172	-0.06	-0.0572081	-0.0605698	-0.0579343
4587	0.9174	-0.06	-0.0572081	-0.0605698	-0.0579343
4588	0.9176	-0.06	-0.0572081	-0.0605698	-0.0579343
4589	0.9178	-0.06	-0.0572081	-0.0605698	-0.0579343
4590	0.918	-0.06	-0.0572081	-0.0605698	-0.0579343
4591	0.9182	-0.06	-0.0572081	-0.0605698	-0.0579343
4592	0.9184	-0.06	-0.0572081	-0.0605698	-0.0579343
4593	0.9186	-0.06	-0.0572081	-0.0605698	-0.0579343
4594	0.9188	-0.06	-0.0572081	-0.0605698	-0.0579343
4595	0.919	-0.06	-0.0572081	-0.0605698	-0.0579343
4596	0.9192	-0.06	-0.0572081	-0.0605698	-0.0579343
4597	0.9194	-0.06	-0.0572081	-0.0605698	-0.0579343
4598	0.9196	-0.06	-0.0572081	-0.0605698	-0.0579343
4599	0.9198	-0.06	-0.0572081	-0.0605698	-0.0579343
4600	0.92	-0.06	-0.0572081	-0.0605698	-0.0579343
4601	0.9202	-0.06	-0.0572081	-0.0605698	-0.0579343
4602	0.9204	-0.06	-0.0572081	-0.0605698	-0.0579343
4603	0.9206	-0.06	-0.0572081	-0.0605697	-0.0579343
4604	0.9208	-0.06	-0.0572081	-0.0605697	-0.0579343
4605	0.921	-0.06	-0.0572081	-0.0605697	-0.0579343
4606	0.9212	-0.06	-0.0572081	-0.0605697	-0.0579343
4607	0.9214	-0.06	-0.0572081	-0.0605697	-0.0579343
4608	0.9216	-0.06	-0.0572081	-0.0605697	-0.0579343
4609	0.9218	-0.06	-0.0572081	-0.0605697	-0.0579343
4610	0.922	-0.06	-0.0572081	-0.0605697	-0.0579343
4611	0.9222	-0.06	-0.0572081	-0.0605697	-0.0579343
4612	0.9224	-0.06	-0.0572081	-0.0605697	-0.0579343
4613	0.9226	-0.06	-0.0572081	-0.0605697	-0.0579343
4614	0.9228	-0.06	-0.0572081	-0.0605697	-0.0579343
4615	0.923	-0.06	-0.0572081	-0.0605697	-0.0579343
4616	0.9232	-0.06	-0.0572081	-0.0605697	-0.0579343
4617	0.9234	-0.06	-0.0572081	-0.0605697	-0.0579343
4618	0.9236	-0.06	-0.0572081	-0.0605697	-0.0579343
4619	0.9238	-0.06	-0.0572081	-0.0605697	-0.0579343
4620	0.924	-0.06	-0.0572081	-0.0605697	-0.0579343
4621	0.9242	-0.06	-0.0572081	-0.0605697	-0.0579343
4622	0.9244	-0.06	-0.0572081	-0.0605697	-0.0579343
4623	0.9246	-0.06	-0.0572081	-0.0605697	-0.0579343
4624	0.9248	-0.06	-0.0572081	-0.0605697	-0.0579343
4625	0.925	-0.06	-0.0572081	-0.0605697	-0.0579343
4626	0.9252	-0.06	-0.0572081	-0.0605697	-0.0579343
4627	0.9254	-0.06	-0.0572081	-0.0605697	-0.0579343
4628	0.9256	-0.06	-0.0572081	-0.0605697	-0.0579343
4629	0.9258	-0.06	-0.0572081	-0.0605697	-0.0579343
4630	0.926	-0.06	-0.0572081	-0.0605697	-0.0579343
4631	0.9262	-0.06	-0.0572081	-0.0605697	-0.0579343
4632	0.9264	-0.06	-0.0572081	-0.0605697	-0.0579343
4633	0.9266	-0.06	-0.0572081	-0.0605697	-0.0579343
4634	0.9268	-0.06	-0.0572081	-0.0605697	-0.0579343
4635	0.927	-0.06	-0.0572081	-0.0605697	-0.0579343
4636	0.9272	-0.06	-0.0572081	-0.0605697	-0.0579343
4637	0.9274	-0.06	-0.0572081	-0.0605697	-0.0579343
4638	0.9276	-0.06	-0.0572081	-0.0605697	-0.0579343
4639	0.9278	-0.06	-0.0572081	-0.0605697	-0.0579343
4640	0.928	-0.06	-0.0572081	-0.0605697	-0.0579343
4641	0.9282	-0.06	-0.0572081	-0.0605697	-0.0579343
4642	0.9284	-0.06	-0.0572081	-0.0605697	-0.0579343
4643	0.9286	-0.06	-0.0572081	-0.0605697	-0.0579343
4644	0.9288	-0.06	-0.0572081	-0.0605697	-0.0579343
4645	0.929	-0.06	-0.0572081	-0.0605697	-0.0579343
4646	0.9292	-0.06	-0.0572081	-0.0605697	-0.0579343
4647	0.9294	-0.06	-0.0572081	-0.0605697	-0.0579343
4648	0.9296	-0.06	-0.0572081	-0.0605697	-0.0579343
4649	0.9298	-0.06	-0.0572081	-0.0605697	-0.0579343
4650	0.93	-0.06	-0.0572081	-0.0605697	-0.0579343
4651	0.9302	-0.06	-0.0572081	-0.0605697	-0.0579343
4652	0.9304	-0.06	-0.0572081	-0.0605697	-0.0579343
4653	0.9306	-0.06	-0.0572081	-0.0605697	-0.0579343
4654	0.9308	-0.06	-0.0572081	-0.0605697	-0.0579343
4655	0.931	-0.06	-0.0572081	-0.0605697	-0.0579343
4656	0.9312	-0.06	-0.0572081	-0.0605697	-0.0579343
4657	0.9314	-0.06	-0.0572081	-0.0605697	-0.0579343
4658	0.9316	-0.06	-0.0572081	-0.0605696	-0.0579343
4659	0.9318	-0.06	-0.0572081	-0.0605696	-0.0579343
4660	0.932	-0.06	-0.0572081	-0.0605696	-0.0579343
4661	0.9322	-0.06	-0.0572081	-0.0605696	-0.0579343
4662	0.9324	-0.06	-0.0572081	-0.0605696	-0.0579343
4663	0.9326	-0.06	-0.0572081	-0.0605696	-0.0579343
4664	0.9328	-0.06	-0.0572081	-0.0605696	-0.0579343
4665	0.933	-0.06	-0.0572081	-0.0605696	-0.0579343
4666	0.9332	-0.06	-0.0572081	-0.0605696	-0.0579343
4667	0.9334	-0.06	-0.0572081	-0.0605696	-0.0579343
4668	0.9336	-0.06	-0.0572081	-0.0605696	-0.0579343
4669	0.9338	-0.06	-0.0572081	-0.0605696	-0.0579343
4670	0.934	-0.06	-0.0572081	-0.0605696	-0.0579343
4671	0.9342	-0.06	-0.0572081	-0.0605696	-0.0579343
4672	0.9344	-0.06	-0.0572081	-0.0605696	-0.0579343
4673	0.9346	-0.06	-0.0572081	-0.0605696	-0.0579343
4674	0.9348	-0.06	-0.0572081	-0.0605696	-0.0579343
4675	0.935	-0.06	-0.0572081	-0.0605696	-0.0579343
4676	0.9352	-0.06	-0.0572081	-0.0605696	-0.0579343
4677	0.9354	-0.06	-0.0572081	-0.0605696	-0.0579343
4678	0.9356	-0.06	-0.0572081	-0.0605696	-0.0579343
4679	0.9358	-0.06	-0.0572081	-0.0605696	-0.0579343
4680	0.936	-0.06	-0.0572081	-0.0605696	-0.0579343
4681	0.9362	-0.06	-0.0572081	-0.0605696	-0.0579343
4682	0.9364	-0.06	-0.0572081	-0.0605696	-0.0579343
4683	0.9366	-0.06	-0.0572081	-0.0605696	-0.0579343
4684	0.9368	-0.06	-0.0572081	-0.0605696	-0.0579343
4685	0.937	-0.06	-0.0572081	-0.0605696	-0.0579343
4686	0.9372	-0.06	-0.0572081	-0.0605696	-0.0579343
4687	0.9374	-0.06	-0.0572081	-0.0605696	-0.0579343
4688	0.9376	-0.06	-0.0572081	-0.0605696	-0.0579343
4689	0.9378	-0.06	-0.0572081	-0.0605696	-0.0579343
4690	0.938	-0.06	-0.0572081	-0.0605696	-0.0579343
4691	0.9382	-0.06	-0.0572081	-0.0605696	-0.0579343
4692	0.9384	-0.06	-0.0572081	-0.0605696	-0.0579343
4693	0.9386	-0.06	-0.0572081	-0.0605696	-0.0579343
4694	0.9388	-0.06	-0.0572081	-0.0605696	-0.0579343
4695	0.939	-0.06	-0.0572081	-0.0605696	-0.0579343
4696	0.9392	-0.06	-0.0572081	-0.0605696	-0.0579343
4697	0.9394	-0.06	-0.0572081	-0.0605696	-0.0579343
4698	0.9396	-0.06	-0.0572081	-0.0605696	-0.0579343
4699	0.9398	-0.06	-0.0572081	-0.0605696	-0.0579343
4700	0.94	-0.06	-0.0572081	-0.0605696	-0.0579343
4701	0.9402	-0.06	-0.0572081	-0.0605696	-0.0579343
4702	0.9404	-0.06	-0.0572081	-0.0605696	-0.0579343
4703	0.9406	-0.06	-0.0572081	-0.0605696	-0.0579343
4704	0.9408	-0.06	-0.0572081	-0.0605696	-0.0579343
4705	0.941	-0.06	-0.0572081	-0.0605696	-0.0579343
4706	0.9412	-0.06	-0.0572081	-0.0605696	-0.0579343
4707	0.9414	-0.06	-0.0572081	-0.0605696	-0.0579343
4708	0.9416	-0.06	-0.0572081	-0.0605696	-0.0579343
4709	0.9418	-0.06	-0.0572081	-0.0605696	-0.0579343
4710	0.942	-0.06	-0.0572081	-0.0605696	-0.0579343
4711	0.9422	-0.06	-0.0572081	-0.0605696	-0.0579343
4712	0.9424	-0.06	-0.0572081	-0.0605696	-0.0579343
4713	0.9426	-0.06	-0.0572081	-0.0605696	-0.0579343
4714	0.9428	-0.06	-0.0572081	-0.0605696	-0.0579343
4715	0.943	-0.06	-0.0572081	-0.0605696	-0.0579343
4716	0.9432	-0.06	-0.0572081	-0.0605696	-0.0579343
4717	0.9434	-0.06	-0.0572081	-0.0605695	-0.0579343
4718	0.9436	-0.06	-0.0572081	-0.0605695	-0.0579343
4719	0.9438	-0.06	-0.0572081	-0.0605695	-0.0579343
4720	0.944	-0.06	-0.0572081	-0.0605695	-0.0579343
4721	0.9442	-0.06	-0.0572081	-0.0605695	-0.0579343
4722	0.9444	-0.06	-0.0572081	-0.0605695	-0.0579343
4723	0.9446	-0.06	-0.0572081	-0.0605695	-0.0579343
4724	0.9448	-0.06	-0.0572081	-0.0605695	-0.0579343
4725	0.945	-0.06	-0.0572081	-0.0605695	-0.0579343
4726	0.9452	-0.06	-0.0572081	-0.0605695	-0.0579343
4727	0.9454	-0.06	-0.0572081	-0.0605695	-0.0579343
4728	0.9456	-0.06	-0.0572081	-0.0605695	-0.0579343
4729	0.9458	-0.06	-0.0572081	-0.0605695	-0.0579343
4730	0.946	-0.06	-0.0572081	-0.0605695	-0.0579343
4731	0.9462	-0.06	-0.0572081	-0.0605695	-0.0579343
4732	0.9464	-0.06	-0.0572081	-0.0605695	-0.0579343
4733	0.9466	-0.06	-0.0572081	-0.0605695	-0.0579343
4734	0.9468	-0.06	-0.0572081	-0.0605695	-0.0579343
4735	0.947	-0.06	-0.0572081	-0.0605695	-0.0579343
4736	0.9472	-0.06	-0.0572081	-0.0605695	-0.0579343
4737	0.9474	-0.06	-0.0572081	-0.0605695	-0.0579343
4738	0.9476	-0.06	-0.0572081	-0.0605695	-0.0579343
4739	0.9478	-0.06	-0.0572081	-0.0605695	-0.0579343
4740	0.948	-0.06	-0.0572081	-0.0605695	-0.0579343
4741	0.9482	-0.06	-0.0572081	-0.0605695	-0.0579343
4742	0.9484	-0.06	-0.0572081	-0.0605695	-0.0579343
4743	0.9486	-0.06	-0.0572081	-0.0605695	-0.0579343
4744	0.9488	-0.06	-0.0572081	-0.0605695	-0.0579343
4745	0.949	-0.06	-0.0572081	-0.0605695	-0.0579343
4746	0.9492	-0.06	-0.0572081	-0.0605695	-0.0579343
4747	0.9494	-0.06	-0.0572081	-0.0605695	-0.0579343
4748	0.9496	-0.06	-0.0572081	-0.0605695	-0.0579343
4749	0.9498	-0.06	-0.0572081	-0.0605695	-0.0579343
4750	0.95	-0.06	-0.0572081	-0.0605695	-0.0579343
4751	0.9502	-0.06	-0.0572081	-0.0605695	-0.0579343
4752	0.9504	-0.06	-0.0572081	-0.0605695	-0.0579343
4753	0.9506	-0.06	-0.0572081	-0.0605695	-0.0579343
4754	0.9508	-0.06	-0.0572081	-0.0605695	-0.0579343
4755	0.951	-0.06	-0.0572081	-0.0605695	-0.0579343
4756	0.9512	-0.06	-0.0572081	-0.0605695	-0.0579343
4757	0.9514	-0.06	-0.0572081	-0.0605695	-0.0579343
4758	0.9516	-0.06	-0.0572081	-0.0605695	-0.0579343
4759	0.9518	-0.06	-0.0572081	-0.0605695	-0.0579343
4760	0.952	-0.06	-0.0572081	-0.0605695	-0.0579343
4761	0.9522	-0.06	-0.0572081	-0.0605695	-0.0579343
4762	0.9524	-0.06	-0.0572081	-0.0605695	-0.0579343
4763	0.9526	-0.06	-0.0572081	-0.0605695	-0.0579343
4764	0.9528	-0.06	-0.0572081	-0.0605695	-0.0579343
4765	0.953	-0.06	-0.0572081	-0.0605695	-0.0579343
4766	0.9532	-0.06	-0.0572081	-0.0605695	-0.0579343
4767	0.9534	-0.06	-0.0572081	-0.0605695	-0.0579343
4768	0.9536	-0.06	-0.0572081	-0.0605695	-0.0579343
4769	0.9538	-0.06	-0.0572081	-0.0605695	-0.0579343
4770	0.954	-0.06	-0.0572081	-0.0605695	-0.0579343
4771	0.9542	-0.06	-0.0572081	-0.0605695	-0.0579343
4772	0.9544	-0.06	-0.0572081	-0.0605695	-0.0579343
4773	0.9546	-0.06	-0.0572081	-0.0605695	-0.0579343
4774	0.9548	-0.06	-0.0572081	-0.0605695	-0.0579343
4775	0.955	-0.06	-0.0572081	-0.0605695	-0.0579343
4776	0.9552	-0.06	-0.0572081	-0.0605695	-0.0579343
4777	0.9554	-0.06	-0.0572081	-0.0605695	-0.0579343
4778	0.9556	-0.06	-0.0572081	-0.0605695	-0.0579343
4779	0.9558	-0.06	-0.0572081	-0.0605695	-0.0579343
4780	0.956	-0.06	-0.0572081	-0.0605695	-0.0579343
4781	0.9562	-0.06	-0.0572081	-0.0605695	-0.0579343
4782	0.9564	-0.06	-0.0572081	-0.0605694	-0.0579343
4783	0.9566	-0.06	-0.0572081	-0.0605694	-0.0579343
4784	0.9568	-0.06	-0.0572081	-0.0605694	-0.0579343
4785	0.957	-0.06	-0.0572081	-0.0605694	-0.0579343
4786	0.9572	-0.06	-0.0572081	-0.0605694	-0.0579343
4787	0.9574	-0.06	-0.0572081	-0.0605694	-0.0579343
4788	0.9576	-0.06	-0.0572081	-0.0605694	-0.0579343
4789	0.9578	-0.06	-0.0572081	-0.0605694	-0.0579343
4790	0.958	-0.06	-0.0572081	-0.0605694	-0.0579343
4791	0.9582	-0.06	-0.0572081	-0.0605694	-0.0579343
4792	0.9584	-0.06	-0.0572081	-0.0605694	-0.0579343
4793	0.9586	-0.06	-0.0572081	-0.0605694	-0.0579343
4794	0.9588	-0.06	-0.0572081	-0.0605694	-0.0579343
4795	0.959	-0.06	-0.0572081	-0.0605694	-0.0579343
4796	0.9592	-0.06	-0.0572081	-0.0605694	-0.0579343
4797	0.9594	-0.06	-0.0572081	-0.0605694	-0.0579343
4798	0.9596	-0.06	-0.0572081	-0.0605694	-0.0579343
4799	0.9598	-0.06	-0.0572081	-0.0605694	-0.0579343
4800	0.96	-0.06	-0.0572081	-0.0605694	-0.0579343
4801	0.9602	-0.06	-0.0572081	-0.0605694	-0.0579343
4802	0.9604	-0.06	-0.0572081	-0.0605694	-0.0579343
4803	0.9606	-0.06	-0.0572081	-0.0605694	-0.0579343
4804	0.9608	-0.06	-0.0572081	-0.0605694	-0.0579343
4805	0.961	-0.06	-0.0572081	-0.0605694	-0.0579343
4806	0.9612	-0.06	-0.0572081	-0.0605694	-0.0579343
4807	0.9614	-0.06	-0.0572081	-0.0605694	-0.0579343
4808	0.9616	-0.06	-0.0572081	-0.0605694	-0.0579343
4809	0.9618	-0.06	-0.0572081	-0.0605694	-0.0579343
4810	0.962	-0.06	-0.0572081	-0.0605694	-0.0579343
4811	0.9622	-0.06	-0.0572081	-0.0605694	-0.0579343
4812	0.9624	-0.06	-0.0572081	-0.0605694	-0.0579343
4813	0.9626	-0.06	-0.0572081	-0.0605694	-0.0579343
4814	0.9628	-0.06	-0.0572081	-0.0605694	-0.0579343
4815	0.963	-0.06	-0.0572081	-0.0605694	-0.0579343
4816	0.9632	-0.06	-0.0572081	-0.0605694	-0.0579343
4817	0.9634	-0.06	-0.0572081	-0.0605694	-0.0579343
4818	0.9636	-0.06	-0.0572081	-0.0605694	-0.0579343
4819	0.9638	-0.06	-0.0572081	-0.0605694	-0.0579343
4820	0.964	-0.06	-0.0572081	-0.0605694	-0.0579343
4821	0.9642	-0.06	-0.0572081	-0.0605694	-0.0579343
4822	0.9644	-0.06	-0.0572081	-0.0605694	-0.0579343
4823	0.9646	-0.06	-0.0572081	-0.0605694	-0.0579343
4824	0.9648	-0.06	-0.0572081	-0.0605694	-0.0579343
4825	0.965	-0.06	-0.0572081	-0.0605694	-0.0579343
4826	0.9652	-0.06	-0.0572081	-0.0605694	-0.0579343
4827	0.9654	-0.06	-0.0572081	-0.0605694	-0.0579343
4828	0.9656	-0.06	-0.0572081	-0.0605694	-0.0579343
4829	0.9658	-0.06	-0.0572081	-0.0605694	-0.0579343
4830	0.966	-0.06	-0.0572081	-0.0605694	-0.0579343
4831	0.9662	-0.06	-0.0572081	-0.0605694	-0.0579343
4832	0.9664	-0.06	-0.0572081	-0.0605694	-0.0579343
4833	0.9666	-0.06	-0.0572081	-0.0605694	-0.0579343
4834	0.9668	-0.06	-0.0572081	-0.0605694	-0.0579343
4835	0.967	-0.06	-0.0572081	-0.0605694	-0.0579343
4836	0.9672	-0.06	-0.0572081	-0.0605694	-0.0579343
4837	0.9674	-0.06	-0.0572081	-0.0605694	-0.0579343
4838	0.9676	-0.06	-0.0572081	-0.0605694	-0.0579343
4839	0.9678	-0.06	-0.0572081	-0.0605694	-0.0579343
