TimeSlice	Time	R_foot ground contact	R_toe ground contact	R_hip middle	L_toe ground contact	L_hip middle	L_foot ground contact	height	distance
12806	2.5612	-0.0562264	-0.0554163	-0.06	-0.06	-0.06	-0.06	0.971062	-1.97975
12807	2.5614	-0.0562067	-0.0556334	-0.06	-0.06	-0.06	-0.06	0.971062	-1.97975
12808	2.5616	-0.0561737	-0.0558089	-0.06	-0.06	-0.06	-0.06	0.971062	-1.97975
12809	2.5618	-0.0561291	-0.0559478	-0.06	-0.06	-0.06	-0.06	0.971074	-1.97914
12810	2.562	-0.0560741	-0.0560547	-0.06	-0.06	-0.06	-0.06	0.971074	-1.97914
12811	2.5622	-0.05601	-0.0561333	-0.06	-0.06	-0.06	-0.06	0.971074	-1.97914
12812	2.5624	-0.055938	-0.0561871	-0.06	-0.06	-0.06	-0.06	0.971074	-1.97914
12813	2.5626	-0.0558591	-0.0562189	-0.06	-0.06	-0.06	-0.06	0.971074	-1.97914
12814	2.5628	-0.0557743	-0.0562314	-0.06	-0.06	-0.06	-0.06	0.971088	-1.97854
12815	2.563	-0.0556842	-0.0562268	-0.06	-0.06	-0.06	-0.06	0.971088	-1.97854
12816	2.5632	-0.0555897	-0.0562071	-0.06	-0.06	-0.06	-0.06	0.971088	-1.97854
12817	2.5634	-0.0554914	-0.0561742	-0.06	-0.06	-0.06	-0.06	0.971088	-1.97854
12818	2.5636	-0.05539	-0.0561294	-0.06	-0.06	-0.06	-0.06	0.971088	-1.97854
12819	2.5638	-0.055286	-0.0560744	-0.06	-0.06	-0.06	-0.06	0.971101	-1.97793
12820	2.564	-0.0551798	-0.0560104	-0.06	-0.06	-0.06	-0.06	0.971101	-1.97793
12821	2.5642	-0.055072	-0.0559384	-0.06	-0.06	-0.06	-0.06	0.971101	-1.97793
12822	2.5644	-0.0549628	-0.0558595	-0.06	-0.06	-0.06	-0.06	0.971101	-1.97793
12823	2.5646	-0.0548528	-0.0557746	-0.06	-0.06	-0.06	-0.06	0.971101	-1.97793
12824	2.5648	-0.0547423	-0.0556845	-0.06	-0.06	-0.06	-0.06	0.971114	-1.97732
12825	2.565	-0.0546314	-0.05559	-0.06	-0.06	-0.06	-0.06	0.971114	-1.97732
12826	2.5652	-0.0545206	-0.0554917	-0.06	-0.06	-0.06	-0.06	0.971114	-1.97732
12827	2.5654	-0.0544101	-0.0553902	-0.06	-0.06	-0.06	-0.06	0.971114	-1.97732
12828	2.5656	-0.0543	-0.0552862	-0.06	-0.06	-0.06	-0.06	0.971114	-1.97732
12829	2.5658	-0.0541906	-0.05518	-0.06	-0.06	-0.06	-0.06	0.971127	-1.97671
12830	2.566	-0.054082	-0.0550722	-0.06	-0.06	-0.06	-0.06	0.971127	-1.97671
12831	2.5662	-0.0539745	-0.054963	-0.06	-0.06	-0.06	-0.06	0.971127	-1.97671
12832	2.5664	-0.0538681	-0.054853	-0.06	-0.06	-0.06	-0.06	0.971127	-1.97671
12833	2.5666	-0.053763	-0.0547425	-0.06	-0.06	-0.06	-0.06	0.971127	-1.97671
12834	2.5668	-0.0536593	-0.0546316	-0.06	-0.06	-0.06	-0.06	0.971139	-1.97611
12835	2.567	-0.0535571	-0.0545208	-0.06	-0.06	-0.06	-0.06	0.971139	-1.97611
12836	2.5672	0	-0.0544102	-0.06	-0.06	-0.06	-0.06	0.971139	-1.97611
12837	2.5674	-0.0539947	-0.0543001	-0.06	-0.06	-0.06	-0.06	0.971139	-1.97611
12838	2.5676	-0.0544492	-0.0541907	-0.06	-0.06	-0.06	-0.06	0.971139	-1.97611
12839	2.5678	-0.0548313	-0.0540822	-0.06	-0.06	-0.06	-0.06	0.97115	-1.9755
12840	2.568	-0.0551507	-0.0539746	-0.06	-0.06	-0.06	-0.06	0.97115	-1.9755
12841	2.5682	-0.0554155	-0.0538682	-0.06	-0.06	-0.06	-0.06	0.97115	-1.9755
12842	2.5684	-0.0556327	-0.0537631	-0.06	-0.06	-0.06	-0.06	0.97115	-1.9755
12843	2.5686	-0.0558082	-0.0536594	-0.06	-0.06	-0.06	-0.06	0.97115	-1.9755
12844	2.5688	-0.0559472	-0.0535572	-0.06	-0.06	-0.06	-0.06	0.971161	-1.97489
12845	2.569	-0.0560541	0	-0.06	-0.06	-0.06	-0.06	0.971161	-1.97489
12846	2.5692	-0.0561328	-0.0539948	-0.06	-0.06	-0.06	-0.06	0.971161	-1.97489
12847	2.5694	-0.0561866	-0.0544493	-0.06	-0.06	-0.06	-0.06	0.971161	-1.97489
12848	2.5696	-0.0562184	-0.0548314	-0.06	-0.06	-0.06	-0.06	0.971161	-1.97489
12849	2.5698	-0.056231	-0.0551508	-0.06	-0.06	-0.06	-0.06	0.97118	-1.97429
12850	2.57	-0.0562264	-0.0554156	-0.06	-0.06	-0.06	-0.06	0.97118	-1.97429
12851	2.5702	-0.0562067	-0.0556327	-0.06	-0.06	-0.06	-0.06	0.97118	-1.97429
12852	2.5704	-0.0561737	-0.0558082	-0.06	-0.06	-0.06	-0.06	0.97118	-1.97429
12853	2.5706	-0.0561291	-0.0559472	-0.06	-0.06	-0.06	-0.06	0.97118	-1.97429
12854	2.5708	-0.0560741	-0.0560541	-0.06	-0.06	-0.06	-0.06	0.971197	-1.97369
12855	2.571	-0.05601	-0.0561328	-0.06	-0.06	-0.06	-0.06	0.971197	-1.97369
12856	2.5712	-0.055938	-0.0561866	-0.06	-0.06	-0.06	-0.06	0.971197	-1.97369
12857	2.5714	-0.0558591	-0.0562185	-0.06	-0.06	-0.06	-0.06	0.971197	-1.97369
12858	2.5716	-0.0557743	-0.056231	-0.06	-0.06	-0.06	-0.06	0.971197	-1.97369
12859	2.5718	-0.0556842	-0.0562264	-0.06	-0.06	-0.06	-0.06	0.971213	-1.97309
12860	2.572	-0.0555897	-0.0562068	-0.06	-0.06	-0.06	-0.06	0.971213	-1.97309
12861	2.5722	-0.0554914	-0.0561738	-0.06	-0.06	-0.06	-0.06	0.971213	-1.97309
12862	2.5724	-0.05539	-0.0561291	-0.06	-0.06	-0.06	-0.06	0.971213	-1.97309
12863	2.5726	-0.055286	-0.0560741	-0.06	-0.06	-0.06	-0.06	0.971213	-1.97309
12864	2.5728	-0.0551798	-0.05601	-0.06	-0.06	-0.06	-0.06	0.971227	-1.97249
12865	2.573	-0.055072	-0.0559381	-0.06	-0.06	-0.06	-0.06	0.971227	-1.97249
12866	2.5732	-0.0549628	-0.0558592	-0.06	-0.06	-0.06	-0.06	0.971227	-1.97249
12867	2.5734	-0.0548528	-0.0557743	-0.06	-0.06	-0.06	-0.06	0.971227	-1.97249
12868	2.5736	-0.0547423	-0.0556842	-0.06	-0.06	-0.06	-0.06	0.971227	-1.97249
12869	2.5738	-0.0546314	-0.0555897	-0.06	-0.06	-0.06	-0.06	0.97124	-1.97189
12870	2.574	-0.0545206	-0.0554915	-0.06	-0.06	-0.06	-0.06	0.97124	-1.97189
12871	2.5742	-0.0544101	-0.05539	-0.06	-0.06	-0.06	-0.06	0.97124	-1.97189
12872	2.5744	-0.0543	-0.055286	-0.06	-0.06	-0.06	-0.06	0.97124	-1.97189
12873	2.5746	-0.0541906	-0.0551798	-0.06	-0.06	-0.06	-0.06	0.97124	-1.97189
12874	2.5748	-0.054082	-0.055072	-0.06	-0.06	-0.06	-0.06	0.971251	-1.97129
12875	2.575	-0.0539745	-0.0549629	-0.06	-0.06	-0.06	-0.06	0.971251	-1.97129
12876	2.5752	-0.0538681	-0.0548529	-0.06	-0.06	-0.06	-0.06	0.971251	-1.97129
12877	2.5754	-0.053763	-0.0547423	-0.06	-0.06	-0.06	-0.06	0.971251	-1.97129
12878	2.5756	-0.0536593	-0.0546315	-0.06	-0.06	-0.06	-0.06	0.971251	-1.97129
12879	2.5758	-0.0535571	-0.0545206	-0.06	-0.06	-0.06	-0.06	0.971261	-1.97069
12880	2.576	0	-0.0544101	-0.06	-0.06	-0.06	-0.06	0.971261	-1.97069
12881	2.5762	-0.0539947	-0.0543	-0.06	-0.06	-0.06	-0.06	0.971261	-1.97069
12882	2.5764	-0.0544492	-0.0541906	-0.06	-0.06	-0.06	-0.06	0.971261	-1.97069
12883	2.5766	-0.0548313	-0.054082	-0.06	-0.06	-0.06	-0.06	0.971261	-1.97069
12884	2.5768	-0.0551507	-0.0539745	-0.06	-0.06	-0.06	-0.06	0.971269	-1.97009
12885	2.577	-0.0554155	-0.0538681	-0.06	-0.06	-0.06	-0.06	0.971269	-1.97009
12886	2.5772	-0.0556327	-0.053763	-0.06	-0.06	-0.06	-0.06	0.971269	-1.97009
12887	2.5774	-0.0558082	-0.0536593	-0.06	-0.06	-0.06	-0.06	0.971269	-1.97009
12888	2.5776	-0.0559472	-0.0535571	-0.06	-0.06	-0.06	-0.06	0.971269	-1.97009
12889	2.5778	-0.0560541	0	-0.06	-0.06	-0.06	-0.06	0.971274	-1.96949
12890	2.578	-0.0561328	-0.0539947	-0.06	-0.06	-0.06	-0.06	0.971274	-1.96949
12891	2.5782	-0.0561866	-0.0544492	-0.06	-0.06	-0.06	-0.06	0.971274	-1.96949
12892	2.5784	-0.0562184	-0.0548313	-0.06	-0.06	-0.06	-0.06	0.971274	-1.96949
12893	2.5786	-0.056231	-0.0551507	-0.06	-0.06	-0.06	-0.06	0.971274	-1.96949
12894	2.5788	-0.0562264	-0.0554155	-0.06	-0.06	-0.06	-0.06	0.971278	-1.96889
12895	2.579	-0.0562067	-0.0556327	-0.06	-0.06	-0.06	-0.06	0.971278	-1.96889
12896	2.5792	-0.0561737	-0.0558082	-0.06	-0.06	-0.06	-0.06	0.971278	-1.96889
12897	2.5794	-0.0561291	-0.0559472	-0.06	-0.06	-0.06	-0.06	0.971278	-1.96889
12898	2.5796	-0.0560741	-0.0560541	-0.06	-0.06	-0.06	-0.06	0.971278	-1.96889
12899	2.5798	-0.05601	-0.0561328	-0.06	-0.06	-0.06	-0.06	0.97128	-1.9683
12900	2.58	-0.055938	-0.0561866	-0.06	-0.06	-0.06	-0.06	0.97128	-1.9683
12901	2.5802	-0.0558591	-0.0562184	-0.06	-0.06	-0.06	-0.06	0.97128	-1.9683
12902	2.5804	-0.0557743	-0.056231	-0.06	-0.06	-0.06	-0.06	0.97128	-1.9683
12903	2.5806	-0.0556842	-0.0562264	-0.06	-0.06	-0.06	-0.06	0.97128	-1.9683
12904	2.5808	-0.0555897	-0.0562067	-0.06	-0.06	-0.06	-0.06	0.971281	-1.9677
12905	2.581	-0.0554914	-0.0561737	-0.06	-0.06	-0.06	-0.06	0.971281	-1.9677
12906	2.5812	-0.05539	-0.0561291	-0.06	-0.06	-0.06	-0.06	0.971281	-1.9677
12907	2.5814	-0.055286	-0.0560741	-0.06	-0.06	-0.06	-0.06	0.971281	-1.9677
12908	2.5816	-0.0551798	-0.05601	-0.06	-0.06	-0.06	-0.06	0.971281	-1.9677
12909	2.5818	-0.055072	-0.055938	-0.06	-0.06	-0.06	-0.06	0.97128	-1.9671
12910	2.582	-0.0549628	-0.0558592	-0.06	-0.06	-0.06	-0.06	0.97128	-1.9671
12911	2.5822	-0.0548528	-0.0557743	-0.06	-0.06	-0.06	-0.06	0.97128	-1.9671
12912	2.5824	-0.0547423	-0.0556842	-0.06	-0.06	-0.06	-0.06	0.97128	-1.9671
12913	2.5826	-0.0546314	-0.0555897	-0.06	-0.06	-0.06	-0.06	0.97128	-1.9671
12914	2.5828	-0.0545206	-0.0554914	-0.06	-0.06	-0.06	-0.06	0.971278	-1.9665
12915	2.583	-0.0544101	-0.05539	-0.06	-0.06	-0.06	-0.06	0.971278	-1.9665
12916	2.5832	-0.0543	-0.055286	-0.06	-0.06	-0.06	-0.06	0.971278	-1.9665
12917	2.5834	-0.0541906	-0.0551798	-0.06	-0.06	-0.06	-0.06	0.971278	-1.9665
12918	2.5836	-0.054082	-0.055072	-0.06	-0.06	-0.06	-0.06	0.971278	-1.9665
12919	2.5838	-0.0539745	-0.0549628	-0.06	-0.06	-0.06	-0.06	0.971276	-1.96591
12920	2.584	-0.0538681	-0.0548528	-0.06	-0.06	-0.06	-0.06	0.971276	-1.96591
12921	2.5842	-0.053763	-0.0547423	-0.06	-0.06	-0.06	-0.06	0.971276	-1.96591
12922	2.5844	-0.0536593	-0.0546314	-0.06	-0.06	-0.06	-0.06	0.971276	-1.96591
12923	2.5846	-0.0535571	-0.0545206	-0.06	-0.06	-0.06	-0.06	0.971276	-1.96591
12924	2.5848	0	-0.0544101	-0.06	-0.06	-0.06	-0.06	0.971274	-1.96531
12925	2.585	-0.0539947	-0.0543	-0.06	-0.06	-0.06	-0.06	0.971274	-1.96531
12926	2.5852	-0.0544492	-0.0541906	-0.06	-0.06	-0.06	-0.06	0.971274	-1.96531
12927	2.5854	-0.0548313	-0.054082	-0.06	-0.06	-0.06	-0.06	0.971274	-1.96531
12928	2.5856	-0.0551507	-0.0539745	-0.06	-0.06	-0.06	-0.06	0.971274	-1.96531
12929	2.5858	-0.0554155	-0.0538681	-0.06	-0.06	-0.06	-0.06	0.971271	-1.96472
12930	2.586	-0.0556327	-0.053763	-0.06	-0.06	-0.06	-0.06	0.971271	-1.96472
12931	2.5862	-0.0558082	-0.0536593	-0.06	-0.06	-0.06	-0.06	0.971271	-1.96472
12932	2.5864	-0.0559472	-0.0535571	-0.06	-0.06	-0.06	-0.06	0.971271	-1.96472
12933	2.5866	-0.0560541	0	-0.06	-0.06	-0.06	-0.06	0.971271	-1.96472
12934	2.5868	-0.0561328	-0.0539947	-0.06	-0.06	-0.06	-0.06	0.971268	-1.96412
12935	2.587	-0.0561866	-0.0544492	-0.06	-0.06	-0.06	-0.06	0.971268	-1.96412
12936	2.5872	-0.0562184	-0.0548313	-0.06	-0.06	-0.06	-0.06	0.971268	-1.96412
12937	2.5874	-0.056231	-0.0551507	-0.06	-0.06	-0.06	-0.06	0.971268	-1.96412
12938	2.5876	-0.0562264	-0.0554155	-0.06	-0.06	-0.06	-0.06	0.971268	-1.96412
12939	2.5878	-0.0562067	-0.0556327	-0.06	-0.06	-0.06	-0.06	0.971264	-1.96352
12940	2.588	-0.0561737	-0.0558082	-0.06	-0.06	-0.06	-0.06	0.971264	-1.96352
12941	2.5882	-0.0561291	-0.0559472	-0.06	-0.06	-0.06	-0.06	0.971264	-1.96352
12942	2.5884	-0.0560741	-0.0560541	-0.06	-0.06	-0.06	-0.06	0.971264	-1.96352
12943	2.5886	-0.05601	-0.0561328	-0.06	-0.06	-0.06	-0.06	0.971264	-1.96352
12944	2.5888	-0.055938	-0.0561866	-0.06	-0.06	-0.06	-0.06	0.971261	-1.96293
12945	2.589	-0.0558591	-0.0562184	-0.06	-0.06	-0.06	-0.06	0.971261	-1.96293
12946	2.5892	-0.0557743	-0.056231	-0.06	-0.06	-0.06	-0.06	0.971261	-1.96293
12947	2.5894	-0.0556842	-0.0562264	-0.06	-0.06	-0.06	-0.06	0.971261	-1.96293
12948	2.5896	-0.0555897	-0.0562067	-0.06	-0.06	-0.06	-0.06	0.971261	-1.96293
12949	2.5898	-0.0554914	-0.0561737	-0.06	-0.06	-0.06	-0.06	0.971257	-1.96233
12950	2.59	-0.05539	-0.0561291	-0.06	-0.06	-0.06	-0.06	0.971257	-1.96233
12951	2.5902	-0.055286	-0.0560741	-0.06	-0.06	-0.06	-0.06	0.971257	-1.96233
12952	2.5904	-0.0551798	-0.05601	-0.06	-0.06	-0.06	-0.06	0.971257	-1.96233
12953	2.5906	-0.055072	-0.055938	-0.06	-0.06	-0.06	-0.06	0.971257	-1.96233
12954	2.5908	-0.0549628	-0.0558591	-0.06	-0.06	-0.06	-0.06	0.971254	-1.96174
12955	2.591	-0.0548528	-0.0557743	-0.06	-0.06	-0.06	-0.06	0.971254	-1.96174
12956	2.5912	-0.0547423	-0.0556842	-0.06	-0.06	-0.06	-0.06	0.971254	-1.96174
12957	2.5914	-0.0546314	-0.0555897	-0.06	-0.06	-0.06	-0.06	0.971254	-1.96174
12958	2.5916	-0.0545206	-0.0554914	-0.06	-0.06	-0.06	-0.06	0.971254	-1.96174
12959	2.5918	-0.0544101	-0.05539	-0.06	-0.06	-0.0599999	-0.06	0.97125	-1.96114
12960	2.592	-0.0543	-0.055286	-0.06	-0.06	-0.0599999	-0.06	0.97125	-1.96114
12961	2.5922	-0.0541906	-0.0551798	-0.06	-0.06	-0.0599999	-0.06	0.97125	-1.96114
12962	2.5924	-0.054082	-0.055072	-0.06	-0.06	-0.0599999	-0.06	0.97125	-1.96114
12963	2.5926	-0.0539745	-0.0549628	-0.06	-0.06	-0.0599999	-0.06	0.97125	-1.96114
12964	2.5928	-0.0538681	-0.0548528	-0.06	-0.06	-0.0599998	-0.06	0.971246	-1.96055
12965	2.593	-0.053763	-0.0547423	-0.06	-0.06	-0.0599998	-0.06	0.971246	-1.96055
12966	2.5932	-0.0536593	-0.0546314	-0.06	-0.06	-0.0599997	-0.06	0.971246	-1.96055
12967	2.5934	-0.0535571	-0.0545206	-0.06	-0.06	-0.0599996	-0.06	0.971246	-1.96055
12968	2.5936	0	-0.0544101	-0.06	-0.06	-0.0599996	-0.06	0.971246	-1.96055
12969	2.5938	-0.0539947	-0.0543	-0.06	-0.06	-0.0599995	-0.06	0.971242	-1.95995
12970	2.594	-0.0544492	-0.0541906	-0.06	-0.06	-0.0599993	-0.06	0.971242	-1.95995
12971	2.5942	-0.0548313	-0.054082	-0.06	-0.06	-0.0599991	-0.06	0.971242	-1.95995
12972	2.5944	-0.0551507	-0.0539745	-0.06	-0.06	-0.0599989	-0.06	0.971242	-1.95995
12973	2.5946	-0.0554155	-0.0538681	-0.06	-0.06	-0.0599987	-0.06	0.971242	-1.95995
12974	2.5948	-0.0556327	-0.053763	-0.06	-0.06	-0.0599985	-0.06	0.971238	-1.95936
12975	2.595	-0.0558082	-0.0536593	-0.06	-0.06	-0.0599979	-0.06	0.971238	-1.95936
12976	2.5952	-0.0559472	-0.0535571	-0.06	-0.06	-0.0599974	-0.06	0.971238	-1.95936
12977	2.5954	-0.0560541	0	-0.06	-0.06	-0.0599968	-0.06	0.971238	-1.95936
12978	2.5956	-0.0561328	-0.0539947	-0.06	-0.06	-0.0599963	-0.06	0.971238	-1.95936
12979	2.5958	-0.0561866	-0.0544492	-0.06	-0.06	-0.0599958	-0.06	0.971234	-1.95876
12980	2.596	-0.0562184	-0.0548313	-0.06	-0.06	-0.0599942	-0.06	0.971234	-1.95876
12981	2.5962	-0.056231	-0.0551507	-0.06	-0.06	-0.0599926	-0.06	0.971234	-1.95876
12982	2.5964	-0.0562264	-0.0554155	-0.06	-0.06	-0.0599912	-0.06	0.971234	-1.95876
12983	2.5966	-0.0562067	-0.0556327	-0.06	-0.06	-0.0599897	-0.06	0.971234	-1.95876
12984	2.5968	-0.0561737	-0.0558082	-0.06	-0.06	-0.0599884	-0.06	0.97123	-1.95816
12985	2.597	-0.0561291	-0.0559472	-0.06	-0.06	-0.0599842	-0.06	0.97123	-1.95816
12986	2.5972	-0.0560741	-0.0560541	-0.06	-0.06	-0.0599802	-0.06	0.97123	-1.95816
12987	2.5974	-0.05601	-0.0561328	-0.06	-0.06	-0.0599763	-0.06	0.97123	-1.95816
12988	2.5976	-0.055938	-0.0561866	-0.06	-0.06	-0.0599726	-0.06	0.97123	-1.95816
12989	2.5978	-0.0558591	-0.0562184	-0.06	-0.06	-0.059969	-0.06	0.971225	-1.95756
12990	2.598	-0.0557743	-0.056231	-0.06	-0.06	-0.0599586	-0.06	0.971225	-1.95756
12991	2.5982	-0.0556842	-0.0562264	-0.06	-0.06	-0.0599485	-0.06	0.971225	-1.95756
12992	2.5984	-0.0555897	-0.0562067	-0.06	-0.06	-0.0599388	-0.06	0.971225	-1.95756
12993	2.5986	-0.0554914	-0.0561737	-0.06	-0.06	-0.0599295	-0.06	0.971225	-1.95756
12994	2.5988	-0.05539	-0.0561291	-0.06	-0.06	-0.0599206	-0.06	0.97122	-1.95696
12995	2.599	-0.055286	-0.0560741	-0.06	-0.06	-0.0598958	-0.06	0.97122	-1.95696
12996	2.5992	-0.0551798	-0.05601	-0.06	-0.06	-0.0598719	-0.06	0.97122	-1.95696
12997	2.5994	-0.055072	-0.055938	-0.06	-0.06	-0.0598489	-0.06	0.97122	-1.95696
12998	2.5996	-0.0549628	-0.0558591	-0.06	-0.06	-0.0598268	-0.06	0.97122	-1.95696
12999	2.5998	-0.0548528	-0.0557743	-0.06	-0.06	-0.0598056	-0.06	0.971214	-1.95636
13000	2.6	-0.0547423	-0.0556842	-0.06	-0.06	-0.0597512	-0.06	0.971214	-1.95636
13001	2.6002	-0.0546314	-0.0555897	-0.06	-0.06	-0.0596989	-0.06	0.971214	-1.95636
13002	2.6004	-0.0545206	-0.0554914	-0.06	-0.06	-0.0596486	-0.06	0.971214	-1.95636
13003	2.6006	-0.0544101	-0.05539	-0.06	-0.06	-0.0596003	-0.06	0.971214	-1.95636
13004	2.6008	-0.0543	-0.055286	-0.06	-0.06	-0.0595539	-0.06	0.971207	-1.95577
13005	2.601	-0.0541906	-0.0551798	-0.06	-0.06	-0.0594486	-0.06	0.971207	-1.95577
13006	2.6012	-0.054082	-0.055072	-0.06	-0.06	-0.0593475	-0.06	0.971207	-1.95577
13007	2.6014	-0.0539745	-0.0549628	-0.06	-0.06	-0.0592503	-0.06	0.971207	-1.95577
13008	2.6016	-0.0538681	-0.0548528	-0.06	-0.06	-0.059157	-0.06	0.971207	-1.95577
13009	2.6018	-0.053763	-0.0547423	-0.06	-0.06	-0.0590673	-0.06	0.9712	-1.95517
13010	2.602	-0.0536593	-0.0546314	-0.06	-0.06	-0.0588981	-0.06	0.9712	-1.95517
13011	2.6022	-0.0535571	-0.0545206	-0.06	-0.06	-0.0587355	-0.06	0.9712	-1.95517
13012	2.6024	0	-0.0544101	-0.06	-0.06	-0.0585792	-0.06	0.9712	-1.95517
13013	2.6026	-0.0539947	-0.0543	-0.06	-0.06	-0.0584291	-0.06	0.9712	-1.95517
13014	2.6028	-0.0544492	-0.0541906	-0.06	-0.06	-0.0582849	-0.06	0.971192	-1.95457
13015	2.603	-0.0548313	-0.054082	-0.06	-0.06	-0.058066	-0.06	0.971192	-1.95457
13016	2.6032	-0.0551507	-0.0539745	-0.06	-0.06	-0.0578557	-0.06	0.971192	-1.95457
13017	2.6034	-0.0554155	-0.0538681	-0.06	-0.06	-0.0576537	-0.06	0.971192	-1.95457
13018	2.6036	-0.0556327	-0.053763	-0.06	-0.06	-0.0574595	-0.06	0.971192	-1.95457
13019	2.6038	-0.0558082	-0.0536593	-0.06	-0.06	-0.057273	-0.06	0.971184	-1.95397
13020	2.604	-0.0559472	-0.0535571	-0.06	-0.06	-0.0570388	-0.06	0.971184	-1.95397
13021	2.6042	-0.0560541	0	-0.06	-0.06	-0.0568138	-0.06	0.971184	-1.95397
13022	2.6044	-0.0561328	-0.0539947	-0.06	-0.06	-0.0565976	-0.06	0.971184	-1.95397
13023	2.6046	-0.0561866	-0.0544492	-0.06	-0.06	-0.0563898	-0.06	0.971184	-1.95397
13024	2.6048	-0.0562184	-0.0548313	-0.06	-0.06	-0.0561903	-0.06	0.971176	-1.95338
13025	2.605	-0.056231	-0.0551507	-0.06	-0.06	-0.0559695	-0.06	0.971176	-1.95338
13026	2.6052	-0.0562264	-0.0554155	-0.06	-0.06	-0.0557573	-0.06	0.971176	-1.95338
13027	2.6054	-0.0562067	-0.0556327	-0.06	-0.06	-0.0555534	-0.06	0.971176	-1.95338
13028	2.6056	-0.0561737	-0.0558082	-0.06	-0.06	-0.0553576	-0.06	0.971176	-1.95338
13029	2.6058	-0.0561291	-0.0559472	-0.06	-0.06	-0.0551694	-0.06	0.971168	-1.95278
13030	2.606	-0.0560741	-0.0560541	-0.06	-0.06	-0.0549755	-0.06	0.971168	-1.95278
13031	2.6062	-0.05601	-0.0561328	-0.06	-0.06	-0.0547892	-0.06	0.971168	-1.95278
13032	2.6064	-0.055938	-0.0561866	-0.06	-0.06	-0.0546102	-0.06	0.971168	-1.95278
13033	2.6066	-0.0558591	-0.0562184	-0.06	-0.06	0	-0.06	0.971168	-1.95278
13034	2.6068	-0.0557743	-0.056231	-0.06	-0.06	-0.0548745	-0.06	0.97116	-1.95219
13035	2.607	-0.0556842	-0.0562264	-0.06	-0.06	-0.0552348	-0.06	0.97116	-1.95219
13036	2.6072	-0.0555897	-0.0562067	-0.06	-0.06	-0.0555344	-0.06	0.97116	-1.95219
13037	2.6074	-0.0554914	-0.0561737	-0.06	-0.06	-0.0557811	-0.06	0.97116	-1.95219
13038	2.6076	-0.05539	-0.0561291	-0.06	-0.06	-0.0559818	-0.06	0.97116	-1.95219
13039	2.6078	-0.055286	-0.0560741	-0.06	-0.06	-0.0561421	-0.06	0.971151	-1.9516
13040	2.608	-0.0551798	-0.05601	-0.06	-0.06	-0.0562651	-0.06	0.971151	-1.9516
13041	2.6082	-0.055072	-0.055938	-0.06	-0.06	-0.0563573	-0.06	0.971151	-1.9516
13042	2.6084	-0.0549628	-0.0558591	-0.06	-0.06	-0.0564223	-0.06	0.971151	-1.9516
13043	2.6086	-0.0548528	-0.0557743	-0.06	-0.06	-0.0564635	-0.06	0.971151	-1.9516
13044	2.6088	-0.0547423	-0.0556842	-0.06	-0.06	-0.0564836	-0.06	0.971142	-1.951
13045	2.609	-0.0546314	-0.0555897	-0.06	-0.06	-0.0564843	-0.06	0.971142	-1.951
13046	2.6092	-0.0545206	-0.0554914	-0.06	-0.06	-0.0564688	-0.06	0.971142	-1.951
13047	2.6094	-0.0544101	-0.05539	-0.06	-0.06	-0.0564388	-0.06	0.971142	-1.951
13048	2.6096	-0.0543	-0.055286	-0.06	-0.06	-0.0563962	-0.06	0.971142	-1.951
13049	2.6098	-0.0541906	-0.0551798	-0.06	-0.06	-0.0563425	-0.06	0.971133	-1.95041
13050	2.61	-0.054082	-0.055072	-0.06	-0.06	-0.0562787	-0.06	0.971133	-1.95041
13051	2.6102	-0.0539745	-0.0549628	-0.06	-0.06	-0.0562063	-0.06	0.971133	-1.95041
13052	2.6104	-0.0538681	-0.0548528	-0.06	-0.06	-0.0561265	-0.06	0.971133	-1.95041
13053	2.6106	-0.053763	-0.0547423	-0.06	-0.06	-0.0560402	-0.06	0.971133	-1.95041
13054	2.6108	-0.0536593	-0.0546314	-0.06	-0.06	-0.0559483	-0.06	0.971124	-1.94983
13055	2.611	-0.0535571	-0.0545206	-0.06	-0.06	-0.0558514	-0.06	0.971124	-1.94983
13056	2.6112	0	-0.0544101	-0.06	-0.06	-0.0557505	-0.06	0.971124	-1.94983
13057	2.6114	-0.0539947	-0.0543	-0.06	-0.06	-0.0556461	-0.06	0.971124	-1.94983
13058	2.6116	-0.0544492	-0.0541906	-0.06	-0.06	-0.0555388	-0.06	0.971124	-1.94983
13059	2.6118	-0.0548313	-0.054082	-0.06	-0.06	-0.0554292	-0.06	0.971115	-1.94924
13060	2.612	-0.0551507	-0.0539745	-0.06	-0.06	-0.0553177	-0.06	0.971115	-1.94924
13061	2.6122	-0.0554155	-0.0538681	-0.06	-0.06	-0.0552047	-0.06	0.971115	-1.94924
13062	2.6124	-0.0556327	-0.053763	-0.06	-0.06	-0.0550907	-0.06	0.971115	-1.94924
13063	2.6126	-0.0558082	-0.0536593	-0.06	-0.06	-0.054976	-0.06	0.971115	-1.94924
13064	2.6128	-0.0559472	-0.0535571	-0.06	-0.06	-0.054861	-0.06	0.971106	-1.94865
13065	2.613	-0.0560541	0	-0.06	-0.06	-0.0547458	-0.06	0.971106	-1.94865
13066	2.6132	-0.0561328	-0.0539947	-0.06	-0.06	-0.0546308	-0.06	0.971106	-1.94865
13067	2.6134	-0.0561866	-0.0544492	-0.06	-0.06	-0.0545163	-0.06	0.971106	-1.94865
13068	2.6136	-0.0562184	-0.0548313	-0.06	-0.06	-0.0544024	-0.06	0.971106	-1.94865
