TimeSlice	Time	R_foot ground contact	R_toe ground contact	R_hip middle	L_toe ground contact	L_hip middle	L_foot ground contact	height	distance
0	0	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
1	0.0002	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
2	0.0004	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
3	0.0006	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
4	0.0008	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
5	0.001	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
6	0.0012	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
7	0.0014	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
8	0.0016	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
9	0.0018	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0201	-3.454
10	0.002	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0201	-3.454
11	0.0022	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0201	-3.454
12	0.0024	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0201	-3.454
13	0.0026	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0201	-3.454
14	0.0028	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45406
15	0.003	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45406
16	0.0032	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45406
17	0.0034	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45406
18	0.0036	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45406
19	0.0038	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.45413
20	0.004	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.45413
21	0.0042	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.45413
22	0.0044	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.45413
23	0.0046	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.45413
24	0.0048	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.4542
25	0.005	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.4542
26	0.0052	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.4542
27	0.0054	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.4542
28	0.0056	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.4542
29	0.0058	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45427
30	0.006	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45427
31	0.0062	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45427
32	0.0064	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45427
33	0.0066	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45427
