TimeSlice	Time	L Ank flx Ia	L Ank ext Ia	L Ank flx Ia IN	L Ank ext Ia IN	L Ank ext Ib	L Ank flx Ib	L Ank MN ext	L Ank MN flx	L Ank MN flx RE	L Ank MN ext RE
2313	0.4626	-0.0625283	-0.0593511	-0.0599987	-0.0599991	-0.0583556	-0.0596428	-0.0525778	-0.0919935	-0.0470426	-0.0446682
2314	0.4628	-0.0625287	-0.0593524	-0.0599987	-0.0599991	-0.0583592	-0.0596428	-0.0525916	-0.0919911	-0.0470384	-0.044672
2315	0.463	-0.0625292	-0.0593536	-0.0599987	-0.0599991	-0.0583634	-0.0596429	-0.0526053	-0.0919887	-0.0470341	-0.0446757
2316	0.4632	-0.0625296	-0.0593549	-0.0599987	-0.0599991	-0.0583674	-0.0596429	-0.0526191	-0.0919862	-0.0470299	-0.0446795
2317	0.4634	-0.06253	-0.0593561	-0.0599987	-0.0599991	-0.0583713	-0.0596429	-0.0526327	-0.0919838	-0.0470257	-0.0446832
2318	0.4636	-0.0625305	-0.0593574	-0.0599987	-0.0599991	-0.058375	-0.0596429	-0.0526464	-0.0919814	-0.0470215	-0.0446869
2319	0.4638	-0.0625309	-0.0593586	-0.0599987	-0.0599991	-0.0583786	-0.0596429	-0.0526599	-0.091979	-0.0470174	-0.0446906
2320	0.464	-0.0625313	-0.0593598	-0.0599987	-0.0599991	-0.0583827	-0.059643	-0.0526734	-0.0919766	-0.0470132	-0.0446943
2321	0.4642	-0.0625318	-0.059361	-0.0599987	-0.0599991	-0.0583866	-0.059643	-0.0526869	-0.0919742	-0.0470091	-0.0446979
2322	0.4644	-0.0625322	-0.0593622	-0.0599987	-0.0599991	-0.0583904	-0.059643	-0.0527003	-0.0919718	-0.047005	-0.0447016
2323	0.4646	-0.0625326	-0.0593635	-0.0599987	-0.0599991	-0.0583941	-0.059643	-0.0527137	-0.0919694	-0.0470009	-0.0447052
2324	0.4648	-0.062533	-0.0593647	-0.0599987	-0.0599991	-0.0583976	-0.059643	-0.052727	-0.0919671	-0.0469968	-0.0447088
2325	0.465	-0.0625335	-0.0593658	-0.0599987	-0.0599991	-0.0584016	-0.059643	-0.0527403	-0.0919647	-0.0469927	-0.0447124
2326	0.4652	-0.0625339	-0.059367	-0.0599987	-0.0599991	-0.0584055	-0.0596431	-0.0527535	-0.0919624	-0.0469887	-0.044716
2327	0.4654	-0.0625343	-0.0593682	-0.0599987	-0.0599991	-0.0584092	-0.0596431	-0.0527667	-0.09196	-0.0469846	-0.0447196
2328	0.4656	-0.0625347	-0.0593694	-0.0599987	-0.0599991	-0.0584127	-0.0596431	-0.0527799	-0.0919577	-0.0469806	-0.0447231
2329	0.4658	-0.0625352	-0.0593706	-0.0599987	-0.0599991	-0.0584162	-0.0596431	-0.052793	-0.0919553	-0.0469766	-0.0447267
2330	0.466	-0.0625356	-0.0593718	-0.0599987	-0.0599991	-0.0584201	-0.0596431	-0.052806	-0.091953	-0.0469726	-0.0447302
2331	0.4662	-0.062536	-0.0593729	-0.0599987	-0.0599991	-0.0584239	-0.0596431	-0.052819	-0.0919507	-0.0469686	-0.0447337
2332	0.4664	-0.0625364	-0.0593741	-0.0599987	-0.0599991	-0.0584275	-0.0596431	-0.052832	-0.0919484	-0.0469646	-0.0447372
2333	0.4666	-0.0625368	-0.0593753	-0.0599987	-0.0599991	-0.058431	-0.0596432	-0.0528449	-0.0919461	-0.0469607	-0.0447407
2334	0.4668	-0.0625372	-0.0593764	-0.0599987	-0.0599991	-0.0584343	-0.0596432	-0.0528578	-0.0919438	-0.0469568	-0.0447441
2335	0.467	-0.0625376	-0.0593776	-0.0599987	-0.0599991	-0.0584382	-0.0596432	-0.0528706	-0.0919415	-0.0469529	-0.0447475
2336	0.4672	-0.0625381	-0.0593787	-0.0599987	-0.0599991	-0.0584419	-0.0596432	-0.0528833	-0.0919392	-0.046949	-0.044751
2337	0.4674	-0.0625385	-0.0593798	-0.0599987	-0.0599991	-0.0584454	-0.0596432	-0.0528961	-0.0919369	-0.0469451	-0.0447544
2338	0.4676	-0.0625389	-0.059381	-0.0599987	-0.0599991	-0.0584489	-0.0596432	-0.0529088	-0.0919347	-0.0469412	-0.0447578
2339	0.4678	-0.0625393	-0.0593821	-0.0599987	-0.0599991	-0.0584521	-0.0596432	-0.0529214	-0.0919324	-0.0469374	-0.0447611
2340	0.468	-0.0625397	-0.0593832	-0.0599987	-0.0599991	-0.0584559	-0.0596432	-0.052934	-0.0919302	-0.0469335	-0.0447645
2341	0.4682	-0.0625401	-0.0593844	-0.0599987	-0.0599991	-0.0584595	-0.0596432	-0.0529466	-0.0919279	-0.0469297	-0.0447679
2342	0.4684	-0.0625405	-0.0593855	-0.0599987	-0.0599991	-0.058463	-0.0596433	-0.0529591	-0.0919257	-0.0469259	-0.0447712
2343	0.4686	-0.0625409	-0.0593866	-0.0599987	-0.0599991	-0.0584663	-0.0596433	-0.0529715	-0.0919234	-0.0469221	-0.0447745
2344	0.4688	-0.0625413	-0.0593877	-0.0599987	-0.0599991	-0.0584696	-0.0596433	-0.052984	-0.0919212	-0.0469184	-0.0447778
2345	0.469	-0.0625417	-0.0593888	-0.0599987	-0.0599991	-0.0584732	-0.0596433	-0.0529964	-0.091919	-0.0469146	-0.0447811
2346	0.4692	-0.0625421	-0.0593899	-0.0599987	-0.0599991	-0.0584768	-0.0596433	-0.0530087	-0.0919168	-0.0469109	-0.0447843
2347	0.4694	-0.0625425	-0.059391	-0.0599987	-0.0599991	-0.0584802	-0.0596433	-0.053021	-0.0919146	-0.0469072	-0.0447876
2348	0.4696	-0.0625429	-0.0593921	-0.0599987	-0.0599991	-0.0584835	-0.0596433	-0.0530333	-0.0919124	-0.0469035	-0.0447908
2349	0.4698	-0.0625433	-0.0593932	-0.0599987	-0.0599991	-0.0584866	-0.0596433	-0.0530455	-0.0919102	-0.0468998	-0.044794
2350	0.47	-0.0625436	-0.0593943	-0.0599987	-0.0599991	-0.0584902	-0.0596433	-0.0530577	-0.0919081	-0.0468961	-0.0447973
2351	0.4702	-0.062544	-0.0593954	-0.0599987	-0.0599991	-0.0584937	-0.0596433	-0.0530698	-0.0919059	-0.0468925	-0.0448004
2352	0.4704	-0.0625444	-0.0593964	-0.0599987	-0.0599991	-0.058497	-0.0596433	-0.0530819	-0.0919037	-0.0468888	-0.0448036
2353	0.4706	-0.0625448	-0.0593975	-0.0599987	-0.0599991	-0.0585002	-0.0596433	-0.053094	-0.0919016	-0.0468852	-0.0448068
2354	0.4708	-0.0625452	-0.0593986	-0.0599987	-0.0599991	-0.0585033	-0.0596433	-0.0531061	-0.0918994	-0.0468816	-0.0448099
2355	0.471	-0.0625456	-0.0593997	-0.0599987	-0.0599991	-0.0585068	-0.0596434	-0.053118	-0.0918973	-0.046878	-0.044813
2356	0.4712	-0.0625459	-0.0594007	-0.0599987	-0.0599991	-0.0585102	-0.0596434	-0.05313	-0.0918952	-0.0468744	-0.0448161
2357	0.4714	-0.0625463	-0.0594018	-0.0599987	-0.0599991	-0.0585135	-0.0596434	-0.0531419	-0.0918931	-0.0468709	-0.0448192
2358	0.4716	-0.0625467	-0.0594029	-0.0599987	-0.0599991	-0.0585166	-0.0596434	-0.0531538	-0.0918909	-0.0468673	-0.0448223
2359	0.4718	-0.0625471	-0.0594039	-0.0599987	-0.0599991	-0.0585196	-0.0596434	-0.0531657	-0.0918888	-0.0468638	-0.0448254
2360	0.472	-0.0625474	-0.059405	-0.0599987	-0.0599991	-0.0585231	-0.0596434	-0.0531775	-0.0918867	-0.0468603	-0.0448284
2361	0.4722	-0.0625478	-0.059406	-0.0599987	-0.0599991	-0.0585264	-0.0596434	-0.0531893	-0.0918847	-0.0468568	-0.0448315
2362	0.4724	-0.0625482	-0.0594071	-0.0599987	-0.0599991	-0.0585296	-0.0596434	-0.0532011	-0.0918826	-0.0468533	-0.0448345
2363	0.4726	-0.0625486	-0.0594081	-0.0599987	-0.0599991	-0.0585327	-0.0596434	-0.0532128	-0.0918805	-0.0468499	-0.0448375
2364	0.4728	-0.0625489	-0.0594092	-0.0599987	-0.0599991	-0.0585356	-0.0596434	-0.0532245	-0.0918784	-0.0468464	-0.0448405
2365	0.473	-0.0625493	-0.0594102	-0.0599987	-0.0599991	-0.058539	-0.0596434	-0.0532362	-0.0918764	-0.046843	-0.0448434
2366	0.4732	-0.0625496	-0.0594112	-0.0599987	-0.0599991	-0.0585423	-0.0596434	-0.0532478	-0.0918743	-0.0468396	-0.0448464
2367	0.4734	-0.06255	-0.0594123	-0.0599987	-0.0599991	-0.0585454	-0.0596434	-0.0532594	-0.0918723	-0.0468362	-0.0448493
2368	0.4736	-0.0625504	-0.0594133	-0.0599987	-0.0599991	-0.0585484	-0.0596434	-0.053271	-0.0918702	-0.0468328	-0.0448523
2369	0.4738	-0.0625507	-0.0594143	-0.0599987	-0.0599991	-0.0585513	-0.0596434	-0.0532826	-0.0918682	-0.0468294	-0.0448552
2370	0.474	-0.0625511	-0.0594154	-0.0599987	-0.0599991	-0.0585546	-0.0596434	-0.0532941	-0.0918662	-0.0468261	-0.0448581
2371	0.4742	-0.0625514	-0.0594164	-0.0599987	-0.0599991	-0.0585578	-0.0596434	-0.0533056	-0.0918642	-0.0468228	-0.0448609
2372	0.4744	-0.0625518	-0.0594174	-0.0599987	-0.0599991	-0.0585609	-0.0596434	-0.0533171	-0.0918622	-0.0468194	-0.0448638
2373	0.4746	-0.0625521	-0.0594185	-0.0599987	-0.0599991	-0.0585638	-0.0596434	-0.0533285	-0.0918602	-0.0468161	-0.0448667
2374	0.4748	-0.0625525	-0.0594195	-0.0599987	-0.0599991	-0.0585666	-0.0596434	-0.05334	-0.0918582	-0.0468129	-0.0448695
2375	0.475	-0.0625528	-0.0594205	-0.0599987	-0.0599991	-0.0585699	-0.0596434	-0.0533513	-0.0918562	-0.0468096	-0.0448723
2376	0.4752	-0.0625532	-0.0594215	-0.0599987	-0.0599991	-0.058573	-0.0596434	-0.0533627	-0.0918542	-0.0468063	-0.0448751
2377	0.4754	-0.0625535	-0.0594225	-0.0599987	-0.0599991	-0.058576	-0.0596434	-0.0533741	-0.0918522	-0.0468031	-0.0448779
2378	0.4756	-0.0625539	-0.0594235	-0.0599987	-0.0599991	-0.0585789	-0.0596434	-0.0533854	-0.0918503	-0.0467999	-0.0448807
2379	0.4758	-0.0625542	-0.0594246	-0.0599987	-0.0599991	-0.0585817	-0.0596434	-0.0533967	-0.0918483	-0.0467967	-0.0448834
2380	0.476	-0.0625545	-0.0594256	-0.0599987	-0.0599991	-0.0585848	-0.0596434	-0.053408	-0.0918464	-0.0467935	-0.0448862
2381	0.4762	-0.0625549	-0.0594266	-0.0599987	-0.0599991	-0.0585879	-0.0596435	-0.0534192	-0.0918444	-0.0467903	-0.0448889
2382	0.4764	-0.0625552	-0.0594276	-0.0599987	-0.0599991	-0.0585908	-0.0596435	-0.0534305	-0.0918425	-0.0467872	-0.0448916
2383	0.4766	-0.0625555	-0.0594286	-0.0599987	-0.0599991	-0.0585937	-0.0596435	-0.0534417	-0.0918406	-0.046784	-0.0448943
2384	0.4768	-0.0625559	-0.0594296	-0.0599987	-0.0599991	-0.0585964	-0.0596435	-0.0534529	-0.0918386	-0.0467809	-0.044897
2385	0.477	-0.0625562	-0.0594306	-0.0599987	-0.0599991	-0.0585995	-0.0596435	-0.0534641	-0.0918367	-0.0467778	-0.0448997
2386	0.4772	-0.0625565	-0.0594316	-0.0599987	-0.0599991	-0.0586025	-0.0596435	-0.0534752	-0.0918348	-0.0467747	-0.0449023
2387	0.4774	-0.0625568	-0.0594326	-0.0599987	-0.0599991	-0.0586054	-0.0596435	-0.0534864	-0.0918329	-0.0467716	-0.044905
2388	0.4776	-0.0625572	-0.0594336	-0.0599987	-0.0599991	-0.0586081	-0.0596435	-0.0534975	-0.091831	-0.0467686	-0.0449076
2389	0.4778	-0.0625575	-0.0594346	-0.0599987	-0.0599991	-0.0586108	-0.0596435	-0.0535086	-0.0918291	-0.0467655	-0.0449102
2390	0.478	-0.0625578	-0.0594356	-0.0599987	-0.0599991	-0.0586139	-0.0596435	-0.0535197	-0.0918272	-0.0467625	-0.0449128
2391	0.4782	-0.0625581	-0.0594366	-0.0599987	-0.0599991	-0.0586168	-0.0596435	-0.0535307	-0.0918254	-0.0467595	-0.0449154
2392	0.4784	-0.0625584	-0.0594377	-0.0599987	-0.0599991	-0.0586196	-0.0596435	-0.0535418	-0.0918235	-0.0467565	-0.044918
2393	0.4786	-0.0625587	-0.0594387	-0.0599987	-0.0599991	-0.0586223	-0.0596435	-0.0535528	-0.0918216	-0.0467535	-0.0449205
2394	0.4788	-0.062559	-0.0594397	-0.0599987	-0.0599991	-0.0586249	-0.0596435	-0.0535639	-0.0918198	-0.0467505	-0.0449231
2395	0.479	-0.0625594	-0.0594407	-0.0599987	-0.0599991	-0.0586279	-0.0596435	-0.0535749	-0.0918179	-0.0467476	-0.0449256
2396	0.4792	-0.0625597	-0.0594417	-0.0599987	-0.0599991	-0.0586308	-0.0596435	-0.0535858	-0.0918161	-0.0467446	-0.0449281
2397	0.4794	-0.06256	-0.0594427	-0.0599987	-0.0599991	-0.0586336	-0.0596435	-0.0535968	-0.0918143	-0.0467417	-0.0449306
2398	0.4796	-0.0625603	-0.0594437	-0.0599987	-0.0599991	-0.0586363	-0.0596435	-0.0536078	-0.0918124	-0.0467388	-0.0449331
2399	0.4798	-0.0625606	-0.0594447	-0.0599987	-0.0599991	-0.0586388	-0.0596435	-0.0536187	-0.0918106	-0.0467359	-0.0449355
2400	0.48	-0.0625609	-0.0594457	-0.0599987	-0.0599991	-0.0586418	-0.0596435	-0.0536296	-0.0918088	-0.0467331	-0.044938
2401	0.4802	-0.0625612	-0.0594467	-0.0599987	-0.0599991	-0.0586446	-0.0596435	-0.0536405	-0.091807	-0.0467302	-0.0449404
2402	0.4804	-0.0625615	-0.0594476	-0.0599987	-0.0599991	-0.0586473	-0.0596435	-0.0536514	-0.0918052	-0.0467274	-0.0449429
2403	0.4806	-0.0625618	-0.0594486	-0.0599987	-0.0599991	-0.0586499	-0.0596435	-0.0536623	-0.0918034	-0.0467245	-0.0449453
2404	0.4808	-0.062562	-0.0594496	-0.0599987	-0.0599991	-0.0586524	-0.0596435	-0.0536732	-0.0918016	-0.0467217	-0.0449477
2405	0.481	-0.0625623	-0.0594506	-0.0599987	-0.0599991	-0.0586553	-0.0596435	-0.053684	-0.0917998	-0.0467189	-0.0449501
2406	0.4812	-0.0625626	-0.0594516	-0.0599987	-0.0599991	-0.0586581	-0.0596435	-0.0536949	-0.091798	-0.0467161	-0.0449524
2407	0.4814	-0.0625629	-0.0594526	-0.0599987	-0.0599991	-0.0586608	-0.0596435	-0.0537057	-0.0917963	-0.0467134	-0.0449548
2408	0.4816	-0.0625632	-0.0594536	-0.0599987	-0.0599991	-0.0586634	-0.0596435	-0.0537166	-0.0917945	-0.0467106	-0.0449571
2409	0.4818	-0.0625635	-0.0594546	-0.0599987	-0.0599991	-0.0586658	-0.0596435	-0.0537274	-0.0917927	-0.0467079	-0.0449595
2410	0.482	-0.0625637	-0.0594556	-0.0599987	-0.0599991	-0.0586687	-0.0596435	-0.0537382	-0.091791	-0.0467052	-0.0449618
2411	0.4822	-0.062564	-0.0594566	-0.0599987	-0.0599991	-0.0586714	-0.0596435	-0.0537489	-0.0917892	-0.0467025	-0.0449641
2412	0.4824	-0.0625643	-0.0594576	-0.0599987	-0.0599991	-0.058674	-0.0596435	-0.0537597	-0.0917875	-0.0466998	-0.0449664
2413	0.4826	-0.0625646	-0.0594586	-0.0599987	-0.0599991	-0.0586766	-0.0596435	-0.0537705	-0.0917858	-0.0466971	-0.0449686
2414	0.4828	-0.0625648	-0.0594596	-0.0599987	-0.0599991	-0.058679	-0.0596435	-0.0537812	-0.091784	-0.0466944	-0.0449709
2415	0.483	-0.0625651	-0.0594606	-0.0599987	-0.0599991	-0.0586818	-0.0596435	-0.053792	-0.0917823	-0.0466918	-0.0449731
2416	0.4832	-0.0625654	-0.0594616	-0.0599987	-0.0599991	-0.0586845	-0.0596435	-0.0538027	-0.0917806	-0.0466891	-0.0449754
2417	0.4834	-0.0625656	-0.0594626	-0.0599987	-0.0599991	-0.0586871	-0.0596435	-0.0538134	-0.0917789	-0.0466865	-0.0449776
2418	0.4836	-0.0625659	-0.0594636	-0.0599987	-0.0599991	-0.0586895	-0.0596435	-0.0538241	-0.0917772	-0.0466839	-0.0449798
2419	0.4838	-0.0625661	-0.0594646	-0.0599987	-0.0599991	-0.0586919	-0.0596435	-0.0538348	-0.0917755	-0.0466813	-0.044982
2420	0.484	-0.0625664	-0.0594656	-0.0599987	-0.0599991	-0.0586947	-0.0596435	-0.0538455	-0.0917738	-0.0466788	-0.0449842
2421	0.4842	-0.0625666	-0.0594666	-0.0599987	-0.0599991	-0.0586973	-0.0596435	-0.0538562	-0.0917721	-0.0466762	-0.0449864
2422	0.4844	-0.0625669	-0.0594676	-0.0599987	-0.0599991	-0.0586999	-0.0596435	-0.0538669	-0.0917704	-0.0466737	-0.0449885
2423	0.4846	-0.0625672	-0.0594686	-0.0599987	-0.0599991	-0.0587023	-0.0596435	-0.0538775	-0.0917687	-0.0466711	-0.0449907
2424	0.4848	-0.0625674	-0.0594696	-0.0599987	-0.0599991	-0.0587047	-0.0596435	-0.0538882	-0.0917671	-0.0466686	-0.0449928
2425	0.485	-0.0625676	-0.0594706	-0.0599987	-0.0599991	-0.0587074	-0.0596434	-0.0538988	-0.0917654	-0.0466661	-0.0449949
2426	0.4852	-0.0625679	-0.0594717	-0.0599987	-0.0599991	-0.05871	-0.0596434	-0.0539095	-0.0917638	-0.0466636	-0.044997
2427	0.4854	-0.0625681	-0.0594727	-0.0599987	-0.0599991	-0.0587125	-0.0596434	-0.0539201	-0.0917621	-0.0466612	-0.0449991
2428	0.4856	-0.0625684	-0.0594737	-0.0599987	-0.0599991	-0.0587149	-0.0596434	-0.0539307	-0.0917605	-0.0466587	-0.0450012
2429	0.4858	-0.0625686	-0.0594747	-0.0599987	-0.0599991	-0.0587172	-0.0596434	-0.0539413	-0.0917588	-0.0466563	-0.0450032
2430	0.486	-0.0625688	-0.0594757	-0.0599987	-0.0599991	-0.0587199	-0.0596434	-0.0539519	-0.0917572	-0.0466538	-0.0450053
2431	0.4862	-0.0625691	-0.0594767	-0.0599987	-0.0599991	-0.0587225	-0.0596434	-0.0539625	-0.0917556	-0.0466514	-0.0450073
2432	0.4864	-0.0625693	-0.0594777	-0.0599987	-0.0599991	-0.0587249	-0.0596434	-0.0539731	-0.0917539	-0.046649	-0.0450094
2433	0.4866	-0.0625695	-0.0594787	-0.0599987	-0.0599991	-0.0587273	-0.0596434	-0.0539837	-0.0917523	-0.0466467	-0.0450114
2434	0.4868	-0.0625698	-0.0594797	-0.0599987	-0.0599991	-0.0587296	-0.0596434	-0.0539943	-0.0917507	-0.0466443	-0.0450134
2435	0.487	-0.06257	-0.0594807	-0.0599987	-0.0599991	-0.0587322	-0.0596434	-0.0540049	-0.0917491	-0.0466419	-0.0450154
2436	0.4872	-0.0625702	-0.0594817	-0.0599987	-0.0599991	-0.0587348	-0.0596434	-0.0540154	-0.0917475	-0.0466396	-0.0450173
2437	0.4874	-0.0625704	-0.0594827	-0.0599987	-0.0599991	-0.0587372	-0.0596434	-0.054026	-0.0917459	-0.0466373	-0.0450193
2438	0.4876	-0.0625707	-0.0594838	-0.0599987	-0.0599991	-0.0587395	-0.0596434	-0.0540365	-0.0917443	-0.0466349	-0.0450212
2439	0.4878	-0.0625709	-0.0594848	-0.0599987	-0.0599991	-0.0587418	-0.0596434	-0.0540471	-0.0917427	-0.0466326	-0.0450232
2440	0.488	-0.0625711	-0.0594858	-0.0599987	-0.0599991	-0.0587444	-0.0596434	-0.0540576	-0.0917411	-0.0466304	-0.0450251
2441	0.4882	-0.0625713	-0.0594868	-0.0599987	-0.0599991	-0.0587469	-0.0596434	-0.0540681	-0.0917395	-0.0466281	-0.045027
2442	0.4884	-0.0625715	-0.0594878	-0.0599987	-0.0599991	-0.0587493	-0.0596434	-0.0540787	-0.091738	-0.0466258	-0.0450289
2443	0.4886	-0.0625717	-0.0594888	-0.0599987	-0.0599991	-0.0587516	-0.0596434	-0.0540892	-0.0917364	-0.0466236	-0.0450308
2444	0.4888	-0.0625719	-0.0594898	-0.0599987	-0.0599991	-0.0587538	-0.0596434	-0.0540997	-0.0917348	-0.0466214	-0.0450327
2445	0.489	-0.0625721	-0.0594909	-0.0599987	-0.0599991	-0.0587564	-0.0596434	-0.0541102	-0.0917333	-0.0466191	-0.0450346
2446	0.4892	-0.0625723	-0.0594919	-0.0599987	-0.0599991	-0.0587589	-0.0596434	-0.0541207	-0.0917317	-0.0466169	-0.0450364
2447	0.4894	-0.0625725	-0.0594929	-0.0599987	-0.0599991	-0.0587612	-0.0596434	-0.0541312	-0.0917302	-0.0466148	-0.0450383
2448	0.4896	-0.0625727	-0.0594939	-0.0599987	-0.0599991	-0.0587635	-0.0596434	-0.0541417	-0.0917287	-0.0466126	-0.0450401
2449	0.4898	-0.0625729	-0.0594949	-0.0599987	-0.0599991	-0.0587657	-0.0596434	-0.0541522	-0.0917271	-0.0466104	-0.0450419
2450	0.49	-0.0625731	-0.059496	-0.0599987	-0.0599991	-0.0587683	-0.0596434	-0.0541627	-0.0917256	-0.0466083	-0.0450437
2451	0.4902	-0.0625733	-0.059497	-0.0599987	-0.0599991	-0.0587707	-0.0596434	-0.0541732	-0.0917241	-0.0466061	-0.0450455
2452	0.4904	-0.0625735	-0.059498	-0.0599987	-0.0599991	-0.0587731	-0.0596434	-0.0541837	-0.0917225	-0.046604	-0.0450473
2453	0.4906	-0.0625737	-0.059499	-0.0599987	-0.0599991	-0.0587753	-0.0596434	-0.0541942	-0.091721	-0.0466019	-0.0450491
2454	0.4908	-0.0625739	-0.0595001	-0.0599987	-0.0599991	-0.0587775	-0.0596434	-0.0542047	-0.0917195	-0.0465998	-0.0450508
2455	0.491	-0.0625741	-0.0595011	-0.0599987	-0.0599991	-0.05878	-0.0596434	-0.0542151	-0.091718	-0.0465977	-0.0450526
2456	0.4912	-0.0625742	-0.0595021	-0.0599987	-0.0599991	-0.0587824	-0.0596434	-0.0542256	-0.0917165	-0.0465957	-0.0450543
2457	0.4914	-0.0625744	-0.0595032	-0.0599987	-0.0599991	-0.0587847	-0.0596434	-0.0542361	-0.091715	-0.0465936	-0.045056
2458	0.4916	-0.0625746	-0.0595042	-0.0599987	-0.0599991	-0.058787	-0.0596434	-0.0542465	-0.0917135	-0.0465916	-0.0450578
2459	0.4918	-0.0625748	-0.0595052	-0.0599987	-0.0599991	-0.0587891	-0.0596434	-0.054257	-0.091712	-0.0465895	-0.0450595
2460	0.492	-0.062575	-0.0595062	-0.0599987	-0.0599991	-0.0587916	-0.0596434	-0.0542674	-0.0917106	-0.0465875	-0.0450611
2461	0.4922	-0.0625751	-0.0595073	-0.0599987	-0.0599991	-0.058794	-0.0596434	-0.0542779	-0.0917091	-0.0465855	-0.0450628
2462	0.4924	-0.0625753	-0.0595083	-0.0599987	-0.0599991	-0.0587963	-0.0596434	-0.0542884	-0.0917076	-0.0465835	-0.0450645
2463	0.4926	-0.0625755	-0.0595094	-0.0599987	-0.0599991	-0.0587985	-0.0596434	-0.0542988	-0.0917061	-0.0465815	-0.0450662
2464	0.4928	-0.0625756	-0.0595104	-0.0599987	-0.0599991	-0.0588006	-0.0596434	-0.0543093	-0.0917047	-0.0465796	-0.0450678
2465	0.493	-0.0625758	-0.0595114	-0.0599987	-0.0599991	-0.058803	-0.0596434	-0.0543197	-0.0917032	-0.0465776	-0.0450694
2466	0.4932	-0.062576	-0.0595125	-0.0599987	-0.0599991	-0.0588054	-0.0596434	-0.0543301	-0.0917018	-0.0465757	-0.0450711
2467	0.4934	-0.0625761	-0.0595135	-0.0599987	-0.0599991	-0.0588077	-0.0596434	-0.0543406	-0.0917003	-0.0465738	-0.0450727
2468	0.4936	-0.0625763	-0.0595146	-0.0599987	-0.0599991	-0.0588099	-0.0596434	-0.054351	-0.0916989	-0.0465718	-0.0450743
2469	0.4938	-0.0625764	-0.0595156	-0.0599987	-0.0599991	-0.058812	-0.0596434	-0.0543615	-0.0916974	-0.0465699	-0.0450759
2470	0.494	-0.0625766	-0.0595166	-0.0599987	-0.0599991	-0.0588144	-0.0596434	-0.0543719	-0.091696	-0.0465681	-0.0450775
2471	0.4942	-0.0625767	-0.0595177	-0.0599987	-0.0599991	-0.0588167	-0.0596434	-0.0543824	-0.0916946	-0.0465662	-0.045079
2472	0.4944	-0.0625769	-0.0595187	-0.0599987	-0.0599991	-0.058819	-0.0596434	-0.0543928	-0.0916932	-0.0465643	-0.0450806
2473	0.4946	-0.062577	-0.0595198	-0.0599987	-0.0599991	-0.0588212	-0.0596434	-0.0544033	-0.0916917	-0.0465625	-0.0450821
2474	0.4948	-0.0625772	-0.0595208	-0.0599987	-0.0599991	-0.0588232	-0.0596434	-0.0544137	-0.0916903	-0.0465606	-0.0450837
2475	0.495	-0.0625773	-0.0595219	-0.0599987	-0.0599991	-0.0588256	-0.0596434	-0.0544241	-0.0916889	-0.0465588	-0.0450852
2476	0.4952	-0.0625775	-0.0595229	-0.0599987	-0.0599991	-0.058828	-0.0596434	-0.0544346	-0.0916875	-0.046557	-0.0450867
2477	0.4954	-0.0625776	-0.059524	-0.0599987	-0.0599991	-0.0588302	-0.0596434	-0.054445	-0.0916861	-0.0465552	-0.0450882
2478	0.4956	-0.0625777	-0.059525	-0.0599987	-0.0599991	-0.0588323	-0.0596434	-0.0544555	-0.0916847	-0.0465534	-0.0450897
2479	0.4958	-0.0625779	-0.0595261	-0.0599987	-0.0599991	-0.0588344	-0.0596434	-0.0544659	-0.0916833	-0.0465516	-0.0450912
2480	0.496	-0.062578	-0.0595272	-0.0599987	-0.0599991	-0.0588368	-0.0596434	-0.0544763	-0.0916819	-0.0465498	-0.0450927
2481	0.4962	-0.0625781	-0.0595282	-0.0599987	-0.0599991	-0.0588391	-0.0596434	-0.0544868	-0.0916805	-0.0465481	-0.0450942
2482	0.4964	-0.0625783	-0.0595293	-0.0599987	-0.0599991	-0.0588413	-0.0596434	-0.0544972	-0.0916791	-0.0465464	-0.0450956
2483	0.4966	-0.0625784	-0.0595303	-0.0599987	-0.0599991	-0.0588434	-0.0596434	-0.0545077	-0.0916778	-0.0465446	-0.0450971
2484	0.4968	-0.0625785	-0.0595314	-0.0599987	-0.0599991	-0.0588455	-0.0596434	-0.0545181	-0.0916764	-0.0465429	-0.0450985
2485	0.497	-0.0625786	-0.0595325	-0.0599987	-0.0599991	-0.0588478	-0.0596434	-0.0545286	-0.091675	-0.0465412	-0.0450999
2486	0.4972	-0.0625788	-0.0595335	-0.0599987	-0.0599991	-0.0588501	-0.0596434	-0.054539	-0.0916736	-0.0465395	-0.0451013
2487	0.4974	-0.0625789	-0.0595346	-0.0599987	-0.0599991	-0.0588523	-0.0596434	-0.0545495	-0.0916723	-0.0465378	-0.0451027
2488	0.4976	-0.062579	-0.0595357	-0.0599987	-0.0599991	-0.0588544	-0.0596434	-0.0545599	-0.0916709	-0.0465362	-0.0451041
2489	0.4978	-0.0625791	-0.0595367	-0.0599987	-0.0599991	-0.0588564	-0.0596434	-0.0545704	-0.0916696	-0.0465345	-0.0451055
2490	0.498	-0.0625792	-0.0595378	-0.0599987	-0.0599991	-0.0588588	-0.0596434	-0.0545808	-0.0916682	-0.0465328	-0.0451069
2491	0.4982	-0.0625794	-0.0595389	-0.0599987	-0.0599991	-0.0588611	-0.0596434	-0.0545913	-0.0916669	-0.0465312	-0.0451083
