TimeSlice	Time	L Knee PF flx IN	L Knee PF ext IN	L Knee PF flx	L Knee PF ext
1635	0.327	-0.0575906	-0.0598513	-0.0583149	-0.0598441
1636	0.3272	-0.0575938	-0.0598476	-0.0583185	-0.0598408
1637	0.3274	-0.057597	-0.0598438	-0.0583223	-0.0598376
1638	0.3276	-0.0576003	-0.05984	-0.0583261	-0.0598342
1639	0.3278	-0.0576036	-0.0598362	-0.0583299	-0.0598309
1640	0.328	-0.0576071	-0.0598323	-0.0583338	-0.0598275
1641	0.3282	-0.0576105	-0.0598283	-0.0583377	-0.059824
1642	0.3284	-0.0576141	-0.0598243	-0.0583417	-0.0598205
1643	0.3286	-0.0576176	-0.0598202	-0.0583458	-0.059817
1644	0.3288	-0.0576213	-0.0598161	-0.0583499	-0.0598134
1645	0.329	-0.057625	-0.0598119	-0.058354	-0.0598097
1646	0.3292	-0.0576288	-0.0598077	-0.0583583	-0.059806
1647	0.3294	-0.0576326	-0.0598034	-0.0583625	-0.0598022
1648	0.3296	-0.0576365	-0.0597991	-0.0583669	-0.0597984
1649	0.3298	-0.0576405	-0.0597946	-0.0583712	-0.0597946
1650	0.33	-0.0576445	-0.0597902	-0.0583757	-0.0597907
1651	0.3302	-0.0576486	-0.0597856	-0.0583802	-0.0597867
1652	0.3304	-0.0576527	-0.0597811	-0.0583847	-0.0597827
1653	0.3306	-0.0576569	-0.0597764	-0.0583894	-0.0597786
1654	0.3308	-0.0576612	-0.0597717	-0.058394	-0.0597745
1655	0.331	-0.0576656	-0.0597669	-0.0583988	-0.0597703
1656	0.3312	-0.05767	-0.0597621	-0.0584035	-0.0597661
1657	0.3314	-0.0576744	-0.0597572	-0.0584084	-0.0597618
1658	0.3316	-0.057679	-0.0597522	-0.0584133	-0.0597574
1659	0.3318	-0.0576836	-0.0597471	-0.0584183	-0.059753
1660	0.332	-0.0576883	-0.059742	-0.0584233	-0.0597485
1661	0.3322	-0.057693	-0.0597369	-0.0584284	-0.059744
1662	0.3324	-0.0576978	-0.0597316	-0.0584335	-0.0597394
1663	0.3326	-0.0577027	-0.0597263	-0.0584388	-0.0597348
1664	0.3328	-0.0577076	-0.0597209	-0.058444	-0.05973
1665	0.333	-0.0577127	-0.0597155	-0.0584494	-0.0597253
1666	0.3332	-0.0577178	-0.05971	-0.0584548	-0.0597204
1667	0.3334	-0.0577229	-0.0597044	-0.0584602	-0.0597155
1668	0.3336	-0.0577281	-0.0596987	-0.0584658	-0.0597106
1669	0.3338	-0.0577334	-0.059693	-0.0584714	-0.0597055
1670	0.334	-0.0577388	-0.0596871	-0.058477	-0.0597005
1671	0.3342	-0.0577443	-0.0596813	-0.0584827	-0.0596953
1672	0.3344	-0.0577498	-0.0596753	-0.0584885	-0.0596901
1673	0.3346	-0.0577554	-0.0596692	-0.0584943	-0.0596848
1674	0.3348	-0.0577611	-0.0596631	-0.0585001	-0.0596794
1675	0.335	-0.0577668	-0.0596569	-0.058506	-0.059674
1676	0.3352	-0.0577726	-0.0596506	-0.0585119	-0.0596685
1677	0.3354	-0.0577785	-0.0596443	-0.0585178	-0.059663
1678	0.3356	-0.0577844	-0.0596378	-0.0585238	-0.0596573
1679	0.3358	-0.0577904	-0.0596313	-0.0585298	-0.0596516
1680	0.336	-0.0577965	-0.0596247	-0.0585359	-0.0596459
1681	0.3362	-0.0578026	-0.059618	-0.058542	-0.05964
1682	0.3364	-0.0578088	-0.0596113	-0.0585482	-0.0596341
1683	0.3366	-0.0578151	-0.0596044	-0.0585544	-0.0596282
1684	0.3368	-0.0578215	-0.0595975	-0.0585607	-0.0596221
1685	0.337	-0.0578279	-0.0595905	-0.058567	-0.059616
1686	0.3372	-0.0578343	-0.0595834	-0.0585734	-0.0596098
1687	0.3374	-0.0578409	-0.0595762	-0.0585798	-0.0596036
1688	0.3376	-0.0578475	-0.0595689	-0.0585863	-0.0595973
1689	0.3378	-0.0578542	-0.0595615	-0.0585929	-0.0595909
1690	0.338	-0.0578609	-0.0595541	-0.0585995	-0.0595844
1691	0.3382	-0.0578678	-0.0595465	-0.0586061	-0.0595779
1692	0.3384	-0.0578747	-0.0595389	-0.0586128	-0.0595714
1693	0.3386	-0.0578816	-0.0595312	-0.0586196	-0.0595647
1694	0.3388	-0.0578886	-0.0595234	-0.0586264	-0.059558
1695	0.339	-0.0578957	-0.0595155	-0.0586333	-0.0595512
1696	0.3392	-0.0579029	-0.0595076	-0.0586402	-0.0595444
1697	0.3394	-0.0579101	-0.0594995	-0.0586473	-0.0595375
1698	0.3396	-0.0579175	-0.0594914	-0.0586543	-0.0595305
1699	0.3398	-0.0579249	-0.0594831	-0.0586615	-0.0595234
1700	0.34	-0.0579323	-0.0594748	-0.0586687	-0.0595163
1701	0.3402	-0.0579398	-0.0594664	-0.0586759	-0.0595092
1702	0.3404	-0.0579475	-0.0594579	-0.0586833	-0.0595019
1703	0.3406	-0.0579551	-0.0594493	-0.0586906	-0.0594946
1704	0.3408	-0.0579629	-0.0594406	-0.0586981	-0.0594872
1705	0.341	-0.0579707	-0.0594319	-0.0587056	-0.0594798
1706	0.3412	-0.0579787	-0.059423	-0.0587132	-0.0594723
1707	0.3414	-0.0579867	-0.0594141	-0.0587209	-0.0594647
1708	0.3416	-0.0579947	-0.0594051	-0.0587286	-0.0594571
1709	0.3418	-0.0580029	-0.059396	-0.0587364	-0.0594494
1710	0.342	-0.0580111	-0.0593868	-0.0587443	-0.0594416
1711	0.3422	-0.0580194	-0.0593775	-0.0587522	-0.0594337
1712	0.3424	-0.0580278	-0.0593681	-0.0587602	-0.0594258
1713	0.3426	-0.0580363	-0.0593586	-0.0587683	-0.0594179
1714	0.3428	-0.0580449	-0.0593491	-0.0587764	-0.0594098
1715	0.343	-0.0580535	-0.0593394	-0.0587846	-0.0594017
1716	0.3432	-0.0580622	-0.0593297	-0.0587929	-0.0593935
1717	0.3434	-0.0580711	-0.0593199	-0.0588012	-0.0593853
1718	0.3436	-0.05808	-0.05931	-0.0588096	-0.0593769
1719	0.3438	-0.0580889	-0.0593	-0.0588181	-0.0593685
1720	0.344	-0.058098	-0.0592899	-0.0588267	-0.0593601
1721	0.3442	-0.0581072	-0.0592798	-0.0588353	-0.0593515
1722	0.3444	-0.0581164	-0.0592695	-0.058844	-0.0593429
1723	0.3446	-0.0581258	-0.0592592	-0.0588528	-0.0593343
1724	0.3448	-0.0581352	-0.0592488	-0.0588616	-0.0593255
1725	0.345	-0.0581447	-0.0592382	-0.0588705	-0.0593167
1726	0.3452	-0.0581544	-0.0592276	-0.0588795	-0.0593078
1727	0.3454	-0.0581641	-0.0592169	-0.0588886	-0.0592988
1728	0.3456	-0.0581739	-0.0592062	-0.0588977	-0.0592898
1729	0.3458	-0.0581837	-0.0591953	-0.0589069	-0.0592806
1730	0.346	-0.0581937	-0.0591843	-0.0589162	-0.0592714
1731	0.3462	-0.0582038	-0.0591733	-0.0589255	-0.0592622
1732	0.3464	-0.058214	-0.0591621	-0.0589349	-0.0592528
1733	0.3466	-0.0582243	-0.0591509	-0.0589444	-0.0592434
1734	0.3468	-0.0582346	-0.0591396	-0.0589539	-0.0592338
1735	0.347	-0.0582451	-0.0591282	-0.0589635	-0.0592243
1736	0.3472	-0.0582556	-0.0591167	-0.0589732	-0.0592146
1737	0.3474	-0.0582663	-0.0591051	-0.058983	-0.0592048
1738	0.3476	-0.058277	-0.0590934	-0.0589928	-0.059195
1739	0.3478	-0.0582879	-0.0590816	-0.0590027	-0.059185
1740	0.348	-0.0582988	-0.0590698	-0.0590127	-0.059175
1741	0.3482	-0.0583099	-0.0590578	-0.0590227	-0.0591649
1742	0.3484	-0.058321	-0.0590458	-0.0590328	-0.0591547
1743	0.3486	-0.0583323	-0.0590336	-0.059043	-0.0591445
1744	0.3488	-0.0583436	-0.0590214	-0.0590532	-0.0591341
1745	0.349	-0.0583551	-0.059009	-0.0590636	-0.0591237
1746	0.3492	-0.0583666	-0.0589966	-0.0590739	-0.0591131
1747	0.3494	-0.0583783	-0.0589841	-0.0590844	-0.0591025
1748	0.3496	-0.05839	-0.0589715	-0.0590949	-0.0590917
1749	0.3498	-0.0584019	-0.0589587	-0.0591055	-0.0590809
1750	0.35	-0.0584138	-0.0589459	-0.0591162	-0.05907
1751	0.3502	-0.0584259	-0.058933	-0.0591269	-0.059059
1752	0.3504	-0.058438	-0.05892	-0.0591377	-0.0590479
1753	0.3506	-0.0584503	-0.0589069	-0.0591486	-0.0590367
1754	0.3508	-0.0584627	-0.0588937	-0.0591595	-0.0590254
1755	0.351	-0.0584751	-0.0588804	-0.0591705	-0.059014
1756	0.3512	-0.0584877	-0.058867	-0.0591816	-0.0590025
1757	0.3514	-0.0585004	-0.0588534	-0.0591927	-0.0589908
1758	0.3516	-0.0585132	-0.0588398	-0.0592039	-0.0589791
1759	0.3518	-0.0585261	-0.0588261	-0.0592152	-0.0589673
1760	0.352	-0.0585391	-0.0588123	-0.0592266	-0.0589554
1761	0.3522	-0.0585522	-0.0587984	-0.059238	-0.0589433
1762	0.3524	-0.0585654	-0.0587843	-0.0592495	-0.0589312
1763	0.3526	-0.0585787	-0.0587702	-0.059261	-0.0589189
1764	0.3528	-0.0585922	-0.0587559	-0.0592726	-0.0589066
1765	0.353	-0.0586057	-0.0587416	-0.0592843	-0.0588941
1766	0.3532	-0.0586194	-0.0587271	-0.0592961	-0.0588815
1767	0.3534	-0.0586331	-0.0587125	-0.0593079	-0.0588688
1768	0.3536	-0.058647	-0.0586979	-0.0593198	-0.058856
1769	0.3538	-0.0586609	-0.0586831	-0.0593317	-0.058843
1770	0.354	-0.058675	-0.0586682	-0.0593437	-0.05883
1771	0.3542	-0.0586892	-0.0586531	-0.0593558	-0.0588168
1772	0.3544	-0.0587035	-0.058638	-0.059368	-0.0588035
1773	0.3546	-0.0587179	-0.0586228	-0.0593802	-0.0587901
1774	0.3548	-0.0587325	-0.0586074	-0.0593925	-0.0587765
1775	0.355	-0.0587471	-0.0585919	-0.0594049	-0.0587628
1776	0.3552	-0.0587619	-0.0585763	-0.0594173	-0.058749
1777	0.3554	-0.0587767	-0.0585606	-0.0594298	-0.0587351
1778	0.3556	-0.0587917	-0.0585448	-0.0594423	-0.058721
1779	0.3558	-0.0588068	-0.0585288	-0.059455	-0.0587068
1780	0.356	-0.058822	-0.0585127	-0.0594677	-0.0586925
1781	0.3562	-0.0588373	-0.0584965	-0.0594804	-0.058678
1782	0.3564	-0.0588528	-0.0584802	-0.0594933	-0.0586634
1783	0.3566	-0.0588683	-0.0584638	-0.0595062	-0.0586486
1784	0.3568	-0.058884	-0.0584472	-0.0595191	-0.0586337
1785	0.357	-0.0588998	-0.0584305	-0.0595322	-0.0586187
1786	0.3572	-0.0589157	-0.0584137	-0.0595453	-0.0586035
1787	0.3574	-0.0589317	-0.0583967	-0.0595584	-0.0585882
1788	0.3576	-0.0589478	-0.0583796	-0.0595717	-0.0585727
1789	0.3578	-0.0589641	-0.0583624	-0.059585	-0.0585571
1790	0.358	-0.0589804	-0.0583451	-0.0595983	-0.0585413
1791	0.3582	-0.0589969	-0.0583276	-0.0596118	-0.0585254
1792	0.3584	-0.0590135	-0.05831	-0.0596253	-0.0585093
1793	0.3586	-0.0590302	-0.0582922	-0.0596389	-0.058493
1794	0.3588	-0.0590471	-0.0582743	-0.0596525	-0.0584766
1795	0.359	-0.0590641	-0.0582563	-0.0596662	-0.0584601
1796	0.3592	-0.0590812	-0.0582381	-0.05968	-0.0584433
1797	0.3594	-0.0590984	-0.0582198	-0.0596938	-0.0584264
1798	0.3596	-0.0591157	-0.0582014	-0.0597077	-0.0584094
1799	0.3598	-0.0591332	-0.0581828	-0.0597217	-0.0583922
1800	0.36	-0.0591508	-0.0581641	-0.0597358	-0.0583747
1801	0.3602	-0.0591685	-0.0581452	-0.0597499	-0.0583572
1802	0.3604	-0.0591863	-0.0581261	-0.0597641	-0.0583394
1803	0.3606	-0.0592043	-0.058107	-0.0597783	-0.0583215
1804	0.3608	-0.0592223	-0.0580877	-0.0597927	-0.0583034
1805	0.361	-0.0592406	-0.0580682	-0.0598071	-0.0582851
1806	0.3612	-0.0592589	-0.0580486	-0.0598215	-0.0582666
1807	0.3614	-0.0592774	-0.0580288	-0.0598361	-0.0582479
1808	0.3616	-0.059296	-0.0580088	-0.0598507	-0.058229
1809	0.3618	-0.0593147	-0.0579887	-0.0598653	-0.05821
1810	0.362	-0.0593335	-0.0579685	-0.0598801	-0.0581907
1811	0.3622	-0.0593525	-0.0579481	-0.0598949	-0.0581713
1812	0.3624	-0.0593716	-0.0579275	-0.0599098	-0.0581516
1813	0.3626	-0.0593909	-0.0579068	-0.0599247	-0.0581318
1814	0.3628	-0.0594103	-0.0578859	-0.0599397	-0.0581117
1815	0.363	-0.0594298	-0.0578648	-0.0599548	-0.0580914
1816	0.3632	-0.0594495	-0.0578436	-0.05997	-0.0580709
1817	0.3634	-0.0594692	-0.0578222	-0.0599852	-0.0580502
1818	0.3636	-0.0594892	-0.0578007	-0.0600005	-0.0580293
1819	0.3638	-0.0595092	-0.0577789	-0.0600159	-0.0580082
1820	0.364	-0.0595284	-0.057757	-0.0600313	-0.0579868
1821	0.3642	-0.0595469	-0.057735	-0.0600468	-0.0579652
1822	0.3644	-0.0595647	-0.0577127	-0.0600624	-0.0579435
1823	0.3646	-0.0595818	-0.0576903	-0.0600781	-0.0579217
1824	0.3648	-0.0595982	-0.0576677	-0.0600938	-0.0578997
1825	0.365	-0.0596139	-0.0576449	-0.0601096	-0.0578776
1826	0.3652	-0.0596291	-0.057622	-0.0601255	-0.0578555
1827	0.3654	-0.0596436	-0.057599	-0.0601414	-0.0578333
1828	0.3656	-0.0596576	-0.0575758	-0.0601574	-0.0578111
1829	0.3658	-0.059671	-0.0575524	-0.0601735	-0.0577889
1830	0.366	-0.0596839	-0.0575289	-0.0601896	-0.0577667
1831	0.3662	-0.0596963	-0.0575053	-0.0602058	-0.0577445
1832	0.3664	-0.0597082	-0.0574817	-0.0602221	-0.0577224
1833	0.3666	-0.0597196	-0.0574579	-0.0602384	-0.0577003
1834	0.3668	-0.0597306	-0.057434	-0.0602548	-0.0576783
1835	0.367	-0.0597412	-0.05741	-0.0602713	-0.0576563
1836	0.3672	-0.0597514	-0.057386	-0.0602878	-0.0576345
1837	0.3674	-0.0597611	-0.0573619	-0.0603043	-0.0576128
1838	0.3676	-0.0597705	-0.0573378	-0.0603209	-0.0575912
1839	0.3678	-0.0597795	-0.0573137	-0.0603376	-0.0575697
1840	0.368	-0.0597881	-0.0572895	-0.0603543	-0.0575483
1841	0.3682	-0.0597964	-0.0572653	-0.060371	-0.0575271
1842	0.3684	-0.0598044	-0.0572412	-0.0603878	-0.057506
1843	0.3686	-0.0598121	-0.057217	-0.0604046	-0.0574851
1844	0.3688	-0.0598194	-0.0571929	-0.0604214	-0.0574644
1845	0.369	-0.0598265	-0.0571688	-0.0604382	-0.0574438
1846	0.3692	-0.0598333	-0.0571447	-0.060455	-0.0574235
1847	0.3694	-0.0598399	-0.0571208	-0.0604719	-0.0574033
1848	0.3696	-0.0598461	-0.0570968	-0.0604887	-0.0573833
1849	0.3698	-0.0598522	-0.057073	-0.0605056	-0.0573635
1850	0.37	-0.059858	-0.0570492	-0.0605225	-0.0573439
1851	0.3702	-0.0598635	-0.0570256	-0.0605393	-0.0573245
1852	0.3704	-0.0598689	-0.057002	-0.0605561	-0.0573053
1853	0.3706	-0.059874	-0.0569785	-0.0605729	-0.0572863
1854	0.3708	-0.059879	-0.0569552	-0.0605897	-0.0572675
1855	0.371	-0.0598837	-0.056932	-0.0606064	-0.057249
1856	0.3712	-0.0598883	-0.056909	-0.0606232	-0.0572306
1857	0.3714	-0.0598927	-0.0568861	-0.0606398	-0.0572125
1858	0.3716	-0.0598969	-0.0568633	-0.0606564	-0.0571946
1859	0.3718	-0.0599009	-0.0568407	-0.060673	-0.057177
1860	0.372	-0.0599048	-0.0568183	-0.0606895	-0.0571596
1861	0.3722	-0.0599085	-0.056796	-0.060706	-0.0571424
1862	0.3724	-0.0599121	-0.0567739	-0.0607223	-0.0571254
1863	0.3726	-0.0599156	-0.056752	-0.0607386	-0.0571087
1864	0.3728	-0.0599189	-0.0567303	-0.0607549	-0.0570922
1865	0.373	-0.0599221	-0.0567088	-0.060771	-0.057076
1866	0.3732	-0.0599251	-0.0566875	-0.0607871	-0.0570599
1867	0.3734	-0.059928	-0.0566663	-0.060803	-0.0570442
1868	0.3736	-0.0599309	-0.0566454	-0.0608189	-0.0570286
1869	0.3738	-0.0599336	-0.0566247	-0.0608346	-0.0570133
1870	0.374	-0.0599362	-0.0566043	-0.0608503	-0.0569982
1871	0.3742	-0.0599387	-0.056584	-0.0608659	-0.0569834
1872	0.3744	-0.0599411	-0.056564	-0.0608813	-0.0569688
1873	0.3746	-0.0599434	-0.0565442	-0.0608966	-0.0569545
1874	0.3748	-0.0599456	-0.0565246	-0.0609118	-0.0569404
1875	0.375	-0.0599478	-0.0565053	-0.0609269	-0.0569265
1876	0.3752	-0.0599498	-0.0564862	-0.0609418	-0.0569128
1877	0.3754	-0.0599518	-0.0564673	-0.0609566	-0.0568994
1878	0.3756	-0.0599537	-0.0564486	-0.0609713	-0.0568862
1879	0.3758	-0.0599555	-0.0564303	-0.0609859	-0.0568733
1880	0.376	-0.0599572	-0.0564121	-0.0610003	-0.0568606
1881	0.3762	-0.0599589	-0.0563942	-0.0610145	-0.0568481
1882	0.3764	-0.0599605	-0.0563765	-0.0610286	-0.0568359
1883	0.3766	-0.0599621	-0.0563591	-0.0610426	-0.0568239
1884	0.3768	-0.0599635	-0.0563419	-0.0610564	-0.0568121
1885	0.377	-0.059965	-0.056325	-0.0610701	-0.0568006
1886	0.3772	-0.0599663	-0.0563083	-0.0610836	-0.0567892
1887	0.3774	-0.0599677	-0.0562919	-0.0610969	-0.0567781
1888	0.3776	-0.0599689	-0.0562757	-0.0611101	-0.0567673
1889	0.3778	-0.0599702	-0.0562598	-0.0611231	-0.0567566
1890	0.378	-0.0599713	-0.0562441	-0.061136	-0.0567462
1891	0.3782	-0.0599725	-0.0562287	-0.0611487	-0.056736
1892	0.3784	-0.0599735	-0.0562135	-0.0611612	-0.056726
1893	0.3786	-0.0599746	-0.0561986	-0.0611736	-0.0567162
1894	0.3788	-0.0599756	-0.0561839	-0.0611858	-0.0567067
1895	0.379	-0.0599765	-0.0561695	-0.0611978	-0.0566974
1896	0.3792	-0.0599774	-0.0561553	-0.0612097	-0.0566882
1897	0.3794	-0.0599783	-0.0561413	-0.0612214	-0.0566793
1898	0.3796	-0.0599792	-0.0561276	-0.0612329	-0.0566706
1899	0.3798	-0.05998	-0.0561142	-0.0612443	-0.0566622
1900	0.38	-0.0599808	-0.056101	-0.0612554	-0.0566539
1901	0.3802	-0.0599815	-0.056088	-0.0612664	-0.0566458
1902	0.3804	-0.0599823	-0.0560753	-0.0612773	-0.0566379
1903	0.3806	-0.059983	-0.0560628	-0.061288	-0.0566303
1904	0.3808	-0.0599836	-0.0560505	-0.0612984	-0.0566228
1905	0.381	-0.0599843	-0.0560385	-0.0613088	-0.0566156
1906	0.3812	-0.0599849	-0.0560267	-0.0613189	-0.0566085
1907	0.3814	-0.0599855	-0.0560152	-0.0613289	-0.0566016
1908	0.3816	-0.059986	-0.0560039	-0.0613387	-0.0565949
1909	0.3818	-0.0599866	-0.0559928	-0.0613483	-0.0565885
1910	0.382	-0.0599871	-0.055982	-0.0613578	-0.0565822
1911	0.3822	-0.0599876	-0.0559713	-0.0613671	-0.0565761
1912	0.3824	-0.0599881	-0.0559609	-0.0613762	-0.0565701
1913	0.3826	-0.0599886	-0.0559508	-0.0613852	-0.0565644
1914	0.3828	-0.059989	-0.0559408	-0.061394	-0.0565589
1915	0.383	-0.0599895	-0.0559311	-0.0614026	-0.0565535
1916	0.3832	-0.0599899	-0.0559216	-0.0614111	-0.0565483
1917	0.3834	-0.0599903	-0.0559123	-0.0614193	-0.0565433
1918	0.3836	-0.0599906	-0.0559033	-0.0614275	-0.0565385
1919	0.3838	-0.059991	-0.0558944	-0.0614354	-0.0565338
1920	0.384	-0.0599914	-0.0558858	-0.0614432	-0.0565293
1921	0.3842	-0.0599917	-0.0558773	-0.0614509	-0.056525
1922	0.3844	-0.059992	-0.0558691	-0.0614583	-0.0565209
1923	0.3846	-0.0599923	-0.0558611	-0.0614657	-0.0565169
1924	0.3848	-0.0599926	-0.0558533	-0.0614728	-0.0565131
1925	0.385	-0.0599929	-0.0558457	-0.0614798	-0.0565095
1926	0.3852	-0.0599932	-0.0558383	-0.0614866	-0.056506
1927	0.3854	-0.0599935	-0.0558311	-0.0614933	-0.0565026
1928	0.3856	-0.0599937	-0.0558241	-0.0614999	-0.0564995
1929	0.3858	-0.059994	-0.0558173	-0.0615062	-0.0564965
1930	0.386	-0.0599942	-0.0558106	-0.0615125	-0.0564936
1931	0.3862	-0.0599944	-0.0558042	-0.0615185	-0.0564909
1932	0.3864	-0.0599947	-0.055798	-0.0615245	-0.0564883
1933	0.3866	-0.0599949	-0.0557919	-0.0615302	-0.0564859
1934	0.3868	-0.0599951	-0.055786	-0.0615359	-0.0564837
1935	0.387	-0.0599953	-0.0557803	-0.0615414	-0.0564816
1936	0.3872	-0.0599954	-0.0557748	-0.0615467	-0.0564796
1937	0.3874	-0.0599956	-0.0557695	-0.0615519	-0.0564778
1938	0.3876	-0.0599958	-0.0557644	-0.061557	-0.0564761
1939	0.3878	-0.059996	-0.0557594	-0.0615619	-0.0564745
1940	0.388	-0.0599961	-0.0557546	-0.0615667	-0.0564731
1941	0.3882	-0.0599963	-0.0557499	-0.0615713	-0.0564718
1942	0.3884	-0.0599964	-0.0557455	-0.0615758	-0.0564707
1943	0.3886	-0.0599966	-0.0557412	-0.0615802	-0.0564697
1944	0.3888	-0.0599967	-0.0557371	-0.0615845	-0.0564688
1945	0.389	-0.0599968	-0.0557331	-0.0615886	-0.056468
1946	0.3892	-0.0599969	-0.0557293	-0.0615926	-0.0564674
1947	0.3894	-0.0599971	-0.0557256	-0.0615964	-0.0564669
1948	0.3896	-0.0599972	-0.0557221	-0.0616002	-0.0564665
1949	0.3898	-0.0599973	-0.0557188	-0.0616038	-0.0564662
1950	0.39	-0.0599974	-0.0557156	-0.0616073	-0.0564661
1951	0.3902	-0.0599975	-0.0557126	-0.0616106	-0.056466
1952	0.3904	-0.0599976	-0.0557097	-0.0616139	-0.0564661
1953	0.3906	-0.0599977	-0.055707	-0.061617	-0.0564663
1954	0.3908	-0.0599978	-0.0557044	-0.06162	-0.0564666
1955	0.391	-0.0599979	-0.0557019	-0.0616229	-0.056467
1956	0.3912	-0.059998	-0.0556996	-0.0616256	-0.0564676
1957	0.3914	-0.059998	-0.0556975	-0.0616283	-0.0564682
1958	0.3916	-0.0599981	-0.0556955	-0.0616309	-0.0564689
1959	0.3918	-0.0599982	-0.0556936	-0.0616333	-0.0564697
1960	0.392	-0.0599983	-0.0556918	-0.0616356	-0.0564707
1961	0.3922	-0.0599983	-0.0556902	-0.0616378	-0.0564717
1962	0.3924	-0.0599984	-0.0556887	-0.0616399	-0.0564729
1963	0.3926	-0.0599985	-0.0556873	-0.061642	-0.0564741
1964	0.3928	-0.0599985	-0.0556861	-0.0616439	-0.0564754
1965	0.393	-0.0599986	-0.055685	-0.0616457	-0.0564768
1966	0.3932	-0.0599986	-0.055684	-0.0616474	-0.0564783
1967	0.3934	-0.0599987	-0.0556831	-0.061649	-0.0564799
1968	0.3936	-0.0599987	-0.0556824	-0.0616505	-0.0564816
1969	0.3938	-0.0599988	-0.0556818	-0.0616519	-0.0564834
1970	0.394	-0.0599988	-0.0556812	-0.0616532	-0.0564853
1971	0.3942	-0.0599989	-0.0556808	-0.0616544	-0.0564872
1972	0.3944	-0.0599989	-0.0556806	-0.0616555	-0.0564892
1973	0.3946	-0.059999	-0.0556804	-0.0616565	-0.0564913
1974	0.3948	-0.059999	-0.0556803	-0.0616575	-0.0564935
1975	0.395	-0.059999	-0.0556804	-0.0616583	-0.0564958
1976	0.3952	-0.0599991	-0.0556805	-0.061659	-0.0564981
1977	0.3954	-0.0599991	-0.0556808	-0.0616597	-0.0565005
1978	0.3956	-0.0599992	-0.0556811	-0.0616603	-0.056503
1979	0.3958	-0.0599992	-0.0556816	-0.0616608	-0.0565056
1980	0.396	-0.0599992	-0.0556822	-0.0616612	-0.0565082
1981	0.3962	-0.0599992	-0.0556828	-0.0616615	-0.0565109
1982	0.3964	-0.0599993	-0.0556836	-0.0616618	-0.0565136
1983	0.3966	-0.0599993	-0.0556844	-0.061662	-0.0565165
1984	0.3968	-0.0599993	-0.0556854	-0.0616621	-0.0565194
1985	0.397	-0.0599994	-0.0556864	-0.0616621	-0.0565223
1986	0.3972	-0.0599994	-0.0556875	-0.061662	-0.0565253
1987	0.3974	-0.0599994	-0.0556887	-0.0616619	-0.0565284
1988	0.3976	-0.0599994	-0.0556901	-0.0616616	-0.0565315
1989	0.3978	-0.0599995	-0.0556914	-0.0616614	-0.0565347
1990	0.398	-0.0599995	-0.0556929	-0.061661	-0.056538
1991	0.3982	-0.0599995	-0.0556945	-0.0616606	-0.0565412
1992	0.3984	-0.0599995	-0.0556961	-0.0616601	-0.0565446
1993	0.3986	-0.0599995	-0.0556978	-0.0616595	-0.056548
1994	0.3988	-0.0599996	-0.0556996	-0.0616588	-0.0565515
1995	0.399	-0.0599996	-0.0557015	-0.0616581	-0.056555
1996	0.3992	-0.0599996	-0.0557034	-0.0616574	-0.0565585
1997	0.3994	-0.0599996	-0.0557055	-0.0616565	-0.0565621
1998	0.3996	-0.0599996	-0.0557076	-0.0616556	-0.0565658
1999	0.3998	-0.0599996	-0.0557097	-0.0616546	-0.0565694
2000	0.4	-0.0599996	-0.055712	-0.0616536	-0.0565732
2001	0.4002	-0.0599997	-0.0557143	-0.0616525	-0.0565769
2002	0.4004	-0.0599997	-0.0557166	-0.0616514	-0.0565808
2003	0.4006	-0.0599997	-0.0557191	-0.0616502	-0.0565846
2004	0.4008	-0.0599997	-0.0557216	-0.0616489	-0.0565885
2005	0.401	-0.0599997	-0.0557242	-0.0616476	-0.0565924
2006	0.4012	-0.0599997	-0.0557268	-0.0616462	-0.0565964
2007	0.4014	-0.0599997	-0.0557295	-0.0616447	-0.0566004
