TimeSlice	Time	L Knee PF flx IN	L Knee PF ext IN	L Knee PF flx	L Knee PF ext
15788	3.1576	-0.06	-0.0570071	-0.0603199	-0.057783
15789	3.1578	-0.06	-0.0570083	-0.0603182	-0.057784
15790	3.158	-0.06	-0.0570095	-0.0603166	-0.0577851
15791	3.1582	-0.06	-0.0570108	-0.060315	-0.0577862
15792	3.1584	-0.06	-0.057012	-0.0603133	-0.0577872
15793	3.1586	-0.06	-0.0570132	-0.0603117	-0.0577883
15794	3.1588	-0.06	-0.0570145	-0.0603101	-0.0577894
15795	3.159	-0.06	-0.0570157	-0.0603085	-0.0577905
15796	3.1592	-0.06	-0.0570169	-0.0603068	-0.0577915
15797	3.1594	-0.06	-0.0570181	-0.0603052	-0.0577926
15798	3.1596	-0.06	-0.0570194	-0.0603036	-0.0577937
15799	3.1598	-0.06	-0.0570206	-0.0603019	-0.0577948
15800	3.16	-0.06	-0.0570218	-0.0603003	-0.0577958
15801	3.1602	-0.06	-0.057023	-0.0602987	-0.0577969
15802	3.1604	-0.06	-0.0570243	-0.060297	-0.057798
15803	3.1606	-0.06	-0.0570255	-0.0602954	-0.0577991
15804	3.1608	-0.06	-0.0570267	-0.0602937	-0.0578001
15805	3.161	-0.06	-0.0570279	-0.0602921	-0.0578012
15806	3.1612	-0.06	-0.0570292	-0.0602905	-0.0578023
15807	3.1614	-0.06	-0.0570304	-0.0602888	-0.0578034
15808	3.1616	-0.06	-0.0570316	-0.0602872	-0.0578044
15809	3.1618	-0.06	-0.0570328	-0.0602855	-0.0578055
15810	3.162	-0.06	-0.0570341	-0.0602839	-0.0578066
15811	3.1622	-0.06	-0.0570353	-0.0602823	-0.0578077
15812	3.1624	-0.06	-0.0570365	-0.0602806	-0.0578087
15813	3.1626	-0.06	-0.0570377	-0.060279	-0.0578098
15814	3.1628	-0.06	-0.057039	-0.0602773	-0.0578109
15815	3.163	-0.06	-0.0570402	-0.0602757	-0.057812
15816	3.1632	-0.06	-0.0570414	-0.060274	-0.0578131
15817	3.1634	-0.06	-0.0570426	-0.0602724	-0.0578141
15818	3.1636	-0.06	-0.0570439	-0.0602707	-0.0578152
15819	3.1638	-0.06	-0.0570451	-0.0602691	-0.0578163
15820	3.164	-0.06	-0.0570463	-0.0602674	-0.0578174
15821	3.1642	-0.06	-0.0570476	-0.0602658	-0.0578184
15822	3.1644	-0.06	-0.0570488	-0.0602641	-0.0578195
15823	3.1646	-0.06	-0.05705	-0.0602624	-0.0578206
15824	3.1648	-0.06	-0.0570512	-0.0602608	-0.0578217
15825	3.165	-0.06	-0.0570525	-0.0602591	-0.0578228
15826	3.1652	-0.06	-0.0570537	-0.0602575	-0.0578239
15827	3.1654	-0.06	-0.0570549	-0.0602558	-0.0578249
15828	3.1656	-0.06	-0.0570562	-0.0602541	-0.057826
15829	3.1658	-0.06	-0.0570574	-0.0602525	-0.0578271
15830	3.166	-0.06	-0.0570586	-0.0602508	-0.0578282
15831	3.1662	-0.06	-0.0570599	-0.0602491	-0.0578293
15832	3.1664	-0.06	-0.0570611	-0.0602475	-0.0578304
15833	3.1666	-0.06	-0.0570623	-0.0602458	-0.0578314
15834	3.1668	-0.06	-0.0570635	-0.0602441	-0.0578325
15835	3.167	-0.06	-0.0570648	-0.0602424	-0.0578336
15836	3.1672	-0.06	-0.057066	-0.0602407	-0.0578347
15837	3.1674	-0.06	-0.0570672	-0.0602391	-0.0578358
15838	3.1676	-0.06	-0.0570685	-0.0602374	-0.0578369
15839	3.1678	-0.06	-0.0570697	-0.0602357	-0.057838
15840	3.168	-0.06	-0.057071	-0.060234	-0.0578391
15841	3.1682	-0.06	-0.0570722	-0.0602323	-0.0578401
15842	3.1684	-0.06	-0.0570734	-0.0602306	-0.0578412
15843	3.1686	-0.06	-0.0570747	-0.0602289	-0.0578423
15844	3.1688	-0.06	-0.0570759	-0.0602273	-0.0578434
15845	3.169	-0.06	-0.0570771	-0.0602256	-0.0578445
15846	3.1692	-0.06	-0.0570784	-0.0602239	-0.0578456
15847	3.1694	-0.06	-0.0570796	-0.0602222	-0.0578467
15848	3.1696	-0.06	-0.0570809	-0.0602205	-0.0578478
15849	3.1698	-0.06	-0.0570821	-0.0602188	-0.0578489
15850	3.17	-0.06	-0.0570833	-0.060217	-0.05785
15851	3.1702	-0.06	-0.0570846	-0.0602153	-0.0578511
15852	3.1704	-0.06	-0.0570858	-0.0602136	-0.0578522
15853	3.1706	-0.06	-0.0570871	-0.0602119	-0.0578533
15854	3.1708	-0.06	-0.0570883	-0.0602102	-0.0578544
15855	3.171	-0.06	-0.0570896	-0.0602085	-0.0578555
15856	3.1712	-0.06	-0.0570908	-0.0602068	-0.0578566
15857	3.1714	-0.06	-0.0570921	-0.060205	-0.0578577
15858	3.1716	-0.06	-0.0570933	-0.0602033	-0.0578588
15859	3.1718	-0.06	-0.0570946	-0.0602016	-0.0578599
15860	3.172	-0.06	-0.0570958	-0.0601999	-0.057861
15861	3.1722	-0.06	-0.0570971	-0.0601981	-0.0578621
15862	3.1724	-0.06	-0.0570983	-0.0601964	-0.0578632
15863	3.1726	-0.06	-0.0570996	-0.0601946	-0.0578643
15864	3.1728	-0.06	-0.0571008	-0.0601929	-0.0578654
15865	3.173	-0.06	-0.0571021	-0.0601912	-0.0578665
15866	3.1732	-0.06	-0.0571033	-0.0601894	-0.0578676
15867	3.1734	-0.06	-0.0571046	-0.0601877	-0.0578688
15868	3.1736	-0.06	-0.0571059	-0.0601859	-0.0578699
15869	3.1738	-0.06	-0.0571071	-0.0601842	-0.057871
15870	3.174	-0.06	-0.0571084	-0.0601824	-0.0578721
15871	3.1742	-0.06	-0.0571096	-0.0601807	-0.0578732
15872	3.1744	-0.06	-0.0571109	-0.0601789	-0.0578743
15873	3.1746	-0.06	-0.0571122	-0.0601771	-0.0578754
15874	3.1748	-0.06	-0.0571134	-0.0601754	-0.0578766
15875	3.175	-0.06	-0.0571147	-0.0601736	-0.0578777
15876	3.1752	-0.06	-0.057116	-0.0601718	-0.0578788
15877	3.1754	-0.06	-0.0571172	-0.06017	-0.0578799
15878	3.1756	-0.06	-0.0571185	-0.0601683	-0.057881
15879	3.1758	-0.06	-0.0571198	-0.0601665	-0.0578822
15880	3.176	-0.06	-0.057121	-0.0601647	-0.0578833
15881	3.1762	-0.06	-0.0571223	-0.0601629	-0.0578844
15882	3.1764	-0.06	-0.0571236	-0.0601611	-0.0578855
15883	3.1766	-0.06	-0.0571248	-0.0601593	-0.0578867
15884	3.1768	-0.06	-0.0571261	-0.0601575	-0.0578878
15885	3.177	-0.06	-0.0571274	-0.0601557	-0.0578889
15886	3.1772	-0.06	-0.0571287	-0.0601539	-0.05789
15887	3.1774	-0.06	-0.05713	-0.0601521	-0.0578912
15888	3.1776	-0.06	-0.0571312	-0.0601503	-0.0578923
15889	3.1778	-0.06	-0.0571325	-0.0601485	-0.0578934
15890	3.178	-0.06	-0.0571338	-0.0601467	-0.0578946
15891	3.1782	-0.06	-0.0571351	-0.0601448	-0.0578957
15892	3.1784	-0.06	-0.0571364	-0.060143	-0.0578968
15893	3.1786	-0.06	-0.0571377	-0.0601412	-0.057898
15894	3.1788	-0.06	-0.0571389	-0.0601394	-0.0578991
15895	3.179	-0.06	-0.0571402	-0.0601375	-0.0579003
15896	3.1792	-0.06	-0.0571415	-0.0601357	-0.0579014
15897	3.1794	-0.06	-0.0571428	-0.0601338	-0.0579025
15898	3.1796	-0.06	-0.0571441	-0.060132	-0.0579037
15899	3.1798	-0.06	-0.0571454	-0.0601301	-0.0579048
15900	3.18	-0.06	-0.0571467	-0.0601283	-0.057906
15901	3.1802	-0.06	-0.057148	-0.0601264	-0.0579071
15902	3.1804	-0.06	-0.0571493	-0.0601246	-0.0579083
15903	3.1806	-0.06	-0.0571506	-0.0601227	-0.0579094
15904	3.1808	-0.06	-0.0571519	-0.0601208	-0.0579106
15905	3.181	-0.06	-0.0571532	-0.060119	-0.0579117
15906	3.1812	-0.06	-0.0571545	-0.0601171	-0.0579129
15907	3.1814	-0.06	-0.0571558	-0.0601152	-0.057914
15908	3.1816	-0.06	-0.0571571	-0.0601133	-0.0579152
15909	3.1818	-0.06	-0.0571584	-0.0601115	-0.0579163
15910	3.182	-0.06	-0.0571597	-0.0601096	-0.0579175
15911	3.1822	-0.06	-0.057161	-0.0601077	-0.0579187
15912	3.1824	-0.06	-0.0571623	-0.0601058	-0.0579198
15913	3.1826	-0.06	-0.0571637	-0.0601039	-0.057921
15914	3.1828	-0.06	-0.057165	-0.060102	-0.0579221
15915	3.183	-0.06	-0.0571663	-0.0601	-0.0579233
15916	3.1832	-0.06	-0.0571676	-0.0600981	-0.0579245
15917	3.1834	-0.06	-0.0571689	-0.0600962	-0.0579256
15918	3.1836	-0.06	-0.0571702	-0.0600943	-0.0579268
15919	3.1838	-0.06	-0.0571716	-0.0600924	-0.057928
15920	3.184	-0.06	-0.0571729	-0.0600904	-0.0579292
15921	3.1842	-0.06	-0.0571742	-0.0600885	-0.0579303
15922	3.1844	-0.06	-0.0571756	-0.0600865	-0.0579315
15923	3.1846	-0.06	-0.0571769	-0.0600846	-0.0579327
15924	3.1848	-0.06	-0.0571782	-0.0600826	-0.0579338
15925	3.185	-0.06	-0.0571795	-0.0600807	-0.057935
15926	3.1852	-0.06	-0.0571809	-0.0600787	-0.0579362
15927	3.1854	-0.06	-0.0571822	-0.0600768	-0.0579374
15928	3.1856	-0.06	-0.0571835	-0.0600748	-0.0579386
15929	3.1858	-0.06	-0.0571849	-0.0600728	-0.0579397
15930	3.186	-0.06	-0.0571862	-0.0600708	-0.0579409
15931	3.1862	-0.06	-0.0571876	-0.0600689	-0.0579421
15932	3.1864	-0.06	-0.0571889	-0.0600669	-0.0579433
15933	3.1866	-0.06	-0.0571903	-0.0600649	-0.0579445
15934	3.1868	-0.06	-0.0571916	-0.0600629	-0.0579457
15935	3.187	-0.06	-0.057193	-0.0600609	-0.0579469
15936	3.1872	-0.06	-0.0571943	-0.0600589	-0.0579481
15937	3.1874	-0.06	-0.0571957	-0.0600569	-0.0579493
15938	3.1876	-0.06	-0.057197	-0.0600548	-0.0579505
15939	3.1878	-0.06	-0.0571984	-0.0600528	-0.0579517
15940	3.188	-0.06	-0.0571997	-0.0600508	-0.0579529
15941	3.1882	-0.06	-0.0572011	-0.0600488	-0.0579541
15942	3.1884	-0.06	-0.0572024	-0.0600467	-0.0579553
15943	3.1886	-0.06	-0.0572038	-0.0600447	-0.0579565
15944	3.1888	-0.06	-0.0572052	-0.0600426	-0.0579577
15945	3.189	-0.06	-0.0572065	-0.0600406	-0.0579589
15946	3.1892	-0.06	-0.0572079	-0.0600385	-0.0579601
15947	3.1894	-0.06	-0.0572093	-0.0600365	-0.0579613
15948	3.1896	-0.06	-0.0572106	-0.0600344	-0.0579625
15949	3.1898	-0.06	-0.057212	-0.0600323	-0.0579637
15950	3.19	-0.06	-0.0572134	-0.0600302	-0.0579649
15951	3.1902	-0.06	-0.0572148	-0.0600282	-0.0579662
15952	3.1904	-0.06	-0.0572161	-0.0600261	-0.0579674
15953	3.1906	-0.06	-0.0572175	-0.060024	-0.0579686
15954	3.1908	-0.06	-0.0572189	-0.0600219	-0.0579698
15955	3.191	-0.06	-0.0572203	-0.0600198	-0.057971
15956	3.1912	-0.06	-0.0572217	-0.0600177	-0.0579723
15957	3.1914	-0.06	-0.0572231	-0.0600155	-0.0579735
15958	3.1916	-0.06	-0.0572245	-0.0600134	-0.0579747
15959	3.1918	-0.06	-0.0572258	-0.0600113	-0.0579759
15960	3.192	-0.06	-0.0572272	-0.0600091	-0.0579772
15961	3.1922	-0.06	-0.0572286	-0.060007	-0.0579784
15962	3.1924	-0.06	-0.05723	-0.0600049	-0.0579796
15963	3.1926	-0.06	-0.0572314	-0.0600027	-0.0579809
15964	3.1928	-0.06	-0.0572328	-0.0600005	-0.0579821
15965	3.193	-0.06	-0.0572342	-0.0599984	-0.0579833
15966	3.1932	-0.0599999	-0.0572356	-0.0599962	-0.0579846
15967	3.1934	-0.0599997	-0.0572371	-0.059994	-0.0579858
15968	3.1936	-0.0599993	-0.0572385	-0.0599918	-0.0579871
15969	3.1938	-0.0599988	-0.0572399	-0.0599897	-0.0579883
15970	3.194	-0.0599982	-0.0572413	-0.0599875	-0.0579896
15971	3.1942	-0.0599975	-0.0572427	-0.0599853	-0.0579909
15972	3.1944	-0.0599967	-0.0572441	-0.059983	-0.0579923
15973	3.1946	-0.0599958	-0.0572456	-0.0599808	-0.0579936
15974	3.1948	-0.0599948	-0.057247	-0.0599786	-0.057995
15975	3.195	-0.0599937	-0.0572484	-0.0599764	-0.0579965
15976	3.1952	-0.0599925	-0.0572499	-0.0599741	-0.0579979
15977	3.1954	-0.0599912	-0.0572514	-0.0599719	-0.0579994
15978	3.1956	-0.0599898	-0.0572529	-0.0599696	-0.058001
15979	3.1958	-0.0599883	-0.0572544	-0.0599674	-0.0580026
15980	3.196	-0.0599868	-0.0572559	-0.0599651	-0.0580042
15981	3.1962	-0.0599852	-0.0572574	-0.0599628	-0.0580059
15982	3.1964	-0.0599834	-0.057259	-0.0599606	-0.0580076
15983	3.1966	-0.0599817	-0.0572605	-0.0599583	-0.0580094
15984	3.1968	-0.0599798	-0.0572621	-0.059956	-0.0580113
15985	3.197	-0.0599779	-0.0572638	-0.0599536	-0.0580132
15986	3.1972	-0.0599759	-0.0572654	-0.0599513	-0.0580151
15987	3.1974	-0.0599739	-0.0572671	-0.059949	-0.0580171
15988	3.1976	-0.0599717	-0.0572688	-0.0599466	-0.0580192
15989	3.1978	-0.0599696	-0.0572705	-0.0599442	-0.0580213
15990	3.198	-0.0599673	-0.0572723	-0.0599419	-0.0580235
15991	3.1982	-0.059965	-0.0572741	-0.0599395	-0.0580257
15992	3.1984	-0.0599627	-0.057276	-0.059937	-0.058028
15993	3.1986	-0.0599603	-0.0572778	-0.0599346	-0.0580304
15994	3.1988	-0.0599578	-0.0572798	-0.0599322	-0.0580328
15995	3.199	-0.0599553	-0.0572817	-0.0599297	-0.0580353
15996	3.1992	-0.0599527	-0.0572837	-0.0599272	-0.0580378
15997	3.1994	-0.0599501	-0.0572858	-0.0599247	-0.0580404
15998	3.1996	-0.0599474	-0.0572879	-0.0599222	-0.0580431
15999	3.1998	-0.0599447	-0.05729	-0.0599196	-0.0580458
16000	3.2	-0.059942	-0.0572922	-0.059917	-0.0580486
16001	3.2002	-0.0599391	-0.0572945	-0.0599144	-0.0580514
16002	3.2004	-0.0599363	-0.0572968	-0.0599118	-0.0580543
16003	3.2006	-0.0599334	-0.0572991	-0.0599092	-0.0580573
16004	3.2008	-0.0599304	-0.0573015	-0.0599065	-0.0580603
16005	3.201	-0.0599274	-0.057304	-0.0599038	-0.0580634
16006	3.2012	-0.0599243	-0.0573065	-0.0599011	-0.0580666
16007	3.2014	-0.0599212	-0.057309	-0.0598983	-0.0580698
16008	3.2016	-0.0599181	-0.0573116	-0.0598955	-0.0580731
16009	3.2018	-0.0599149	-0.0573143	-0.0598927	-0.0580764
16010	3.202	-0.0599116	-0.057317	-0.0598898	-0.0580799
16011	3.2022	-0.0599083	-0.0573198	-0.0598869	-0.0580833
16012	3.2024	-0.059905	-0.0573227	-0.059884	-0.0580869
16013	3.2026	-0.0599016	-0.0573256	-0.059881	-0.0580905
16014	3.2028	-0.0598982	-0.0573285	-0.059878	-0.0580941
16015	3.203	-0.0598947	-0.0573316	-0.059875	-0.0580979
16016	3.2032	-0.0598912	-0.0573347	-0.0598719	-0.0581017
16017	3.2034	-0.0598876	-0.0573378	-0.0598688	-0.0581055
16018	3.2036	-0.059884	-0.057341	-0.0598656	-0.0581094
16019	3.2038	-0.0598803	-0.0573443	-0.0598624	-0.0581134
16020	3.204	-0.0598766	-0.0573477	-0.0598592	-0.0581174
16021	3.2042	-0.0598728	-0.0573511	-0.0598559	-0.0581215
16022	3.2044	-0.0598689	-0.0573546	-0.0598526	-0.0581257
16023	3.2046	-0.0598651	-0.0573581	-0.0598492	-0.0581299
16024	3.2048	-0.0598611	-0.0573617	-0.0598458	-0.0581342
16025	3.205	-0.0598571	-0.0573654	-0.0598423	-0.0581386
16026	3.2052	-0.0598531	-0.0573691	-0.0598388	-0.058143
16027	3.2054	-0.059849	-0.0573729	-0.0598352	-0.0581475
16028	3.2056	-0.0598449	-0.0573768	-0.0598316	-0.058152
16029	3.2058	-0.0598406	-0.0573808	-0.0598279	-0.0581566
16030	3.206	-0.0598364	-0.0573848	-0.0598242	-0.0581613
16031	3.2062	-0.0598321	-0.0573889	-0.0598204	-0.058166
16032	3.2064	-0.0598277	-0.057393	-0.0598166	-0.0581708
16033	3.2066	-0.0598232	-0.0573973	-0.0598127	-0.0581757
16034	3.2068	-0.0598187	-0.0574016	-0.0598088	-0.0581806
16035	3.207	-0.0598142	-0.0574059	-0.0598048	-0.0581856
16036	3.2072	-0.0598095	-0.0574104	-0.0598007	-0.0581907
16037	3.2074	-0.0598049	-0.0574149	-0.0597966	-0.0581958
16038	3.2076	-0.0598001	-0.0574195	-0.0597925	-0.058201
16039	3.2078	-0.0597953	-0.0574241	-0.0597882	-0.0582063
16040	3.208	-0.0597904	-0.0574289	-0.059784	-0.0582116
16041	3.2082	-0.0597855	-0.0574337	-0.0597796	-0.058217
16042	3.2084	-0.0597804	-0.0574386	-0.0597752	-0.0582224
16043	3.2086	-0.0597754	-0.0574435	-0.0597707	-0.058228
16044	3.2088	-0.0597702	-0.0574486	-0.0597662	-0.0582336
16045	3.209	-0.059765	-0.0574537	-0.0597616	-0.0582392
16046	3.2092	-0.0597597	-0.0574588	-0.0597569	-0.058245
16047	3.2094	-0.0597543	-0.0574641	-0.0597522	-0.0582508
16048	3.2096	-0.0597489	-0.0574694	-0.0597474	-0.0582566
16049	3.2098	-0.0597434	-0.0574749	-0.0597425	-0.0582626
16050	3.21	-0.0597378	-0.0574804	-0.0597376	-0.0582686
16051	3.2102	-0.0597321	-0.0574859	-0.0597326	-0.0582747
16052	3.2104	-0.0597264	-0.0574916	-0.0597275	-0.0582808
16053	3.2106	-0.0597205	-0.0574973	-0.0597224	-0.058287
16054	3.2108	-0.0597147	-0.0575031	-0.0597172	-0.0582933
16055	3.211	-0.0597087	-0.057509	-0.0597119	-0.0582997
16056	3.2112	-0.0597026	-0.057515	-0.0597066	-0.0583061
16057	3.2114	-0.0596965	-0.057521	-0.0597011	-0.0583127
16058	3.2116	-0.0596902	-0.0575272	-0.0596956	-0.0583193
16059	3.2118	-0.0596839	-0.0575334	-0.05969	-0.0583259
16060	3.212	-0.0596775	-0.0575397	-0.0596844	-0.0583327
16061	3.2122	-0.0596711	-0.0575461	-0.0596786	-0.0583395
16062	3.2124	-0.0596645	-0.0575526	-0.0596728	-0.0583464
16063	3.2126	-0.0596578	-0.0575591	-0.0596669	-0.0583533
16064	3.2128	-0.0596511	-0.0575658	-0.059661	-0.0583604
16065	3.213	-0.0596443	-0.0575725	-0.0596549	-0.0583675
16066	3.2132	-0.0596373	-0.0575793	-0.0596488	-0.0583747
16067	3.2134	-0.0596303	-0.0575862	-0.0596425	-0.058382
16068	3.2136	-0.0596232	-0.0575932	-0.0596363	-0.0583894
16069	3.2138	-0.059616	-0.0576003	-0.0596299	-0.0583968
16070	3.214	-0.0596087	-0.0576075	-0.0596234	-0.0584044
16071	3.2142	-0.0596013	-0.0576148	-0.0596168	-0.058412
16072	3.2144	-0.0595938	-0.0576221	-0.0596102	-0.0584197
16073	3.2146	-0.0595862	-0.0576296	-0.0596035	-0.0584275
16074	3.2148	-0.0595785	-0.0576371	-0.0595966	-0.0584353
16075	3.215	-0.0595707	-0.0576448	-0.0595897	-0.0584433
16076	3.2152	-0.0595629	-0.0576525	-0.0595827	-0.0584513
16077	3.2154	-0.0595549	-0.0576603	-0.0595756	-0.0584594
16078	3.2156	-0.0595468	-0.0576683	-0.0595684	-0.0584676
16079	3.2158	-0.0595386	-0.0576763	-0.0595612	-0.0584759
16080	3.216	-0.0595303	-0.0576844	-0.0595538	-0.0584843
16081	3.2162	-0.0595218	-0.0576926	-0.0595463	-0.0584928
16082	3.2164	-0.0595133	-0.057701	-0.0595387	-0.0585013
16083	3.2166	-0.0595047	-0.0577094	-0.0595311	-0.0585099
16084	3.2168	-0.0594959	-0.0577179	-0.0595233	-0.0585185
16085	3.217	-0.0594871	-0.0577265	-0.0595154	-0.0585272
16086	3.2172	-0.0594781	-0.0577353	-0.0595074	-0.058536
16087	3.2174	-0.059469	-0.0577441	-0.0594994	-0.0585448
16088	3.2176	-0.0594599	-0.057753	-0.0594912	-0.0585536
16089	3.2178	-0.0594506	-0.057762	-0.0594829	-0.0585626
16090	3.218	-0.0594411	-0.0577711	-0.0594745	-0.0585716
16091	3.2182	-0.0594316	-0.0577803	-0.059466	-0.0585806
16092	3.2184	-0.0594219	-0.0577896	-0.0594575	-0.0585897
16093	3.2186	-0.0594122	-0.057799	-0.0594488	-0.0585989
16094	3.2188	-0.0594023	-0.0578085	-0.05944	-0.0586082
16095	3.219	-0.0593922	-0.057818	-0.059431	-0.0586175
16096	3.2192	-0.0593821	-0.0578277	-0.059422	-0.0586269
16097	3.2194	-0.0593718	-0.0578375	-0.0594129	-0.0586363
16098	3.2196	-0.0593615	-0.0578473	-0.0594037	-0.0586458
16099	3.2198	-0.0593509	-0.0578573	-0.0593944	-0.0586555
16100	3.22	-0.0593403	-0.0578673	-0.0593849	-0.0586651
16101	3.2202	-0.0593296	-0.0578775	-0.0593754	-0.0586749
16102	3.2204	-0.0593187	-0.0578877	-0.0593658	-0.0586847
16103	3.2206	-0.0593077	-0.0578981	-0.059356	-0.0586946
16104	3.2208	-0.0592965	-0.0579085	-0.0593461	-0.0587046
16105	3.221	-0.0592853	-0.0579191	-0.0593362	-0.0587147
16106	3.2212	-0.0592739	-0.0579297	-0.0593261	-0.0587248
16107	3.2214	-0.0592624	-0.0579404	-0.0593159	-0.0587351
16108	3.2216	-0.0592507	-0.0579513	-0.0593057	-0.0587454
16109	3.2218	-0.0592389	-0.0579622	-0.0592953	-0.0587558
16110	3.222	-0.059227	-0.0579733	-0.0592848	-0.0587662
16111	3.2222	-0.059215	-0.0579844	-0.0592742	-0.0587768
16112	3.2224	-0.0592028	-0.0579957	-0.0592634	-0.0587875
16113	3.2226	-0.0591906	-0.0580071	-0.0592526	-0.0587982
16114	3.2228	-0.0591781	-0.0580186	-0.0592417	-0.058809
16115	3.223	-0.0591656	-0.0580301	-0.0592306	-0.0588199
16116	3.2232	-0.0591529	-0.0580418	-0.0592195	-0.0588309
16117	3.2234	-0.0591401	-0.0580536	-0.0592082	-0.058842
16118	3.2236	-0.0591272	-0.0580655	-0.0591969	-0.0588532
16119	3.2238	-0.0591141	-0.0580776	-0.0591854	-0.0588645
16120	3.224	-0.0591009	-0.0580897	-0.0591738	-0.0588758
16121	3.2242	-0.0590876	-0.058102	-0.0591621	-0.0588873
16122	3.2244	-0.0590741	-0.0581143	-0.0591502	-0.0588988
16123	3.2246	-0.0590605	-0.0581268	-0.0591383	-0.0589104
16124	3.2248	-0.0590468	-0.0581394	-0.0591262	-0.0589222
16125	3.225	-0.0590329	-0.0581521	-0.0591141	-0.058934
16126	3.2252	-0.0590189	-0.058165	-0.0591018	-0.0589459
16127	3.2254	-0.0590048	-0.0581779	-0.0590894	-0.0589579
16128	3.2256	-0.0589905	-0.058191	-0.0590768	-0.05897
16129	3.2258	-0.0589762	-0.0582042	-0.0590642	-0.0589821
16130	3.226	-0.0589616	-0.0582175	-0.0590514	-0.0589944
16131	3.2262	-0.058947	-0.058231	-0.0590385	-0.0590068
16132	3.2264	-0.0589322	-0.0582446	-0.0590255	-0.0590192
16133	3.2266	-0.0589173	-0.0582583	-0.0590124	-0.0590318
16134	3.2268	-0.0589022	-0.0582721	-0.0589991	-0.0590444
16135	3.227	-0.058887	-0.0582861	-0.0589857	-0.0590572
16136	3.2272	-0.0588717	-0.0583001	-0.0589722	-0.05907
16137	3.2274	-0.0588562	-0.0583144	-0.0589585	-0.0590829
16138	3.2276	-0.0588406	-0.0583287	-0.0589448	-0.0590959
16139	3.2278	-0.0588249	-0.0583432	-0.0589309	-0.059109
16140	3.228	-0.058809	-0.0583578	-0.0589168	-0.0591222
16141	3.2282	-0.058793	-0.0583725	-0.0589026	-0.0591355
16142	3.2284	-0.0587768	-0.0583874	-0.0588883	-0.0591489
16143	3.2286	-0.0587605	-0.0584024	-0.0588738	-0.0591623
16144	3.2288	-0.0587441	-0.0584176	-0.0588592	-0.0591759
16145	3.229	-0.0587275	-0.0584329	-0.0588445	-0.0591896
16146	3.2292	-0.0587108	-0.0584483	-0.0588296	-0.0592033
16147	3.2294	-0.0586939	-0.0584638	-0.0588146	-0.0592171
16148	3.2296	-0.0586769	-0.0584795	-0.0587994	-0.0592311
16149	3.2298	-0.0586598	-0.0584954	-0.0587841	-0.0592451
16150	3.23	-0.0586425	-0.0585114	-0.0587686	-0.0592592
16151	3.2302	-0.058625	-0.0585275	-0.058753	-0.0592734
16152	3.2304	-0.0586075	-0.0585437	-0.0587372	-0.0592877
16153	3.2306	-0.0585897	-0.0585601	-0.0587212	-0.0593021
16154	3.2308	-0.0585718	-0.0585767	-0.0587051	-0.0593165
16155	3.231	-0.0585538	-0.0585934	-0.0586889	-0.0593311
16156	3.2312	-0.0585356	-0.0586102	-0.0586724	-0.0593458
16157	3.2314	-0.0585173	-0.0586272	-0.0586558	-0.0593605
16158	3.2316	-0.0584988	-0.0586443	-0.0586391	-0.0593753
16159	3.2318	-0.0584802	-0.0586616	-0.0586222	-0.0593902
16160	3.232	-0.0584614	-0.058679	-0.0586051	-0.0594052
16161	3.2322	-0.0584425	-0.0586966	-0.0585878	-0.0594203
16162	3.2324	-0.0584234	-0.0587143	-0.0585703	-0.0594355
16163	3.2326	-0.0584041	-0.0587322	-0.0585527	-0.0594508
16164	3.2328	-0.0583847	-0.0587502	-0.0585349	-0.0594661
16165	3.233	-0.0583651	-0.0587683	-0.0585169	-0.0594816
16166	3.2332	-0.0583454	-0.0587866	-0.0584987	-0.0594971
16167	3.2334	-0.0583255	-0.0588051	-0.0584804	-0.0595127
16168	3.2336	-0.0583055	-0.0588237	-0.0584618	-0.0595284
16169	3.2338	-0.0582852	-0.0588425	-0.0584431	-0.0595442
16170	3.234	-0.0582648	-0.0588614	-0.0584241	-0.0595601
16171	3.2342	-0.0582443	-0.0588805	-0.058405	-0.059576
16172	3.2344	-0.0582236	-0.0588997	-0.0583856	-0.0595921
16173	3.2346	-0.0582027	-0.0589191	-0.0583661	-0.0596082
16174	3.2348	-0.0581816	-0.0589387	-0.0583463	-0.0596244
16175	3.235	-0.0581604	-0.0589584	-0.0583263	-0.0596407
16176	3.2352	-0.0581389	-0.0589782	-0.0583062	-0.0596571
16177	3.2354	-0.0581174	-0.0589982	-0.0582858	-0.0596736
16178	3.2356	-0.0580956	-0.0590184	-0.0582651	-0.0596901
16179	3.2358	-0.0580736	-0.0590387	-0.0582443	-0.0597068
16180	3.236	-0.0580515	-0.0590592	-0.0582232	-0.0597235
16181	3.2362	-0.0580292	-0.0590799	-0.0582019	-0.0597403
16182	3.2364	-0.0580067	-0.0591007	-0.0581804	-0.0597572
16183	3.2366	-0.057984	-0.0591217	-0.0581586	-0.0597742
16184	3.2368	-0.0579611	-0.0591428	-0.0581366	-0.0597912
16185	3.237	-0.0579381	-0.0591641	-0.0581143	-0.0598084
16186	3.2372	-0.0579148	-0.0591855	-0.0580918	-0.0598256
16187	3.2374	-0.0578914	-0.0592072	-0.0580691	-0.0598429
16188	3.2376	-0.0578677	-0.059229	-0.0580461	-0.0598603
16189	3.2378	-0.0578439	-0.0592509	-0.0580228	-0.0598778
16190	3.238	-0.0578198	-0.059273	-0.0579993	-0.0598954
