TimeSlice	Time	R Ank ext Ia	R Ank flx Ia	R Ank ext Ia IN	R Ank flx Ia IN	R Ank ext Ib	R Ank flx Ib	R Ank MN flx	R Ank MN ext	R Ank MN flx RE	R Ank MN ext RE
0	0	-0.0596848	-0.0596848	-0.06	-0.06	-0.06	-0.06	-0.0876866	-0.0876866	-0.0529905	-0.0529905
1	0.0002	-0.0593893	-0.0593893	-0.06	-0.06	-0.06	-0.06	-0.0779261	-0.0779261	-0.0533226	-0.0533226
2	0.0004	-0.0591127	-0.0591127	-0.0599999	-0.0599999	-0.06	-0.06	-0.0702106	-0.0702118	-0.0536006	-0.0536006
3	0.0006	-0.0588541	-0.0588541	-0.0599999	-0.0599999	-0.06	-0.06	-0.0641351	-0.0641391	-0.0538344	-0.0538344
4	0.0008	-0.0586126	-0.0586125	-0.0599999	-0.0599998	-0.06	-0.06	-0.0593773	-0.0593861	-0.0540321	-0.0540321
5	0.001	-0.0583872	-0.0583872	-0.0599999	-0.0599998	-0.06	-0.0599986	-0.055681	-0.0556967	-0.0542001	-0.0542002
6	0.0012	-0.0581772	-0.0581772	-0.0599998	-0.0599997	-0.06	-0.0599972	-0.0528427	-0.0528676	-0.0543438	-0.0543439
7	0.0014	-0.0579817	-0.0579817	-0.0599998	-0.0599997	-0.06	-0.0599958	-0.0507006	-0.050737	-0.0544675	-0.0544677
8	0.0016	-0.0577997	-0.0577997	-0.0599998	-0.0599996	-0.06	-0.0599945	-0.0491263	-0.0491765	-0.0545747	-0.0545749
9	0.0018	-0.0576434	-0.0576412	-0.0599998	-0.0599996	-0.06	-0.0599933	-0.048017	-0.0480837	-0.0546683	-0.0546687
10	0.002	-0.0575177	-0.0575129	-0.0599997	-0.0599996	-0.0599023	-0.0599936	-0.0472883	-0.0473749	-0.0547507	-0.0547513
11	0.0022	-0.0574197	-0.0574118	-0.0599997	-0.0599995	-0.0598085	-0.0599938	-0.0468713	-0.0469772	-0.0548239	-0.0548247
12	0.0024	-0.0573467	-0.0573354	-0.0599997	-0.0599995	-0.0597184	-0.0599941	-0.0467104	-0.0468362	-0.0548895	-0.0548907
13	0.0026	-0.0572963	-0.0572812	-0.0599997	-0.0599994	-0.0596317	-0.0599943	-0.0467609	-0.0469082	-0.0549489	-0.0549504
14	0.0028	-0.0572664	-0.0572468	-0.0599997	-0.0599994	-0.0595485	-0.0599945	-0.0469867	-0.0471579	-0.0550032	-0.0550052
15	0.003	-0.0572548	-0.0572303	-0.0599996	-0.0599993	-0.0594091	-0.0599947	-0.0473586	-0.0475567	-0.0550534	-0.0550558
16	0.0032	-0.0572597	-0.0572298	-0.0599996	-0.0599993	-0.0592752	-0.0599949	-0.0478527	-0.0480792	-0.0551001	-0.055103
17	0.0034	-0.0572792	-0.0572434	-0.0599996	-0.0599992	-0.0591465	-0.0599951	-0.0484497	-0.0487066	-0.055144	-0.0551476
18	0.0036	-0.057312	-0.0572696	-0.0599996	-0.0599992	-0.0590229	-0.0599953	-0.0491335	-0.0494239	-0.0551858	-0.0551901
19	0.0038	-0.0573564	-0.0573068	-0.0599996	-0.0599991	-0.0589041	-0.0599955	-0.0498907	-0.0502186	-0.0552257	-0.0552308
20	0.004	-0.0574112	-0.0573539	-0.0599996	-0.0599991	-0.0587741	-0.0599957	-0.0507105	-0.0510802	-0.0552643	-0.0552702
21	0.0042	-0.0574752	-0.0574094	-0.0599995	-0.059999	-0.0586493	-0.0599959	-0.0515834	-0.0519995	-0.0553018	-0.0553087
22	0.0044	-0.0575472	-0.0574723	-0.0599995	-0.059999	-0.0585293	-0.059996	-0.0525015	-0.0529693	-0.0553384	-0.0553465
23	0.0046	-0.0576262	-0.0575416	-0.0599995	-0.0599989	-0.0584141	-0.0599962	-0.053458	-0.0539836	-0.0553745	-0.0553838
24	0.0048	-0.0577113	-0.0576163	-0.0599995	-0.0599989	-0.0583033	-0.0599963	-0.0544471	-0.0550371	-0.0554101	-0.0554208
25	0.005	-0.0578016	-0.0576954	-0.0599995	-0.0599989	-0.0582226	-0.0599965	-0.0554635	-0.0561254	-0.0554455	-0.0554578
26	0.0052	-0.0578964	-0.0577783	-0.0599995	-0.0599988	-0.058145	-0.0599966	-0.0565027	-0.057246	-0.0554808	-0.0554948
27	0.0054	-0.0579949	-0.0578642	-0.0599995	-0.0599988	-0.0580705	-0.0599967	-0.0575606	-0.0583954	-0.055516	-0.055532
28	0.0056	-0.0580964	-0.0579523	-0.0599995	-0.0599988	-0.0579989	-0.0599969	-0.0586333	-0.0595704	-0.0555513	-0.0555695
29	0.0058	-0.0582005	-0.0580422	-0.0599994	-0.0599987	-0.0579301	-0.059997	-0.0597173	-0.0607682	-0.0555867	-0.0556074
30	0.006	-0.0583064	-0.0581332	-0.0599994	-0.0599987	-0.0579183	-0.059995	-0.0608095	-0.0619863	-0.0556223	-0.0556458
31	0.0062	-0.0584137	-0.0582248	-0.0599994	-0.0599987	-0.0579071	-0.0599931	-0.0619065	-0.0632253	-0.0556581	-0.0556847
32	0.0064	-0.058522	-0.0583165	-0.0599994	-0.0599987	-0.0578962	-0.0599913	-0.0630054	-0.0644823	-0.0556941	-0.0557242
33	0.0066	-0.0586307	-0.058408	-0.0599994	-0.0599986	-0.0578858	-0.0599896	-0.0641034	-0.0657545	-0.0557303	-0.0557644
34	0.0068	-0.0587394	-0.0584988	-0.0599994	-0.0599986	-0.0578758	-0.0599879	-0.0651978	-0.0670393	-0.0557668	-0.0558053
35	0.007	-0.0588477	-0.0585885	-0.0599994	-0.0599986	-0.0579309	-0.0599745	-0.066286	-0.0683343	-0.0558035	-0.055847
36	0.0072	-0.0589534	-0.0586769	-0.0599994	-0.0599986	-0.0579837	-0.0599616	-0.0673641	-0.0696105	-0.0558404	-0.0558894
37	0.0074	-0.059053	-0.0587637	-0.0599994	-0.0599986	-0.0580345	-0.0599492	-0.0684301	-0.0708153	-0.0558775	-0.0559325
38	0.0076	-0.0591468	-0.0588486	-0.0599994	-0.0599986	-0.0580833	-0.0599373	-0.069482	-0.0719532	-0.0559147	-0.055976
39	0.0078	-0.059235	-0.0589315	-0.0599994	-0.0599986	-0.0581302	-0.0599258	-0.0705183	-0.0730286	-0.055952	-0.0560198
40	0.008	-0.059318	-0.0590122	-0.0599994	-0.0599985	-0.0581718	-0.0599162	-0.0715373	-0.0740458	-0.0559894	-0.0560636
41	0.0082	-0.0593961	-0.0590906	-0.0599994	-0.0599985	-0.0582118	-0.0599069	-0.0725375	-0.0750081	-0.0560268	-0.0561073
42	0.0084	-0.0594695	-0.0591666	-0.0599993	-0.0599985	-0.0582502	-0.059898	-0.0735173	-0.0759192	-0.0560642	-0.0561506
43	0.0086	-0.0595384	-0.0592401	-0.0599993	-0.0599985	-0.0582871	-0.0598894	-0.0744752	-0.0767824	-0.0561015	-0.0561935
44	0.0088	-0.0596032	-0.059311	-0.0599993	-0.0599985	-0.0583226	-0.0598812	-0.0754096	-0.0776007	-0.0561388	-0.0562358
45	0.009	-0.059664	-0.0593792	-0.0599993	-0.0599985	-0.0583625	-0.0598736	-0.0763193	-0.078377	-0.0561758	-0.0562774
46	0.0092	-0.059721	-0.0594447	-0.0599993	-0.0599985	-0.0584009	-0.0598663	-0.0772028	-0.0791145	-0.0562127	-0.0563183
47	0.0094	-0.0597745	-0.0595074	-0.0599993	-0.0599985	-0.0584377	-0.0598593	-0.078059	-0.0798154	-0.0562493	-0.0563583
48	0.0096	-0.0598246	-0.0595673	-0.0599993	-0.0599985	-0.0584732	-0.0598526	-0.0788866	-0.0804822	-0.0562857	-0.0563974
49	0.0098	-0.0598716	-0.0596238	-0.0599993	-0.0599985	-0.0585072	-0.0598461	-0.0796749	-0.0811168	-0.0563216	-0.0564355
50	0.01	-0.0599156	-0.0596771	-0.0599993	-0.0599985	-0.0585476	-0.0598398	-0.0804245	-0.0817214	-0.0563572	-0.0564726
51	0.0102	-0.0599569	-0.0597273	-0.0599993	-0.0599984	-0.0585865	-0.0598336	-0.0811377	-0.0822984	-0.0563921	-0.0565086
52	0.0104	-0.0599955	-0.0597746	-0.0599993	-0.0599984	-0.0586238	-0.0598277	-0.0818165	-0.0828494	-0.0564265	-0.0565435
53	0.0106	-0.0600317	-0.0598191	-0.0599993	-0.0599984	-0.0586597	-0.0598221	-0.0824629	-0.083376	-0.0564602	-0.0565773
54	0.0108	-0.0600656	-0.0598614	-0.0599993	-0.0599984	-0.0586941	-0.0598166	-0.0830808	-0.0838795	-0.0564932	-0.05661
55	0.011	-0.0600973	-0.0599015	-0.0599993	-0.0599984	-0.0587334	-0.0598113	-0.0836718	-0.0843613	-0.0565254	-0.0566415
56	0.0112	-0.0601269	-0.0599396	-0.0599993	-0.0599984	-0.0587712	-0.0598061	-0.0842371	-0.0848231	-0.0565568	-0.0566719
57	0.0114	-0.0601546	-0.0599758	-0.0599993	-0.0599984	-0.0588075	-0.0598012	-0.0847779	-0.085266	-0.0565874	-0.0567011
58	0.0116	-0.0601806	-0.0600101	-0.0599993	-0.0599984	-0.0588423	-0.0597965	-0.0852952	-0.0856909	-0.0566171	-0.0567292
59	0.0118	-0.0602049	-0.0600427	-0.0599993	-0.0599984	-0.0588758	-0.0597919	-0.0857901	-0.0860994	-0.0566459	-0.0567561
60	0.012	-0.0602279	-0.0600736	-0.0599993	-0.0599984	-0.0589129	-0.0597874	-0.0862636	-0.0864934	-0.0566739	-0.0567819
61	0.0122	-0.0602497	-0.060103	-0.0599993	-0.0599984	-0.0589485	-0.0597832	-0.0867165	-0.0868739	-0.0567009	-0.0568066
62	0.0124	-0.0602704	-0.0601308	-0.0599993	-0.0599984	-0.0589827	-0.059779	-0.0871499	-0.0872415	-0.056727	-0.0568302
63	0.0126	-0.0602899	-0.0601572	-0.0599993	-0.0599984	-0.0590156	-0.0597751	-0.0875645	-0.0875965	-0.0567522	-0.0568526
64	0.0128	-0.0603085	-0.0601822	-0.0599993	-0.0599984	-0.0590472	-0.0597713	-0.0879613	-0.0879395	-0.0567764	-0.0568741
65	0.013	-0.060326	-0.060206	-0.0599993	-0.0599984	-0.0590815	-0.0597676	-0.0883409	-0.0882708	-0.0567997	-0.0568944
66	0.0132	-0.0603426	-0.0602285	-0.0599992	-0.0599984	-0.0591144	-0.059764	-0.0887042	-0.0885913	-0.0568221	-0.0569138
67	0.0134	-0.0603583	-0.0602498	-0.0599992	-0.0599984	-0.059146	-0.0597606	-0.0890518	-0.0889012	-0.0568435	-0.0569321
68	0.0136	-0.0603732	-0.0602701	-0.0599992	-0.0599984	-0.0591764	-0.0597573	-0.0893844	-0.089201	-0.056864	-0.0569495
69	0.0138	-0.0603873	-0.0602893	-0.0599992	-0.0599984	-0.0592056	-0.0597541	-0.0897027	-0.089491	-0.0568836	-0.0569659
70	0.014	-0.0604006	-0.0603075	-0.0599992	-0.0599984	-0.0592365	-0.059751	-0.0900073	-0.0897715	-0.0569022	-0.0569814
71	0.0142	-0.0604132	-0.0603247	-0.0599992	-0.0599984	-0.0592662	-0.0597481	-0.0902988	-0.0900431	-0.0569199	-0.0569959
72	0.0144	-0.0604252	-0.0603411	-0.0599992	-0.0599984	-0.0592946	-0.0597453	-0.0905778	-0.0903061	-0.0569366	-0.0570095
73	0.0146	-0.0604365	-0.0603566	-0.0599992	-0.0599984	-0.059322	-0.0597426	-0.0908447	-0.0905606	-0.0569525	-0.0570223
74	0.0148	-0.0604473	-0.0603713	-0.0599992	-0.0599984	-0.0593483	-0.05974	-0.0911002	-0.0908071	-0.0569674	-0.0570342
75	0.015	-0.0604575	-0.0603853	-0.0599992	-0.0599983	-0.0593739	-0.0597377	-0.0913446	-0.0910457	-0.0569815	-0.0570452
76	0.0152	-0.0604671	-0.0603985	-0.0599992	-0.0599983	-0.0593984	-0.0597356	-0.0915786	-0.0912767	-0.0569946	-0.0570555
77	0.0154	-0.0604762	-0.060411	-0.0599992	-0.0599983	-0.059422	-0.0597335	-0.0918013	-0.0915004	-0.0570069	-0.0570649
78	0.0156	-0.0604849	-0.0604225	-0.0599992	-0.0599983	-0.0594447	-0.0597315	-0.0920088	-0.0917169	-0.0570184	-0.0570735
79	0.0158	-0.0604931	-0.0604332	-0.0599992	-0.0599983	-0.0594664	-0.0597295	-0.0922013	-0.0919265	-0.0570289	-0.0570814
80	0.016	-0.0605009	-0.060443	-0.0599992	-0.0599983	-0.0594874	-0.0597282	-0.0923795	-0.0921295	-0.0570386	-0.0570886
81	0.0162	-0.0605084	-0.060452	-0.0599992	-0.0599983	-0.0595074	-0.0597269	-0.0925437	-0.0923259	-0.0570474	-0.057095
82	0.0164	-0.0605154	-0.0604602	-0.0599992	-0.0599983	-0.0595268	-0.0597256	-0.0926944	-0.092516	-0.0570553	-0.0571007
83	0.0166	-0.0605221	-0.0604677	-0.0599992	-0.0599983	-0.0595453	-0.0597244	-0.092832	-0.0926999	-0.0570623	-0.0571057
84	0.0168	-0.0605285	-0.0604745	-0.0599992	-0.0599983	-0.0595631	-0.0597233	-0.092957	-0.092878	-0.0570684	-0.0571101
85	0.017	-0.0605345	-0.0604806	-0.0599992	-0.0599983	-0.0595781	-0.0597229	-0.0930696	-0.0930502	-0.0570736	-0.0571138
86	0.0172	-0.0605403	-0.060486	-0.0599992	-0.0599983	-0.0595925	-0.0597226	-0.0931704	-0.0932167	-0.057078	-0.0571169
87	0.0174	-0.0605458	-0.0604908	-0.0599992	-0.0599983	-0.0596064	-0.0597223	-0.0932599	-0.0933776	-0.0570814	-0.0571193
88	0.0176	-0.060551	-0.060495	-0.0599992	-0.0599983	-0.0596197	-0.059722	-0.0933382	-0.093533	-0.0570839	-0.0571212
89	0.0178	-0.060556	-0.0604987	-0.0599992	-0.0599983	-0.0596325	-0.0597217	-0.0934059	-0.0936832	-0.0570856	-0.0571224
90	0.018	-0.0605608	-0.0605018	-0.0599992	-0.0599983	-0.0596419	-0.0597223	-0.0934633	-0.0938283	-0.0570863	-0.0571231
91	0.0182	-0.0605654	-0.0605044	-0.0599992	-0.0599983	-0.059651	-0.0597229	-0.0935109	-0.0939681	-0.0570862	-0.0571233
92	0.0184	-0.0605698	-0.0605066	-0.0599992	-0.0599983	-0.0596598	-0.0597235	-0.093549	-0.0941029	-0.0570852	-0.0571229
93	0.0186	-0.060574	-0.0605083	-0.0599992	-0.0599983	-0.0596681	-0.059724	-0.0935779	-0.0942329	-0.0570834	-0.057122
94	0.0188	-0.060578	-0.0605095	-0.0599992	-0.0599983	-0.0596762	-0.0597245	-0.0935979	-0.0943581	-0.0570807	-0.0571205
95	0.019	-0.0605819	-0.0605104	-0.0599992	-0.0599983	-0.0596812	-0.059726	-0.0936095	-0.0944788	-0.0570772	-0.0571186
96	0.0192	-0.0605856	-0.0605109	-0.0599992	-0.0599983	-0.059686	-0.0597273	-0.093613	-0.0945948	-0.0570728	-0.0571162
97	0.0194	-0.0605892	-0.060511	-0.0599992	-0.0599983	-0.0596906	-0.0597286	-0.0936087	-0.0947063	-0.0570676	-0.0571134
98	0.0196	-0.0605927	-0.0605108	-0.0599992	-0.0599983	-0.0596951	-0.0597299	-0.093597	-0.0948135	-0.0570615	-0.0571101
99	0.0198	-0.0605961	-0.0605102	-0.0599992	-0.0599983	-0.0596994	-0.0597311	-0.0935781	-0.0949165	-0.0570547	-0.0571063
100	0.02	-0.0605993	-0.0605094	-0.0599992	-0.0599983	-0.0597013	-0.0597331	-0.0935523	-0.0950154	-0.0570471	-0.0571021
101	0.0202	-0.0606025	-0.0605083	-0.0599992	-0.0599983	-0.0597033	-0.059735	-0.0935199	-0.0951103	-0.0570387	-0.0570975
102	0.0204	-0.0606055	-0.0605069	-0.0599992	-0.0599983	-0.0597051	-0.0597369	-0.0934813	-0.0952012	-0.0570295	-0.0570925
103	0.0206	-0.0606085	-0.0605053	-0.0599992	-0.0599983	-0.0597069	-0.0597386	-0.0934368	-0.0952883	-0.0570195	-0.0570872
104	0.0208	-0.0606114	-0.0605035	-0.0599992	-0.0599983	-0.0597086	-0.0597403	-0.0933865	-0.0953718	-0.0570089	-0.0570814
105	0.021	-0.0606142	-0.0605014	-0.0599992	-0.0599983	-0.059709	-0.0597426	-0.0933307	-0.0954518	-0.0569974	-0.0570753
106	0.0212	-0.060617	-0.0604992	-0.0599992	-0.0599983	-0.0597094	-0.0597448	-0.0932697	-0.0955283	-0.0569853	-0.0570688
107	0.0214	-0.0606197	-0.0604968	-0.0599992	-0.0599983	-0.0597098	-0.0597469	-0.0932038	-0.0956014	-0.0569725	-0.0570619
108	0.0216	-0.0606224	-0.0604942	-0.0599992	-0.0599983	-0.0597102	-0.0597489	-0.0931332	-0.0956713	-0.056959	-0.0570548
109	0.0218	-0.060625	-0.0604915	-0.0599992	-0.0599983	-0.0597106	-0.0597508	-0.093058	-0.0957381	-0.0569448	-0.0570473
110	0.022	-0.0606276	-0.0604887	-0.0599992	-0.0599983	-0.0597107	-0.0597532	-0.0929786	-0.0958019	-0.05693	-0.0570395
111	0.0222	-0.0606301	-0.0604857	-0.0599992	-0.0599982	-0.0597108	-0.0597554	-0.0928951	-0.0958628	-0.0569145	-0.0570314
112	0.0224	-0.0606326	-0.0604826	-0.0599992	-0.0599982	-0.0597109	-0.0597575	-0.0928079	-0.095921	-0.0568984	-0.057023
113	0.0226	-0.0606351	-0.0604795	-0.0599992	-0.0599982	-0.059711	-0.0597596	-0.0927169	-0.0959764	-0.0568817	-0.0570143
114	0.0228	-0.0606376	-0.0604762	-0.0599992	-0.0599982	-0.0597111	-0.0597616	-0.0926225	-0.0960293	-0.0568644	-0.0570053
115	0.023	-0.06064	-0.0604729	-0.0599992	-0.0599982	-0.0597117	-0.0597637	-0.0925249	-0.0960798	-0.0568465	-0.0569961
116	0.0232	-0.0606424	-0.0604695	-0.0599992	-0.0599982	-0.0597123	-0.0597658	-0.0924242	-0.0961279	-0.0568281	-0.0569867
117	0.0234	-0.0606448	-0.060466	-0.0599992	-0.0599982	-0.0597128	-0.0597678	-0.0923206	-0.0961738	-0.0568091	-0.0569769
118	0.0236	-0.0606472	-0.0604625	-0.0599992	-0.0599982	-0.0597133	-0.0597697	-0.0922142	-0.0962176	-0.0567896	-0.056967
119	0.0238	-0.0606496	-0.060459	-0.0599992	-0.0599982	-0.0597139	-0.0597716	-0.0921053	-0.0962593	-0.0567696	-0.0569568
120	0.024	-0.060652	-0.0604555	-0.0599992	-0.0599982	-0.0597154	-0.0597735	-0.091994	-0.096299	-0.056749	-0.0569464
121	0.0242	-0.0606543	-0.0604519	-0.0599992	-0.0599982	-0.0597168	-0.0597753	-0.0918804	-0.0963369	-0.056728	-0.0569358
122	0.0244	-0.0606567	-0.0604483	-0.0599992	-0.0599982	-0.0597182	-0.059777	-0.0917647	-0.0963731	-0.0567065	-0.0569251
123	0.0246	-0.0606591	-0.0604447	-0.0599992	-0.0599982	-0.0597196	-0.0597787	-0.091647	-0.0964076	-0.0566846	-0.0569141
124	0.0248	-0.0606614	-0.0604411	-0.0599992	-0.0599982	-0.0597208	-0.0597803	-0.0915274	-0.0964398	-0.0566622	-0.0569029
125	0.025	-0.0606633	-0.0604375	-0.0599992	-0.0599982	-0.0597234	-0.0597819	-0.0914062	-0.096461	-0.0566394	-0.0568916
126	0.0252	-0.0606648	-0.0604339	-0.0599992	-0.0599982	-0.0597258	-0.0597834	-0.0912834	-0.0964724	-0.0566161	-0.05688
127	0.0254	-0.0606659	-0.0604304	-0.0599992	-0.0599982	-0.0597281	-0.0597849	-0.0911591	-0.0964746	-0.0565925	-0.0568682
128	0.0256	-0.0606666	-0.0604269	-0.0599992	-0.0599982	-0.0597303	-0.0597863	-0.0910335	-0.0964684	-0.0565685	-0.0568562
129	0.0258	-0.0606671	-0.0604234	-0.0599992	-0.0599982	-0.0597324	-0.0597876	-0.0909068	-0.0964544	-0.0565441	-0.056844
130	0.026	-0.0606673	-0.0604199	-0.0599992	-0.0599982	-0.0597358	-0.0597888	-0.0907791	-0.0964334	-0.0565194	-0.0568314
131	0.0262	-0.0606673	-0.0604165	-0.0599992	-0.0599982	-0.059739	-0.05979	-0.0906506	-0.096406	-0.0564944	-0.0568186
132	0.0264	-0.060667	-0.0604131	-0.0599992	-0.0599982	-0.0597421	-0.0597912	-0.0905215	-0.0963729	-0.056469	-0.0568055
133	0.0266	-0.0606666	-0.0604099	-0.0599992	-0.0599982	-0.0597451	-0.0597923	-0.0903918	-0.0963347	-0.0564433	-0.0567921
134	0.0268	-0.060666	-0.0604066	-0.0599992	-0.0599982	-0.0597479	-0.0597933	-0.0902619	-0.0962917	-0.0564174	-0.0567784
135	0.027	-0.0606653	-0.0604035	-0.0599992	-0.0599982	-0.0597518	-0.0597943	-0.0901317	-0.0962446	-0.0563912	-0.0567644
136	0.0272	-0.0606645	-0.0604004	-0.0599992	-0.0599982	-0.0597556	-0.0597952	-0.0900016	-0.0961939	-0.0563647	-0.0567502
137	0.0274	-0.0606635	-0.0603975	-0.0599992	-0.0599982	-0.0597592	-0.0597961	-0.0898716	-0.0961401	-0.056338	-0.0567356
138	0.0276	-0.0606625	-0.0603946	-0.0599992	-0.0599982	-0.0597627	-0.0597969	-0.0897418	-0.0960835	-0.056311	-0.0567208
139	0.0278	-0.0606615	-0.0603918	-0.0599992	-0.0599982	-0.059766	-0.0597977	-0.0896125	-0.0960246	-0.0562839	-0.0567057
140	0.028	-0.0606604	-0.0603891	-0.0599992	-0.0599982	-0.0597701	-0.0597985	-0.0894838	-0.0959636	-0.0562566	-0.0566903
141	0.0282	-0.0606593	-0.0603866	-0.0599992	-0.0599982	-0.059774	-0.0597991	-0.0893558	-0.0959011	-0.0562291	-0.0566746
142	0.0284	-0.0606581	-0.0603841	-0.0599992	-0.0599982	-0.0597778	-0.0597998	-0.0892285	-0.0958373	-0.0562014	-0.0566587
143	0.0286	-0.060657	-0.0603818	-0.0599992	-0.0599982	-0.0597814	-0.0598005	-0.0891022	-0.0957725	-0.0561736	-0.0566426
144	0.0288	-0.060656	-0.0603795	-0.0599992	-0.0599982	-0.0597849	-0.0598011	-0.0889769	-0.095707	-0.0561457	-0.0566262
145	0.029	-0.0606549	-0.0603775	-0.0599992	-0.0599982	-0.0597887	-0.0598017	-0.0888527	-0.0956409	-0.0561176	-0.0566096
146	0.0292	-0.0606539	-0.0603755	-0.0599992	-0.0599982	-0.0597924	-0.0598022	-0.0887297	-0.0955747	-0.0560895	-0.0565928
147	0.0294	-0.060653	-0.0603736	-0.0599992	-0.0599982	-0.0597959	-0.0598028	-0.088608	-0.0955084	-0.0560612	-0.0565758
148	0.0296	-0.0606521	-0.0603719	-0.0599992	-0.0599982	-0.0597994	-0.0598033	-0.0884877	-0.0954424	-0.0560329	-0.0565585
149	0.0298	-0.0606513	-0.0603704	-0.0599992	-0.0599982	-0.0598026	-0.0598038	-0.0883688	-0.0953767	-0.0560045	-0.0565412
150	0.03	-0.0606506	-0.0603689	-0.0599992	-0.0599982	-0.059806	-0.0598043	-0.0882514	-0.0953115	-0.0559761	-0.0565236
151	0.0302	-0.06065	-0.0603676	-0.0599992	-0.0599982	-0.0598092	-0.0598048	-0.0881355	-0.095247	-0.0559477	-0.0565059
152	0.0304	-0.0606495	-0.0603664	-0.0599992	-0.0599982	-0.0598123	-0.0598052	-0.0880212	-0.0951833	-0.0559192	-0.056488
153	0.0306	-0.060649	-0.0603654	-0.0599992	-0.0599981	-0.0598152	-0.0598057	-0.0879086	-0.0951205	-0.0558907	-0.05647
154	0.0308	-0.0606487	-0.0603644	-0.0599992	-0.0599981	-0.0598181	-0.0598061	-0.0877976	-0.0950587	-0.0558622	-0.0564518
155	0.031	-0.0606485	-0.0603637	-0.0599992	-0.0599981	-0.0598208	-0.0598066	-0.0876882	-0.0949981	-0.0558337	-0.0564336
156	0.0312	-0.0606484	-0.060363	-0.0599992	-0.0599981	-0.0598233	-0.0598071	-0.0875805	-0.0949386	-0.0558052	-0.0564152
157	0.0314	-0.0606484	-0.0603625	-0.0599992	-0.0599981	-0.0598258	-0.0598075	-0.0874746	-0.0948804	-0.0557768	-0.0563968
158	0.0316	-0.0606485	-0.060362	-0.0599992	-0.0599981	-0.0598282	-0.059808	-0.0873703	-0.0948236	-0.0557483	-0.0563782
159	0.0318	-0.0606488	-0.0603618	-0.0599992	-0.0599981	-0.0598305	-0.0598084	-0.0872678	-0.0947681	-0.05572	-0.0563596
160	0.032	-0.0606491	-0.0603616	-0.0599992	-0.0599981	-0.0598325	-0.0598089	-0.0871669	-0.094714	-0.0556916	-0.0563409
161	0.0322	-0.0606496	-0.0603616	-0.0599992	-0.0599981	-0.0598344	-0.0598093	-0.0870678	-0.0946614	-0.0556634	-0.0563222
162	0.0324	-0.0606502	-0.0603616	-0.0599992	-0.0599981	-0.0598363	-0.0598098	-0.0869703	-0.0946102	-0.0556352	-0.0563034
163	0.0326	-0.0606509	-0.0603618	-0.0599992	-0.0599981	-0.0598381	-0.0598102	-0.0868745	-0.0945605	-0.055607	-0.0562846
164	0.0328	-0.0606518	-0.0603621	-0.0599992	-0.0599981	-0.0598398	-0.0598106	-0.0867804	-0.0945123	-0.055579	-0.0562657
165	0.033	-0.0606527	-0.0603625	-0.0599992	-0.0599981	-0.0598412	-0.0598111	-0.0866878	-0.0944657	-0.055551	-0.0562468
166	0.0332	-0.0606538	-0.060363	-0.0599992	-0.0599981	-0.0598425	-0.0598116	-0.0865969	-0.0944205	-0.0555231	-0.0562279
167	0.0334	-0.060655	-0.0603636	-0.0599992	-0.0599981	-0.0598438	-0.0598121	-0.0865075	-0.0943769	-0.0554954	-0.056209
168	0.0336	-0.0606563	-0.0603643	-0.0599992	-0.0599981	-0.0598451	-0.0598125	-0.0864196	-0.0943347	-0.0554677	-0.0561901
169	0.0338	-0.0606578	-0.0603651	-0.0599992	-0.0599981	-0.0598463	-0.0598129	-0.0863333	-0.094294	-0.0554401	-0.0561711
170	0.034	-0.0606593	-0.060366	-0.0599992	-0.0599981	-0.0598472	-0.0598134	-0.0862484	-0.0942548	-0.0554126	-0.0561522
171	0.0342	-0.0606609	-0.0603669	-0.0599992	-0.0599981	-0.0598481	-0.0598139	-0.0861649	-0.0942171	-0.0553852	-0.0561333
172	0.0344	-0.0606627	-0.060368	-0.0599992	-0.0599981	-0.059849	-0.0598144	-0.0860827	-0.0941808	-0.0553579	-0.0561144
173	0.0346	-0.0606645	-0.0603691	-0.0599992	-0.0599981	-0.0598498	-0.0598148	-0.086002	-0.0941459	-0.0553308	-0.0560956
174	0.0348	-0.0606665	-0.0603703	-0.0599992	-0.0599981	-0.0598506	-0.0598153	-0.0859224	-0.0941123	-0.0553037	-0.0560768
175	0.035	-0.0606685	-0.0603716	-0.0599992	-0.0599981	-0.0598511	-0.0598158	-0.0858442	-0.0940801	-0.0552768	-0.056058
176	0.0352	-0.0606707	-0.0603729	-0.0599992	-0.0599981	-0.0598517	-0.0598163	-0.0857671	-0.0940493	-0.05525	-0.0560392
177	0.0354	-0.0606729	-0.0603743	-0.0599992	-0.0599981	-0.0598522	-0.0598167	-0.0856912	-0.0940197	-0.0552233	-0.0560205
178	0.0356	-0.0606752	-0.0603757	-0.0599992	-0.0599981	-0.0598527	-0.0598172	-0.0856164	-0.0939914	-0.0551968	-0.0560018
179	0.0358	-0.0606777	-0.0603772	-0.0599992	-0.0599981	-0.0598532	-0.0598176	-0.0855426	-0.0939643	-0.0551703	-0.0559832
180	0.036	-0.0606802	-0.0603788	-0.0599992	-0.0599981	-0.0598536	-0.0598181	-0.0854699	-0.0939384	-0.055144	-0.0559646
181	0.0362	-0.0606827	-0.0603803	-0.0599992	-0.0599981	-0.0598541	-0.0598185	-0.0853981	-0.0939135	-0.0551178	-0.0559461
182	0.0364	-0.0606854	-0.060382	-0.0599992	-0.0599981	-0.0598545	-0.0598189	-0.0853272	-0.0938896	-0.0550917	-0.0559276
