TimeSlice	Time	L Hip flx Ia	L Hip ext Ia	L Hip ext Ia IN	L Hip flx Ia IN	L Hip flx Ib	L Hip ext Ib	L Hip MN ext	L Hip MN flx	L Hip MN flx R	L Hip MN ext R
717	0.1434	-0.0576803	-0.0595638	-0.0575961	-0.0571496	-0.054825	-0.06	-0.0944928	-0.0594669	-0.0473276	-0.0503026
718	0.1436	-0.0576722	-0.059566	-0.0575961	-0.0571466	-0.0548008	-0.06	-0.0945257	-0.0593552	-0.0473106	-0.0503065
719	0.1438	-0.0576642	-0.0595681	-0.0575961	-0.0571437	-0.0547775	-0.06	-0.094557	-0.0592448	-0.0472937	-0.0503104
720	0.144	-0.0576562	-0.0595702	-0.0575961	-0.0571402	-0.0547505	-0.06	-0.0945867	-0.0591359	-0.0472768	-0.0503142
721	0.1442	-0.0576482	-0.0595722	-0.0575961	-0.0571367	-0.0547245	-0.06	-0.094615	-0.059028	-0.04726	-0.0503179
722	0.1444	-0.0576403	-0.0595741	-0.0575961	-0.0571335	-0.0546996	-0.06	-0.0946419	-0.0589213	-0.0472433	-0.0503215
723	0.1446	-0.0576324	-0.059576	-0.0575961	-0.0571303	-0.0546756	-0.06	-0.0946676	-0.058816	-0.0472266	-0.0503249
724	0.1448	-0.0576246	-0.0595778	-0.0575961	-0.0571273	-0.0546526	-0.06	-0.094692	-0.058712	-0.04721	-0.0503283
725	0.145	-0.0576169	-0.0595795	-0.0575961	-0.0571235	-0.0546259	-0.06	-0.0947152	-0.0586095	-0.0471935	-0.0503316
726	0.1452	-0.0576092	-0.0595813	-0.0575961	-0.0571199	-0.0546003	-0.06	-0.0947374	-0.0585082	-0.047177	-0.0503348
727	0.1454	-0.0576015	-0.0595829	-0.0575961	-0.0571165	-0.0545757	-0.06	-0.0947585	-0.0584081	-0.0471606	-0.0503379
728	0.1456	-0.0575939	-0.0595846	-0.0575961	-0.0571132	-0.0545521	-0.06	-0.0947786	-0.0583094	-0.0471443	-0.0503409
729	0.1458	-0.0575863	-0.0595861	-0.0575961	-0.05711	-0.0545293	-0.06	-0.0947978	-0.0582121	-0.0471281	-0.0503438
730	0.146	-0.0575788	-0.0595877	-0.0575961	-0.057106	-0.0545031	-0.06	-0.0948161	-0.0581163	-0.047112	-0.0503466
731	0.1462	-0.0575714	-0.0595892	-0.0575961	-0.0571023	-0.054478	-0.06	-0.0948336	-0.0580217	-0.0470959	-0.0503493
732	0.1464	-0.057564	-0.0595907	-0.0575961	-0.0570987	-0.0544538	-0.06	-0.0948503	-0.0579283	-0.04708	-0.0503519
733	0.1466	-0.0575567	-0.0595921	-0.0575961	-0.0570952	-0.0544306	-0.06	-0.0948662	-0.0578363	-0.0470641	-0.0503544
734	0.1468	-0.0575494	-0.0595936	-0.0575961	-0.0570919	-0.0544083	-0.06	-0.0948814	-0.0577457	-0.0470484	-0.0503568
735	0.147	-0.0575422	-0.059595	-0.0575961	-0.0570878	-0.0543827	-0.06	-0.094896	-0.0576565	-0.0470327	-0.0503592
736	0.1472	-0.0575351	-0.0595963	-0.0575961	-0.0570838	-0.0543581	-0.06	-0.0949099	-0.0575685	-0.0470171	-0.0503614
737	0.1474	-0.057528	-0.0595977	-0.0575961	-0.05708	-0.0543344	-0.06	-0.0949232	-0.0574818	-0.0470016	-0.0503635
738	0.1476	-0.0575209	-0.059599	-0.0575961	-0.0570764	-0.0543117	-0.06	-0.0949359	-0.0573964	-0.0469862	-0.0503655
739	0.1478	-0.0575139	-0.0596003	-0.0575961	-0.0570729	-0.0542899	-0.06	-0.0949481	-0.0573123	-0.046971	-0.0503674
740	0.148	-0.057507	-0.0596016	-0.0575961	-0.0570686	-0.0542651	-0.06	-0.0949597	-0.0572297	-0.0469558	-0.0503693
741	0.1482	-0.0575002	-0.0596029	-0.0575961	-0.0570645	-0.0542412	-0.06	-0.0949709	-0.0571482	-0.0469407	-0.050371
742	0.1484	-0.0574933	-0.0596041	-0.0575961	-0.0570606	-0.0542182	-0.06	-0.0949816	-0.0570678	-0.0469258	-0.0503727
743	0.1486	-0.0574866	-0.0596054	-0.0575961	-0.0570568	-0.0541962	-0.06	-0.0949918	-0.0569888	-0.0469109	-0.0503742
744	0.1488	-0.0574799	-0.0596066	-0.0575961	-0.0570531	-0.054175	-0.06	-0.0950016	-0.0569111	-0.0468961	-0.0503757
745	0.149	-0.0574732	-0.0596078	-0.0575961	-0.0570487	-0.054151	-0.06	-0.095011	-0.0568347	-0.0468815	-0.050377
746	0.1492	-0.0574667	-0.059609	-0.0575961	-0.0570444	-0.0541279	-0.06	-0.0950201	-0.0567594	-0.046867	-0.0503783
747	0.1494	-0.0574601	-0.0596102	-0.0575961	-0.0570403	-0.0541057	-0.06	-0.0950287	-0.0566853	-0.0468525	-0.0503795
748	0.1496	-0.0574536	-0.0596114	-0.0575961	-0.0570363	-0.0540844	-0.06	-0.095037	-0.0566124	-0.0468382	-0.0503806
749	0.1498	-0.0574472	-0.0596125	-0.0575961	-0.0570325	-0.0540639	-0.06	-0.095045	-0.0565407	-0.046824	-0.0503816
750	0.15	-0.0574408	-0.0596137	-0.0575961	-0.0570279	-0.0540408	-0.06	-0.0950527	-0.0564703	-0.0468099	-0.0503825
751	0.1502	-0.0574345	-0.0596149	-0.0575961	-0.0570234	-0.0540186	-0.06	-0.0950601	-0.0564009	-0.046796	-0.0503834
752	0.1504	-0.0574282	-0.059616	-0.0575961	-0.0570191	-0.0539973	-0.06	-0.0950672	-0.0563326	-0.0467821	-0.0503841
753	0.1506	-0.0574219	-0.0596172	-0.0575961	-0.057015	-0.0539768	-0.06	-0.095074	-0.0562655	-0.0467683	-0.0503847
754	0.1508	-0.0574157	-0.0596183	-0.0575961	-0.057011	-0.0539572	-0.06	-0.0950805	-0.0561995	-0.0467547	-0.0503853
755	0.151	-0.0574096	-0.0596194	-0.0575961	-0.0570062	-0.0539351	-0.06	-0.0950868	-0.0561347	-0.0467412	-0.0503858
756	0.1512	-0.0574035	-0.0596206	-0.0575961	-0.0570015	-0.053914	-0.06	-0.0950929	-0.0560709	-0.0467278	-0.0503862
757	0.1514	-0.0573974	-0.0596217	-0.0575961	-0.0569971	-0.0538936	-0.06	-0.0950987	-0.0560082	-0.0467145	-0.0503865
758	0.1516	-0.0573914	-0.0596228	-0.0575961	-0.0569928	-0.0538741	-0.06	-0.0951043	-0.0559464	-0.0467013	-0.0503867
759	0.1518	-0.0573854	-0.0596239	-0.0575961	-0.0569887	-0.0538553	-0.06	-0.0951097	-0.0558858	-0.0466882	-0.0503869
760	0.152	-0.0573795	-0.0596251	-0.0575961	-0.0569837	-0.0538344	-0.06	-0.095115	-0.0558263	-0.0466753	-0.0503869
761	0.1522	-0.0573736	-0.0596262	-0.0575961	-0.0569789	-0.0538143	-0.06	-0.09512	-0.0557678	-0.0466625	-0.0503869
762	0.1524	-0.0573677	-0.0596273	-0.0575961	-0.0569742	-0.053795	-0.06	-0.0951248	-0.0557101	-0.0466497	-0.0503868
763	0.1526	-0.0573618	-0.0596284	-0.0575961	-0.0569698	-0.0537765	-0.06	-0.0951295	-0.0556535	-0.0466371	-0.0503866
764	0.1528	-0.057356	-0.0596296	-0.0575961	-0.0569655	-0.0537586	-0.06	-0.095134	-0.0555979	-0.0466246	-0.0503863
765	0.153	-0.0573503	-0.0596307	-0.0575961	-0.0569603	-0.0537389	-0.06	-0.0951383	-0.0555433	-0.0466123	-0.050386
766	0.1532	-0.0573446	-0.0596318	-0.0575961	-0.0569553	-0.05372	-0.06	-0.0951425	-0.0554896	-0.0466	-0.0503856
767	0.1534	-0.0573389	-0.0596329	-0.0575961	-0.0569505	-0.0537018	-0.06	-0.0951466	-0.0554368	-0.0465879	-0.0503851
768	0.1536	-0.0573332	-0.0596341	-0.0575961	-0.0569459	-0.0536843	-0.06	-0.0951505	-0.0553849	-0.0465758	-0.0503845
769	0.1538	-0.0573275	-0.0596352	-0.0575961	-0.0569415	-0.0536676	-0.06	-0.0951542	-0.0553339	-0.0465639	-0.0503838
770	0.154	-0.0573219	-0.0596363	-0.0575961	-0.0569361	-0.0536491	-0.06	-0.0951579	-0.0552839	-0.0465521	-0.0503831
771	0.1542	-0.0573164	-0.0596375	-0.0575961	-0.0569309	-0.0536314	-0.06	-0.0951614	-0.0552348	-0.0465404	-0.0503823
772	0.1544	-0.0573108	-0.0596386	-0.0575961	-0.056926	-0.0536144	-0.06	-0.0951648	-0.0551864	-0.0465288	-0.0503814
773	0.1546	-0.0573052	-0.0596398	-0.0575961	-0.0569212	-0.053598	-0.06	-0.095168	-0.0551389	-0.0465174	-0.0503804
774	0.1548	-0.0572997	-0.0596409	-0.0575961	-0.0569166	-0.0535823	-0.06	-0.0951712	-0.0550923	-0.046506	-0.0503794
775	0.155	-0.0572943	-0.0596421	-0.0575961	-0.0569111	-0.0535652	-0.06	-0.0951742	-0.0550465	-0.0464948	-0.0503783
776	0.1552	-0.0572888	-0.0596432	-0.0575961	-0.0569057	-0.0535487	-0.06	-0.0951772	-0.0550015	-0.0464836	-0.0503771
777	0.1554	-0.0572833	-0.0596444	-0.0575961	-0.0569006	-0.0535329	-0.06	-0.09518	-0.0549573	-0.0464726	-0.0503758
778	0.1556	-0.0572779	-0.0596456	-0.0575961	-0.0568956	-0.0535178	-0.06	-0.0951828	-0.0549139	-0.0464617	-0.0503745
779	0.1558	-0.0572725	-0.0596467	-0.0575961	-0.0568909	-0.0535032	-0.06	-0.0951855	-0.0548712	-0.0464509	-0.0503731
780	0.156	-0.0572671	-0.0596479	-0.0575961	-0.0568852	-0.0534874	-0.06	-0.095188	-0.0548294	-0.0464402	-0.0503717
781	0.1562	-0.0572617	-0.0596491	-0.0575961	-0.0568796	-0.0534722	-0.06	-0.0951905	-0.0547883	-0.0464296	-0.0503701
782	0.1564	-0.0572563	-0.0596503	-0.0575961	-0.0568743	-0.0534577	-0.06	-0.0951929	-0.0547479	-0.0464191	-0.0503685
783	0.1566	-0.057251	-0.0596515	-0.0575961	-0.0568692	-0.0534437	-0.06	-0.0951952	-0.0547083	-0.0464088	-0.0503668
784	0.1568	-0.0572456	-0.0596527	-0.0575961	-0.0568644	-0.0534303	-0.06	-0.0951975	-0.0546693	-0.0463985	-0.0503651
785	0.157	-0.0572403	-0.0596539	-0.0575961	-0.0568584	-0.0534158	-0.06	-0.0951997	-0.0546312	-0.0463884	-0.0503633
786	0.1572	-0.057235	-0.0596551	-0.0575961	-0.0568527	-0.053402	-0.06	-0.0952018	-0.0545937	-0.0463783	-0.0503614
787	0.1574	-0.0572296	-0.0596563	-0.0575961	-0.0568473	-0.0533887	-0.06	-0.0952038	-0.0545568	-0.0463684	-0.0503595
788	0.1576	-0.0572243	-0.0596576	-0.0575961	-0.056842	-0.0533759	-0.06	-0.0952057	-0.0545206	-0.0463585	-0.0503574
789	0.1578	-0.057219	-0.0596588	-0.0575961	-0.056837	-0.0533637	-0.06	-0.0952076	-0.0544851	-0.0463488	-0.0503554
790	0.158	-0.0572138	-0.0596601	-0.0575961	-0.0568309	-0.0533506	-0.06	-0.0952095	-0.0544503	-0.0463392	-0.0503532
791	0.1582	-0.0572085	-0.0596613	-0.0575961	-0.056825	-0.0533381	-0.06	-0.0952112	-0.0544161	-0.0463296	-0.050351
792	0.1584	-0.0572032	-0.0596626	-0.0575961	-0.0568194	-0.0533261	-0.06	-0.0952129	-0.0543825	-0.0463202	-0.0503487
793	0.1586	-0.0571979	-0.0596638	-0.0575961	-0.056814	-0.0533146	-0.06	-0.0952146	-0.0543495	-0.0463109	-0.0503464
794	0.1588	-0.0571926	-0.0596651	-0.0575961	-0.0568088	-0.0533035	-0.06	-0.0952162	-0.0543172	-0.0463017	-0.050344
795	0.159	-0.0571874	-0.0596664	-0.0575961	-0.0568025	-0.0532918	-0.06	-0.0952177	-0.0542855	-0.0462925	-0.0503416
796	0.1592	-0.0571821	-0.0596677	-0.0575961	-0.0567965	-0.0532807	-0.06	-0.0952192	-0.0542544	-0.0462835	-0.050339
797	0.1594	-0.0571768	-0.059669	-0.0575961	-0.0567907	-0.0532699	-0.06	-0.0952206	-0.0542238	-0.0462746	-0.0503365
798	0.1596	-0.0571715	-0.0596703	-0.0575961	-0.0567852	-0.0532596	-0.06	-0.095222	-0.0541938	-0.0462657	-0.0503338
799	0.1598	-0.0571662	-0.0596716	-0.0575961	-0.0567798	-0.0532497	-0.06	-0.0952234	-0.0541644	-0.046257	-0.0503311
800	0.16	-0.057161	-0.059673	-0.0575961	-0.0567734	-0.0532394	-0.06	-0.0952246	-0.0541355	-0.0462484	-0.0503284
801	0.1602	-0.0571557	-0.0596743	-0.0575961	-0.0567672	-0.0532296	-0.06	-0.0952259	-0.0541072	-0.0462398	-0.0503256
802	0.1604	-0.0571504	-0.0596757	-0.0575961	-0.0567612	-0.0532201	-0.06	-0.0952271	-0.0540794	-0.0462314	-0.0503227
803	0.1606	-0.0571451	-0.059677	-0.0575961	-0.0567555	-0.053211	-0.06	-0.0952282	-0.0540521	-0.046223	-0.0503198
804	0.1608	-0.0571398	-0.0596784	-0.0575961	-0.05675	-0.0532022	-0.06	-0.0952294	-0.0540254	-0.0462148	-0.0503168
805	0.161	-0.0571346	-0.0596798	-0.0575961	-0.0567434	-0.0531933	-0.06	-0.0952304	-0.0539992	-0.0462066	-0.0503137
806	0.1612	-0.0571293	-0.0596812	-0.0575961	-0.0567371	-0.0531848	-0.06	-0.0952315	-0.0539735	-0.0461985	-0.0503106
807	0.1614	-0.0571239	-0.0596826	-0.0575961	-0.056731	-0.0531766	-0.06	-0.0952324	-0.0539483	-0.0461905	-0.0503075
808	0.1616	-0.0571186	-0.059684	-0.0575961	-0.0567251	-0.0531687	-0.06	-0.0952334	-0.0539235	-0.0461826	-0.0503043
809	0.1618	-0.0571133	-0.0596854	-0.0575961	-0.0567195	-0.0531611	-0.06	-0.0952343	-0.0538993	-0.0461748	-0.050301
810	0.162	-0.057108	-0.0596868	-0.0575961	-0.0567127	-0.0531535	-0.06	-0.0952352	-0.0538755	-0.0461671	-0.0502977
811	0.1622	-0.0571026	-0.0596882	-0.0575961	-0.0567062	-0.0531462	-0.06	-0.095236	-0.0538522	-0.0461595	-0.0502943
812	0.1624	-0.0570973	-0.0596897	-0.0575961	-0.0567	-0.0531393	-0.06	-0.0952369	-0.0538293	-0.046152	-0.0502909
813	0.1626	-0.0570919	-0.0596911	-0.0575961	-0.056694	-0.0531325	-0.06	-0.0952376	-0.0538069	-0.0461445	-0.0502874
814	0.1628	-0.0570865	-0.0596926	-0.0575961	-0.0566882	-0.0531261	-0.06	-0.0952384	-0.0537849	-0.0461371	-0.0502839
815	0.163	-0.0570812	-0.0596941	-0.0575961	-0.0566813	-0.0531198	-0.06	-0.0952391	-0.0537634	-0.0461299	-0.0502803
816	0.1632	-0.0570758	-0.0596956	-0.0575961	-0.0566746	-0.0531138	-0.06	-0.0952398	-0.0537423	-0.0461227	-0.0502767
817	0.1634	-0.0570703	-0.0596971	-0.0575961	-0.0566682	-0.053108	-0.06	-0.0952404	-0.0537216	-0.0461155	-0.050273
818	0.1636	-0.0570649	-0.0596986	-0.0575961	-0.0566621	-0.0531025	-0.06	-0.0952411	-0.0537014	-0.0461085	-0.0502693
819	0.1638	-0.0570595	-0.0597001	-0.0575961	-0.0566562	-0.0530971	-0.06	-0.0952417	-0.0536815	-0.0461016	-0.0502656
820	0.164	-0.0570541	-0.0597016	-0.0575961	-0.0566491	-0.0530921	-0.0599999	-0.0952422	-0.053662	-0.0460947	-0.0502617
821	0.1642	-0.0570486	-0.0597031	-0.0575961	-0.0566423	-0.0530873	-0.0599998	-0.0952428	-0.053643	-0.0460879	-0.0502579
822	0.1644	-0.0570431	-0.0597047	-0.0575961	-0.0566357	-0.0530827	-0.0599997	-0.0952433	-0.0536243	-0.0460812	-0.050254
823	0.1646	-0.0570376	-0.0597063	-0.0575961	-0.0566295	-0.0530783	-0.0599996	-0.0952437	-0.053606	-0.0460746	-0.05025
824	0.1648	-0.0570321	-0.0597078	-0.0575961	-0.0566234	-0.053074	-0.0599995	-0.0952442	-0.0535881	-0.046068	-0.050246
825	0.165	-0.0570266	-0.0597094	-0.0575961	-0.0566162	-0.0530702	-0.0599989	-0.0952446	-0.0535705	-0.0460616	-0.0502419
826	0.1652	-0.0570211	-0.059711	-0.0575961	-0.0566092	-0.0530666	-0.0599983	-0.0952449	-0.0535534	-0.0460552	-0.0502378
827	0.1654	-0.0570155	-0.0597126	-0.0575961	-0.0566026	-0.0530631	-0.0599977	-0.0952451	-0.0535365	-0.0460489	-0.0502337
828	0.1656	-0.0570099	-0.0597142	-0.0575961	-0.0565962	-0.0530598	-0.0599971	-0.0952453	-0.0535201	-0.0460426	-0.0502295
829	0.1658	-0.0570043	-0.0597158	-0.0575961	-0.05659	-0.0530566	-0.0599965	-0.0952454	-0.0535039	-0.0460365	-0.0502253
830	0.166	-0.0569987	-0.0597175	-0.0575961	-0.0565826	-0.053054	-0.0599954	-0.0952454	-0.0534881	-0.0460304	-0.050221
831	0.1662	-0.0569931	-0.0597191	-0.0575961	-0.0565755	-0.0530515	-0.0599944	-0.0952454	-0.0534727	-0.0460244	-0.0502167
832	0.1664	-0.0569875	-0.0597207	-0.0575961	-0.0565687	-0.0530491	-0.0599934	-0.0952452	-0.0534576	-0.0460184	-0.0502123
833	0.1666	-0.0569818	-0.0597224	-0.0575961	-0.0565622	-0.0530468	-0.0599924	-0.0952449	-0.0534428	-0.0460126	-0.0502079
834	0.1668	-0.0569761	-0.0597241	-0.0575961	-0.0565559	-0.0530446	-0.0599915	-0.0952446	-0.0534283	-0.0460068	-0.0502035
835	0.167	-0.0569705	-0.0597258	-0.0575961	-0.0565484	-0.0530432	-0.0599901	-0.0952442	-0.0534141	-0.046001	-0.050199
836	0.1672	-0.0569648	-0.0597275	-0.0575961	-0.0565412	-0.0530418	-0.0599887	-0.0952436	-0.0534003	-0.0459954	-0.0501945
837	0.1674	-0.056959	-0.0597292	-0.0575961	-0.0565342	-0.0530404	-0.0599873	-0.095243	-0.0533867	-0.0459898	-0.0501899
838	0.1676	-0.0569533	-0.0597309	-0.0575961	-0.0565276	-0.0530391	-0.059986	-0.0952422	-0.0533735	-0.0459843	-0.0501853
839	0.1678	-0.0569475	-0.0597326	-0.0575961	-0.0565212	-0.0530379	-0.0599848	-0.0952414	-0.0533605	-0.0459788	-0.0501806
840	0.168	-0.0569417	-0.0597343	-0.0575961	-0.0565135	-0.0530375	-0.0599831	-0.0952405	-0.0533478	-0.0459734	-0.0501759
841	0.1682	-0.0569359	-0.0597361	-0.0575961	-0.0565062	-0.0530371	-0.0599814	-0.0952395	-0.0533354	-0.0459681	-0.0501712
842	0.1684	-0.0569301	-0.0597378	-0.0575961	-0.0564991	-0.0530368	-0.0599798	-0.0952383	-0.0533233	-0.0459629	-0.0501664
843	0.1686	-0.0569243	-0.0597396	-0.0575961	-0.0564923	-0.0530365	-0.0599783	-0.0952371	-0.0533115	-0.0459577	-0.0501616
844	0.1688	-0.0569184	-0.0597414	-0.0575961	-0.0564858	-0.0530362	-0.0599768	-0.0952358	-0.0532999	-0.0459526	-0.0501568
845	0.169	-0.0569126	-0.0597432	-0.0575961	-0.0564781	-0.0530368	-0.0599748	-0.0952344	-0.0532886	-0.0459476	-0.0501519
846	0.1692	-0.0569067	-0.059745	-0.0575961	-0.0564706	-0.0530374	-0.0599729	-0.0952329	-0.0532776	-0.0459426	-0.050147
847	0.1694	-0.0569007	-0.0597468	-0.0575961	-0.0564634	-0.053038	-0.0599711	-0.0952312	-0.0532668	-0.0459376	-0.050142
848	0.1696	-0.0568948	-0.0597486	-0.0575961	-0.0564566	-0.0530386	-0.0599693	-0.0952295	-0.0532563	-0.0459328	-0.050137
849	0.1698	-0.0568888	-0.0597504	-0.0575961	-0.0564499	-0.0530391	-0.0599677	-0.0952277	-0.053246	-0.045928	-0.050132
850	0.17	-0.0568829	-0.0597523	-0.0575961	-0.0564421	-0.0530407	-0.0599655	-0.0952259	-0.0532359	-0.0459233	-0.0501269
851	0.1702	-0.0568769	-0.0597541	-0.0575961	-0.0564345	-0.0530423	-0.0599634	-0.0952239	-0.0532261	-0.0459186	-0.0501218
852	0.1704	-0.0568709	-0.059756	-0.0575961	-0.0564272	-0.0530437	-0.0599614	-0.0952218	-0.0532165	-0.045914	-0.0501167
853	0.1706	-0.0568648	-0.0597579	-0.0575961	-0.0564202	-0.0530451	-0.0599595	-0.0952197	-0.0532072	-0.0459094	-0.0501115
854	0.1708	-0.0568588	-0.0597597	-0.0575961	-0.0564135	-0.0530465	-0.0599577	-0.0952175	-0.0531981	-0.0459049	-0.0501063
855	0.171	-0.0568527	-0.0597616	-0.0575961	-0.0564055	-0.053049	-0.0599554	-0.0952152	-0.0531892	-0.0459005	-0.050101
856	0.1712	-0.0568466	-0.0597635	-0.0575961	-0.0563979	-0.0530514	-0.0599532	-0.0952128	-0.0531805	-0.0458961	-0.0500957
857	0.1714	-0.0568405	-0.0597654	-0.0575961	-0.0563905	-0.0530537	-0.0599511	-0.0952103	-0.053172	-0.0458918	-0.0500904
858	0.1716	-0.0568344	-0.0597674	-0.0575961	-0.0563834	-0.0530559	-0.059949	-0.0952078	-0.0531638	-0.0458876	-0.0500851
859	0.1718	-0.0568282	-0.0597693	-0.0575961	-0.0563766	-0.053058	-0.0599471	-0.0952052	-0.0531558	-0.0458834	-0.0500797
860	0.172	-0.0568221	-0.0597712	-0.0575961	-0.0563686	-0.0530614	-0.0599447	-0.0952025	-0.0531479	-0.0458792	-0.0500743
861	0.1722	-0.0568159	-0.0597732	-0.0575961	-0.0563608	-0.0530646	-0.0599424	-0.0951998	-0.0531402	-0.0458751	-0.0500688
862	0.1724	-0.0568097	-0.0597751	-0.0575961	-0.0563534	-0.0530676	-0.0599401	-0.0951969	-0.0531328	-0.0458711	-0.0500634
863	0.1726	-0.0568035	-0.0597771	-0.0575961	-0.0563462	-0.0530706	-0.059938	-0.0951941	-0.0531256	-0.0458671	-0.0500579
864	0.1728	-0.0567972	-0.0597791	-0.0575961	-0.0563393	-0.0530734	-0.059936	-0.0951911	-0.0531185	-0.0458632	-0.0500523
865	0.173	-0.056791	-0.0597811	-0.0575961	-0.0563312	-0.0530775	-0.0599335	-0.0951882	-0.0531115	-0.0458593	-0.0500467
866	0.1732	-0.0567847	-0.0597831	-0.0575961	-0.0563233	-0.0530815	-0.0599311	-0.0951851	-0.0531048	-0.0458555	-0.0500411
867	0.1734	-0.0567784	-0.0597851	-0.0575961	-0.0563158	-0.0530852	-0.0599288	-0.095182	-0.0530983	-0.0458517	-0.0500355
868	0.1736	-0.0567721	-0.0597871	-0.0575961	-0.0563086	-0.0530889	-0.0599266	-0.0951788	-0.053092	-0.045848	-0.0500298
869	0.1738	-0.0567658	-0.0597891	-0.0575961	-0.0563016	-0.0530924	-0.0599245	-0.0951756	-0.0530858	-0.0458444	-0.0500241
870	0.174	-0.0567594	-0.0597912	-0.0575961	-0.0562934	-0.0530972	-0.0599219	-0.0951723	-0.0530798	-0.0458408	-0.0500184
871	0.1742	-0.0567531	-0.0597932	-0.0575961	-0.0562855	-0.0531018	-0.0599195	-0.095169	-0.0530739	-0.0458372	-0.0500127
872	0.1744	-0.0567467	-0.0597952	-0.0575961	-0.0562779	-0.0531063	-0.0599172	-0.0951657	-0.0530682	-0.0458337	-0.0500069
873	0.1746	-0.0567403	-0.0597973	-0.0575961	-0.0562706	-0.0531105	-0.0599149	-0.0951622	-0.0530627	-0.0458302	-0.0500011
874	0.1748	-0.0567339	-0.0597994	-0.0575961	-0.0562636	-0.0531146	-0.0599128	-0.0951588	-0.0530573	-0.0458268	-0.0499953
875	0.175	-0.0567275	-0.0598015	-0.0575961	-0.0562553	-0.0531201	-0.0599102	-0.0951553	-0.0530521	-0.0458234	-0.0499894
876	0.1752	-0.056721	-0.0598035	-0.0575961	-0.0562473	-0.0531253	-0.0599077	-0.0951518	-0.053047	-0.0458201	-0.0499835
877	0.1754	-0.0567145	-0.0598056	-0.0575961	-0.0562396	-0.0531304	-0.0599054	-0.0951482	-0.0530421	-0.0458169	-0.0499776
878	0.1756	-0.056708	-0.0598077	-0.0575961	-0.0562323	-0.0531352	-0.0599031	-0.0951446	-0.0530373	-0.0458136	-0.0499717
879	0.1758	-0.0567016	-0.0598098	-0.0575961	-0.0562252	-0.0531399	-0.0599009	-0.095141	-0.0530327	-0.0458105	-0.0499657
880	0.176	-0.0566951	-0.059812	-0.0575961	-0.0562169	-0.053146	-0.0598983	-0.0951373	-0.0530281	-0.0458074	-0.0499597
881	0.1762	-0.0566886	-0.0598141	-0.0575961	-0.0562088	-0.0531518	-0.0598958	-0.0951336	-0.0530237	-0.0458043	-0.0499537
882	0.1764	-0.056682	-0.0598162	-0.0575961	-0.0562011	-0.0531574	-0.0598935	-0.0951299	-0.0530195	-0.0458012	-0.0499476
883	0.1766	-0.0566754	-0.0598184	-0.0575961	-0.0561937	-0.0531627	-0.0598912	-0.0951262	-0.0530154	-0.0457982	-0.0499416
884	0.1768	-0.0566689	-0.0598205	-0.0575961	-0.0561866	-0.0531679	-0.059889	-0.0951224	-0.0530114	-0.0457953	-0.0499355
885	0.177	-0.0566623	-0.0598227	-0.0575961	-0.0561782	-0.0531745	-0.0598864	-0.0951186	-0.0530075	-0.0457924	-0.0499294
886	0.1772	-0.0566557	-0.0598248	-0.0575961	-0.0561702	-0.0531808	-0.0598839	-0.0951148	-0.0530037	-0.0457895	-0.0499233
887	0.1774	-0.0566491	-0.059827	-0.0575961	-0.0561624	-0.0531869	-0.0598816	-0.0951109	-0.0530001	-0.0457867	-0.0499171
888	0.1776	-0.0566425	-0.0598292	-0.0575961	-0.056155	-0.0531927	-0.0598793	-0.0951071	-0.0529966	-0.0457839	-0.0499109
889	0.1778	-0.0566358	-0.0598314	-0.0575961	-0.0561478	-0.0531984	-0.0598771	-0.0951032	-0.0529932	-0.0457812	-0.0499047
890	0.178	-0.0566292	-0.0598336	-0.0575961	-0.0561394	-0.0532054	-0.0598745	-0.0950993	-0.0529899	-0.0457785	-0.0498985
891	0.1782	-0.0566226	-0.0598358	-0.0575961	-0.0561313	-0.0532122	-0.0598721	-0.0950954	-0.0529867	-0.0457759	-0.0498923
892	0.1784	-0.0566159	-0.059838	-0.0575961	-0.0561235	-0.0532188	-0.0598697	-0.0950915	-0.0529837	-0.0457733	-0.049886
893	0.1786	-0.0566092	-0.0598402	-0.0575961	-0.0561161	-0.053225	-0.0598675	-0.0950875	-0.0529807	-0.0457707	-0.0498797
894	0.1788	-0.0566025	-0.0598424	-0.0575961	-0.0561089	-0.0532311	-0.0598653	-0.0950836	-0.0529778	-0.0457682	-0.0498734
895	0.179	-0.0565958	-0.0598447	-0.0575961	-0.0561004	-0.0532386	-0.0598628	-0.0950796	-0.052975	-0.0457657	-0.0498671
896	0.1792	-0.0565891	-0.0598469	-0.0575961	-0.0560923	-0.0532458	-0.0598603	-0.0950757	-0.0529723	-0.0457632	-0.0498608
897	0.1794	-0.0565823	-0.0598491	-0.0575961	-0.0560845	-0.0532527	-0.059858	-0.0950717	-0.0529698	-0.0457608	-0.0498544
898	0.1796	-0.0565756	-0.0598514	-0.0575961	-0.056077	-0.0532594	-0.0598558	-0.0950677	-0.0529673	-0.0457584	-0.049848
899	0.1798	-0.0565688	-0.0598536	-0.0575961	-0.0560698	-0.0532657	-0.0598536	-0.0950637	-0.0529649	-0.0457561	-0.0498416
900	0.18	-0.0565621	-0.0598559	-0.0575961	-0.0560614	-0.0532736	-0.0598511	-0.0950598	-0.0529625	-0.0457538	-0.0498352
901	0.1802	-0.0565553	-0.0598582	-0.0575961	-0.0560533	-0.0532812	-0.0598487	-0.0950558	-0.0529603	-0.0457515	-0.0498288
