TimeSlice	Time	R_foot ground contact	R_toe ground contact	R_hip middle	L_toe ground contact	L_hip middle	L_foot ground contact	height	distance
0	0	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
1	0.0002	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
2	0.0004	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
3	0.0006	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
4	0.0008	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
5	0.001	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
6	0.0012	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
7	0.0014	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
8	0.0016	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02	-3.454
9	0.0018	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0201	-3.454
10	0.002	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0201	-3.454
11	0.0022	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0201	-3.454
12	0.0024	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0201	-3.454
13	0.0026	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0201	-3.454
14	0.0028	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45406
15	0.003	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45406
16	0.0032	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45406
17	0.0034	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45406
18	0.0036	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45406
19	0.0038	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.45413
20	0.004	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.45413
21	0.0042	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.45413
22	0.0044	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.45413
23	0.0046	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.45413
24	0.0048	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.4542
25	0.005	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.4542
26	0.0052	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.4542
27	0.0054	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.4542
28	0.0056	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02019	-3.4542
29	0.0058	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45427
30	0.006	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45427
31	0.0062	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45427
32	0.0064	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45427
33	0.0066	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02016	-3.45427
34	0.0068	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0201	-3.45433
35	0.007	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0201	-3.45433
36	0.0072	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0201	-3.45433
37	0.0074	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0201	-3.45433
38	0.0076	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0201	-3.45433
39	0.0078	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02002	-3.45439
40	0.008	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02002	-3.45439
41	0.0082	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02002	-3.45439
42	0.0084	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02002	-3.45439
43	0.0086	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.02002	-3.45439
44	0.0088	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01991	-3.45445
45	0.009	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01991	-3.45445
46	0.0092	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01991	-3.45445
47	0.0094	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01991	-3.45445
48	0.0096	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01991	-3.45445
49	0.0098	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01978	-3.4545
50	0.01	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01978	-3.4545
51	0.0102	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01978	-3.4545
52	0.0104	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01978	-3.4545
53	0.0106	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01978	-3.4545
54	0.0108	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01964	-3.45455
55	0.011	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01964	-3.45455
56	0.0112	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01964	-3.45455
57	0.0114	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01964	-3.45455
58	0.0116	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01964	-3.45455
59	0.0118	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01949	-3.45459
60	0.012	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01949	-3.45459
61	0.0122	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01949	-3.45459
62	0.0124	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01949	-3.45459
63	0.0126	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01949	-3.45459
64	0.0128	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01934	-3.45463
65	0.013	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01934	-3.45463
66	0.0132	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01934	-3.45463
67	0.0134	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01934	-3.45463
68	0.0136	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01934	-3.45463
69	0.0138	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0192	-3.45467
70	0.014	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0192	-3.45467
71	0.0142	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0192	-3.45467
72	0.0144	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0192	-3.45467
73	0.0146	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0192	-3.45467
74	0.0148	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01906	-3.4547
75	0.015	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01906	-3.4547
76	0.0152	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01906	-3.4547
77	0.0154	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01906	-3.4547
78	0.0156	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01906	-3.4547
79	0.0158	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01891	-3.45472
80	0.016	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01891	-3.45472
81	0.0162	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01891	-3.45472
82	0.0164	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01891	-3.45472
83	0.0166	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01891	-3.45472
84	0.0168	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01876	-3.45475
85	0.017	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01876	-3.45475
86	0.0172	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01876	-3.45475
87	0.0174	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01876	-3.45475
88	0.0176	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01876	-3.45475
89	0.0178	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0186	-3.45477
90	0.018	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0186	-3.45477
91	0.0182	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0186	-3.45477
92	0.0184	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0186	-3.45477
93	0.0186	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0186	-3.45477
94	0.0188	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01844	-3.45479
95	0.019	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01844	-3.45479
96	0.0192	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01844	-3.45479
97	0.0194	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01844	-3.45479
98	0.0196	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01844	-3.45479
99	0.0198	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01827	-3.45481
100	0.02	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01827	-3.45481
101	0.0202	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01827	-3.45481
102	0.0204	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01827	-3.45481
103	0.0206	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01827	-3.45481
104	0.0208	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01808	-3.45482
105	0.021	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01808	-3.45482
106	0.0212	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01808	-3.45482
107	0.0214	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01808	-3.45482
108	0.0216	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01808	-3.45482
109	0.0218	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01789	-3.45484
110	0.022	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01789	-3.45484
111	0.0222	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01789	-3.45484
112	0.0224	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01789	-3.45484
113	0.0226	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01789	-3.45484
114	0.0228	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01768	-3.45485
115	0.023	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01768	-3.45485
116	0.0232	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01768	-3.45485
117	0.0234	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01768	-3.45485
118	0.0236	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01768	-3.45485
119	0.0238	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01747	-3.45486
120	0.024	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01747	-3.45486
121	0.0242	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01747	-3.45486
122	0.0244	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01747	-3.45486
123	0.0246	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01747	-3.45486
124	0.0248	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01724	-3.45487
125	0.025	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01724	-3.45487
126	0.0252	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01724	-3.45487
127	0.0254	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01724	-3.45487
128	0.0256	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01724	-3.45487
129	0.0258	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.017	-3.45487
130	0.026	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.017	-3.45487
131	0.0262	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.017	-3.45487
132	0.0264	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.017	-3.45487
133	0.0266	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.017	-3.45487
134	0.0268	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01675	-3.45488
135	0.027	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01675	-3.45488
136	0.0272	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01675	-3.45488
137	0.0274	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01675	-3.45488
138	0.0276	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01675	-3.45488
139	0.0278	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0165	-3.45488
140	0.028	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0165	-3.45488
141	0.0282	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0165	-3.45488
142	0.0284	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0165	-3.45488
143	0.0286	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0165	-3.45488
144	0.0288	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01624	-3.45487
145	0.029	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01624	-3.45487
146	0.0292	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01624	-3.45487
147	0.0294	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01624	-3.45487
148	0.0296	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01624	-3.45487
149	0.0298	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01597	-3.45486
150	0.03	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01597	-3.45486
151	0.0302	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01597	-3.45486
152	0.0304	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01597	-3.45486
153	0.0306	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01597	-3.45486
154	0.0308	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0157	-3.45486
155	0.031	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0157	-3.45486
156	0.0312	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0157	-3.45486
157	0.0314	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0157	-3.45486
158	0.0316	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0157	-3.45486
159	0.0318	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01542	-3.45485
160	0.032	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01542	-3.45485
161	0.0322	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01542	-3.45485
162	0.0324	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01542	-3.45485
163	0.0326	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01542	-3.45485
164	0.0328	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01514	-3.45484
165	0.033	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01514	-3.45484
166	0.0332	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01514	-3.45484
167	0.0334	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01514	-3.45484
168	0.0336	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01514	-3.45484
169	0.0338	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01484	-3.45483
170	0.034	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01484	-3.45483
171	0.0342	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01484	-3.45483
172	0.0344	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01484	-3.45483
173	0.0346	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01484	-3.45483
174	0.0348	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01454	-3.45481
175	0.035	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01454	-3.45481
176	0.0352	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01454	-3.45481
177	0.0354	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01454	-3.45481
178	0.0356	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01454	-3.45481
179	0.0358	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01422	-3.45481
180	0.036	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01422	-3.45481
181	0.0362	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01422	-3.45481
182	0.0364	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01422	-3.45481
183	0.0366	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01422	-3.45481
184	0.0368	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01389	-3.4548
185	0.037	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01389	-3.4548
186	0.0372	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01389	-3.4548
187	0.0374	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01389	-3.4548
188	0.0376	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01389	-3.4548
189	0.0378	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01353	-3.45478
190	0.038	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01353	-3.45478
191	0.0382	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01353	-3.45478
192	0.0384	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01353	-3.45478
193	0.0386	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01353	-3.45478
194	0.0388	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01315	-3.45477
195	0.039	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01315	-3.45477
196	0.0392	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01315	-3.45477
197	0.0394	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01315	-3.45477
198	0.0396	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01315	-3.45477
199	0.0398	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01277	-3.45476
200	0.04	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01277	-3.45476
201	0.0402	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01277	-3.45476
202	0.0404	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01277	-3.45476
203	0.0406	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01277	-3.45476
204	0.0408	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01237	-3.45477
205	0.041	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01237	-3.45477
206	0.0412	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01237	-3.45477
207	0.0414	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01237	-3.45477
208	0.0416	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01237	-3.45477
209	0.0418	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01196	-3.45478
210	0.042	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01196	-3.45478
211	0.0422	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01196	-3.45478
212	0.0424	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01196	-3.45478
213	0.0426	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01196	-3.45478
214	0.0428	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01154	-3.4548
215	0.043	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01154	-3.4548
216	0.0432	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01154	-3.4548
217	0.0434	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01154	-3.4548
218	0.0436	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01154	-3.4548
219	0.0438	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0111	-3.45481
220	0.044	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0111	-3.45481
221	0.0442	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0111	-3.45481
222	0.0444	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0111	-3.45481
223	0.0446	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0111	-3.45481
224	0.0448	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01066	-3.45482
225	0.045	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01066	-3.45482
226	0.0452	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01066	-3.45482
227	0.0454	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01066	-3.45482
228	0.0456	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.01066	-3.45482
229	0.0458	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0102	-3.45483
230	0.046	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0102	-3.45483
231	0.0462	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0102	-3.45483
232	0.0464	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0102	-3.45483
233	0.0466	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0102	-3.45483
234	0.0468	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00974	-3.45484
235	0.047	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00974	-3.45484
236	0.0472	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00974	-3.45484
237	0.0474	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00974	-3.45484
238	0.0476	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00974	-3.45484
239	0.0478	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00927	-3.45485
240	0.048	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00927	-3.45485
241	0.0482	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00927	-3.45485
242	0.0484	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00927	-3.45485
243	0.0486	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00927	-3.45485
244	0.0488	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0088	-3.45485
245	0.049	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0088	-3.45485
246	0.0492	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0088	-3.45485
247	0.0494	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0088	-3.45485
248	0.0496	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0088	-3.45485
249	0.0498	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00831	-3.45485
250	0.05	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00831	-3.45485
251	0.0502	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00831	-3.45485
252	0.0504	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00831	-3.45485
253	0.0506	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00831	-3.45485
254	0.0508	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00782	-3.45486
255	0.051	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00782	-3.45486
256	0.0512	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00782	-3.45486
257	0.0514	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00782	-3.45486
258	0.0516	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00782	-3.45486
259	0.0518	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00733	-3.45485
260	0.052	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00733	-3.45485
261	0.0522	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00733	-3.45485
262	0.0524	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00733	-3.45485
263	0.0526	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00733	-3.45485
264	0.0528	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00682	-3.45485
265	0.053	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00682	-3.45485
266	0.0532	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00682	-3.45485
267	0.0534	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00682	-3.45485
268	0.0536	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00682	-3.45485
269	0.0538	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0063	-3.45484
270	0.054	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0063	-3.45484
271	0.0542	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0063	-3.45484
272	0.0544	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0063	-3.45484
273	0.0546	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0063	-3.45484
274	0.0548	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00574	-3.45483
275	0.055	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00574	-3.45483
276	0.0552	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00574	-3.45483
277	0.0554	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00574	-3.45483
278	0.0556	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00574	-3.45483
279	0.0558	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00517	-3.45481
280	0.056	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00517	-3.45481
281	0.0562	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00517	-3.45481
282	0.0564	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00517	-3.45481
283	0.0566	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00517	-3.45481
284	0.0568	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0046	-3.45479
285	0.057	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0046	-3.45479
286	0.0572	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0046	-3.45479
287	0.0574	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0046	-3.45479
288	0.0576	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.0046	-3.45479
289	0.0578	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00401	-3.45477
290	0.058	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00401	-3.45477
291	0.0582	-0.06	-0.06	-0.06	-0.06	-0.06	-0.06	1.00401	-3.45477
