TimeSlice	Time	R Ank ext Ia	R Ank flx Ia	R Ank ext Ia IN	R Ank flx Ia IN	R Ank ext Ib	R Ank flx Ib	R Ank MN flx	R Ank MN ext	R Ank MN flx RE	R Ank MN ext RE
6071	1.2142	-0.0588982	-0.0624958	-0.059999	-0.0599987	-0.0572521	-0.05958	-0.0923245	-0.0485215	-0.0477447	-0.0437821
6072	1.2144	-0.0588984	-0.0624961	-0.059999	-0.0599987	-0.0572597	-0.0595806	-0.0923226	-0.0485228	-0.0477389	-0.0437881
6073	1.2146	-0.0588985	-0.0624964	-0.059999	-0.0599987	-0.0572671	-0.0595812	-0.0923209	-0.0485237	-0.0477332	-0.0437941
6074	1.2148	-0.0588985	-0.0624968	-0.059999	-0.0599987	-0.0572742	-0.0595817	-0.0923191	-0.0485242	-0.0477274	-0.0438001
6075	1.215	-0.0588984	-0.0624972	-0.059999	-0.0599987	-0.0572822	-0.0595823	-0.0923175	-0.0485244	-0.0477216	-0.043806
6076	1.2152	-0.0588982	-0.0624976	-0.059999	-0.0599987	-0.0572899	-0.0595829	-0.0923159	-0.0485244	-0.0477159	-0.0438119
6077	1.2154	-0.0588979	-0.062498	-0.059999	-0.0599987	-0.0572973	-0.0595834	-0.0923144	-0.0485243	-0.0477101	-0.0438178
6078	1.2156	-0.0588975	-0.0624985	-0.059999	-0.0599987	-0.0573044	-0.0595839	-0.0923129	-0.0485241	-0.0477044	-0.0438237
6079	1.2158	-0.058897	-0.062499	-0.059999	-0.0599987	-0.0573113	-0.0595844	-0.0923115	-0.0485239	-0.0476986	-0.0438296
6080	1.216	-0.0588965	-0.0624995	-0.059999	-0.0599987	-0.0573188	-0.0595849	-0.0923101	-0.0485236	-0.0476929	-0.0438354
6081	1.2162	-0.058896	-0.0625	-0.059999	-0.0599987	-0.0573261	-0.0595854	-0.0923088	-0.0485234	-0.0476872	-0.0438413
6082	1.2164	-0.0588954	-0.0625005	-0.059999	-0.0599987	-0.0573331	-0.0595859	-0.0923075	-0.0485233	-0.0476814	-0.0438471
6083	1.2166	-0.0588948	-0.0625011	-0.059999	-0.0599987	-0.0573398	-0.0595864	-0.0923063	-0.0485233	-0.0476757	-0.0438528
6084	1.2168	-0.0588942	-0.0625016	-0.059999	-0.0599987	-0.0573462	-0.0595868	-0.0923051	-0.0485234	-0.04767	-0.0438586
6085	1.217	-0.0588935	-0.0625022	-0.059999	-0.0599987	-0.0573532	-0.0595872	-0.0923039	-0.0485236	-0.0476643	-0.0438644
6086	1.2172	-0.0588928	-0.0625028	-0.059999	-0.0599987	-0.0573599	-0.0595877	-0.0923028	-0.0485239	-0.0476586	-0.0438701
6087	1.2174	-0.0588921	-0.0625034	-0.059999	-0.0599987	-0.0573663	-0.0595881	-0.0923017	-0.0485245	-0.0476529	-0.0438758
6088	1.2176	-0.0588914	-0.0625041	-0.059999	-0.0599987	-0.0573725	-0.0595885	-0.0923006	-0.0485252	-0.0476472	-0.0438815
6089	1.2178	-0.0588907	-0.0625047	-0.059999	-0.0599987	-0.0573784	-0.0595889	-0.0922995	-0.048526	-0.0476415	-0.0438872
6090	1.218	-0.05889	-0.0625054	-0.059999	-0.0599987	-0.0573848	-0.0595893	-0.0922985	-0.0485271	-0.0476359	-0.0438929
6091	1.2182	-0.0588893	-0.062506	-0.059999	-0.0599987	-0.0573909	-0.0595897	-0.0922975	-0.0485284	-0.0476302	-0.0438985
6092	1.2184	-0.0588886	-0.0625067	-0.059999	-0.0599987	-0.0573967	-0.0595901	-0.0922965	-0.0485299	-0.0476246	-0.0439042
6093	1.2186	-0.0588879	-0.0625074	-0.059999	-0.0599987	-0.0574023	-0.0595904	-0.0922955	-0.0485316	-0.0476189	-0.0439098
6094	1.2188	-0.0588872	-0.0625081	-0.059999	-0.0599987	-0.0574077	-0.0595908	-0.0922945	-0.0485334	-0.0476133	-0.0439154
6095	1.219	-0.0588865	-0.0625088	-0.059999	-0.0599987	-0.0574134	-0.0595911	-0.0922935	-0.0485355	-0.0476077	-0.043921
6096	1.2192	-0.0588859	-0.0625096	-0.059999	-0.0599987	-0.0574189	-0.0595915	-0.0922926	-0.0485379	-0.0476021	-0.0439265
6097	1.2194	-0.0588853	-0.0625103	-0.059999	-0.0599987	-0.0574242	-0.0595918	-0.0922916	-0.0485404	-0.0475965	-0.0439321
6098	1.2196	-0.0588847	-0.062511	-0.059999	-0.0599987	-0.0574292	-0.0595922	-0.0922907	-0.0485432	-0.0475909	-0.0439376
6099	1.2198	-0.0588841	-0.0625118	-0.059999	-0.0599987	-0.0574341	-0.0595925	-0.0922898	-0.0485461	-0.0475853	-0.0439432
6100	1.22	-0.0588835	-0.0625125	-0.059999	-0.0599987	-0.0574392	-0.0595928	-0.0922888	-0.0485493	-0.0475798	-0.0439487
6101	1.2202	-0.058883	-0.0625133	-0.059999	-0.0599987	-0.057444	-0.0595932	-0.0922879	-0.0485527	-0.0475742	-0.0439541
6102	1.2204	-0.0588824	-0.062514	-0.059999	-0.0599987	-0.0574487	-0.0595935	-0.092287	-0.0485563	-0.0475687	-0.0439596
6103	1.2206	-0.058882	-0.0625148	-0.059999	-0.0599987	-0.0574532	-0.0595938	-0.092286	-0.0485601	-0.0475631	-0.0439651
6104	1.2208	-0.0588815	-0.0625156	-0.059999	-0.0599987	-0.0574576	-0.0595941	-0.0922851	-0.0485641	-0.0475576	-0.0439705
6105	1.221	-0.0588811	-0.0625163	-0.059999	-0.0599987	-0.0574621	-0.0595944	-0.0922842	-0.0485683	-0.0475521	-0.043976
6106	1.2212	-0.0588807	-0.0625171	-0.059999	-0.0599987	-0.0574664	-0.0595948	-0.0922832	-0.0485727	-0.0475466	-0.0439814
6107	1.2214	-0.0588803	-0.0625179	-0.059999	-0.0599987	-0.0574706	-0.0595951	-0.0922823	-0.0485774	-0.0475411	-0.0439868
6108	1.2216	-0.05888	-0.0625187	-0.059999	-0.0599987	-0.0574746	-0.0595954	-0.0922813	-0.0485822	-0.0475357	-0.0439922
6109	1.2218	-0.0588797	-0.0625194	-0.059999	-0.0599987	-0.0574784	-0.0595956	-0.0922804	-0.0485872	-0.0475302	-0.0439975
6110	1.222	-0.0588794	-0.0625202	-0.059999	-0.0599987	-0.0574825	-0.059596	-0.0922794	-0.0485924	-0.0475248	-0.0440029
6111	1.2222	-0.0588791	-0.062521	-0.059999	-0.0599987	-0.0574863	-0.0595963	-0.0922785	-0.0485978	-0.0475193	-0.0440082
6112	1.2224	-0.0588789	-0.0625218	-0.059999	-0.0599987	-0.05749	-0.0595966	-0.0922775	-0.0486034	-0.0475139	-0.0440136
6113	1.2226	-0.0588787	-0.0625226	-0.059999	-0.0599987	-0.0574936	-0.0595969	-0.0922765	-0.0486092	-0.0475085	-0.0440189
6114	1.2228	-0.0588786	-0.0625234	-0.059999	-0.0599987	-0.057497	-0.0595971	-0.0922755	-0.0486152	-0.0475031	-0.0440242
6115	1.223	-0.0588785	-0.0625241	-0.059999	-0.0599987	-0.0575006	-0.0595975	-0.0922745	-0.0486213	-0.0474977	-0.0440295
6116	1.2232	-0.0588784	-0.0625249	-0.059999	-0.0599987	-0.057504	-0.0595978	-0.0922735	-0.0486276	-0.0474924	-0.0440347
6117	1.2234	-0.0588784	-0.0625257	-0.059999	-0.0599987	-0.0575073	-0.0595981	-0.0922725	-0.0486342	-0.047487	-0.04404
6118	1.2236	-0.0588783	-0.0625265	-0.059999	-0.0599987	-0.0575105	-0.0595983	-0.0922714	-0.0486408	-0.0474817	-0.0440452
6119	1.2238	-0.0588784	-0.0625273	-0.059999	-0.0599987	-0.0575136	-0.0595986	-0.0922704	-0.0486477	-0.0474763	-0.0440505
6120	1.224	-0.0588784	-0.062528	-0.059999	-0.0599987	-0.0575168	-0.0595989	-0.0922693	-0.0486547	-0.047471	-0.0440557
6121	1.2242	-0.0588785	-0.0625288	-0.059999	-0.0599987	-0.0575199	-0.0595993	-0.0922683	-0.0486619	-0.0474657	-0.0440609
6122	1.2244	-0.0588786	-0.0625296	-0.059999	-0.0599987	-0.0575229	-0.0595996	-0.0922672	-0.0486692	-0.0474604	-0.0440661
6123	1.2246	-0.0588787	-0.0625304	-0.059999	-0.0599987	-0.0575257	-0.0595998	-0.0922661	-0.0486767	-0.0474551	-0.0440712
6124	1.2248	-0.0588789	-0.0625311	-0.059999	-0.0599987	-0.0575285	-0.0596001	-0.092265	-0.0486844	-0.0474499	-0.0440764
6125	1.225	-0.0588791	-0.0625319	-0.059999	-0.0599987	-0.0575314	-0.0596005	-0.0922639	-0.0486922	-0.0474446	-0.0440815
6126	1.2252	-0.0588794	-0.0625326	-0.059999	-0.0599987	-0.0575342	-0.0596008	-0.0922628	-0.0487002	-0.0474394	-0.0440867
6127	1.2254	-0.0588797	-0.0625334	-0.059999	-0.0599987	-0.0575369	-0.0596011	-0.0922617	-0.0487083	-0.0474341	-0.0440918
6128	1.2256	-0.05888	-0.0625342	-0.059999	-0.0599987	-0.0575395	-0.0596014	-0.0922606	-0.0487166	-0.0474289	-0.0440969
6129	1.2258	-0.0588803	-0.0625349	-0.059999	-0.0599987	-0.057542	-0.0596017	-0.0922594	-0.048725	-0.0474237	-0.044102
6130	1.226	-0.0588807	-0.0625357	-0.059999	-0.0599987	-0.0575448	-0.0596039	-0.0922583	-0.0487335	-0.0474185	-0.044107
6131	1.2262	-0.058881	-0.0625364	-0.059999	-0.0599987	-0.0575476	-0.059606	-0.0922574	-0.0487423	-0.0474134	-0.0441121
6132	1.2264	-0.0588815	-0.0625371	-0.059999	-0.0599987	-0.0575502	-0.0596081	-0.0922568	-0.0487511	-0.0474082	-0.0441171
6133	1.2266	-0.0588819	-0.0625379	-0.059999	-0.0599987	-0.0575527	-0.0596101	-0.0922565	-0.0487601	-0.0474031	-0.0441222
6134	1.2268	-0.0588824	-0.0625386	-0.059999	-0.0599987	-0.0575551	-0.0596119	-0.0922564	-0.0487692	-0.0473979	-0.0441272
6135	1.227	-0.0588829	-0.0625393	-0.059999	-0.0599987	-0.0575577	-0.0596158	-0.0922564	-0.0487785	-0.0473928	-0.0441322
6136	1.2272	-0.0588834	-0.06254	-0.059999	-0.0599987	-0.0575601	-0.0596194	-0.0922569	-0.0487879	-0.0473877	-0.0441372
6137	1.2274	-0.058884	-0.0625408	-0.059999	-0.0599987	-0.0575625	-0.059623	-0.0922579	-0.0487974	-0.0473826	-0.0441422
6138	1.2276	-0.0588846	-0.0625415	-0.059999	-0.0599987	-0.0575647	-0.0596263	-0.0922592	-0.048807	-0.0473775	-0.0441471
6139	1.2278	-0.0588852	-0.0625422	-0.059999	-0.0599987	-0.0575669	-0.0596296	-0.0922609	-0.0488168	-0.0473725	-0.0441521
6140	1.228	-0.0588858	-0.0625429	-0.059999	-0.0599987	-0.0575692	-0.0596338	-0.0922629	-0.0488266	-0.0473675	-0.044157
6141	1.2282	-0.0588865	-0.0625436	-0.059999	-0.0599987	-0.0575715	-0.0596378	-0.0922653	-0.0488366	-0.0473624	-0.0441619
6142	1.2284	-0.0588872	-0.0625443	-0.059999	-0.0599987	-0.0575736	-0.0596417	-0.0922681	-0.0488467	-0.0473574	-0.0441668
6143	1.2286	-0.0588879	-0.0625449	-0.059999	-0.0599987	-0.0575757	-0.0596454	-0.0922712	-0.0488568	-0.0473525	-0.0441717
6144	1.2288	-0.0588886	-0.0625456	-0.059999	-0.0599987	-0.0575776	-0.059649	-0.0922746	-0.0488671	-0.0473475	-0.0441766
6145	1.229	-0.0588894	-0.0625463	-0.059999	-0.0599987	-0.0575798	-0.0596524	-0.0922783	-0.0488774	-0.0473426	-0.0441815
6146	1.2292	-0.0588902	-0.062547	-0.059999	-0.0599987	-0.0575819	-0.0596557	-0.0922821	-0.0488879	-0.0473376	-0.0441863
6147	1.2294	-0.058891	-0.0625476	-0.059999	-0.0599987	-0.0575839	-0.0596589	-0.0922862	-0.0488984	-0.0473327	-0.0441911
6148	1.2296	-0.0588918	-0.0625483	-0.059999	-0.0599987	-0.0575858	-0.0596619	-0.0922904	-0.048909	-0.0473279	-0.044196
6149	1.2298	-0.0588926	-0.062549	-0.059999	-0.0599987	-0.0575876	-0.0596648	-0.0922947	-0.0489197	-0.047323	-0.0442008
6150	1.23	-0.0588935	-0.0625496	-0.059999	-0.0599987	-0.0575897	-0.0596671	-0.0922991	-0.0489305	-0.0473182	-0.0442056
6151	1.2302	-0.0588944	-0.0625503	-0.059999	-0.0599987	-0.0575917	-0.0596693	-0.0923035	-0.0489413	-0.0473133	-0.0442103
6152	1.2304	-0.0588953	-0.0625509	-0.059999	-0.0599987	-0.0575937	-0.0596713	-0.0923079	-0.0489523	-0.0473085	-0.0442151
6153	1.2306	-0.0588962	-0.0625515	-0.059999	-0.0599987	-0.0575956	-0.0596733	-0.0923122	-0.0489633	-0.0473038	-0.0442198
6154	1.2308	-0.0588971	-0.0625522	-0.059999	-0.0599987	-0.0575973	-0.0596753	-0.0923165	-0.0489744	-0.047299	-0.0442245
6155	1.231	-0.0588981	-0.0625528	-0.059999	-0.0599987	-0.0575995	-0.0596766	-0.0923207	-0.0489855	-0.0472943	-0.0442293
6156	1.2312	-0.058899	-0.0625534	-0.059999	-0.0599987	-0.0576015	-0.0596778	-0.0923248	-0.0489967	-0.0472895	-0.044234
6157	1.2314	-0.0589	-0.062554	-0.059999	-0.0599987	-0.0576035	-0.059679	-0.0923287	-0.049008	-0.0472848	-0.0442386
6158	1.2316	-0.058901	-0.0625546	-0.059999	-0.0599987	-0.0576053	-0.0596802	-0.0923324	-0.0490194	-0.0472801	-0.0442433
6159	1.2318	-0.0589021	-0.0625552	-0.059999	-0.0599987	-0.0576072	-0.0596813	-0.092336	-0.0490308	-0.0472755	-0.0442479
6160	1.232	-0.0589031	-0.0625558	-0.059999	-0.0599987	-0.0576093	-0.0596818	-0.0923394	-0.0490423	-0.0472708	-0.0442526
6161	1.2322	-0.0589041	-0.0625564	-0.059999	-0.0599987	-0.0576114	-0.0596823	-0.0923426	-0.0490539	-0.0472662	-0.0442572
6162	1.2324	-0.0589052	-0.062557	-0.059999	-0.0599987	-0.0576134	-0.0596828	-0.0923455	-0.0490655	-0.0472616	-0.0442618
6163	1.2326	-0.0589063	-0.0625576	-0.059999	-0.0599987	-0.0576153	-0.0596833	-0.0923483	-0.0490772	-0.047257	-0.0442664
6164	1.2328	-0.0589074	-0.0625582	-0.059999	-0.0599987	-0.0576171	-0.0596837	-0.0923508	-0.049089	-0.0472524	-0.0442709
6165	1.233	-0.0589085	-0.0625588	-0.059999	-0.0599987	-0.0576194	-0.0596836	-0.0923531	-0.0491008	-0.0472478	-0.0442755
6166	1.2332	-0.0589096	-0.0625593	-0.059999	-0.0599987	-0.0576215	-0.0596835	-0.0923551	-0.0491126	-0.0472433	-0.04428
6167	1.2334	-0.0589107	-0.0625599	-0.059999	-0.0599987	-0.0576235	-0.0596835	-0.0923569	-0.0491246	-0.0472387	-0.0442845
6168	1.2336	-0.0589119	-0.0625605	-0.059999	-0.0599987	-0.0576255	-0.0596834	-0.0923585	-0.0491366	-0.0472342	-0.044289
6169	1.2338	-0.058913	-0.062561	-0.059999	-0.0599987	-0.0576274	-0.0596833	-0.0923598	-0.0491486	-0.0472297	-0.0442935
6170	1.234	-0.0589142	-0.0625616	-0.059999	-0.0599987	-0.0576296	-0.0596827	-0.0923609	-0.0491607	-0.0472252	-0.044298
6171	1.2342	-0.0589154	-0.0625621	-0.059999	-0.0599987	-0.0576318	-0.0596822	-0.0923617	-0.0491729	-0.0472208	-0.0443024
6172	1.2344	-0.0589166	-0.0625626	-0.059999	-0.0599987	-0.0576339	-0.0596817	-0.0923622	-0.0491851	-0.0472163	-0.0443069
6173	1.2346	-0.0589178	-0.0625632	-0.059999	-0.0599987	-0.057636	-0.0596812	-0.0923625	-0.0491974	-0.0472119	-0.0443113
6174	1.2348	-0.058919	-0.0625637	-0.059999	-0.0599987	-0.0576379	-0.0596807	-0.0923626	-0.0492097	-0.0472074	-0.0443157
6175	1.235	-0.0589202	-0.0625642	-0.059999	-0.0599987	-0.0576403	-0.0596797	-0.0923624	-0.049222	-0.047203	-0.0443201
6176	1.2352	-0.0589215	-0.0625648	-0.059999	-0.0599987	-0.0576425	-0.0596788	-0.092362	-0.0492345	-0.0471986	-0.0443244
6177	1.2354	-0.0589227	-0.0625653	-0.059999	-0.0599987	-0.0576447	-0.059678	-0.0923613	-0.049247	-0.0471942	-0.0443288
6178	1.2356	-0.058924	-0.0625658	-0.059999	-0.0599987	-0.0576468	-0.0596771	-0.0923604	-0.0492595	-0.0471898	-0.0443331
6179	1.2358	-0.0589253	-0.0625663	-0.059999	-0.0599987	-0.0576488	-0.0596763	-0.0923593	-0.049272	-0.0471854	-0.0443375
6180	1.236	-0.0589265	-0.0625668	-0.059999	-0.0599987	-0.0576513	-0.0596751	-0.092358	-0.0492847	-0.0471811	-0.0443418
6181	1.2362	-0.0589278	-0.0625673	-0.059999	-0.0599987	-0.0576536	-0.059674	-0.0923564	-0.0492973	-0.0471767	-0.0443461
6182	1.2364	-0.0589291	-0.0625678	-0.059999	-0.0599987	-0.0576559	-0.0596729	-0.0923546	-0.0493101	-0.0471724	-0.0443504
6183	1.2366	-0.0589304	-0.0625683	-0.059999	-0.0599987	-0.0576581	-0.0596718	-0.0923526	-0.0493228	-0.0471681	-0.0443546
6184	1.2368	-0.0589318	-0.0625688	-0.059999	-0.0599987	-0.0576602	-0.0596708	-0.0923504	-0.0493356	-0.0471638	-0.0443589
6185	1.237	-0.0589331	-0.0625692	-0.059999	-0.0599987	-0.0576628	-0.0596694	-0.092348	-0.0493485	-0.0471595	-0.0443631
6186	1.2372	-0.0589344	-0.0625697	-0.059999	-0.0599987	-0.0576652	-0.0596681	-0.0923454	-0.0493614	-0.0471552	-0.0443673
6187	1.2374	-0.0589358	-0.0625702	-0.059999	-0.0599987	-0.0576676	-0.0596668	-0.0923426	-0.0493743	-0.0471509	-0.0443715
6188	1.2376	-0.0589371	-0.0625707	-0.059999	-0.0599987	-0.0576699	-0.0596656	-0.0923396	-0.0493873	-0.0471466	-0.0443757
6189	1.2378	-0.0589385	-0.0625711	-0.059999	-0.0599987	-0.0576721	-0.0596644	-0.0923365	-0.0494003	-0.0471424	-0.0443799
6190	1.238	-0.0589398	-0.0625716	-0.059999	-0.0599987	-0.0576747	-0.0596637	-0.0923332	-0.0494134	-0.0471381	-0.0443841
6191	1.2382	-0.0589412	-0.0625721	-0.059999	-0.0599987	-0.0576773	-0.0596629	-0.0923299	-0.0494265	-0.0471339	-0.0443882
6192	1.2384	-0.0589426	-0.0625725	-0.059999	-0.0599987	-0.0576797	-0.0596622	-0.0923265	-0.0494396	-0.0471296	-0.0443924
6193	1.2386	-0.058944	-0.062573	-0.059999	-0.0599987	-0.0576821	-0.0596616	-0.092323	-0.0494528	-0.0471254	-0.0443965
6194	1.2388	-0.0589454	-0.0625734	-0.059999	-0.0599987	-0.0576843	-0.0596609	-0.0923195	-0.049466	-0.0471212	-0.0444006
6195	1.239	-0.0589468	-0.0625739	-0.059999	-0.0599987	-0.057687	-0.0596608	-0.0923159	-0.0494793	-0.047117	-0.0444047
6196	1.2392	-0.0589482	-0.0625743	-0.059999	-0.0599987	-0.0576895	-0.0596607	-0.0923124	-0.0494925	-0.0471128	-0.0444088
6197	1.2394	-0.0589496	-0.0625748	-0.059999	-0.0599987	-0.057692	-0.0596606	-0.092309	-0.0495059	-0.0471086	-0.0444128
6198	1.2396	-0.0589511	-0.0625752	-0.059999	-0.0599987	-0.0576944	-0.0596604	-0.0923056	-0.0495192	-0.0471045	-0.0444169
6199	1.2398	-0.0589525	-0.0625756	-0.059999	-0.0599987	-0.0576966	-0.0596603	-0.0923022	-0.0495326	-0.0471003	-0.0444209
6200	1.24	-0.0589539	-0.0625761	-0.059999	-0.0599987	-0.0576993	-0.0596606	-0.0922988	-0.049546	-0.0470962	-0.0444249
6201	1.2402	-0.0589554	-0.0625765	-0.059999	-0.0599987	-0.0577019	-0.0596608	-0.0922956	-0.0495594	-0.047092	-0.044429
6202	1.2404	-0.0589568	-0.0625769	-0.059999	-0.0599987	-0.0577044	-0.059661	-0.0922924	-0.0495728	-0.0470879	-0.044433
6203	1.2406	-0.0589583	-0.0625774	-0.059999	-0.0599987	-0.0577068	-0.0596612	-0.0922893	-0.0495863	-0.0470838	-0.0444369
6204	1.2408	-0.0589597	-0.0625778	-0.059999	-0.0599987	-0.0577092	-0.0596613	-0.0922863	-0.0495998	-0.0470797	-0.0444409
6205	1.241	-0.0589612	-0.0625782	-0.059999	-0.0599987	-0.0577119	-0.0596616	-0.0922834	-0.0496133	-0.0470756	-0.0444449
6206	1.2412	-0.0589626	-0.0625786	-0.0599991	-0.0599987	-0.0577146	-0.0596618	-0.0922805	-0.0496268	-0.0470715	-0.0444488
6207	1.2414	-0.0589641	-0.062579	-0.0599991	-0.0599987	-0.0577171	-0.059662	-0.0922777	-0.0496404	-0.0470675	-0.0444527
6208	1.2416	-0.0589656	-0.0625794	-0.0599991	-0.0599987	-0.0577196	-0.0596622	-0.0922749	-0.0496539	-0.0470634	-0.0444567
6209	1.2418	-0.0589671	-0.0625798	-0.0599991	-0.0599987	-0.0577219	-0.0596624	-0.0922722	-0.0496675	-0.0470594	-0.0444606
6210	1.242	-0.0589685	-0.0625802	-0.0599991	-0.0599987	-0.0577248	-0.0596624	-0.0922696	-0.0496811	-0.0470554	-0.0444645
6211	1.2422	-0.05897	-0.0625806	-0.0599991	-0.0599987	-0.0577275	-0.0596625	-0.092267	-0.0496947	-0.0470514	-0.0444683
6212	1.2424	-0.0589715	-0.062581	-0.0599991	-0.0599987	-0.0577301	-0.0596625	-0.0922643	-0.0497083	-0.0470474	-0.0444722
6213	1.2426	-0.058973	-0.0625814	-0.0599991	-0.0599987	-0.0577326	-0.0596625	-0.0922618	-0.049722	-0.0470434	-0.0444761
6214	1.2428	-0.0589745	-0.0625818	-0.0599991	-0.0599987	-0.057735	-0.0596625	-0.0922592	-0.0497356	-0.0470394	-0.0444799
6215	1.243	-0.058976	-0.0625822	-0.0599991	-0.0599987	-0.0577379	-0.0596623	-0.0922566	-0.0497493	-0.0470354	-0.0444837
6216	1.2432	-0.0589775	-0.0625826	-0.0599991	-0.0599987	-0.0577407	-0.0596621	-0.0922541	-0.0497629	-0.0470315	-0.0444875
6217	1.2434	-0.058979	-0.062583	-0.0599991	-0.0599987	-0.0577434	-0.0596619	-0.0922514	-0.0497766	-0.0470275	-0.0444913
6218	1.2436	-0.0589805	-0.0625833	-0.0599991	-0.0599987	-0.057746	-0.0596616	-0.0922488	-0.0497903	-0.0470236	-0.0444951
6219	1.2438	-0.058982	-0.0625837	-0.0599991	-0.0599987	-0.0577484	-0.0596614	-0.0922462	-0.049804	-0.0470197	-0.0444989
6220	1.244	-0.0589835	-0.0625841	-0.0599991	-0.0599987	-0.0577514	-0.059661	-0.0922435	-0.0498177	-0.0470158	-0.0445026
6221	1.2442	-0.0589851	-0.0625845	-0.0599991	-0.0599987	-0.0577543	-0.0596606	-0.0922408	-0.0498314	-0.0470119	-0.0445064
6222	1.2444	-0.0589866	-0.0625848	-0.0599991	-0.0599987	-0.057757	-0.0596602	-0.0922381	-0.0498451	-0.0470081	-0.0445101
6223	1.2446	-0.0589881	-0.0625852	-0.0599991	-0.0599987	-0.0577597	-0.0596598	-0.0922353	-0.0498588	-0.0470042	-0.0445138
6224	1.2448	-0.0589896	-0.0625856	-0.0599991	-0.0599987	-0.0577622	-0.0596595	-0.0922325	-0.0498725	-0.0470004	-0.0445176
6225	1.245	-0.0589911	-0.0625859	-0.0599991	-0.0599987	-0.0577653	-0.059659	-0.0922297	-0.0498863	-0.0469965	-0.0445212
6226	1.2452	-0.0589926	-0.0625863	-0.0599991	-0.0599987	-0.0577682	-0.0596585	-0.0922268	-0.0499	-0.0469927	-0.0445249
6227	1.2454	-0.0589942	-0.0625867	-0.0599991	-0.0599987	-0.057771	-0.059658	-0.0922238	-0.0499137	-0.0469889	-0.0445286
6228	1.2456	-0.0589957	-0.062587	-0.0599991	-0.0599987	-0.0577737	-0.0596576	-0.0922209	-0.0499275	-0.0469851	-0.0445323
6229	1.2458	-0.0589972	-0.0625874	-0.0599991	-0.0599987	-0.0577763	-0.0596572	-0.0922179	-0.0499412	-0.0469813	-0.0445359
6230	1.246	-0.0589987	-0.0625877	-0.0599991	-0.0599987	-0.0577795	-0.0596567	-0.0922148	-0.049955	-0.0469776	-0.0445395
6231	1.2462	-0.0590002	-0.0625881	-0.0599991	-0.0599987	-0.0577825	-0.0596562	-0.0922118	-0.0499687	-0.0469738	-0.0445431
6232	1.2464	-0.0590018	-0.0625884	-0.0599991	-0.0599987	-0.0577853	-0.0596558	-0.0922087	-0.0499825	-0.0469701	-0.0445467
6233	1.2466	-0.0590033	-0.0625888	-0.0599991	-0.0599987	-0.0577881	-0.0596554	-0.0922056	-0.0499962	-0.0469663	-0.0445503
6234	1.2468	-0.0590048	-0.0625891	-0.0599991	-0.0599987	-0.0577908	-0.059655	-0.0922024	-0.05001	-0.0469626	-0.0445539
6235	1.247	-0.0590064	-0.0625894	-0.0599991	-0.0599987	-0.057794	-0.0596545	-0.0921993	-0.0500237	-0.0469589	-0.0445575
6236	1.2472	-0.0590079	-0.0625898	-0.0599991	-0.0599987	-0.057797	-0.0596542	-0.0921961	-0.0500375	-0.0469552	-0.044561
6237	1.2474	-0.0590094	-0.0625901	-0.0599991	-0.0599987	-0.0577999	-0.0596538	-0.0921929	-0.0500512	-0.0469516	-0.0445645
6238	1.2476	-0.0590109	-0.0625905	-0.0599991	-0.0599987	-0.0578028	-0.0596534	-0.0921897	-0.050065	-0.0469479	-0.0445681
6239	1.2478	-0.0590125	-0.0625908	-0.0599991	-0.0599987	-0.0578055	-0.0596531	-0.0921865	-0.0500787	-0.0469442	-0.0445716
6240	1.248	-0.059014	-0.0625911	-0.0599991	-0.0599987	-0.0578087	-0.0596527	-0.0921834	-0.0500925	-0.0469406	-0.0445751
6241	1.2482	-0.0590155	-0.0625914	-0.0599991	-0.0599987	-0.0578118	-0.0596524	-0.0921802	-0.0501062	-0.046937	-0.0445785
6242	1.2484	-0.059017	-0.0625918	-0.0599991	-0.0599987	-0.0578148	-0.0596521	-0.092177	-0.0501199	-0.0469334	-0.044582
6243	1.2486	-0.0590186	-0.0625921	-0.0599991	-0.0599987	-0.0578176	-0.0596518	-0.0921738	-0.0501337	-0.0469298	-0.0445855
6244	1.2488	-0.0590201	-0.0625924	-0.0599991	-0.0599987	-0.0578204	-0.0596515	-0.0921706	-0.0501474	-0.0469262	-0.0445889
6245	1.249	-0.0590216	-0.0625927	-0.0599991	-0.0599987	-0.0578237	-0.0596513	-0.0921675	-0.0501611	-0.0469226	-0.0445924
6246	1.2492	-0.0590232	-0.0625931	-0.0599991	-0.0599987	-0.0578268	-0.059651	-0.0921643	-0.0501748	-0.046919	-0.0445958
6247	1.2494	-0.0590247	-0.0625934	-0.0599991	-0.0599987	-0.0578298	-0.0596507	-0.0921611	-0.0501885	-0.0469155	-0.0445992
6248	1.2496	-0.0590262	-0.0625937	-0.0599991	-0.0599987	-0.0578327	-0.0596505	-0.092158	-0.0502023	-0.0469119	-0.0446026
6249	1.2498	-0.0590277	-0.062594	-0.0599991	-0.0599987	-0.0578355	-0.0596502	-0.0921549	-0.0502159	-0.0469084	-0.0446059
6250	1.25	-0.0590293	-0.0625943	-0.0599991	-0.0599987	-0.0578388	-0.05965	-0.0921518	-0.0502296	-0.0469049	-0.0446093
6251	1.2502	-0.0590308	-0.0625946	-0.0599991	-0.0599987	-0.057842	-0.0596497	-0.0921487	-0.0502433	-0.0469014	-0.0446127
