TimeSlice	Time	R Ank ext Ia	R Ank flx Ia	R Ank ext Ia IN	R Ank flx Ia IN	R Ank ext Ib	R Ank flx Ib	R Ank MN flx	R Ank MN ext	R Ank MN flx RE	R Ank MN ext RE
12787	2.5574	-0.0578909	-0.0625604	-0.0599989	-0.0599987	-0.0590387	-0.0589913	-0.0915566	-0.0431736	-0.04831	-0.0431024
12788	2.5576	-0.0578873	-0.0625606	-0.0599989	-0.0599987	-0.058999	-0.0589923	-0.0915493	-0.0431503	-0.0483143	-0.0430974
12789	2.5578	-0.0578838	-0.0625608	-0.0599989	-0.0599987	-0.0589608	-0.0589933	-0.0915428	-0.0431276	-0.0483184	-0.0430925
12790	2.558	-0.0578806	-0.0625609	-0.0599989	-0.0599987	-0.0589127	-0.0589962	-0.091537	-0.0431056	-0.0483225	-0.0430878
12791	2.5582	-0.0578775	-0.062561	-0.0599989	-0.0599987	-0.0588665	-0.058999	-0.0915322	-0.0430841	-0.0483264	-0.0430832
12792	2.5584	-0.0578746	-0.0625611	-0.0599989	-0.0599987	-0.0588222	-0.0590017	-0.0915283	-0.0430631	-0.0483302	-0.0430788
12793	2.5586	-0.0578719	-0.0625612	-0.0599989	-0.0599987	-0.0587796	-0.0590043	-0.0915253	-0.0430427	-0.0483339	-0.0430745
12794	2.5588	-0.0578694	-0.0625613	-0.0599989	-0.0599987	-0.0587386	-0.0590068	-0.0915231	-0.0430231	-0.0483375	-0.0430703
12795	2.559	-0.0578671	-0.0625613	-0.0599989	-0.0599987	-0.05869	-0.059011	-0.0915215	-0.0430043	-0.048341	-0.0430663
12796	2.5592	-0.0578649	-0.0625614	-0.0599989	-0.0599987	-0.0586433	-0.0590151	-0.0915208	-0.0429861	-0.0483444	-0.0430624
12797	2.5594	-0.057863	-0.0625615	-0.0599989	-0.0599987	-0.0585984	-0.059019	-0.091521	-0.0429685	-0.0483476	-0.0430586
12798	2.5596	-0.0578612	-0.0625615	-0.0599989	-0.0599987	-0.0585553	-0.0590228	-0.0915219	-0.0429517	-0.0483508	-0.0430549
12799	2.5598	-0.0578596	-0.0625615	-0.0599989	-0.0599987	-0.0585139	-0.0590264	-0.0915234	-0.0429357	-0.0483538	-0.0430514
12800	2.56	-0.0578582	-0.0625615	-0.0599989	-0.0599987	-0.0584665	-0.0590315	-0.0915256	-0.0429205	-0.0483568	-0.043048
12801	2.5602	-0.057857	-0.0625615	-0.0599989	-0.0599987	-0.0584209	-0.0590364	-0.0915285	-0.042906	-0.0483596	-0.0430448
12802	2.5604	-0.0578559	-0.0625615	-0.0599989	-0.0599987	-0.0583772	-0.0590412	-0.0915322	-0.0428923	-0.0483624	-0.0430416
12803	2.5606	-0.057855	-0.0625615	-0.0599989	-0.0599987	-0.0583351	-0.0590457	-0.0915365	-0.0428794	-0.0483651	-0.0430386
12804	2.5608	-0.0578542	-0.0625614	-0.0599989	-0.0599987	-0.0582948	-0.0590501	-0.0915413	-0.0428673	-0.0483676	-0.0430357
12805	2.561	-0.0578537	-0.0625614	-0.0599989	-0.0599987	-0.0582497	-0.0590558	-0.0915466	-0.0428561	-0.0483701	-0.043033
12806	2.5612	-0.0578532	-0.0625613	-0.0599989	-0.0599987	-0.0582065	-0.0590612	-0.0915525	-0.0428457	-0.0483725	-0.0430303
12807	2.5614	-0.057853	-0.0625613	-0.0599989	-0.0599987	-0.058165	-0.0590665	-0.091559	-0.042836	-0.0483748	-0.0430278
12808	2.5616	-0.0578529	-0.0625612	-0.0599989	-0.0599987	-0.058125	-0.0590715	-0.091566	-0.0428272	-0.048377	-0.0430254
12809	2.5618	-0.057853	-0.0625611	-0.0599989	-0.0599987	-0.0580867	-0.0590764	-0.0915735	-0.0428193	-0.0483791	-0.0430231
12810	2.562	-0.0578532	-0.062561	-0.0599989	-0.0599987	-0.0580448	-0.0590824	-0.0915813	-0.0428123	-0.0483811	-0.0430209
12811	2.5622	-0.0578536	-0.0625609	-0.0599989	-0.0599987	-0.0580045	-0.0590882	-0.0915896	-0.042806	-0.0483831	-0.0430188
12812	2.5624	-0.0578541	-0.0625608	-0.0599989	-0.0599987	-0.0579658	-0.0590937	-0.0915983	-0.0428005	-0.0483849	-0.0430169
12813	2.5626	-0.0578548	-0.0625606	-0.0599989	-0.0599987	-0.0579286	-0.059099	-0.0916074	-0.0427959	-0.0483867	-0.043015
12814	2.5628	-0.0578557	-0.0625605	-0.0599989	-0.0599987	-0.0578929	-0.0591042	-0.0916169	-0.0427921	-0.0483884	-0.0430133
12815	2.563	-0.0578566	-0.0625603	-0.0599989	-0.0599987	-0.0578545	-0.0591103	-0.0916266	-0.0427893	-0.04839	-0.0430117
12816	2.5632	-0.0578578	-0.0625601	-0.0599989	-0.0599987	-0.0578176	-0.0591162	-0.0916367	-0.0427872	-0.0483916	-0.0430101
12817	2.5634	-0.057859	-0.06256	-0.0599989	-0.0599987	-0.0577821	-0.0591219	-0.0916471	-0.0427859	-0.048393	-0.0430087
12818	2.5636	-0.0578604	-0.0625598	-0.0599989	-0.0599987	-0.057748	-0.0591273	-0.0916577	-0.0427854	-0.0483944	-0.0430074
12819	2.5638	-0.057862	-0.0625596	-0.0599989	-0.0599987	-0.0577152	-0.0591326	-0.0916686	-0.0427858	-0.0483957	-0.0430062
12820	2.564	-0.0578637	-0.0625594	-0.0599989	-0.0599987	-0.0576804	-0.0591387	-0.0916796	-0.042787	-0.0483969	-0.0430051
12821	2.5642	-0.0578655	-0.0625592	-0.0599989	-0.0599987	-0.0576469	-0.0591446	-0.091691	-0.042789	-0.0483981	-0.0430041
12822	2.5644	-0.0578674	-0.0625589	-0.0599989	-0.0599987	-0.0576148	-0.0591503	-0.0917025	-0.0427918	-0.0483992	-0.0430032
12823	2.5646	-0.0578695	-0.0625587	-0.0599989	-0.0599987	-0.0575839	-0.0591558	-0.0917142	-0.0427953	-0.0484002	-0.0430024
12824	2.5648	-0.0578717	-0.0625584	-0.0599989	-0.0599987	-0.0575542	-0.059161	-0.091726	-0.0427997	-0.0484011	-0.0430016
12825	2.565	-0.0578741	-0.0625582	-0.0599989	-0.0599987	-0.057523	-0.059167	-0.0917379	-0.0428049	-0.048402	-0.043001
12826	2.5652	-0.0578766	-0.0625579	-0.0599989	-0.0599987	-0.057493	-0.0591729	-0.09175	-0.0428108	-0.0484028	-0.0430005
12827	2.5654	-0.0578791	-0.0625576	-0.0599989	-0.0599987	-0.0574642	-0.0591784	-0.0917622	-0.0428175	-0.0484035	-0.0430001
12828	2.5656	-0.0578819	-0.0625573	-0.0599989	-0.0599987	-0.0574365	-0.0591838	-0.0917745	-0.042825	-0.0484041	-0.0429998
12829	2.5658	-0.0578847	-0.062557	-0.0599989	-0.0599987	-0.0574099	-0.0591889	-0.0917868	-0.0428331	-0.0484047	-0.0429995
12830	2.566	-0.0578877	-0.0625567	-0.0599989	-0.0599987	-0.0573822	-0.0591948	-0.0917992	-0.0428421	-0.0484052	-0.0429994
12831	2.5662	-0.0578907	-0.0625564	-0.0599989	-0.0599987	-0.0573556	-0.0592004	-0.0918116	-0.0428518	-0.0484056	-0.0429993
12832	2.5664	-0.0578939	-0.0625561	-0.0599989	-0.0599987	-0.05733	-0.0592059	-0.0918241	-0.0428622	-0.048406	-0.0429993
12833	2.5666	-0.0578972	-0.0625558	-0.0599989	-0.0599987	-0.0573054	-0.0592111	-0.0918367	-0.0428732	-0.0484063	-0.0429994
12834	2.5668	-0.0579006	-0.0625554	-0.0599989	-0.0599987	-0.0572818	-0.0592161	-0.0918492	-0.042885	-0.0484065	-0.0429996
12835	2.567	-0.0579041	-0.0625551	-0.0599989	-0.0599987	-0.0572574	-0.0592217	-0.0918617	-0.0428976	-0.0484067	-0.0429999
12836	2.5672	-0.0579078	-0.0625547	-0.0599989	-0.0599987	-0.057234	-0.0592271	-0.0918741	-0.0429108	-0.0484068	-0.0430003
12837	2.5674	-0.0579115	-0.0625543	-0.0599989	-0.0599987	-0.0572115	-0.0592323	-0.0918867	-0.0429246	-0.0484068	-0.0430008
12838	2.5676	-0.0579153	-0.062554	-0.0599989	-0.0599987	-0.0571898	-0.0592373	-0.0918991	-0.0429391	-0.0484068	-0.0430013
12839	2.5678	-0.0579193	-0.0625536	-0.0599989	-0.0599987	-0.0571691	-0.0592422	-0.0919115	-0.0429543	-0.0484067	-0.0430019
12840	2.568	-0.0579233	-0.0625532	-0.0599989	-0.0599987	-0.0571478	-0.0592475	-0.0919238	-0.0429701	-0.0484065	-0.0430026
12841	2.5682	-0.0579274	-0.0625528	-0.0599989	-0.0599987	-0.0571273	-0.0592527	-0.0919361	-0.0429866	-0.0484063	-0.0430034
12842	2.5684	-0.0579317	-0.0625524	-0.0599989	-0.0599987	-0.0571077	-0.0592577	-0.0919484	-0.0430037	-0.048406	-0.0430043
12843	2.5686	-0.057936	-0.062552	-0.0599989	-0.0599987	-0.0570888	-0.0592625	-0.0919605	-0.0430214	-0.0484057	-0.0430052
12844	2.5688	-0.0579404	-0.0625516	-0.0599989	-0.0599987	-0.0570707	-0.0592671	-0.0919726	-0.0430397	-0.0484052	-0.0430062
12845	2.569	-0.0579449	-0.0625511	-0.0599989	-0.0599987	-0.0570523	-0.0592722	-0.0919845	-0.0430586	-0.0484048	-0.0430073
12846	2.5692	-0.0579495	-0.0625507	-0.0599989	-0.0599987	-0.0570346	-0.0592771	-0.0919964	-0.0430781	-0.0484042	-0.0430085
12847	2.5694	-0.0579542	-0.0625503	-0.0599989	-0.0599987	-0.0570176	-0.0592818	-0.0920082	-0.0430981	-0.0484036	-0.0430098
12848	2.5696	-0.057959	-0.0625498	-0.0599989	-0.0599987	-0.0570013	-0.0592863	-0.0920199	-0.0431188	-0.048403	-0.0430111
12849	2.5698	-0.0579638	-0.0625494	-0.0599989	-0.0599987	-0.0569856	-0.0592907	-0.0920315	-0.04314	-0.0484022	-0.0430125
12850	2.57	-0.0579688	-0.0625489	-0.0599989	-0.0599987	-0.0569698	-0.0592955	-0.0920429	-0.0431617	-0.0484014	-0.043014
12851	2.5702	-0.0579738	-0.0625484	-0.0599989	-0.0599987	-0.0569547	-0.0593001	-0.0920542	-0.043184	-0.0484006	-0.0430155
12852	2.5704	-0.0579789	-0.062548	-0.0599989	-0.0599987	-0.0569401	-0.0593046	-0.0920654	-0.0432068	-0.0483997	-0.0430171
12853	2.5706	-0.057984	-0.0625475	-0.0599989	-0.0599987	-0.0569261	-0.0593088	-0.0920765	-0.0432301	-0.0483987	-0.0430188
12854	2.5708	-0.0579893	-0.062547	-0.0599989	-0.0599987	-0.0569127	-0.0593129	-0.0920874	-0.0432539	-0.0483977	-0.0430205
12855	2.571	-0.0579946	-0.0625465	-0.0599989	-0.0599987	-0.0568993	-0.0593175	-0.0920981	-0.0432783	-0.0483966	-0.0430224
12856	2.5712	-0.058	-0.062546	-0.0599989	-0.0599987	-0.0568865	-0.0593218	-0.0921088	-0.0433031	-0.0483954	-0.0430242
12857	2.5714	-0.0580054	-0.0625455	-0.0599989	-0.0599987	-0.0568742	-0.059326	-0.0921193	-0.0433284	-0.0483942	-0.0430262
12858	2.5716	-0.058011	-0.062545	-0.0599989	-0.0599987	-0.0568623	-0.05933	-0.0921297	-0.0433541	-0.048393	-0.0430282
12859	2.5718	-0.0580166	-0.0625445	-0.0599989	-0.0599987	-0.056851	-0.0593338	-0.0921399	-0.0433803	-0.0483916	-0.0430303
12860	2.572	-0.0580222	-0.062544	-0.0599989	-0.0599987	-0.0568398	-0.0593381	-0.0921499	-0.043407	-0.0483903	-0.0430325
12861	2.5722	-0.0580279	-0.0625435	-0.0599989	-0.0599987	-0.0568291	-0.0593421	-0.0921598	-0.0434341	-0.0483888	-0.0430347
12862	2.5724	-0.0580337	-0.062543	-0.0599989	-0.0599987	-0.0568188	-0.059346	-0.0921695	-0.0434617	-0.0483873	-0.043037
12863	2.5726	-0.0580396	-0.0625424	-0.0599989	-0.0599987	-0.0568089	-0.0593498	-0.0921791	-0.0434896	-0.0483858	-0.0430393
12864	2.5728	-0.0580455	-0.0625419	-0.0599989	-0.0599987	-0.0567994	-0.0593534	-0.0921885	-0.043518	-0.0483842	-0.0430417
12865	2.573	-0.0580514	-0.0625414	-0.0599989	-0.0599987	-0.0567902	-0.0593574	-0.0921978	-0.0435468	-0.0483825	-0.0430442
12866	2.5732	-0.0580574	-0.0625408	-0.0599989	-0.0599987	-0.0567814	-0.0593612	-0.0922069	-0.043576	-0.0483808	-0.0430467
12867	2.5734	-0.0580635	-0.0625403	-0.0599989	-0.0599987	-0.056773	-0.0593648	-0.0922158	-0.0436056	-0.048379	-0.0430493
12868	2.5736	-0.0580696	-0.0625397	-0.0599989	-0.0599987	-0.0567648	-0.0593683	-0.0922246	-0.0436355	-0.0483772	-0.0430519
12869	2.5738	-0.0580757	-0.0625392	-0.0599989	-0.0599987	-0.056757	-0.0593717	-0.0922332	-0.0436658	-0.0483753	-0.0430546
12870	2.574	-0.058082	-0.0625387	-0.0599989	-0.0599987	-0.0567497	-0.0593754	-0.0922416	-0.0436965	-0.0483734	-0.0430574
12871	2.5742	-0.0580882	-0.0625381	-0.0599989	-0.0599987	-0.0567426	-0.0593789	-0.0922499	-0.0437276	-0.0483714	-0.0430602
12872	2.5744	-0.0580945	-0.0625376	-0.0599989	-0.0599987	-0.0567358	-0.0593823	-0.092258	-0.0437589	-0.0483693	-0.0430631
12873	2.5746	-0.0581008	-0.062537	-0.0599989	-0.0599987	-0.0567292	-0.0593855	-0.0922659	-0.0437906	-0.0483672	-0.043066
12874	2.5748	-0.0581072	-0.0625364	-0.0599989	-0.0599987	-0.056723	-0.0593887	-0.0922737	-0.0438227	-0.0483651	-0.043069
12875	2.575	-0.0581137	-0.0625359	-0.0599989	-0.0599987	-0.0567172	-0.0593921	-0.0922813	-0.043855	-0.0483629	-0.0430721
12876	2.5752	-0.0581201	-0.0625353	-0.0599989	-0.0599987	-0.0567117	-0.0593954	-0.0922887	-0.0438877	-0.0483606	-0.0430752
12877	2.5754	-0.0581266	-0.0625348	-0.0599989	-0.0599987	-0.0567064	-0.0593985	-0.092296	-0.0439207	-0.0483583	-0.0430783
12878	2.5756	-0.0581332	-0.0625342	-0.0599989	-0.0599987	-0.0567013	-0.0594015	-0.0923031	-0.0439539	-0.048356	-0.0430816
12879	2.5758	-0.0581397	-0.0625336	-0.0599989	-0.0599987	-0.0566964	-0.0594045	-0.09231	-0.0439875	-0.0483536	-0.0430848
12880	2.576	-0.0581463	-0.0625331	-0.0599989	-0.0599987	-0.0566922	-0.0594076	-0.0923168	-0.0440213	-0.0483511	-0.0430881
12881	2.5762	-0.058153	-0.0625325	-0.0599989	-0.0599987	-0.0566881	-0.0594107	-0.0923234	-0.0440554	-0.0483486	-0.0430915
12882	2.5764	-0.0581596	-0.0625319	-0.0599989	-0.0599987	-0.0566842	-0.0594136	-0.0923298	-0.0440898	-0.048346	-0.0430949
12883	2.5766	-0.0581663	-0.0625314	-0.0599989	-0.0599987	-0.0566804	-0.0594164	-0.0923361	-0.0441244	-0.0483434	-0.0430984
12884	2.5768	-0.058173	-0.0625308	-0.0599989	-0.0599987	-0.0566767	-0.0594191	-0.0923422	-0.0441592	-0.0483408	-0.0431019
12885	2.577	-0.0581798	-0.0625302	-0.0599989	-0.0599987	-0.0566738	-0.059422	-0.0923482	-0.0441943	-0.0483381	-0.0431055
12886	2.5772	-0.0581866	-0.0625297	-0.0599989	-0.0599987	-0.056671	-0.0594248	-0.092354	-0.0442297	-0.0483353	-0.0431091
12887	2.5774	-0.0581933	-0.0625291	-0.0599989	-0.0599987	-0.0566683	-0.0594275	-0.0923596	-0.0442652	-0.0483325	-0.0431128
12888	2.5776	-0.0582002	-0.0625286	-0.0599989	-0.0599987	-0.0566657	-0.0594301	-0.0923651	-0.044301	-0.0483297	-0.0431165
12889	2.5778	-0.058207	-0.062528	-0.0599989	-0.0599987	-0.0566632	-0.0594326	-0.0923704	-0.044337	-0.0483268	-0.0431202
12890	2.578	-0.0582138	-0.0625274	-0.0599989	-0.0599987	-0.0566615	-0.0594354	-0.0923756	-0.0443732	-0.0483238	-0.043124
12891	2.5782	-0.0582207	-0.0625269	-0.0599989	-0.0599987	-0.0566598	-0.059438	-0.0923806	-0.0444096	-0.0483208	-0.0431279
12892	2.5784	-0.0582276	-0.0625263	-0.0599989	-0.0599987	-0.0566582	-0.0594405	-0.0923854	-0.0444462	-0.0483178	-0.0431318
12893	2.5786	-0.0582345	-0.0625257	-0.0599989	-0.0599987	-0.0566567	-0.0594429	-0.0923902	-0.0444829	-0.0483147	-0.0431357
12894	2.5788	-0.0582414	-0.0625252	-0.0599989	-0.0599987	-0.0566552	-0.0594452	-0.0923947	-0.0445199	-0.0483116	-0.0431397
12895	2.579	-0.0582483	-0.0625246	-0.0599989	-0.0599987	-0.0566546	-0.0594477	-0.0923991	-0.044557	-0.0483084	-0.0431438
12896	2.5792	-0.0582553	-0.0625241	-0.0599989	-0.0599987	-0.056654	-0.0594501	-0.0924034	-0.0445943	-0.0483052	-0.0431478
12897	2.5794	-0.0582622	-0.0625235	-0.0599989	-0.0599987	-0.0566534	-0.0594524	-0.0924075	-0.0446317	-0.0483019	-0.043152
12898	2.5796	-0.0582692	-0.062523	-0.0599989	-0.0599987	-0.0566528	-0.0594546	-0.0924115	-0.0446693	-0.0482986	-0.0431561
12899	2.5798	-0.0582762	-0.0625224	-0.0599989	-0.0599987	-0.0566523	-0.0594568	-0.0924153	-0.044707	-0.0482953	-0.0431603
12900	2.58	-0.0582831	-0.0625219	-0.0599989	-0.0599987	-0.0566527	-0.0594591	-0.092419	-0.0447449	-0.0482919	-0.0431646
12901	2.5802	-0.0582901	-0.0625213	-0.0599989	-0.0599987	-0.056653	-0.0594613	-0.0924225	-0.0447829	-0.0482885	-0.0431688
12902	2.5804	-0.0582971	-0.0625208	-0.0599989	-0.0599987	-0.0566533	-0.0594635	-0.092426	-0.044821	-0.048285	-0.0431732
12903	2.5806	-0.0583041	-0.0625202	-0.0599989	-0.0599987	-0.0566536	-0.0594655	-0.0924292	-0.0448593	-0.0482815	-0.0431775
12904	2.5808	-0.0583111	-0.0625197	-0.0599989	-0.0599987	-0.0566539	-0.0594675	-0.0924324	-0.0448976	-0.0482779	-0.0431819
12905	2.581	-0.0583181	-0.0625192	-0.0599989	-0.0599987	-0.0566552	-0.0594696	-0.0924354	-0.0449361	-0.0482743	-0.0431864
