TimeSlice	Time	L Knee PF flx IN	L Knee PF ext IN	L Knee PF flx	L Knee PF ext
2000	0.4	-0.0572714	-0.06	-0.0580209	-0.0600735
2001	0.4002	-0.0572731	-0.06	-0.0580223	-0.0600703
2002	0.4004	-0.0572748	-0.06	-0.0580237	-0.0600672
2003	0.4006	-0.0572765	-0.06	-0.0580252	-0.060064
2004	0.4008	-0.0572782	-0.06	-0.0580266	-0.0600608
2005	0.401	-0.0572799	-0.06	-0.0580281	-0.0600576
2006	0.4012	-0.0572816	-0.06	-0.0580295	-0.0600545
2007	0.4014	-0.0572833	-0.06	-0.0580309	-0.0600513
2008	0.4016	-0.0572851	-0.06	-0.0580324	-0.0600481
2009	0.4018	-0.0572868	-0.06	-0.0580338	-0.0600449
2010	0.402	-0.0572885	-0.06	-0.0580352	-0.0600416
2011	0.4022	-0.0572902	-0.06	-0.0580367	-0.0600384
2012	0.4024	-0.0572919	-0.06	-0.0580381	-0.0600352
2013	0.4026	-0.0572936	-0.06	-0.0580394	-0.060032
2014	0.4028	-0.0572953	-0.06	-0.0580408	-0.0600287
2015	0.403	-0.057297	-0.06	-0.0580421	-0.0600255
2016	0.4032	-0.0572987	-0.06	-0.0580434	-0.0600222
2017	0.4034	-0.0573003	-0.06	-0.0580447	-0.0600189
2018	0.4036	-0.057302	-0.06	-0.0580459	-0.0600157
2019	0.4038	-0.0573037	-0.06	-0.0580471	-0.0600124
2020	0.404	-0.0573053	-0.06	-0.0580483	-0.0600091
2021	0.4042	-0.057307	-0.06	-0.0580495	-0.0600058
2022	0.4044	-0.0573086	-0.06	-0.0580507	-0.0600026
2023	0.4046	-0.0573102	-0.06	-0.0580518	-0.0599993
2024	0.4048	-0.0573118	-0.06	-0.0580529	-0.059996
2025	0.405	-0.0573134	-0.0599997	-0.058054	-0.0599927
2026	0.4052	-0.057315	-0.0599993	-0.0580551	-0.0599894
2027	0.4054	-0.0573165	-0.0599987	-0.0580561	-0.0599861
2028	0.4056	-0.0573181	-0.0599978	-0.0580572	-0.0599828
2029	0.4058	-0.0573196	-0.0599969	-0.0580583	-0.0599796
2030	0.406	-0.0573211	-0.0599957	-0.0580594	-0.0599763
2031	0.4062	-0.0573227	-0.0599944	-0.0580605	-0.059973
2032	0.4064	-0.0573242	-0.059993	-0.0580617	-0.0599697
2033	0.4066	-0.0573257	-0.0599914	-0.0580629	-0.0599665
2034	0.4068	-0.0573272	-0.0599897	-0.0580641	-0.0599632
2035	0.407	-0.0573287	-0.0599878	-0.0580653	-0.05996
2036	0.4072	-0.0573302	-0.0599858	-0.0580666	-0.0599567
2037	0.4074	-0.0573316	-0.0599837	-0.0580679	-0.0599535
2038	0.4076	-0.0573331	-0.0599815	-0.0580693	-0.0599503
2039	0.4078	-0.0573346	-0.0599792	-0.0580707	-0.059947
2040	0.408	-0.0573362	-0.0599767	-0.0580722	-0.0599438
2041	0.4082	-0.0573377	-0.0599742	-0.0580738	-0.0599406
2042	0.4084	-0.0573392	-0.0599715	-0.0580754	-0.0599374
2043	0.4086	-0.0573408	-0.0599688	-0.058077	-0.0599343
2044	0.4088	-0.0573423	-0.059966	-0.0580788	-0.0599311
2045	0.409	-0.0573439	-0.0599631	-0.0580806	-0.0599279
2046	0.4092	-0.0573455	-0.0599601	-0.0580824	-0.0599248
2047	0.4094	-0.0573472	-0.059957	-0.0580843	-0.0599216
2048	0.4096	-0.0573489	-0.0599539	-0.0580863	-0.0599185
2049	0.4098	-0.0573506	-0.0599507	-0.0580884	-0.0599153
2050	0.41	-0.0573523	-0.0599474	-0.0580905	-0.0599122
2051	0.4102	-0.0573541	-0.0599441	-0.0580927	-0.0599091
2052	0.4104	-0.0573559	-0.0599407	-0.0580949	-0.059906
2053	0.4106	-0.0573577	-0.0599373	-0.0580973	-0.0599029
2054	0.4108	-0.0573596	-0.0599338	-0.0580997	-0.0598998
2055	0.411	-0.0573615	-0.0599302	-0.0581021	-0.0598967
2056	0.4112	-0.0573635	-0.0599266	-0.0581047	-0.0598936
2057	0.4114	-0.0573655	-0.059923	-0.0581073	-0.0598905
2058	0.4116	-0.0573676	-0.0599193	-0.05811	-0.0598874
2059	0.4118	-0.0573697	-0.0599155	-0.0581127	-0.0598843
2060	0.412	-0.0573719	-0.0599117	-0.0581155	-0.0598812
2061	0.4122	-0.0573741	-0.0599079	-0.0581184	-0.0598781
2062	0.4124	-0.0573764	-0.059904	-0.0581214	-0.059875
2063	0.4126	-0.0573787	-0.0599001	-0.0581244	-0.0598719
2064	0.4128	-0.0573811	-0.0598962	-0.0581275	-0.0598688
2065	0.413	-0.0573836	-0.0598922	-0.0581306	-0.0598657
2066	0.4132	-0.0573861	-0.0598883	-0.0581339	-0.0598626
2067	0.4134	-0.0573886	-0.0598842	-0.0581372	-0.0598595
2068	0.4136	-0.0573913	-0.0598802	-0.0581405	-0.0598564
2069	0.4138	-0.0573939	-0.0598761	-0.0581439	-0.0598533
2070	0.414	-0.0573967	-0.0598719	-0.0581474	-0.0598502
2071	0.4142	-0.0573995	-0.0598678	-0.0581509	-0.059847
2072	0.4144	-0.0574024	-0.0598636	-0.0581545	-0.0598439
2073	0.4146	-0.0574053	-0.0598594	-0.0581582	-0.0598407
2074	0.4148	-0.0574083	-0.0598552	-0.0581619	-0.0598375
2075	0.415	-0.0574114	-0.0598509	-0.0581657	-0.0598343
2076	0.4152	-0.0574145	-0.0598467	-0.0581696	-0.0598311
2077	0.4154	-0.0574177	-0.0598423	-0.0581735	-0.0598279
2078	0.4156	-0.057421	-0.059838	-0.0581774	-0.0598247
2079	0.4158	-0.0574243	-0.0598336	-0.0581814	-0.0598214
2080	0.416	-0.0574277	-0.0598293	-0.0581855	-0.0598182
2081	0.4162	-0.0574312	-0.0598249	-0.0581896	-0.0598149
2082	0.4164	-0.0574347	-0.0598204	-0.0581938	-0.0598116
2083	0.4166	-0.0574383	-0.059816	-0.058198	-0.0598082
2084	0.4168	-0.057442	-0.0598115	-0.0582023	-0.0598049
2085	0.417	-0.0574457	-0.059807	-0.0582066	-0.0598015
2086	0.4172	-0.0574495	-0.0598024	-0.058211	-0.0597981
2087	0.4174	-0.0574533	-0.0597979	-0.0582155	-0.0597947
2088	0.4176	-0.0574573	-0.0597933	-0.05822	-0.0597913
2089	0.4178	-0.0574613	-0.0597887	-0.0582245	-0.0597878
2090	0.418	-0.0574653	-0.059784	-0.0582291	-0.0597843
2091	0.4182	-0.0574694	-0.0597794	-0.0582337	-0.0597808
2092	0.4184	-0.0574736	-0.0597747	-0.0582384	-0.0597773
2093	0.4186	-0.0574779	-0.0597699	-0.0582431	-0.0597737
2094	0.4188	-0.0574822	-0.0597652	-0.0582479	-0.0597701
2095	0.419	-0.0574866	-0.0597604	-0.0582527	-0.0597665
2096	0.4192	-0.057491	-0.0597556	-0.0582575	-0.0597629
2097	0.4194	-0.0574955	-0.0597507	-0.0582624	-0.0597592
2098	0.4196	-0.0575001	-0.0597459	-0.0582674	-0.0597555
2099	0.4198	-0.0575047	-0.059741	-0.0582724	-0.0597517
2100	0.42	-0.0575094	-0.059736	-0.0582774	-0.059748
2101	0.4202	-0.0575142	-0.0597311	-0.0582825	-0.0597441
2102	0.4204	-0.057519	-0.0597261	-0.0582876	-0.0597403
2103	0.4206	-0.0575239	-0.059721	-0.0582927	-0.0597364
2104	0.4208	-0.0575288	-0.059716	-0.0582979	-0.0597325
2105	0.421	-0.0575338	-0.0597109	-0.0583032	-0.0597286
2106	0.4212	-0.0575389	-0.0597057	-0.0583084	-0.0597246
2107	0.4214	-0.057544	-0.0597006	-0.0583138	-0.0597206
2108	0.4216	-0.0575492	-0.0596953	-0.0583191	-0.0597166
2109	0.4218	-0.0575544	-0.0596901	-0.0583245	-0.0597125
2110	0.422	-0.0575597	-0.0596848	-0.05833	-0.0597084
2111	0.4222	-0.057565	-0.0596795	-0.0583354	-0.0597042
2112	0.4224	-0.0575705	-0.0596741	-0.058341	-0.0597
2113	0.4226	-0.0575759	-0.0596687	-0.0583465	-0.0596958
2114	0.4228	-0.0575815	-0.0596633	-0.0583521	-0.0596915
2115	0.423	-0.0575871	-0.0596578	-0.0583577	-0.0596872
2116	0.4232	-0.0575927	-0.0596523	-0.0583634	-0.0596829
2117	0.4234	-0.0575984	-0.0596468	-0.0583691	-0.0596785
2118	0.4236	-0.0576042	-0.0596412	-0.0583749	-0.0596741
2119	0.4238	-0.05761	-0.0596355	-0.0583807	-0.0596696
2120	0.424	-0.0576159	-0.0596298	-0.0583865	-0.0596651
2121	0.4242	-0.0576218	-0.0596241	-0.0583924	-0.0596606
2122	0.4244	-0.0576278	-0.0596183	-0.0583983	-0.059656
2123	0.4246	-0.0576339	-0.0596125	-0.0584043	-0.0596514
2124	0.4248	-0.05764	-0.0596067	-0.0584103	-0.0596467
2125	0.425	-0.0576461	-0.0596008	-0.0584163	-0.059642
2126	0.4252	-0.0576523	-0.0595948	-0.0584224	-0.0596373
2127	0.4254	-0.0576586	-0.0595888	-0.0584285	-0.0596325
2128	0.4256	-0.0576649	-0.0595828	-0.0584347	-0.0596277
2129	0.4258	-0.0576713	-0.0595767	-0.0584408	-0.0596228
2130	0.426	-0.0576778	-0.0595705	-0.0584471	-0.0596179
2131	0.4262	-0.0576843	-0.0595644	-0.0584534	-0.059613
2132	0.4264	-0.0576908	-0.0595581	-0.0584597	-0.059608
2133	0.4266	-0.0576974	-0.0595518	-0.058466	-0.0596029
2134	0.4268	-0.0577041	-0.0595455	-0.0584724	-0.0595978
2135	0.427	-0.0577108	-0.0595391	-0.0584789	-0.0595927
2136	0.4272	-0.0577176	-0.0595327	-0.0584853	-0.0595875
2137	0.4274	-0.0577244	-0.0595262	-0.0584918	-0.0595823
2138	0.4276	-0.0577313	-0.0595197	-0.0584984	-0.059577
2139	0.4278	-0.0577382	-0.0595131	-0.058505	-0.0595717
2140	0.428	-0.0577452	-0.0595064	-0.0585117	-0.0595664
2141	0.4282	-0.0577523	-0.0594997	-0.0585183	-0.059561
2142	0.4284	-0.0577594	-0.059493	-0.0585251	-0.0595555
2143	0.4286	-0.0577666	-0.0594862	-0.0585318	-0.05955
2144	0.4288	-0.0577738	-0.0594793	-0.0585386	-0.0595445
2145	0.429	-0.0577811	-0.0594724	-0.0585455	-0.0595389
2146	0.4292	-0.0577884	-0.0594655	-0.0585524	-0.0595332
2147	0.4294	-0.0577958	-0.0594585	-0.0585593	-0.0595275
2148	0.4296	-0.0578033	-0.0594514	-0.0585663	-0.0595218
2149	0.4298	-0.0578108	-0.0594443	-0.0585733	-0.059516
2150	0.43	-0.0578183	-0.0594371	-0.0585804	-0.0595102
2151	0.4302	-0.057826	-0.0594298	-0.0585875	-0.0595043
2152	0.4304	-0.0578337	-0.0594225	-0.0585947	-0.0594983
2153	0.4306	-0.0578414	-0.0594152	-0.0586019	-0.0594924
2154	0.4308	-0.0578492	-0.0594077	-0.0586091	-0.0594863
2155	0.431	-0.0578571	-0.0594003	-0.0586164	-0.0594802
2156	0.4312	-0.057865	-0.0593927	-0.0586237	-0.0594741
2157	0.4314	-0.057873	-0.0593851	-0.0586311	-0.0594679
2158	0.4316	-0.057881	-0.0593775	-0.0586385	-0.0594616
2159	0.4318	-0.0578891	-0.0593698	-0.058646	-0.0594553
2160	0.432	-0.0578972	-0.059362	-0.0586535	-0.059449
2161	0.4322	-0.0579055	-0.0593542	-0.058661	-0.0594426
2162	0.4324	-0.0579137	-0.0593463	-0.0586686	-0.0594361
2163	0.4326	-0.0579221	-0.0593383	-0.0586763	-0.0594296
2164	0.4328	-0.0579305	-0.0593303	-0.058684	-0.059423
2165	0.433	-0.0579389	-0.0593222	-0.0586917	-0.0594164
2166	0.4332	-0.0579474	-0.0593141	-0.0586995	-0.0594097
2167	0.4334	-0.057956	-0.0593059	-0.0587073	-0.0594029
2168	0.4336	-0.0579647	-0.0592976	-0.0587152	-0.0593961
2169	0.4338	-0.0579734	-0.0592893	-0.0587231	-0.0593893
2170	0.434	-0.0579821	-0.0592808	-0.0587311	-0.0593824
2171	0.4342	-0.057991	-0.0592724	-0.0587391	-0.0593754
2172	0.4344	-0.0579999	-0.0592638	-0.0587472	-0.0593683
2173	0.4346	-0.0580088	-0.0592552	-0.0587553	-0.0593612
2174	0.4348	-0.0580179	-0.0592466	-0.0587634	-0.0593541
2175	0.435	-0.0580269	-0.0592378	-0.0587717	-0.0593469
2176	0.4352	-0.0580361	-0.059229	-0.0587799	-0.0593396
2177	0.4354	-0.0580453	-0.0592202	-0.0587882	-0.0593322
2178	0.4356	-0.0580546	-0.0592112	-0.0587966	-0.0593248
2179	0.4358	-0.0580639	-0.0592022	-0.058805	-0.0593174
2180	0.436	-0.0580734	-0.0591931	-0.0588134	-0.0593098
2181	0.4362	-0.0580828	-0.059184	-0.0588219	-0.0593022
2182	0.4364	-0.0580924	-0.0591748	-0.0588304	-0.0592946
2183	0.4366	-0.058102	-0.0591655	-0.058839	-0.0592868
2184	0.4368	-0.0581117	-0.0591561	-0.0588477	-0.059279
2185	0.437	-0.0581214	-0.0591467	-0.0588564	-0.0592712
2186	0.4372	-0.0581313	-0.0591372	-0.0588651	-0.0592633
2187	0.4374	-0.0581411	-0.0591276	-0.0588739	-0.0592553
2188	0.4376	-0.0581511	-0.059118	-0.0588828	-0.0592472
2189	0.4378	-0.0581611	-0.0591082	-0.0588917	-0.059239
2190	0.438	-0.0581712	-0.0590984	-0.0589006	-0.0592308
2191	0.4382	-0.0581814	-0.0590886	-0.0589096	-0.0592226
2192	0.4384	-0.0581916	-0.0590786	-0.0589186	-0.0592142
2193	0.4386	-0.0582019	-0.0590686	-0.0589277	-0.0592058
2194	0.4388	-0.0582123	-0.0590585	-0.0589369	-0.0591973
2195	0.439	-0.0582228	-0.0590483	-0.0589461	-0.0591887
2196	0.4392	-0.0582333	-0.059038	-0.0589553	-0.0591801
2197	0.4394	-0.0582439	-0.0590277	-0.0589646	-0.0591713
2198	0.4396	-0.0582545	-0.0590173	-0.058974	-0.0591625
2199	0.4398	-0.0582653	-0.0590068	-0.0589834	-0.0591537
2200	0.44	-0.0582761	-0.0589962	-0.0589928	-0.0591447
2201	0.4402	-0.058287	-0.0589855	-0.0590023	-0.0591357
2202	0.4404	-0.0582979	-0.0589748	-0.0590119	-0.0591266
2203	0.4406	-0.058309	-0.0589639	-0.0590215	-0.0591174
2204	0.4408	-0.0583201	-0.058953	-0.0590312	-0.0591081
2205	0.441	-0.0583313	-0.058942	-0.0590409	-0.0590987
2206	0.4412	-0.0583426	-0.058931	-0.0590507	-0.0590893
2207	0.4414	-0.0583539	-0.0589198	-0.0590605	-0.0590798
2208	0.4416	-0.0583653	-0.0589085	-0.0590704	-0.0590702
2209	0.4418	-0.0583768	-0.0588972	-0.0590803	-0.0590605
2210	0.442	-0.0583884	-0.0588858	-0.0590903	-0.0590507
2211	0.4422	-0.0584001	-0.0588743	-0.0591004	-0.0590408
2212	0.4424	-0.0584118	-0.0588627	-0.0591105	-0.0590309
2213	0.4426	-0.0584236	-0.058851	-0.0591206	-0.0590208
2214	0.4428	-0.0584355	-0.0588392	-0.0591308	-0.0590107
2215	0.443	-0.0584475	-0.0588274	-0.0591411	-0.0590005
2216	0.4432	-0.0584596	-0.0588154	-0.0591514	-0.0589902
2217	0.4434	-0.0584717	-0.0588034	-0.0591618	-0.0589798
2218	0.4436	-0.0584839	-0.0587912	-0.0591722	-0.0589693
2219	0.4438	-0.0584962	-0.058779	-0.0591827	-0.0589587
2220	0.444	-0.0585086	-0.0587667	-0.0591932	-0.058948
2221	0.4442	-0.0585211	-0.0587542	-0.0592038	-0.0589372
2222	0.4444	-0.0585337	-0.0587417	-0.0592145	-0.0589263
2223	0.4446	-0.0585463	-0.0587291	-0.0592252	-0.0589153
2224	0.4448	-0.058559	-0.0587164	-0.0592359	-0.0589042
2225	0.445	-0.0585718	-0.0587036	-0.0592467	-0.0588931
2226	0.4452	-0.0585847	-0.0586907	-0.0592576	-0.0588818
2227	0.4454	-0.0585977	-0.0586777	-0.0592686	-0.0588704
2228	0.4456	-0.0586108	-0.0586646	-0.0592796	-0.0588589
2229	0.4458	-0.058624	-0.0586514	-0.0592906	-0.0588473
2230	0.446	-0.0586372	-0.0586381	-0.0593017	-0.0588356
2231	0.4462	-0.0586506	-0.0586246	-0.0593129	-0.0588238
2232	0.4464	-0.058664	-0.0586111	-0.0593241	-0.0588118
2233	0.4466	-0.0586775	-0.0585975	-0.0593354	-0.0587998
2234	0.4468	-0.0586911	-0.0585838	-0.0593467	-0.0587876
2235	0.447	-0.0587048	-0.05857	-0.0593581	-0.0587754
2236	0.4472	-0.0587186	-0.058556	-0.0593696	-0.058763
2237	0.4474	-0.0587325	-0.058542	-0.0593811	-0.0587505
2238	0.4476	-0.0587465	-0.0585278	-0.0593927	-0.0587379
2239	0.4478	-0.0587606	-0.0585136	-0.0594043	-0.0587252
2240	0.448	-0.0587747	-0.0584992	-0.059416	-0.0587124
2241	0.4482	-0.058789	-0.0584847	-0.0594278	-0.0586994
2242	0.4484	-0.0588034	-0.0584701	-0.0594396	-0.0586863
2243	0.4486	-0.0588178	-0.0584554	-0.0594514	-0.0586731
2244	0.4488	-0.0588324	-0.0584406	-0.0594634	-0.0586598
2245	0.449	-0.058847	-0.0584256	-0.0594754	-0.0586463
2246	0.4492	-0.0588618	-0.0584106	-0.0594874	-0.0586327
2247	0.4494	-0.0588766	-0.0583954	-0.0594996	-0.058619
2248	0.4496	-0.0588915	-0.0583801	-0.0595117	-0.0586051
2249	0.4498	-0.0589066	-0.0583647	-0.059524	-0.0585912
2250	0.45	-0.0589217	-0.0583492	-0.0595363	-0.058577
2251	0.4502	-0.058937	-0.0583335	-0.0595486	-0.0585628
2252	0.4504	-0.0589523	-0.0583178	-0.0595611	-0.0585484
2253	0.4506	-0.0589678	-0.0583019	-0.0595736	-0.0585339
2254	0.4508	-0.0589833	-0.0582859	-0.0595861	-0.0585192
2255	0.451	-0.058999	-0.0582697	-0.0595987	-0.0585044
2256	0.4512	-0.0590148	-0.0582535	-0.0596114	-0.0584894
2257	0.4514	-0.0590306	-0.0582371	-0.0596242	-0.0584743
2258	0.4516	-0.0590466	-0.0582205	-0.059637	-0.0584591
2259	0.4518	-0.0590627	-0.0582039	-0.0596498	-0.0584437
2260	0.452	-0.0590789	-0.0581871	-0.0596628	-0.0584281
2261	0.4522	-0.0590951	-0.0581702	-0.0596757	-0.0584124
2262	0.4524	-0.0591116	-0.0581531	-0.0596888	-0.0583966
2263	0.4526	-0.0591281	-0.058136	-0.0597019	-0.0583805
2264	0.4528	-0.0591447	-0.0581186	-0.0597151	-0.0583644
2265	0.453	-0.0591614	-0.0581012	-0.0597284	-0.058348
2266	0.4532	-0.0591783	-0.0580836	-0.0597417	-0.0583315
2267	0.4534	-0.0591952	-0.0580659	-0.0597551	-0.0583149
2268	0.4536	-0.0592123	-0.058048	-0.0597685	-0.058298
2269	0.4538	-0.0592295	-0.05803	-0.059782	-0.058281
2270	0.454	-0.0592468	-0.0580118	-0.0597956	-0.0582639
2271	0.4542	-0.0592642	-0.0579935	-0.0598093	-0.0582465
2272	0.4544	-0.0592817	-0.0579751	-0.059823	-0.058229
2273	0.4546	-0.0592994	-0.0579565	-0.0598368	-0.0582113
2274	0.4548	-0.0593171	-0.0579378	-0.0598506	-0.0581934
2275	0.455	-0.059335	-0.0579189	-0.0598645	-0.0581753
2276	0.4552	-0.059353	-0.0578998	-0.0598785	-0.0581571
2277	0.4554	-0.0593711	-0.0578806	-0.0598925	-0.0581386
2278	0.4556	-0.0593894	-0.0578613	-0.0599067	-0.05812
2279	0.4558	-0.0594078	-0.0578418	-0.0599208	-0.0581012
2280	0.456	-0.0594262	-0.0578221	-0.0599351	-0.0580821
2281	0.4562	-0.0594449	-0.0578023	-0.0599494	-0.0580629
2282	0.4564	-0.0594636	-0.0577824	-0.0599638	-0.0580435
2283	0.4566	-0.0594824	-0.0577622	-0.0599782	-0.0580239
2284	0.4568	-0.0595014	-0.0577419	-0.0599928	-0.058004
2285	0.457	-0.0595206	-0.0577215	-0.0600074	-0.057984
2286	0.4572	-0.0595394	-0.0577009	-0.060022	-0.0579637
2287	0.4574	-0.0595574	-0.0576801	-0.0600368	-0.0579433
2288	0.4576	-0.0595748	-0.0576591	-0.0600516	-0.0579227
2289	0.4578	-0.0595914	-0.057638	-0.0600664	-0.0579019
2290	0.458	-0.0596075	-0.0576167	-0.0600814	-0.057881
2291	0.4582	-0.0596229	-0.0575953	-0.0600964	-0.05786
2292	0.4584	-0.0596376	-0.0575737	-0.0601115	-0.0578389
2293	0.4586	-0.0596518	-0.0575519	-0.0601266	-0.0578178
2294	0.4588	-0.0596655	-0.05753	-0.0601418	-0.0577967
2295	0.459	-0.0596786	-0.057508	-0.0601571	-0.0577755
2296	0.4592	-0.0596912	-0.0574858	-0.0601725	-0.0577543
2297	0.4594	-0.0597033	-0.0574636	-0.0601879	-0.0577332
2298	0.4596	-0.059715	-0.0574412	-0.0602034	-0.057712
2299	0.4598	-0.0597261	-0.0574187	-0.0602189	-0.057691
2300	0.46	-0.0597369	-0.0573961	-0.0602345	-0.0576699
2301	0.4602	-0.0597472	-0.0573735	-0.0602502	-0.057649
2302	0.4604	-0.0597571	-0.0573508	-0.0602659	-0.0576281
2303	0.4606	-0.0597666	-0.057328	-0.0602817	-0.0576074
2304	0.4608	-0.0597758	-0.0573052	-0.0602975	-0.0575867
2305	0.461	-0.0597846	-0.0572823	-0.0603134	-0.0575662
2306	0.4612	-0.059793	-0.0572594	-0.0603293	-0.0575457
2307	0.4614	-0.0598011	-0.0572365	-0.0603453	-0.0575255
2308	0.4616	-0.0598089	-0.0572136	-0.0603613	-0.0575053
2309	0.4618	-0.0598164	-0.0571907	-0.0603773	-0.0574853
2310	0.462	-0.0598236	-0.0571678	-0.0603934	-0.0574655
2311	0.4622	-0.0598305	-0.0571449	-0.0604095	-0.0574458
2312	0.4624	-0.0598372	-0.0571221	-0.0604256	-0.0574263
2313	0.4626	-0.0598436	-0.0570993	-0.0604417	-0.057407
2314	0.4628	-0.0598497	-0.0570766	-0.0604578	-0.0573878
2315	0.463	-0.0598556	-0.0570539	-0.0604739	-0.0573689
2316	0.4632	-0.0598613	-0.0570314	-0.0604901	-0.0573501
2317	0.4634	-0.0598667	-0.0570089	-0.0605062	-0.0573315
2318	0.4636	-0.0598719	-0.0569865	-0.0605223	-0.0573131
2319	0.4638	-0.0598769	-0.0569642	-0.0605384	-0.0572949
2320	0.464	-0.0598818	-0.056942	-0.0605545	-0.057277
2321	0.4642	-0.0598864	-0.0569199	-0.0605706	-0.0572592
2322	0.4644	-0.0598909	-0.0568979	-0.0605866	-0.0572416
2323	0.4646	-0.0598951	-0.0568761	-0.0606026	-0.0572243
2324	0.4648	-0.0598993	-0.0568544	-0.0606186	-0.0572072
2325	0.465	-0.0599032	-0.0568329	-0.0606345	-0.0571903
2326	0.4652	-0.059907	-0.0568115	-0.0606504	-0.0571736
2327	0.4654	-0.0599106	-0.0567903	-0.0606662	-0.0571571
2328	0.4656	-0.0599141	-0.0567692	-0.060682	-0.0571408
2329	0.4658	-0.0599175	-0.0567484	-0.0606977	-0.0571248
2330	0.466	-0.0599207	-0.0567276	-0.0607133	-0.057109
2331	0.4662	-0.0599239	-0.0567071	-0.0607289	-0.0570934
2332	0.4664	-0.0599268	-0.0566868	-0.0607443	-0.0570781
2333	0.4666	-0.0599297	-0.0566666	-0.0607597	-0.057063
2334	0.4668	-0.0599325	-0.0566467	-0.060775	-0.0570481
2335	0.467	-0.0599351	-0.0566269	-0.0607902	-0.0570334
2336	0.4672	-0.0599377	-0.0566074	-0.0608054	-0.057019
2337	0.4674	-0.0599401	-0.056588	-0.0608204	-0.0570048
2338	0.4676	-0.0599425	-0.0565689	-0.0608353	-0.0569908
2339	0.4678	-0.0599447	-0.0565499	-0.0608501	-0.056977
2340	0.468	-0.0599469	-0.0565312	-0.0608648	-0.0569635
2341	0.4682	-0.059949	-0.0565127	-0.0608794	-0.0569502
2342	0.4684	-0.059951	-0.0564945	-0.0608939	-0.0569371
2343	0.4686	-0.0599529	-0.0564764	-0.0609082	-0.0569243
2344	0.4688	-0.0599547	-0.0564586	-0.0609224	-0.0569116
2345	0.469	-0.0599565	-0.056441	-0.0609365	-0.0568992
2346	0.4692	-0.0599582	-0.0564236	-0.0609505	-0.0568871
2347	0.4694	-0.0599598	-0.0564065	-0.0609643	-0.0568751
2348	0.4696	-0.0599614	-0.0563896	-0.060978	-0.0568634
2349	0.4698	-0.0599629	-0.0563729	-0.0609916	-0.0568519
2350	0.47	-0.0599644	-0.0563565	-0.061005	-0.0568406
2351	0.4702	-0.0599658	-0.0563403	-0.0610182	-0.0568295
2352	0.4704	-0.0599671	-0.0563243	-0.0610314	-0.0568187
2353	0.4706	-0.0599684	-0.0563086	-0.0610443	-0.0568081
2354	0.4708	-0.0599697	-0.0562931	-0.0610572	-0.0567976
2355	0.471	-0.0599708	-0.0562778	-0.0610698	-0.0567874
2356	0.4712	-0.059972	-0.0562628	-0.0610824	-0.0567775
2357	0.4714	-0.0599731	-0.056248	-0.0610947	-0.0567677
2358	0.4716	-0.0599741	-0.0562334	-0.061107	-0.0567581
2359	0.4718	-0.0599752	-0.0562191	-0.061119	-0.0567488
2360	0.472	-0.0599761	-0.0562051	-0.0611309	-0.0567396
2361	0.4722	-0.0599771	-0.0561912	-0.0611426	-0.0567307
2362	0.4724	-0.059978	-0.0561776	-0.0611542	-0.0567219
2363	0.4726	-0.0599788	-0.0561642	-0.0611656	-0.0567134
2364	0.4728	-0.0599797	-0.0561511	-0.0611769	-0.0567051
2365	0.473	-0.0599805	-0.0561382	-0.061188	-0.0566969
2366	0.4732	-0.0599812	-0.0561255	-0.0611989	-0.056689
2367	0.4734	-0.059982	-0.0561131	-0.0612097	-0.0566813
2368	0.4736	-0.0599827	-0.0561008	-0.0612203	-0.0566737
2369	0.4738	-0.0599833	-0.0560889	-0.0612307	-0.0566664
2370	0.474	-0.059984	-0.0560771	-0.061241	-0.0566593
2371	0.4742	-0.0599846	-0.0560656	-0.0612511	-0.0566523
2372	0.4744	-0.0599852	-0.0560543	-0.061261	-0.0566455
2373	0.4746	-0.0599858	-0.0560432	-0.0612708	-0.0566389
2374	0.4748	-0.0599864	-0.0560323	-0.0612804	-0.0566325
2375	0.475	-0.0599869	-0.0560217	-0.0612899	-0.0566263
2376	0.4752	-0.0599874	-0.0560113	-0.0612992	-0.0566203
2377	0.4754	-0.0599879	-0.0560011	-0.0613083	-0.0566145
2378	0.4756	-0.0599884	-0.0559911	-0.0613173	-0.0566088
2379	0.4758	-0.0599888	-0.0559813	-0.0613261	-0.0566033
2380	0.476	-0.0599893	-0.0559718	-0.0613347	-0.056598
2381	0.4762	-0.0599897	-0.0559624	-0.0613432	-0.0565928
2382	0.4764	-0.0599901	-0.0559533	-0.0613515	-0.0565879
2383	0.4766	-0.0599905	-0.0559444	-0.0613596	-0.0565831
2384	0.4768	-0.0599909	-0.0559357	-0.0613676	-0.0565784
2385	0.477	-0.0599912	-0.0559271	-0.0613755	-0.056574
2386	0.4772	-0.0599916	-0.0559188	-0.0613832	-0.0565697
2387	0.4774	-0.0599919	-0.0559107	-0.0613907	-0.0565655
2388	0.4776	-0.0599922	-0.0559028	-0.0613981	-0.0565616
2389	0.4778	-0.0599925	-0.0558951	-0.0614053	-0.0565577
2390	0.478	-0.0599928	-0.0558876	-0.0614123	-0.0565541
2391	0.4782	-0.0599931	-0.0558803	-0.0614192	-0.0565506
2392	0.4784	-0.0599934	-0.0558732	-0.061426	-0.0565472
2393	0.4786	-0.0599936	-0.0558662	-0.0614326	-0.056544
2394	0.4788	-0.0599939	-0.0558595	-0.061439	-0.056541
