TimeSlice	Time	L Ank flx Ia	L Ank ext Ia	L Ank flx Ia IN	L Ank ext Ia IN	L Ank ext Ib	L Ank flx Ib	L Ank MN ext	L Ank MN flx	L Ank MN flx RE	L Ank MN ext RE
3783	0.7566	-0.0575852	-0.0625868	-0.0599983	-0.0599992	-0.0593608	-0.0586327	-0.0934758	-0.0413504	-0.0429681	-0.0484842
3784	0.7568	-0.0575846	-0.0625866	-0.0599982	-0.0599992	-0.0593521	-0.0586276	-0.0934668	-0.0413485	-0.0429638	-0.0484883
3785	0.757	-0.0575842	-0.0625863	-0.0599982	-0.0599992	-0.0593422	-0.0586222	-0.0934576	-0.0413476	-0.0429596	-0.0484922
3786	0.7572	-0.0575841	-0.062586	-0.0599982	-0.0599992	-0.0593326	-0.058617	-0.0934481	-0.0413476	-0.0429555	-0.0484961
3787	0.7574	-0.0575841	-0.0625857	-0.0599982	-0.0599992	-0.0593234	-0.058612	-0.0934383	-0.0413485	-0.0429516	-0.0484998
3788	0.7576	-0.0575843	-0.0625855	-0.0599982	-0.0599992	-0.0593146	-0.0586072	-0.0934283	-0.0413504	-0.0429478	-0.0485033
3789	0.7578	-0.0575847	-0.0625851	-0.0599982	-0.0599992	-0.0593061	-0.0586026	-0.0934182	-0.0413532	-0.0429442	-0.0485067
3790	0.758	-0.0575852	-0.0625848	-0.0599982	-0.0599992	-0.0592967	-0.0585978	-0.0934079	-0.0413569	-0.0429407	-0.04851
3791	0.7582	-0.057586	-0.0625845	-0.0599982	-0.0599992	-0.0592877	-0.0585931	-0.0933974	-0.0413615	-0.0429373	-0.0485132
3792	0.7584	-0.0575869	-0.0625842	-0.0599982	-0.0599992	-0.0592791	-0.0585886	-0.0933868	-0.0413669	-0.0429341	-0.0485162
3793	0.7586	-0.0575881	-0.0625838	-0.0599982	-0.0599992	-0.0592708	-0.0585843	-0.093376	-0.0413733	-0.042931	-0.0485191
3794	0.7588	-0.0575894	-0.0625834	-0.0599982	-0.0599992	-0.0592628	-0.0585801	-0.0933651	-0.0413804	-0.042928	-0.0485219
3795	0.759	-0.0575908	-0.0625831	-0.0599982	-0.0599992	-0.0592544	-0.0585757	-0.0933541	-0.0413885	-0.0429252	-0.0485245
3796	0.7592	-0.0575925	-0.0625827	-0.0599982	-0.0599992	-0.0592464	-0.0585714	-0.093343	-0.0413973	-0.0429225	-0.048527
3797	0.7594	-0.0575943	-0.0625823	-0.0599982	-0.0599992	-0.0592387	-0.0585673	-0.0933318	-0.041407	-0.0429199	-0.0485294
3798	0.7596	-0.0575962	-0.0625819	-0.0599982	-0.0599992	-0.0592312	-0.0585634	-0.0933205	-0.0414174	-0.0429175	-0.0485317
3799	0.7598	-0.0575984	-0.0625815	-0.0599982	-0.0599992	-0.0592241	-0.0585596	-0.0933093	-0.0414287	-0.0429152	-0.0485338
3800	0.76	-0.0576007	-0.0625811	-0.0599981	-0.0599992	-0.059217	-0.0585555	-0.093298	-0.0414408	-0.042913	-0.0485358
3801	0.7602	-0.0576032	-0.0625806	-0.0599981	-0.0599992	-0.0592101	-0.0585515	-0.0932867	-0.0414536	-0.0429109	-0.0485377
3802	0.7604	-0.0576058	-0.0625802	-0.0599981	-0.0599992	-0.0592035	-0.0585477	-0.0932754	-0.0414672	-0.042909	-0.0485395
3803	0.7606	-0.0576086	-0.0625798	-0.0599981	-0.0599992	-0.0591972	-0.0585441	-0.0932641	-0.0414815	-0.0429072	-0.0485412
3804	0.7608	-0.0576115	-0.0625793	-0.0599981	-0.0599992	-0.0591912	-0.0585406	-0.0932529	-0.0414966	-0.0429055	-0.0485427
3805	0.761	-0.0576146	-0.0625788	-0.0599981	-0.0599992	-0.0591855	-0.0585367	-0.0932417	-0.0415124	-0.0429039	-0.0485442
3806	0.7612	-0.0576178	-0.0625784	-0.0599981	-0.0599992	-0.05918	-0.058533	-0.0932306	-0.041529	-0.0429025	-0.0485455
3807	0.7614	-0.0576212	-0.0625779	-0.0599981	-0.0599992	-0.0591747	-0.0585295	-0.0932196	-0.0415462	-0.0429012	-0.0485467
3808	0.7616	-0.0576247	-0.0625774	-0.0599981	-0.0599992	-0.0591697	-0.058526	-0.0932087	-0.0415641	-0.0429	-0.0485478
3809	0.7618	-0.0576284	-0.0625769	-0.0599981	-0.0599992	-0.0591648	-0.0585227	-0.0931979	-0.0415827	-0.0428989	-0.0485487
3810	0.762	-0.0576322	-0.0625764	-0.0599981	-0.0599992	-0.0591606	-0.0585191	-0.0931872	-0.041602	-0.042898	-0.0485496
3811	0.7622	-0.0576362	-0.0625759	-0.0599981	-0.0599992	-0.0591565	-0.0585156	-0.0931767	-0.041622	-0.0428971	-0.0485504
3812	0.7624	-0.0576403	-0.0625754	-0.0599981	-0.0599992	-0.0591526	-0.0585122	-0.0931663	-0.0416426	-0.0428964	-0.048551
3813	0.7626	-0.0576445	-0.0625748	-0.0599981	-0.0599992	-0.0591489	-0.058509	-0.0931561	-0.0416638	-0.0428958	-0.0485516
3814	0.7628	-0.0576488	-0.0625743	-0.0599981	-0.0599992	-0.0591453	-0.0585058	-0.093146	-0.0416857	-0.0428953	-0.048552
3815	0.763	-0.0576533	-0.0625738	-0.0599981	-0.0599992	-0.0591423	-0.0585024	-0.0931361	-0.0417083	-0.0428949	-0.0485524
3816	0.7632	-0.0576579	-0.0625732	-0.0599981	-0.0599992	-0.0591394	-0.0584991	-0.0931264	-0.0417314	-0.0428946	-0.0485526
3817	0.7634	-0.0576626	-0.0625727	-0.059998	-0.0599992	-0.0591366	-0.0584959	-0.0931169	-0.0417551	-0.0428945	-0.0485528
3818	0.7636	-0.0576675	-0.0625721	-0.059998	-0.0599992	-0.059134	-0.0584928	-0.0931075	-0.0417794	-0.0428944	-0.0485528
3819	0.7638	-0.0576725	-0.0625715	-0.059998	-0.0599992	-0.0591314	-0.0584899	-0.0930984	-0.0418043	-0.0428945	-0.0485528
3820	0.764	-0.0576776	-0.062571	-0.059998	-0.0599992	-0.0591293	-0.0584867	-0.0930894	-0.0418298	-0.0428947	-0.0485526
3821	0.7642	-0.0576828	-0.0625704	-0.059998	-0.0599992	-0.0591273	-0.0584836	-0.0930806	-0.0418559	-0.0428949	-0.0485524
3822	0.7644	-0.0576881	-0.0625698	-0.059998	-0.0599992	-0.0591253	-0.0584806	-0.093072	-0.0418825	-0.0428953	-0.0485521
3823	0.7646	-0.0576935	-0.0625692	-0.059998	-0.0599992	-0.0591234	-0.0584778	-0.0930636	-0.0419097	-0.0428958	-0.0485516
3824	0.7648	-0.0576991	-0.0625686	-0.059998	-0.0599992	-0.0591216	-0.058475	-0.0930554	-0.0419374	-0.0428964	-0.0485511
3825	0.765	-0.0577047	-0.062568	-0.059998	-0.0599992	-0.05912	-0.0584721	-0.0930473	-0.0419656	-0.0428971	-0.0485505
3826	0.7652	-0.0577105	-0.0625674	-0.059998	-0.0599992	-0.0591185	-0.0584693	-0.0930393	-0.0419944	-0.0428979	-0.0485498
3827	0.7654	-0.0577163	-0.0625668	-0.059998	-0.0599992	-0.059117	-0.0584666	-0.0930316	-0.0420237	-0.0428987	-0.048549
3828	0.7656	-0.0577223	-0.0625662	-0.059998	-0.0599992	-0.0591156	-0.058464	-0.093024	-0.0420535	-0.0428997	-0.0485482
3829	0.7658	-0.0577283	-0.0625656	-0.059998	-0.0599992	-0.0591142	-0.0584615	-0.0930165	-0.0420838	-0.0429008	-0.0485472
3830	0.766	-0.0577345	-0.062565	-0.059998	-0.0599992	-0.0591128	-0.0584589	-0.0930091	-0.0421145	-0.042902	-0.0485462
3831	0.7662	-0.0577407	-0.0625643	-0.059998	-0.0599992	-0.0591114	-0.0584565	-0.0930019	-0.0421458	-0.0429033	-0.048545
3832	0.7664	-0.057747	-0.0625637	-0.059998	-0.0599992	-0.0591101	-0.0584541	-0.0929948	-0.0421776	-0.0429047	-0.0485438
3833	0.7666	-0.0577535	-0.0625631	-0.059998	-0.0599992	-0.0591088	-0.0584518	-0.0929878	-0.0422098	-0.0429061	-0.0485425
3834	0.7668	-0.05776	-0.0625624	-0.0599979	-0.0599992	-0.0591076	-0.0584496	-0.0929808	-0.0422424	-0.0429077	-0.0485412
3835	0.767	-0.0577666	-0.0625618	-0.0599979	-0.0599992	-0.0591061	-0.0584474	-0.092974	-0.0422756	-0.0429093	-0.0485397
3836	0.7672	-0.0577733	-0.0625611	-0.0599979	-0.0599992	-0.0591047	-0.0584453	-0.0929672	-0.0423091	-0.0429111	-0.0485382
3837	0.7674	-0.05778	-0.0625605	-0.0599979	-0.0599992	-0.0591034	-0.0584433	-0.0929605	-0.0423431	-0.0429129	-0.0485366
3838	0.7676	-0.0577869	-0.0625598	-0.0599979	-0.0599992	-0.059102	-0.0584413	-0.0929538	-0.0423776	-0.0429148	-0.0485349
3839	0.7678	-0.0577938	-0.0625592	-0.0599979	-0.0599992	-0.0591008	-0.0584395	-0.0929472	-0.0424124	-0.0429168	-0.0485332
3840	0.768	-0.0578008	-0.0625585	-0.0599979	-0.0599992	-0.0590991	-0.0584377	-0.0929406	-0.0424477	-0.0429189	-0.0485313
3841	0.7682	-0.0578078	-0.0625579	-0.0599979	-0.0599992	-0.0590976	-0.0584359	-0.092934	-0.0424833	-0.0429211	-0.0485294
3842	0.7684	-0.057815	-0.0625572	-0.0599979	-0.0599992	-0.059096	-0.0584343	-0.0929274	-0.0425194	-0.0429234	-0.0485274
3843	0.7686	-0.0578222	-0.0625565	-0.0599979	-0.0599992	-0.0590946	-0.0584327	-0.0929208	-0.0425558	-0.0429257	-0.0485254
3844	0.7688	-0.0578294	-0.0625558	-0.0599979	-0.0599992	-0.0590932	-0.0584312	-0.0929143	-0.0425927	-0.0429281	-0.0485233
3845	0.769	-0.0578368	-0.0625552	-0.0599979	-0.0599992	-0.0590914	-0.0584298	-0.0929077	-0.0426299	-0.0429306	-0.0485211
3846	0.7692	-0.0578442	-0.0625545	-0.0599979	-0.0599992	-0.0590896	-0.0584284	-0.0929011	-0.0426674	-0.0429332	-0.0485188
3847	0.7694	-0.0578516	-0.0625538	-0.0599979	-0.0599992	-0.0590879	-0.0584272	-0.0928945	-0.0427054	-0.0429359	-0.0485165
3848	0.7696	-0.0578591	-0.0625531	-0.0599979	-0.0599992	-0.0590863	-0.0584259	-0.0928879	-0.0427436	-0.0429386	-0.048514
3849	0.7698	-0.0578667	-0.0625525	-0.0599979	-0.0599992	-0.0590848	-0.0584247	-0.0928812	-0.0427822	-0.0429415	-0.0485116
3850	0.77	-0.0578743	-0.0625518	-0.0599979	-0.0599992	-0.0590829	-0.0584237	-0.0928746	-0.0428212	-0.0429444	-0.048509
3851	0.7702	-0.057882	-0.0625511	-0.0599979	-0.0599992	-0.059081	-0.0584227	-0.0928678	-0.0428604	-0.0429474	-0.0485064
3852	0.7704	-0.0578898	-0.0625504	-0.0599979	-0.0599992	-0.0590792	-0.0584218	-0.092861	-0.0429	-0.0429504	-0.0485037
3853	0.7706	-0.0578975	-0.0625497	-0.0599978	-0.0599992	-0.0590775	-0.0584209	-0.0928542	-0.0429399	-0.0429535	-0.048501
3854	0.7708	-0.0579054	-0.062549	-0.0599978	-0.0599992	-0.0590759	-0.0584201	-0.0928474	-0.0429801	-0.0429567	-0.0484982
3855	0.771	-0.0579132	-0.0625484	-0.0599978	-0.0599992	-0.059074	-0.0584194	-0.0928405	-0.0430206	-0.04296	-0.0484953
3856	0.7712	-0.0579211	-0.0625477	-0.0599978	-0.0599992	-0.0590721	-0.0584188	-0.0928335	-0.0430613	-0.0429633	-0.0484924
3857	0.7714	-0.0579291	-0.062547	-0.0599978	-0.0599992	-0.0590704	-0.0584181	-0.0928266	-0.0431024	-0.0429668	-0.0484894
3858	0.7716	-0.0579371	-0.0625463	-0.0599978	-0.0599992	-0.0590687	-0.0584176	-0.0928195	-0.0431437	-0.0429702	-0.0484863
3859	0.7718	-0.0579451	-0.0625456	-0.0599978	-0.0599992	-0.059067	-0.058417	-0.0928125	-0.0431853	-0.0429738	-0.0484832
3860	0.772	-0.0579532	-0.0625449	-0.0599978	-0.0599992	-0.0590653	-0.0584166	-0.0928054	-0.0432271	-0.0429774	-0.04848
3861	0.7722	-0.0579613	-0.0625442	-0.0599978	-0.0599992	-0.0590636	-0.0584163	-0.0927982	-0.0432691	-0.0429811	-0.0484768
3862	0.7724	-0.0579694	-0.0625435	-0.0599978	-0.0599992	-0.0590619	-0.058416	-0.092791	-0.0433114	-0.0429848	-0.0484735
3863	0.7726	-0.0579776	-0.0625429	-0.0599978	-0.0599992	-0.0590603	-0.0584157	-0.0927838	-0.043354	-0.0429887	-0.0484701
3864	0.7728	-0.0579858	-0.0625422	-0.0599978	-0.0599992	-0.0590588	-0.0584154	-0.0927766	-0.0433967	-0.0429925	-0.0484667
3865	0.773	-0.057994	-0.0625415	-0.0599978	-0.0599992	-0.0590573	-0.0584153	-0.0927693	-0.0434397	-0.0429965	-0.0484632
3866	0.7732	-0.0580023	-0.0625408	-0.0599978	-0.0599992	-0.0590558	-0.0584152	-0.092762	-0.0434828	-0.0430005	-0.0484596
3867	0.7734	-0.0580105	-0.0625401	-0.0599978	-0.0599992	-0.0590544	-0.0584151	-0.0927547	-0.0435262	-0.0430046	-0.048456
3868	0.7736	-0.0580188	-0.0625395	-0.0599978	-0.0599992	-0.059053	-0.0584151	-0.0927474	-0.0435697	-0.0430087	-0.0484524
3869	0.7738	-0.0580271	-0.0625388	-0.0599978	-0.0599992	-0.0590517	-0.058415	-0.0927401	-0.0436135	-0.0430129	-0.0484487
3870	0.774	-0.0580355	-0.0625381	-0.0599978	-0.0599992	-0.0590505	-0.0584152	-0.0927327	-0.0436574	-0.0430171	-0.0484449
3871	0.7742	-0.0580438	-0.0625374	-0.0599978	-0.0599992	-0.0590493	-0.0584153	-0.0927254	-0.0437014	-0.0430214	-0.0484411
3872	0.7744	-0.0580522	-0.0625368	-0.0599978	-0.0599992	-0.0590482	-0.0584155	-0.092718	-0.0437456	-0.0430258	-0.0484372
3873	0.7746	-0.0580606	-0.0625361	-0.0599978	-0.0599992	-0.0590471	-0.0584156	-0.0927107	-0.04379	-0.0430302	-0.0484333
3874	0.7748	-0.0580689	-0.0625354	-0.0599977	-0.0599992	-0.0590461	-0.0584158	-0.0927033	-0.0438346	-0.0430347	-0.0484293
3875	0.775	-0.0580774	-0.0625347	-0.0599977	-0.0599992	-0.0590452	-0.0584161	-0.092696	-0.0438792	-0.0430392	-0.0484253
3876	0.7752	-0.0580858	-0.0625341	-0.0599977	-0.0599992	-0.0590444	-0.0584165	-0.0926887	-0.043924	-0.0430438	-0.0484212
3877	0.7754	-0.0580942	-0.0625334	-0.0599977	-0.0599992	-0.0590436	-0.0584169	-0.0926814	-0.0439689	-0.0430485	-0.0484171
3878	0.7756	-0.0581026	-0.0625328	-0.0599977	-0.0599992	-0.0590429	-0.0584172	-0.0926741	-0.0440139	-0.0430532	-0.0484129
3879	0.7758	-0.058111	-0.0625321	-0.0599977	-0.0599992	-0.0590421	-0.0584175	-0.0926669	-0.0440591	-0.0430579	-0.0484087
3880	0.776	-0.0581195	-0.0625315	-0.0599977	-0.0599992	-0.0590416	-0.0584181	-0.0926597	-0.0441043	-0.0430627	-0.0484044
3881	0.7762	-0.0581279	-0.0625308	-0.0599977	-0.0599992	-0.0590412	-0.0584186	-0.0926525	-0.0441497	-0.0430676	-0.0484001
3882	0.7764	-0.0581364	-0.0625302	-0.0599977	-0.0599992	-0.0590407	-0.0584192	-0.0926453	-0.0441951	-0.0430725	-0.0483957
3883	0.7766	-0.0581448	-0.0625296	-0.0599977	-0.0599992	-0.0590403	-0.0584197	-0.0926382	-0.0442406	-0.0430774	-0.0483913
3884	0.7768	-0.0581532	-0.0625289	-0.0599977	-0.0599992	-0.0590399	-0.0584202	-0.0926312	-0.0442862	-0.0430824	-0.0483868
3885	0.777	-0.0581617	-0.0625283	-0.0599977	-0.0599992	-0.059049	-0.0584189	-0.0926241	-0.0443318	-0.0430875	-0.0483823
3886	0.7772	-0.0581701	-0.0625277	-0.0599977	-0.0599992	-0.0590577	-0.0584176	-0.092618	-0.0443774	-0.0430926	-0.0483778
3887	0.7774	-0.0581785	-0.062527	-0.0599977	-0.0599992	-0.0590661	-0.0584164	-0.0926128	-0.044423	-0.0430977	-0.0483732
3888	0.7776	-0.0581869	-0.0625264	-0.0599977	-0.0599992	-0.0590742	-0.0584152	-0.0926083	-0.0444684	-0.0431029	-0.0483685
3889	0.7778	-0.0581954	-0.0625258	-0.0599977	-0.0599992	-0.0590819	-0.0584141	-0.0926044	-0.0445139	-0.0431081	-0.0483639
3890	0.778	-0.0582038	-0.0625252	-0.0599977	-0.0599992	-0.0590946	-0.058412	-0.0926012	-0.0445593	-0.0431134	-0.0483591
3891	0.7782	-0.0582122	-0.0625246	-0.0599977	-0.0599992	-0.0591067	-0.05841	-0.092599	-0.0446047	-0.0431187	-0.0483544
3892	0.7784	-0.0582205	-0.062524	-0.0599977	-0.0599992	-0.0591184	-0.058408	-0.0925978	-0.0446499	-0.0431241	-0.0483496
3893	0.7786	-0.0582289	-0.0625234	-0.0599977	-0.0599992	-0.0591296	-0.0584061	-0.0925974	-0.0446951	-0.0431295	-0.0483448
3894	0.7788	-0.0582373	-0.0625228	-0.0599977	-0.0599992	-0.0591404	-0.0584044	-0.0925977	-0.0447402	-0.0431349	-0.04834
3895	0.779	-0.0582456	-0.0625222	-0.0599977	-0.0599992	-0.0591545	-0.0584019	-0.0925987	-0.0447853	-0.0431404	-0.0483351
3896	0.7792	-0.0582539	-0.0625217	-0.0599977	-0.0599992	-0.059168	-0.0583995	-0.0926006	-0.0448302	-0.0431459	-0.0483302
3897	0.7794	-0.0582622	-0.0625211	-0.0599977	-0.0599992	-0.059181	-0.0583972	-0.0926033	-0.0448751	-0.0431515	-0.0483253
3898	0.7796	-0.0582705	-0.0625205	-0.0599977	-0.0599992	-0.0591935	-0.058395	-0.0926068	-0.0449199	-0.0431571	-0.0483204
3899	0.7798	-0.0582788	-0.06252	-0.0599977	-0.0599992	-0.0592055	-0.0583929	-0.0926109	-0.0449646	-0.0431627	-0.0483154
3900	0.78	-0.0582871	-0.0625194	-0.0599977	-0.0599992	-0.0592201	-0.0583902	-0.0926155	-0.0450092	-0.0431684	-0.0483104
3901	0.7802	-0.0582953	-0.0625188	-0.0599977	-0.0599992	-0.0592341	-0.0583876	-0.092621	-0.0450538	-0.0431741	-0.0483054
3902	0.7804	-0.0583035	-0.0625183	-0.0599977	-0.0599992	-0.0592476	-0.0583851	-0.092627	-0.0450982	-0.0431798	-0.0483004
3903	0.7806	-0.0583117	-0.0625178	-0.0599976	-0.0599992	-0.0592605	-0.0583828	-0.0926337	-0.0451426	-0.0431856	-0.0482953
3904	0.7808	-0.0583199	-0.0625172	-0.0599976	-0.0599992	-0.059273	-0.0583805	-0.0926409	-0.0451869	-0.0431913	-0.0482903
3905	0.781	-0.058328	-0.0625167	-0.0599976	-0.0599992	-0.0592874	-0.0583778	-0.0926484	-0.0452311	-0.0431972	-0.0482852
3906	0.7812	-0.0583362	-0.0625162	-0.0599976	-0.0599992	-0.0593012	-0.0583752	-0.0926566	-0.0452752	-0.043203	-0.0482801
3907	0.7814	-0.0583442	-0.0625156	-0.0599976	-0.0599992	-0.0593145	-0.0583727	-0.0926653	-0.0453192	-0.0432089	-0.048275
3908	0.7816	-0.0583523	-0.0625151	-0.0599976	-0.0599992	-0.0593273	-0.0583703	-0.0926744	-0.0453631	-0.0432148	-0.0482699
3909	0.7818	-0.0583604	-0.0625146	-0.0599976	-0.0599992	-0.0593396	-0.058368	-0.0926838	-0.0454069	-0.0432207	-0.0482648
3910	0.782	-0.0583684	-0.0625141	-0.0599976	-0.0599992	-0.0593534	-0.0583653	-0.0926935	-0.0454506	-0.0432267	-0.0482596
3911	0.7822	-0.0583764	-0.0625136	-0.0599976	-0.0599992	-0.0593666	-0.0583628	-0.0927036	-0.0454942	-0.0432327	-0.0482545
3912	0.7824	-0.0583843	-0.0625131	-0.0599976	-0.0599992	-0.0593794	-0.0583604	-0.0927141	-0.0455378	-0.0432387	-0.0482493
3913	0.7826	-0.0583923	-0.0625126	-0.0599976	-0.0599992	-0.0593916	-0.0583581	-0.0927248	-0.0455812	-0.0432447	-0.0482441
3914	0.7828	-0.0584002	-0.0625121	-0.0599976	-0.0599992	-0.0594033	-0.0583559	-0.0927357	-0.0456245	-0.0432507	-0.048239
3915	0.783	-0.058408	-0.0625117	-0.0599976	-0.0599992	-0.0594162	-0.0583534	-0.0927468	-0.0456677	-0.0432568	-0.0482338
3916	0.7832	-0.0584159	-0.0625112	-0.0599976	-0.0599992	-0.0594286	-0.0583511	-0.0927581	-0.0457108	-0.0432629	-0.0482286
3917	0.7834	-0.0584237	-0.0625107	-0.0599976	-0.0599992	-0.0594405	-0.0583488	-0.0927697	-0.0457538	-0.043269	-0.0482234
3918	0.7836	-0.0584315	-0.0625103	-0.0599976	-0.0599992	-0.0594519	-0.0583466	-0.0927813	-0.0457967	-0.0432751	-0.0482182
3919	0.7838	-0.0584392	-0.0625098	-0.0599976	-0.0599992	-0.0594629	-0.0583446	-0.0927931	-0.0458395	-0.0432812	-0.0482129
3920	0.784	-0.0584469	-0.0625094	-0.0599976	-0.0599992	-0.0594747	-0.0583424	-0.0928049	-0.0458822	-0.0432874	-0.0482077
3921	0.7842	-0.0584546	-0.0625089	-0.0599976	-0.0599992	-0.0594861	-0.0583402	-0.0928168	-0.0459248	-0.0432936	-0.0482025
3922	0.7844	-0.0584622	-0.0625085	-0.0599976	-0.0599992	-0.059497	-0.0583382	-0.0928287	-0.0459673	-0.0432998	-0.0481972
3923	0.7846	-0.0584698	-0.062508	-0.0599976	-0.0599992	-0.0595075	-0.0583363	-0.0928407	-0.0460096	-0.043306	-0.048192
3924	0.7848	-0.0584774	-0.0625076	-0.0599976	-0.0599992	-0.0595176	-0.0583344	-0.0928527	-0.0460519	-0.0433122	-0.0481867
3925	0.785	-0.0584849	-0.0625072	-0.0599977	-0.0599992	-0.0595283	-0.0583325	-0.0928647	-0.046094	-0.0433184	-0.0481814
3926	0.7852	-0.0584924	-0.0625068	-0.0599977	-0.0599992	-0.0595386	-0.0583306	-0.0928766	-0.046136	-0.0433247	-0.0481761
3927	0.7854	-0.0584999	-0.0625063	-0.0599977	-0.0599992	-0.0595485	-0.0583289	-0.0928885	-0.0461779	-0.0433309	-0.0481709
3928	0.7856	-0.0585073	-0.0625059	-0.0599977	-0.0599992	-0.059558	-0.0583272	-0.0929004	-0.0462197	-0.0433372	-0.0481656
3929	0.7858	-0.0585147	-0.0625055	-0.0599977	-0.0599992	-0.0595671	-0.0583256	-0.0929122	-0.0462613	-0.0433434	-0.0481603
3930	0.786	-0.0585221	-0.0625051	-0.0599977	-0.0599992	-0.0595767	-0.058324	-0.0929238	-0.0463029	-0.0433497	-0.048155
3931	0.7862	-0.0585294	-0.0625047	-0.0599977	-0.0599992	-0.059586	-0.0583224	-0.0929354	-0.0463443	-0.043356	-0.0481497
3932	0.7864	-0.0585367	-0.0625044	-0.0599977	-0.0599992	-0.0595948	-0.058321	-0.0929469	-0.0463856	-0.0433623	-0.0481443
3933	0.7866	-0.0585439	-0.062504	-0.0599977	-0.0599992	-0.0596034	-0.0583195	-0.0929583	-0.0464267	-0.0433686	-0.048139
3934	0.7868	-0.0585511	-0.0625036	-0.0599977	-0.0599992	-0.0596115	-0.0583182	-0.0929695	-0.0464678	-0.043375	-0.0481337
3935	0.787	-0.0585582	-0.0625032	-0.0599977	-0.0599992	-0.0596201	-0.0583169	-0.0929806	-0.0465087	-0.0433813	-0.0481283
3936	0.7872	-0.0585654	-0.0625029	-0.0599977	-0.0599992	-0.0596283	-0.0583157	-0.0929915	-0.0465495	-0.0433876	-0.048123
3937	0.7874	-0.0585724	-0.0625025	-0.0599977	-0.0599992	-0.0596361	-0.0583146	-0.0930023	-0.0465901	-0.043394	-0.0481176
3938	0.7876	-0.0585795	-0.0625022	-0.0599977	-0.0599992	-0.0596437	-0.0583134	-0.0930128	-0.0466306	-0.0434003	-0.0481123
3939	0.7878	-0.0585865	-0.0625018	-0.0599977	-0.0599992	-0.059651	-0.0583124	-0.0930233	-0.046671	-0.0434067	-0.0481069
3940	0.788	-0.0585934	-0.0625015	-0.0599977	-0.0599992	-0.0596585	-0.0583114	-0.0930335	-0.0467113	-0.043413	-0.0481015
3941	0.7882	-0.0586004	-0.0625012	-0.0599977	-0.0599992	-0.0596657	-0.0583106	-0.0930435	-0.0467514	-0.0434194	-0.0480962
3942	0.7884	-0.0586072	-0.0625008	-0.0599977	-0.0599992	-0.0596727	-0.0583097	-0.0930534	-0.0467914	-0.0434258	-0.0480908
3943	0.7886	-0.0586141	-0.0625005	-0.0599977	-0.0599992	-0.0596793	-0.0583089	-0.093063	-0.0468313	-0.0434322	-0.0480854
3944	0.7888	-0.0586209	-0.0625002	-0.0599977	-0.0599992	-0.0596857	-0.0583081	-0.0930725	-0.046871	-0.0434385	-0.04808
3945	0.789	-0.0586276	-0.0624999	-0.0599977	-0.0599992	-0.0596923	-0.0583075	-0.0930817	-0.0469106	-0.0434449	-0.0480746
3946	0.7892	-0.0586344	-0.0624996	-0.0599977	-0.0599992	-0.0596986	-0.058307	-0.0930907	-0.04695	-0.0434513	-0.0480691
3947	0.7894	-0.058641	-0.0624993	-0.0599977	-0.0599992	-0.0597047	-0.0583065	-0.0930995	-0.0469893	-0.0434577	-0.0480637
3948	0.7896	-0.0586477	-0.062499	-0.0599977	-0.0599992	-0.0597106	-0.0583059	-0.0931081	-0.0470285	-0.0434641	-0.0480583
3949	0.7898	-0.0586543	-0.0624987	-0.0599977	-0.0599992	-0.0597162	-0.0583054	-0.0931165	-0.0470675	-0.0434705	-0.0480528
3950	0.79	-0.0586608	-0.0624984	-0.0599977	-0.0599992	-0.0597219	-0.0583052	-0.0931246	-0.0471064	-0.0434769	-0.0480474
3951	0.7902	-0.0586673	-0.0624982	-0.0599977	-0.0599992	-0.0597274	-0.058305	-0.0931326	-0.0471451	-0.0434833	-0.0480419
3952	0.7904	-0.0586738	-0.0624979	-0.0599977	-0.0599992	-0.0597327	-0.0583048	-0.0931403	-0.0471837	-0.0434897	-0.0480364
3953	0.7906	-0.0586802	-0.0624976	-0.0599977	-0.0599992	-0.0597378	-0.0583045	-0.0931478	-0.0472221	-0.0434961	-0.048031
3954	0.7908	-0.0586866	-0.0624974	-0.0599977	-0.0599992	-0.0597427	-0.0583043	-0.0931551	-0.0472604	-0.0435025	-0.0480255
3955	0.791	-0.0586929	-0.0624971	-0.0599977	-0.0599992	-0.0597477	-0.0583044	-0.0931621	-0.0472986	-0.0435089	-0.04802
3956	0.7912	-0.0586992	-0.0624969	-0.0599977	-0.0599992	-0.0597525	-0.0583045	-0.0931689	-0.0473366	-0.0435153	-0.0480145
3957	0.7914	-0.0587055	-0.0624967	-0.0599977	-0.0599992	-0.0597571	-0.0583046	-0.0931756	-0.0473744	-0.0435217	-0.048009
3958	0.7916	-0.0587117	-0.0624964	-0.0599977	-0.0599992	-0.0597615	-0.0583046	-0.0931819	-0.0474122	-0.0435281	-0.0480035
3959	0.7918	-0.0587179	-0.0624962	-0.0599977	-0.0599992	-0.0597658	-0.0583047	-0.0931881	-0.0474497	-0.0435345	-0.047998
3960	0.792	-0.058724	-0.062496	-0.0599977	-0.0599992	-0.0597701	-0.0583051	-0.0931941	-0.0474871	-0.0435409	-0.0479924
3961	0.7922	-0.0587301	-0.0624958	-0.0599977	-0.0599992	-0.0597742	-0.0583055	-0.0931998	-0.0475244	-0.0435473	-0.0479869
3962	0.7924	-0.0587361	-0.0624956	-0.0599977	-0.0599992	-0.0597782	-0.0583058	-0.0932053	-0.0475615	-0.0435537	-0.0479813
