TimeSlice	Time	R Knee flx Ia	R Knee ext Ia	R Knee ext Ia IN	R Knee flx Ia IN	R Knee ext Ib	R Knee flx Ib	R Knee MN flx	R Knee MN ext	R Knee MN flx RE	L Knee MN ext RE
6037	1.2074	-0.0625177	-0.0587502	-0.0599988	-0.0599961	-0.0587079	-0.0584152	-0.0894682	-0.0482943	-0.0477377	-0.0437155
6038	1.2076	-0.0625178	-0.0587554	-0.0599988	-0.0599961	-0.0587096	-0.0584125	-0.089452	-0.0483294	-0.0477306	-0.0437226
6039	1.2078	-0.062518	-0.0587605	-0.0599988	-0.0599961	-0.0587113	-0.05841	-0.089436	-0.0483643	-0.0477235	-0.0437298
6040	1.208	-0.0625181	-0.0587656	-0.0599988	-0.0599961	-0.0587129	-0.0584077	-0.0894202	-0.0483991	-0.0477164	-0.0437369
6041	1.2082	-0.0625183	-0.0587706	-0.0599988	-0.0599961	-0.0587145	-0.0584055	-0.0894047	-0.0484337	-0.0477093	-0.0437441
6042	1.2084	-0.0625185	-0.0587756	-0.0599988	-0.0599961	-0.0587161	-0.0584033	-0.0893893	-0.0484681	-0.0477022	-0.0437512
6043	1.2086	-0.0625187	-0.0587806	-0.0599988	-0.0599961	-0.0587176	-0.0584013	-0.0893742	-0.0485024	-0.0476951	-0.0437584
6044	1.2088	-0.0625189	-0.0587856	-0.0599988	-0.0599961	-0.058719	-0.0583993	-0.0893593	-0.0485365	-0.047688	-0.0437655
6045	1.209	-0.0625191	-0.0587905	-0.0599988	-0.0599961	-0.0587204	-0.0583977	-0.0893447	-0.0485705	-0.0476809	-0.0437727
6046	1.2092	-0.0625193	-0.0587954	-0.0599988	-0.0599961	-0.0587217	-0.0583961	-0.0893303	-0.0486043	-0.0476738	-0.0437798
6047	1.2094	-0.0625195	-0.0588002	-0.0599988	-0.0599961	-0.058723	-0.0583946	-0.0893162	-0.0486379	-0.0476667	-0.043787
6048	1.2096	-0.0625197	-0.058805	-0.0599988	-0.0599961	-0.0587242	-0.0583931	-0.0893023	-0.0486713	-0.0476596	-0.0437941
6049	1.2098	-0.0625199	-0.0588098	-0.0599988	-0.0599961	-0.0587254	-0.0583918	-0.0892887	-0.0487046	-0.0476525	-0.0438013
6050	1.21	-0.0625201	-0.0588146	-0.0599988	-0.0599961	-0.0587265	-0.0583909	-0.0892754	-0.0487377	-0.0476454	-0.0438084
6051	1.2102	-0.0625203	-0.0588193	-0.0599988	-0.0599961	-0.0587275	-0.05839	-0.0892623	-0.0487706	-0.0476383	-0.0438156
6052	1.2104	-0.0625205	-0.058824	-0.0599988	-0.0599961	-0.0587285	-0.0583892	-0.0892496	-0.0488034	-0.0476312	-0.0438227
6053	1.2106	-0.0625208	-0.0588286	-0.0599988	-0.0599961	-0.0587295	-0.0583885	-0.0892372	-0.048836	-0.0476241	-0.0438298
6054	1.2108	-0.062521	-0.0588332	-0.0599988	-0.0599961	-0.0587304	-0.0583877	-0.089225	-0.0488684	-0.047617	-0.043837
6055	1.211	-0.0625213	-0.0588378	-0.0599988	-0.0599961	-0.0587312	-0.0583876	-0.0892131	-0.0489006	-0.04761	-0.0438441
6056	1.2112	-0.0625215	-0.0588424	-0.0599988	-0.059996	-0.058732	-0.0583876	-0.0892016	-0.0489327	-0.0476029	-0.0438512
6057	1.2114	-0.0625218	-0.0588469	-0.0599988	-0.059996	-0.0587327	-0.0583875	-0.0891904	-0.0489612	-0.0475959	-0.0438583
6058	1.2116	-0.062522	-0.0588509	-0.0599988	-0.059996	-0.0587334	-0.0583874	-0.0891796	-0.0489849	-0.0475888	-0.0438655
6059	1.2118	-0.0625223	-0.0588544	-0.0599988	-0.059996	-0.0587341	-0.0583874	-0.089169	-0.0490047	-0.0475818	-0.0438726
6060	1.212	-0.0625226	-0.0588575	-0.0599988	-0.059996	-0.0587346	-0.0583881	-0.0891588	-0.0490209	-0.0475748	-0.0438796
6061	1.2122	-0.0625229	-0.0588602	-0.0599988	-0.059996	-0.058735	-0.0583889	-0.0891491	-0.0490341	-0.0475677	-0.0438867
6062	1.2124	-0.0625232	-0.0588626	-0.0599988	-0.059996	-0.0587355	-0.0583896	-0.0891398	-0.0490446	-0.0475607	-0.0438937
6063	1.2126	-0.0625235	-0.0588646	-0.0599988	-0.059996	-0.0587359	-0.0583903	-0.0891309	-0.0490529	-0.0475537	-0.0439008
6064	1.2128	-0.0625239	-0.0588663	-0.0599988	-0.059996	-0.0587363	-0.0583909	-0.0891224	-0.0490592	-0.0475467	-0.0439077
6065	1.213	-0.0625242	-0.0588678	-0.0599988	-0.059996	-0.0587365	-0.0583926	-0.0891143	-0.0490638	-0.0475398	-0.0439147
6066	1.2132	-0.0625246	-0.0588689	-0.0599988	-0.059996	-0.0587366	-0.0583941	-0.0891068	-0.0490669	-0.0475328	-0.0439216
6067	1.2134	-0.062525	-0.0588699	-0.0599988	-0.059996	-0.0587368	-0.0583957	-0.0890997	-0.0490688	-0.0475259	-0.0439286
6068	1.2136	-0.0625255	-0.0588707	-0.0599988	-0.059996	-0.0587369	-0.0583971	-0.0890931	-0.0490696	-0.047519	-0.0439354
6069	1.2138	-0.0625259	-0.0588712	-0.0599988	-0.059996	-0.0587371	-0.0583985	-0.089087	-0.0490694	-0.0475121	-0.0439423
6070	1.214	-0.0625264	-0.0588716	-0.0599988	-0.059996	-0.058737	-0.0584009	-0.0890813	-0.0490685	-0.0475052	-0.0439491
6071	1.2142	-0.0625269	-0.0588718	-0.0599988	-0.059996	-0.0587369	-0.0584032	-0.0890761	-0.049067	-0.0474983	-0.0439559
6072	1.2144	-0.0625274	-0.0588719	-0.0599988	-0.059996	-0.0587367	-0.0584054	-0.0890715	-0.049065	-0.0474915	-0.0439627
6073	1.2146	-0.0625279	-0.0588719	-0.0599988	-0.059996	-0.0587366	-0.0584075	-0.0890674	-0.0490625	-0.0474846	-0.0439694
6074	1.2148	-0.0625285	-0.0588717	-0.0599988	-0.059996	-0.0587365	-0.0584095	-0.0890636	-0.0490597	-0.0474778	-0.0439761
6075	1.215	-0.0625291	-0.0588714	-0.0599988	-0.059996	-0.0587362	-0.0584123	-0.0890603	-0.0490566	-0.047471	-0.0439828
6076	1.2152	-0.0625297	-0.0588711	-0.0599988	-0.059996	-0.0587359	-0.058415	-0.0890575	-0.0490534	-0.0474643	-0.0439894
6077	1.2154	-0.0625303	-0.0588706	-0.0599988	-0.059996	-0.0587357	-0.0584175	-0.0890552	-0.04905	-0.0474576	-0.043996
6078	1.2156	-0.062531	-0.0588701	-0.0599988	-0.059996	-0.0587354	-0.05842	-0.0890533	-0.0490466	-0.0474509	-0.0440026
6079	1.2158	-0.0625316	-0.0588696	-0.0599988	-0.059996	-0.0587351	-0.0584223	-0.0890518	-0.0490431	-0.0474442	-0.0440092
6080	1.216	-0.0625323	-0.0588689	-0.0599988	-0.059996	-0.0587348	-0.0584252	-0.0890506	-0.0490397	-0.0474375	-0.0440157
6081	1.2162	-0.062533	-0.0588683	-0.0599988	-0.059996	-0.0587344	-0.0584279	-0.0890498	-0.0490363	-0.0474309	-0.0440222
6082	1.2164	-0.0625337	-0.0588675	-0.0599988	-0.0599959	-0.0587341	-0.0584306	-0.0890494	-0.049033	-0.0474243	-0.0440286
6083	1.2166	-0.0625345	-0.0588668	-0.0599988	-0.0599959	-0.0587338	-0.0584331	-0.0890494	-0.0490298	-0.0474177	-0.044035
6084	1.2168	-0.0625352	-0.058866	-0.0599988	-0.0599959	-0.0587334	-0.0584356	-0.0890496	-0.0490268	-0.0474112	-0.0440414
6085	1.217	-0.0625359	-0.0588652	-0.0599988	-0.0599959	-0.0587331	-0.0584383	-0.0890502	-0.0490239	-0.0474047	-0.0440478
6086	1.2172	-0.0625367	-0.0588644	-0.0599988	-0.0599959	-0.0587328	-0.0584409	-0.089051	-0.0490212	-0.0473982	-0.0440541
6087	1.2174	-0.0625375	-0.0588636	-0.0599988	-0.0599959	-0.0587325	-0.0584434	-0.0890521	-0.0490187	-0.0473917	-0.0440604
6088	1.2176	-0.0625383	-0.0588628	-0.0599988	-0.0599959	-0.0587322	-0.0584458	-0.0890534	-0.0490164	-0.0473853	-0.0440667
6089	1.2178	-0.0625391	-0.0588619	-0.0599988	-0.0599959	-0.058732	-0.0584481	-0.0890549	-0.0490144	-0.0473789	-0.0440729
6090	1.218	-0.0625399	-0.0588611	-0.0599988	-0.0599959	-0.0587318	-0.0584505	-0.0890566	-0.0490125	-0.0473726	-0.0440791
6091	1.2182	-0.0625408	-0.0588603	-0.0599988	-0.0599959	-0.0587316	-0.0584528	-0.0890585	-0.049011	-0.0473662	-0.0440853
6092	1.2184	-0.0625416	-0.0588595	-0.0599988	-0.0599959	-0.0587314	-0.058455	-0.0890606	-0.0490096	-0.0473599	-0.0440915
6093	1.2186	-0.0625424	-0.0588587	-0.0599988	-0.0599959	-0.0587312	-0.0584571	-0.0890628	-0.0490086	-0.0473537	-0.0440976
6094	1.2188	-0.0625433	-0.0588579	-0.0599988	-0.0599959	-0.0587311	-0.0584591	-0.0890651	-0.0490077	-0.0473474	-0.0441037
6095	1.219	-0.0625441	-0.0588571	-0.0599988	-0.0599959	-0.058731	-0.0584611	-0.0890675	-0.0490072	-0.0473412	-0.0441097
6096	1.2192	-0.062545	-0.0588563	-0.0599988	-0.0599959	-0.058731	-0.058463	-0.08907	-0.0490069	-0.047335	-0.0441158
6097	1.2194	-0.0625459	-0.0588556	-0.0599988	-0.0599959	-0.058731	-0.0584648	-0.0890725	-0.0490069	-0.0473289	-0.0441218
6098	1.2196	-0.0625467	-0.0588549	-0.0599988	-0.0599959	-0.058731	-0.0584665	-0.0890751	-0.0490072	-0.0473228	-0.0441277
6099	1.2198	-0.0625476	-0.0588542	-0.0599988	-0.0599959	-0.0587309	-0.0584682	-0.0890777	-0.0490077	-0.0473167	-0.0441337
6100	1.22	-0.0625485	-0.0588535	-0.0599988	-0.0599959	-0.0587311	-0.0584696	-0.0890803	-0.0490085	-0.0473106	-0.0441396
6101	1.2202	-0.0625494	-0.0588529	-0.0599988	-0.0599959	-0.0587313	-0.0584711	-0.089083	-0.0490096	-0.0473046	-0.0441455
6102	1.2204	-0.0625502	-0.0588523	-0.0599988	-0.0599959	-0.0587314	-0.0584724	-0.0890856	-0.0490109	-0.0472986	-0.0441513
6103	1.2206	-0.0625511	-0.0588517	-0.0599988	-0.0599959	-0.0587316	-0.0584737	-0.0890881	-0.0490125	-0.0472926	-0.0441572
6104	1.2208	-0.062552	-0.0588511	-0.0599988	-0.0599959	-0.0587317	-0.0584749	-0.0890907	-0.0490144	-0.0472867	-0.044163
6105	1.221	-0.0625529	-0.0588506	-0.0599988	-0.0599959	-0.0587321	-0.0584759	-0.0890932	-0.0490165	-0.0472808	-0.0441688
6106	1.2212	-0.0625538	-0.0588501	-0.0599988	-0.0599959	-0.0587324	-0.0584768	-0.0890956	-0.0490189	-0.0472749	-0.0441745
6107	1.2214	-0.0625547	-0.0588497	-0.0599988	-0.0599959	-0.0587328	-0.0584777	-0.0890979	-0.0490216	-0.0472691	-0.0441802
6108	1.2216	-0.0625556	-0.0588492	-0.0599988	-0.0599959	-0.0587331	-0.0584785	-0.0891001	-0.0490246	-0.0472632	-0.0441859
6109	1.2218	-0.0625564	-0.0588488	-0.0599988	-0.0599959	-0.0587334	-0.0584793	-0.0891022	-0.0490277	-0.0472575	-0.0441916
6110	1.222	-0.0625573	-0.0588485	-0.0599988	-0.0599959	-0.058734	-0.0584797	-0.0891043	-0.0490312	-0.0472517	-0.0441972
6111	1.2222	-0.0625582	-0.0588482	-0.0599988	-0.0599959	-0.0587345	-0.0584802	-0.0891062	-0.0490349	-0.047246	-0.0442028
6112	1.2224	-0.0625591	-0.0588479	-0.0599988	-0.0599959	-0.0587351	-0.0584806	-0.0891079	-0.0490388	-0.0472402	-0.0442084
6113	1.2226	-0.0625599	-0.0588476	-0.0599988	-0.0599959	-0.0587356	-0.0584809	-0.0891095	-0.049043	-0.0472346	-0.044214
6114	1.2228	-0.0625608	-0.0588474	-0.0599988	-0.0599959	-0.0587361	-0.0584813	-0.089111	-0.0490474	-0.0472289	-0.0442195
6115	1.223	-0.0625617	-0.0588472	-0.0599988	-0.0599959	-0.0587368	-0.0584812	-0.0891124	-0.0490521	-0.0472233	-0.044225
6116	1.2232	-0.0625625	-0.0588471	-0.0599988	-0.0599958	-0.0587375	-0.0584812	-0.0891135	-0.049057	-0.0472177	-0.0442305
6117	1.2234	-0.0625634	-0.0588469	-0.0599988	-0.0599958	-0.0587382	-0.0584811	-0.0891145	-0.0490621	-0.0472121	-0.0442359
6118	1.2236	-0.0625643	-0.0588469	-0.0599988	-0.0599958	-0.0587389	-0.058481	-0.0891154	-0.0490675	-0.0472066	-0.0442414
6119	1.2238	-0.0625651	-0.0588468	-0.0599988	-0.0599958	-0.0587396	-0.058481	-0.0891161	-0.0490731	-0.047201	-0.0442468
6120	1.224	-0.062566	-0.0588468	-0.0599988	-0.0599958	-0.0587405	-0.0584805	-0.0891166	-0.0490789	-0.0471956	-0.0442521
6121	1.2242	-0.0625668	-0.0588468	-0.0599988	-0.0599958	-0.0587414	-0.05848	-0.0891169	-0.0490849	-0.0471901	-0.0442575
6122	1.2244	-0.0625676	-0.0588469	-0.0599988	-0.0599958	-0.0587422	-0.0584795	-0.089117	-0.0490911	-0.0471846	-0.0442628
6123	1.2246	-0.0625685	-0.058847	-0.0599988	-0.0599958	-0.0587431	-0.058479	-0.0891169	-0.0490976	-0.0471792	-0.0442681
6124	1.2248	-0.0625693	-0.0588471	-0.0599988	-0.0599958	-0.0587439	-0.0584786	-0.0891167	-0.0491042	-0.0471738	-0.0442734
6125	1.225	-0.0625701	-0.0588472	-0.0599988	-0.0599958	-0.0587449	-0.0584776	-0.0891163	-0.0491111	-0.0471684	-0.0442787
6126	1.2252	-0.0625709	-0.0588474	-0.0599988	-0.0599958	-0.058746	-0.0584767	-0.0891156	-0.0491181	-0.0471631	-0.0442839
6127	1.2254	-0.0625717	-0.0588477	-0.0599988	-0.0599958	-0.058747	-0.0584758	-0.0891148	-0.0491254	-0.0471577	-0.0442891
6128	1.2256	-0.0625726	-0.0588479	-0.0599988	-0.0599958	-0.0587479	-0.058475	-0.0891138	-0.0491328	-0.0471524	-0.0442943
6129	1.2258	-0.0625734	-0.0588482	-0.0599988	-0.0599958	-0.0587489	-0.0584742	-0.0891126	-0.0491405	-0.0471472	-0.0442994
6130	1.226	-0.0625741	-0.0588485	-0.0599988	-0.0599958	-0.0587453	-0.0584756	-0.0891112	-0.0491483	-0.0471419	-0.0443046
6131	1.2262	-0.0625749	-0.0588489	-0.0599988	-0.0599958	-0.0587419	-0.0584769	-0.08911	-0.0491561	-0.0471366	-0.0443097
6132	1.2264	-0.0625757	-0.0588493	-0.0599988	-0.0599958	-0.0587387	-0.0584782	-0.089109	-0.0491639	-0.0471314	-0.0443148
6133	1.2266	-0.0625765	-0.0588497	-0.0599988	-0.0599958	-0.0587356	-0.0584794	-0.0891081	-0.0491717	-0.0471262	-0.0443198
6134	1.2268	-0.0625772	-0.0588501	-0.0599988	-0.0599958	-0.0587326	-0.0584806	-0.0891073	-0.0491795	-0.0471211	-0.0443249
6135	1.227	-0.062578	-0.0588506	-0.0599988	-0.0599958	-0.0587239	-0.0584872	-0.0891067	-0.0491875	-0.0471159	-0.0443299
6136	1.2272	-0.0625788	-0.0588511	-0.0599988	-0.0599958	-0.0587157	-0.0584935	-0.089107	-0.0491952	-0.0471108	-0.0443349
6137	1.2274	-0.0625795	-0.0588516	-0.0599988	-0.0599958	-0.0587077	-0.0584996	-0.0891081	-0.0492028	-0.0471057	-0.0443399
6138	1.2276	-0.0625803	-0.0588522	-0.0599988	-0.0599958	-0.0587001	-0.0585054	-0.08911	-0.0492103	-0.0471006	-0.0443448
6139	1.2278	-0.062581	-0.0588528	-0.0599988	-0.0599958	-0.0586927	-0.058511	-0.0891125	-0.0492177	-0.0470955	-0.0443498
6140	1.228	-0.0625817	-0.0588534	-0.0599988	-0.0599958	-0.0586809	-0.0585238	-0.0891157	-0.0492251	-0.0470905	-0.0443547
6141	1.2282	-0.0625824	-0.058854	-0.0599988	-0.0599958	-0.0586695	-0.0585361	-0.0891205	-0.0492323	-0.0470855	-0.0443595
6142	1.2284	-0.0625832	-0.0588547	-0.0599988	-0.0599958	-0.0586586	-0.058548	-0.0891267	-0.0492394	-0.0470805	-0.0443644
6143	1.2286	-0.0625839	-0.0588554	-0.0599988	-0.0599958	-0.0586481	-0.0585593	-0.0891344	-0.0492463	-0.0470756	-0.0443692
6144	1.2288	-0.0625846	-0.0588561	-0.0599988	-0.0599958	-0.058638	-0.0585702	-0.0891431	-0.0492531	-0.0470707	-0.044374
6145	1.229	-0.0625853	-0.0588568	-0.0599988	-0.0599958	-0.0586256	-0.0585882	-0.089153	-0.0492599	-0.0470658	-0.0443788
6146	1.2292	-0.062586	-0.0588576	-0.0599988	-0.0599958	-0.0586136	-0.0586055	-0.0891649	-0.0492666	-0.047061	-0.0443836
6147	1.2294	-0.0625866	-0.0588584	-0.0599988	-0.0599958	-0.0586021	-0.0586221	-0.0891786	-0.0492732	-0.0470562	-0.0443883
6148	1.2296	-0.0625873	-0.0588592	-0.0599988	-0.0599958	-0.0585911	-0.058638	-0.089194	-0.0492797	-0.0470514	-0.044393
6149	1.2298	-0.062588	-0.05886	-0.0599988	-0.0599958	-0.0585805	-0.0586534	-0.0892107	-0.0492863	-0.0470467	-0.0443977
6150	1.23	-0.0625886	-0.0588609	-0.0599988	-0.0599958	-0.058569	-0.0586746	-0.0892288	-0.0492928	-0.047042	-0.0444024
6151	1.2302	-0.0625893	-0.0588617	-0.0599988	-0.0599958	-0.0585579	-0.058695	-0.0892489	-0.0492993	-0.0470374	-0.044407
6152	1.2304	-0.0625899	-0.0588626	-0.0599988	-0.0599958	-0.0585472	-0.0587146	-0.0892709	-0.0493058	-0.0470328	-0.0444116
6153	1.2306	-0.0625906	-0.0588636	-0.0599988	-0.0599958	-0.058537	-0.0587334	-0.0892945	-0.0493124	-0.0470283	-0.0444162
6154	1.2308	-0.0625912	-0.0588645	-0.0599988	-0.0599958	-0.0585272	-0.0587515	-0.0893194	-0.049319	-0.0470238	-0.0444207
6155	1.231	-0.0625918	-0.0588654	-0.0599988	-0.0599958	-0.0585169	-0.0587742	-0.0893456	-0.0493256	-0.0470194	-0.0444252
6156	1.2312	-0.0625925	-0.0588664	-0.0599988	-0.0599958	-0.058507	-0.058796	-0.0893736	-0.0493324	-0.047015	-0.0444297
6157	1.2314	-0.0625931	-0.0588674	-0.0599988	-0.0599958	-0.0584975	-0.058817	-0.0894033	-0.0493392	-0.0470107	-0.0444342
6158	1.2316	-0.0625937	-0.0588684	-0.0599988	-0.0599958	-0.0584884	-0.0588372	-0.0894343	-0.049346	-0.0470064	-0.0444386
6159	1.2318	-0.0625943	-0.0588694	-0.0599988	-0.0599958	-0.0584796	-0.0588565	-0.0894665	-0.049353	-0.0470022	-0.044443
6160	1.232	-0.0625948	-0.0588705	-0.0599988	-0.0599958	-0.0584707	-0.0588794	-0.0894998	-0.0493601	-0.0469981	-0.0444474
6161	1.2322	-0.0625954	-0.0588715	-0.0599988	-0.0599958	-0.0584622	-0.0589014	-0.0895345	-0.0493673	-0.046994	-0.0444517
6162	1.2324	-0.062596	-0.0588726	-0.0599988	-0.0599958	-0.058454	-0.0589225	-0.0895704	-0.0493745	-0.0469899	-0.0444561
6163	1.2326	-0.0625966	-0.0588737	-0.0599988	-0.0599958	-0.0584461	-0.0589428	-0.0896074	-0.0493819	-0.0469859	-0.0444603
6164	1.2328	-0.0625971	-0.0588748	-0.0599988	-0.0599958	-0.0584386	-0.0589623	-0.0896453	-0.0493895	-0.046982	-0.0444646
6165	1.233	-0.0625976	-0.0588759	-0.0599988	-0.0599958	-0.0584312	-0.0589843	-0.0896839	-0.0493971	-0.0469782	-0.0444688
6166	1.2332	-0.0625982	-0.0588771	-0.0599988	-0.0599958	-0.0584242	-0.0590054	-0.0897235	-0.0494049	-0.0469744	-0.044473
6167	1.2334	-0.0625987	-0.0588782	-0.0599988	-0.0599959	-0.0584174	-0.0590257	-0.0897641	-0.0494128	-0.0469706	-0.0444771
6168	1.2336	-0.0625992	-0.0588794	-0.0599988	-0.0599959	-0.0584109	-0.0590452	-0.0898052	-0.0494209	-0.046967	-0.0444813
6169	1.2338	-0.0625997	-0.0588806	-0.0599988	-0.0599959	-0.0584047	-0.0590639	-0.0898469	-0.049429	-0.0469633	-0.0444854
6170	1.234	-0.0626002	-0.0588818	-0.0599988	-0.0599959	-0.058399	-0.0590842	-0.089889	-0.0494374	-0.0469598	-0.0444894
6171	1.2342	-0.0626007	-0.058883	-0.0599988	-0.0599959	-0.0583934	-0.0591037	-0.0899317	-0.0494458	-0.0469563	-0.0444934
6172	1.2344	-0.0626012	-0.0588842	-0.0599988	-0.0599959	-0.0583881	-0.0591224	-0.0899749	-0.0494545	-0.0469528	-0.0444974
6173	1.2346	-0.0626017	-0.0588855	-0.0599988	-0.0599959	-0.0583831	-0.0591404	-0.0900184	-0.0494632	-0.0469495	-0.0445014
6174	1.2348	-0.0626021	-0.0588867	-0.0599988	-0.0599959	-0.0583782	-0.0591577	-0.090062	-0.0494721	-0.0469461	-0.0445053
6175	1.235	-0.0626026	-0.058888	-0.0599988	-0.0599959	-0.058374	-0.0591758	-0.0901057	-0.0494812	-0.0469429	-0.0445092
6176	1.2352	-0.062603	-0.0588893	-0.0599988	-0.0599959	-0.05837	-0.0591931	-0.0901496	-0.0494904	-0.0469397	-0.044513
6177	1.2354	-0.0626035	-0.0588906	-0.0599988	-0.0599959	-0.0583662	-0.0592098	-0.0901936	-0.0494998	-0.0469365	-0.0445168
6178	1.2356	-0.0626039	-0.0588919	-0.0599988	-0.0599959	-0.0583625	-0.0592258	-0.0902375	-0.0495093	-0.0469334	-0.0445206
6179	1.2358	-0.0626043	-0.0588932	-0.0599988	-0.0599959	-0.0583589	-0.0592411	-0.0902813	-0.049519	-0.0469304	-0.0445244
6180	1.236	-0.0626047	-0.0588946	-0.0599988	-0.0599959	-0.0583563	-0.0592566	-0.0903248	-0.0495288	-0.0469274	-0.0445281
6181	1.2362	-0.0626051	-0.0588959	-0.0599988	-0.0599959	-0.0583537	-0.0592714	-0.0903682	-0.0495387	-0.0469245	-0.0445317
6182	1.2364	-0.0626055	-0.0588973	-0.0599988	-0.0599959	-0.0583513	-0.0592857	-0.0904113	-0.0495488	-0.0469216	-0.0445354
6183	1.2366	-0.0626059	-0.0588986	-0.0599988	-0.0599959	-0.0583489	-0.0592993	-0.090454	-0.0495591	-0.0469188	-0.044539
6184	1.2368	-0.0626062	-0.0589	-0.0599988	-0.0599959	-0.0583467	-0.0593125	-0.0904964	-0.0495695	-0.046916	-0.0445425
6185	1.237	-0.0626066	-0.0589014	-0.0599988	-0.0599959	-0.0583454	-0.059325	-0.0905382	-0.0495801	-0.0469133	-0.0445461
6186	1.2372	-0.062607	-0.0589028	-0.0599988	-0.0599959	-0.0583442	-0.0593371	-0.0905796	-0.0495908	-0.0469106	-0.0445496
6187	1.2374	-0.0626073	-0.0589043	-0.0599988	-0.0599959	-0.0583431	-0.0593486	-0.0906203	-0.0496017	-0.046908	-0.044553
6188	1.2376	-0.0626076	-0.0589057	-0.0599988	-0.0599959	-0.058342	-0.0593598	-0.0906604	-0.0496127	-0.0469054	-0.0445564
6189	1.2378	-0.062608	-0.0589071	-0.0599988	-0.0599959	-0.0583409	-0.0593705	-0.0906999	-0.0496238	-0.0469028	-0.0445598
6190	1.238	-0.0626083	-0.0589086	-0.0599988	-0.0599959	-0.0583392	-0.0593811	-0.0907387	-0.0496351	-0.0469003	-0.0445632
6191	1.2382	-0.0626086	-0.05891	-0.0599988	-0.0599959	-0.0583376	-0.0593912	-0.0907768	-0.0496464	-0.0468979	-0.0445665
6192	1.2384	-0.0626089	-0.0589115	-0.0599988	-0.0599959	-0.0583361	-0.059401	-0.0908143	-0.0496578	-0.0468955	-0.0445698
6193	1.2386	-0.0626092	-0.058913	-0.0599988	-0.0599959	-0.0583346	-0.0594104	-0.090851	-0.0496693	-0.0468931	-0.0445731
6194	1.2388	-0.0626094	-0.0589145	-0.0599988	-0.0599959	-0.0583331	-0.0594195	-0.0908871	-0.0496809	-0.0468907	-0.0445763
6195	1.239	-0.0626097	-0.058916	-0.0599988	-0.059996	-0.0583305	-0.0594293	-0.0909224	-0.0496926	-0.0468884	-0.0445795
6196	1.2392	-0.06261	-0.0589175	-0.0599988	-0.059996	-0.0583279	-0.0594388	-0.0909571	-0.0497042	-0.0468861	-0.0445826
6197	1.2394	-0.0626102	-0.058919	-0.0599988	-0.059996	-0.0583255	-0.0594479	-0.0909913	-0.0497159	-0.0468839	-0.0445857
6198	1.2396	-0.0626105	-0.0589206	-0.0599988	-0.059996	-0.0583232	-0.0594566	-0.0910249	-0.0497276	-0.0468817	-0.0445888
6199	1.2398	-0.0626107	-0.0589221	-0.0599988	-0.059996	-0.0583209	-0.059465	-0.0910578	-0.0497393	-0.0468795	-0.0445919
6200	1.24	-0.0626109	-0.0589237	-0.0599988	-0.059996	-0.0583175	-0.0594749	-0.09109	-0.0497511	-0.0468773	-0.0445949
6201	1.2402	-0.0626112	-0.0589252	-0.0599988	-0.059996	-0.0583143	-0.0594844	-0.0911219	-0.0497628	-0.0468752	-0.0445979
6202	1.2404	-0.0626114	-0.0589268	-0.0599988	-0.059996	-0.0583112	-0.0594935	-0.0911534	-0.0497745	-0.0468731	-0.0446008
6203	1.2406	-0.0626116	-0.0589284	-0.0599988	-0.059996	-0.0583082	-0.0595023	-0.0911845	-0.0497863	-0.0468711	-0.0446038
6204	1.2408	-0.0626118	-0.05893	-0.0599988	-0.059996	-0.0583054	-0.0595107	-0.091215	-0.049798	-0.046869	-0.0446067
6205	1.241	-0.062612	-0.0589316	-0.0599988	-0.059996	-0.0583018	-0.0595207	-0.0912451	-0.0498097	-0.046867	-0.0446095
6206	1.2412	-0.0626122	-0.0589332	-0.0599988	-0.059996	-0.0582984	-0.0595304	-0.0912749	-0.0498214	-0.046865	-0.0446124
6207	1.2414	-0.0626123	-0.0589348	-0.0599988	-0.059996	-0.0582952	-0.0595397	-0.0913045	-0.0498331	-0.0468631	-0.0446152
6208	1.2416	-0.0626125	-0.0589364	-0.0599988	-0.059996	-0.058292	-0.0595486	-0.0913338	-0.0498447	-0.0468611	-0.044618
6209	1.2418	-0.0626127	-0.058938	-0.0599988	-0.059996	-0.058289	-0.0595572	-0.0913627	-0.0498564	-0.0468592	-0.0446207
6210	1.242	-0.0626128	-0.0589396	-0.0599988	-0.059996	-0.0582859	-0.0595672	-0.0913913	-0.0498681	-0.0468574	-0.0446234
6211	1.2422	-0.062613	-0.0589413	-0.0599988	-0.059996	-0.0582828	-0.0595768	-0.0914197	-0.0498798	-0.0468555	-0.0446261
6212	1.2424	-0.0626132	-0.0589429	-0.0599988	-0.059996	-0.0582799	-0.059586	-0.091448	-0.0498915	-0.0468537	-0.0446288
6213	1.2426	-0.0626133	-0.0589446	-0.0599988	-0.059996	-0.0582771	-0.0595949	-0.091476	-0.0499032	-0.0468518	-0.0446314
6214	1.2428	-0.0626134	-0.0589462	-0.0599988	-0.059996	-0.0582744	-0.0596034	-0.0915037	-0.0499149	-0.0468501	-0.044634
6215	1.243	-0.0626136	-0.0589479	-0.0599988	-0.059996	-0.0582718	-0.0596129	-0.0915312	-0.0499266	-0.0468483	-0.0446366
6216	1.2432	-0.0626137	-0.0589495	-0.0599988	-0.059996	-0.0582694	-0.0596221	-0.0915585	-0.0499383	-0.0468465	-0.0446391
6217	1.2434	-0.0626138	-0.0589512	-0.0599988	-0.059996	-0.058267	-0.0596309	-0.0915856	-0.0499501	-0.0468448	-0.0446417
