TimeSlice	Time	L Knee ext Ia	L Knee flx Ia	L Knee ext Ia IN	L Knee flx Ia IN	L Knee flx Ib	L Knee ext Ib	L Knee MN ext	L Knee MN flx	L Knee MN ext RE	L Knee MN flx RE
10568	2.1136	-0.0611945	-0.0607428	-0.0599986	-0.0599976	-0.06	-0.0581714	-0.0702473	-0.0654382	-0.0458811	-0.0453485
10569	2.1138	-0.0612142	-0.0607226	-0.0599986	-0.0599976	-0.06	-0.0581714	-0.0704852	-0.0652056	-0.0458946	-0.0453341
10570	2.114	-0.0612341	-0.0607022	-0.0599986	-0.0599976	-0.0599997	-0.0581714	-0.0707261	-0.0649727	-0.0459083	-0.0453198
10571	2.1142	-0.0612541	-0.0606817	-0.0599986	-0.0599976	-0.0599994	-0.0581714	-0.07097	-0.0647397	-0.0459221	-0.0453053
10572	2.1144	-0.0612742	-0.0606611	-0.0599986	-0.0599976	-0.0599992	-0.0581714	-0.0712169	-0.0645065	-0.0459361	-0.0452908
10573	2.1146	-0.0612945	-0.0606403	-0.0599986	-0.0599976	-0.0599989	-0.0581714	-0.071467	-0.0642731	-0.0459502	-0.0452762
10574	2.1148	-0.0613149	-0.0606193	-0.0599986	-0.0599976	-0.0599987	-0.0581713	-0.0717201	-0.0640395	-0.0459644	-0.0452616
10575	2.115	-0.0613355	-0.0605982	-0.0599986	-0.0599977	-0.0599978	-0.0581713	-0.0719764	-0.0638057	-0.0459787	-0.0452469
10576	2.1152	-0.0613562	-0.060577	-0.0599986	-0.0599977	-0.059997	-0.0581713	-0.072236	-0.0635717	-0.0459932	-0.0452321
10577	2.1154	-0.061377	-0.0605556	-0.0599986	-0.0599977	-0.0599962	-0.0581713	-0.0724988	-0.0633375	-0.0460079	-0.0452173
10578	2.1156	-0.061398	-0.060534	-0.0599986	-0.0599977	-0.0599955	-0.0581713	-0.072765	-0.0631031	-0.0460226	-0.0452024
10579	2.1158	-0.0614191	-0.0605123	-0.0599986	-0.0599977	-0.0599947	-0.0581713	-0.0730345	-0.0628685	-0.0460376	-0.0451875
10580	2.116	-0.0614403	-0.0604904	-0.0599986	-0.0599977	-0.0599933	-0.0581713	-0.0733074	-0.0626338	-0.0460526	-0.0451725
10581	2.1162	-0.0614617	-0.0604684	-0.0599986	-0.0599977	-0.0599919	-0.0581712	-0.0735838	-0.0623988	-0.0460678	-0.0451574
10582	2.1164	-0.0614833	-0.0604462	-0.0599986	-0.0599977	-0.0599905	-0.0581712	-0.0738637	-0.0621636	-0.0460832	-0.0451423
10583	2.1166	-0.0615049	-0.0604239	-0.0599986	-0.0599977	-0.0599893	-0.0581712	-0.0741472	-0.0619283	-0.0460987	-0.0451271
10584	2.1168	-0.0615267	-0.0604014	-0.0599986	-0.0599977	-0.059988	-0.0581712	-0.0744343	-0.0616927	-0.0461144	-0.0451119
10585	2.117	-0.0615487	-0.0603787	-0.0599986	-0.0599977	-0.0599859	-0.0581712	-0.074725	-0.061457	-0.0461302	-0.0450966
10586	2.1172	-0.0615708	-0.0603559	-0.0599986	-0.0599977	-0.0599838	-0.0581711	-0.0750195	-0.0612211	-0.0461461	-0.0450812
10587	2.1174	-0.061593	-0.0603329	-0.0599986	-0.0599977	-0.0599818	-0.0581711	-0.0753178	-0.0609849	-0.0461623	-0.0450658
10588	2.1176	-0.0616153	-0.0603098	-0.0599986	-0.0599977	-0.0599799	-0.0581711	-0.07562	-0.0607486	-0.0461785	-0.0450503
10589	2.1178	-0.0616378	-0.0602864	-0.0599986	-0.0599977	-0.0599781	-0.058171	-0.075926	-0.0605121	-0.046195	-0.0450348
10590	2.118	-0.0616605	-0.0602629	-0.0599986	-0.0599977	-0.0599752	-0.0581709	-0.076236	-0.0602754	-0.0462116	-0.0450191
10591	2.1182	-0.0616833	-0.0602393	-0.0599986	-0.0599977	-0.0599724	-0.0581709	-0.0765501	-0.0600386	-0.0462284	-0.0450035
10592	2.1184	-0.0617062	-0.0602154	-0.0599986	-0.0599977	-0.0599697	-0.0581708	-0.0768682	-0.0598015	-0.0462453	-0.0449877
10593	2.1186	-0.0617293	-0.0601914	-0.0599986	-0.0599977	-0.0599672	-0.0581707	-0.0771905	-0.0595642	-0.0462624	-0.0449719
10594	2.1188	-0.0617525	-0.0601672	-0.0599986	-0.0599977	-0.0599647	-0.0581706	-0.0775171	-0.0593268	-0.0462797	-0.0449561
10595	2.119	-0.0617758	-0.0601428	-0.0599986	-0.0599977	-0.059961	-0.0581705	-0.0778479	-0.0590893	-0.0462972	-0.0449401
10596	2.1192	-0.0617993	-0.0601183	-0.0599986	-0.0599977	-0.0599573	-0.0581703	-0.0781831	-0.0588515	-0.0463148	-0.0449241
10597	2.1194	-0.061823	-0.0600935	-0.0599986	-0.0599977	-0.0599539	-0.0581702	-0.0785228	-0.0586135	-0.0463327	-0.0449081
10598	2.1196	-0.0618468	-0.0600686	-0.0599986	-0.0599977	-0.0599506	-0.05817	-0.078867	-0.0583753	-0.0463507	-0.0448919
10599	2.1198	-0.0618707	-0.0600435	-0.0599986	-0.0599977	-0.0599474	-0.0581699	-0.0792157	-0.058137	-0.0463689	-0.0448757
10600	2.12	-0.0618948	-0.0600182	-0.0599986	-0.0599977	-0.0599427	-0.0581696	-0.0795691	-0.0578986	-0.0463873	-0.0448594
10601	2.1202	-0.061919	-0.0599927	-0.0599986	-0.0599977	-0.0599382	-0.0581692	-0.0799273	-0.05766	-0.0464058	-0.0448431
10602	2.1204	-0.0619434	-0.059967	-0.0599986	-0.0599977	-0.0599339	-0.0581689	-0.0802908	-0.0574211	-0.0464246	-0.0448267
10603	2.1206	-0.0619682	-0.0599412	-0.0599986	-0.0599977	-0.0599297	-0.0581686	-0.0806612	-0.0571821	-0.0464436	-0.0448102
10604	2.1208	-0.0619933	-0.0599151	-0.0599986	-0.0599977	-0.0599257	-0.0581683	-0.0810383	-0.0569429	-0.0464628	-0.0447937
10605	2.121	-0.0620187	-0.0598888	-0.0599986	-0.0599977	-0.0599201	-0.0581678	-0.0814221	-0.0567036	-0.0464821	-0.044777
10606	2.1212	-0.0620444	-0.0598624	-0.0599986	-0.0599977	-0.0599147	-0.0581672	-0.0818124	-0.0564641	-0.0465018	-0.0447603
10607	2.1214	-0.0620704	-0.0598357	-0.0599986	-0.0599977	-0.0599095	-0.0581667	-0.0822072	-0.0562243	-0.0465216	-0.0447435
10608	2.1216	-0.062095	-0.0598088	-0.0599986	-0.0599977	-0.0599046	-0.0581662	-0.0825823	-0.0559844	-0.0465416	-0.0447267
10609	2.1218	-0.0621183	-0.0597817	-0.0599986	-0.0599977	-0.0598998	-0.0581657	-0.0829386	-0.0557443	-0.0465619	-0.0447098
10610	2.122	-0.0621406	-0.0597544	-0.0599986	-0.0599977	-0.0598931	-0.0581648	-0.0832773	-0.0555042	-0.0465823	-0.0446928
10611	2.1222	-0.0621617	-0.0597269	-0.0599986	-0.0599977	-0.0598868	-0.058164	-0.0835993	-0.0552638	-0.0466029	-0.0446757
10612	2.1224	-0.0621817	-0.0596992	-0.0599986	-0.0599977	-0.0598807	-0.0581632	-0.0839053	-0.0550235	-0.0466235	-0.0446585
10613	2.1226	-0.0622008	-0.0596713	-0.0599986	-0.0599977	-0.0598748	-0.0581624	-0.0841963	-0.0547833	-0.0466443	-0.0446413
10614	2.1228	-0.0622189	-0.0596432	-0.0599986	-0.0599977	-0.0598692	-0.0581616	-0.0844731	-0.0545433	-0.0466651	-0.0446239
10615	2.123	-0.0622361	-0.0596149	-0.0599986	-0.0599977	-0.0598614	-0.0581604	-0.0847364	-0.0543039	-0.046686	-0.0446065
10616	2.1232	-0.0622525	-0.0595865	-0.0599986	-0.0599977	-0.059854	-0.0581592	-0.0849868	-0.0540649	-0.046707	-0.0445891
10617	2.1234	-0.0622681	-0.059558	-0.0599986	-0.0599977	-0.0598469	-0.0581581	-0.0852252	-0.0538265	-0.0467279	-0.0445716
10618	2.1236	-0.0622829	-0.0595293	-0.0599986	-0.0599977	-0.05984	-0.0581571	-0.085452	-0.053589	-0.0467489	-0.044554
10619	2.1238	-0.062297	-0.0595005	-0.0599986	-0.0599977	-0.0598334	-0.058156	-0.085668	-0.0533525	-0.0467699	-0.0445363
10620	2.124	-0.0623104	-0.0594716	-0.0599986	-0.0599977	-0.0598244	-0.0581544	-0.0858737	-0.0531172	-0.0467908	-0.0445186
10621	2.1242	-0.0623232	-0.0594426	-0.0599986	-0.0599977	-0.0598157	-0.0581529	-0.0860697	-0.0528832	-0.0468118	-0.0445009
10622	2.1244	-0.0623354	-0.0594136	-0.0599986	-0.0599977	-0.0598074	-0.0581514	-0.0862563	-0.0526505	-0.0468327	-0.0444831
10623	2.1246	-0.062347	-0.0593845	-0.0599986	-0.0599977	-0.0597994	-0.05815	-0.0864342	-0.0524194	-0.0468535	-0.0444653
10624	2.1248	-0.0623581	-0.0593554	-0.0599986	-0.0599977	-0.0597917	-0.0581487	-0.0866038	-0.0521901	-0.0468743	-0.0444474
10625	2.125	-0.0623686	-0.0593262	-0.0599986	-0.0599977	-0.0597813	-0.0581467	-0.0867655	-0.0519627	-0.046895	-0.0444295
10626	2.1252	-0.0623786	-0.0592971	-0.0599986	-0.0599977	-0.0597713	-0.0581448	-0.0869197	-0.0517372	-0.0469156	-0.0444116
10627	2.1254	-0.0623882	-0.0592679	-0.0599986	-0.0599977	-0.0597616	-0.0581429	-0.0870668	-0.0515137	-0.0469362	-0.0443937
10628	2.1256	-0.0623974	-0.0592388	-0.0599986	-0.0599977	-0.0597523	-0.0581412	-0.0872072	-0.0512924	-0.0469567	-0.0443758
10629	2.1258	-0.0624061	-0.0592098	-0.0599986	-0.0599977	-0.0597434	-0.0581395	-0.0873412	-0.0510735	-0.046977	-0.0443578
10630	2.126	-0.0624144	-0.0591808	-0.0599986	-0.0599977	-0.0597314	-0.0581371	-0.0874692	-0.050857	-0.0469973	-0.0443399
10631	2.1262	-0.0624224	-0.0591519	-0.0599986	-0.0599977	-0.0597199	-0.0581347	-0.0875914	-0.0506428	-0.0470175	-0.044322
10632	2.1264	-0.06243	-0.0591231	-0.0599986	-0.0599977	-0.0597088	-0.0581325	-0.0877082	-0.0504312	-0.0470375	-0.044304
10633	2.1266	-0.0624373	-0.0590944	-0.0599986	-0.0599977	-0.0596981	-0.0581304	-0.0878198	-0.0502221	-0.0470575	-0.0442861
10634	2.1268	-0.0624443	-0.0590658	-0.0599986	-0.0599977	-0.0596878	-0.0581284	-0.0879265	-0.0500158	-0.0470773	-0.0442682
10635	2.127	-0.0624509	-0.0590374	-0.0599986	-0.0599977	-0.0596742	-0.0581255	-0.0880285	-0.0498123	-0.047097	-0.0442504
10636	2.1272	-0.0624573	-0.0590091	-0.0599986	-0.0599977	-0.059661	-0.0581228	-0.0881261	-0.0496114	-0.0471165	-0.0442326
10637	2.1274	-0.0624634	-0.058981	-0.0599986	-0.0599977	-0.0596484	-0.0581202	-0.0882195	-0.0494133	-0.047136	-0.0442148
10638	2.1276	-0.0624692	-0.058953	-0.0599986	-0.0599977	-0.0596363	-0.0581177	-0.0883089	-0.049218	-0.0471553	-0.044197
10639	2.1278	-0.0624748	-0.0589252	-0.0599986	-0.0599977	-0.0596246	-0.0581153	-0.0883945	-0.0490257	-0.0471744	-0.0441793
10640	2.128	-0.0624802	-0.0588977	-0.0599986	-0.0599977	-0.0596093	-0.0581121	-0.0884765	-0.0488364	-0.0471934	-0.0441617
10641	2.1282	-0.0624854	-0.0588703	-0.0599986	-0.0599977	-0.0595947	-0.058109	-0.0885551	-0.0486498	-0.0472123	-0.0441441
10642	2.1284	-0.0624903	-0.0588432	-0.0599986	-0.0599977	-0.0595806	-0.058106	-0.0886303	-0.0484661	-0.047231	-0.0441266
10643	2.1286	-0.0624951	-0.0588162	-0.0599986	-0.0599977	-0.059567	-0.0581031	-0.0887025	-0.0482853	-0.0472496	-0.0441092
10644	2.1288	-0.0624996	-0.0587895	-0.0599986	-0.0599977	-0.059554	-0.0581003	-0.0887716	-0.0481076	-0.047268	-0.0440918
10645	2.129	-0.062504	-0.0587631	-0.0599986	-0.0599977	-0.0595372	-0.0580966	-0.088838	-0.0479328	-0.0472863	-0.0440745
10646	2.1292	-0.0625082	-0.0587369	-0.0599986	-0.0599977	-0.0595212	-0.0580931	-0.0889017	-0.0477609	-0.0473044	-0.0440573
10647	2.1294	-0.0625123	-0.0587109	-0.0599986	-0.0599977	-0.0595057	-0.0580897	-0.0889628	-0.0475919	-0.0473224	-0.0440402
10648	2.1296	-0.0625162	-0.0586853	-0.0599986	-0.0599977	-0.0594909	-0.0580864	-0.0890214	-0.0474257	-0.0473402	-0.0440231
10649	2.1298	-0.0625199	-0.0586599	-0.0599986	-0.0599977	-0.0594766	-0.0580832	-0.0890777	-0.0472626	-0.0473578	-0.0440062
10650	2.13	-0.0625235	-0.0586347	-0.0599986	-0.0599977	-0.0594587	-0.0580791	-0.0891318	-0.0471024	-0.0473753	-0.0439894
10651	2.1302	-0.062527	-0.0586099	-0.0599986	-0.0599977	-0.0594415	-0.0580751	-0.0891837	-0.046945	-0.0473926	-0.0439726
10652	2.1304	-0.0625303	-0.0585853	-0.0599986	-0.0599977	-0.0594249	-0.0580713	-0.0892336	-0.0467904	-0.0474098	-0.043956
10653	2.1306	-0.0625335	-0.058561	-0.0599986	-0.0599977	-0.059409	-0.0580676	-0.0892816	-0.0466386	-0.0474268	-0.0439395
10654	2.1308	-0.0625367	-0.0585371	-0.0599986	-0.0599977	-0.0593937	-0.0580641	-0.0893276	-0.0464897	-0.0474436	-0.0439231
10655	2.131	-0.0625396	-0.0585134	-0.0599986	-0.0599978	-0.059375	-0.0580595	-0.089372	-0.0463437	-0.0474603	-0.0439068
10656	2.1312	-0.0625425	-0.05849	-0.0599986	-0.0599978	-0.0593569	-0.0580551	-0.0894146	-0.0462003	-0.0474768	-0.0438906
10657	2.1314	-0.0625453	-0.058467	-0.0599986	-0.0599978	-0.0593396	-0.0580509	-0.0894555	-0.0460596	-0.0474932	-0.0438745
10658	2.1316	-0.062548	-0.0584442	-0.0599986	-0.0599978	-0.0593229	-0.0580468	-0.0894949	-0.0459216	-0.0475093	-0.0438586
10659	2.1318	-0.0625506	-0.0584218	-0.0599986	-0.0599978	-0.0593069	-0.0580429	-0.0895328	-0.0457864	-0.0475253	-0.0438428
10660	2.132	-0.0625531	-0.0583997	-0.0599986	-0.0599978	-0.0592877	-0.0580379	-0.0895693	-0.045654	-0.0475412	-0.0438271
10661	2.1322	-0.0625555	-0.0583779	-0.0599986	-0.0599978	-0.0592692	-0.0580331	-0.0896043	-0.045524	-0.0475568	-0.0438116
10662	2.1324	-0.0625579	-0.0583564	-0.0599986	-0.0599978	-0.0592514	-0.0580285	-0.089638	-0.0453966	-0.0475723	-0.0437962
10663	2.1326	-0.0625601	-0.0583352	-0.0599986	-0.0599978	-0.0592343	-0.0580241	-0.0896704	-0.0452718	-0.0475877	-0.0437809
10664	2.1328	-0.0625623	-0.0583144	-0.0599986	-0.0599978	-0.0592179	-0.0580198	-0.0897016	-0.0451496	-0.0476028	-0.0437658
10665	2.133	-0.0625644	-0.0582939	-0.0599986	-0.0599978	-0.0591985	-0.0580144	-0.0897317	-0.04503	-0.0476178	-0.0437508
10666	2.1332	-0.0625664	-0.0582737	-0.0599986	-0.0599978	-0.05918	-0.0580091	-0.0897606	-0.0449128	-0.0476327	-0.0437359
10667	2.1334	-0.0625684	-0.0582538	-0.0599986	-0.0599978	-0.0591621	-0.0580041	-0.0897883	-0.0447979	-0.0476473	-0.0437212
10668	2.1336	-0.0625703	-0.0582343	-0.0599986	-0.0599978	-0.059145	-0.0579993	-0.089815	-0.0446856	-0.0476618	-0.0437067
10669	2.1338	-0.0625721	-0.0582151	-0.0599986	-0.0599978	-0.0591285	-0.0579947	-0.0898407	-0.0445756	-0.0476761	-0.0436922
10670	2.134	-0.0625739	-0.0581962	-0.0599986	-0.0599978	-0.0591095	-0.0579888	-0.0898655	-0.0444681	-0.0476903	-0.043678
10671	2.1342	-0.0625756	-0.0581776	-0.0599985	-0.0599978	-0.0590912	-0.0579832	-0.0898892	-0.0443629	-0.0477042	-0.0436638
10672	2.1344	-0.0625773	-0.0581594	-0.0599985	-0.0599978	-0.0590737	-0.0579778	-0.089912	-0.0442599	-0.047718	-0.0436499
10673	2.1346	-0.0625789	-0.0581414	-0.0599985	-0.0599978	-0.0590569	-0.0579726	-0.0899339	-0.0441592	-0.0477317	-0.043636
10674	2.1348	-0.0625804	-0.0581239	-0.0599985	-0.0599978	-0.0590407	-0.0579676	-0.0899549	-0.0440608	-0.0477452	-0.0436224
10675	2.135	-0.0625819	-0.0581066	-0.0599985	-0.0599978	-0.0590225	-0.0579613	-0.0899752	-0.0439647	-0.0477585	-0.0436089
10676	2.1352	-0.0625834	-0.0580896	-0.0599985	-0.0599978	-0.059005	-0.0579553	-0.0899946	-0.0438707	-0.0477716	-0.0435955
10677	2.1354	-0.0625848	-0.058073	-0.0599985	-0.0599978	-0.0589882	-0.0579495	-0.0900132	-0.0437788	-0.0477846	-0.0435823
10678	2.1356	-0.0625861	-0.0580567	-0.0599985	-0.0599978	-0.058972	-0.0579439	-0.090031	-0.0436891	-0.0477973	-0.0435693
10679	2.1358	-0.0625874	-0.0580407	-0.0599985	-0.0599978	-0.0589565	-0.0579386	-0.0900481	-0.0436016	-0.04781	-0.0435564
10680	2.136	-0.0625887	-0.058025	-0.0599985	-0.0599978	-0.0589394	-0.0579319	-0.0900645	-0.0435162	-0.0478224	-0.0435436
10681	2.1362	-0.0625899	-0.0580097	-0.0599985	-0.0599978	-0.058923	-0.0579254	-0.0900802	-0.0434328	-0.0478347	-0.0435311
10682	2.1364	-0.0625911	-0.0579947	-0.0599985	-0.0599978	-0.0589073	-0.0579193	-0.0900951	-0.0433514	-0.0478468	-0.0435186
10683	2.1366	-0.0625922	-0.0579799	-0.0599985	-0.0599979	-0.0588922	-0.0579133	-0.0901094	-0.043272	-0.0478588	-0.0435064
10684	2.1368	-0.0625933	-0.0579655	-0.0599985	-0.0599979	-0.0588776	-0.0579076	-0.090123	-0.0431947	-0.0478706	-0.0434943
10685	2.137	-0.0625944	-0.0579514	-0.0599985	-0.0599979	-0.0588621	-0.0579005	-0.0901361	-0.0431193	-0.0478822	-0.0434823
10686	2.1372	-0.0625954	-0.0579376	-0.0599985	-0.0599979	-0.0588472	-0.0578937	-0.0901485	-0.0430459	-0.0478937	-0.0434706
10687	2.1374	-0.0625964	-0.0579241	-0.0599985	-0.0599979	-0.0588328	-0.0578871	-0.0901603	-0.0429743	-0.047905	-0.043459
10688	2.1376	-0.0625973	-0.0579109	-0.0599985	-0.0599979	-0.058819	-0.0578808	-0.0901715	-0.0429047	-0.0479161	-0.0434475
10689	2.1378	-0.0625982	-0.0578981	-0.0599985	-0.0599979	-0.0588058	-0.0578748	-0.0901821	-0.0428369	-0.047927	-0.0434362
10690	2.138	-0.0625991	-0.0578855	-0.0599985	-0.0599979	-0.0587921	-0.0578673	-0.0901922	-0.0427711	-0.0479378	-0.0434251
10691	2.1382	-0.0625999	-0.0578732	-0.0599985	-0.0599979	-0.0587789	-0.0578601	-0.0902018	-0.042707	-0.0479485	-0.0434141
10692	2.1384	-0.0626007	-0.0578612	-0.0599985	-0.0599979	-0.0587662	-0.0578532	-0.0902107	-0.0426447	-0.047959	-0.0434033
10693	2.1386	-0.0626015	-0.0578495	-0.0599985	-0.0599979	-0.058754	-0.0578466	-0.0902191	-0.0425842	-0.0479693	-0.0433926
10694	2.1388	-0.0626023	-0.0578381	-0.0599985	-0.0599979	-0.0587423	-0.0578402	-0.0902271	-0.0425255	-0.0479794	-0.0433821
10695	2.139	-0.062603	-0.057827	-0.0599985	-0.0599979	-0.0587306	-0.0578324	-0.0902345	-0.0424686	-0.0479894	-0.0433718
10696	2.1392	-0.0626037	-0.0578162	-0.0599985	-0.0599979	-0.0587194	-0.0578249	-0.0902415	-0.0424133	-0.0479992	-0.0433617
10697	2.1394	-0.0626043	-0.0578057	-0.0599985	-0.0599979	-0.0587086	-0.0578176	-0.0902479	-0.0423598	-0.0480089	-0.0433516
10698	2.1396	-0.062605	-0.0577954	-0.0599985	-0.0599979	-0.0586983	-0.0578107	-0.0902538	-0.0423079	-0.0480184	-0.0433418
10699	2.1398	-0.0626056	-0.0577855	-0.0599985	-0.0599979	-0.0586883	-0.057804	-0.0902594	-0.0422577	-0.0480277	-0.0433321
10700	2.14	-0.0626061	-0.0577758	-0.0599985	-0.0599979	-0.0586789	-0.0577959	-0.0902645	-0.0422092	-0.0480369	-0.0433226
10701	2.1402	-0.0626067	-0.0577664	-0.0599985	-0.0599979	-0.0586698	-0.0577881	-0.0902691	-0.0421623	-0.0480459	-0.0433132
10702	2.1404	-0.0626072	-0.0577572	-0.0599985	-0.0599979	-0.0586611	-0.0577806	-0.0902732	-0.042117	-0.0480548	-0.043304
10703	2.1406	-0.0626077	-0.0577484	-0.0599985	-0.0599979	-0.0586527	-0.0577734	-0.0902769	-0.0420733	-0.0480635	-0.043295
10704	2.1408	-0.0626082	-0.0577398	-0.0599985	-0.0599979	-0.0586447	-0.0577664	-0.0902802	-0.0420311	-0.0480721	-0.0432861
10705	2.141	-0.0626086	-0.0577315	-0.0599985	-0.0599979	-0.0586376	-0.057758	-0.0902832	-0.0419905	-0.0480805	-0.0432773
10706	2.1412	-0.062609	-0.0577234	-0.0599985	-0.0599979	-0.0586308	-0.05775	-0.0902857	-0.0419515	-0.0480887	-0.0432688
10707	2.1414	-0.0626094	-0.0577156	-0.0599985	-0.0599979	-0.0586243	-0.0577422	-0.0902878	-0.041914	-0.0480968	-0.0432604
10708	2.1416	-0.0626098	-0.0577081	-0.0599985	-0.0599979	-0.058618	-0.0577348	-0.0902894	-0.041878	-0.0481047	-0.0432521
10709	2.1418	-0.0626102	-0.0577009	-0.0599985	-0.0599979	-0.058612	-0.0577276	-0.0902908	-0.0418434	-0.0481125	-0.043244
10710	2.142	-0.0626105	-0.0576939	-0.0599985	-0.0599979	-0.0586073	-0.057719	-0.0902918	-0.0418104	-0.0481202	-0.0432361
10711	2.1422	-0.0626108	-0.0576871	-0.0599985	-0.0599979	-0.0586028	-0.0577107	-0.0902923	-0.0417788	-0.0481276	-0.0432283
10712	2.1424	-0.0626111	-0.0576806	-0.0599985	-0.0599979	-0.0585985	-0.0577028	-0.0902925	-0.0417486	-0.048135	-0.0432206
10713	2.1426	-0.0626113	-0.0576744	-0.0599985	-0.0599979	-0.0585944	-0.0576952	-0.0902924	-0.0417199	-0.0481422	-0.0432132
10714	2.1428	-0.0626116	-0.0576684	-0.0599985	-0.0599979	-0.0585904	-0.0576878	-0.0902919	-0.0416925	-0.0481492	-0.0432058
10715	2.143	-0.0626118	-0.0576626	-0.0599985	-0.0599979	-0.0585882	-0.0576791	-0.0902911	-0.0416665	-0.0481561	-0.0431987
10716	2.1432	-0.062612	-0.0576571	-0.0599985	-0.0599979	-0.0585861	-0.0576706	-0.0902899	-0.041642	-0.0481628	-0.0431916
10717	2.1434	-0.0626122	-0.0576519	-0.0599985	-0.0599979	-0.0585841	-0.0576626	-0.0902884	-0.0416188	-0.0481694	-0.0431848
10718	2.1436	-0.0626124	-0.0576469	-0.0599985	-0.0599979	-0.0585821	-0.0576548	-0.0902866	-0.0415969	-0.0481758	-0.0431781
10719	2.1438	-0.0626125	-0.0576421	-0.0599985	-0.0599979	-0.0585802	-0.0576473	-0.0902844	-0.0415764	-0.0481821	-0.0431715
10720	2.144	-0.0626126	-0.0576375	-0.0599985	-0.0599979	-0.0585805	-0.0576385	-0.090282	-0.0415571	-0.0481883	-0.0431651
10721	2.1442	-0.0626127	-0.0576332	-0.0599985	-0.0599979	-0.0585807	-0.05763	-0.0902793	-0.0415392	-0.0481943	-0.0431588
10722	2.1444	-0.0626128	-0.0576291	-0.0599985	-0.0599979	-0.0585809	-0.0576218	-0.0902762	-0.0415226	-0.0482002	-0.0431527
10723	2.1446	-0.0626129	-0.0576253	-0.0599985	-0.0599979	-0.0585811	-0.057614	-0.0902729	-0.0415073	-0.0482059	-0.0431467
10724	2.1448	-0.062613	-0.0576217	-0.0599985	-0.0599979	-0.0585812	-0.0576064	-0.0902692	-0.0414932	-0.0482115	-0.0431409
10725	2.145	-0.062613	-0.0576183	-0.0599985	-0.0599979	-0.0585838	-0.0575976	-0.0902654	-0.0414802	-0.0482169	-0.0431352
10726	2.1452	-0.062613	-0.0576151	-0.0599985	-0.0599979	-0.0585863	-0.057589	-0.0902612	-0.0414686	-0.0482222	-0.0431297
10727	2.1454	-0.062613	-0.0576121	-0.0599985	-0.0599979	-0.0585887	-0.0575808	-0.0902567	-0.0414583	-0.0482274	-0.0431243
10728	2.1456	-0.062613	-0.0576094	-0.0599985	-0.0599979	-0.058591	-0.057573	-0.090252	-0.0414491	-0.0482324	-0.0431191
10729	2.1458	-0.062613	-0.0576069	-0.0599985	-0.0599979	-0.0585932	-0.0575654	-0.0902471	-0.0414411	-0.0482373	-0.043114
10730	2.146	-0.0626129	-0.0576046	-0.0599985	-0.0599979	-0.0585981	-0.0575565	-0.0902419	-0.0414342	-0.048242	-0.043109
10731	2.1462	-0.0626129	-0.0576025	-0.0599985	-0.0599979	-0.0586028	-0.057548	-0.0902364	-0.0414285	-0.0482467	-0.0431042
10732	2.1464	-0.0626128	-0.0576006	-0.0599985	-0.0599979	-0.0586073	-0.0575399	-0.0902307	-0.0414241	-0.0482511	-0.0430995
10733	2.1466	-0.0626127	-0.0575989	-0.0599985	-0.0599979	-0.0586116	-0.057532	-0.0902248	-0.0414207	-0.0482555	-0.043095
10734	2.1468	-0.0626126	-0.0575974	-0.0599985	-0.0599979	-0.0586158	-0.0575245	-0.0902186	-0.0414185	-0.0482597	-0.0430906
10735	2.147	-0.0626125	-0.0575961	-0.0599985	-0.0599979	-0.0586228	-0.0575158	-0.0902123	-0.0414173	-0.0482638	-0.0430864
10736	2.1472	-0.0626124	-0.0575951	-0.0599985	-0.0599979	-0.0586296	-0.0575074	-0.0902057	-0.0414173	-0.0482677	-0.0430822
10737	2.1474	-0.0626122	-0.0575942	-0.0599984	-0.0599979	-0.0586361	-0.0574993	-0.0901989	-0.0414184	-0.0482716	-0.0430783
10738	2.1476	-0.062612	-0.0575935	-0.0599984	-0.0599979	-0.0586423	-0.0574916	-0.0901918	-0.0414205	-0.0482753	-0.0430744
10739	2.1478	-0.0626119	-0.057593	-0.0599984	-0.0599979	-0.0586484	-0.0574841	-0.0901846	-0.0414237	-0.0482788	-0.0430707
10740	2.148	-0.0626117	-0.0575927	-0.0599984	-0.0599979	-0.0586574	-0.0574756	-0.0901773	-0.0414279	-0.0482823	-0.0430671
10741	2.1482	-0.0626115	-0.0575926	-0.0599984	-0.0599979	-0.0586662	-0.0574674	-0.0901697	-0.0414332	-0.0482856	-0.0430637
10742	2.1484	-0.0626113	-0.0575927	-0.0599984	-0.0599979	-0.0586745	-0.0574595	-0.0901619	-0.0414396	-0.0482888	-0.0430604
10743	2.1486	-0.0626111	-0.0575929	-0.0599984	-0.0599979	-0.0586826	-0.0574519	-0.0901539	-0.041447	-0.0482918	-0.0430572
10744	2.1488	-0.0626108	-0.0575934	-0.0599984	-0.0599979	-0.0586903	-0.0574446	-0.0901458	-0.0414554	-0.0482948	-0.0430542
10745	2.149	-0.0626106	-0.057594	-0.0599984	-0.0599979	-0.0587013	-0.0574362	-0.0901375	-0.0414646	-0.0482976	-0.0430513
10746	2.1492	-0.0626103	-0.0575948	-0.0599984	-0.0599979	-0.0587118	-0.0574282	-0.0901291	-0.041475	-0.0483003	-0.0430485
10747	2.1494	-0.06261	-0.0575958	-0.0599984	-0.0599979	-0.0587219	-0.0574206	-0.0901204	-0.0414863	-0.0483029	-0.0430458
