TimeSlice	Time	L Knee ext Ia	L Knee flx Ia	L Knee ext Ia IN	L Knee flx Ia IN	L Knee flx Ib	L Knee ext Ib	L Knee MN ext	L Knee MN flx	L Knee MN ext RE	L Knee MN flx RE
7018	1.4036	-0.0582508	-0.06253	-0.0599985	-0.0599976	-0.059618	-0.0581635	-0.0447105	-0.092674	-0.043322	-0.0481487
7019	1.4038	-0.0582444	-0.0625302	-0.0599985	-0.0599976	-0.0596174	-0.0581643	-0.04468	-0.0926861	-0.0433149	-0.0481558
7020	1.404	-0.0582382	-0.0625304	-0.0599985	-0.0599976	-0.0596158	-0.0581655	-0.0446506	-0.0926977	-0.0433079	-0.0481629
7021	1.4042	-0.0582323	-0.0625306	-0.0599985	-0.0599976	-0.0596143	-0.0581665	-0.0446224	-0.0927087	-0.043301	-0.0481698
7022	1.4044	-0.0582265	-0.0625308	-0.0599985	-0.0599976	-0.0596129	-0.0581676	-0.0445953	-0.0927191	-0.0432942	-0.0481766
7023	1.4046	-0.058221	-0.062531	-0.0599985	-0.0599976	-0.0596115	-0.0581686	-0.0445693	-0.0927291	-0.0432876	-0.0481833
7024	1.4048	-0.0582156	-0.0625311	-0.0599985	-0.0599976	-0.0596101	-0.0581696	-0.0445443	-0.0927385	-0.0432811	-0.0481898
7025	1.405	-0.0582105	-0.0625313	-0.0599985	-0.0599976	-0.0596078	-0.0581709	-0.0445205	-0.0927474	-0.0432747	-0.0481962
7026	1.4052	-0.0582055	-0.0625314	-0.0599985	-0.0599976	-0.0596055	-0.0581722	-0.0444976	-0.0927558	-0.0432685	-0.0482025
7027	1.4054	-0.0582008	-0.0625315	-0.0599985	-0.0599976	-0.0596034	-0.0581734	-0.0444759	-0.0927636	-0.0432623	-0.0482086
7028	1.4056	-0.0581962	-0.0625316	-0.0599985	-0.0599976	-0.0596013	-0.0581746	-0.0444551	-0.0927708	-0.0432564	-0.0482146
7029	1.4058	-0.0581919	-0.0625317	-0.0599985	-0.0599976	-0.0595993	-0.0581758	-0.0444354	-0.0927776	-0.0432505	-0.0482205
7030	1.406	-0.0581877	-0.0625317	-0.0599985	-0.0599976	-0.0595961	-0.0581775	-0.0444167	-0.0927839	-0.0432448	-0.0482263
7031	1.4062	-0.0581837	-0.0625318	-0.0599985	-0.0599976	-0.0595931	-0.0581792	-0.0443989	-0.0927895	-0.0432392	-0.0482319
7032	1.4064	-0.0581799	-0.0625318	-0.0599985	-0.0599976	-0.0595902	-0.0581809	-0.0443821	-0.0927946	-0.0432337	-0.0482374
7033	1.4066	-0.0581762	-0.0625318	-0.0599985	-0.0599976	-0.0595875	-0.0581824	-0.0443663	-0.0927992	-0.0432283	-0.0482428
7034	1.4068	-0.0581728	-0.0625318	-0.0599985	-0.0599976	-0.0595848	-0.0581839	-0.0443515	-0.0928033	-0.0432231	-0.0482481
7035	1.407	-0.0581695	-0.0625318	-0.0599985	-0.0599976	-0.0595801	-0.058186	-0.0443375	-0.0928069	-0.043218	-0.0482532
7036	1.4072	-0.0581664	-0.0625318	-0.0599985	-0.0599975	-0.0595756	-0.0581879	-0.0443245	-0.0928097	-0.043213	-0.0482583
7037	1.4074	-0.0581634	-0.0625317	-0.0599985	-0.0599975	-0.0595713	-0.0581898	-0.0443124	-0.0928119	-0.0432082	-0.0482631
7038	1.4076	-0.0581607	-0.0625317	-0.0599985	-0.0599975	-0.0595671	-0.0581916	-0.0443012	-0.0928134	-0.0432034	-0.0482679
7039	1.4078	-0.0581581	-0.0625316	-0.0599985	-0.0599975	-0.0595631	-0.0581934	-0.0442909	-0.0928144	-0.0431988	-0.0482725
7040	1.408	-0.0581557	-0.0625316	-0.0599986	-0.0599975	-0.0595574	-0.0581956	-0.0442815	-0.0928148	-0.0431943	-0.0482771
7041	1.4082	-0.0581534	-0.0625315	-0.0599986	-0.0599975	-0.0595519	-0.0581978	-0.0442729	-0.0928145	-0.04319	-0.0482815
7042	1.4084	-0.0581513	-0.0625314	-0.0599986	-0.0599975	-0.0595466	-0.0581998	-0.0442651	-0.0928135	-0.0431857	-0.0482857
7043	1.4086	-0.0581493	-0.0625313	-0.0599986	-0.0599975	-0.0595416	-0.0582018	-0.0442582	-0.0928118	-0.0431816	-0.0482899
7044	1.4088	-0.0581475	-0.0625311	-0.0599986	-0.0599975	-0.0595367	-0.0582037	-0.0442521	-0.0928095	-0.0431776	-0.0482939
7045	1.409	-0.0581459	-0.062531	-0.0599986	-0.0599975	-0.0595302	-0.0582061	-0.0442469	-0.0928068	-0.0431737	-0.0482978
7046	1.4092	-0.0581444	-0.0625309	-0.0599986	-0.0599975	-0.0595239	-0.0582085	-0.0442424	-0.0928033	-0.04317	-0.0483016
7047	1.4094	-0.0581431	-0.0625307	-0.0599986	-0.0599975	-0.0595179	-0.0582107	-0.0442387	-0.0927991	-0.0431663	-0.0483052
7048	1.4096	-0.0581419	-0.0625306	-0.0599986	-0.0599975	-0.0595122	-0.0582128	-0.0442358	-0.0927943	-0.0431628	-0.0483088
7049	1.4098	-0.0581409	-0.0625304	-0.0599986	-0.0599975	-0.0595066	-0.0582149	-0.0442336	-0.0927889	-0.0431594	-0.0483122
7050	1.41	-0.05814	-0.0625302	-0.0599986	-0.0599975	-0.0594995	-0.0582174	-0.0442322	-0.0927831	-0.0431561	-0.0483155
7051	1.4102	-0.0581393	-0.06253	-0.0599986	-0.0599975	-0.0594927	-0.0582198	-0.0442316	-0.0927766	-0.0431529	-0.0483186
7052	1.4104	-0.0581387	-0.0625298	-0.0599986	-0.0599975	-0.0594861	-0.0582222	-0.0442316	-0.0927695	-0.0431498	-0.0483217
7053	1.4106	-0.0581382	-0.0625296	-0.0599986	-0.0599975	-0.0594798	-0.0582244	-0.0442324	-0.0927618	-0.0431469	-0.0483246
7054	1.4108	-0.0581379	-0.0625294	-0.0599986	-0.0599975	-0.0594737	-0.0582266	-0.0442339	-0.0927536	-0.0431441	-0.0483274
7055	1.411	-0.0581377	-0.0625292	-0.0599986	-0.0599975	-0.0594661	-0.0582292	-0.0442361	-0.092745	-0.0431413	-0.0483301
7056	1.4112	-0.0581376	-0.062529	-0.0599986	-0.0599974	-0.0594588	-0.0582317	-0.044239	-0.0927358	-0.0431387	-0.0483327
7057	1.4114	-0.0581377	-0.0625288	-0.0599986	-0.0599974	-0.0594518	-0.0582342	-0.0442426	-0.0927259	-0.0431363	-0.0483351
7058	1.4116	-0.0581379	-0.0625285	-0.0599986	-0.0599974	-0.0594451	-0.0582365	-0.0442468	-0.0927156	-0.0431339	-0.0483375
7059	1.4118	-0.0581382	-0.0625283	-0.0599986	-0.0599974	-0.0594386	-0.0582387	-0.0442517	-0.0927048	-0.0431316	-0.0483397
7060	1.412	-0.0581387	-0.062528	-0.0599986	-0.0599974	-0.0594307	-0.0582414	-0.0442573	-0.0926937	-0.0431295	-0.0483418
7061	1.4122	-0.0581392	-0.0625278	-0.0599986	-0.0599974	-0.0594231	-0.0582441	-0.0442634	-0.092682	-0.0431274	-0.0483438
7062	1.4124	-0.0581399	-0.0625275	-0.0599986	-0.0599974	-0.0594157	-0.0582466	-0.0442703	-0.0926698	-0.0431255	-0.0483457
7063	1.4126	-0.0581408	-0.0625272	-0.0599986	-0.0599974	-0.0594087	-0.058249	-0.0442777	-0.0926571	-0.0431237	-0.0483474
7064	1.4128	-0.0581417	-0.062527	-0.0599986	-0.0599974	-0.0594019	-0.0582513	-0.0442858	-0.0926441	-0.043122	-0.048349
7065	1.413	-0.0581427	-0.0625267	-0.0599986	-0.0599974	-0.0593937	-0.058254	-0.0442944	-0.0926307	-0.0431204	-0.0483506
7066	1.4132	-0.0581439	-0.0625264	-0.0599986	-0.0599974	-0.0593858	-0.0582567	-0.0443036	-0.0926168	-0.0431189	-0.048352
7067	1.4134	-0.0581452	-0.0625261	-0.0599986	-0.0599974	-0.0593782	-0.0582593	-0.0443135	-0.0926024	-0.0431175	-0.0483533
7068	1.4136	-0.0581466	-0.0625258	-0.0599986	-0.0599974	-0.0593709	-0.0582617	-0.0443239	-0.0925877	-0.0431162	-0.0483545
7069	1.4138	-0.0581481	-0.0625255	-0.0599986	-0.0599974	-0.0593639	-0.0582641	-0.0443348	-0.0925727	-0.043115	-0.0483555
7070	1.414	-0.0581497	-0.0625252	-0.0599986	-0.0599974	-0.0593555	-0.0582669	-0.0443463	-0.0925573	-0.043114	-0.0483565
7071	1.4142	-0.0581514	-0.0625249	-0.0599986	-0.0599974	-0.0593474	-0.0582696	-0.0443584	-0.0925416	-0.043113	-0.0483574
7072	1.4144	-0.0581532	-0.0625246	-0.0599986	-0.0599974	-0.0593397	-0.0582722	-0.044371	-0.0925254	-0.0431122	-0.0483581
7073	1.4146	-0.0581551	-0.0625243	-0.0599986	-0.0599973	-0.0593322	-0.0582747	-0.0443841	-0.0925089	-0.0431114	-0.0483588
7074	1.4148	-0.0581571	-0.062524	-0.0599986	-0.0599973	-0.0593251	-0.0582771	-0.0443978	-0.0924921	-0.0431108	-0.0483593
7075	1.415	-0.0581592	-0.0625237	-0.0599986	-0.0599973	-0.0593166	-0.05828	-0.0444119	-0.0924751	-0.0431102	-0.0483597
7076	1.4152	-0.0581614	-0.0625234	-0.0599986	-0.0599973	-0.0593084	-0.0582827	-0.0444266	-0.0924577	-0.0431098	-0.04836
7077	1.4154	-0.0581637	-0.0625231	-0.0599986	-0.0599973	-0.0593005	-0.0582853	-0.0444418	-0.0924399	-0.0431094	-0.0483603
7078	1.4156	-0.0581661	-0.0625227	-0.0599986	-0.0599973	-0.059293	-0.0582878	-0.0444574	-0.0924219	-0.0431092	-0.0483604
7079	1.4158	-0.0581686	-0.0625224	-0.0599986	-0.0599973	-0.0592858	-0.0582902	-0.0444736	-0.0924036	-0.043109	-0.0483604
7080	1.416	-0.0581711	-0.0625221	-0.0599986	-0.0599973	-0.0592772	-0.0582931	-0.0444902	-0.0923852	-0.043109	-0.0483603
7081	1.4162	-0.0581738	-0.0625218	-0.0599986	-0.0599973	-0.059269	-0.0582958	-0.0445072	-0.0923664	-0.0431091	-0.0483601
7082	1.4164	-0.0581765	-0.0625215	-0.0599986	-0.0599973	-0.0592611	-0.0582984	-0.0445248	-0.0923473	-0.0431092	-0.0483598
7083	1.4166	-0.0581794	-0.0625211	-0.0599986	-0.0599973	-0.0592536	-0.058301	-0.0445427	-0.092328	-0.0431095	-0.0483594
7084	1.4168	-0.0581823	-0.0625208	-0.0599986	-0.0599973	-0.0592463	-0.0583034	-0.0445611	-0.0923086	-0.0431098	-0.0483589
7085	1.417	-0.0581852	-0.0625205	-0.0599986	-0.0599973	-0.0592378	-0.0583062	-0.04458	-0.092289	-0.0431103	-0.0483583
7086	1.4172	-0.0581883	-0.0625201	-0.0599986	-0.0599973	-0.0592296	-0.058309	-0.0445992	-0.0922691	-0.0431108	-0.0483576
7087	1.4174	-0.0581915	-0.0625198	-0.0599986	-0.0599973	-0.0592217	-0.0583116	-0.0446189	-0.0922489	-0.0431114	-0.0483568
7088	1.4176	-0.0581947	-0.0625195	-0.0599986	-0.0599973	-0.0592142	-0.0583141	-0.044639	-0.0922286	-0.0431122	-0.0483559
7089	1.4178	-0.058198	-0.0625191	-0.0599986	-0.0599973	-0.0592069	-0.0583165	-0.0446595	-0.0922081	-0.043113	-0.0483549
7090	1.418	-0.0582013	-0.0625188	-0.0599986	-0.0599972	-0.0591985	-0.0583194	-0.0446804	-0.0921876	-0.0431139	-0.0483538
7091	1.4182	-0.0582048	-0.0625185	-0.0599986	-0.0599972	-0.0591904	-0.0583221	-0.0447017	-0.0921668	-0.0431149	-0.0483526
7092	1.4184	-0.0582083	-0.0625181	-0.0599986	-0.0599972	-0.0591827	-0.0583247	-0.0447233	-0.0921458	-0.043116	-0.0483514
7093	1.4186	-0.0582118	-0.0625178	-0.0599986	-0.0599972	-0.0591752	-0.0583272	-0.0447453	-0.0921246	-0.0431172	-0.04835
7094	1.4188	-0.0582155	-0.0625175	-0.0599986	-0.0599972	-0.059168	-0.0583296	-0.0447677	-0.0921034	-0.0431185	-0.0483486
7095	1.419	-0.0582192	-0.0625172	-0.0599986	-0.0599972	-0.0591598	-0.0583324	-0.0447904	-0.0920821	-0.0431199	-0.048347
7096	1.4192	-0.0582229	-0.0625168	-0.0599986	-0.0599972	-0.0591518	-0.0583351	-0.0448135	-0.0920606	-0.0431213	-0.0483454
7097	1.4194	-0.0582268	-0.0625165	-0.0599986	-0.0599972	-0.0591442	-0.0583377	-0.044837	-0.092039	-0.0431229	-0.0483437
7098	1.4196	-0.0582306	-0.0625162	-0.0599986	-0.0599972	-0.0591369	-0.0583402	-0.0448607	-0.0920173	-0.0431245	-0.0483419
7099	1.4198	-0.0582346	-0.0625159	-0.0599986	-0.0599972	-0.0591298	-0.0583425	-0.0448848	-0.0919955	-0.0431262	-0.04834
7100	1.42	-0.0582386	-0.0625155	-0.0599986	-0.0599972	-0.0591217	-0.0583453	-0.0449092	-0.0919737	-0.0431281	-0.048338
7101	1.4202	-0.0582426	-0.0625152	-0.0599986	-0.0599972	-0.059114	-0.0583479	-0.044934	-0.0919517	-0.0431299	-0.048336
7102	1.4204	-0.0582467	-0.0625149	-0.0599986	-0.0599972	-0.0591065	-0.0583505	-0.044959	-0.0919296	-0.0431319	-0.0483338
7103	1.4206	-0.0582509	-0.0625146	-0.0599986	-0.0599972	-0.0590994	-0.0583529	-0.0449844	-0.0919075	-0.043134	-0.0483316
7104	1.4208	-0.0582551	-0.0625143	-0.0599986	-0.0599972	-0.0590925	-0.0583553	-0.04501	-0.0918853	-0.0431361	-0.0483293
7105	1.421	-0.0582594	-0.062514	-0.0599986	-0.0599972	-0.0590846	-0.058358	-0.0450359	-0.0918632	-0.0431383	-0.0483269
7106	1.4212	-0.0582637	-0.0625136	-0.0599986	-0.0599971	-0.0590771	-0.0583606	-0.0450621	-0.0918409	-0.0431406	-0.0483244
7107	1.4214	-0.058268	-0.0625133	-0.0599986	-0.0599971	-0.0590699	-0.0583631	-0.0450886	-0.0918185	-0.043143	-0.0483219
7108	1.4216	-0.0582724	-0.062513	-0.0599986	-0.0599971	-0.0590629	-0.0583655	-0.0451154	-0.0917962	-0.0431455	-0.0483193
7109	1.4218	-0.0582769	-0.0625127	-0.0599986	-0.0599971	-0.0590563	-0.0583678	-0.0451424	-0.0917738	-0.043148	-0.0483166
7110	1.422	-0.0582814	-0.0625124	-0.0599986	-0.0599971	-0.0590487	-0.0583704	-0.0451696	-0.0917515	-0.0431506	-0.0483138
7111	1.4222	-0.0582859	-0.0625121	-0.0599986	-0.0599971	-0.0590414	-0.058373	-0.0451971	-0.0917291	-0.0431533	-0.0483109
7112	1.4224	-0.0582905	-0.0625118	-0.0599986	-0.0599971	-0.0590345	-0.0583754	-0.0452249	-0.0917066	-0.0431561	-0.048308
7113	1.4226	-0.0582951	-0.0625115	-0.0599986	-0.0599971	-0.0590278	-0.0583778	-0.0452529	-0.0916842	-0.043159	-0.048305
7114	1.4228	-0.0582997	-0.0625113	-0.0599986	-0.0599971	-0.0590213	-0.05838	-0.0452811	-0.0916618	-0.0431619	-0.0483019
7115	1.423	-0.0583044	-0.062511	-0.0599986	-0.0599971	-0.0590141	-0.0583826	-0.0453096	-0.0916395	-0.0431649	-0.0482988
7116	1.4232	-0.0583091	-0.0625107	-0.0599986	-0.0599971	-0.0590071	-0.0583851	-0.0453382	-0.0916171	-0.0431679	-0.0482956
7117	1.4234	-0.0583139	-0.0625104	-0.0599986	-0.0599971	-0.0590004	-0.0583874	-0.0453671	-0.0915947	-0.0431711	-0.0482923
7118	1.4236	-0.0583187	-0.0625101	-0.0599986	-0.0599971	-0.058994	-0.0583897	-0.0453962	-0.0915723	-0.0431743	-0.0482889
7119	1.4238	-0.0583235	-0.0625099	-0.0599986	-0.0599971	-0.0589878	-0.0583919	-0.0454255	-0.09155	-0.0431776	-0.0482855
7120	1.424	-0.0583283	-0.0625096	-0.0599986	-0.0599971	-0.0589809	-0.0583944	-0.0454549	-0.0915278	-0.0431809	-0.048282
7121	1.4242	-0.0583332	-0.0625093	-0.0599986	-0.0599971	-0.0589743	-0.0583968	-0.0454846	-0.0915056	-0.0431843	-0.0482785
7122	1.4244	-0.0583381	-0.0625091	-0.0599986	-0.0599971	-0.0589679	-0.0583992	-0.0455145	-0.0914834	-0.0431878	-0.0482748
7123	1.4246	-0.0583431	-0.0625088	-0.0599986	-0.059997	-0.0589618	-0.0584014	-0.0455445	-0.0914613	-0.0431914	-0.0482712
7124	1.4248	-0.058348	-0.0625086	-0.0599986	-0.059997	-0.0589559	-0.0584035	-0.0455747	-0.0914392	-0.043195	-0.0482674
7125	1.425	-0.058353	-0.0625083	-0.0599986	-0.059997	-0.0589493	-0.0584059	-0.0456051	-0.0914173	-0.0431987	-0.0482636
7126	1.4252	-0.058358	-0.0625081	-0.0599986	-0.059997	-0.058943	-0.0584083	-0.0456356	-0.0913954	-0.0432025	-0.0482597
7127	1.4254	-0.058363	-0.0625078	-0.0599986	-0.059997	-0.058937	-0.0584105	-0.0456663	-0.0913735	-0.0432063	-0.0482558
7128	1.4256	-0.0583681	-0.0625076	-0.0599986	-0.059997	-0.0589312	-0.0584127	-0.0456971	-0.0913517	-0.0432102	-0.0482518
7129	1.4258	-0.0583731	-0.0625074	-0.0599986	-0.059997	-0.0589256	-0.0584147	-0.0457281	-0.09133	-0.0432141	-0.0482477
7130	1.426	-0.0583782	-0.0625071	-0.0599986	-0.059997	-0.0589194	-0.0584171	-0.0457592	-0.0913084	-0.0432181	-0.0482436
7131	1.4262	-0.0583833	-0.0625069	-0.0599986	-0.059997	-0.0589135	-0.0584193	-0.0457905	-0.0912869	-0.0432222	-0.0482395
7132	1.4264	-0.0583885	-0.0625067	-0.0599986	-0.059997	-0.0589077	-0.0584215	-0.0458219	-0.0912654	-0.0432263	-0.0482352
7133	1.4266	-0.0583936	-0.0625065	-0.0599986	-0.059997	-0.0589023	-0.0584236	-0.0458534	-0.091244	-0.0432305	-0.0482309
7134	1.4268	-0.0583987	-0.0625063	-0.0599986	-0.059997	-0.058897	-0.0584256	-0.045885	-0.0912228	-0.0432347	-0.0482266
7135	1.427	-0.0584039	-0.062506	-0.0599986	-0.059997	-0.0588912	-0.0584279	-0.0459167	-0.0912017	-0.043239	-0.0482222
7136	1.4272	-0.0584091	-0.0625058	-0.0599986	-0.059997	-0.0588856	-0.05843	-0.0459486	-0.0911807	-0.0432434	-0.0482178
7137	1.4274	-0.0584143	-0.0625057	-0.0599986	-0.059997	-0.0588803	-0.0584321	-0.0459805	-0.0911597	-0.0432478	-0.0482133
7138	1.4276	-0.0584195	-0.0625055	-0.0599986	-0.059997	-0.0588751	-0.0584341	-0.0460126	-0.0911389	-0.0432523	-0.0482087
7139	1.4278	-0.0584247	-0.0625053	-0.0599986	-0.0599969	-0.0588702	-0.0584361	-0.0460448	-0.0911182	-0.0432568	-0.0482042
7140	1.428	-0.0584299	-0.0625051	-0.0599986	-0.0599969	-0.0588648	-0.0584382	-0.046077	-0.0910976	-0.0432614	-0.0481995
7141	1.4282	-0.0584352	-0.0625049	-0.0599986	-0.0599969	-0.0588596	-0.0584403	-0.0461093	-0.0910772	-0.043266	-0.0481948
7142	1.4284	-0.0584404	-0.0625047	-0.0599987	-0.0599969	-0.0588546	-0.0584423	-0.0461417	-0.0910568	-0.0432707	-0.0481901
7143	1.4286	-0.0584456	-0.0625046	-0.0599987	-0.0599969	-0.0588497	-0.0584442	-0.0461742	-0.0910366	-0.0432754	-0.0481853
7144	1.4288	-0.0584509	-0.0625044	-0.0599987	-0.0599969	-0.0588451	-0.0584461	-0.0462068	-0.0910165	-0.0432802	-0.0481804
7145	1.429	-0.0584561	-0.0625043	-0.0599987	-0.0599969	-0.0588401	-0.0584482	-0.0462394	-0.0909966	-0.043285	-0.0481756
7146	1.4292	-0.0584614	-0.0625041	-0.0599987	-0.0599969	-0.0588353	-0.0584502	-0.0462721	-0.0909767	-0.0432899	-0.0481706
7147	1.4294	-0.0584667	-0.062504	-0.0599987	-0.0599969	-0.0588306	-0.0584521	-0.0463049	-0.090957	-0.0432949	-0.0481657
7148	1.4296	-0.0584719	-0.0625038	-0.0599987	-0.0599969	-0.0588262	-0.058454	-0.0463377	-0.0909375	-0.0432998	-0.0481607
7149	1.4298	-0.0584772	-0.0625037	-0.0599987	-0.0599969	-0.0588219	-0.0584557	-0.0463705	-0.090918	-0.0433049	-0.0481556
7150	1.43	-0.0584825	-0.0625035	-0.0599987	-0.0599969	-0.0588173	-0.0584577	-0.0464034	-0.0908988	-0.0433099	-0.0481505
7151	1.4302	-0.0584877	-0.0625034	-0.0599987	-0.0599969	-0.0588128	-0.0584596	-0.0464364	-0.0908797	-0.043315	-0.0481454
7152	1.4304	-0.058493	-0.0625033	-0.0599987	-0.0599969	-0.0588085	-0.0584615	-0.0464694	-0.0908607	-0.0433202	-0.0481402
7153	1.4306	-0.0584983	-0.0625032	-0.0599987	-0.0599969	-0.0588044	-0.0584633	-0.0465024	-0.0908418	-0.0433254	-0.048135
7154	1.4308	-0.0585035	-0.0625031	-0.0599987	-0.0599969	-0.0588005	-0.058465	-0.0465354	-0.0908231	-0.0433307	-0.0481297
7155	1.431	-0.0585088	-0.062503	-0.0599987	-0.0599969	-0.0587962	-0.0584669	-0.0465685	-0.0908046	-0.0433359	-0.0481244
7156	1.4312	-0.0585141	-0.0625029	-0.0599987	-0.0599968	-0.0587921	-0.0584687	-0.0466016	-0.0907862	-0.0433413	-0.0481191
7157	1.4314	-0.0585193	-0.0625028	-0.0599987	-0.0599968	-0.0587882	-0.0584705	-0.0466347	-0.090768	-0.0433466	-0.0481137
7158	1.4316	-0.0585246	-0.0625027	-0.0599987	-0.0599968	-0.0587844	-0.0584722	-0.0466679	-0.0907499	-0.0433521	-0.0481083
7159	1.4318	-0.0585298	-0.0625026	-0.0599987	-0.0599968	-0.0587808	-0.0584738	-0.0467011	-0.090732	-0.0433575	-0.0481029
7160	1.432	-0.0585351	-0.0625025	-0.0599987	-0.0599968	-0.0587769	-0.0584757	-0.0467342	-0.0907142	-0.043363	-0.0480974
7161	1.4322	-0.0585403	-0.0625025	-0.0599987	-0.0599968	-0.0587732	-0.0584774	-0.0467674	-0.0906966	-0.0433685	-0.0480919
7162	1.4324	-0.0585455	-0.0625024	-0.0599987	-0.0599968	-0.0587696	-0.0584791	-0.0468006	-0.0906791	-0.0433741	-0.0480864
7163	1.4326	-0.0585507	-0.0625023	-0.0599987	-0.0599968	-0.0587661	-0.0584807	-0.0468337	-0.0906618	-0.0433797	-0.0480808
7164	1.4328	-0.058556	-0.0625023	-0.0599987	-0.0599968	-0.0587628	-0.0584823	-0.0468669	-0.0906447	-0.0433853	-0.0480752
7165	1.433	-0.0585612	-0.0625022	-0.0599987	-0.0599968	-0.0587593	-0.058484	-0.0469001	-0.0906277	-0.043391	-0.0480696
7166	1.4332	-0.0585663	-0.0625022	-0.0599987	-0.0599968	-0.0587559	-0.0584857	-0.0469332	-0.0906109	-0.0433967	-0.0480639
7167	1.4334	-0.0585715	-0.0625021	-0.0599987	-0.0599968	-0.0587527	-0.0584873	-0.0469664	-0.0905942	-0.0434024	-0.0480582
7168	1.4336	-0.0585767	-0.0625021	-0.0599987	-0.0599968	-0.0587496	-0.0584889	-0.0469995	-0.0905777	-0.0434082	-0.0480525
7169	1.4338	-0.0585819	-0.0625021	-0.0599987	-0.0599968	-0.0587466	-0.0584903	-0.0470326	-0.0905614	-0.043414	-0.0480468
7170	1.434	-0.058587	-0.062502	-0.0599987	-0.0599968	-0.0587435	-0.058492	-0.0470657	-0.0905452	-0.0434198	-0.048041
7171	1.4342	-0.0585922	-0.062502	-0.0599987	-0.0599968	-0.0587404	-0.0584936	-0.0470988	-0.0905292	-0.0434257	-0.0480352
7172	1.4344	-0.0585973	-0.062502	-0.0599987	-0.0599968	-0.0587375	-0.0584951	-0.0471318	-0.0905134	-0.0434315	-0.0480294
7173	1.4346	-0.0586024	-0.062502	-0.0599987	-0.0599968	-0.0587347	-0.0584966	-0.0471648	-0.0904977	-0.0434375	-0.0480235
7174	1.4348	-0.0586075	-0.062502	-0.0599987	-0.0599968	-0.0587321	-0.058498	-0.0471978	-0.0904822	-0.0434434	-0.0480177
7175	1.435	-0.0586126	-0.062502	-0.0599987	-0.0599967	-0.0587293	-0.0584996	-0.0472307	-0.0904669	-0.0434494	-0.0480118
7176	1.4352	-0.0586177	-0.062502	-0.0599987	-0.0599967	-0.0587266	-0.0585011	-0.0472636	-0.0904517	-0.0434554	-0.0480059
7177	1.4354	-0.0586227	-0.062502	-0.0599987	-0.0599967	-0.058724	-0.0585025	-0.0472964	-0.0904367	-0.0434614	-0.0479999
7178	1.4356	-0.0586278	-0.062502	-0.0599987	-0.0599967	-0.0587215	-0.0585039	-0.0473292	-0.0904218	-0.0434675	-0.047994
7179	1.4358	-0.0586328	-0.0625021	-0.0599987	-0.0599967	-0.0587191	-0.0585052	-0.047362	-0.0904072	-0.0434735	-0.047988
7180	1.436	-0.0586378	-0.0625021	-0.0599987	-0.0599967	-0.0587167	-0.0585067	-0.0473947	-0.0903927	-0.0434796	-0.047982
7181	1.4362	-0.0586428	-0.0625021	-0.0599987	-0.0599967	-0.0587143	-0.0585081	-0.0474274	-0.0903783	-0.0434857	-0.0479759
7182	1.4364	-0.0586478	-0.0625022	-0.0599987	-0.0599967	-0.0587121	-0.0585095	-0.04746	-0.0903641	-0.0434919	-0.0479699
7183	1.4366	-0.0586527	-0.0625022	-0.0599987	-0.0599967	-0.0587099	-0.0585108	-0.0474925	-0.0903501	-0.0434981	-0.0479638
7184	1.4368	-0.0586577	-0.0625023	-0.0599987	-0.0599967	-0.0587078	-0.0585121	-0.047525	-0.0903363	-0.0435043	-0.0479577
7185	1.437	-0.0586626	-0.0625023	-0.0599987	-0.0599967	-0.0587057	-0.0585135	-0.0475574	-0.0903226	-0.0435105	-0.0479516
7186	1.4372	-0.0586675	-0.0625024	-0.0599987	-0.0599967	-0.0587037	-0.0585148	-0.0475898	-0.0903091	-0.0435167	-0.0479455
7187	1.4374	-0.0586724	-0.0625025	-0.0599987	-0.0599967	-0.0587017	-0.0585161	-0.0476221	-0.0902958	-0.0435229	-0.0479394
7188	1.4376	-0.0586773	-0.0625025	-0.0599987	-0.0599967	-0.0586998	-0.0585173	-0.0476544	-0.0902826	-0.0435292	-0.0479332
7189	1.4378	-0.0586821	-0.0625026	-0.0599987	-0.0599967	-0.058698	-0.0585185	-0.0476865	-0.0902696	-0.0435355	-0.0479271
7190	1.438	-0.058687	-0.0625027	-0.0599987	-0.0599967	-0.0586962	-0.0585198	-0.0477186	-0.0902568	-0.0435418	-0.0479209
7191	1.4382	-0.0586918	-0.0625028	-0.0599987	-0.0599967	-0.0586945	-0.0585211	-0.0477507	-0.0902441	-0.0435481	-0.0479147
7192	1.4384	-0.0586966	-0.0625029	-0.0599987	-0.0599967	-0.0586929	-0.0585223	-0.0477826	-0.0902316	-0.0435545	-0.0479085
7193	1.4386	-0.0587014	-0.062503	-0.0599987	-0.0599966	-0.0586913	-0.0585235	-0.0478145	-0.0902193	-0.0435608	-0.0479023
7194	1.4388	-0.0587061	-0.0625031	-0.0599987	-0.0599966	-0.0586898	-0.0585246	-0.0478463	-0.0902071	-0.0435672	-0.047896
7195	1.439	-0.0587109	-0.0625032	-0.0599987	-0.0599966	-0.0586883	-0.0585258	-0.047878	-0.0901951	-0.0435736	-0.0478898
7196	1.4392	-0.0587156	-0.0625033	-0.0599987	-0.0599966	-0.0586869	-0.058527	-0.0479097	-0.0901833	-0.04358	-0.0478835
7197	1.4394	-0.0587203	-0.0625034	-0.0599987	-0.0599966	-0.0586855	-0.0585282	-0.0479412	-0.0901716	-0.0435864	-0.0478773
