TimeSlice	Time	L Hip flx Ia	L Hip ext Ia	L Hip ext Ia IN	L Hip flx Ia IN	L Hip flx Ib	L Hip ext Ib	L Hip MN ext	L Hip MN flx	L Hip MN flx R	L Hip MN ext R
5966	1.1932	-0.0577093	-0.0569884	-0.0544216	-0.057667	-0.0518452	-0.0594342	-0.0899481	-0.050241	-0.0445048	-0.0468961
5967	1.1934	-0.0576801	-0.0569995	-0.054427	-0.057667	-0.0518036	-0.0594486	-0.0901026	-0.0500197	-0.0444866	-0.0469176
5968	1.1936	-0.057651	-0.0570104	-0.0544322	-0.057667	-0.0517636	-0.0594624	-0.0902505	-0.0498013	-0.0444683	-0.0469391
5969	1.1938	-0.0576221	-0.0570209	-0.0544372	-0.057667	-0.0517253	-0.0594757	-0.090392	-0.0495862	-0.04445	-0.0469605
5970	1.194	-0.0575933	-0.0570312	-0.0544433	-0.057667	-0.051681	-0.0594909	-0.0905276	-0.0493743	-0.0444317	-0.0469818
5971	1.1942	-0.0575646	-0.0570413	-0.0544492	-0.057667	-0.0516385	-0.0595055	-0.0906577	-0.0491653	-0.0444134	-0.047003
5972	1.1944	-0.0575362	-0.0570512	-0.0544549	-0.057667	-0.0515977	-0.0595196	-0.0907825	-0.0489594	-0.0443952	-0.0470241
5973	1.1946	-0.0575079	-0.0570609	-0.0544603	-0.057667	-0.0515584	-0.059533	-0.0909024	-0.0487566	-0.0443769	-0.047045
5974	1.1948	-0.0574799	-0.0570704	-0.0544656	-0.057667	-0.0515208	-0.059546	-0.0910176	-0.0485571	-0.0443586	-0.0470659
5975	1.195	-0.057452	-0.0570798	-0.054472	-0.057667	-0.0514777	-0.0595606	-0.0911282	-0.048361	-0.0443404	-0.0470867
5976	1.1952	-0.0574244	-0.0570889	-0.0544783	-0.057667	-0.0514364	-0.0595747	-0.0912347	-0.0481679	-0.0443221	-0.0471073
5977	1.1954	-0.057397	-0.057098	-0.0544842	-0.057667	-0.0513967	-0.0595882	-0.0913372	-0.0479778	-0.0443039	-0.0471278
5978	1.1956	-0.0573698	-0.0571069	-0.05449	-0.057667	-0.0513585	-0.0596012	-0.091436	-0.047791	-0.0442858	-0.0471482
5979	1.1958	-0.0573429	-0.0571157	-0.0544955	-0.057667	-0.0513218	-0.0596137	-0.0915312	-0.0476074	-0.0442677	-0.0471684
5980	1.196	-0.0573162	-0.0571243	-0.0545023	-0.057667	-0.0512805	-0.0596277	-0.0916229	-0.0474271	-0.0442496	-0.0471885
5981	1.1962	-0.0572898	-0.0571329	-0.0545089	-0.057667	-0.0512407	-0.0596411	-0.0917115	-0.0472498	-0.0442316	-0.0472085
5982	1.1964	-0.0572637	-0.0571414	-0.0545152	-0.057667	-0.0512025	-0.059654	-0.0917971	-0.0470755	-0.0442137	-0.0472283
5983	1.1966	-0.0572378	-0.0571498	-0.0545213	-0.057667	-0.0511658	-0.0596664	-0.0918798	-0.0469044	-0.0441958	-0.047248
5984	1.1968	-0.0572122	-0.0571581	-0.0545271	-0.057667	-0.0511305	-0.0596783	-0.0919597	-0.0467364	-0.0441779	-0.0472676
5985	1.197	-0.0571869	-0.0571662	-0.0545343	-0.057667	-0.0510912	-0.0596909	-0.092037	-0.0465716	-0.0441602	-0.047287
5986	1.1972	-0.0571619	-0.0571744	-0.0545413	-0.057667	-0.0510534	-0.059703	-0.0921118	-0.0464096	-0.0441425	-0.0473063
5987	1.1974	-0.0571371	-0.0571825	-0.054548	-0.057667	-0.0510171	-0.0597147	-0.0921842	-0.0462506	-0.0441249	-0.0473254
5988	1.1976	-0.0571127	-0.0571906	-0.0545544	-0.057667	-0.0509822	-0.0597259	-0.0922543	-0.0460945	-0.0441074	-0.0473444
5989	1.1978	-0.0570885	-0.0571985	-0.0545606	-0.057667	-0.0509487	-0.0597366	-0.0923222	-0.0459414	-0.04409	-0.0473632
5990	1.198	-0.0570647	-0.0572065	-0.0545683	-0.057667	-0.0509118	-0.0597469	-0.092388	-0.0457914	-0.0440727	-0.0473819
5991	1.1982	-0.0570411	-0.0572144	-0.0545757	-0.057667	-0.0508763	-0.0597569	-0.0924517	-0.0456441	-0.0440554	-0.0474004
5992	1.1984	-0.0570179	-0.0572223	-0.0545828	-0.057667	-0.0508423	-0.0597664	-0.0925134	-0.0454995	-0.0440383	-0.0474188
5993	1.1986	-0.056995	-0.0572301	-0.0545896	-0.057667	-0.0508095	-0.0597755	-0.0925732	-0.0453578	-0.0440213	-0.047437
5994	1.1988	-0.0569724	-0.057238	-0.0545961	-0.057667	-0.0507781	-0.0597844	-0.0926311	-0.0452188	-0.0440043	-0.047455
5995	1.199	-0.05695	-0.0572457	-0.0546043	-0.057667	-0.050744	-0.0597928	-0.0926873	-0.0450827	-0.0439875	-0.0474729
5996	1.1992	-0.0569281	-0.0572535	-0.0546122	-0.057667	-0.0507112	-0.0598009	-0.0927417	-0.0449492	-0.0439708	-0.0474907
5997	1.1994	-0.0569064	-0.0572613	-0.0546197	-0.057667	-0.0506797	-0.0598087	-0.0927945	-0.0448182	-0.0439542	-0.0475083
5998	1.1996	-0.056885	-0.0572691	-0.0546269	-0.057667	-0.0506494	-0.0598162	-0.0928456	-0.0446899	-0.0439378	-0.0475257
5999	1.1998	-0.0568639	-0.0572769	-0.0546339	-0.057667	-0.0506203	-0.0598234	-0.0928952	-0.0445642	-0.0439214	-0.047543
6000	1.2	-0.0568432	-0.0572846	-0.0546426	-0.057667	-0.0505892	-0.0598304	-0.0929433	-0.0444411	-0.0439052	-0.0475601
6001	1.2002	-0.0568228	-0.0572924	-0.0546509	-0.057667	-0.0505593	-0.059837	-0.0929899	-0.0443204	-0.0438891	-0.047577
6002	1.2004	-0.0568027	-0.0573002	-0.054659	-0.057667	-0.0505306	-0.0598434	-0.0930352	-0.0442022	-0.0438731	-0.0475938
6003	1.2006	-0.0567829	-0.057308	-0.0546667	-0.057667	-0.0505031	-0.0598495	-0.093079	-0.0440864	-0.0438572	-0.0476104
6004	1.2008	-0.0567634	-0.0573158	-0.0546741	-0.057667	-0.0504766	-0.0598554	-0.0931216	-0.043973	-0.0438415	-0.0476269
6005	1.201	-0.0567442	-0.0573235	-0.0546833	-0.057667	-0.0504487	-0.0598611	-0.0931629	-0.043862	-0.0438259	-0.0476432
6006	1.2012	-0.0567254	-0.0573313	-0.0546922	-0.057667	-0.050422	-0.0598666	-0.093203	-0.0437533	-0.0438105	-0.0476593
6007	1.2014	-0.0567068	-0.0573392	-0.0547007	-0.057667	-0.0503963	-0.0598718	-0.0932419	-0.0436468	-0.0437952	-0.0476752
6008	1.2016	-0.0566886	-0.0573471	-0.0547089	-0.057667	-0.0503717	-0.0598768	-0.0932796	-0.0435426	-0.04378	-0.047691
6009	1.2018	-0.0566707	-0.057355	-0.0547167	-0.057667	-0.050348	-0.0598816	-0.0933163	-0.0434407	-0.0437649	-0.0477067
6010	1.202	-0.056653	-0.0573629	-0.0547265	-0.057667	-0.0503236	-0.0598863	-0.0933518	-0.043341	-0.04375	-0.0477221
6011	1.2022	-0.0566357	-0.0573709	-0.054736	-0.057667	-0.0503002	-0.0598907	-0.0933864	-0.0432433	-0.0437353	-0.0477374
6012	1.2024	-0.0566187	-0.0573789	-0.054745	-0.057667	-0.0502777	-0.059895	-0.0934199	-0.0431478	-0.0437207	-0.0477526
6013	1.2026	-0.056602	-0.0573869	-0.0547537	-0.057667	-0.0502561	-0.0598991	-0.0934525	-0.0430544	-0.0437062	-0.0477676
6014	1.2028	-0.0565857	-0.057395	-0.0547621	-0.057667	-0.0502354	-0.0599031	-0.0934841	-0.042963	-0.0436918	-0.0477824
6015	1.203	-0.0565696	-0.0574031	-0.0547725	-0.057667	-0.0502146	-0.0599069	-0.0935149	-0.0428737	-0.0436777	-0.047797
6016	1.2032	-0.0565538	-0.0574112	-0.0547825	-0.057667	-0.0501947	-0.0599106	-0.0935447	-0.0427864	-0.0436636	-0.0478115
6017	1.2034	-0.0565383	-0.0574194	-0.0547921	-0.057667	-0.0501755	-0.0599141	-0.0935737	-0.042701	-0.0436497	-0.0478258
6018	1.2036	-0.0565231	-0.0574277	-0.0548014	-0.057667	-0.0501571	-0.0599174	-0.0936019	-0.0426175	-0.043636	-0.0478399
6019	1.2038	-0.0565082	-0.057436	-0.0548102	-0.057667	-0.0501395	-0.0599207	-0.0936293	-0.0425359	-0.0436224	-0.0478539
6020	1.204	-0.0564936	-0.0574443	-0.0548213	-0.057667	-0.0501224	-0.0599238	-0.0936559	-0.0424563	-0.0436089	-0.0478677
6021	1.2042	-0.0564792	-0.0574527	-0.0548319	-0.057667	-0.0501061	-0.0599268	-0.0936818	-0.0423784	-0.0435957	-0.0478813
6022	1.2044	-0.0564652	-0.0574611	-0.0548421	-0.057667	-0.0500904	-0.0599296	-0.093707	-0.0423024	-0.0435825	-0.0478948
6023	1.2046	-0.0564515	-0.0574697	-0.0548519	-0.057667	-0.0500753	-0.0599324	-0.0937314	-0.0422282	-0.0435695	-0.0479081
6024	1.2048	-0.056438	-0.0574782	-0.0548614	-0.057667	-0.0500607	-0.059935	-0.0937552	-0.0421557	-0.0435567	-0.0479213
6025	1.205	-0.0564248	-0.0574868	-0.0548731	-0.057667	-0.0500475	-0.0599376	-0.0937784	-0.042085	-0.043544	-0.0479342
6026	1.2052	-0.0564119	-0.0574955	-0.0548844	-0.057667	-0.0500348	-0.05994	-0.0938009	-0.042016	-0.0435315	-0.0479471
6027	1.2054	-0.0563993	-0.0575043	-0.0548952	-0.057667	-0.0500226	-0.0599424	-0.0938227	-0.0419486	-0.0435191	-0.0479597
6028	1.2056	-0.0563869	-0.0575131	-0.0549056	-0.057667	-0.0500109	-0.0599447	-0.093844	-0.041883	-0.0435068	-0.0479722
6029	1.2058	-0.0563749	-0.057522	-0.0549156	-0.057667	-0.0499996	-0.0599468	-0.0938647	-0.0418189	-0.0434948	-0.0479845
6030	1.206	-0.0563631	-0.0575309	-0.054928	-0.057667	-0.0499902	-0.0599489	-0.0938849	-0.0417564	-0.0434829	-0.0479967
6031	1.2062	-0.0563515	-0.0575399	-0.0549399	-0.057667	-0.0499812	-0.0599509	-0.0939045	-0.0416956	-0.0434711	-0.0480087
6032	1.2064	-0.0563402	-0.0575491	-0.0549514	-0.057667	-0.0499725	-0.0599528	-0.0939235	-0.0416364	-0.0434595	-0.0480205
6033	1.2066	-0.0563292	-0.0575583	-0.0549624	-0.057667	-0.0499642	-0.0599547	-0.0939421	-0.0415786	-0.043448	-0.0480322
6034	1.2068	-0.0563185	-0.0575675	-0.054973	-0.057667	-0.0499562	-0.0599565	-0.0939601	-0.0415224	-0.0434367	-0.0480437
6035	1.207	-0.056308	-0.0575768	-0.0549862	-0.057667	-0.0499507	-0.0599582	-0.0939777	-0.0414676	-0.0434255	-0.0480551
6036	1.2072	-0.0562978	-0.0575862	-0.0549988	-0.057667	-0.0499454	-0.0599598	-0.0939948	-0.0414143	-0.0434145	-0.0480663
6037	1.2074	-0.0562878	-0.0575957	-0.055011	-0.057667	-0.0499403	-0.0599614	-0.0940114	-0.0413626	-0.0434037	-0.0480773
6038	1.2076	-0.056278	-0.0576054	-0.0550226	-0.057667	-0.0499354	-0.0599629	-0.0940276	-0.0413122	-0.043393	-0.0480882
6039	1.2078	-0.0562686	-0.057615	-0.0550338	-0.057667	-0.0499308	-0.0599644	-0.0940434	-0.0412633	-0.0433825	-0.0480989
6040	1.208	-0.0562593	-0.0576247	-0.0550477	-0.057667	-0.0499291	-0.0599658	-0.0940588	-0.0412156	-0.0433721	-0.0481095
6041	1.2082	-0.0562503	-0.0576345	-0.0550611	-0.057667	-0.0499276	-0.0599671	-0.0940737	-0.0411694	-0.0433618	-0.0481199
6042	1.2084	-0.0562416	-0.0576445	-0.055074	-0.057667	-0.0499261	-0.0599684	-0.0940883	-0.0411246	-0.0433517	-0.0481301
6043	1.2086	-0.0562331	-0.0576546	-0.0550863	-0.057667	-0.0499247	-0.0599696	-0.0941024	-0.0410812	-0.0433418	-0.0481402
6044	1.2088	-0.0562248	-0.0576647	-0.0550981	-0.057667	-0.0499233	-0.0599708	-0.0941162	-0.0410389	-0.043332	-0.0481501
6045	1.209	-0.0562168	-0.0576748	-0.0551128	-0.057667	-0.0499256	-0.059972	-0.0941296	-0.0409979	-0.0433224	-0.0481599
6046	1.2092	-0.056209	-0.0576851	-0.0551269	-0.057667	-0.0499277	-0.0599731	-0.0941427	-0.0409583	-0.0433129	-0.0481695
6047	1.2094	-0.0562014	-0.0576956	-0.0551405	-0.057667	-0.0499298	-0.0599741	-0.0941554	-0.04092	-0.0433036	-0.048179
6048	1.2096	-0.056194	-0.0577061	-0.0551535	-0.057667	-0.0499319	-0.0599751	-0.0941678	-0.0408829	-0.0432944	-0.0481883
6049	1.2098	-0.0561869	-0.0577167	-0.055166	-0.057667	-0.0499338	-0.0599761	-0.0941799	-0.040847	-0.0432854	-0.0481975
6050	1.21	-0.05618	-0.0577274	-0.0551815	-0.057667	-0.0499399	-0.059977	-0.0941916	-0.0408122	-0.0432765	-0.0482065
6051	1.2102	-0.0561733	-0.0577382	-0.0551964	-0.057667	-0.0499458	-0.0599779	-0.0942031	-0.0407787	-0.0432678	-0.0482154
6052	1.2104	-0.0561669	-0.0577491	-0.0552107	-0.057667	-0.0499514	-0.0599788	-0.0942142	-0.0407464	-0.0432592	-0.0482241
6053	1.2106	-0.0561606	-0.0577602	-0.0552245	-0.057667	-0.0499569	-0.0599796	-0.094225	-0.0407153	-0.0432507	-0.0482327
6054	1.2108	-0.0561546	-0.0577714	-0.0552377	-0.057667	-0.0499621	-0.0599804	-0.0942356	-0.0406853	-0.0432425	-0.0482411
6055	1.211	-0.0561488	-0.0577825	-0.055254	-0.057667	-0.049972	-0.0599812	-0.0942459	-0.0406562	-0.0432343	-0.0482494
6056	1.2112	-0.0561432	-0.0577939	-0.0552696	-0.057667	-0.0499815	-0.0599819	-0.0942558	-0.0406284	-0.0432263	-0.0482575
6057	1.2114	-0.0561377	-0.0578054	-0.0552847	-0.057667	-0.0499907	-0.0599826	-0.0942656	-0.0406018	-0.0432185	-0.0482655
6058	1.2116	-0.0561325	-0.057817	-0.0552991	-0.057667	-0.0499995	-0.0599833	-0.094275	-0.0405762	-0.0432108	-0.0482733
6059	1.2118	-0.0561275	-0.0578287	-0.055313	-0.057667	-0.050008	-0.059984	-0.0942843	-0.0405516	-0.0432032	-0.048281
6060	1.212	-0.0561227	-0.0578405	-0.0553302	-0.057667	-0.0500216	-0.0599846	-0.0942932	-0.040528	-0.0431958	-0.0482885
6061	1.2122	-0.0561181	-0.0578524	-0.0553466	-0.057667	-0.0500347	-0.0599852	-0.0943019	-0.0405055	-0.0431885	-0.048296
6062	1.2124	-0.0561137	-0.0578645	-0.0553625	-0.057667	-0.0500473	-0.0599858	-0.0943104	-0.0404841	-0.0431814	-0.0483032
6063	1.2126	-0.0561095	-0.0578767	-0.0553777	-0.057667	-0.0500593	-0.0599864	-0.0943187	-0.0404637	-0.0431744	-0.0483104
6064	1.2128	-0.0561054	-0.057889	-0.0553923	-0.057667	-0.0500709	-0.0599869	-0.0943267	-0.0404442	-0.0431675	-0.0483173
6065	1.213	-0.0561016	-0.0579014	-0.0554102	-0.057667	-0.0500882	-0.0599874	-0.0943345	-0.0404256	-0.0431608	-0.0483242
6066	1.2132	-0.0560979	-0.0579139	-0.0554275	-0.057667	-0.0501047	-0.0599879	-0.0943421	-0.040408	-0.0431542	-0.0483309
6067	1.2134	-0.0560944	-0.0579267	-0.0554441	-0.057667	-0.0501207	-0.0599884	-0.0943495	-0.0403915	-0.0431478	-0.0483375
6068	1.2136	-0.0560911	-0.0579395	-0.05546	-0.057667	-0.0501359	-0.0599888	-0.0943567	-0.040376	-0.0431415	-0.0483439
6069	1.2138	-0.056088	-0.0579524	-0.0554753	-0.057667	-0.0501506	-0.0599893	-0.0943636	-0.0403612	-0.0431353	-0.0483502
6070	1.214	-0.056085	-0.0579654	-0.0554942	-0.057667	-0.0501713	-0.0599897	-0.0943704	-0.0403472	-0.0431293	-0.0483564
6071	1.2142	-0.0560822	-0.0579786	-0.0555122	-0.057667	-0.0501912	-0.0599901	-0.094377	-0.0403343	-0.0431234	-0.0483624
6072	1.2144	-0.0560796	-0.0579919	-0.0555296	-0.057667	-0.0502104	-0.0599905	-0.0943834	-0.0403223	-0.0431177	-0.0483683
6073	1.2146	-0.0560772	-0.0580054	-0.0555463	-0.057667	-0.0502287	-0.0599908	-0.0943896	-0.0403112	-0.043112	-0.0483741
6074	1.2148	-0.0560749	-0.058019	-0.0555623	-0.057667	-0.0502464	-0.0599912	-0.0943956	-0.0403008	-0.0431065	-0.0483797
6075	1.215	-0.0560727	-0.0580326	-0.055582	-0.057667	-0.0502704	-0.0599916	-0.0944015	-0.0402911	-0.0431012	-0.0483853
6076	1.2152	-0.0560708	-0.0580465	-0.0556008	-0.057667	-0.0502935	-0.0599919	-0.0944072	-0.0402825	-0.043096	-0.0483906
6077	1.2154	-0.056069	-0.0580605	-0.055619	-0.057667	-0.0503157	-0.0599922	-0.0944127	-0.0402747	-0.0430909	-0.0483959
6078	1.2156	-0.0560673	-0.0580747	-0.0556364	-0.057667	-0.0503371	-0.0599925	-0.094418	-0.0402677	-0.0430859	-0.048401
6079	1.2158	-0.0560658	-0.058089	-0.0556531	-0.057667	-0.0503576	-0.0599928	-0.0944232	-0.0402614	-0.0430811	-0.048406
6080	1.216	-0.0560645	-0.0581033	-0.0556736	-0.057667	-0.0503848	-0.0599931	-0.0944282	-0.0402557	-0.0430764	-0.0484109
6081	1.2162	-0.0560633	-0.0581178	-0.0556933	-0.057667	-0.0504109	-0.0599934	-0.094433	-0.040251	-0.0430718	-0.0484156
6082	1.2164	-0.0560623	-0.0581325	-0.0557122	-0.057667	-0.0504361	-0.0599936	-0.0944377	-0.0402471	-0.0430673	-0.0484203
6083	1.2166	-0.0560613	-0.0581474	-0.0557303	-0.057667	-0.0504602	-0.0599939	-0.0944423	-0.040244	-0.043063	-0.0484248
6084	1.2168	-0.0560606	-0.0581623	-0.0557478	-0.057667	-0.0504834	-0.0599941	-0.0944467	-0.0402414	-0.0430588	-0.0484292
6085	1.217	-0.05606	-0.0581773	-0.055769	-0.057667	-0.0505136	-0.0599943	-0.094451	-0.0402394	-0.0430547	-0.0484334
6086	1.2172	-0.0560595	-0.0581926	-0.0557895	-0.057667	-0.0505426	-0.0599946	-0.0944551	-0.0402384	-0.0430508	-0.0484376
6087	1.2174	-0.0560591	-0.058208	-0.0558091	-0.057667	-0.0505705	-0.0599948	-0.094459	-0.0402381	-0.0430469	-0.0484416
6088	1.2176	-0.0560589	-0.0582236	-0.055828	-0.057667	-0.0505972	-0.059995	-0.0944629	-0.0402384	-0.0430432	-0.0484455
6089	1.2178	-0.0560588	-0.0582392	-0.0558461	-0.057667	-0.050623	-0.0599952	-0.0944666	-0.0402393	-0.0430396	-0.0484493
6090	1.218	-0.0560588	-0.0582549	-0.0558682	-0.057667	-0.0506559	-0.0599954	-0.0944702	-0.0402407	-0.0430362	-0.048453
6091	1.2182	-0.056059	-0.0582709	-0.0558894	-0.057667	-0.0506876	-0.0599955	-0.0944736	-0.040243	-0.0430328	-0.0484565
6092	1.2184	-0.0560593	-0.0582871	-0.0559098	-0.057667	-0.050718	-0.0599957	-0.0944769	-0.0402459	-0.0430296	-0.04846
6093	1.2186	-0.0560597	-0.0583033	-0.0559293	-0.057667	-0.0507473	-0.0599959	-0.0944801	-0.0402495	-0.0430265	-0.0484633
6094	1.2188	-0.0560602	-0.0583197	-0.0559481	-0.057667	-0.0507754	-0.059996	-0.0944832	-0.0402535	-0.0430235	-0.0484665
6095	1.219	-0.0560608	-0.0583361	-0.055971	-0.057667	-0.0508109	-0.0599962	-0.0944861	-0.040258	-0.0430206	-0.0484696
6096	1.2192	-0.0560616	-0.0583528	-0.0559929	-0.057667	-0.050845	-0.0599964	-0.094489	-0.0402633	-0.0430178	-0.0484726
6097	1.2194	-0.0560624	-0.0583697	-0.056014	-0.057667	-0.0508778	-0.0599965	-0.0944917	-0.0402693	-0.0430152	-0.0484755
6098	1.2196	-0.0560634	-0.0583867	-0.0560342	-0.057667	-0.0509093	-0.0599966	-0.0944943	-0.0402758	-0.0430126	-0.0484783
6099	1.2198	-0.0560644	-0.0584038	-0.0560537	-0.057667	-0.0509395	-0.0599968	-0.0944968	-0.0402827	-0.0430102	-0.0484809
6100	1.22	-0.0560656	-0.058421	-0.0560772	-0.057667	-0.0509774	-0.0599969	-0.0944992	-0.0402899	-0.0430079	-0.0484835
6101	1.2202	-0.0560669	-0.0584384	-0.0560999	-0.057667	-0.0510137	-0.059997	-0.0945014	-0.040298	-0.0430056	-0.048486
6102	1.2204	-0.0560683	-0.058456	-0.0561216	-0.057667	-0.0510487	-0.0599971	-0.0945036	-0.0403066	-0.0430035	-0.0484883
6103	1.2206	-0.0560697	-0.0584737	-0.0561425	-0.057667	-0.0510822	-0.0599972	-0.0945057	-0.0403158	-0.0430016	-0.0484906
6104	1.2208	-0.0560713	-0.0584915	-0.0561626	-0.057667	-0.0511145	-0.0599974	-0.0945076	-0.0403252	-0.0429997	-0.0484927
6105	1.221	-0.056073	-0.0585094	-0.0561868	-0.057667	-0.0511544	-0.0599975	-0.0945095	-0.040335	-0.0429979	-0.0484947
6106	1.2212	-0.0560747	-0.0585275	-0.0562101	-0.057667	-0.0511927	-0.0599976	-0.0945112	-0.0403455	-0.0429962	-0.0484967
6107	1.2214	-0.0560766	-0.0585459	-0.0562325	-0.057667	-0.0512295	-0.0599977	-0.0945129	-0.0403566	-0.0429946	-0.0484985
6108	1.2216	-0.0560785	-0.0585643	-0.056254	-0.057667	-0.0512649	-0.0599977	-0.0945145	-0.040368	-0.0429932	-0.0485002
6109	1.2218	-0.0560805	-0.0585829	-0.0562746	-0.057667	-0.0512989	-0.0599978	-0.0945159	-0.0403798	-0.0429918	-0.0485019
6110	1.222	-0.0560826	-0.0586015	-0.0562995	-0.057667	-0.0513406	-0.0599979	-0.0945173	-0.0403918	-0.0429905	-0.0485034
6111	1.2222	-0.0560847	-0.0586203	-0.0563234	-0.057667	-0.0513807	-0.059998	-0.0945186	-0.0404045	-0.0429894	-0.0485048
6112	1.2224	-0.056087	-0.0586394	-0.0563464	-0.057667	-0.0514192	-0.0599981	-0.0945198	-0.0404177	-0.0429883	-0.0485062
6113	1.2226	-0.0560893	-0.0586585	-0.0563685	-0.057667	-0.0514562	-0.0599982	-0.0945209	-0.0404312	-0.0429874	-0.0485074
6114	1.2228	-0.0560917	-0.0586778	-0.0563897	-0.057667	-0.0514918	-0.0599982	-0.094522	-0.040445	-0.0429865	-0.0485086
6115	1.223	-0.0560941	-0.0586971	-0.0564151	-0.057667	-0.051535	-0.0599983	-0.0945229	-0.0404589	-0.0429857	-0.0485097
6116	1.2232	-0.0560967	-0.0587166	-0.0564396	-0.057667	-0.0515766	-0.0599984	-0.0945238	-0.0404735	-0.042985	-0.0485106
6117	1.2234	-0.0560993	-0.0587364	-0.0564631	-0.057667	-0.0516165	-0.0599984	-0.0945246	-0.0404886	-0.0429845	-0.0485115
6118	1.2236	-0.0561019	-0.0587563	-0.0564857	-0.057667	-0.0516549	-0.0599985	-0.0945253	-0.0405039	-0.042984	-0.0485123
6119	1.2238	-0.0561046	-0.0587762	-0.0565074	-0.057667	-0.0516917	-0.0599985	-0.0945259	-0.0405194	-0.0429836	-0.048513
6120	1.224	-0.0561074	-0.0587962	-0.0565335	-0.057667	-0.0517362	-0.0599986	-0.0945265	-0.040535	-0.0429833	-0.0485136
6121	1.2242	-0.0561102	-0.0588165	-0.0565585	-0.057667	-0.051779	-0.0599987	-0.094527	-0.0405512	-0.0429831	-0.0485141
6122	1.2244	-0.0561131	-0.0588369	-0.0565825	-0.057667	-0.0518201	-0.0599987	-0.0945274	-0.0405678	-0.042983	-0.0485145
6123	1.2246	-0.0561161	-0.0588575	-0.0566056	-0.057667	-0.0518596	-0.0599988	-0.0945277	-0.0405847	-0.042983	-0.0485148
6124	1.2248	-0.0561191	-0.0588781	-0.0566277	-0.057667	-0.0518975	-0.0599988	-0.094528	-0.0406016	-0.042983	-0.0485151
6125	1.225	-0.0561221	-0.0588988	-0.0566542	-0.057667	-0.051943	-0.0599989	-0.0945281	-0.0406187	-0.0429832	-0.0485153
6126	1.2252	-0.0561252	-0.0589197	-0.0566797	-0.057667	-0.0519867	-0.0599989	-0.0945283	-0.0406362	-0.0429834	-0.0485153
6127	1.2254	-0.0561283	-0.0589408	-0.0567042	-0.057667	-0.0520287	-0.0599989	-0.0945283	-0.0406541	-0.0429838	-0.0485153
6128	1.2256	-0.0561315	-0.058962	-0.0567277	-0.057667	-0.0520691	-0.059999	-0.0945283	-0.0406722	-0.0429842	-0.0485152
6129	1.2258	-0.0561347	-0.0589833	-0.0567503	-0.057667	-0.0521078	-0.059999	-0.0945282	-0.0406904	-0.0429847	-0.0485151
6130	1.226	-0.056138	-0.0590046	-0.0567772	-0.0576669	-0.0521541	-0.0599991	-0.0945281	-0.0407086	-0.0429853	-0.0485148
6131	1.2262	-0.0561413	-0.0590262	-0.0568031	-0.0576668	-0.0521985	-0.0599991	-0.0945279	-0.0407272	-0.0429859	-0.0485145
6132	1.2264	-0.0561446	-0.0590479	-0.0568279	-0.0576668	-0.0522411	-0.0599991	-0.0945276	-0.0407462	-0.0429867	-0.0485141
6133	1.2266	-0.056148	-0.0590698	-0.0568518	-0.0576667	-0.0522821	-0.0599992	-0.0945273	-0.0407652	-0.0429875	-0.0485136
6134	1.2268	-0.0561513	-0.0590917	-0.0568748	-0.0576666	-0.0523215	-0.0599992	-0.0945269	-0.0407843	-0.0429884	-0.048513
6135	1.227	-0.0561547	-0.0591136	-0.0569021	-0.0576644	-0.0523682	-0.059999	-0.0945265	-0.0408034	-0.0429894	-0.0485124
6136	1.2272	-0.0561581	-0.0591358	-0.0569283	-0.0576622	-0.0524131	-0.0599988	-0.094526	-0.0408229	-0.0429905	-0.0485116
6137	1.2274	-0.0561613	-0.0591582	-0.0569535	-0.0576601	-0.0524562	-0.0599986	-0.0945254	-0.0408426	-0.0429916	-0.0485108
6138	1.2276	-0.0561645	-0.0591806	-0.0569778	-0.0576581	-0.0524976	-0.0599984	-0.0945247	-0.0408624	-0.0429929	-0.04851
6139	1.2278	-0.0561676	-0.0592032	-0.057001	-0.0576562	-0.0525374	-0.0599982	-0.094524	-0.0408822	-0.0429942	-0.048509
6140	1.228	-0.0561706	-0.0592257	-0.0570244	-0.0576522	-0.0525843	-0.0599974	-0.0945232	-0.0409019	-0.0429955	-0.048508
6141	1.2282	-0.0561736	-0.0592482	-0.0570468	-0.0576483	-0.0526294	-0.0599967	-0.0945223	-0.0409219	-0.042997	-0.0485069
6142	1.2284	-0.0561763	-0.0592707	-0.0570683	-0.0576446	-0.0526727	-0.0599959	-0.0945213	-0.0409422	-0.0429985	-0.0485057
6143	1.2286	-0.056179	-0.0592931	-0.057089	-0.057641	-0.0527143	-0.0599953	-0.0945202	-0.0409627	-0.0430001	-0.0485045
6144	1.2288	-0.0561815	-0.0593154	-0.0571089	-0.0576376	-0.0527543	-0.0599946	-0.0945191	-0.0409831	-0.0430018	-0.0485032
6145	1.229	-0.056184	-0.0593375	-0.057128	-0.0576321	-0.0528012	-0.0599934	-0.0945178	-0.0410036	-0.0430035	-0.0485018
6146	1.2292	-0.0561863	-0.0593595	-0.0571464	-0.0576268	-0.0528463	-0.0599922	-0.0945165	-0.0410246	-0.0430053	-0.0485004
6147	1.2294	-0.0561885	-0.0593812	-0.057164	-0.0576217	-0.0528897	-0.0599911	-0.094515	-0.0410459	-0.0430072	-0.0484988
6148	1.2296	-0.0561905	-0.0594026	-0.0571809	-0.0576169	-0.0529313	-0.05999	-0.0945134	-0.0410675	-0.0430091	-0.0484972
