TimeSlice	Time	L Hip flx Ia	L Hip ext Ia	L Hip ext Ia IN	L Hip flx Ia IN	L Hip flx Ib	L Hip ext Ib	L Hip MN ext	L Hip MN flx	L Hip MN flx R	L Hip MN ext R
9201	1.8402	-0.0570841	-0.0598024	-0.0575961	-0.0564068	-0.0582393	-0.06	-0.0824508	-0.0606348	-0.0454185	-0.0460012
9202	1.8404	-0.0570928	-0.0597945	-0.0575961	-0.0564087	-0.0582282	-0.06	-0.082323	-0.06073	-0.0454247	-0.0459937
9203	1.8406	-0.0571017	-0.0597865	-0.0575961	-0.0564105	-0.0582176	-0.06	-0.0821944	-0.0608252	-0.0454309	-0.0459862
9204	1.8408	-0.0571107	-0.0597784	-0.0575961	-0.0564122	-0.0582073	-0.06	-0.0820651	-0.0609204	-0.0454371	-0.0459786
9205	1.841	-0.0571198	-0.0597703	-0.0575961	-0.0564145	-0.0581929	-0.06	-0.081935	-0.0610159	-0.0454434	-0.0459709
9206	1.8412	-0.057129	-0.0597621	-0.0575961	-0.0564167	-0.0581791	-0.06	-0.0818042	-0.0611112	-0.0454497	-0.0459632
9207	1.8414	-0.0571383	-0.0597539	-0.0575961	-0.0564187	-0.0581658	-0.06	-0.0816726	-0.0612066	-0.0454561	-0.0459554
9208	1.8416	-0.0571478	-0.0597456	-0.0575961	-0.0564208	-0.058153	-0.06	-0.0815403	-0.061302	-0.0454626	-0.0459476
9209	1.8418	-0.0571573	-0.0597372	-0.0575961	-0.0564227	-0.0581407	-0.06	-0.0814072	-0.0613977	-0.045469	-0.0459398
9210	1.842	-0.057167	-0.0597287	-0.0575961	-0.0564251	-0.0581249	-0.06	-0.0812733	-0.0614938	-0.0454756	-0.0459318
9211	1.8422	-0.0571767	-0.0597202	-0.0575961	-0.0564275	-0.0581097	-0.06	-0.0811387	-0.0615899	-0.0454821	-0.0459239
9212	1.8424	-0.0571866	-0.0597116	-0.0575961	-0.0564298	-0.0580951	-0.06	-0.0810033	-0.0616861	-0.0454888	-0.0459159
9213	1.8426	-0.0571966	-0.0597029	-0.0575961	-0.0564319	-0.058081	-0.06	-0.0808672	-0.0617827	-0.0454954	-0.0459078
9214	1.8428	-0.0572066	-0.0596942	-0.0575961	-0.056434	-0.0580676	-0.06	-0.0807303	-0.0618797	-0.0455021	-0.0458997
9215	1.843	-0.0572168	-0.0596854	-0.0575961	-0.0564366	-0.0580511	-0.06	-0.0805926	-0.0619772	-0.0455089	-0.0458915
9216	1.8432	-0.0572271	-0.0596765	-0.0575961	-0.0564391	-0.0580353	-0.06	-0.0804541	-0.062075	-0.0455157	-0.0458833
9217	1.8434	-0.0572374	-0.0596675	-0.0575961	-0.0564415	-0.0580201	-0.06	-0.0803149	-0.0621731	-0.0455225	-0.045875
9218	1.8436	-0.0572479	-0.0596585	-0.0575961	-0.0564438	-0.0580055	-0.06	-0.0801748	-0.0622717	-0.0455294	-0.0458667
9219	1.8438	-0.0572585	-0.0596494	-0.0575961	-0.0564461	-0.0579915	-0.06	-0.080034	-0.0623709	-0.0455363	-0.0458583
9220	1.844	-0.0572692	-0.0596402	-0.0575961	-0.0564488	-0.057975	-0.06	-0.0798925	-0.0624708	-0.0455433	-0.0458499
9221	1.8442	-0.0572799	-0.059631	-0.0575961	-0.0564514	-0.0579591	-0.06	-0.0797501	-0.0625711	-0.0455503	-0.0458414
9222	1.8444	-0.0572908	-0.0596217	-0.0575961	-0.0564539	-0.0579438	-0.06	-0.079607	-0.062672	-0.0455574	-0.0458329
9223	1.8446	-0.0573018	-0.0596123	-0.0575961	-0.0564563	-0.0579291	-0.06	-0.079463	-0.0627735	-0.0455645	-0.0458243
9224	1.8448	-0.0573129	-0.0596028	-0.0575961	-0.0564586	-0.057915	-0.06	-0.0793183	-0.0628757	-0.0455717	-0.0458157
9225	1.845	-0.057324	-0.0595932	-0.0575961	-0.0564614	-0.0578988	-0.06	-0.0791728	-0.0629788	-0.0455789	-0.045807
9226	1.8452	-0.0573353	-0.0595836	-0.0575961	-0.0564641	-0.0578832	-0.06	-0.0790265	-0.0630825	-0.0455861	-0.0457983
9227	1.8454	-0.0573466	-0.0595739	-0.0575961	-0.0564667	-0.0578682	-0.06	-0.0788794	-0.063187	-0.0455934	-0.0457895
9228	1.8456	-0.0573581	-0.0595641	-0.0575961	-0.0564692	-0.0578538	-0.06	-0.0787315	-0.0632922	-0.0456008	-0.0457807
9229	1.8458	-0.0573696	-0.0595543	-0.0575961	-0.0564716	-0.05784	-0.06	-0.0785828	-0.0633983	-0.0456082	-0.0457718
9230	1.846	-0.0573812	-0.0595444	-0.0575961	-0.0564745	-0.0578243	-0.06	-0.0784333	-0.0635054	-0.0456156	-0.0457629
9231	1.8462	-0.057393	-0.0595343	-0.0575961	-0.0564773	-0.0578091	-0.06	-0.078283	-0.0636133	-0.0456231	-0.0457539
9232	1.8464	-0.0574048	-0.0595243	-0.0575961	-0.05648	-0.0577946	-0.06	-0.0781319	-0.063722	-0.0456307	-0.0457449
9233	1.8466	-0.0574167	-0.0595141	-0.0575961	-0.0564825	-0.0577807	-0.06	-0.07798	-0.0638317	-0.0456383	-0.0457359
9234	1.8468	-0.0574287	-0.0595038	-0.0575961	-0.056485	-0.0577673	-0.06	-0.0778273	-0.0639424	-0.0456459	-0.0457267
9235	1.847	-0.0574408	-0.0594935	-0.0575961	-0.0564879	-0.0577524	-0.06	-0.0776738	-0.0640541	-0.0456536	-0.0457176
9236	1.8472	-0.057453	-0.0594831	-0.0575961	-0.0564908	-0.0577381	-0.06	-0.0775195	-0.0641668	-0.0456614	-0.0457084
9237	1.8474	-0.0574653	-0.0594726	-0.0575961	-0.0564935	-0.0577243	-0.06	-0.0773644	-0.0642805	-0.0456692	-0.0456991
9238	1.8476	-0.0574776	-0.059462	-0.0575961	-0.0564961	-0.0577111	-0.06	-0.0772085	-0.0643953	-0.045677	-0.0456898
9239	1.8478	-0.0574901	-0.0594514	-0.0575961	-0.0564986	-0.0576984	-0.06	-0.0770518	-0.0645112	-0.0456849	-0.0456805
9240	1.848	-0.0575026	-0.0594406	-0.0575961	-0.0565016	-0.0576847	-0.06	-0.0768942	-0.0646283	-0.0456929	-0.045671
9241	1.8482	-0.0575152	-0.0594298	-0.0575961	-0.0565045	-0.0576714	-0.06	-0.0767359	-0.0647464	-0.0457009	-0.0456616
9242	1.8484	-0.057528	-0.0594189	-0.0575961	-0.0565072	-0.0576588	-0.06	-0.0765767	-0.0648658	-0.045709	-0.0456521
9243	1.8486	-0.0575408	-0.0594079	-0.0575961	-0.0565099	-0.0576466	-0.06	-0.0764167	-0.0649863	-0.0457171	-0.0456426
9244	1.8488	-0.0575537	-0.0593968	-0.0575961	-0.0565124	-0.0576348	-0.06	-0.0762559	-0.0651081	-0.0457253	-0.045633
9245	1.849	-0.0575666	-0.0593856	-0.0575961	-0.0565155	-0.0576225	-0.06	-0.0760943	-0.0652312	-0.0457335	-0.0456233
9246	1.8492	-0.0575797	-0.0593744	-0.0575961	-0.0565183	-0.0576106	-0.06	-0.0759319	-0.0653555	-0.0457418	-0.0456136
9247	1.8494	-0.0575929	-0.059363	-0.0575961	-0.0565211	-0.0575992	-0.06	-0.0757686	-0.0654812	-0.0457501	-0.0456039
9248	1.8496	-0.0576061	-0.0593516	-0.0575961	-0.0565238	-0.0575882	-0.06	-0.0756046	-0.0656081	-0.0457585	-0.0455941
9249	1.8498	-0.0576194	-0.0593401	-0.0575961	-0.0565264	-0.0575777	-0.06	-0.0754396	-0.0657365	-0.045767	-0.0455842
9250	1.85	-0.0576328	-0.0593285	-0.0575961	-0.0565294	-0.057567	-0.06	-0.0752739	-0.0658662	-0.0457755	-0.0455744
9251	1.8502	-0.0576463	-0.0593168	-0.0575961	-0.0565323	-0.0575566	-0.06	-0.0751074	-0.0659974	-0.0457841	-0.0455644
9252	1.8504	-0.0576599	-0.059305	-0.0575961	-0.0565351	-0.0575467	-0.06	-0.07494	-0.06613	-0.0457928	-0.0455544
9253	1.8506	-0.0576736	-0.0592931	-0.0575961	-0.0565377	-0.0575372	-0.06	-0.0747718	-0.0662641	-0.0458015	-0.0455444
9254	1.8508	-0.0576874	-0.0592811	-0.0575961	-0.0565403	-0.057528	-0.06	-0.0746028	-0.0663997	-0.0458103	-0.0455343
9255	1.851	-0.0577012	-0.0592691	-0.0575961	-0.0565433	-0.0575191	-0.06	-0.0744329	-0.0665368	-0.0458191	-0.0455242
9256	1.8512	-0.0577151	-0.0592569	-0.0575961	-0.0565462	-0.0575105	-0.06	-0.0742622	-0.0666754	-0.045828	-0.045514
9257	1.8514	-0.0577291	-0.0592446	-0.0575961	-0.056549	-0.0575022	-0.06	-0.0740907	-0.0668157	-0.045837	-0.0455038
9258	1.8516	-0.0577433	-0.0592323	-0.0575961	-0.0565517	-0.0574942	-0.06	-0.0739183	-0.0669575	-0.045846	-0.0454935
9259	1.8518	-0.0577574	-0.0592199	-0.0575961	-0.0565542	-0.0574866	-0.06	-0.0737451	-0.067101	-0.0458551	-0.0454832
9260	1.852	-0.0577717	-0.0592073	-0.0575961	-0.0565572	-0.0574796	-0.0599986	-0.0735711	-0.0672461	-0.0458643	-0.0454728
9261	1.8522	-0.057786	-0.0591947	-0.0575961	-0.0565601	-0.0574728	-0.0599972	-0.0733961	-0.067393	-0.0458735	-0.0454624
9262	1.8524	-0.0578005	-0.059182	-0.0575961	-0.0565629	-0.0574663	-0.0599958	-0.0732203	-0.0675415	-0.0458828	-0.0454519
9263	1.8526	-0.057815	-0.0591691	-0.0575961	-0.0565655	-0.0574601	-0.0599946	-0.0730435	-0.0676918	-0.0458922	-0.0454414
9264	1.8528	-0.0578296	-0.0591562	-0.0575961	-0.0565681	-0.057454	-0.0599933	-0.0728657	-0.0678439	-0.0459017	-0.0454308
9265	1.853	-0.0578443	-0.0591432	-0.0575961	-0.056571	-0.057449	-0.0599901	-0.0726871	-0.0679977	-0.0459112	-0.0454202
9266	1.8532	-0.057859	-0.05913	-0.0575961	-0.0565739	-0.0574442	-0.059987	-0.0725075	-0.0681534	-0.0459208	-0.0454095
9267	1.8534	-0.0578739	-0.0591168	-0.0575961	-0.0565766	-0.0574396	-0.0599841	-0.0723268	-0.068311	-0.0459305	-0.0453988
9268	1.8536	-0.0578889	-0.0591035	-0.0575961	-0.0565793	-0.0574351	-0.0599812	-0.0721452	-0.0684704	-0.0459402	-0.045388
9269	1.8538	-0.0579039	-0.05909	-0.0575961	-0.0565818	-0.0574309	-0.0599785	-0.0719626	-0.0686318	-0.0459501	-0.0453772
9270	1.854	-0.057919	-0.0590765	-0.0575961	-0.0565847	-0.057428	-0.0599735	-0.071779	-0.068795	-0.04596	-0.0453663
9271	1.8542	-0.0579342	-0.0590628	-0.0575961	-0.0565875	-0.0574251	-0.0599688	-0.0715944	-0.0689602	-0.04597	-0.0453554
9272	1.8544	-0.0579494	-0.0590491	-0.0575961	-0.0565903	-0.0574225	-0.0599642	-0.0714087	-0.0691275	-0.04598	-0.0453444
9273	1.8546	-0.0579648	-0.0590352	-0.0575961	-0.0565929	-0.0574199	-0.0599599	-0.0712219	-0.0692968	-0.0459902	-0.0453334
9274	1.8548	-0.0579803	-0.0590213	-0.0575961	-0.0565954	-0.0574174	-0.0599556	-0.0710342	-0.0694681	-0.0460004	-0.0453223
9275	1.855	-0.0579958	-0.0590072	-0.0575961	-0.0565983	-0.0574166	-0.059949	-0.0708455	-0.0696414	-0.0460107	-0.0453111
9276	1.8552	-0.0580114	-0.058993	-0.0575961	-0.056601	-0.0574159	-0.0599426	-0.0706557	-0.0698169	-0.0460211	-0.0452999
9277	1.8554	-0.0580271	-0.0589787	-0.0575961	-0.0566037	-0.0574152	-0.0599365	-0.0704648	-0.0699946	-0.0460316	-0.0452887
9278	1.8556	-0.0580429	-0.0589643	-0.0575961	-0.0566063	-0.0574145	-0.0599306	-0.0702728	-0.0701745	-0.0460422	-0.0452774
9279	1.8558	-0.0580588	-0.0589498	-0.0575961	-0.0566087	-0.0574138	-0.059925	-0.0700798	-0.0703565	-0.0460528	-0.045266
9280	1.856	-0.0580747	-0.0589352	-0.0575961	-0.0566116	-0.0574153	-0.0599166	-0.0698859	-0.0705407	-0.0460636	-0.0452546
9281	1.8562	-0.0580907	-0.0589204	-0.0575961	-0.0566143	-0.0574166	-0.0599086	-0.0696908	-0.0707272	-0.0460744	-0.0452431
9282	1.8564	-0.0581069	-0.0589055	-0.0575961	-0.056617	-0.0574179	-0.059901	-0.0694946	-0.0709161	-0.0460854	-0.0452316
9283	1.8566	-0.0581231	-0.0588906	-0.0575961	-0.0566195	-0.0574192	-0.0598936	-0.0692974	-0.0711073	-0.0460964	-0.04522
9284	1.8568	-0.0581394	-0.0588755	-0.0575961	-0.0566219	-0.0574204	-0.0598865	-0.0690991	-0.0713007	-0.0461075	-0.0452084
9285	1.857	-0.0581558	-0.0588603	-0.0575961	-0.0566248	-0.057424	-0.0598765	-0.0688999	-0.0714965	-0.0461187	-0.0451967
9286	1.8572	-0.0581722	-0.0588449	-0.0575961	-0.0566275	-0.0574274	-0.0598669	-0.0686995	-0.0716948	-0.0461301	-0.0451849
9287	1.8574	-0.0581888	-0.0588295	-0.0575961	-0.05663	-0.0574308	-0.0598577	-0.0684981	-0.0718957	-0.0461415	-0.0451731
9288	1.8576	-0.0582055	-0.0588139	-0.0575961	-0.0566325	-0.057434	-0.0598488	-0.0682956	-0.072099	-0.046153	-0.0451612
9289	1.8578	-0.0582222	-0.0587982	-0.0575961	-0.0566349	-0.0574371	-0.0598403	-0.0680921	-0.0723048	-0.0461646	-0.0451492
9290	1.858	-0.058239	-0.0587824	-0.0575961	-0.0566377	-0.0574429	-0.0598286	-0.0678876	-0.0725129	-0.0461763	-0.0451372
9291	1.8582	-0.0582559	-0.0587665	-0.0575961	-0.0566404	-0.0574484	-0.0598174	-0.067682	-0.0727239	-0.0461882	-0.0451252
9292	1.8584	-0.0582729	-0.0587504	-0.0575961	-0.0566429	-0.0574538	-0.0598067	-0.0674753	-0.0729375	-0.0462001	-0.045113
9293	1.8586	-0.05829	-0.0587342	-0.0575961	-0.0566454	-0.0574589	-0.0597964	-0.0672676	-0.0731538	-0.0462122	-0.0451009
9294	1.8588	-0.0583072	-0.0587179	-0.0575961	-0.0566477	-0.0574639	-0.0597864	-0.0670589	-0.0733727	-0.0462243	-0.0450886
9295	1.859	-0.0583245	-0.0587014	-0.0575961	-0.0566505	-0.0574718	-0.0597732	-0.0668492	-0.0735942	-0.0462366	-0.0450763
9296	1.8592	-0.0583418	-0.0586848	-0.0575961	-0.0566531	-0.0574795	-0.0597604	-0.0666385	-0.0738186	-0.046249	-0.0450639
9297	1.8594	-0.0583593	-0.0586681	-0.0575961	-0.0566556	-0.0574868	-0.0597482	-0.0664266	-0.074046	-0.0462614	-0.0450515
9298	1.8596	-0.0583769	-0.0586513	-0.0575961	-0.056658	-0.0574939	-0.0597364	-0.0662138	-0.0742761	-0.0462741	-0.045039
9299	1.8598	-0.0583945	-0.0586343	-0.0575961	-0.0566603	-0.0575007	-0.0597251	-0.066	-0.0745091	-0.0462868	-0.0450264
9300	1.86	-0.0584122	-0.0586172	-0.0575961	-0.056663	-0.0575108	-0.0597103	-0.0657852	-0.0747448	-0.0462996	-0.0450137
9301	1.8602	-0.05843	-0.0585999	-0.0575961	-0.0566656	-0.0575204	-0.059696	-0.0655694	-0.0749836	-0.0463126	-0.045001
9302	1.8604	-0.058448	-0.0585825	-0.0575961	-0.0566681	-0.0575298	-0.0596823	-0.0653525	-0.0752256	-0.0463257	-0.0449883
9303	1.8606	-0.058466	-0.058565	-0.0575961	-0.0566705	-0.0575387	-0.0596692	-0.0651346	-0.0754706	-0.0463389	-0.0449754
9304	1.8608	-0.0584841	-0.0585473	-0.0575961	-0.0566728	-0.0575473	-0.0596565	-0.0649159	-0.0757185	-0.0463523	-0.0449625
9305	1.861	-0.0585023	-0.0585295	-0.0575961	-0.0566754	-0.0575595	-0.0596402	-0.0646962	-0.0759694	-0.0463658	-0.0449496
9306	1.8612	-0.0585206	-0.0585116	-0.0575961	-0.056678	-0.0575712	-0.0596245	-0.0644754	-0.0762237	-0.0463794	-0.0449365
9307	1.8614	-0.058539	-0.0584935	-0.0575961	-0.0566804	-0.0575825	-0.0596095	-0.0642536	-0.0764813	-0.0463931	-0.0449234
9308	1.8616	-0.0585575	-0.0584752	-0.0575961	-0.0566828	-0.0575933	-0.059595	-0.0640309	-0.0767422	-0.046407	-0.0449102
9309	1.8618	-0.0585761	-0.0584568	-0.0575961	-0.056685	-0.0576036	-0.0595811	-0.0638073	-0.0770062	-0.046421	-0.044897
9310	1.862	-0.0585948	-0.0584383	-0.0575961	-0.0566876	-0.0576178	-0.0595634	-0.0635828	-0.0772734	-0.0464352	-0.0448836
9311	1.8622	-0.0586136	-0.0584196	-0.0575961	-0.0566901	-0.0576315	-0.0595464	-0.0633573	-0.0775442	-0.0464495	-0.0448702
9312	1.8624	-0.0586325	-0.0584007	-0.0575961	-0.0566926	-0.0576446	-0.0595301	-0.0631308	-0.0778186	-0.046464	-0.0448568
9313	1.8626	-0.0586515	-0.0583818	-0.0575961	-0.0566949	-0.0576572	-0.0595144	-0.0629033	-0.0780964	-0.0464786	-0.0448432
9314	1.8628	-0.0586706	-0.0583626	-0.0575961	-0.0566971	-0.0576693	-0.0594993	-0.0626751	-0.0783776	-0.0464933	-0.0448296
9315	1.863	-0.0586897	-0.0583433	-0.0575961	-0.0566997	-0.0576854	-0.0594804	-0.062446	-0.0786622	-0.0465082	-0.0448159
9316	1.8632	-0.058709	-0.0583238	-0.0575961	-0.0567022	-0.057701	-0.0594623	-0.0622159	-0.0789507	-0.0465233	-0.0448021
9317	1.8634	-0.0587284	-0.0583042	-0.0575961	-0.0567046	-0.0577159	-0.0594448	-0.0619849	-0.079243	-0.0465385	-0.0447883
9318	1.8636	-0.058748	-0.0582844	-0.0575961	-0.0567069	-0.0577302	-0.059428	-0.0617529	-0.079539	-0.0465538	-0.0447743
9319	1.8638	-0.0587676	-0.0582645	-0.0575961	-0.0567091	-0.057744	-0.0594119	-0.0615202	-0.0798387	-0.0465694	-0.0447603
9320	1.864	-0.0587873	-0.0582444	-0.0575961	-0.0567117	-0.057762	-0.059392	-0.0612867	-0.0801419	-0.0465851	-0.0447463
9321	1.8642	-0.0588071	-0.0582241	-0.0575961	-0.0567141	-0.0577793	-0.0593728	-0.0610523	-0.0804494	-0.0466009	-0.0447321
9322	1.8644	-0.058827	-0.0582037	-0.0575961	-0.0567165	-0.057796	-0.0593544	-0.0608169	-0.0807609	-0.046617	-0.0447179
9323	1.8646	-0.0588471	-0.0581831	-0.0575961	-0.0567188	-0.0578119	-0.0593367	-0.0605808	-0.0810764	-0.0466332	-0.0447035
9324	1.8648	-0.0588672	-0.0581623	-0.0575961	-0.056721	-0.0578273	-0.0593196	-0.0603438	-0.0813958	-0.0466496	-0.0446891
9325	1.865	-0.0588875	-0.0581413	-0.0575961	-0.0567235	-0.0578471	-0.0592988	-0.0601062	-0.0817191	-0.0466661	-0.0446746
9326	1.8652	-0.0589078	-0.0581202	-0.0575961	-0.056726	-0.0578661	-0.0592788	-0.0598676	-0.0820468	-0.0466829	-0.0446601
9327	1.8654	-0.0589283	-0.0580989	-0.0575961	-0.0567283	-0.0578844	-0.0592596	-0.0596282	-0.082379	-0.0466998	-0.0446454
9328	1.8656	-0.0589489	-0.0580774	-0.0575961	-0.0567306	-0.0579019	-0.0592412	-0.059388	-0.0827154	-0.0467169	-0.0446307
9329	1.8658	-0.0589696	-0.0580558	-0.0575961	-0.0567328	-0.0579188	-0.0592234	-0.0591471	-0.0830545	-0.0467342	-0.0446158
9330	1.866	-0.0589892	-0.058034	-0.0575961	-0.0567353	-0.0579402	-0.059202	-0.0589055	-0.0833762	-0.0467517	-0.0446009
9331	1.8662	-0.0590078	-0.058012	-0.0575961	-0.0567377	-0.0579608	-0.0591813	-0.0586632	-0.0836823	-0.0467694	-0.0445859
9332	1.8664	-0.0590256	-0.0579898	-0.0575961	-0.0567401	-0.0579806	-0.0591615	-0.0584206	-0.0839737	-0.0467872	-0.0445708
9333	1.8666	-0.0590426	-0.0579675	-0.0575961	-0.0567423	-0.0579996	-0.0591425	-0.0581777	-0.084251	-0.0468051	-0.0445557
9334	1.8668	-0.0590587	-0.0579451	-0.0575961	-0.0567445	-0.0580179	-0.0591242	-0.057935	-0.0845152	-0.0468231	-0.0445404
9335	1.867	-0.0590741	-0.0579225	-0.0575961	-0.056747	-0.0580409	-0.0591023	-0.0576925	-0.0847669	-0.0468412	-0.044525
9336	1.8672	-0.0590888	-0.0578999	-0.0575961	-0.0567495	-0.0580629	-0.0590813	-0.0574504	-0.0850076	-0.0468594	-0.0445096
9337	1.8674	-0.0591028	-0.0578772	-0.0575961	-0.0567518	-0.0580841	-0.059061	-0.0572089	-0.0852378	-0.0468776	-0.0444941
9338	1.8676	-0.0591163	-0.0578544	-0.0575961	-0.056754	-0.0581045	-0.0590416	-0.0569681	-0.0854581	-0.0468959	-0.0444785
9339	1.8678	-0.0591291	-0.0578315	-0.0575961	-0.0567562	-0.0581241	-0.059023	-0.0567284	-0.085669	-0.0469142	-0.0444629
9340	1.868	-0.0591413	-0.0578086	-0.0575961	-0.0567587	-0.0581483	-0.0590008	-0.05649	-0.0858709	-0.0469324	-0.0444471
9341	1.8682	-0.0591531	-0.0577856	-0.0575961	-0.0567612	-0.0581716	-0.0589796	-0.0562528	-0.0860651	-0.0469507	-0.0444313
9342	1.8684	-0.0591643	-0.0577627	-0.0575961	-0.0567635	-0.0581939	-0.0589592	-0.0560171	-0.086252	-0.046969	-0.0444155
9343	1.8686	-0.0591751	-0.0577397	-0.0575961	-0.0567657	-0.0582154	-0.0589396	-0.055783	-0.0864317	-0.0469873	-0.0443996
9344	1.8688	-0.0591854	-0.0577167	-0.0575961	-0.0567679	-0.0582361	-0.0589207	-0.0555507	-0.0866048	-0.0470056	-0.0443837
9345	1.869	-0.0591954	-0.0576938	-0.0575961	-0.0567704	-0.0582612	-0.0588986	-0.0553205	-0.0867714	-0.0470238	-0.0443677
9346	1.8692	-0.0592049	-0.0576709	-0.0575961	-0.0567728	-0.0582853	-0.0588773	-0.0550922	-0.0869326	-0.047042	-0.0443516
9347	1.8694	-0.0592141	-0.0576481	-0.0575961	-0.0567752	-0.0583084	-0.0588569	-0.054866	-0.0870886	-0.0470601	-0.0443356
9348	1.8696	-0.0592229	-0.0576253	-0.0575961	-0.0567774	-0.0583307	-0.0588373	-0.0546421	-0.0872396	-0.0470782	-0.0443195
9349	1.8698	-0.0592314	-0.0576026	-0.0575961	-0.0567796	-0.0583521	-0.0588185	-0.0544207	-0.0873857	-0.0470962	-0.0443034
9350	1.87	-0.0592396	-0.0575799	-0.0575961	-0.0567821	-0.0583776	-0.0587965	-0.0542018	-0.0875272	-0.0471142	-0.0442872
9351	1.8702	-0.0592475	-0.0575574	-0.0575961	-0.0567846	-0.0584021	-0.0587754	-0.0539853	-0.0876648	-0.0471322	-0.0442711
9352	1.8704	-0.0592552	-0.057535	-0.0575961	-0.0567869	-0.0584257	-0.0587552	-0.0537714	-0.0877988	-0.04715	-0.0442549
9353	1.8706	-0.0592625	-0.0575127	-0.0575961	-0.0567892	-0.0584483	-0.0587357	-0.0535602	-0.0879291	-0.0471678	-0.0442388
9354	1.8708	-0.0592697	-0.0574905	-0.0575961	-0.0567913	-0.05847	-0.0587171	-0.0533518	-0.0880559	-0.0471855	-0.0442226
9355	1.871	-0.0592766	-0.0574684	-0.0575961	-0.0567939	-0.0584955	-0.0586955	-0.0531463	-0.0881792	-0.0472032	-0.0442065
9356	1.8712	-0.0592832	-0.0574465	-0.0575961	-0.0567963	-0.05852	-0.0586748	-0.0529435	-0.0882999	-0.0472208	-0.0441903
9357	1.8714	-0.0592897	-0.0574247	-0.0575961	-0.0567987	-0.0585435	-0.0586549	-0.0527436	-0.0884178	-0.0472383	-0.0441742
9358	1.8716	-0.059296	-0.0574031	-0.0575961	-0.0568009	-0.0585662	-0.0586357	-0.0525466	-0.0885331	-0.0472557	-0.0441581
9359	1.8718	-0.0593021	-0.0573817	-0.0575961	-0.0568031	-0.0585879	-0.0586174	-0.0523525	-0.0886457	-0.047273	-0.044142
9360	1.872	-0.059308	-0.0573604	-0.0575961	-0.0568057	-0.058613	-0.0585963	-0.0521615	-0.0887557	-0.0472903	-0.044126
9361	1.8722	-0.0593138	-0.0573393	-0.0575961	-0.0568082	-0.058637	-0.0585761	-0.0519734	-0.0888638	-0.0473074	-0.04411
9362	1.8724	-0.0593194	-0.0573184	-0.0575961	-0.0568105	-0.0586602	-0.0585567	-0.0517882	-0.0889698	-0.0473245	-0.044094
9363	1.8726	-0.0593249	-0.0572977	-0.0575961	-0.0568128	-0.0586824	-0.0585381	-0.051606	-0.0890738	-0.0473415	-0.0440781
9364	1.8728	-0.0593302	-0.0572771	-0.0575961	-0.056815	-0.0587038	-0.0585201	-0.0514269	-0.0891757	-0.0473584	-0.0440623
9365	1.873	-0.0593354	-0.0572568	-0.0575961	-0.0568176	-0.0587281	-0.0584998	-0.0512507	-0.0892756	-0.0473752	-0.0440465
9366	1.8732	-0.0593404	-0.0572367	-0.0575961	-0.0568201	-0.0587514	-0.0584802	-0.0510776	-0.0893739	-0.0473919	-0.0440307
9367	1.8734	-0.0593454	-0.0572168	-0.0575961	-0.0568225	-0.0587738	-0.0584614	-0.0509073	-0.0894707	-0.0474085	-0.044015
9368	1.8736	-0.0593502	-0.0571971	-0.0575961	-0.0568248	-0.0587954	-0.0584433	-0.05074	-0.0895659	-0.047425	-0.0439994
9369	1.8738	-0.0593549	-0.0571776	-0.0575961	-0.056827	-0.0588161	-0.058426	-0.0505757	-0.0896593	-0.0474414	-0.0439838
9370	1.874	-0.0593596	-0.0571584	-0.0575961	-0.0568296	-0.0588394	-0.0584062	-0.0504144	-0.0897511	-0.0474577	-0.0439683
9371	1.8742	-0.0593641	-0.0571393	-0.0575961	-0.0568321	-0.0588617	-0.0583873	-0.0502559	-0.0898417	-0.047474	-0.0439529
9372	1.8744	-0.0593685	-0.0571205	-0.0575961	-0.0568346	-0.0588831	-0.0583691	-0.0501002	-0.089931	-0.0474901	-0.0439375
9373	1.8746	-0.0593728	-0.057102	-0.0575961	-0.0568369	-0.0589038	-0.0583516	-0.0499475	-0.0900189	-0.0475061	-0.0439223
9374	1.8748	-0.0593771	-0.0570836	-0.0575961	-0.0568391	-0.0589236	-0.0583348	-0.0497975	-0.0901054	-0.047522	-0.0439071
9375	1.875	-0.0593812	-0.0570656	-0.0575961	-0.0568417	-0.0589475	-0.0583158	-0.0496505	-0.0901904	-0.0475378	-0.043892
9376	1.8752	-0.0593853	-0.0570477	-0.0575961	-0.0568441	-0.0589705	-0.0582976	-0.0495061	-0.0902747	-0.0475535	-0.043877
9377	1.8754	-0.0593893	-0.0570301	-0.0575961	-0.0568465	-0.0589926	-0.0582801	-0.0493645	-0.0903581	-0.0475692	-0.0438621
9378	1.8756	-0.0593933	-0.0570127	-0.0575961	-0.0568487	-0.0590138	-0.0582633	-0.0492256	-0.0904406	-0.0475847	-0.0438472
9379	1.8758	-0.0593971	-0.0569955	-0.0575961	-0.0568509	-0.0590342	-0.0582472	-0.0490894	-0.090522	-0.0476001	-0.0438325
9380	1.876	-0.0594009	-0.0569787	-0.0575961	-0.0568534	-0.0590577	-0.0582292	-0.0489559	-0.0906024	-0.0476153	-0.0438179
9381	1.8762	-0.0594046	-0.056962	-0.0575961	-0.0568558	-0.0590802	-0.0582119	-0.048825	-0.0906821	-0.0476305	-0.0438033
9382	1.8764	-0.0594083	-0.0569456	-0.0575961	-0.0568581	-0.0591018	-0.0581952	-0.0486967	-0.0907612	-0.0476456	-0.0437889
