TimeSlice	Time	L RG ext IN	L RG flx IN	L RG ext	L RG flx	R RG ext IN	R RG flx IN	R RG ext	R RG flx	L c1	R c1	L V3	R V3
6401	1.2802	-0.0594698	-0.0568621	-0.0598031	-0.05771	-0.0567676	-0.06	-0.0575697	-0.062583	-0.0568621	-0.06	-0.0597829	-0.0567784
6402	1.2804	-0.0594665	-0.0568662	-0.0598004	-0.0577142	-0.0567681	-0.06	-0.0575703	-0.0625801	-0.0568662	-0.06	-0.0597795	-0.0567791
6403	1.2806	-0.0594631	-0.0568703	-0.0597976	-0.0577185	-0.0567686	-0.06	-0.0575709	-0.0625772	-0.0568703	-0.06	-0.0597759	-0.0567799
6404	1.2808	-0.0594598	-0.0568745	-0.0597948	-0.0577227	-0.0567692	-0.06	-0.0575715	-0.0625742	-0.0568745	-0.06	-0.0597724	-0.0567806
6405	1.281	-0.0594564	-0.0568787	-0.059792	-0.0577271	-0.0567697	-0.06	-0.0575721	-0.0625713	-0.0568787	-0.06	-0.0597688	-0.0567813
6406	1.2812	-0.0594529	-0.0568829	-0.0597891	-0.0577314	-0.0567702	-0.06	-0.0575727	-0.0625683	-0.0568829	-0.06	-0.0597652	-0.0567821
6407	1.2814	-0.0594495	-0.0568871	-0.0597863	-0.0577357	-0.0567707	-0.06	-0.0575733	-0.0625653	-0.0568871	-0.06	-0.0597616	-0.0567828
6408	1.2816	-0.059446	-0.0568914	-0.0597834	-0.0577401	-0.0567712	-0.06	-0.057574	-0.0625622	-0.0568914	-0.06	-0.0597579	-0.0567835
6409	1.2818	-0.0594425	-0.0568957	-0.0597804	-0.0577445	-0.0567717	-0.06	-0.0575746	-0.0625592	-0.0568957	-0.06	-0.0597543	-0.0567842
6410	1.282	-0.0594389	-0.0569001	-0.0597775	-0.0577489	-0.0567722	-0.06	-0.0575751	-0.0625561	-0.0569001	-0.06	-0.0597505	-0.0567849
6411	1.2822	-0.0594354	-0.0569044	-0.0597746	-0.0577534	-0.0567727	-0.06	-0.0575757	-0.062553	-0.0569044	-0.06	-0.0597468	-0.0567857
6412	1.2824	-0.0594318	-0.0569088	-0.0597716	-0.0577578	-0.0567732	-0.06	-0.0575763	-0.0625499	-0.0569088	-0.06	-0.059743	-0.0567864
6413	1.2826	-0.0594281	-0.0569133	-0.0597686	-0.0577623	-0.0567736	-0.06	-0.0575769	-0.0625468	-0.0569133	-0.06	-0.0597392	-0.0567871
6414	1.2828	-0.0594245	-0.0569177	-0.0597655	-0.0577669	-0.0567741	-0.06	-0.0575775	-0.0625436	-0.0569177	-0.06	-0.0597354	-0.0567878
6415	1.283	-0.0594208	-0.0569222	-0.0597625	-0.0577714	-0.0567746	-0.06	-0.0575781	-0.0625404	-0.0569222	-0.06	-0.0597315	-0.0567885
6416	1.2832	-0.0594171	-0.0569268	-0.0597594	-0.057776	-0.0567751	-0.06	-0.0575787	-0.0625372	-0.0569268	-0.06	-0.0597276	-0.0567892
6417	1.2834	-0.0594133	-0.0569313	-0.0597563	-0.0577806	-0.0567755	-0.06	-0.0575792	-0.062534	-0.0569313	-0.06	-0.0597236	-0.0567899
6418	1.2836	-0.0594095	-0.0569359	-0.0597532	-0.0577852	-0.056776	-0.06	-0.0575798	-0.0625307	-0.0569359	-0.06	-0.0597197	-0.0567906
6419	1.2838	-0.0594057	-0.0569405	-0.05975	-0.0577898	-0.0567764	-0.06	-0.0575804	-0.0625274	-0.0569405	-0.06	-0.0597157	-0.0567913
6420	1.284	-0.0594019	-0.0569451	-0.0597468	-0.0577945	-0.0567769	-0.06	-0.0575809	-0.0625241	-0.0569451	-0.06	-0.0597116	-0.056792
6421	1.2842	-0.059398	-0.0569498	-0.0597436	-0.0577992	-0.0567773	-0.06	-0.0575815	-0.0625208	-0.0569498	-0.06	-0.0597076	-0.0567926
6422	1.2844	-0.0593941	-0.0569545	-0.0597404	-0.0578039	-0.0567778	-0.06	-0.0575821	-0.0625175	-0.0569545	-0.06	-0.0597035	-0.0567933
6423	1.2846	-0.0593902	-0.0569592	-0.0597371	-0.0578086	-0.0567782	-0.06	-0.0575826	-0.0625141	-0.0569592	-0.06	-0.0596994	-0.056794
6424	1.2848	-0.0593862	-0.056964	-0.0597339	-0.0578134	-0.0567786	-0.06	-0.0575832	-0.0625107	-0.056964	-0.06	-0.0596952	-0.0567947
6425	1.285	-0.0593822	-0.0569688	-0.0597306	-0.0578182	-0.056779	-0.06	-0.0575837	-0.0625073	-0.0569688	-0.06	-0.059691	-0.0567954
6426	1.2852	-0.0593782	-0.0569736	-0.0597272	-0.057823	-0.0567795	-0.06	-0.0575843	-0.0625039	-0.0569736	-0.06	-0.0596868	-0.056796
6427	1.2854	-0.0593741	-0.0569784	-0.0597239	-0.0578278	-0.0567799	-0.06	-0.0575848	-0.0625004	-0.0569784	-0.06	-0.0596825	-0.0567967
6428	1.2856	-0.05937	-0.0569833	-0.0597205	-0.0578327	-0.0567803	-0.06	-0.0575853	-0.0624969	-0.0569833	-0.06	-0.0596783	-0.0567974
6429	1.2858	-0.0593659	-0.0569882	-0.0597171	-0.0578376	-0.0567807	-0.06	-0.0575859	-0.0624934	-0.0569882	-0.06	-0.0596739	-0.056798
6430	1.286	-0.0593617	-0.0569932	-0.0597137	-0.0578425	-0.0567811	-0.06	-0.0575864	-0.0624899	-0.0569932	-0.06	-0.0596696	-0.0567987
6431	1.2862	-0.0593575	-0.0569982	-0.0597103	-0.0578474	-0.0567815	-0.06	-0.0575869	-0.0624863	-0.0569982	-0.06	-0.0596652	-0.0567993
6432	1.2864	-0.0593533	-0.0570032	-0.0597068	-0.0578524	-0.0567818	-0.06	-0.0575875	-0.0624827	-0.0570032	-0.06	-0.0596608	-0.0568
6433	1.2866	-0.059349	-0.0570082	-0.0597033	-0.0578574	-0.0567822	-0.06	-0.057588	-0.0624792	-0.0570082	-0.06	-0.0596563	-0.0568006
6434	1.2868	-0.0593447	-0.0570132	-0.0596998	-0.0578624	-0.0567826	-0.06	-0.0575885	-0.0624755	-0.0570132	-0.06	-0.0596518	-0.0568013
6435	1.287	-0.0593404	-0.0570183	-0.0596962	-0.0578674	-0.056783	-0.06	-0.057589	-0.0624719	-0.0570183	-0.06	-0.0596473	-0.0568019
6436	1.2872	-0.0593361	-0.0570235	-0.0596926	-0.0578725	-0.0567833	-0.06	-0.0575895	-0.0624682	-0.0570235	-0.06	-0.0596428	-0.0568026
6437	1.2874	-0.0593317	-0.0570286	-0.059689	-0.0578776	-0.0567837	-0.06	-0.05759	-0.0624645	-0.0570286	-0.06	-0.0596382	-0.0568032
6438	1.2876	-0.0593273	-0.0570338	-0.0596854	-0.0578827	-0.056784	-0.06	-0.0575906	-0.0624608	-0.0570338	-0.06	-0.0596336	-0.0568038
6439	1.2878	-0.0593228	-0.057039	-0.0596818	-0.0578878	-0.0567844	-0.06	-0.0575911	-0.0624571	-0.057039	-0.06	-0.0596289	-0.0568045
6440	1.288	-0.0593183	-0.0570443	-0.0596781	-0.057893	-0.0567847	-0.06	-0.0575916	-0.0624533	-0.0570443	-0.06	-0.0596242	-0.0568051
6441	1.2882	-0.0593138	-0.0570495	-0.0596744	-0.0578982	-0.0567851	-0.06	-0.0575921	-0.0624495	-0.0570495	-0.06	-0.0596195	-0.0568057
6442	1.2884	-0.0593092	-0.0570549	-0.0596707	-0.0579034	-0.0567854	-0.06	-0.0575925	-0.0624457	-0.0570549	-0.06	-0.0596148	-0.0568063
6443	1.2886	-0.0593047	-0.0570602	-0.0596669	-0.0579086	-0.0567857	-0.06	-0.057593	-0.0624419	-0.0570602	-0.06	-0.05961	-0.056807
6444	1.2888	-0.0593	-0.0570656	-0.0596631	-0.0579139	-0.0567861	-0.06	-0.0575935	-0.062438	-0.0570656	-0.06	-0.0596052	-0.0568076
6445	1.289	-0.0592954	-0.057071	-0.0596593	-0.0579192	-0.0567864	-0.06	-0.057594	-0.0624341	-0.057071	-0.06	-0.0596003	-0.0568082
6446	1.2892	-0.0592907	-0.0570764	-0.0596555	-0.0579245	-0.0567867	-0.06	-0.0575945	-0.0624302	-0.0570764	-0.06	-0.0595954	-0.0568088
6447	1.2894	-0.059286	-0.0570819	-0.0596516	-0.0579298	-0.056787	-0.06	-0.057595	-0.0624263	-0.0570819	-0.06	-0.0595905	-0.0568094
6448	1.2896	-0.0592812	-0.0570874	-0.0596477	-0.0579352	-0.0567873	-0.06	-0.0575954	-0.0624224	-0.0570874	-0.06	-0.0595855	-0.05681
6449	1.2898	-0.0592764	-0.0570929	-0.0596438	-0.0579406	-0.0567876	-0.06	-0.0575959	-0.0624184	-0.0570929	-0.06	-0.0595805	-0.0568106
6450	1.29	-0.0592716	-0.0570985	-0.0596399	-0.057946	-0.0567879	-0.06	-0.0575964	-0.0624144	-0.0570985	-0.06	-0.0595755	-0.0568112
6451	1.2902	-0.0592668	-0.057104	-0.0596359	-0.0579514	-0.0567881	-0.06	-0.0575968	-0.0624103	-0.057104	-0.06	-0.0595704	-0.0568118
6452	1.2904	-0.0592619	-0.0571097	-0.0596319	-0.0579569	-0.0567884	-0.06	-0.0575973	-0.0624063	-0.0571097	-0.06	-0.0595653	-0.0568123
6453	1.2906	-0.0592569	-0.0571153	-0.0596279	-0.0579624	-0.0567887	-0.06	-0.0575978	-0.0624022	-0.0571153	-0.06	-0.0595602	-0.0568129
6454	1.2908	-0.059252	-0.057121	-0.0596239	-0.0579679	-0.0567889	-0.06	-0.0575982	-0.0623981	-0.057121	-0.06	-0.059555	-0.0568135
6455	1.291	-0.059247	-0.0571267	-0.0596198	-0.0579735	-0.0567892	-0.06	-0.0575987	-0.062394	-0.0571267	-0.06	-0.0595498	-0.0568141
6456	1.2912	-0.059242	-0.0571325	-0.0596157	-0.057979	-0.0567895	-0.06	-0.0575991	-0.0623898	-0.0571325	-0.06	-0.0595446	-0.0568147
6457	1.2914	-0.0592369	-0.0571383	-0.0596116	-0.0579846	-0.0567897	-0.06	-0.0575996	-0.0623857	-0.0571383	-0.06	-0.0595393	-0.0568152
6458	1.2916	-0.0592318	-0.0571441	-0.0596074	-0.0579903	-0.0567899	-0.06	-0.0576	-0.0623815	-0.0571441	-0.06	-0.059534	-0.0568158
6459	1.2918	-0.0592267	-0.05715	-0.0596032	-0.0579959	-0.0567902	-0.06	-0.0576004	-0.0623772	-0.05715	-0.06	-0.0595287	-0.0568164
6460	1.292	-0.0592215	-0.0571558	-0.059599	-0.0580016	-0.0567904	-0.06	-0.0576009	-0.062373	-0.0571558	-0.06	-0.0595233	-0.0568169
6461	1.2922	-0.0592163	-0.0571618	-0.0595948	-0.0580073	-0.0567906	-0.06	-0.0576013	-0.0623687	-0.0571618	-0.06	-0.0595179	-0.0568175
6462	1.2924	-0.0592111	-0.0571677	-0.0595905	-0.058013	-0.0567908	-0.06	-0.0576017	-0.0623644	-0.0571677	-0.06	-0.0595124	-0.056818
6463	1.2926	-0.0592058	-0.0571737	-0.0595862	-0.0580188	-0.0567911	-0.06	-0.0576022	-0.06236	-0.0571737	-0.06	-0.059507	-0.0568186
6464	1.2928	-0.0592005	-0.0571797	-0.0595819	-0.0580245	-0.0567913	-0.06	-0.0576026	-0.0623557	-0.0571797	-0.06	-0.0595014	-0.0568191
6465	1.293	-0.0591951	-0.0571858	-0.0595776	-0.0580303	-0.0567915	-0.06	-0.057603	-0.0623513	-0.0571858	-0.06	-0.0594959	-0.0568197
6466	1.2932	-0.0591898	-0.0571918	-0.0595732	-0.0580362	-0.0567916	-0.06	-0.0576034	-0.0623469	-0.0571918	-0.06	-0.0594903	-0.0568202
6467	1.2934	-0.0591844	-0.0571979	-0.0595688	-0.058042	-0.0567918	-0.06	-0.0576038	-0.0623425	-0.0571979	-0.06	-0.0594847	-0.0568207
6468	1.2936	-0.0591789	-0.0572041	-0.0595643	-0.0580479	-0.056792	-0.06	-0.0576042	-0.062338	-0.0572041	-0.06	-0.059479	-0.0568213
6469	1.2938	-0.0591734	-0.0572103	-0.0595599	-0.0580538	-0.0567922	-0.06	-0.0576046	-0.0623335	-0.0572103	-0.06	-0.0594733	-0.0568218
6470	1.294	-0.0591679	-0.0572165	-0.0595554	-0.0580598	-0.0567924	-0.06	-0.057605	-0.062329	-0.0572165	-0.06	-0.0594676	-0.0568223
6471	1.2942	-0.0591624	-0.0572227	-0.0595509	-0.0580657	-0.0567925	-0.06	-0.0576054	-0.0623244	-0.0572227	-0.06	-0.0594618	-0.0568228
6472	1.2944	-0.0591568	-0.057229	-0.0595463	-0.0580717	-0.0567927	-0.06	-0.0576058	-0.0623199	-0.057229	-0.06	-0.059456	-0.0568233
6473	1.2946	-0.0591511	-0.0572353	-0.0595417	-0.0580777	-0.0567928	-0.06	-0.0576062	-0.0623153	-0.0572353	-0.06	-0.0594501	-0.0568238
6474	1.2948	-0.0591455	-0.0572417	-0.0595371	-0.0580837	-0.056793	-0.06	-0.0576066	-0.0623106	-0.0572417	-0.06	-0.0594442	-0.0568244
6475	1.295	-0.0591398	-0.0572481	-0.0595325	-0.0580898	-0.0567931	-0.06	-0.057607	-0.062306	-0.0572481	-0.06	-0.0594383	-0.0568249
6476	1.2952	-0.059134	-0.0572545	-0.0595278	-0.0580959	-0.0567932	-0.06	-0.0576074	-0.0623013	-0.0572545	-0.06	-0.0594323	-0.0568254
6477	1.2954	-0.0591283	-0.0572609	-0.0595231	-0.058102	-0.0567934	-0.06	-0.0576077	-0.0622966	-0.0572609	-0.06	-0.0594264	-0.0568259
6478	1.2956	-0.0591224	-0.0572674	-0.0595184	-0.0581081	-0.0567935	-0.06	-0.0576081	-0.0622918	-0.0572674	-0.06	-0.0594203	-0.0568264
6479	1.2958	-0.0591166	-0.0572739	-0.0595136	-0.0581143	-0.0567936	-0.06	-0.0576085	-0.0622871	-0.0572739	-0.06	-0.0594142	-0.0568268
6480	1.296	-0.0591107	-0.0572805	-0.0595088	-0.0581205	-0.0567937	-0.06	-0.0576089	-0.0622823	-0.0572805	-0.06	-0.0594081	-0.0568273
6481	1.2962	-0.0591048	-0.0572871	-0.059504	-0.0581267	-0.0567938	-0.06	-0.0576092	-0.0622774	-0.0572871	-0.06	-0.059402	-0.0568278
6482	1.2964	-0.0590988	-0.0572937	-0.0594992	-0.0581329	-0.0567939	-0.06	-0.0576096	-0.0622726	-0.0572937	-0.06	-0.0593958	-0.0568283
6483	1.2966	-0.0590928	-0.0573004	-0.0594943	-0.0581392	-0.056794	-0.06	-0.0576099	-0.0622677	-0.0573004	-0.06	-0.0593896	-0.0568288
6484	1.2968	-0.0590868	-0.0573071	-0.0594894	-0.0581455	-0.0567941	-0.06	-0.0576103	-0.0622628	-0.0573071	-0.06	-0.0593833	-0.0568292
6485	1.297	-0.0590808	-0.0573138	-0.0594845	-0.0581518	-0.0567942	-0.06	-0.0576106	-0.0622578	-0.0573138	-0.06	-0.059377	-0.0568297
6486	1.2972	-0.0590747	-0.0573205	-0.0594795	-0.0581581	-0.0567942	-0.06	-0.057611	-0.0622529	-0.0573205	-0.06	-0.0593707	-0.0568302
6487	1.2974	-0.0590685	-0.0573273	-0.0594745	-0.0581645	-0.0567943	-0.06	-0.0576113	-0.0622479	-0.0573273	-0.06	-0.0593643	-0.0568306
6488	1.2976	-0.0590623	-0.0573342	-0.0594695	-0.0581709	-0.0567944	-0.06	-0.0576117	-0.0622428	-0.0573342	-0.06	-0.0593579	-0.0568311
6489	1.2978	-0.0590561	-0.057341	-0.0594644	-0.0581773	-0.0567944	-0.06	-0.057612	-0.0622378	-0.057341	-0.06	-0.0593515	-0.0568316
6490	1.298	-0.0590499	-0.0573479	-0.0594593	-0.0581838	-0.0567945	-0.06	-0.0576123	-0.0622327	-0.0573479	-0.06	-0.059345	-0.056832
6491	1.2982	-0.0590436	-0.0573549	-0.0594542	-0.0581902	-0.0567945	-0.06	-0.0576127	-0.0622276	-0.0573549	-0.06	-0.0593385	-0.0568325
6492	1.2984	-0.0590373	-0.0573618	-0.0594491	-0.0581967	-0.0567945	-0.06	-0.057613	-0.0622224	-0.0573618	-0.06	-0.0593319	-0.0568329
6493	1.2986	-0.0590309	-0.0573688	-0.0594439	-0.0582033	-0.0567946	-0.06	-0.0576133	-0.0622172	-0.0573688	-0.06	-0.0593253	-0.0568333
6494	1.2988	-0.0590245	-0.0573759	-0.0594387	-0.0582098	-0.0567946	-0.06	-0.0576136	-0.062212	-0.0573759	-0.06	-0.0593187	-0.0568338
6495	1.299	-0.0590181	-0.057383	-0.0594335	-0.0582164	-0.0567946	-0.06	-0.057614	-0.0622068	-0.057383	-0.06	-0.059312	-0.0568342
6496	1.2992	-0.0590116	-0.0573901	-0.0594282	-0.058223	-0.0567946	-0.06	-0.0576143	-0.0622015	-0.0573901	-0.06	-0.0593053	-0.0568346
6497	1.2994	-0.0590051	-0.0573972	-0.0594229	-0.0582296	-0.0567946	-0.06	-0.0576146	-0.0621962	-0.0573972	-0.06	-0.0592985	-0.0568351
6498	1.2996	-0.0589985	-0.0574044	-0.0594176	-0.0582362	-0.0567946	-0.06	-0.0576149	-0.0621909	-0.0574044	-0.06	-0.0592918	-0.0568355
6499	1.2998	-0.0589919	-0.0574116	-0.0594122	-0.0582429	-0.0567946	-0.06	-0.0576152	-0.0621855	-0.0574116	-0.06	-0.0592849	-0.0568359
6500	1.3	-0.0589853	-0.0574189	-0.0594068	-0.0582496	-0.0567946	-0.06	-0.0576155	-0.0621801	-0.0574189	-0.06	-0.0592781	-0.0568363
6501	1.3002	-0.0589786	-0.0574261	-0.0594014	-0.0582563	-0.0567945	-0.06	-0.0576158	-0.0621747	-0.0574261	-0.06	-0.0592712	-0.0568367
6502	1.3004	-0.0589719	-0.0574335	-0.0593959	-0.0582631	-0.0567945	-0.06	-0.0576161	-0.0621692	-0.0574335	-0.06	-0.0592642	-0.0568371
6503	1.3006	-0.0589652	-0.0574408	-0.0593904	-0.0582699	-0.0567945	-0.06	-0.0576164	-0.0621637	-0.0574408	-0.06	-0.0592572	-0.0568375
6504	1.3008	-0.0589584	-0.0574482	-0.0593849	-0.0582767	-0.0567944	-0.06	-0.0576166	-0.0621582	-0.0574482	-0.06	-0.0592502	-0.0568379
6505	1.301	-0.0589516	-0.0574557	-0.0593793	-0.0582835	-0.0567944	-0.06	-0.0576169	-0.0621526	-0.0574557	-0.06	-0.0592431	-0.0568383
6506	1.3012	-0.0589447	-0.0574631	-0.0593737	-0.0582903	-0.0567943	-0.06	-0.0576172	-0.062147	-0.0574631	-0.06	-0.059236	-0.0568387
6507	1.3014	-0.0589378	-0.0574706	-0.0593681	-0.0582972	-0.0567943	-0.06	-0.0576175	-0.0621414	-0.0574706	-0.06	-0.0592289	-0.0568391
6508	1.3016	-0.0589309	-0.0574782	-0.0593624	-0.0583041	-0.0567942	-0.06	-0.0576178	-0.0621357	-0.0574782	-0.06	-0.0592217	-0.0568395
6509	1.3018	-0.0589239	-0.0574857	-0.0593567	-0.058311	-0.0567941	-0.06	-0.057618	-0.0621301	-0.0574857	-0.06	-0.0592145	-0.0568399
6510	1.302	-0.0589169	-0.0574934	-0.059351	-0.058318	-0.0567941	-0.06	-0.0576183	-0.0621243	-0.0574934	-0.06	-0.0592072	-0.0568402
6511	1.3022	-0.0589099	-0.057501	-0.0593452	-0.058325	-0.056794	-0.06	-0.0576185	-0.0621186	-0.057501	-0.06	-0.0591999	-0.0568406
6512	1.3024	-0.0589028	-0.0575087	-0.0593394	-0.058332	-0.0567939	-0.06	-0.0576188	-0.0621128	-0.0575087	-0.06	-0.0591926	-0.056841
6513	1.3026	-0.0588956	-0.0575164	-0.0593335	-0.058339	-0.0567938	-0.06	-0.0576191	-0.062107	-0.0575164	-0.06	-0.0591852	-0.0568413
6514	1.3028	-0.0588885	-0.0575242	-0.0593277	-0.058346	-0.0567937	-0.06	-0.0576193	-0.0621011	-0.0575242	-0.06	-0.0591778	-0.0568417
6515	1.303	-0.0588813	-0.057532	-0.0593217	-0.0583531	-0.0567936	-0.06	-0.0576195	-0.0620952	-0.057532	-0.06	-0.0591703	-0.0568421
6516	1.3032	-0.058874	-0.0575398	-0.0593158	-0.0583602	-0.0567934	-0.06	-0.0576198	-0.0620893	-0.0575398	-0.06	-0.0591628	-0.0568424
6517	1.3034	-0.0588667	-0.0575477	-0.0593098	-0.0583673	-0.0567933	-0.06	-0.05762	-0.0620833	-0.0575477	-0.06	-0.0591553	-0.0568428
6518	1.3036	-0.0588594	-0.0575556	-0.0593038	-0.0583745	-0.0567932	-0.06	-0.0576203	-0.0620773	-0.0575556	-0.06	-0.0591477	-0.0568431
6519	1.3038	-0.058852	-0.0575635	-0.0592977	-0.0583817	-0.056793	-0.06	-0.0576205	-0.0620713	-0.0575635	-0.06	-0.0591401	-0.0568434
6520	1.304	-0.0588446	-0.0575715	-0.0592916	-0.0583889	-0.0567929	-0.06	-0.0576207	-0.0620652	-0.0575715	-0.06	-0.0591324	-0.0568438
6521	1.3042	-0.0588371	-0.0575795	-0.0592855	-0.0583961	-0.0567927	-0.06	-0.057621	-0.0620591	-0.0575795	-0.06	-0.0591247	-0.0568441
6522	1.3044	-0.0588296	-0.0575876	-0.0592793	-0.0584033	-0.0567926	-0.06	-0.0576212	-0.0620529	-0.0575876	-0.06	-0.0591169	-0.0568444
6523	1.3046	-0.0588221	-0.0575957	-0.0592731	-0.0584106	-0.0567924	-0.06	-0.0576214	-0.0620468	-0.0575957	-0.06	-0.0591091	-0.0568448
6524	1.3048	-0.0588145	-0.0576038	-0.0592668	-0.0584179	-0.0567922	-0.06	-0.0576216	-0.0620405	-0.0576038	-0.06	-0.0591013	-0.0568451
6525	1.305	-0.0588069	-0.0576119	-0.0592606	-0.0584252	-0.0567921	-0.06	-0.0576218	-0.0620343	-0.0576119	-0.06	-0.0590934	-0.0568454
6526	1.3052	-0.0587992	-0.0576201	-0.0592542	-0.0584326	-0.0567919	-0.06	-0.057622	-0.062028	-0.0576201	-0.06	-0.0590855	-0.0568457
6527	1.3054	-0.0587915	-0.0576284	-0.0592479	-0.05844	-0.0567917	-0.06	-0.0576222	-0.0620217	-0.0576284	-0.06	-0.0590775	-0.056846
6528	1.3056	-0.0587838	-0.0576367	-0.0592415	-0.0584474	-0.0567915	-0.06	-0.0576224	-0.0620153	-0.0576367	-0.06	-0.0590695	-0.0568463
6529	1.3058	-0.058776	-0.057645	-0.059235	-0.0584548	-0.0567913	-0.06	-0.0576226	-0.0620089	-0.057645	-0.06	-0.0590615	-0.0568466
6530	1.306	-0.0587681	-0.0576533	-0.0592285	-0.0584622	-0.0567911	-0.06	-0.0576228	-0.0620025	-0.0576533	-0.06	-0.0590534	-0.0568469
6531	1.3062	-0.0587603	-0.0576617	-0.059222	-0.0584697	-0.0567908	-0.06	-0.057623	-0.061996	-0.0576617	-0.06	-0.0590452	-0.0568472
6532	1.3064	-0.0587523	-0.0576701	-0.0592154	-0.0584772	-0.0567906	-0.06	-0.0576232	-0.0619895	-0.0576701	-0.06	-0.059037	-0.0568475
6533	1.3066	-0.0587444	-0.0576786	-0.0592088	-0.0584847	-0.0567904	-0.06	-0.0576234	-0.0619829	-0.0576786	-0.06	-0.0590288	-0.0568478
6534	1.3068	-0.0587364	-0.0576871	-0.0592022	-0.0584923	-0.0567901	-0.06	-0.0576235	-0.0619764	-0.0576871	-0.06	-0.0590205	-0.0568481
6535	1.307	-0.0587283	-0.0576957	-0.0591955	-0.0584998	-0.0567899	-0.06	-0.0576237	-0.0619697	-0.0576957	-0.06	-0.0590122	-0.0568484
6536	1.3072	-0.0587202	-0.0577042	-0.0591888	-0.0585074	-0.0567896	-0.06	-0.0576239	-0.0619631	-0.0577042	-0.06	-0.0590039	-0.0568487
6537	1.3074	-0.0587121	-0.0577128	-0.059182	-0.058515	-0.0567894	-0.06	-0.0576241	-0.0619563	-0.0577128	-0.06	-0.0589955	-0.0568489
6538	1.3076	-0.0587039	-0.0577215	-0.0591752	-0.0585227	-0.0567891	-0.06	-0.0576242	-0.0619496	-0.0577215	-0.06	-0.058987	-0.0568492
6539	1.3078	-0.0586957	-0.0577302	-0.0591684	-0.0585303	-0.0567888	-0.06	-0.0576244	-0.0619428	-0.0577302	-0.06	-0.0589785	-0.0568495
6540	1.308	-0.0586874	-0.0577389	-0.0591615	-0.058538	-0.0567886	-0.06	-0.0576245	-0.061936	-0.0577389	-0.06	-0.05897	-0.0568497
6541	1.3082	-0.0586791	-0.0577477	-0.0591545	-0.0585457	-0.0567883	-0.06	-0.0576247	-0.0619291	-0.0577477	-0.06	-0.0589614	-0.05685
6542	1.3084	-0.0586707	-0.0577565	-0.0591476	-0.0585535	-0.056788	-0.06	-0.0576248	-0.0619222	-0.0577565	-0.06	-0.0589527	-0.0568502
6543	1.3086	-0.0586623	-0.0577653	-0.0591405	-0.0585612	-0.0567877	-0.06	-0.057625	-0.0619153	-0.0577653	-0.06	-0.0589441	-0.0568505
6544	1.3088	-0.0586538	-0.0577742	-0.0591335	-0.058569	-0.0567874	-0.06	-0.0576251	-0.0619083	-0.0577742	-0.06	-0.0589353	-0.0568507
6545	1.309	-0.0586453	-0.0577832	-0.0591264	-0.0585768	-0.0567871	-0.06	-0.0576252	-0.0619013	-0.0577832	-0.06	-0.0589266	-0.0568509
6546	1.3092	-0.0586368	-0.0577921	-0.0591192	-0.0585847	-0.0567867	-0.06	-0.0576254	-0.0618942	-0.0577921	-0.06	-0.0589177	-0.0568512
6547	1.3094	-0.0586282	-0.0578011	-0.059112	-0.0585925	-0.0567864	-0.06	-0.0576255	-0.0618871	-0.0578011	-0.06	-0.0589089	-0.0568514
6548	1.3096	-0.0586196	-0.0578102	-0.0591048	-0.0586004	-0.0567861	-0.06	-0.0576256	-0.0618799	-0.0578102	-0.06	-0.0589	-0.0568516
6549	1.3098	-0.0586109	-0.0578192	-0.0590975	-0.0586083	-0.0567857	-0.06	-0.0576257	-0.0618727	-0.0578192	-0.06	-0.058891	-0.0568519
6550	1.31	-0.0586021	-0.0578284	-0.0590902	-0.0586163	-0.0567854	-0.06	-0.0576258	-0.0618655	-0.0578284	-0.06	-0.058882	-0.0568521
6551	1.3102	-0.0585934	-0.0578375	-0.0590828	-0.0586242	-0.056785	-0.06	-0.057626	-0.0618582	-0.0578375	-0.06	-0.0588729	-0.0568523
6552	1.3104	-0.0585845	-0.0578467	-0.0590754	-0.0586322	-0.0567846	-0.06	-0.0576261	-0.0618509	-0.0578467	-0.06	-0.0588638	-0.0568525
6553	1.3106	-0.0585757	-0.0578559	-0.0590679	-0.0586402	-0.0567843	-0.06	-0.0576262	-0.0618436	-0.0578559	-0.06	-0.0588547	-0.0568527
6554	1.3108	-0.0585667	-0.0578652	-0.0590604	-0.0586482	-0.0567839	-0.06	-0.0576263	-0.0618361	-0.0578652	-0.06	-0.0588455	-0.0568529
6555	1.311	-0.0585578	-0.0578745	-0.0590529	-0.0586563	-0.0567835	-0.06	-0.0576264	-0.0618287	-0.0578745	-0.06	-0.0588362	-0.0568531
6556	1.3112	-0.0585488	-0.0578839	-0.0590453	-0.0586643	-0.0567831	-0.06	-0.0576264	-0.0618212	-0.0578839	-0.06	-0.0588269	-0.0568533
6557	1.3114	-0.0585397	-0.0578933	-0.0590376	-0.0586724	-0.0567827	-0.06	-0.0576265	-0.0618137	-0.0578933	-0.06	-0.0588176	-0.0568535
6558	1.3116	-0.0585306	-0.0579027	-0.0590299	-0.0586806	-0.0567823	-0.06	-0.0576266	-0.0618061	-0.0579027	-0.06	-0.0588082	-0.0568537
6559	1.3118	-0.0585214	-0.0579122	-0.0590222	-0.0586887	-0.0567819	-0.06	-0.0576267	-0.0617985	-0.0579122	-0.06	-0.0587987	-0.0568538
6560	1.312	-0.0585122	-0.0579217	-0.0590144	-0.0586969	-0.0567814	-0.06	-0.0576268	-0.0617908	-0.0579217	-0.06	-0.0587892	-0.056854
