TimeSlice	Time	R Hip ext Ia	R Hip flx Ia	R Hip ext Ia IN	R Hip flx Ia IN	R Hip flx Ib	R Hip ext Ib	R Hip MN flx	R Hip MN ext	R Hip MN ext RE	R Hip MN flx RE
4467	0.8934	-0.0577138	-0.0602527	-0.0576699	-0.0576699	-0.0580752	-0.06	-0.0860917	-0.0574835	-0.0452798	-0.0461881
4468	0.8936	-0.0577159	-0.0602496	-0.0576699	-0.0576699	-0.0580747	-0.06	-0.0860398	-0.057506	-0.0452806	-0.0461867
4469	0.8938	-0.0577182	-0.0602464	-0.0576699	-0.0576699	-0.0580742	-0.06	-0.085987	-0.0575291	-0.0452813	-0.0461853
4470	0.894	-0.0577204	-0.0602433	-0.0576699	-0.0576699	-0.0580734	-0.06	-0.0859334	-0.0575528	-0.0452821	-0.0461838
4471	0.8942	-0.0577228	-0.06024	-0.0576699	-0.0576699	-0.0580727	-0.06	-0.0858789	-0.057577	-0.045283	-0.0461823
4472	0.8944	-0.0577251	-0.0602367	-0.0576699	-0.0576699	-0.058072	-0.06	-0.0858236	-0.0576019	-0.0452838	-0.0461808
4473	0.8946	-0.0577276	-0.0602334	-0.0576699	-0.0576699	-0.0580713	-0.06	-0.0857674	-0.0576274	-0.0452847	-0.0461792
4474	0.8948	-0.0577301	-0.06023	-0.0576699	-0.0576699	-0.0580707	-0.06	-0.0857104	-0.0576535	-0.0452856	-0.0461777
4475	0.895	-0.0577326	-0.0602265	-0.0576699	-0.0576699	-0.0580696	-0.06	-0.0856525	-0.0576803	-0.0452865	-0.046176
4476	0.8952	-0.0577352	-0.060223	-0.0576699	-0.0576699	-0.0580687	-0.06	-0.0855938	-0.0577077	-0.0452874	-0.0461743
4477	0.8954	-0.0577379	-0.0602195	-0.0576699	-0.0576699	-0.0580677	-0.06	-0.0855343	-0.0577358	-0.0452884	-0.0461726
4478	0.8956	-0.0577406	-0.0602159	-0.0576699	-0.0576699	-0.0580668	-0.06	-0.0854739	-0.0577646	-0.0452894	-0.0461709
4479	0.8958	-0.0577434	-0.0602123	-0.0576699	-0.0576699	-0.058066	-0.06	-0.0854127	-0.0577941	-0.0452904	-0.0461691
4480	0.896	-0.0577463	-0.0602086	-0.0576699	-0.0576699	-0.0580647	-0.06	-0.0853507	-0.0578243	-0.0452915	-0.0461673
4481	0.8962	-0.0577492	-0.0602048	-0.0576699	-0.0576699	-0.0580634	-0.06	-0.0852878	-0.0578553	-0.0452925	-0.0461654
4482	0.8964	-0.0577522	-0.060201	-0.0576699	-0.0576699	-0.0580622	-0.06	-0.0852241	-0.057887	-0.0452937	-0.0461635
4483	0.8966	-0.0577553	-0.0601972	-0.0576699	-0.0576699	-0.0580611	-0.06	-0.0851596	-0.0579195	-0.0452948	-0.0461615
4484	0.8968	-0.0577584	-0.0601933	-0.0576699	-0.0576699	-0.05806	-0.06	-0.0850942	-0.0579527	-0.045296	-0.0461595
4485	0.897	-0.0577616	-0.0601894	-0.0576699	-0.0576699	-0.0580584	-0.06	-0.085028	-0.0579867	-0.0452972	-0.0461575
4486	0.8972	-0.0577648	-0.0601854	-0.0576699	-0.0576699	-0.0580568	-0.06	-0.084961	-0.0580215	-0.0452984	-0.0461554
4487	0.8974	-0.0577682	-0.0601813	-0.0576699	-0.0576699	-0.0580553	-0.06	-0.084893	-0.0580571	-0.0452997	-0.0461533
4488	0.8976	-0.0577716	-0.0601772	-0.0576699	-0.0576699	-0.0580539	-0.06	-0.0848242	-0.0580935	-0.045301	-0.0461511
4489	0.8978	-0.0577751	-0.0601731	-0.0576699	-0.0576699	-0.0580525	-0.06	-0.0847546	-0.0581308	-0.0453023	-0.0461489
4490	0.898	-0.0577786	-0.0601689	-0.0576699	-0.0576699	-0.0580505	-0.06	-0.0846841	-0.0581688	-0.0453037	-0.0461467
4491	0.8982	-0.0577823	-0.0601646	-0.0576699	-0.0576699	-0.0580486	-0.06	-0.0846126	-0.0582077	-0.0453051	-0.0461444
4492	0.8984	-0.057786	-0.0601603	-0.0576699	-0.0576699	-0.0580468	-0.06	-0.0845402	-0.0582474	-0.0453066	-0.046142
4493	0.8986	-0.0577898	-0.060156	-0.0576699	-0.0576699	-0.058045	-0.06	-0.0844669	-0.058288	-0.0453081	-0.0461396
4494	0.8988	-0.0577936	-0.0601515	-0.0576699	-0.0576699	-0.0580433	-0.06	-0.0843928	-0.0583295	-0.0453096	-0.0461372
4495	0.899	-0.0577976	-0.0601471	-0.0576699	-0.0576699	-0.0580409	-0.06	-0.0843177	-0.0583718	-0.0453111	-0.0461347
4496	0.8992	-0.0578016	-0.0601425	-0.0576699	-0.0576699	-0.0580385	-0.06	-0.0842416	-0.058415	-0.0453127	-0.0461322
4497	0.8994	-0.0578057	-0.0601379	-0.0576699	-0.0576699	-0.0580363	-0.06	-0.0841645	-0.0584591	-0.0453144	-0.0461296
4498	0.8996	-0.0578098	-0.0601333	-0.0576699	-0.0576699	-0.0580342	-0.06	-0.0840864	-0.0585041	-0.0453161	-0.046127
4499	0.8998	-0.0578141	-0.0601286	-0.0576699	-0.0576699	-0.0580321	-0.06	-0.0840074	-0.0585499	-0.0453178	-0.0461243
4500	0.9	-0.0578184	-0.0601238	-0.0576699	-0.0576699	-0.0580292	-0.06	-0.0839274	-0.0585967	-0.0453196	-0.0461216
4501	0.9002	-0.0578228	-0.060119	-0.0576699	-0.0576699	-0.0580264	-0.06	-0.0838463	-0.0586444	-0.0453214	-0.0461188
4502	0.9004	-0.0578273	-0.0601141	-0.0576699	-0.0576699	-0.0580237	-0.06	-0.0837641	-0.058693	-0.0453232	-0.046116
4503	0.9006	-0.0578319	-0.0601091	-0.0576699	-0.0576699	-0.0580212	-0.06	-0.0836809	-0.0587425	-0.0453251	-0.0461131
4504	0.9008	-0.0578365	-0.0601041	-0.0576699	-0.0576699	-0.0580187	-0.06	-0.0835967	-0.0587929	-0.045327	-0.0461102
4505	0.901	-0.0578413	-0.060099	-0.0576699	-0.0576699	-0.0580152	-0.06	-0.0835114	-0.0588443	-0.045329	-0.0461072
4506	0.9012	-0.0578461	-0.0600938	-0.0576699	-0.0576699	-0.0580119	-0.06	-0.0834249	-0.0588966	-0.0453311	-0.0461042
4507	0.9014	-0.057851	-0.0600886	-0.0576699	-0.0576699	-0.0580087	-0.06	-0.0833373	-0.0589499	-0.0453331	-0.0461011
4508	0.9016	-0.057856	-0.0600833	-0.0576699	-0.0576699	-0.0580057	-0.06	-0.0832485	-0.0590041	-0.0453353	-0.046098
4509	0.9018	-0.057861	-0.060078	-0.0576699	-0.0576699	-0.0580027	-0.06	-0.0831586	-0.0590593	-0.0453374	-0.0460948
4510	0.902	-0.0578662	-0.0600725	-0.0576699	-0.0576699	-0.0579986	-0.06	-0.0830677	-0.0591155	-0.0453396	-0.0460915
4511	0.9022	-0.0578714	-0.060067	-0.0576699	-0.0576699	-0.0579947	-0.06	-0.0829754	-0.0591726	-0.0453419	-0.0460882
4512	0.9024	-0.0578767	-0.0600615	-0.0576699	-0.0576699	-0.057991	-0.06	-0.082882	-0.0592307	-0.0453442	-0.0460848
4513	0.9026	-0.0578821	-0.0600558	-0.0576699	-0.0576699	-0.0579873	-0.06	-0.0827873	-0.0592898	-0.0453466	-0.0460814
4514	0.9028	-0.0578875	-0.0600501	-0.0576699	-0.0576699	-0.0579839	-0.06	-0.0826914	-0.0593498	-0.045349	-0.0460779
4515	0.903	-0.0578931	-0.0600443	-0.0576699	-0.0576699	-0.0579791	-0.06	-0.0825943	-0.0594109	-0.0453515	-0.0460744
4516	0.9032	-0.0578987	-0.0600384	-0.0576699	-0.0576699	-0.0579744	-0.06	-0.0824958	-0.059473	-0.045354	-0.0460708
4517	0.9034	-0.0579045	-0.0600325	-0.0576699	-0.0576699	-0.05797	-0.06	-0.082396	-0.0595361	-0.0453566	-0.0460671
4518	0.9036	-0.0579103	-0.0600265	-0.0576699	-0.0576699	-0.0579658	-0.06	-0.0822949	-0.0596002	-0.0453592	-0.0460634
4519	0.9038	-0.0579161	-0.0600203	-0.0576699	-0.0576699	-0.0579617	-0.06	-0.0821925	-0.0596653	-0.0453619	-0.0460596
4520	0.904	-0.0579221	-0.0600142	-0.0576699	-0.0576699	-0.057956	-0.06	-0.0820889	-0.0597315	-0.0453646	-0.0460558
4521	0.9042	-0.0579282	-0.0600079	-0.0576699	-0.0576699	-0.0579506	-0.06	-0.0819837	-0.0597987	-0.0453674	-0.0460519
4522	0.9044	-0.0579343	-0.0600015	-0.0576699	-0.0576699	-0.0579454	-0.06	-0.0818771	-0.0598669	-0.0453702	-0.0460479
4523	0.9046	-0.0579405	-0.0599951	-0.0576699	-0.0576699	-0.0579404	-0.06	-0.081769	-0.0599363	-0.0453731	-0.0460439
4524	0.9048	-0.0579469	-0.0599885	-0.0576699	-0.0576699	-0.0579357	-0.06	-0.0816596	-0.0600074	-0.0453761	-0.0460398
4525	0.905	-0.0579534	-0.0599819	-0.0576699	-0.0576699	-0.0579291	-0.06	-0.0815488	-0.0600805	-0.0453791	-0.0460356
4526	0.9052	-0.0579601	-0.0599752	-0.0576699	-0.0576699	-0.0579228	-0.06	-0.0814364	-0.0601556	-0.0453822	-0.0460314
4527	0.9054	-0.057967	-0.0599684	-0.0576699	-0.0576699	-0.0579167	-0.06	-0.0813224	-0.0602326	-0.0453853	-0.0460271
4528	0.9056	-0.0579739	-0.0599615	-0.0576699	-0.0576699	-0.0579109	-0.06	-0.0812069	-0.0603114	-0.0453885	-0.0460227
4529	0.9058	-0.0579811	-0.0599545	-0.0576699	-0.0576699	-0.0579052	-0.06	-0.0810898	-0.0603921	-0.0453918	-0.0460182
4530	0.906	-0.0579883	-0.0599474	-0.0576699	-0.0576699	-0.0578976	-0.06	-0.0809713	-0.0604745	-0.0453951	-0.0460137
4531	0.9062	-0.0579957	-0.0599402	-0.0576699	-0.0576699	-0.0578902	-0.06	-0.080851	-0.0605586	-0.0453985	-0.0460091
4532	0.9064	-0.0580033	-0.0599329	-0.0576699	-0.0576699	-0.0578831	-0.06	-0.080729	-0.0606445	-0.045402	-0.0460045
4533	0.9066	-0.058011	-0.0599255	-0.0576699	-0.0576699	-0.0578763	-0.06	-0.0806053	-0.060732	-0.0454056	-0.0459997
4534	0.9068	-0.0580188	-0.059918	-0.0576699	-0.0576699	-0.0578698	-0.06	-0.0804799	-0.0608212	-0.0454092	-0.0459949
4535	0.907	-0.0580267	-0.0599104	-0.0576699	-0.0576699	-0.0578608	-0.06	-0.080353	-0.0609121	-0.0454128	-0.04599
4536	0.9072	-0.0580348	-0.0599027	-0.0576699	-0.0576699	-0.0578522	-0.06	-0.0802242	-0.0610046	-0.0454166	-0.0459851
4537	0.9074	-0.0580431	-0.0598948	-0.0576699	-0.0576699	-0.0578439	-0.06	-0.0800936	-0.0610988	-0.0454204	-0.04598
4538	0.9076	-0.0580514	-0.0598869	-0.0576699	-0.0576699	-0.057836	-0.06	-0.0799611	-0.0611945	-0.0454243	-0.0459749
4539	0.9078	-0.0580599	-0.0598788	-0.0576699	-0.0576699	-0.0578284	-0.06	-0.079827	-0.0612919	-0.0454283	-0.0459697
4540	0.908	-0.0580685	-0.0598707	-0.0576699	-0.0576699	-0.0578179	-0.06	-0.0796911	-0.0613909	-0.0454324	-0.0459644
4541	0.9082	-0.0580772	-0.0598624	-0.0576699	-0.0576699	-0.0578078	-0.06	-0.0795533	-0.0614915	-0.0454365	-0.045959
4542	0.9084	-0.0580861	-0.059854	-0.0576699	-0.0576699	-0.0577982	-0.06	-0.0794135	-0.0615937	-0.0454407	-0.0459536
4543	0.9086	-0.0580951	-0.0598454	-0.0576699	-0.0576699	-0.0577889	-0.06	-0.0792718	-0.0616975	-0.045445	-0.0459481
4544	0.9088	-0.0581042	-0.0598368	-0.0576699	-0.0576699	-0.05778	-0.06	-0.0791282	-0.0618029	-0.0454494	-0.0459424
4545	0.909	-0.0581134	-0.059828	-0.0576699	-0.0576699	-0.0577677	-0.06	-0.078983	-0.06191	-0.0454539	-0.0459367
4546	0.9092	-0.0581228	-0.0598191	-0.0576699	-0.0576699	-0.057756	-0.06	-0.0788356	-0.0620187	-0.0454584	-0.0459309
4547	0.9094	-0.0581323	-0.0598101	-0.0576699	-0.0576699	-0.0577447	-0.06	-0.0786861	-0.062129	-0.045463	-0.045925
4548	0.9096	-0.0581419	-0.059801	-0.0576699	-0.0576699	-0.0577338	-0.06	-0.0785346	-0.062241	-0.0454677	-0.0459191
4549	0.9098	-0.0581517	-0.0597917	-0.0576699	-0.0576699	-0.0577234	-0.06	-0.0783812	-0.0623546	-0.0454725	-0.045913
4550	0.91	-0.0581615	-0.0597823	-0.0576699	-0.0576699	-0.0577095	-0.06	-0.0782261	-0.06247	-0.0454774	-0.0459068
4551	0.9102	-0.0581715	-0.0597728	-0.0576699	-0.0576699	-0.0576962	-0.06	-0.0780687	-0.062587	-0.0454824	-0.0459006
4552	0.9104	-0.0581816	-0.0597632	-0.0576699	-0.0576699	-0.0576834	-0.06	-0.0779091	-0.0627057	-0.0454875	-0.0458942
4553	0.9106	-0.0581919	-0.0597534	-0.0576699	-0.0576699	-0.0576712	-0.06	-0.0777476	-0.0628261	-0.0454926	-0.0458878
4554	0.9108	-0.0582023	-0.0597435	-0.0576699	-0.0576699	-0.0576594	-0.06	-0.0775842	-0.0629483	-0.0454979	-0.0458813
4555	0.911	-0.0582128	-0.0597334	-0.0576699	-0.0576699	-0.0576439	-0.06	-0.0774189	-0.0630722	-0.0455032	-0.0458746
4556	0.9112	-0.0582234	-0.0597232	-0.0576699	-0.0576699	-0.057629	-0.06	-0.0772513	-0.0631979	-0.0455086	-0.0458679
4557	0.9114	-0.0582341	-0.0597129	-0.0576699	-0.0576699	-0.0576147	-0.06	-0.0770816	-0.0633254	-0.0455142	-0.0458611
4558	0.9116	-0.058245	-0.0597024	-0.0576699	-0.0576699	-0.057601	-0.06	-0.0769098	-0.0634547	-0.0455198	-0.0458541
4559	0.9118	-0.058256	-0.0596918	-0.0576699	-0.0576699	-0.0575878	-0.06	-0.0767361	-0.0635858	-0.0455255	-0.0458471
4560	0.912	-0.0582672	-0.0596811	-0.0576699	-0.0576699	-0.0575703	-0.06	-0.0765606	-0.0637188	-0.0455313	-0.04584
4561	0.9122	-0.0582784	-0.0596702	-0.0576699	-0.0576699	-0.0575535	-0.06	-0.0763827	-0.0638536	-0.0455372	-0.0458327
4562	0.9124	-0.0582899	-0.0596592	-0.0576699	-0.0576699	-0.0575374	-0.06	-0.0762026	-0.0639904	-0.0455432	-0.0458254
4563	0.9126	-0.0583014	-0.059648	-0.0576699	-0.0576699	-0.0575219	-0.06	-0.0760204	-0.0641291	-0.0455494	-0.0458179
4564	0.9128	-0.0583131	-0.0596367	-0.0576699	-0.0576699	-0.057507	-0.06	-0.0758362	-0.0642697	-0.0455556	-0.0458104
4565	0.913	-0.0583249	-0.0596252	-0.0576699	-0.0576699	-0.0574867	-0.06	-0.0756502	-0.0644123	-0.0455619	-0.0458027
4566	0.9132	-0.0583368	-0.0596136	-0.0576699	-0.0576699	-0.0574673	-0.06	-0.0754617	-0.0645569	-0.0455683	-0.045795
4567	0.9134	-0.0583489	-0.0596019	-0.0576699	-0.0576699	-0.0574486	-0.06	-0.0752709	-0.0647036	-0.0455749	-0.0457871
4568	0.9136	-0.0583611	-0.05959	-0.0576699	-0.0576699	-0.0574306	-0.06	-0.0750779	-0.0648522	-0.0455815	-0.0457791
4569	0.9138	-0.0583734	-0.0595779	-0.0576699	-0.0576699	-0.0574133	-0.06	-0.0748829	-0.065003	-0.0455882	-0.045771
4570	0.914	-0.0583859	-0.0595657	-0.0576699	-0.0576699	-0.0573894	-0.06	-0.0746859	-0.0651559	-0.0455951	-0.0457628
4571	0.9142	-0.0583985	-0.0595533	-0.0576699	-0.0576699	-0.0573664	-0.06	-0.0744863	-0.0653109	-0.0456021	-0.0457545
4572	0.9144	-0.0584113	-0.0595408	-0.0576699	-0.0576699	-0.0573443	-0.06	-0.0742842	-0.0654681	-0.0456092	-0.0457461
4573	0.9146	-0.0584242	-0.0595281	-0.0576699	-0.0576699	-0.057323	-0.06	-0.0740797	-0.0656276	-0.0456164	-0.0457376
4574	0.9148	-0.0584373	-0.0595153	-0.0576699	-0.0576699	-0.0573026	-0.06	-0.0738732	-0.0657892	-0.0456237	-0.0457289
4575	0.915	-0.0584504	-0.0595022	-0.0576699	-0.0576699	-0.057274	-0.06	-0.0736647	-0.0659531	-0.0456311	-0.0457201
4576	0.9152	-0.0584638	-0.0594891	-0.0576699	-0.0576699	-0.0572465	-0.06	-0.0734532	-0.0661193	-0.0456387	-0.0457113
4577	0.9154	-0.0584773	-0.0594757	-0.0576699	-0.0576699	-0.0572201	-0.06	-0.0732391	-0.0662879	-0.0456463	-0.0457023
4578	0.9156	-0.0584909	-0.0594622	-0.0576699	-0.0576699	-0.0571947	-0.06	-0.0730226	-0.0664588	-0.0456541	-0.0456931
4579	0.9158	-0.0585047	-0.0594486	-0.0576699	-0.0576699	-0.0571703	-0.06	-0.0728038	-0.0666321	-0.045662	-0.0456839
4580	0.916	-0.0585186	-0.0594347	-0.0576699	-0.0576699	-0.057136	-0.06	-0.0725829	-0.0668079	-0.0456701	-0.0456746
4581	0.9162	-0.0585327	-0.0594207	-0.0576699	-0.0576699	-0.057103	-0.06	-0.0723589	-0.0669861	-0.0456782	-0.0456651
4582	0.9164	-0.0585469	-0.0594065	-0.0576699	-0.0576699	-0.0570714	-0.06	-0.072132	-0.0671668	-0.0456865	-0.0456555
4583	0.9166	-0.0585613	-0.0593922	-0.0576699	-0.0576699	-0.0570409	-0.06	-0.0719025	-0.0673501	-0.0456949	-0.0456458
4584	0.9168	-0.0585758	-0.0593776	-0.0576699	-0.0576699	-0.0570117	-0.06	-0.0716707	-0.067536	-0.0457035	-0.0456359
4585	0.917	-0.0585905	-0.0593629	-0.0576699	-0.0576699	-0.0569706	-0.06	-0.0714368	-0.0677245	-0.0457122	-0.0456259
4586	0.9172	-0.0586054	-0.059348	-0.0576699	-0.0576699	-0.0569312	-0.06	-0.0711995	-0.0679157	-0.045721	-0.0456158
4587	0.9174	-0.0586204	-0.059333	-0.0576699	-0.0576699	-0.0568933	-0.06	-0.0709591	-0.0681095	-0.0457299	-0.0456056
4588	0.9176	-0.0586356	-0.0593177	-0.0576699	-0.0576699	-0.0568569	-0.06	-0.0707159	-0.0683062	-0.045739	-0.0455953
4589	0.9178	-0.0586509	-0.0593023	-0.0576699	-0.0576699	-0.0568219	-0.06	-0.0704704	-0.0685056	-0.0457483	-0.0455848
4590	0.918	-0.0586664	-0.0592867	-0.0576699	-0.0576699	-0.0567731	-0.06	-0.0702227	-0.0687079	-0.0457576	-0.0455742
4591	0.9182	-0.058682	-0.0592708	-0.0576699	-0.0576699	-0.0567261	-0.06	-0.0699714	-0.068913	-0.0457671	-0.0455634
4592	0.9184	-0.0586979	-0.0592548	-0.0576699	-0.0576699	-0.056681	-0.06	-0.0697168	-0.069121	-0.0457768	-0.0455525
4593	0.9186	-0.0587139	-0.0592386	-0.0576699	-0.0576699	-0.0566376	-0.06	-0.0694594	-0.0693321	-0.0457866	-0.0455415
4594	0.9188	-0.05873	-0.0592223	-0.0576699	-0.0576699	-0.056596	-0.06	-0.0691995	-0.0695461	-0.0457966	-0.0455304
4595	0.919	-0.0587463	-0.0592057	-0.0576699	-0.0576699	-0.0565383	-0.06	-0.0689374	-0.0697631	-0.0458067	-0.0455191
4596	0.9192	-0.0587628	-0.0591889	-0.0576699	-0.0576699	-0.0564828	-0.06	-0.0686715	-0.0699832	-0.0458169	-0.0455077
4597	0.9194	-0.0587795	-0.0591719	-0.0576699	-0.0576699	-0.0564295	-0.06	-0.0684022	-0.0702062	-0.0458273	-0.0454961
4598	0.9196	-0.0587963	-0.0591547	-0.0576699	-0.0576699	-0.0563783	-0.06	-0.06813	-0.0704321	-0.0458379	-0.0454844
4599	0.9198	-0.0588133	-0.0591373	-0.0576699	-0.0576699	-0.0563291	-0.06	-0.0678554	-0.070661	-0.0458486	-0.0454726
4600	0.92	-0.0588304	-0.0591197	-0.0576699	-0.0576699	-0.0562615	-0.06	-0.0675786	-0.0708929	-0.0458595	-0.0454606
4601	0.9202	-0.0588477	-0.0591019	-0.0576699	-0.0576699	-0.0561966	-0.06	-0.0672978	-0.0711277	-0.0458706	-0.0454485
4602	0.9204	-0.0588651	-0.0590839	-0.0576699	-0.0576699	-0.0561343	-0.06	-0.0670136	-0.0713655	-0.0458818	-0.0454362
4603	0.9206	-0.0588827	-0.0590657	-0.0576699	-0.0576699	-0.0560744	-0.06	-0.0667265	-0.0716063	-0.0458932	-0.0454238
4604	0.9208	-0.0589004	-0.0590472	-0.0576699	-0.0576699	-0.0560168	-0.06	-0.066437	-0.07185	-0.0459047	-0.0454113
4605	0.921	-0.0589183	-0.0590286	-0.0576699	-0.0576699	-0.0559388	-0.06	-0.0661455	-0.0720968	-0.0459165	-0.0453986
4606	0.9212	-0.0589363	-0.0590097	-0.0576699	-0.0576699	-0.0558638	-0.06	-0.06585	-0.0723467	-0.0459283	-0.0453857
4607	0.9214	-0.0589545	-0.0589906	-0.0576699	-0.0576699	-0.0557917	-0.06	-0.0655511	-0.0725997	-0.0459404	-0.0453728
4608	0.9216	-0.0589728	-0.0589713	-0.0576699	-0.0576699	-0.0557225	-0.06	-0.0652494	-0.0728558	-0.0459527	-0.0453596
4609	0.9218	-0.0589913	-0.0589518	-0.0576699	-0.0576699	-0.055656	-0.06	-0.0649455	-0.073115	-0.0459651	-0.0453463
4610	0.922	-0.0590099	-0.0589321	-0.0576699	-0.0576699	-0.055567	-0.06	-0.0646399	-0.0733775	-0.0459777	-0.0453329
4611	0.9222	-0.0590287	-0.0589121	-0.0576699	-0.0576699	-0.0554816	-0.06	-0.0643303	-0.0736432	-0.0459905	-0.0453193
4612	0.9224	-0.0590476	-0.0588919	-0.0576699	-0.0576699	-0.0553994	-0.06	-0.0640175	-0.0739122	-0.0460034	-0.0453056
4613	0.9226	-0.0590667	-0.0588715	-0.0576699	-0.0576699	-0.0553205	-0.06	-0.0637022	-0.0741845	-0.0460166	-0.0452917
4614	0.9228	-0.0590859	-0.0588509	-0.0576699	-0.0576699	-0.0552447	-0.06	-0.0633849	-0.0744602	-0.0460299	-0.0452777
4615	0.923	-0.0591053	-0.05883	-0.0576699	-0.0576699	-0.0551449	-0.06	-0.0630662	-0.0747394	-0.0460434	-0.0452635
4616	0.9232	-0.0591248	-0.0588089	-0.0576699	-0.0576699	-0.055049	-0.06	-0.0627438	-0.0750221	-0.0460572	-0.0452491
4617	0.9234	-0.0591445	-0.0587876	-0.0576699	-0.0576699	-0.0549569	-0.06	-0.0624185	-0.0753083	-0.0460711	-0.0452347
4618	0.9236	-0.0591644	-0.0587661	-0.0576699	-0.0576699	-0.0548683	-0.06	-0.0620911	-0.0755981	-0.0460852	-0.04522
4619	0.9238	-0.0591844	-0.0587443	-0.0576699	-0.0576699	-0.0547833	-0.06	-0.061762	-0.0758916	-0.0460995	-0.0452052
4620	0.924	-0.0592046	-0.0587223	-0.0576699	-0.0576699	-0.0546731	-0.06	-0.0614319	-0.0761889	-0.046114	-0.0451903
4621	0.9242	-0.059225	-0.0587001	-0.0576699	-0.0576699	-0.0545673	-0.06	-0.0610985	-0.0764899	-0.0461288	-0.0451752
4622	0.9244	-0.0592455	-0.0586776	-0.0576699	-0.0576699	-0.0544657	-0.06	-0.0607626	-0.0767948	-0.0461437	-0.0451599
4623	0.9246	-0.0592661	-0.0586549	-0.0576699	-0.0576699	-0.054368	-0.06	-0.060425	-0.0771036	-0.0461588	-0.0451446
4624	0.9248	-0.059287	-0.058632	-0.0576699	-0.0576699	-0.0542741	-0.06	-0.0600863	-0.0774164	-0.0461742	-0.045129
4625	0.925	-0.059308	-0.0586088	-0.0576699	-0.0576699	-0.0541567	-0.06	-0.059747	-0.0777333	-0.0461897	-0.0451133
4626	0.9252	-0.0593292	-0.0585854	-0.0576699	-0.0576699	-0.054044	-0.06	-0.0594051	-0.0780543	-0.0462055	-0.0450975
4627	0.9254	-0.0593505	-0.0585617	-0.0576699	-0.0576699	-0.0539356	-0.06	-0.0590614	-0.0783795	-0.0462215	-0.0450815
4628	0.9256	-0.0593721	-0.0585379	-0.0576699	-0.0576699	-0.0538315	-0.06	-0.0587166	-0.078709	-0.0462377	-0.0450653
4629	0.9258	-0.0593938	-0.0585137	-0.0576699	-0.0576699	-0.0537315	-0.06	-0.0583713	-0.0790428	-0.0462542	-0.045049
4630	0.926	-0.0594156	-0.0584894	-0.0576699	-0.0576699	-0.0536077	-0.06	-0.058026	-0.079381	-0.0462709	-0.0450326
4631	0.9262	-0.0594377	-0.0584648	-0.0576699	-0.0576699	-0.0534889	-0.06	-0.0576788	-0.0797237	-0.0462878	-0.045016
4632	0.9264	-0.0594599	-0.05844	-0.0576699	-0.0576699	-0.0533747	-0.06	-0.0573304	-0.080071	-0.0463049	-0.0449993
4633	0.9266	-0.0594823	-0.0584149	-0.0576699	-0.0576699	-0.0532649	-0.06	-0.0569815	-0.0804229	-0.0463223	-0.0449825
4634	0.9268	-0.0595049	-0.0583895	-0.0576699	-0.0576699	-0.0531595	-0.06	-0.0566327	-0.0807795	-0.0463399	-0.0449654
4635	0.927	-0.0595277	-0.058364	-0.0576699	-0.0576699	-0.0530307	-0.06	-0.0562844	-0.081141	-0.0463578	-0.0449483
4636	0.9272	-0.0595506	-0.0583382	-0.0576699	-0.0576699	-0.052907	-0.06	-0.0559348	-0.0815073	-0.0463759	-0.044931
4637	0.9274	-0.0595738	-0.0583121	-0.0576699	-0.0576699	-0.0527882	-0.06	-0.0555845	-0.0818786	-0.0463942	-0.0449136
4638	0.9276	-0.0595971	-0.0582858	-0.0576699	-0.0576699	-0.052674	-0.06	-0.0552343	-0.0822549	-0.0464129	-0.044896
4639	0.9278	-0.0596206	-0.0582592	-0.0576699	-0.0576699	-0.0525642	-0.06	-0.0548846	-0.0826363	-0.0464317	-0.0448783
4640	0.928	-0.0596444	-0.0582324	-0.0576699	-0.0576699	-0.052432	-0.06	-0.054536	-0.083023	-0.0464509	-0.0448605
4641	0.9282	-0.0596683	-0.0582053	-0.0576699	-0.0576699	-0.052305	-0.06	-0.0541866	-0.083415	-0.0464702	-0.0448425
4642	0.9284	-0.0596923	-0.058178	-0.0576699	-0.0576699	-0.0521829	-0.06	-0.0538371	-0.0838123	-0.0464899	-0.0448244
4643	0.9286	-0.0597166	-0.0581504	-0.0576699	-0.0576699	-0.0520656	-0.06	-0.0534881	-0.0842151	-0.0465098	-0.0448061
4644	0.9288	-0.0597411	-0.0581225	-0.0576699	-0.0576699	-0.051953	-0.06	-0.0531401	-0.0846235	-0.04653	-0.0447878
4645	0.929	-0.0597658	-0.0580944	-0.0576699	-0.0576699	-0.0518189	-0.06	-0.0527935	-0.0850375	-0.0465505	-0.0447693
4646	0.9292	-0.0597907	-0.0580661	-0.0576699	-0.0576699	-0.0516901	-0.06	-0.0524466	-0.0854573	-0.0465713	-0.0447506
4647	0.9294	-0.0598158	-0.0580374	-0.0576699	-0.0576699	-0.0515664	-0.06	-0.0521001	-0.0858829	-0.0465924	-0.0447319
4648	0.9296	-0.059841	-0.0580085	-0.0576699	-0.0576699	-0.0514475	-0.06	-0.0517545	-0.0863144	-0.0466137	-0.044713
4649	0.9298	-0.0598658	-0.0579793	-0.0576699	-0.0576699	-0.0513333	-0.06	-0.0514103	-0.0867393	-0.0466353	-0.044694
4650	0.93	-0.0598893	-0.0579499	-0.0576699	-0.0576699	-0.0511991	-0.06	-0.0510679	-0.0871407	-0.0466573	-0.0446748
4651	0.9302	-0.0599116	-0.0579202	-0.0576699	-0.0576699	-0.0510701	-0.06	-0.0507261	-0.0875201	-0.0466794	-0.0446556
