TimeSlice	Time	R Hip ext Ia	R Hip flx Ia	R Hip ext Ia IN	R Hip flx Ia IN	R Hip flx Ib	R Hip ext Ib	R Hip MN flx	R Hip MN ext	R Hip MN ext RE	R Hip MN flx RE
15188	3.0376	-0.0545504	-0.0583775	-0.0552207	-0.0552207	-0.0528389	-0.050359	-0.0798133	-0.0429886	-0.0438223	-0.0472616
15189	3.0378	-0.0545498	-0.0583808	-0.0552257	-0.0552257	-0.0529068	-0.0503358	-0.0799307	-0.0429561	-0.0438152	-0.0472709
15190	3.038	-0.0545494	-0.0583842	-0.0552317	-0.0552317	-0.0529852	-0.0503113	-0.0800472	-0.0429247	-0.0438082	-0.0472803
15191	3.0382	-0.0545491	-0.0583875	-0.0552375	-0.0552375	-0.0530604	-0.0502876	-0.0801646	-0.0428944	-0.0438012	-0.0472896
15192	3.0384	-0.0545491	-0.0583909	-0.0552431	-0.0552431	-0.0531327	-0.050265	-0.0802822	-0.0428652	-0.0437944	-0.0472988
15193	3.0386	-0.0545492	-0.0583942	-0.0552484	-0.0552484	-0.0532022	-0.0502432	-0.0803997	-0.0428371	-0.0437876	-0.0473081
15194	3.0388	-0.0545495	-0.0583976	-0.0552536	-0.0552536	-0.053269	-0.0502222	-0.0805167	-0.0428101	-0.0437809	-0.0473172
15195	3.039	-0.0545499	-0.0584009	-0.0552598	-0.0552598	-0.0533457	-0.0502002	-0.0806329	-0.0427842	-0.0437742	-0.0473264
15196	3.0392	-0.0545505	-0.0584043	-0.0552657	-0.0552657	-0.0534194	-0.0501791	-0.0807498	-0.0427592	-0.0437676	-0.0473355
15197	3.0394	-0.0545513	-0.0584076	-0.0552715	-0.0552715	-0.0534902	-0.0501588	-0.0808669	-0.0427353	-0.0437611	-0.0473445
15198	3.0396	-0.0545523	-0.058411	-0.055277	-0.055277	-0.0535582	-0.0501393	-0.0809839	-0.0427125	-0.0437546	-0.0473535
15199	3.0398	-0.0545534	-0.0584143	-0.0552823	-0.0552823	-0.0536236	-0.0501205	-0.0811003	-0.0426906	-0.0437482	-0.0473625
15200	3.04	-0.0545547	-0.0584176	-0.0552886	-0.0552886	-0.0536985	-0.050101	-0.0812159	-0.0426697	-0.0437419	-0.0473714
15201	3.0402	-0.0545561	-0.058421	-0.0552948	-0.0552948	-0.0537704	-0.0500822	-0.0813321	-0.0426498	-0.0437357	-0.0473803
15202	3.0404	-0.0545577	-0.0584244	-0.0553007	-0.0553007	-0.0538395	-0.0500642	-0.0814485	-0.0426309	-0.0437295	-0.0473891
15203	3.0406	-0.0545595	-0.0584277	-0.0553063	-0.0553063	-0.053906	-0.0500469	-0.0815646	-0.0426129	-0.0437234	-0.0473979
15204	3.0408	-0.0545614	-0.0584311	-0.0553118	-0.0553118	-0.0539698	-0.0500302	-0.0816801	-0.0425959	-0.0437173	-0.0474067
15205	3.041	-0.0545635	-0.0584344	-0.0553183	-0.0553183	-0.0540426	-0.0500131	-0.0817949	-0.0425798	-0.0437113	-0.0474154
15206	3.0412	-0.0545657	-0.0584378	-0.0553247	-0.0553247	-0.0541126	-0.0499966	-0.0819101	-0.0425646	-0.0437054	-0.0474241
15207	3.0414	-0.0545681	-0.0584412	-0.0553307	-0.0553307	-0.0541799	-0.0499808	-0.0820254	-0.0425503	-0.0436995	-0.0474327
15208	3.0416	-0.0545707	-0.0584446	-0.0553365	-0.0553365	-0.0542445	-0.0499656	-0.0821404	-0.0425369	-0.0436937	-0.0474413
15209	3.0418	-0.0545733	-0.058448	-0.0553421	-0.0553421	-0.0543066	-0.049951	-0.0822548	-0.0425244	-0.0436879	-0.0474498
15210	3.042	-0.0545762	-0.0584513	-0.0553489	-0.0553489	-0.0543773	-0.0499362	-0.0823683	-0.0425128	-0.0436823	-0.0474583
15211	3.0422	-0.0545792	-0.0584547	-0.0553554	-0.0553554	-0.0544452	-0.049922	-0.0824822	-0.0425021	-0.0436766	-0.0474667
15212	3.0424	-0.0545823	-0.0584581	-0.0553616	-0.0553616	-0.0545104	-0.0499083	-0.0825961	-0.0424921	-0.0436711	-0.0474752
15213	3.0426	-0.0545856	-0.0584616	-0.0553676	-0.0553676	-0.0545731	-0.0498951	-0.0827097	-0.0424831	-0.0436656	-0.0474835
15214	3.0428	-0.0545891	-0.058465	-0.0553734	-0.0553734	-0.0546333	-0.0498825	-0.0828227	-0.0424748	-0.0436601	-0.0474918
15215	3.043	-0.0545926	-0.0584684	-0.0553803	-0.0553803	-0.0547016	-0.0498699	-0.0829347	-0.0424674	-0.0436548	-0.0475001
15216	3.0432	-0.0545964	-0.0584718	-0.055387	-0.055387	-0.0547672	-0.0498578	-0.083047	-0.0424608	-0.0436494	-0.0475083
15217	3.0434	-0.0546003	-0.0584753	-0.0553934	-0.0553934	-0.0548303	-0.0498462	-0.0831593	-0.042455	-0.0436442	-0.0475165
15218	3.0436	-0.0546043	-0.0584788	-0.0553996	-0.0553996	-0.0548909	-0.049835	-0.0832712	-0.0424499	-0.043639	-0.0475247
15219	3.0438	-0.0546085	-0.0584822	-0.0554055	-0.0554055	-0.0549491	-0.0498242	-0.0833824	-0.0424456	-0.0436338	-0.0475328
15220	3.044	-0.0546127	-0.0584857	-0.0554127	-0.0554127	-0.0550149	-0.0498138	-0.0834926	-0.0424421	-0.0436287	-0.0475408
15221	3.0442	-0.0546172	-0.0584892	-0.0554195	-0.0554195	-0.0550781	-0.0498037	-0.0836031	-0.0424394	-0.0436237	-0.0475488
15222	3.0444	-0.0546217	-0.0584927	-0.0554261	-0.0554261	-0.0551389	-0.049794	-0.0837134	-0.0424374	-0.0436187	-0.0475568
15223	3.0446	-0.0546265	-0.0584962	-0.0554325	-0.0554325	-0.0551972	-0.0497847	-0.0838233	-0.0424362	-0.0436138	-0.0475647
15224	3.0448	-0.0546313	-0.0584998	-0.0554386	-0.0554386	-0.0552533	-0.0497758	-0.0839324	-0.0424356	-0.043609	-0.0475726
15225	3.045	-0.0546363	-0.0585033	-0.0554459	-0.0554459	-0.0553165	-0.0497674	-0.0840406	-0.0424358	-0.0436042	-0.0475804
15226	3.0452	-0.0546414	-0.0585068	-0.055453	-0.055453	-0.0553773	-0.0497593	-0.0841489	-0.0424367	-0.0435994	-0.0475882
15227	3.0454	-0.0546466	-0.0585104	-0.0554597	-0.0554597	-0.0554356	-0.0497515	-0.084257	-0.0424383	-0.0435947	-0.0475959
15228	3.0456	-0.054652	-0.058514	-0.0554663	-0.0554663	-0.0554917	-0.049744	-0.0843646	-0.0424405	-0.0435901	-0.0476036
15229	3.0458	-0.0546575	-0.0585176	-0.0554725	-0.0554725	-0.0555455	-0.0497368	-0.0844714	-0.0424435	-0.0435855	-0.0476112
15230	3.046	-0.0546631	-0.0585212	-0.0554801	-0.0554801	-0.055606	-0.0497303	-0.0845772	-0.0424471	-0.043581	-0.0476188
15231	3.0462	-0.0546689	-0.0585248	-0.0554873	-0.0554873	-0.0556642	-0.0497241	-0.0846831	-0.0424513	-0.0435765	-0.0476264
15232	3.0464	-0.0546748	-0.0585285	-0.0554943	-0.0554943	-0.05572	-0.0497181	-0.0847887	-0.0424562	-0.0435721	-0.0476339
15233	3.0466	-0.0546808	-0.0585322	-0.055501	-0.055501	-0.0557737	-0.0497124	-0.0848937	-0.0424618	-0.0435677	-0.0476413
15234	3.0468	-0.0546869	-0.0585358	-0.0555074	-0.0555074	-0.0558253	-0.0497068	-0.0849979	-0.042468	-0.0435634	-0.0476487
15235	3.047	-0.0546931	-0.0585395	-0.0555151	-0.0555151	-0.055883	-0.0497022	-0.0851011	-0.0424748	-0.0435592	-0.047656
15236	3.0472	-0.0546995	-0.0585432	-0.0555226	-0.0555226	-0.0559385	-0.0496978	-0.0852043	-0.0424822	-0.043555	-0.0476633
15237	3.0474	-0.054706	-0.058547	-0.0555297	-0.0555297	-0.0559918	-0.0496935	-0.0853071	-0.0424902	-0.0435508	-0.0476706
15238	3.0476	-0.0547126	-0.0585507	-0.0555366	-0.0555366	-0.056043	-0.0496894	-0.0854093	-0.0424988	-0.0435467	-0.0476778
15239	3.0478	-0.0547193	-0.0585545	-0.0555432	-0.0555432	-0.0560922	-0.0496855	-0.0855107	-0.042508	-0.0435427	-0.047685
15240	3.048	-0.0547261	-0.0585582	-0.0555511	-0.0555511	-0.0561471	-0.0496826	-0.085611	-0.0425177	-0.0435387	-0.0476921
15241	3.0482	-0.054733	-0.058562	-0.0555587	-0.0555587	-0.0561999	-0.0496799	-0.0857112	-0.042528	-0.0435347	-0.0476991
15242	3.0484	-0.0547401	-0.0585659	-0.0555661	-0.0555661	-0.0562506	-0.0496772	-0.085811	-0.0425389	-0.0435308	-0.0477061
15243	3.0486	-0.0547473	-0.0585697	-0.0555731	-0.0555731	-0.0562993	-0.0496747	-0.0859101	-0.0425504	-0.043527	-0.0477131
15244	3.0488	-0.0547546	-0.0585736	-0.0555799	-0.0555799	-0.0563461	-0.0496722	-0.0860084	-0.0425623	-0.0435232	-0.04772
15245	3.049	-0.0547619	-0.0585774	-0.055588	-0.055588	-0.0563982	-0.0496711	-0.0861057	-0.0425748	-0.0435195	-0.0477268
15246	3.0492	-0.0547694	-0.0585813	-0.0555958	-0.0555958	-0.0564482	-0.0496699	-0.0862027	-0.0425878	-0.0435158	-0.0477336
15247	3.0494	-0.054777	-0.0585853	-0.0556034	-0.0556034	-0.0564963	-0.0496689	-0.0862993	-0.0426014	-0.0435121	-0.0477403
15248	3.0496	-0.0547847	-0.0585892	-0.0556106	-0.0556106	-0.0565425	-0.0496678	-0.0863952	-0.0426154	-0.0435085	-0.047747
15249	3.0498	-0.0547925	-0.0585932	-0.0556175	-0.0556175	-0.0565869	-0.0496668	-0.0864902	-0.04263	-0.043505	-0.0477537
15250	3.05	-0.0548004	-0.0585971	-0.0556258	-0.0556258	-0.0566361	-0.0496672	-0.0865841	-0.0426449	-0.0435015	-0.0477603
15251	3.0502	-0.0548084	-0.0586012	-0.0556339	-0.0556339	-0.0566834	-0.0496676	-0.0866777	-0.0426605	-0.0434981	-0.0477668
15252	3.0504	-0.0548165	-0.0586052	-0.0556415	-0.0556415	-0.0567289	-0.049668	-0.0867709	-0.0426764	-0.0434947	-0.0477733
15253	3.0506	-0.0548247	-0.0586093	-0.0556489	-0.0556489	-0.0567726	-0.0496684	-0.0868633	-0.0426929	-0.0434914	-0.0477797
15254	3.0508	-0.054833	-0.0586134	-0.055656	-0.055656	-0.0568145	-0.0496687	-0.0869548	-0.0427097	-0.0434881	-0.0477861
15255	3.051	-0.0548413	-0.0586174	-0.0556646	-0.0556646	-0.0568609	-0.0496706	-0.0870453	-0.042727	-0.0434848	-0.0477924
15256	3.0512	-0.0548498	-0.0586215	-0.0556728	-0.0556728	-0.0569055	-0.0496725	-0.0871354	-0.0427448	-0.0434817	-0.0477986
15257	3.0514	-0.0548584	-0.0586257	-0.0556806	-0.0556806	-0.0569484	-0.0496742	-0.087225	-0.042763	-0.0434785	-0.0478049
15258	3.0516	-0.054867	-0.0586299	-0.0556882	-0.0556882	-0.0569895	-0.0496759	-0.0873138	-0.0427816	-0.0434754	-0.047811
15259	3.0518	-0.0548758	-0.0586341	-0.0556955	-0.0556955	-0.0570291	-0.0496776	-0.0874016	-0.0428006	-0.0434724	-0.0478171
15260	3.052	-0.0548846	-0.0586383	-0.0557042	-0.0557042	-0.0570727	-0.0496809	-0.0874884	-0.04282	-0.0434694	-0.0478231
15261	3.0522	-0.0548935	-0.0586426	-0.0557126	-0.0557126	-0.0571146	-0.0496841	-0.0875748	-0.0428399	-0.0434664	-0.0478291
15262	3.0524	-0.0549025	-0.0586469	-0.0557206	-0.0557206	-0.0571548	-0.0496872	-0.0876607	-0.0428601	-0.0434635	-0.047835
15263	3.0526	-0.0549116	-0.0586512	-0.0557284	-0.0557284	-0.0571935	-0.0496902	-0.0877457	-0.0428807	-0.0434607	-0.0478409
15264	3.0528	-0.0549208	-0.0586555	-0.0557358	-0.0557358	-0.0572307	-0.049693	-0.0878298	-0.0429016	-0.0434579	-0.0478467
15265	3.053	-0.05493	-0.0586598	-0.0557447	-0.0557447	-0.0572715	-0.0496977	-0.0879129	-0.0429229	-0.0434551	-0.0478525
15266	3.0532	-0.0549393	-0.0586642	-0.0557533	-0.0557533	-0.0573108	-0.0497022	-0.0879954	-0.0429446	-0.0434524	-0.0478582
15267	3.0534	-0.0549487	-0.0586686	-0.0557615	-0.0557615	-0.0573485	-0.0497065	-0.0880774	-0.0429667	-0.0434498	-0.0478638
15268	3.0536	-0.0549582	-0.0586731	-0.0557694	-0.0557694	-0.0573847	-0.0497107	-0.0881586	-0.042989	-0.0434472	-0.0478694
15269	3.0538	-0.0549678	-0.0586776	-0.055777	-0.055777	-0.0574195	-0.0497147	-0.0882388	-0.0430117	-0.0434446	-0.0478749
15270	3.054	-0.0549773	-0.058682	-0.0557861	-0.0557861	-0.0574577	-0.0497206	-0.088318	-0.0430347	-0.0434421	-0.0478804
15271	3.0542	-0.054987	-0.0586865	-0.0557948	-0.0557948	-0.0574943	-0.0497263	-0.0883966	-0.0430581	-0.0434396	-0.0478858
15272	3.0544	-0.0549968	-0.0586911	-0.0558032	-0.0558032	-0.0575296	-0.0497318	-0.0884747	-0.0430817	-0.0434372	-0.0478911
15273	3.0546	-0.0550067	-0.0586957	-0.0558113	-0.0558113	-0.0575634	-0.0497371	-0.0885519	-0.0431057	-0.0434349	-0.0478964
15274	3.0548	-0.0550166	-0.0587003	-0.0558191	-0.0558191	-0.0575959	-0.0497421	-0.0886281	-0.0431299	-0.0434325	-0.0479016
15275	3.055	-0.0550265	-0.0587049	-0.0558284	-0.0558284	-0.0576314	-0.0497492	-0.0887033	-0.0431544	-0.0434303	-0.0479068
15276	3.0552	-0.0550366	-0.0587096	-0.0558373	-0.0558373	-0.0576656	-0.0497561	-0.088778	-0.0431792	-0.043428	-0.0479119
15277	3.0554	-0.0550467	-0.0587143	-0.0558458	-0.0558458	-0.0576984	-0.0497627	-0.088852	-0.0432043	-0.0434259	-0.0479169
15278	3.0556	-0.0550569	-0.0587191	-0.0558541	-0.0558541	-0.0577299	-0.049769	-0.0889252	-0.0432297	-0.0434237	-0.0479219
15279	3.0558	-0.0550671	-0.0587238	-0.055862	-0.055862	-0.0577602	-0.049775	-0.0889975	-0.0432553	-0.0434216	-0.0479268
15280	3.056	-0.0550774	-0.0587286	-0.0558714	-0.0558714	-0.0577931	-0.0497833	-0.0890687	-0.0432811	-0.0434196	-0.0479317
15281	3.0562	-0.0550877	-0.0587334	-0.0558805	-0.0558805	-0.0578248	-0.0497912	-0.0891393	-0.0433072	-0.0434176	-0.0479365
15282	3.0564	-0.0550981	-0.0587383	-0.0558893	-0.0558893	-0.0578553	-0.0497988	-0.0892093	-0.0433336	-0.0434157	-0.0479412
15283	3.0566	-0.0551086	-0.0587432	-0.0558976	-0.0558976	-0.0578845	-0.0498061	-0.0892784	-0.0433601	-0.0434138	-0.0479459
15284	3.0568	-0.0551191	-0.0587481	-0.0559057	-0.0559057	-0.0579126	-0.0498131	-0.0893467	-0.0433869	-0.0434119	-0.0479505
15285	3.057	-0.0551297	-0.058753	-0.0559153	-0.0559153	-0.0579432	-0.0498224	-0.0894138	-0.0434139	-0.0434101	-0.047955
15286	3.0572	-0.0551403	-0.058758	-0.0559246	-0.0559246	-0.0579725	-0.0498313	-0.0894804	-0.0434411	-0.0434084	-0.0479595
15287	3.0574	-0.055151	-0.058763	-0.0559335	-0.0559335	-0.0580007	-0.0498398	-0.0895463	-0.0434685	-0.0434067	-0.0479639
15288	3.0576	-0.0551617	-0.0587681	-0.055942	-0.055942	-0.0580277	-0.0498481	-0.0896114	-0.0434961	-0.043405	-0.0479683
15289	3.0578	-0.0551725	-0.0587732	-0.0559502	-0.0559502	-0.0580537	-0.049856	-0.0896756	-0.0435239	-0.0434034	-0.0479726
15290	3.058	-0.0551833	-0.0587783	-0.05596	-0.05596	-0.0580819	-0.0498662	-0.0897387	-0.0435518	-0.0434018	-0.0479768
15291	3.0582	-0.0551942	-0.0587834	-0.0559695	-0.0559695	-0.058109	-0.049876	-0.0898013	-0.04358	-0.0434003	-0.047981
15292	3.0584	-0.0552051	-0.0587886	-0.0559785	-0.0559785	-0.058135	-0.0498855	-0.0898631	-0.0436083	-0.0433988	-0.0479851
15293	3.0586	-0.0552161	-0.0587938	-0.0559872	-0.0559872	-0.0581599	-0.0498945	-0.0899242	-0.0436368	-0.0433974	-0.0479891
15294	3.0588	-0.0552271	-0.0587991	-0.0559956	-0.0559956	-0.0581839	-0.0499033	-0.0899843	-0.0436654	-0.043396	-0.0479931
15295	3.059	-0.0552381	-0.0588043	-0.0560055	-0.0560055	-0.0582098	-0.0499144	-0.0900434	-0.0436941	-0.0433947	-0.047997
15296	3.0592	-0.0552492	-0.0588096	-0.0560151	-0.0560151	-0.0582347	-0.0499251	-0.0901019	-0.0437231	-0.0433934	-0.0480008
15297	3.0594	-0.0552603	-0.058815	-0.0560243	-0.0560243	-0.0582586	-0.0499354	-0.0901598	-0.0437521	-0.0433922	-0.0480046
15298	3.0596	-0.0552715	-0.0588204	-0.0560331	-0.0560331	-0.0582816	-0.0499453	-0.0902168	-0.0437813	-0.043391	-0.0480083
15299	3.0598	-0.0552827	-0.0588258	-0.0560416	-0.0560416	-0.0583036	-0.0499548	-0.0902729	-0.0438106	-0.0433898	-0.0480119
15300	3.06	-0.0552939	-0.0588312	-0.0560518	-0.0560518	-0.0583274	-0.0499667	-0.0903281	-0.04384	-0.0433887	-0.0480155
15301	3.0602	-0.0553052	-0.0588367	-0.0560615	-0.0560615	-0.0583501	-0.0499782	-0.0903826	-0.0438695	-0.0433877	-0.048019
15302	3.0604	-0.0553165	-0.0588423	-0.0560708	-0.0560708	-0.0583721	-0.0499893	-0.0904365	-0.0438992	-0.0433867	-0.0480224
15303	3.0606	-0.0553279	-0.0588479	-0.0560798	-0.0560798	-0.0583931	-0.0499999	-0.0904895	-0.0439289	-0.0433857	-0.0480258
15304	3.0608	-0.0553393	-0.0588535	-0.0560884	-0.0560884	-0.0584133	-0.0500101	-0.0905417	-0.0439587	-0.0433848	-0.0480291
15305	3.061	-0.0553506	-0.058859	-0.0560987	-0.0560987	-0.058435	-0.0500229	-0.090593	-0.0439886	-0.043384	-0.0480324
15306	3.0612	-0.0553621	-0.0588647	-0.0561086	-0.0561086	-0.0584558	-0.0500352	-0.0906436	-0.0440186	-0.0433831	-0.0480356
15307	3.0614	-0.0553736	-0.0588704	-0.0561181	-0.0561181	-0.0584758	-0.0500469	-0.0906935	-0.0440487	-0.0433824	-0.0480387
15308	3.0616	-0.0553851	-0.0588762	-0.0561272	-0.0561272	-0.058495	-0.0500583	-0.0907427	-0.0440789	-0.0433816	-0.0480417
15309	3.0618	-0.0553966	-0.058882	-0.056136	-0.056136	-0.0585135	-0.0500691	-0.090791	-0.044109	-0.043381	-0.0480447
15310	3.062	-0.0554081	-0.0588877	-0.0561464	-0.0561464	-0.0585332	-0.0500826	-0.0908384	-0.0441393	-0.0433803	-0.0480476
15311	3.0622	-0.0554196	-0.0588936	-0.0561564	-0.0561564	-0.0585521	-0.0500956	-0.0908852	-0.0441696	-0.0433797	-0.0480504
15312	3.0624	-0.0554313	-0.0588995	-0.056166	-0.056166	-0.0585703	-0.050108	-0.0909313	-0.0442	-0.0433792	-0.0480532
15313	3.0626	-0.0554429	-0.0589054	-0.0561753	-0.0561753	-0.0585878	-0.05012	-0.0909766	-0.0442304	-0.0433787	-0.0480559
15314	3.0628	-0.0554545	-0.0589114	-0.0561842	-0.0561842	-0.0586046	-0.0501315	-0.0910211	-0.0442608	-0.0433783	-0.0480586
15315	3.063	-0.0554661	-0.0589173	-0.0561947	-0.0561947	-0.0586225	-0.0501456	-0.0910648	-0.0442912	-0.0433779	-0.0480611
15316	3.0632	-0.0554778	-0.0589234	-0.0562049	-0.0562049	-0.0586396	-0.0501592	-0.0911078	-0.0443217	-0.0433775	-0.0480637
15317	3.0634	-0.0554895	-0.0589295	-0.0562146	-0.0562146	-0.0586561	-0.0501722	-0.0911502	-0.0443523	-0.0433772	-0.0480661
15318	3.0636	-0.0555012	-0.0589356	-0.056224	-0.056224	-0.058672	-0.0501848	-0.0911918	-0.0443828	-0.0433769	-0.0480685
15319	3.0638	-0.055513	-0.0589417	-0.056233	-0.056233	-0.0586872	-0.0501968	-0.0912326	-0.0444134	-0.0433767	-0.0480708
15320	3.064	-0.0555247	-0.0589479	-0.0562437	-0.0562437	-0.0587033	-0.0502116	-0.0912726	-0.0444439	-0.0433766	-0.048073
15321	3.0642	-0.0555364	-0.0589541	-0.056254	-0.056254	-0.0587188	-0.0502258	-0.091312	-0.0444744	-0.0433764	-0.0480752
15322	3.0644	-0.0555482	-0.0589604	-0.0562639	-0.0562639	-0.0587336	-0.0502394	-0.0913507	-0.044505	-0.0433763	-0.0480773
15323	3.0646	-0.05556	-0.0589667	-0.0562734	-0.0562734	-0.0587479	-0.0502525	-0.0913887	-0.0445356	-0.0433763	-0.0480793
15324	3.0648	-0.0555718	-0.058973	-0.0562825	-0.0562825	-0.0587617	-0.0502651	-0.091426	-0.0445661	-0.0433763	-0.0480813
15325	3.065	-0.0555836	-0.0589793	-0.0562933	-0.0562933	-0.0587761	-0.0502804	-0.0914625	-0.0445966	-0.0433764	-0.0480832
15326	3.0652	-0.0555954	-0.0589857	-0.0563038	-0.0563038	-0.05879	-0.0502952	-0.0914983	-0.0446271	-0.0433765	-0.048085
15327	3.0654	-0.0556073	-0.0589922	-0.0563138	-0.0563138	-0.0588034	-0.0503093	-0.0915335	-0.0446576	-0.0433766	-0.0480868
15328	3.0656	-0.0556191	-0.0589987	-0.0563234	-0.0563234	-0.0588162	-0.0503229	-0.091568	-0.0446881	-0.0433768	-0.0480885
15329	3.0658	-0.055631	-0.0590052	-0.0563326	-0.0563326	-0.0588285	-0.050336	-0.0916018	-0.0447185	-0.0433771	-0.0480902
15330	3.066	-0.0556428	-0.0590117	-0.0563436	-0.0563436	-0.0588414	-0.0503518	-0.0916348	-0.0447488	-0.0433774	-0.0480917
15331	3.0662	-0.0556546	-0.0590183	-0.0563541	-0.0563541	-0.0588539	-0.050367	-0.0916673	-0.0447792	-0.0433777	-0.0480932
15332	3.0664	-0.0556665	-0.059025	-0.0563642	-0.0563642	-0.0588658	-0.0503817	-0.0916991	-0.0448095	-0.0433781	-0.0480947
15333	3.0666	-0.0556784	-0.0590316	-0.0563739	-0.0563739	-0.0588772	-0.0503957	-0.0917302	-0.0448397	-0.0433785	-0.048096
15334	3.0668	-0.0556903	-0.0590383	-0.0563833	-0.0563833	-0.0588882	-0.0504092	-0.0917606	-0.0448699	-0.043379	-0.0480973
15335	3.067	-0.0557021	-0.059045	-0.0563944	-0.0563944	-0.0588997	-0.0504255	-0.0917904	-0.0449	-0.0433795	-0.0480986
15336	3.0672	-0.055714	-0.0590518	-0.056405	-0.056405	-0.0589107	-0.0504412	-0.0918195	-0.0449301	-0.04338	-0.0480998
15337	3.0674	-0.0557259	-0.0590587	-0.0564152	-0.0564152	-0.0589213	-0.0504563	-0.0918481	-0.0449601	-0.0433806	-0.0481009
15338	3.0676	-0.0557378	-0.0590656	-0.0564251	-0.0564251	-0.0589315	-0.0504707	-0.0918759	-0.0449901	-0.0433813	-0.0481019
15339	3.0678	-0.0557497	-0.0590724	-0.0564345	-0.0564345	-0.0589413	-0.0504846	-0.0919032	-0.0450199	-0.043382	-0.0481029
15340	3.068	-0.0557615	-0.0590793	-0.0564457	-0.0564457	-0.0589514	-0.0505014	-0.0919297	-0.0450496	-0.0433827	-0.0481038
15341	3.0682	-0.0557734	-0.0590863	-0.0564564	-0.0564564	-0.0589611	-0.0505175	-0.0919557	-0.0450794	-0.0433835	-0.0481046
15342	3.0684	-0.0557853	-0.0590933	-0.0564668	-0.0564668	-0.0589704	-0.050533	-0.0919811	-0.045109	-0.0433843	-0.0481054
15343	3.0686	-0.0557973	-0.0591004	-0.0564767	-0.0564767	-0.0589794	-0.0505478	-0.0920059	-0.0451386	-0.0433852	-0.0481061
15344	3.0688	-0.0558091	-0.0591075	-0.0564862	-0.0564862	-0.058988	-0.0505621	-0.0920301	-0.045168	-0.0433861	-0.0481068
15345	3.069	-0.055821	-0.0591146	-0.0564975	-0.0564975	-0.0589968	-0.0505792	-0.0920536	-0.0451973	-0.043387	-0.0481074
15346	3.0692	-0.0558328	-0.0591217	-0.0565084	-0.0565084	-0.0590053	-0.0505957	-0.0920766	-0.0452266	-0.0433881	-0.0481079
15347	3.0694	-0.0558447	-0.0591289	-0.0565188	-0.0565188	-0.0590135	-0.0506115	-0.0920989	-0.0452558	-0.0433891	-0.0481083
15348	3.0696	-0.0558566	-0.0591362	-0.0565289	-0.0565289	-0.0590213	-0.0506268	-0.0921208	-0.0452849	-0.0433902	-0.0481087
15349	3.0698	-0.0558685	-0.0591435	-0.0565385	-0.0565385	-0.0590289	-0.0506414	-0.092142	-0.0453139	-0.0433913	-0.048109
15350	3.07	-0.0558803	-0.0591507	-0.0565499	-0.0565499	-0.0590365	-0.0506589	-0.0921626	-0.0453427	-0.0433925	-0.0481093
15351	3.0702	-0.0558922	-0.0591581	-0.0565608	-0.0565608	-0.0590439	-0.0506757	-0.0921827	-0.0453714	-0.0433937	-0.0481095
15352	3.0704	-0.055904	-0.0591655	-0.0565714	-0.0565714	-0.059051	-0.0506918	-0.0922022	-0.0454001	-0.043395	-0.0481096
15353	3.0706	-0.0559159	-0.0591729	-0.0565815	-0.0565815	-0.0590577	-0.0507074	-0.0922212	-0.0454286	-0.0433963	-0.0481097
15354	3.0708	-0.0559277	-0.0591804	-0.0565912	-0.0565912	-0.0590643	-0.0507223	-0.0922396	-0.045457	-0.0433976	-0.0481097
15355	3.071	-0.0559395	-0.0591878	-0.0566027	-0.0566027	-0.0590708	-0.0507401	-0.0922574	-0.0454852	-0.043399	-0.0481097
15356	3.0712	-0.0559513	-0.0591954	-0.0566138	-0.0566138	-0.0590771	-0.0507572	-0.0922748	-0.0455134	-0.0434004	-0.0481095
15357	3.0714	-0.0559632	-0.059203	-0.0566244	-0.0566244	-0.0590832	-0.0507737	-0.0922916	-0.0455415	-0.0434019	-0.0481094
15358	3.0716	-0.055975	-0.0592106	-0.0566346	-0.0566346	-0.059089	-0.0507895	-0.0923079	-0.0455694	-0.0434034	-0.0481091
15359	3.0718	-0.0559868	-0.0592182	-0.0566444	-0.0566444	-0.0590946	-0.0508047	-0.0923236	-0.0455972	-0.043405	-0.0481088
15360	3.072	-0.0559985	-0.0592259	-0.056656	-0.056656	-0.0591002	-0.0508228	-0.0923388	-0.0456248	-0.0434066	-0.0481085
15361	3.0722	-0.0560103	-0.0592336	-0.0566671	-0.0566671	-0.0591055	-0.0508402	-0.0923536	-0.0456523	-0.0434082	-0.048108
15362	3.0724	-0.0560221	-0.0592414	-0.0566778	-0.0566778	-0.0591106	-0.050857	-0.0923678	-0.0456797	-0.0434099	-0.0481075
15363	3.0726	-0.0560338	-0.0592492	-0.0566881	-0.0566881	-0.0591155	-0.050873	-0.0923815	-0.045707	-0.0434116	-0.048107
15364	3.0728	-0.0560456	-0.059257	-0.056698	-0.056698	-0.0591202	-0.0508885	-0.0923947	-0.0457341	-0.0434134	-0.0481064
15365	3.073	-0.0560572	-0.0592648	-0.0567096	-0.0567096	-0.0591248	-0.0509068	-0.0924075	-0.045761	-0.0434152	-0.0481057
15366	3.0732	-0.0560689	-0.0592727	-0.0567209	-0.0567209	-0.0591292	-0.0509245	-0.0924197	-0.0457878	-0.043417	-0.048105
15367	3.0734	-0.0560807	-0.0592807	-0.0567316	-0.0567316	-0.0591335	-0.0509415	-0.0924315	-0.0458145	-0.0434189	-0.0481042
