source	target	weight
W3034119839	W2026055416	1
W3034119839	W2056636841	1
W3034119839	W2076879580	1
W3034119839	W2091280544	1
W3034119839	W2095276281	1
W3034119839	W2102727091	1
W3034119839	W2103458434	1
W3034119839	W2106064561	1
W3034119839	W2127735752	1
W3034119839	W2143314240	1
W3034119839	W2143869343	1
W3034119839	W2145253719	1
W3034119839	W2146794131	1
W3034119839	W2149784701	1
W3034119839	W2155213171	1
W3034119839	W2159240874	1
W3034119839	W2169109050	1
W3034119839	W2399420755	1
W3034119839	W2478562489	1
W1544911188	W1512811199	1
W1544911188	W1878589647	1
W1544911188	W1971990035	1
W1544911188	W1974859321	1
W1544911188	W1977331952	1
W1544911188	W1978862241	1
W1544911188	W1980143518	1
W1544911188	W1982508615	1
W1544911188	W1997500899	1
W1544911188	W2002015872	1
W1544911188	W2006008614	1
W1544911188	W2006714681	1
W1544911188	W2007560803	1
W1544911188	W2018959254	1
W1544911188	W2022437069	1
W1544911188	W2023064587	1
W1544911188	W2026055416	1
W1544911188	W2036078241	1
W1544911188	W2037050168	1
W1544911188	W2041488220	1
W1544911188	W2043362413	1
W1544911188	W2045391660	1
W1544911188	W2049230750	1
W1544911188	W2068467384	1
W1544911188	W2072985771	1
W1544911188	W2076879580	1
W1544911188	W2077739433	1
W1544911188	W2078450592	1
W1544911188	W2086155025	1
W1544911188	W2086265687	1
W1544911188	W2090388215	1
W1544911188	W2103222398	1
