source	target	weight
W2002015872	W1995488673	1
W2007560803	W2002015872	1
W2009740307	W2002015872	1
W2002015872	W2016910258	1
W2002015872	W2029644817	1
W2002015872	W2032725699	1
W2002015872	W2034951262	1
W2055592109	W2002015872	1
W2075299328	W2002015872	1
W2075444384	W2002015872	1
W2002015872	W2081235375	1
W2002015872	W2082170249	1
W2113386433	W2002015872	1
W2002015872	W2115682148	1
W2002015872	W2157108014	1
W2002015872	W2169109050	1
W2002015872	W2340754523	1
W846657406	W2533765953	1
W2533765953	W1549313501	1
W2533765953	W1555716241	1
W2533765953	W1963741618	1
W1999104896	W2533765953	1
W2042314925	W2533765953	1
W2052210110	W2533765953	1
W2533765953	W2062365428	1
W2533765953	W2090388215	1
W2533765953	W2115203443	1
W2533765953	W2139079436	1
W2533765953	W2145384795	1
W2074071999	W1974785638	1
W2074071999	W1975579640	1
W2074071999	W1978862241	1
W2074071999	W1980143518	1
W2074071999	W1995488673	1
W2074071999	W1996362085	1
W2002015872	W2074071999	1
W2009740307	W2074071999	1
W2074071999	W2016910258	1
W2074071999	W2029036884	1
W2074071999	W2029644817	1
W2074071999	W2032725699	1
W2074071999	W2034951262	1
W2074071999	W2055458218	1
W2055592109	W2074071999	1
W2074071999	W2060909070	1
W2074071999	W2068105646	1
W2074071999	W2068467384	1
W2075299328	W2074071999	1
W2075444384	W2074071999	1
W2074071999	W2081235375	1
W2074071999	W2115682148	1
W365407947	W1985559627	1
W1985559627	W1482575233	1
W1724705168	W1985559627	1
W1985559627	W1974859321	1
W1985559627	W1995488673	1
W1999560196	W1985559627	1
W2007560803	W1985559627	1
W2009740307	W1985559627	1
W1985559627	W2017402562	1
W1985559627	W2018959254	1
W2020910495	W1985559627	1
W1985559627	W2029644817	1
W1985559627	W2029798526	1
W1985559627	W2034951262	1
W2041488220	W1985559627	1
W2045705935	W1985559627	1
W1985559627	W2053049601	1
W2064257383	W1985559627	1
W2075367659	W1985559627	1
W2076879580	W1985559627	1
W2086265687	W1985559627	1
W1985559627	W2091280544	1
W1985559627	W2115682148	1
W1985559627	W2117553976	1
W1985559627	W2127735752	1
W1985559627	W2133240073	1
W1985559627	W2145253719	1
W1985559627	W2145653840	1
W1985559627	W2146794131	1
W1985559627	W2150681916	1
W1985559627	W2162304282	1
W1985559627	W2334963168	1
W1985559627	W2340754523	1
W1985559627	W2409197843	1
W1985559627	W2466671176	1
W2492299531	W1985559627	1
W1966624173	W1985940938	1
W2093601288	W1980143518	1
W2002015872	W2093601288	1
W2093601288	W2032725699	1
W2093601288	W2034951262	1
W2093601288	W2050825329	1
W2093601288	W2055458218	1
W1556929283	W1987299193	1
W1964169670	W2069091115	1
W1964169670	W2165919804	1
W2029742160	W1497688683	1
W2029742160	W2087399203	1
W2029742160	W2115393730	1
W2029742160	W2129994037	1
W1724705168	W2029798526	1
W2029798526	W1872061170	1
W2029798526	W1982508615	1
W2076879580	W2029798526	1
W2029798526	W2106150875	1
W2029798526	W2106332413	1
W2029798526	W2117553976	1
W2029798526	W2122715731	1
W2078807031	W1503945108	1
W2078807031	W1998584917	1
W2036078241	W2078807031	1
W2078807031	W2169109050	1
W2007141058	W2044459470	1
W2007560803	W1799753769	1
W1878589647	W2007560803	1
W2007560803	W1963741618	1
W2007560803	W1972697076	1
W1975840128	W2007560803	1
W1977331952	W2007560803	1
W2007560803	W1978862241	1
W2006207808	W2007560803	1
W2076879580	W2007560803	1
W2007560803	W2085214578	1
W2086155025	W2007560803	1
W2007560803	W2139079436	1
W2007560803	W2140497618	1
W2007560803	W2145384795	1
W2007560803	W2155180319	1
W2007560803	W2165007430	1
W2007560803	W2168071184	1
W2007560803	W2185623027	1
W2007560803	W2265032157	1
W2007560803	W2428009260	1
W2033714640	W1555716241	1
W2033714640	W1559505189	1
W1724705168	W2033714640	1
W2033714640	W1963741618	1
W2033714640	W1978862241	1
W2033714640	W1980143518	1
W2002015872	W2033714640	1
W2033714640	W2006714681	1
W2007560803	W2033714640	1
W2014061840	W2033714640	1
W2033714640	W2029644817	1
W2033714640	W2034951262	1
W2033714640	W2037050168	1
W2064257383	W2033714640	1
W2033714640	W2068467384	1
W2074071999	W2033714640	1
W2033714640	W2081235375	1
W2033714640	W2139079436	1
W2033714640	W2140497618	1
W2033714640	W2145384795	1
W2033714640	W2165007430	1
W2033714640	W2168071184	1
W2033714640	W2265032157	1
W1526473519	W2093435740	1
W2093435740	W1972697076	1
W1975840128	W2093435740	1
W2093435740	W2025842514	1
W2093435740	W2037050168	1
W2093435740	W2056290204	1
W2075299328	W2093435740	1
W2093435740	W2120168261	1
W2093435740	W2123745704	1
W2093435740	W2140497618	1
W1941953147	W2895381724	1
W2895381724	W1995488673	1
W2009740307	W2895381724	1
W2895381724	W2023276512	1
W2895381724	W2029644817	1
W2895381724	W2032725699	1
W2895381724	W2034951262	1
W2895381724	W2047303975	1
W2895381724	W2055458218	1
W2895381724	W2061314910	1
W2895381724	W2069610894	1
W2895381724	W2080030366	1
W2895381724	W2081235375	1
W2895381724	W2091280544	1
W2895381724	W2097511884	1
W2895381724	W2127608059	1
W2895381724	W2127735752	1
W2895381724	W2142548630	1
W2895381724	W2149784701	1
W2895381724	W2164723986	1
W2895381724	W2289996588	1
W2895381724	W2770429290	1
W1648369341	W1549313501	1
W1977331952	W1648369341	1
W1648369341	W1985940938	1
W1999104896	W1648369341	1
W2002560324	W1648369341	1
W2007560803	W1648369341	1
W2040499411	W1648369341	1
W1648369341	W2046467345	1
W1648369341	W2056290204	1
W1648369341	W2062365428	1
W1648369341	W2090388215	1
W1648369341	W2115203443	1
W1648369341	W2126341869	1
W1648369341	W2136120438	1
W1648369341	W2140497618	1
W1648369341	W2165007430	1
W170956600	W2009740307	1
W365407947	W2009740307	1
W1724705168	W2009740307	1
W2009740307	W1941846571	1
W2009740307	W1953111155	1
W2009740307	W1974859321	1
W1999560196	W2009740307	1
W2009740307	W2002272148	1
W2009740307	W2029644817	1
W2045391660	W2009740307	1
W2045705935	W2009740307	1
W2056394399	W2009740307	1
W2075444384	W2009740307	1
W2009740307	W2081235375	1
W2009740307	W2082170249	1
W2009740307	W2091280544	1
W2009740307	W2115682148	1
W2009740307	W2122107405	1
W2009740307	W2127735752	1
W2009740307	W2135091797	1
W2141290457	W2009740307	1
W2009740307	W2143314240	1
W2009740307	W2145253719	1
W2009740307	W2149784701	1
W2009740307	W2159240874	1
W2009740307	W2161691215	1
W2009740307	W2196314719	1
W2009740307	W2334963168	1
W2009740307	W2399420755	1
W2009740307	W2466671176	1
W365407947	W1996229629	1
W1996229629	W1637203540	1
W1996229629	W1675839706	1
W1724705168	W1996229629	1
W1996229629	W1895590810	1
W1996229629	W1966178566	1
W1970087762	W1996229629	1
W1996229629	W1971990035	1
W1996229629	W1972125409	1
W1973862785	W1996229629	1
W1996229629	W1974859321	1
W1996229629	W1980379278	1
W1981746040	W1996229629	1
W1999560196	W1996229629	1
W2000013699	W1996229629	1
W1996229629	W2001556607	1
W1996229629	W2004675537	1
W1996229629	W2006008614	1
W2006679284	W1996229629	1
W2007769909	W1996229629	1
W1996229629	W2009740879	1
W2014061840	W1996229629	1
W2017516920	W1996229629	1
W1996229629	W2018959254	1
W1996229629	W2026055416	1
W1996229629	W2029644817	1
W1996229629	W2029798526	1
W1996229629	W2032624805	1
W1996229629	W2037050168	1
W2043362413	W1996229629	1
W2045391660	W1996229629	1
W1996229629	W2060807766	1
W2064257383	W1996229629	1
W2075072522	W1996229629	1
W2075367659	W1996229629	1
W2076879580	W1996229629	1
W1996229629	W2077739433	1
W1996229629	W2082170249	1
W2085531075	W1996229629	1
W2086155025	W1996229629	1
W2086265687	W1996229629	1
W1996229629	W2091280544	1
W2092114155	W1996229629	1
W1996229629	W2109398572	1
W1996229629	W2115682148	1
W1996229629	W2117553976	1
W1996229629	W2122715731	1
W1996229629	W2127735752	1
W2143289029	W1996229629	1
W1996229629	W2143314240	1
W1996229629	W2143869343	1
W1996229629	W2145253719	1
W1996229629	W2149784701	1
W1996229629	W2152578300	1
W1996229629	W2155180319	1
W1996229629	W2161288147	1
W1996229629	W2169047134	1
W1996229629	W2169109050	1
W1996229629	W2185623027	1
W1996229629	W2196314719	1
W1996229629	W2334963168	1
W1996229629	W2340754523	1
W1996229629	W2395182341	1
W1996229629	W2409197843	1
W1996229629	W2438937308	1
W1996229629	W2466671176	1
W2492299531	W1996229629	1
W2616362470	W1996229629	1
W1996229629	W4248489947	1
W2026014826	W2786493955	1
W2786493955	W2032725699	1
W2786493955	W2055458218	1
W2786493955	W2136465646	1
W2013166533	W1532921825	1
W1724705168	W2013166533	1
W2013166533	W1981426699	1
W2013166533	W2001784063	1
W2009740307	W2013166533	1
W2013166533	W2016910258	1
W2013166533	W2029644817	1
W2013166533	W2032725699	1
W2013166533	W2047303975	1
W2013166533	W2050825329	1
W2013166533	W2061314910	1
W2064257383	W2013166533	1
W2013166533	W2069610894	1
W2013166533	W2080030366	1
W2013166533	W2091280544	1
W2013166533	W2115682148	1
W2013166533	W2136465646	1
W2013166533	W2142548630	1
W2013166533	W2153649474	1
W2013166533	W2159240874	1
W2013166533	W2167390514	1
W1903866608	W2176091123	1
W1735741754	W1502748593	1
W1502748593	W1895590810	1
W1502748593	W1904955064	1
W1502748593	W1969232476	1
W1502748593	W1995488673	1
W1502748593	W2002272148	1
W2009740307	W1502748593	1
W2020910495	W1502748593	1
W1502748593	W2021282412	1
W1502748593	W2029644817	1
W1502748593	W2034951262	1
W2049230750	W1502748593	1
W2064257383	W1502748593	1
W1502748593	W2080030366	1
W1502748593	W2136465646	1
W1502748593	W2142548630	1
W1502748593	W2196314719	1
W1502748593	W2399420755	1
W2492299531	W1502748593	1
W2028993729	W1482575233	1
W1973434807	W2028993729	1
W1983036140	W2028993729	1
W1990630142	W2028993729	1
W2028993729	W1991524960	1
W2013696376	W2028993729	1
W2013822558	W2028993729	1
W2028993729	W2024621775	1
W2028993729	W2029742160	1
W2028993729	W2070838887	1
W2028993729	W2115393730	1
W2028993729	W2120168261	1
W2028993729	W2128118213	1
W2148820543	W2028993729	1
W2034134392	W1482575233	1
W2034134392	W1980926246	1
W2077678057	W2034134392	1
W2034134392	W2106518363	1
W2034134392	W2129945286	1
W1987395380	W2111178261	1
W2006207808	W2111178261	1
W2033226680	W2111178261	1
W2111178261	W2145384795	1
W2111178261	W2156174987	1
W2558577595	W2125575549	1
W2010351718	W2165007430	1
W2010351718	W2265032157	1
W2913234110	W1532921825	1
W2913234110	W1974859321	1
W2913234110	W1978862241	1
W2913234110	W1980143518	1
W2913234110	W1995488673	1
W2913234110	W2018959254	1
W2913234110	W2023276512	1
W2913234110	W2029644817	1
W2913234110	W2032725699	1
W2913234110	W2034951262	1
W2913234110	W2047303975	1
W2913234110	W2055458218	1
W2913234110	W2061314910	1
W2064257383	W2913234110	1
W2913234110	W2068467384	1
W2913234110	W2068733876	1
W2913234110	W2069610894	1
W2076879580	W2913234110	1
W2913234110	W2080030366	1
W2913234110	W2081235375	1
W2913234110	W2085214578	1
W2913234110	W2091280544	1
W2913234110	W2115682148	1
W2913234110	W2127608059	1
W2913234110	W2159240874	1
W2913234110	W2167390514	1
W2913234110	W2193936862	1
W2913234110	W2289996588	1
W2913234110	W2770429290	1
W2786493955	W2913234110	1
W2895381724	W2913234110	1
W4321460294	W1814966798	1
W4321460294	W1936602813	1
W4321460294	W1942759249	1
W1977745889	W4321460294	1
W4321460294	W1985940938	1
W4321460294	W2072002431	1
W4321460294	W2124834326	1
W4321460294	W2234885283	1
W4321460294	W2286606309	1
W4321460294	W2802939524	1
W4321460294	W2902148761	1
W365407947	W4385237800	1
W4385237800	W1532921825	1
W4385237800	W2069610894	1
W4385237800	W2077739433	1
W4385237800	W2286435172	1
W4385237800	W2289996588	1
W4385237800	W2519214224	1
W4385237800	W2605689714	1
W4385237800	W2770429290	1
W4385237800	W4225247858	1
W2921103174	W2068467384	1
W2921103174	W2102727091	1
W2113012829	W2921103174	1
W2921103174	W2470397711	1
W4385461623	W1975579640	1
W4385461623	W1995488673	1
W4385461623	W2047303975	1
W2055592109	W4385461623	1
W4385461623	W2069610894	1
W2074071999	W4385461623	1
W2075444384	W4385461623	1
W4385461623	W2080030366	1
W4385461623	W2082170249	1
W4385461623	W2127608059	1
W4385461623	W2147690681	1
W4385461623	W2289996588	1
W4385461623	W2519214224	1
W4385461623	W2770429290	1
W2895381724	W4385461623	1
W4385461623	W4225247858	1
W4386042157	W1995488673	1
W2009740307	W4386042157	1
W4386042157	W2029644817	1
W4386042157	W2032725699	1
W4386042157	W2034951262	1
W4386042157	W2047303975	1
W4386042157	W2061314910	1
W4386042157	W2069610894	1
W4386042157	W2080030366	1
W4386042157	W2136465646	1
W4386042157	W2142548630	1
W4386042157	W2143314240	1
W4386042157	W2167390514	1
W4386042157	W2193936862	1
W4386042157	W2439130931	1
W2895381724	W4386042157	1
W4386042157	W2972514463	1
W4386042157	W3127158969	1
W4386042157	W4205125105	1
W4386042157	W4221095482	1
W4386042157	W4225247858	1
W4386042157	W4280567878	1
W4386042157	W4309852132	1
W4386042157	W4321107168	1
W3098519668	W1576838367	1
W3098519668	W1985940938	1
W4408318418	W2007423642	1
W4408318418	W2095661097	1
W2013696376	W2492889310	1
W2492889310	W2070838887	1
W2093686814	W2492889310	1
W2492889310	W2120168261	1
W2492889310	W2128118213	1
W2492889310	W2161288147	1
W2492889310	W2168741747	1
W2049678966	W2312307089	1
W2033226680	W2088984699	1
W1941953147	W4221095482	1
W4221095482	W1980143518	1
W4221095482	W2022437069	1
W4221095482	W2023276512	1
W4221095482	W2025947382	1
W4221095482	W2026917580	1
W4221095482	W2034951262	1
W2052210110	W4221095482	1
W4221095482	W2056636841	1
W4221095482	W2081235375	1
W2141290457	W4221095482	1
W4221095482	W2147690681	1
W4221095482	W3121247532	1
W2148820543	W3000302501	1
W3000302501	W2501182170	1
W4414823943	W1966178566	1
W4414823943	W1995488673	1
W4414823943	W2032725699	1
W4414823943	W2034951262	1
W4414823943	W2069610894	1
W4414823943	W2169109050	1
W4414823943	W2193936862	1
W4414823943	W2286435172	1
W4414823943	W2805130537	1
W4414823943	W2972514463	1
W4414823943	W4225247858	1
W4412513713	W1967798839	1
W1985559627	W4412513713	1
W2033226680	W4412513713	1
W4412513713	W2119133891	1
W4412513713	W2120815846	1
W4412513713	W2124834326	1
W1979766464	W2156174987	1
W2156174987	W1981932940	1
W2006207808	W2156174987	1
W2156174987	W2016910258	1
W2156174987	W2020528988	1
W2156174987	W2025793624	1
W2029517350	W2156174987	1
W2033226680	W2156174987	1
W2036078241	W2156174987	1
W2156174987	W2037050168	1
W2041488220	W2156174987	1
W2041820530	W2156174987	1
W2156174987	W2120166307	1
W2156174987	W2138373683	1
W2156174987	W2143314240	1
W2156174987	W2149784701	1
W2156174987	W2159240874	1
W2156174987	W2169109050	1
W2156174987	W2185623027	1
W2016910258	W1675839706	1
W1724705168	W2016910258	1
W2016910258	W1972697076	1
W2016910258	W1978862241	1
W2016910258	W1982508615	1
W2014061840	W2016910258	1
W2016910258	W2029644817	1
W2049230750	W2016910258	1
W2072985771	W2016910258	1
W2016910258	W2081235375	1
W2086155025	W2016910258	1
W2092114155	W2016910258	1
W2016910258	W2115682148	1
W2016910258	W2139079436	1
W2016910258	W2155213171	1
W2016910258	W2157108014	1
W2016910258	W2159240874	1
W2016910258	W2169109050	1
W1971017172	W2025842514	1
W2012174917	W1985940938	1
W2083831782	W1482575233	1
W1549689122	W2083831782	1
W2083831782	W1553786746	1
W2083831782	W1820338024	1
W2083831782	W1969232476	1
W2083831782	W1975079024	1
W2083831782	W1986168208	1
W2083831782	W2025842514	1
W2083831782	W2049855535	1
W2052210110	W2083831782	1
W2083831782	W2056290204	1
W2064257383	W2083831782	1
W2083831782	W2069308336	1
W2083831782	W2073046238	1
W2084812000	W2083831782	1
W2083831782	W2106518363	1
W2083831782	W2129945286	1
W2083831782	W2168741747	1
W1724705168	W2034951262	1
W2034951262	W1975579640	1
W2034951262	W1978862241	1
W2034951262	W1995488673	1
W2034951262	W1998584917	1
W2002316126	W2034951262	1
W2034951262	W2029644817	1
W2055592109	W2034951262	1
W2034951262	W2059695385	1
W2034951262	W2081235375	1
W2034951262	W2082170249	1
W2034951262	W2115682148	1
W2034951262	W2145653840	1
W2034951262	W2161691215	1
W1999560196	W1559505189	1
W2020910495	W1559505189	1
W1559505189	W2022437069	1
W2036078241	W1559505189	1
W2041488220	W1559505189	1
W2076879580	W1559505189	1
W2082485258	W1559505189	1
W1559505189	W2085214578	1
W2086155025	W1559505189	1
W2092114155	W1559505189	1
W1559505189	W2101864862	1
W1559505189	W2145384795	1
W1559505189	W2155180319	1
W1559505189	W2162304282	1
W1559505189	W2168071184	1
W1559505189	W2399420755	1
W1559505189	W2428009260	1
W1559505189	W2466671176	1
W1559505189	W2474121502	1
W365407947	W1995488673	1
W1995488673	W1975579640	1
W1995488673	W1978862241	1
W2009740307	W1995488673	1
W2016910258	W1995488673	1
W1995488673	W2029644817	1
W2064257383	W1995488673	1
W2075444384	W1995488673	1
W1995488673	W2081235375	1
W1995488673	W2082170249	1
W1995488673	W2115682148	1
W1995488673	W2122107405	1
W1995488673	W2145653840	1
W1995488673	W2161691215	1
W1995488673	W2168071184	1
W1995488673	W2340754523	1
W2385633827	W1985940938	1
W2001784063	W1980143518	1
W2001784063	W1981426699	1
W1995488673	W2001784063	1
W2021282412	W2001784063	1
W2001784063	W2029644817	1
W2034951262	W2001784063	1
W2045391660	W2001784063	1
W2001784063	W2052812788	1
W2055592109	W2001784063	1
W2074071999	W2001784063	1
W2075299328	W2001784063	1
W2075444384	W2001784063	1
W2001784063	W2081235375	1
W2001784063	W2101864862	1
W2001784063	W2145253719	1
W2001784063	W2169109050	1
W2148820543	W2115393730	1
W2080030366	W1980143518	1
W2080030366	W1981426699	1
W1995488673	W2080030366	1
W2002015872	W2080030366	1
W2014729386	W2080030366	1
W2021282412	W2080030366	1
W2080030366	W2029644817	1
W2034951262	W2080030366	1
W2064257383	W2080030366	1
W2080030366	W2069610894	1
W2075444384	W2080030366	1
W2080030366	W2115682148	1
W2141290457	W2080030366	1
W2080030366	W2159240874	1
W2080030366	W2340754523	1
W2061314910	W1974785638	1
W2061314910	W1975579640	1
W2061314910	W1978862241	1
W2061314910	W1980143518	1
W2061314910	W1981426699	1
W2002015872	W2061314910	1
W2016910258	W2061314910	1
W2021282412	W2061314910	1
W2023276512	W2061314910	1
W2061314910	W2029644817	1
W2061314910	W2032725699	1
W2034951262	W2061314910	1
W2061314910	W2055458218	1
W2055592109	W2061314910	1
W2061314910	W2069610894	1
W2061314910	W2081235375	1
W2061314910	W2082170249	1
W2061314910	W2115682148	1
W2061314910	W2150681916	1
W1724705168	W2009740879	1
W1735741754	W2009740879	1
W2009740879	W1814966798	1
W2009740879	W1872061170	1
W1878589647	W2009740879	1
W1972125409	W2009740879	1
W1973862785	W2009740879	1
W2009740879	W1974859321	1
W1976915307	W2009740879	1
W1997500899	W2009740879	1
W1999560196	W2009740879	1
W2002316126	W2009740879	1
W2017516920	W2009740879	1
W2009740879	W2018959254	1
W2009740879	W2022437069	1
W2037428536	W2009740879	1
W2041488220	W2009740879	1
W2045391660	W2009740879	1
W2009740879	W2052812788	1
W2076879580	W2009740879	1
W2086265687	W2009740879	1
W2092114155	W2009740879	1
W2009740879	W2127735752	1
W2141290457	W2009740879	1
W2009740879	W2146794131	1
W2009740879	W2168071184	1
W2009740879	W2334963168	1
W2009740879	W2407954654	1
W2009740879	W2474121502	1
W2216509810	W294839702	1
W2216509810	W1497688683	1
W1973434807	W2216509810	1
W1983036140	W2216509810	1
W2216509810	W1988407123	1
W1990630142	W2216509810	1
W2216509810	W1994382228	1
W2013696376	W2216509810	1
W2028993729	W2216509810	1
W2029147509	W2216509810	1
W2029742160	W2216509810	1
W2216509810	W2087399203	1
W2093686814	W2216509810	1
W2115393730	W2216509810	1
W2216509810	W2120168261	1
W2216509810	W2128118213	1
W2216509810	W2129994037	1
W2148820543	W2216509810	1
W2069308336	W1512811199	1
W2069308336	W1637203540	1
W2069308336	W1814966798	1
W2069308336	W1872061170	1
W2069308336	W1971990035	1
W1972125409	W2069308336	1
W1993420015	W2069308336	1
W1997500899	W2069308336	1
W2069308336	W2018959254	1
W2069308336	W2022437069	1
W2069308336	W2026055416	1
W2041488220	W2069308336	1
W2045391660	W2069308336	1
W2069308336	W2095276281	1
W2069308336	W2101864862	1
W2069308336	W2120261865	1
W2141290457	W2069308336	1
W2069308336	W2155213171	1
W2069308336	W2168307960	1
W2069308336	W2340754523	1
W2069308336	W2466671176	1
W1941953147	W2023276512	1
W2023276512	W1981426699	1
W2002015872	W2023276512	1
W2007769909	W2023276512	1
W2023276512	W2032624805	1
W2055592109	W2023276512	1
W2074071999	W2023276512	1
W2023276512	W2110198466	1
W2023276512	W2155213171	1
W2023276512	W2399420755	1
W365407947	W2140497618	1
W2140497618	W1559505189	1
W1878589647	W2140497618	1
W2140497618	W1971990035	1
W1975840128	W2140497618	1
W2140497618	W1994097308	1
W1997500899	W2140497618	1
W2006207808	W2140497618	1
W2140497618	W2026055416	1
W2036078241	W2140497618	1
W2140497618	W2037050168	1
W2041488220	W2140497618	1
W2140497618	W2049377006	1
W2140497618	W2072002431	1
W2086155025	W2140497618	1
W2086265687	W2140497618	1
W2092114155	W2140497618	1
W2140497618	W2109481218	1
W2140497618	W2139079436	1
W2143289029	W2140497618	1
W2140497618	W2145384795	1
W2140497618	W2155180319	1
W2140497618	W2155213171	1
W2140497618	W2165007430	1
W2140497618	W2169109050	1
W2215040991	W2140497618	1
W2140497618	W2428009260	1
W1972666877	W2105772503	1
W2083357910	W1537577120	1
W1972666877	W2083357910	1
W2083357910	W2052743204	1
W2077582497	W2083357910	1
W2083357910	W2078111946	1
W2052210110	W4306168946	1
W4306168946	W2106518363	1
W4306168946	W2108315391	1
W4306168946	W2773217643	1
W365407947	W1675839706	1
W1675839706	W1974859321	1
W2049230750	W1675839706	1
W1675839706	W2127735752	1
W1675839706	W2159240874	1
W1503945108	W1953111155	1
W1503945108	W1982508615	1
W2036078241	W1503945108	1
W170956600	W2145384795	1
W1724705168	W2145384795	1
W1725666586	W2145384795	1
W1977331952	W2145384795	1
W1999560196	W2145384795	1
W2032957079	W2145384795	1
W2041488220	W2145384795	1
W2043362413	W2145384795	1
W2085531075	W2145384795	1
W2145384795	W2165007430	1
W2145384795	W2168071184	1
W2145384795	W2474121502	1
W365407947	W2060807766	1
W2060807766	W1675839706	1
W1724705168	W2060807766	1
W2060807766	W1972125409	1
W2060807766	W1974859321	1
W2060807766	W1981030777	1
W1999560196	W2060807766	1
W2014729386	W2060807766	1
W2060807766	W2025947382	1
W2060807766	W2026055416	1
W2060807766	W2029644817	1
W2045391660	W2060807766	1
W2060807766	W2052812788	1
W2060807766	W2068733876	1
W2075367659	W2060807766	1
W2060807766	W2081235375	1
W2060807766	W2097541219	1
W2060807766	W2109481218	1
W2060807766	W2115682148	1
W2060807766	W2127735752	1
W2141290457	W2060807766	1
W2060807766	W2155213171	1
W2060807766	W2159240874	1
W2060807766	W2162304282	1
W2060807766	W2169109050	1
W2060807766	W2340754523	1
W2060807766	W2409197843	1
W1962249519	W1512811199	1
W1962249519	W1637203540	1
W1962249519	W1675839706	1
W1724705168	W1962249519	1
W1735741754	W1962249519	1
W1962249519	W1814966798	1
W1962249519	W1872061170	1
W1878589647	W1962249519	1
W1962249519	W1941846571	1
W1962249519	W1966178566	1
W1970087762	W1962249519	1
W1973862785	W1962249519	1
W1962249519	W1974859321	1
W1962249519	W1975183367	1
W1999560196	W1962249519	1
W1962249519	W2009740879	1
W1962249519	W2018959254	1
W1962249519	W2022437069	1
W2045391660	W1962249519	1
W2045705935	W1962249519	1
W2076879580	W1962249519	1
W1962249519	W2082605003	1
W2085531075	W1962249519	1
W1962249519	W2110198466	1
W2126918678	W1962249519	1
W1962249519	W2127735752	1
W2141290457	W1962249519	1
W1962249519	W2162304282	1
W1962249519	W2168307960	1
W1962249519	W2169109050	1
W1962249519	W2409197843	1
W1962249519	W2474121502	1
W1962249519	W4248489947	1
W1980926246	W1482575233	1
W1980926246	W1758809234	1
W1980926246	W1904955064	1
W1980926246	W2004675537	1
W2009740879	W1980926246	1
W2041488220	W1980926246	1
W2098277672	W1980926246	1
W1980926246	W2101864862	1
W1980926246	W2120261865	1
W1980926246	W2155213171	1
W1980926246	W2157108014	1
W1980926246	W2428009260	1
W365407947	W2097678807	1
W2097678807	W1512811199	1
W2097678807	W1559505189	1
W1724705168	W2097678807	1
W2097678807	W1872061170	1
W2097678807	W1953111155	1
W2097678807	W1966178566	1
W1970087762	W2097678807	1
W1973862785	W2097678807	1
W2097678807	W1974859321	1
W2097678807	W1989478660	1
W1997500899	W2097678807	1
W2097678807	W2001556607	1
W2017516920	W2097678807	1
W2076879580	W2097678807	1
W2097678807	W2078450592	1
W2082485258	W2097678807	1
W2086155025	W2097678807	1
W2086265687	W2097678807	1
W2092114155	W2097678807	1
W2097678807	W2103222398	1
W2097678807	W2117553976	1
W2097678807	W2127735752	1
W2097678807	W2150681916	1
W2097678807	W2155180319	1
W2097678807	W2155213171	1
W2097678807	W2267725143	1
W2097678807	W2428009260	1
W2097678807	W2466671176	1
W170956600	W1532921825	1
W1538485117	W1532921825	1
W1559505189	W1532921825	1
W1724705168	W1532921825	1
W1735741754	W1532921825	1
W1976915307	W1532921825	1
W1532921825	W1978862241	1
W1996789949	W1532921825	1
W1532921825	W2002272148	1
W2014729386	W1532921825	1
W1532921825	W2018959254	1
W1532921825	W2022437069	1
W1532921825	W2026055416	1
W1532921825	W2029644817	1
W2076879580	W1532921825	1
W1532921825	W2082605003	1
W1532921825	W2091280544	1
W1532921825	W2095276281	1
W1532921825	W2106064561	1
W1532921825	W2115682148	1
W2141290457	W1532921825	1
W1532921825	W2143314240	1
W1532921825	W2143869343	1
W1532921825	W2145253719	1
W1532921825	W2146794131	1
W1532921825	W2149784701	1
W1532921825	W2150681916	1
W1532921825	W2152578300	1
W1532921825	W2155213171	1
W1532921825	W2169109050	1
W1532921825	W2185623027	1
W1532921825	W2196314719	1
W1532921825	W2340754523	1
W1532921825	W2395182341	1
W1532921825	W2399420755	1
W1532921825	W2409197843	1
W1532921825	W2466671176	1
W2021282412	W1975579640	1
W2021282412	W1980143518	1
W2021282412	W1981030777	1
W2002015872	W2021282412	1
W2016910258	W2021282412	1
W2021282412	W2029644817	1
W2055592109	W2021282412	1
W2064257383	W2021282412	1
W2021282412	W2068467384	1
W2074071999	W2021282412	1
W2075367659	W2021282412	1
W2021282412	W2106150875	1
W2021282412	W2115682148	1
W2021282412	W2340754523	1
W1999560196	W1972125409	1
W2017516920	W1972125409	1
W1972125409	W2022437069	1
W1972125409	W2025947382	1
W1972125409	W2044532655	1
W2045391660	W1972125409	1
W2086265687	W1972125409	1
W2092114155	W1972125409	1
W2141290457	W1972125409	1
W1972125409	W2474121502	1
W1555716241	W1799753769	1
W1878589647	W1555716241	1
W1555716241	W1963741618	1
W1555716241	W1972697076	1
W1975840128	W1555716241	1
W1555716241	W1978862241	1
W2023064587	W1555716241	1
W1555716241	W2037050168	1
W1555716241	W2051628266	1
W2076879580	W1555716241	1
W1555716241	W2085214578	1
W2086155025	W1555716241	1
W1555716241	W2120261865	1
W1555716241	W2139079436	1
W2140497618	W1555716241	1
W1555716241	W2145384795	1
W1555716241	W2155180319	1
W1555716241	W2165007430	1
W1555716241	W2168071184	1
W1555716241	W2185623027	1
W1555716241	W2265032157	1
W1555716241	W2428009260	1
W1972666877	W2031321282	1
W2031321282	W2105772503	1
W2029407275	W2155180319	1
W1735741754	W2080662842	1
W2080662842	W1975579640	1
W2080662842	W1976230995	1
