ts,trial,phase_reset_e,phase_reset_f,f1_kneext_inh,run,kine_score,duty,knee_min,rmse_hip,rmse_knee,rmse_ankle,cadence,tilt_max,stayed_up,npz
2026-09-14 20:20:00,56,0.1304,1.6757,0.3349,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.6,True,
2026-09-14 20:21:02,57,0.1906,1.7475,0.4523,eval,-79.406,0.186,-79.83,33.59,22.34,8.03,0.182,16.1,True,
2026-09-14 20:22:04,58,0.1750,1.4503,0.3111,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.5,True,
2026-09-14 20:23:06,59,0.0848,1.5152,0.3600,eval,-68.528,0.092,-73.51,25.39,17.39,6.63,0.545,16.2,True,
2026-09-14 20:35:30,60,0.0600,1.6726,0.2886,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.5,True,
2026-09-14 20:36:30,61,0.3680,1.6861,0.2362,eval,-67.750,0.160,-69.36,28.12,18.89,6.35,0.364,15.1,True,
2026-09-14 20:37:31,62,0.2474,1.2881,0.5613,eval,-70.653,0.196,-73.40,24.30,16.88,8.10,0.455,15.5,True,
2026-09-14 20:38:33,63,0.2596,1.5269,0.4475,eval,-73.701,0.171,-83.52,31.47,20.99,8.95,0.364,16.1,True,
2026-09-14 20:39:35,64,0.1590,1.6338,0.1876,eval,-68.950,0.168,-68.89,30.90,20.30,6.13,0.364,15.3,True,
2026-09-14 20:40:36,65,0.0949,1.6442,0.4441,eval,-64.962,0.178,-77.48,29.50,18.93,6.85,0.364,15.7,True,
2026-09-14 20:42:01,65,0.0949,1.6442,0.4441,full22,-64.913,0.185,-76.77,28.55,18.25,6.69,0.300,16.0,True,v9_best_trial65.npz
2026-09-14 20:43:02,66,0.4449,1.6787,0.2654,eval,-65.455,0.201,-70.83,29.53,20.62,6.44,0.455,16.5,True,
2026-09-14 20:44:03,67,0.2205,1.6011,0.3281,eval,-71.600,0.181,-78.99,31.80,21.39,6.68,0.364,17.1,True,
2026-09-14 20:45:04,68,0.0034,1.6512,0.2790,eval,-25.000,nan,nan,nan,nan,nan,0.000,14.7,True,
2026-09-14 20:46:05,69,0.2831,1.7470,0.2111,eval,-25.000,nan,nan,nan,nan,nan,0.000,13.9,True,
2026-09-14 20:47:05,70,0.0836,1.7856,0.3452,eval,-70.945,0.197,-73.16,26.59,18.02,8.19,0.455,15.4,True,
2026-09-14 20:48:07,71,0.1594,1.6302,0.2130,eval,-25.000,nan,nan,nan,nan,nan,0.000,14.8,True,
2026-09-14 20:49:07,72,0.0925,1.1487,0.3266,eval,-65.014,0.187,-73.57,28.39,18.22,6.99,0.364,15.5,True,
2026-09-14 20:50:08,73,0.3054,1.8253,0.4804,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.3,True,
2026-09-14 20:51:09,74,0.1735,1.5443,0.4088,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.4,True,
2026-09-14 20:52:10,75,0.2838,0.9948,0.0598,eval,-72.825,0.180,-53.19,31.40,23.52,6.81,0.364,14.7,True,
2026-09-14 20:53:11,76,0.5514,1.6206,0.0368,eval,-70.453,0.105,-53.92,28.39,21.98,7.38,0.545,15.0,True,
2026-09-14 20:54:11,77,0.1035,1.7935,0.5495,eval,-64.910,0.176,-77.89,26.88,17.65,6.73,0.364,16.1,True,
2026-09-14 20:55:35,77,0.1035,1.7935,0.5495,full22,-64.407,0.154,-78.75,28.60,18.55,6.72,0.400,16.3,True,v9_best_trial77.npz
2026-09-14 20:56:36,78,0.0975,1.2093,0.4811,eval,-74.242,0.172,-71.12,25.43,17.61,9.17,0.364,14.3,True,
2026-09-14 20:57:36,79,0.2336,1.7721,0.3743,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.6,True,
2026-09-14 20:58:37,80,0.1153,0.9934,0.5223,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.7,True,
2026-09-14 20:59:39,81,0.1494,1.5564,0.4450,eval,-62.468,0.176,-78.70,28.63,18.51,6.06,0.364,15.9,True,
2026-09-14 21:01:03,81,0.1494,1.5564,0.4450,full22,-63.488,0.183,-77.85,28.21,18.22,6.11,0.300,16.6,True,v9_best_trial81.npz
2026-09-14 21:02:05,82,0.1182,1.7874,0.3618,eval,-77.284,0.179,-70.56,24.56,17.71,9.61,0.364,13.4,True,
2026-09-14 21:03:06,83,0.1828,1.7984,0.4885,eval,-25.000,nan,nan,nan,nan,nan,0.000,16.6,True,
2026-09-14 21:04:07,84,0.0797,1.7172,0.6617,eval,-63.997,0.163,-77.09,29.10,18.88,6.89,0.364,15.9,True,
2026-09-14 21:05:07,85,0.1050,0.8107,0.2673,eval,-66.433,0.182,-71.51,29.91,19.39,7.06,0.364,15.4,True,
2026-09-14 21:06:09,86,0.0960,1.6350,0.4993,eval,-67.212,0.181,-74.31,27.13,18.00,7.33,0.364,15.5,True,
2026-09-14 21:07:09,87,0.1551,1.4850,0.7016,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.9,True,
2026-09-14 21:08:10,88,0.5230,1.6924,0.2566,eval,-71.436,0.103,-71.37,26.61,18.66,7.83,0.545,15.3,True,
2026-09-14 21:09:10,89,0.2687,1.8554,0.4016,eval,-67.646,0.177,-73.55,26.65,17.88,6.31,0.364,15.1,True,
2026-09-14 21:10:11,90,0.2089,1.6870,0.8172,eval,-63.574,0.085,-79.13,28.99,19.16,6.32,0.364,15.9,True,
2026-09-14 21:11:12,91,0.0082,1.5500,0.5930,eval,-63.329,0.177,-79.85,29.87,19.59,6.53,0.364,16.8,True,
2026-09-14 21:12:13,92,0.1131,1.7763,0.6440,eval,-25.000,nan,nan,nan,nan,nan,0.000,16.8,True,
2026-09-14 21:13:13,93,0.1736,1.7181,0.6004,eval,-65.354,0.163,-75.21,30.02,19.45,7.01,0.364,15.7,True,
2026-09-14 21:14:14,94,0.1514,1.8666,0.4661,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.4,True,
2026-09-14 21:15:14,95,0.2420,1.7129,0.6034,eval,-67.112,0.086,-78.33,28.92,19.26,7.53,0.364,15.8,True,
2026-09-14 21:16:15,96,0.0320,1.8267,0.6225,eval,-67.292,0.169,-76.30,30.70,19.88,7.46,0.273,15.9,True,
2026-09-14 21:17:15,97,0.1465,1.7941,0.7263,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.9,True,
2026-09-14 21:18:16,98,0.1770,1.6569,0.2618,eval,-70.313,0.176,-71.32,32.45,21.91,6.43,0.182,16.3,True,
2026-09-14 21:19:17,99,0.2114,1.7275,0.4289,eval,-72.260,0.087,-80.99,31.74,21.30,7.36,0.364,16.5,True,
2026-09-14 21:20:18,100,0.1063,1.8260,0.6136,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.3,True,
2026-09-14 21:21:18,101,0.2182,1.7100,0.8332,eval,-66.493,0.090,-79.97,28.47,19.28,6.36,0.364,16.4,True,
2026-09-14 21:22:19,102,0.1459,1.4402,0.5699,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.8,True,
2026-09-14 21:23:20,103,0.1763,1.1384,0.7884,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.5,True,
2026-09-14 21:24:21,104,0.3225,1.5512,0.5415,eval,-75.761,0.166,-76.10,34.04,22.59,6.66,0.182,15.5,True,
2026-09-14 21:25:21,105,0.0361,1.6023,0.5633,eval,-25.000,nan,nan,nan,nan,nan,0.000,16.1,True,
2026-09-14 21:26:21,106,0.2111,1.5647,0.7917,eval,-66.992,0.084,-74.38,27.21,18.26,5.94,0.364,15.5,True,
2026-09-14 21:27:22,107,0.0701,1.5842,0.7862,eval,-65.062,0.093,-72.77,27.41,18.21,5.77,0.182,14.9,True,
2026-09-14 21:28:22,108,0.0342,1.4455,0.7352,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.9,True,
2026-09-14 21:29:23,109,0.0959,1.5426,0.8814,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.9,True,
2026-09-14 21:30:22,110,0.1269,1.1161,0.2287,eval,-68.166,0.194,-71.11,30.40,19.67,6.66,0.364,15.8,True,
2026-09-14 21:31:22,111,0.1848,1.6403,0.4512,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.3,True,
2026-09-14 21:32:22,112,0.1186,1.6051,0.5739,eval,-64.893,0.167,-74.26,28.45,18.61,5.77,0.364,15.8,True,
2026-09-14 21:33:23,113,0.1256,1.6828,0.5630,eval,-64.471,0.162,-77.22,28.39,18.70,6.17,0.364,16.2,True,
2026-09-14 21:34:23,114,0.0651,1.6624,0.6091,eval,-66.429,0.089,-75.53,27.78,18.39,6.83,0.455,15.4,True,
2026-09-14 21:35:24,115,0.3544,1.6054,0.8424,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.7,True,
2026-09-14 21:36:24,116,0.0191,1.5172,0.5685,eval,-65.266,0.166,-72.85,27.76,18.69,5.75,0.364,15.9,True,
2026-09-14 21:37:24,117,0.0848,1.6878,0.6171,eval,-64.542,0.168,-76.99,28.25,18.45,6.67,0.364,15.6,True,
2026-09-14 21:38:24,118,0.0402,1.6059,0.6935,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.9,True,
2026-09-14 21:39:25,119,0.1007,1.4396,0.7531,eval,-62.243,0.166,-81.27,28.55,18.66,6.40,0.364,15.8,True,
2026-09-14 21:40:49,119,0.1007,1.4396,0.7531,full22,-62.234,0.167,-81.39,28.83,18.81,6.33,0.300,16.6,True,v9_best_trial119.npz
