ts,trial,phase_reset_e,phase_reset_f,f1_kneext_inh,run,kine_score,duty,knee_min,rmse_hip,rmse_knee,rmse_ankle,cadence,tilt_max,stayed_up,npz
2026-09-14 19:14:55,0,0.4911,1.7168,0.0000,eval,-94.562,0.205,-49.66,27.91,23.13,22.87,0.364,16.6,True,
2026-09-14 19:16:23,0,0.4911,1.7168,0.0000,full22,-94.745,0.183,-48.95,27.86,23.24,22.76,0.400,16.9,True,v9_best_trial0.npz
2026-09-14 19:17:24,1,0.7457,1.3597,0.5126,eval,-25.000,nan,nan,nan,nan,nan,0.000,20.2,True,
2026-09-14 19:18:27,2,0.1514,1.3129,1.0185,eval,-82.691,0.444,-83.09,24.58,26.56,8.41,0.818,23.1,True,
2026-09-14 19:19:54,2,0.1514,1.3129,1.0185,full22,-82.340,0.268,-82.75,24.51,25.41,8.42,0.800,23.1,True,v9_best_trial2.npz
2026-09-14 19:20:57,3,1.5448,0.1358,1.3722,eval,-81.370,0.182,-77.63,27.29,20.42,16.18,0.636,13.6,True,
2026-09-14 19:22:25,3,1.5448,0.1358,1.3722,full22,-81.488,0.155,-77.68,27.02,19.98,16.21,0.700,14.4,True,v9_best_trial3.npz
2026-09-14 19:23:28,4,0.3818,0.9813,1.4240,eval,-91.983,0.188,-79.66,23.68,21.55,17.12,0.909,16.2,True,
2026-09-14 19:24:31,5,0.2579,1.5211,0.4033,eval,-67.530,0.213,-78.61,27.86,17.67,9.08,0.455,16.2,True,
2026-09-14 19:25:59,5,0.2579,1.5211,0.4033,full22,-67.205,0.241,-79.01,28.24,17.87,9.09,0.400,16.5,True,v9_best_trial5.npz
2026-09-14 19:27:02,6,1.0936,1.3934,1.9262,eval,-83.901,0.477,-86.48,25.94,30.01,8.50,0.909,22.2,True,
2026-09-14 19:28:03,7,0.5088,1.3377,1.5198,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.1,True,
2026-09-14 19:29:05,8,0.1970,1.1204,1.4201,eval,-83.419,0.268,-87.90,30.15,22.91,16.16,0.364,20.7,True,
2026-09-14 19:30:07,9,1.3885,0.1057,1.1629,eval,-85.924,0.492,-81.91,25.10,32.23,8.09,0.909,21.8,True,
2026-09-14 19:31:08,10,0.5994,0.3393,0.5725,eval,-94.473,0.085,-72.75,26.05,18.37,21.69,0.364,12.5,True,
2026-09-14 19:32:10,11,1.9393,0.7378,1.8129,eval,-105.961,0.098,-91.74,36.03,29.87,14.45,0.455,17.5,True,
2026-09-14 19:33:12,12,0.3636,1.0971,0.2067,eval,-71.363,0.216,-70.58,29.83,19.36,7.86,0.182,14.7,True,
2026-09-14 19:34:14,13,0.0093,1.2649,0.1125,eval,-73.037,0.208,-61.88,27.84,19.99,8.26,0.455,14.2,True,
2026-09-14 19:35:15,14,0.1890,1.1653,0.1343,eval,-25.000,nan,nan,nan,nan,nan,0.000,14.1,True,
2026-09-14 19:36:17,15,0.3605,0.5442,0.3151,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.3,True,
2026-09-14 19:37:18,16,0.7267,1.2481,0.4446,eval,-69.539,0.233,-86.78,29.11,20.64,10.90,0.455,19.1,True,
2026-09-14 19:38:20,17,0.0690,1.9100,0.5209,eval,-68.860,0.204,-86.24,27.10,21.20,10.63,0.364,19.8,True,
2026-09-14 19:39:22,18,0.0056,1.5721,0.3506,eval,-25.000,nan,nan,nan,nan,nan,0.000,16.5,True,
2026-09-14 19:40:24,19,0.1630,1.9813,0.6877,eval,-73.109,0.241,-90.06,28.10,21.19,8.40,0.455,21.3,True,
2026-09-14 19:41:26,20,0.1522,1.8421,0.4126,eval,-69.273,0.207,-83.83,27.42,19.68,10.95,0.455,19.5,True,
2026-09-14 19:42:27,21,0.6637,1.7440,0.6452,eval,-90.868,0.201,-86.20,34.96,24.92,9.68,0.364,16.7,True,
2026-09-14 19:43:29,22,0.2789,1.3949,0.3152,eval,-70.070,0.201,-72.59,25.68,17.34,9.03,0.455,16.3,True,
2026-09-14 19:44:31,23,0.5681,1.8361,0.6987,eval,-73.142,0.226,-85.93,25.72,20.66,14.28,0.182,21.4,True,
2026-09-14 19:45:33,24,0.3238,1.4397,0.6674,eval,-67.987,0.198,-78.63,25.53,16.65,7.40,0.455,17.2,True,
2026-09-14 19:46:34,25,0.6534,1.3554,0.3643,eval,-91.889,0.210,-84.53,35.01,24.76,9.79,0.364,17.3,True,
2026-09-14 19:47:36,26,0.6087,1.3122,0.1147,eval,-72.578,0.224,-58.85,27.11,21.25,8.43,0.545,17.0,True,
2026-09-14 19:48:38,27,0.1366,1.5309,0.2245,eval,-25.000,nan,nan,nan,nan,nan,0.000,18.1,True,
2026-09-14 19:49:39,28,0.3886,1.1577,0.7710,eval,-69.930,0.195,-80.27,24.67,17.62,7.74,0.364,18.3,True,
2026-09-14 19:50:41,29,0.2002,1.9712,0.9058,eval,-69.159,0.226,-74.95,26.15,17.18,9.19,0.455,16.4,True,
2026-09-14 19:51:42,30,0.3383,1.2939,0.6544,eval,-67.659,0.195,-77.29,27.12,17.41,9.08,0.364,15.5,True,
2026-09-14 19:52:44,31,0.4468,1.0879,0.4642,eval,-73.037,0.197,-73.65,24.24,16.98,9.84,0.364,15.0,True,
2026-09-14 19:53:46,32,0.5233,1.0450,0.6572,eval,-25.000,nan,nan,nan,nan,nan,0.000,16.4,True,
2026-09-14 19:54:47,33,0.1915,1.2788,0.1361,eval,-83.655,0.186,-63.82,34.11,25.34,7.85,0.364,14.8,True,
2026-09-14 19:55:49,34,0.2080,1.1924,0.8666,eval,-25.000,nan,nan,nan,nan,nan,0.000,14.8,True,
2026-09-14 19:56:51,35,0.4578,1.2146,0.3419,eval,-25.000,nan,nan,nan,nan,nan,0.000,16.1,True,
2026-09-14 19:57:52,36,0.0032,1.1864,0.4225,eval,-65.402,0.184,-78.08,30.60,19.49,7.23,0.364,15.7,True,
2026-09-14 19:59:18,36,0.0032,1.1864,0.4225,full22,-71.527,0.198,-80.74,31.85,20.50,7.14,0.200,16.1,True,v9_best_trial36.npz
2026-09-14 20:00:20,37,0.2225,0.7714,0.5322,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.9,True,
2026-09-14 20:01:22,38,0.4490,1.4612,0.6281,eval,-74.539,0.224,-72.04,23.17,17.41,9.75,0.545,15.4,True,
2026-09-14 20:02:24,39,0.2287,1.5899,0.3914,eval,-67.289,0.178,-72.78,27.19,17.93,6.54,0.364,15.1,True,
2026-09-14 20:03:26,40,0.1721,1.3618,1.0088,eval,-72.881,0.168,-71.05,25.16,17.63,7.96,0.364,14.2,True,
2026-09-14 20:04:28,41,0.0059,1.2267,0.6896,eval,-25.000,nan,nan,nan,nan,nan,0.000,16.1,True,
2026-09-14 20:05:31,42,0.3448,1.8245,0.4368,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.4,True,
2026-09-14 20:06:33,43,0.3541,1.5798,0.3273,eval,-67.636,0.175,-72.86,30.06,19.58,7.14,0.364,15.4,True,
2026-09-14 20:07:35,44,0.3127,1.8191,0.1461,eval,-25.000,nan,nan,nan,nan,nan,0.000,13.9,True,
2026-09-14 20:08:37,45,0.2834,1.5687,0.4647,eval,-73.901,0.085,-71.23,25.51,17.87,8.00,0.455,14.0,True,
2026-09-14 20:09:39,46,0.0687,1.7489,0.4064,eval,-67.298,0.177,-74.64,27.87,18.26,7.74,0.364,14.8,True,
2026-09-14 20:10:41,47,0.3673,1.2398,0.1128,eval,-25.000,nan,nan,nan,nan,nan,0.000,14.6,True,
2026-09-14 20:11:43,48,0.3718,1.7118,0.1272,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.5,True,
2026-09-14 20:12:45,49,0.2925,1.7323,0.0380,eval,-25.000,nan,nan,nan,nan,nan,0.000,16.2,True,
2026-09-14 20:13:47,50,0.2814,1.2823,0.3466,eval,-75.759,0.172,-74.90,32.57,21.00,8.97,0.182,14.8,True,
2026-09-14 20:14:49,51,0.3229,1.6080,0.3808,eval,-67.325,0.175,-73.97,26.76,17.76,6.44,0.364,14.9,True,
2026-09-14 20:15:52,52,0.1909,1.7096,0.7459,eval,-71.485,0.166,-71.97,23.54,17.41,6.22,0.364,16.0,True,
2026-09-14 20:16:54,53,0.5912,1.7099,0.5260,eval,-72.052,0.178,-70.64,25.38,17.80,7.14,0.364,14.1,True,
2026-09-14 20:17:56,54,0.2997,1.3795,0.4174,eval,-67.418,0.178,-82.36,30.46,19.74,8.25,0.364,15.6,True,
2026-09-14 20:18:58,55,0.1045,1.7106,0.4077,eval,-66.020,0.160,-79.21,31.19,20.23,6.47,0.273,16.4,True,
