ts,trial,phase_reset_e,phase_reset_f,f1_kneext_inh,run,kine_score,duty,knee_min,rmse_hip,rmse_knee,rmse_ankle,cadence,tilt_max,stayed_up,npz
2026-09-14 02:40:36,66,0.8975,1.8321,0.7092,eval,-64.964,0.260,9.99,15.17,21.53,7.32,0.400,27.8,True,
2026-09-14 02:41:21,67,0.3606,0.6229,0.5352,eval,-63.453,0.201,10.00,15.48,21.51,4.28,0.400,28.5,True,
2026-09-14 02:42:06,68,0.0102,0.7214,0.4829,eval,-25.000,nan,nan,nan,nan,nan,0.000,26.0,True,
2026-09-14 02:42:51,69,0.3533,1.9877,0.7356,eval,-63.955,0.208,10.02,15.74,21.54,5.20,0.400,25.5,True,
2026-09-14 02:43:35,70,0.4415,0.7612,0.5349,eval,-25.000,nan,nan,nan,nan,nan,0.000,28.5,True,
2026-09-14 02:44:20,71,0.3729,0.7829,0.4479,eval,-62.860,0.194,10.03,15.55,21.51,3.82,0.400,29.3,True,
2026-09-14 02:45:42,71,0.3729,0.7829,0.4479,full22,-62.752,0.175,9.99,15.38,21.50,3.76,0.400,30.8,True,v7_best_trial71.npz
2026-09-14 02:46:27,72,0.2803,0.8778,0.7833,eval,-63.240,0.196,10.04,15.02,21.50,4.63,0.267,25.7,True,
2026-09-14 02:47:11,73,0.2829,1.0634,0.5400,eval,-25.000,nan,nan,nan,nan,nan,0.000,26.3,True,
2026-09-14 02:47:55,74,0.4507,1.2621,0.9540,eval,-63.494,0.205,10.05,15.45,21.51,4.33,0.400,26.2,True,
2026-09-14 02:48:40,75,0.5877,0.9846,0.6084,eval,-62.927,0.207,9.99,15.43,21.51,4.02,0.267,28.2,True,
2026-09-14 02:49:24,76,0.5571,1.1726,0.5985,eval,-64.013,0.207,10.03,15.44,21.51,5.02,0.400,26.0,True,
2026-09-14 02:50:09,77,0.2706,0.8956,0.5885,eval,-63.520,0.155,9.98,15.68,21.52,4.26,0.267,28.2,True,
2026-09-14 02:50:53,78,0.3839,0.6919,0.3283,eval,-25.000,nan,nan,nan,nan,nan,0.000,27.7,True,
2026-09-14 02:51:37,79,0.2292,1.2109,0.9620,eval,-63.363,0.204,10.04,15.36,21.51,4.43,0.400,23.7,True,
2026-09-14 02:52:21,80,0.2643,1.1626,1.0268,eval,-63.486,0.215,10.06,15.02,21.49,4.83,0.267,24.9,True,
2026-09-14 02:53:05,81,0.3625,0.4408,0.5716,eval,-62.963,0.197,10.02,15.69,21.52,3.87,0.400,30.1,True,
2026-09-14 02:53:50,82,0.6832,0.7745,0.5976,eval,-25.000,nan,nan,nan,nan,nan,0.000,28.1,True,
2026-09-14 02:54:34,83,0.3297,0.7556,0.2961,eval,-25.000,nan,nan,nan,nan,nan,0.000,30.6,True,
2026-09-14 02:55:18,84,0.1609,1.1104,1.1389,eval,-25.000,nan,nan,nan,nan,nan,0.000,23.3,True,
2026-09-14 02:56:03,85,0.4883,0.6466,0.5378,eval,-62.945,0.204,9.97,15.18,21.50,4.25,0.267,27.8,True,
2026-09-14 02:56:47,86,0.5078,0.8117,0.2908,eval,-62.696,0.203,10.01,15.34,21.51,3.90,0.267,31.1,True,
2026-09-14 02:58:08,86,0.5078,0.8117,0.2908,full22,-62.890,0.184,9.93,15.12,21.50,4.21,0.400,33.4,True,v7_best_trial86.npz
2026-09-14 02:58:53,87,0.4860,0.4210,0.5779,eval,-25.000,nan,nan,nan,nan,nan,0.000,27.7,True,
2026-09-14 02:59:37,88,0.3274,0.9012,0.7561,eval,-63.913,0.200,10.05,15.16,21.50,5.09,0.400,23.5,True,
2026-09-14 03:00:22,89,0.3701,0.6683,0.5265,eval,-63.370,0.191,10.03,15.74,21.53,4.25,0.400,28.1,True,
2026-09-14 03:01:06,90,0.3737,0.5009,0.5474,eval,-63.643,0.207,10.02,15.51,21.52,4.52,0.400,29.5,True,
2026-09-14 03:01:51,91,0.5964,0.5432,0.4329,eval,-63.257,0.204,10.02,15.46,21.51,4.13,0.400,31.2,True,
2026-09-14 03:02:35,92,0.4594,0.8843,0.2823,eval,-25.000,nan,nan,nan,nan,nan,0.000,33.9,True,
2026-09-14 03:03:20,93,0.5420,0.8224,0.2409,eval,-62.849,0.202,10.00,15.27,21.51,4.06,0.267,30.0,True,
2026-09-14 03:04:04,94,0.7265,0.8104,0.3891,eval,-62.692,0.197,10.00,15.33,21.51,3.89,0.267,32.3,True,
2026-09-14 03:05:26,94,0.7265,0.8104,0.3891,full22,-62.894,0.179,9.96,15.09,21.49,4.24,0.400,34.5,True,v7_best_trial94.npz
2026-09-14 03:06:12,95,0.4921,0.8154,0.3252,eval,-63.196,0.185,10.00,15.20,21.51,4.32,0.267,28.7,True,
2026-09-14 03:06:57,96,0.2916,0.9171,0.5067,eval,-63.666,0.201,10.01,15.62,21.52,4.60,0.400,27.1,True,
2026-09-14 03:07:42,97,0.5548,0.7629,0.3612,eval,-62.752,0.196,10.03,15.32,21.50,3.94,0.267,31.0,True,
2026-09-14 03:08:27,98,0.4677,0.9245,0.2153,eval,-63.435,0.151,10.00,15.68,21.53,4.16,0.267,29.6,True,
2026-09-14 03:09:13,99,0.6951,0.7913,0.3154,eval,-25.000,nan,nan,nan,nan,nan,0.000,32.8,True,
2026-09-14 03:09:57,100,0.5033,0.5787,0.4214,eval,-62.523,0.202,10.04,15.35,21.51,3.87,0.267,28.6,True,
2026-09-14 03:11:19,100,0.5033,0.5787,0.4214,full22,-62.691,0.184,9.98,15.19,21.50,4.02,0.400,30.8,True,v7_best_trial100.npz
2026-09-14 03:12:03,101,0.7293,0.7695,0.4462,eval,-25.000,nan,nan,nan,nan,nan,0.000,29.8,True,
2026-09-14 03:12:48,102,0.5102,0.6333,0.3919,eval,-62.730,0.196,10.04,15.37,21.51,3.93,0.267,28.1,True,
2026-09-14 03:13:33,103,0.6009,0.4155,0.6171,eval,-25.000,nan,nan,nan,nan,nan,0.000,28.0,True,
2026-09-14 03:14:17,104,0.3481,0.7105,0.2501,eval,-63.277,0.200,10.04,15.77,21.53,4.16,0.400,26.8,True,
2026-09-14 03:15:02,105,0.3697,0.3972,0.6122,eval,-62.689,0.195,10.01,15.48,21.51,3.80,0.267,29.7,True,
2026-09-14 03:15:47,106,0.4497,0.6511,0.1653,eval,-25.000,nan,nan,nan,nan,nan,0.000,31.5,True,
2026-09-14 03:16:33,107,0.4287,0.9330,0.3990,eval,-25.000,nan,nan,nan,nan,nan,0.000,29.4,True,
2026-09-14 03:17:17,108,0.4542,0.8055,0.5114,eval,-25.000,nan,nan,nan,nan,nan,0.000,30.3,True,
2026-09-14 03:18:02,109,0.3161,0.3529,0.7074,eval,-25.000,nan,nan,nan,nan,nan,0.000,30.1,True,
2026-09-14 03:18:47,110,0.4626,0.6139,0.4339,eval,-62.749,0.210,9.98,15.20,21.50,4.11,0.267,28.0,True,
2026-09-14 03:19:32,111,0.3628,0.6590,0.5126,eval,-63.010,0.215,10.01,15.32,21.51,4.17,0.267,27.8,True,
2026-09-14 03:20:17,112,0.6372,0.6626,0.3553,eval,-62.622,0.208,10.03,15.26,21.51,3.99,0.267,29.6,True,
2026-09-14 03:21:02,113,0.5998,0.7411,0.3457,eval,-25.000,nan,nan,nan,nan,nan,0.000,30.2,True,
2026-09-14 03:21:46,114,0.6256,0.7589,0.3373,eval,-63.023,0.191,9.98,15.43,21.51,3.95,0.400,31.6,True,
2026-09-14 03:22:31,115,0.7184,0.9405,0.3521,eval,-62.758,0.199,10.03,15.48,21.51,3.81,0.267,32.2,True,
2026-09-14 03:23:15,116,0.5296,0.6126,0.2614,eval,-62.803,0.203,10.04,15.35,21.51,3.99,0.267,29.3,True,
2026-09-14 03:24:00,117,0.4865,0.7716,0.4164,eval,-63.058,0.191,9.98,15.26,21.51,4.22,0.267,26.9,True,
2026-09-14 03:24:45,118,0.6210,0.5897,0.2287,eval,-25.000,nan,nan,nan,nan,nan,0.000,28.4,True,
2026-09-14 03:25:30,119,0.5121,0.5230,0.5523,eval,-62.938,0.185,9.98,15.26,21.51,4.12,0.267,28.2,True,
2026-09-14 03:26:15,120,0.4425,0.7196,0.4518,eval,-62.733,0.196,10.03,15.52,21.52,3.80,0.267,29.3,True,
2026-09-14 03:27:00,121,0.5700,0.7819,0.1446,eval,-25.000,nan,nan,nan,nan,nan,0.000,30.4,True,
2026-09-14 03:27:45,122,0.4321,0.5746,0.3623,eval,-62.862,0.206,9.97,15.19,21.51,4.14,0.267,28.6,True,
2026-09-14 03:28:30,123,0.6752,0.7462,0.3812,eval,-62.685,0.195,9.94,15.49,21.51,3.79,0.400,34.1,True,
2026-09-14 03:29:15,124,0.7433,1.0187,0.1626,eval,-62.744,0.192,9.97,15.35,21.51,3.88,0.267,30.6,True,
2026-09-14 03:29:59,125,0.4340,0.8787,0.5080,eval,-62.974,0.205,10.04,15.55,21.51,3.96,0.400,28.4,True,
2026-09-14 03:30:44,126,0.7226,1.0667,0.4530,eval,-62.859,0.190,10.02,15.62,21.52,3.78,0.400,31.3,True,
2026-09-14 03:31:29,127,0.6531,0.5090,0.3202,eval,-62.671,0.200,10.04,15.34,21.51,3.97,0.267,27.0,True,
2026-09-14 03:32:13,128,0.1725,0.2921,0.5686,eval,-62.874,0.195,9.96,15.29,21.51,4.04,0.267,29.0,True,
2026-09-14 03:32:59,129,0.6075,0.7817,0.2563,eval,-25.000,nan,nan,nan,nan,nan,0.000,30.0,True,
2026-09-14 03:33:43,130,0.7267,0.5807,0.4078,eval,-63.061,0.199,10.04,15.60,21.52,3.97,0.400,27.1,True,
2026-09-14 03:34:27,131,0.7929,0.5583,0.3622,eval,-62.793,0.191,9.98,15.22,21.51,4.10,0.267,26.4,True,
2026-09-14 03:35:14,132,0.7167,0.4461,0.3265,eval,-62.996,0.207,10.00,15.39,21.52,4.16,0.267,26.9,True,
2026-09-14 03:35:58,133,0.7816,0.5535,0.3882,eval,-63.277,0.200,10.02,15.32,21.51,4.36,0.400,27.0,True,
2026-09-14 03:36:44,134,0.7056,0.4822,0.3266,eval,-25.000,nan,nan,nan,nan,nan,0.000,26.1,True,
2026-09-14 03:37:30,135,0.6915,0.4740,0.3846,eval,-25.000,nan,nan,nan,nan,nan,0.000,28.8,True,
2026-09-14 03:38:15,136,0.4493,0.4183,0.3998,eval,-25.000,nan,nan,nan,nan,nan,0.000,27.8,True,
2026-09-14 03:39:01,137,0.6410,0.6032,0.4356,eval,-62.537,0.195,10.03,15.31,21.51,3.92,0.267,28.8,True,
2026-09-14 03:39:47,138,0.7300,0.4723,0.3661,eval,-63.058,0.200,10.04,15.43,21.52,4.15,0.400,27.5,True,
2026-09-14 03:40:32,139,0.6872,0.8305,0.4366,eval,-62.707,0.199,10.00,15.29,21.50,3.96,0.267,32.9,True,
