ts,trial,phase_reset_e,phase_reset_f,f1_kneext_inh,run,kine_score,duty,knee_min,rmse_hip,rmse_knee,rmse_ankle,cadence,tilt_max,stayed_up,npz
2026-09-14 01:36:24,0,0.3882,0.0352,0.0000,eval,-65.323,0.475,10.01,15.20,21.47,8.06,1.200,25.2,True,
2026-09-14 01:37:54,0,0.3882,0.0352,0.0000,full22,-66.139,0.473,9.79,15.05,21.48,10.35,1.400,26.4,True,v7_best_trial0.npz
2026-09-14 01:38:43,1,0.7457,1.3597,0.5126,eval,-25.000,nan,nan,nan,nan,nan,0.000,23.2,True,
2026-09-14 01:40:13,1,0.7457,1.3597,0.5126,full22,nan,nan,nan,nan,nan,nan,0.000,24.9,True,v7_best_trial1.npz
2026-09-14 01:41:02,2,0.1514,1.3129,1.0185,eval,-65.598,0.305,10.02,15.00,21.48,7.95,0.800,25.3,True,
2026-09-14 01:41:50,3,1.5448,0.1358,1.3722,eval,-94.706,0.176,-69.75,26.59,22.12,41.07,0.533,19.5,True,
2026-09-14 01:42:37,4,0.3818,0.9813,1.4240,eval,-66.229,0.279,8.86,15.07,21.44,9.70,0.933,21.3,True,
2026-09-14 01:43:23,5,0.2579,1.5211,0.4033,eval,-64.394,0.199,10.03,14.96,21.48,5.89,0.400,18.3,True,
2026-09-14 01:44:49,5,0.2579,1.5211,0.4033,full22,-64.549,0.165,10.01,15.07,21.47,5.87,0.500,19.3,True,v7_best_trial5.npz
2026-09-14 01:45:36,6,1.0936,1.3934,1.9262,eval,-65.408,0.432,10.03,15.00,21.47,8.21,1.067,27.4,True,
2026-09-14 01:46:22,7,0.5088,1.3377,1.5198,eval,-25.000,nan,nan,nan,nan,nan,0.000,17.3,True,
2026-09-14 01:47:09,8,0.1970,1.1204,1.4201,eval,-25.000,nan,nan,nan,nan,nan,0.000,23.2,True,
2026-09-14 01:47:56,9,1.3885,0.1057,1.1629,eval,-65.389,0.452,10.03,15.01,21.48,8.22,0.933,28.2,True,
2026-09-14 01:48:43,10,0.5994,0.3393,0.5725,eval,-91.403,0.088,-60.19,24.06,21.30,39.88,0.400,17.0,True,
2026-09-14 01:49:29,11,0.7677,0.9297,0.6078,eval,-64.508,0.173,10.05,14.91,21.48,6.23,0.400,25.1,True,
2026-09-14 01:50:16,12,0.7460,0.2900,1.0154,eval,-64.782,0.175,10.02,14.83,21.46,6.75,0.400,23.7,True,
2026-09-14 01:51:02,13,0.2816,1.7945,0.8832,eval,-25.000,nan,nan,nan,nan,nan,0.000,16.9,True,
2026-09-14 01:51:49,14,0.3795,1.0391,0.2705,eval,-25.000,nan,nan,nan,nan,nan,0.000,19.7,True,
2026-09-14 01:52:35,15,0.4914,1.6687,0.1806,eval,-64.449,0.158,10.02,15.02,21.48,5.64,0.400,20.1,True,
2026-09-14 01:53:21,16,0.6917,1.4728,0.6859,eval,-67.006,0.161,9.69,15.09,21.44,11.00,0.267,17.5,True,
2026-09-14 01:54:08,17,0.0690,1.9100,0.5209,eval,-64.953,0.100,10.04,14.89,21.45,6.45,0.400,22.6,True,
2026-09-14 01:54:54,18,0.3669,1.4780,0.3047,eval,-73.677,0.158,-35.90,16.69,17.12,28.91,0.400,18.3,True,
2026-09-14 01:55:41,19,0.4832,1.0310,0.4187,eval,-64.135,0.169,10.03,15.51,21.50,4.98,0.400,19.0,True,
2026-09-14 01:57:07,19,0.4832,1.0310,0.4187,full22,-64.004,0.154,10.00,15.48,21.50,4.77,0.400,20.7,True,v7_best_trial19.npz
2026-09-14 01:57:53,20,0.2882,1.3909,0.3566,eval,-64.601,0.154,10.02,15.05,21.48,5.85,0.400,18.5,True,
2026-09-14 01:58:40,21,0.6637,1.7399,0.6452,eval,-65.341,0.182,9.42,14.92,21.38,8.12,0.267,17.1,True,
2026-09-14 01:59:27,22,0.2789,1.3401,0.3152,eval,-64.379,0.201,9.94,14.83,21.47,6.30,0.400,17.8,True,
2026-09-14 02:00:13,23,0.0947,1.1805,0.7646,eval,-67.566,0.190,9.78,15.00,21.43,12.06,0.400,16.2,True,
2026-09-14 02:01:00,24,0.3238,1.4397,0.6674,eval,-64.459,0.161,10.04,15.56,21.52,5.61,0.267,20.1,True,
2026-09-14 02:01:47,25,0.0012,1.2955,0.7757,eval,-64.398,0.076,10.05,15.14,21.48,5.11,0.267,20.8,True,
2026-09-14 02:02:33,26,0.5771,1.2261,0.0390,eval,-65.451,0.241,9.47,15.32,21.53,8.08,0.400,17.3,True,
2026-09-14 02:03:20,27,0.3437,1.2517,0.7437,eval,-64.751,0.143,10.05,15.29,21.49,5.92,0.267,19.3,True,
2026-09-14 02:04:06,28,0.2923,1.4929,0.5790,eval,-90.005,0.174,-60.22,24.77,20.93,38.40,0.400,17.8,True,
2026-09-14 02:04:53,29,0.4032,1.6704,0.8191,eval,-64.904,0.191,10.05,15.38,21.52,6.28,0.400,18.8,True,
2026-09-14 02:05:40,30,0.3383,1.2939,0.6544,eval,-65.063,0.098,8.24,14.98,21.48,6.96,0.267,16.4,True,
2026-09-14 02:06:27,31,0.4468,1.1574,0.4642,eval,-65.064,0.179,9.40,14.91,21.42,7.35,0.400,16.9,True,
2026-09-14 02:07:14,32,0.4903,0.9501,0.3708,eval,-25.000,nan,nan,nan,nan,nan,0.000,19.2,True,
2026-09-14 02:08:00,33,0.1915,1.3235,0.1361,eval,-64.558,0.081,10.01,15.10,21.46,5.52,0.267,17.9,True,
2026-09-14 02:08:47,34,0.0969,1.1940,0.9999,eval,-25.000,nan,nan,nan,nan,nan,0.000,19.6,True,
2026-09-14 02:09:33,35,0.4578,1.2675,0.3419,eval,-25.000,nan,nan,nan,nan,nan,0.000,19.6,True,
2026-09-14 02:10:20,36,0.1886,1.7011,0.4923,eval,-63.907,0.087,10.03,15.48,21.50,4.52,0.267,21.6,True,
2026-09-14 02:11:45,36,0.1886,1.7011,0.4923,full22,-63.333,0.205,9.98,15.23,21.49,4.53,0.400,23.1,True,v7_best_trial36.npz
2026-09-14 02:12:32,37,0.3064,1.2487,0.5902,eval,-25.000,nan,nan,nan,nan,nan,0.000,20.2,True,
2026-09-14 02:13:18,38,0.4066,1.2188,0.6214,eval,-63.841,0.078,10.04,15.43,21.49,4.44,0.267,19.0,True,
2026-09-14 02:14:43,38,0.4066,1.2188,0.6214,full22,-63.484,0.193,10.02,15.31,21.49,4.49,0.400,20.7,True,v7_best_trial38.npz
2026-09-14 02:15:29,39,0.0275,1.8765,0.4106,eval,-63.994,0.085,9.99,15.12,21.49,4.81,0.267,23.5,True,
2026-09-14 02:16:16,40,0.1024,1.2403,0.8915,eval,-64.797,0.252,10.02,15.04,21.51,6.52,0.400,20.8,True,
2026-09-14 02:17:02,41,0.8175,1.3757,0.3951,eval,-64.284,0.118,10.03,14.95,21.47,5.54,0.267,18.9,True,
2026-09-14 02:17:49,42,0.1524,1.8378,0.4096,eval,-25.000,nan,nan,nan,nan,nan,0.000,29.5,True,
2026-09-14 02:18:35,43,0.9021,1.2148,0.3505,eval,-64.025,0.099,10.02,15.17,21.48,4.84,0.400,19.3,True,
2026-09-14 02:19:22,44,0.2091,1.9264,0.1561,eval,-25.000,nan,nan,nan,nan,nan,0.000,20.4,True,
2026-09-14 02:20:08,45,0.1859,1.7583,0.4807,eval,-64.653,0.097,9.98,14.85,21.46,6.08,0.267,18.6,True,
2026-09-14 02:20:55,46,1.0915,1.1869,0.3141,eval,-63.573,0.286,10.02,14.94,21.48,5.59,0.400,17.7,True,
2026-09-14 02:22:20,46,1.0915,1.1869,0.3141,full22,-63.941,0.191,10.02,15.08,21.48,5.62,0.500,19.1,True,v7_best_trial46.npz
2026-09-14 02:23:07,47,0.6833,1.0192,0.7031,eval,-25.000,nan,nan,nan,nan,nan,0.000,19.0,True,
2026-09-14 02:23:53,48,0.1574,1.8996,0.6631,eval,-64.251,0.194,10.00,14.85,21.48,5.93,0.400,22.7,True,
2026-09-14 02:24:40,49,0.3100,1.2558,0.4607,eval,-62.890,0.190,9.98,15.31,21.51,4.08,0.267,26.9,True,
2026-09-14 02:26:06,49,0.3100,1.2558,0.4607,full22,-62.877,0.173,10.00,15.20,21.49,4.09,0.400,27.8,True,v7_best_trial49.npz
2026-09-14 02:26:52,50,0.1531,1.2984,0.9441,eval,-64.277,0.090,10.05,14.95,21.47,5.46,0.400,21.3,True,
2026-09-14 02:27:39,51,1.0305,1.2317,0.3703,eval,-63.742,0.079,9.99,15.56,21.50,4.41,0.267,19.3,True,
2026-09-14 02:28:25,52,0.2049,1.6165,0.3962,eval,-63.458,0.089,10.05,15.31,21.50,4.27,0.400,22.4,True,
2026-09-14 02:29:12,53,0.5736,1.9039,0.6979,eval,-63.636,0.189,9.99,15.18,21.50,4.76,0.400,25.5,True,
2026-09-14 02:29:59,54,1.3193,1.1388,0.0268,eval,-64.507,0.241,10.01,15.35,21.51,6.23,0.400,19.1,True,
2026-09-14 02:30:46,55,0.3518,1.1453,0.5350,eval,-25.000,nan,nan,nan,nan,nan,0.000,24.5,True,
2026-09-14 02:31:32,56,0.2526,1.2087,0.3809,eval,-25.000,nan,nan,nan,nan,nan,0.000,28.4,True,
2026-09-14 02:32:19,57,0.5801,1.8327,0.7285,eval,-63.834,0.194,10.02,14.81,21.48,5.65,0.267,25.5,True,
2026-09-14 02:33:06,58,0.7600,1.8276,0.3691,eval,-25.000,nan,nan,nan,nan,nan,0.000,25.8,True,
2026-09-14 02:33:53,59,0.0515,1.4509,0.3728,eval,-65.009,0.198,10.03,15.25,21.56,7.34,0.400,24.8,True,
2026-09-14 02:36:06,60,0.8486,0.9487,0.2865,eval,-64.455,0.118,10.01,14.80,21.46,6.19,0.267,16.6,True,
2026-09-14 02:36:52,61,1.1413,1.2623,0.1539,eval,-64.579,0.303,9.98,15.12,21.51,6.85,0.400,18.2,True,
2026-09-14 02:37:37,62,0.3072,0.7692,0.6271,eval,-63.664,0.197,10.00,15.54,21.52,4.51,0.400,26.5,True,
2026-09-14 02:38:22,63,0.3492,1.2523,0.4381,eval,-63.679,0.084,9.95,15.19,21.50,4.57,0.267,26.4,True,
2026-09-14 02:39:06,64,0.2746,1.7998,0.4736,eval,-63.742,0.081,9.98,15.08,21.49,4.73,0.267,25.1,True,
2026-09-14 02:39:52,65,0.4164,0.3286,0.7569,eval,-63.732,0.190,10.02,15.22,21.50,4.73,0.400,28.3,True,
