ts,trial,phase_reset_e,phase_reset_f,f1_kneext_inh,run,kine_score,duty,knee_min,rmse_hip,rmse_knee,rmse_ankle,cadence,tilt_max,stayed_up,npz
2026-09-12 18:10:22,56,0.2858,0.0076,0.5677,eval,-61.862,0.472,11.91,13.04,22.39,6.87,0.800,33.7,True,
2026-09-12 18:10:56,57,0.1838,0.4607,0.6382,eval,-59.973,0.476,12.41,13.49,20.22,6.94,1.067,34.9,True,
2026-09-12 18:11:31,58,0.1954,0.2197,0.6201,eval,-60.411,0.447,12.62,13.41,20.55,7.11,1.067,36.4,True,
2026-09-12 18:12:05,59,0.2397,0.1677,0.3887,eval,-60.054,0.473,11.86,13.95,19.92,6.52,1.200,35.8,True,
2026-09-12 18:12:40,60,0.0671,0.0355,0.3047,eval,-60.439,0.479,11.19,13.70,20.63,6.50,0.933,36.6,True,
2026-09-12 18:13:14,61,0.1147,0.5573,0.3949,eval,-61.505,0.452,11.67,13.39,21.67,6.92,0.933,36.8,True,
2026-09-12 18:13:49,62,0.1316,0.0522,0.2930,eval,-60.527,0.485,10.72,13.66,20.88,6.40,0.933,37.5,True,
2026-09-12 18:14:23,63,0.1109,0.0814,0.5450,eval,-60.018,0.451,12.22,13.57,20.26,6.67,1.200,35.8,True,
2026-09-12 18:14:58,64,0.1149,0.2768,0.3259,eval,-60.098,0.458,11.84,13.85,20.05,6.54,1.200,36.8,True,
2026-09-12 18:15:32,65,0.2144,0.1141,0.3844,eval,-60.692,0.480,11.40,13.51,21.05,6.49,0.933,34.8,True,
2026-09-12 18:16:06,66,0.1684,0.4901,0.5814,eval,-61.616,0.467,11.71,13.37,21.95,6.78,0.800,38.3,True,
2026-09-12 18:16:41,67,0.0871,0.3642,0.4307,eval,-60.118,0.452,12.24,13.59,20.34,6.45,1.200,33.9,True,
2026-09-12 18:17:15,68,0.1298,0.4667,0.6530,eval,-60.303,0.469,12.47,14.09,19.83,6.59,1.467,36.5,True,
2026-09-12 18:17:49,69,0.1925,0.3620,0.3826,eval,-60.501,0.451,11.37,13.67,20.66,6.73,1.067,39.2,True,
2026-09-12 18:18:24,70,0.2335,0.1279,0.7946,eval,-60.903,0.483,12.99,14.45,19.74,6.66,1.467,34.5,True,
2026-09-12 18:18:59,71,0.1161,0.0425,0.7392,eval,-59.870,0.483,11.77,13.64,20.15,6.61,1.067,35.4,True,
2026-09-12 18:19:33,72,0.2981,0.1756,0.8642,eval,-60.695,0.454,11.94,13.40,21.00,7.06,0.933,38.5,True,
2026-09-12 18:20:08,73,0.0810,0.2953,0.8078,eval,-60.243,0.457,12.35,13.42,20.56,6.83,1.067,36.7,True,
2026-09-12 18:20:43,74,0.1193,0.3684,0.5990,eval,-60.967,0.452,12.06,13.27,21.36,6.75,0.933,34.5,True,
2026-09-12 18:21:17,75,0.1827,0.0318,0.5557,eval,-60.773,0.452,12.08,13.36,21.06,7.11,0.933,37.8,True,
2026-09-12 18:21:52,76,0.4574,0.4516,0.7275,eval,-60.605,0.474,12.70,13.36,20.85,6.87,1.067,34.8,True,
2026-09-12 18:22:26,77,0.0040,0.1248,0.4592,eval,-61.068,0.420,10.70,13.66,21.28,6.31,0.933,38.7,True,
2026-09-12 18:23:01,78,0.1314,0.1259,0.5830,eval,-59.860,0.479,11.56,13.32,20.47,6.92,1.067,34.7,True,
2026-09-12 18:23:35,79,0.0088,0.2096,0.8501,eval,-60.111,0.494,11.31,14.09,19.93,6.40,1.200,35.3,True,
2026-09-12 18:24:10,80,0.0280,0.1649,0.5800,eval,-61.257,0.459,11.72,13.43,21.48,6.65,0.800,34.7,True,
2026-09-12 18:24:44,81,0.0056,0.2319,0.5351,eval,-61.321,0.473,11.58,13.30,21.72,6.75,0.933,36.0,True,
2026-09-12 18:24:53,82,0.0286,0.3941,0.2768,eval,-25.000,nan,nan,nan,nan,nan,0.000,27.7,True,
2026-09-12 18:25:27,83,0.0336,0.1825,0.5328,eval,-60.823,0.481,11.36,13.35,21.26,6.91,0.933,36.1,True,
2026-09-12 18:26:02,84,0.0686,0.0776,0.4266,eval,-60.316,0.464,10.84,13.83,20.42,6.52,0.933,38.2,True,
2026-09-12 18:26:37,85,0.0409,0.1210,0.6872,eval,-60.461,0.448,11.92,13.29,20.97,6.61,1.067,34.4,True,
2026-09-12 18:27:11,86,0.1329,0.0833,0.4978,eval,-59.723,0.454,11.23,13.59,20.16,6.53,1.200,35.0,True,
2026-09-12 18:28:14,86,0.1329,0.0833,0.4978,full22,-60.677,0.475,10.19,14.21,20.43,5.81,1.300,36.9,True,v6_best_trial86.npz
2026-09-12 18:28:49,87,0.1996,0.1715,0.5191,eval,-60.090,0.474,12.40,13.43,20.39,6.95,1.067,34.7,True,
2026-09-12 18:29:24,88,0.0700,0.0215,0.4742,eval,-60.202,0.448,11.43,13.74,20.32,6.19,1.067,33.5,True,
2026-09-12 18:29:58,89,0.3534,0.1191,0.2700,eval,-59.752,0.482,11.26,13.57,20.24,6.55,1.067,34.8,True,
2026-09-12 18:30:32,90,0.2023,0.4572,0.6183,eval,-60.987,0.455,12.24,13.44,21.24,6.54,0.933,35.3,True,
2026-09-12 18:31:07,91,0.2611,0.0948,0.5907,eval,-60.077,0.482,11.14,13.23,20.79,7.11,1.067,35.7,True,
2026-09-12 18:31:41,92,0.1790,0.2048,0.5733,eval,-60.130,0.479,11.47,13.48,20.64,6.59,1.067,35.2,True,
2026-09-12 18:32:16,93,0.0326,0.2011,0.6748,eval,-59.904,0.424,11.47,13.48,20.27,6.72,1.067,35.6,True,
2026-09-12 18:32:50,94,0.0572,0.0837,0.7619,eval,-60.084,0.443,11.60,13.62,20.29,6.51,1.067,35.5,True,
2026-09-12 18:33:25,95,0.0637,0.0873,0.4566,eval,-59.990,0.446,11.25,13.52,20.40,6.54,1.067,34.6,True,
2026-09-12 18:34:00,96,0.0854,0.0144,0.4349,eval,-59.823,0.459,11.73,13.23,20.48,6.84,1.200,33.0,True,
2026-09-12 18:34:34,97,0.0274,0.0990,0.5605,eval,-59.979,0.465,11.36,13.75,20.22,6.44,1.067,34.9,True,
2026-09-12 18:35:08,98,0.2253,0.0616,0.3410,eval,-59.980,0.442,11.10,13.32,20.55,6.83,1.067,35.4,True,
2026-09-12 18:35:43,99,0.1471,0.3550,0.7653,eval,-60.671,0.455,12.20,13.31,21.06,6.66,0.933,33.6,True,
2026-09-12 18:36:17,100,0.2408,0.1868,0.1693,eval,-60.190,0.478,10.90,13.90,20.32,6.00,1.200,34.6,True,
2026-09-12 18:36:52,101,0.4108,0.0087,0.4266,eval,-59.568,0.479,11.32,13.44,20.20,6.80,1.200,34.7,True,
2026-09-12 18:37:55,101,0.4108,0.0087,0.4266,full22,-60.380,0.482,10.08,14.09,20.43,5.84,1.200,36.6,True,v6_best_trial101.npz
2026-09-12 18:38:30,102,0.1341,0.1975,0.4887,eval,-59.548,0.460,11.01,13.61,20.08,6.43,1.200,33.5,True,
2026-09-12 18:39:33,102,0.1341,0.1975,0.4887,full22,-60.755,0.474,10.13,14.28,20.46,5.67,1.400,35.5,True,v6_best_trial102.npz
2026-09-12 18:40:08,103,0.5731,0.1851,0.2861,eval,-59.603,0.482,11.00,13.75,20.03,6.42,1.200,34.7,True,
2026-09-12 18:40:42,104,0.0910,0.0291,0.5666,eval,-60.448,0.460,12.12,13.24,20.92,6.94,1.067,34.7,True,
2026-09-12 18:41:16,105,0.1109,0.2282,0.5803,eval,-59.866,0.483,11.71,13.81,20.00,6.61,1.067,36.3,True,
2026-09-12 18:41:51,106,0.3882,0.0352,0.5904,eval,-59.426,0.475,11.74,13.49,19.93,6.81,1.200,33.3,True,
2026-09-12 18:42:55,106,0.3882,0.0352,0.5904,full22,-60.591,0.473,10.13,14.21,20.42,5.71,1.400,35.3,True,v6_best_trial106.npz
2026-09-12 18:43:29,107,0.1046,0.0538,0.6164,eval,-60.166,0.474,12.39,14.16,19.69,6.65,1.467,35.8,True,
2026-09-12 18:44:09,108,0.1557,0.1312,0.4998,eval,-59.521,0.496,11.30,13.90,19.78,6.47,1.333,34.3,True,
2026-09-12 18:44:44,109,0.3510,0.2633,0.4135,eval,-59.613,0.471,11.61,13.76,19.89,6.56,1.333,35.1,True,
