ts,trial,phase_reset_e,phase_reset_f,f1_kneext_inh,run,kine_score,duty,knee_min,rmse_hip,rmse_knee,rmse_ankle,cadence,tilt_max,stayed_up,npz
2026-09-14 12:59:54,38,0.3816,1.2879,0.3513,eval,-52.353,0.208,-72.74,17.11,18.73,9.29,0.400,12.1,True,
2026-09-14 13:00:38,39,0.3175,1.6182,0.4729,eval,-50.965,0.088,-81.70,16.45,18.46,6.59,0.267,13.8,True,
2026-09-14 13:01:23,40,0.5190,1.4931,0.2976,eval,-25.000,nan,nan,nan,nan,nan,0.000,13.6,True,
2026-09-14 13:02:09,41,0.6557,1.7411,0.4903,eval,-49.349,0.193,-80.41,15.33,18.26,7.81,0.400,16.3,True,
2026-09-14 13:02:55,42,0.7197,1.8929,0.5211,eval,-25.000,nan,nan,nan,nan,nan,0.000,14.6,True,
2026-09-14 13:03:36,43,0.7322,1.6905,0.4060,eval,-51.669,0.107,-80.83,16.55,18.65,8.33,0.400,14.9,True,
2026-09-14 13:04:18,44,0.2922,1.7507,0.3040,eval,-51.325,0.181,-69.75,18.08,18.20,8.70,0.400,13.6,True,
2026-09-14 13:04:59,45,0.2238,1.2051,0.6518,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.0,True,
2026-09-14 13:05:42,46,0.2261,1.9545,0.6001,eval,-50.096,0.194,-72.08,17.09,18.44,6.63,0.400,15.6,True,
2026-09-14 13:06:23,47,0.5064,1.5030,0.8307,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.6,True,
2026-09-14 13:07:05,48,0.0704,1.8315,0.5781,eval,-51.483,0.234,-70.87,18.28,18.92,6.40,0.400,11.4,True,
2026-09-14 13:07:47,49,0.0089,1.6701,0.6439,eval,-50.450,0.163,-82.19,16.41,18.74,6.44,0.267,15.8,True,
2026-09-14 13:08:29,50,0.3867,1.8647,0.8395,eval,-49.550,0.180,-75.67,16.50,18.31,6.15,0.400,15.9,True,
2026-09-14 13:09:15,51,0.2341,1.8424,0.6283,eval,-49.481,0.175,-74.50,16.57,18.29,6.06,0.400,15.8,True,
2026-09-14 13:10:11,52,0.2910,1.4773,0.5618,eval,-49.852,0.174,-70.05,17.84,18.34,6.01,0.400,14.8,True,
2026-09-14 13:10:55,53,0.7495,1.9975,0.7561,eval,-49.325,0.182,-74.02,16.71,18.25,5.97,0.400,16.2,True,
2026-09-14 13:11:40,54,0.7194,1.6769,1.0516,eval,-48.938,0.194,-82.43,15.38,18.20,6.81,0.400,17.5,True,
2026-09-14 13:13:10,54,0.7194,1.6769,1.0516,full22,-53.939,0.183,-86.97,20.98,17.20,7.06,0.500,16.6,True,v8_best_trial54.npz
2026-09-14 13:13:57,55,0.4911,1.7168,1.0033,eval,-47.889,0.202,-82.92,14.65,19.01,5.85,0.267,19.2,True,
2026-09-14 13:15:16,55,0.4911,1.7168,1.0033,full22,-62.514,0.240,-92.93,25.77,21.28,6.80,0.300,16.9,True,v8_best_trial55.npz
2026-09-14 13:16:00,56,0.6496,1.4634,1.0106,eval,-49.675,0.179,-79.16,15.99,18.00,7.06,0.400,17.1,True,
2026-09-14 13:16:54,57,0.7456,1.8794,0.4203,eval,-25.000,nan,nan,nan,nan,nan,0.000,16.1,True,
2026-09-14 13:17:46,58,0.5386,1.7290,0.6594,eval,-25.000,nan,nan,nan,nan,nan,0.000,15.7,True,
2026-09-14 13:18:34,59,0.4005,1.7782,0.7128,eval,-49.279,0.196,-80.04,15.27,18.91,5.72,0.400,13.9,True,
2026-09-14 13:20:54,60,0.3806,1.5825,0.7583,eval,-25.000,nan,nan,nan,nan,nan,0.000,21.1,True,
2026-09-14 13:21:36,61,0.2684,1.5201,0.5184,eval,-49.529,0.134,-79.97,15.87,18.56,5.85,0.400,14.1,True,
2026-09-14 13:22:19,62,0.7362,1.8272,0.2555,eval,-54.260,0.243,-77.10,18.81,18.09,11.11,0.400,15.2,True,
2026-09-14 13:23:01,63,0.8572,1.7023,0.7927,eval,-50.880,0.092,-81.57,16.26,19.12,6.90,0.267,15.8,True,
2026-09-14 13:23:43,64,0.3439,1.9189,0.7836,eval,-50.800,0.086,-81.77,16.35,18.61,6.15,0.267,14.0,True,
2026-09-14 13:24:25,65,0.5857,1.4384,1.1472,eval,-49.994,0.198,-85.59,15.87,18.65,7.21,0.267,20.1,True,
2026-09-14 13:25:08,66,0.3675,1.5805,0.6388,eval,-49.805,0.196,-80.61,15.66,18.76,6.11,0.400,15.1,True,
2026-09-14 13:25:49,67,0.5953,1.7599,1.3173,eval,-48.817,0.203,-82.40,15.66,18.22,6.09,0.400,18.5,True,
2026-09-14 13:26:31,68,0.6156,1.8716,1.1461,eval,-25.000,nan,nan,nan,nan,nan,0.000,19.2,True,
2026-09-14 13:27:13,69,0.4673,1.6265,1.1231,eval,-49.482,0.196,-86.60,17.11,17.15,5.64,0.400,18.6,True,
2026-09-14 13:27:55,70,0.6653,1.8336,1.3126,eval,-50.022,0.203,-80.34,16.04,18.37,6.99,0.267,17.2,True,
2026-09-14 13:28:37,71,0.5653,1.8770,0.9199,eval,-50.946,0.200,-88.15,17.74,16.95,7.27,0.400,18.6,True,
2026-09-14 13:29:18,72,0.1901,1.5958,0.6212,eval,-50.341,0.187,-76.97,16.71,18.19,7.15,0.400,15.6,True,
2026-09-14 13:30:01,73,0.6113,1.9707,1.1044,eval,-52.692,0.207,-87.28,19.84,17.23,6.87,0.400,19.1,True,
2026-09-14 13:30:43,74,0.6120,1.7047,0.5953,eval,-49.032,0.196,-80.80,15.67,18.45,6.33,0.400,16.8,True,
2026-09-14 13:31:24,75,0.7472,1.5401,0.2528,eval,-50.985,0.105,-78.16,17.90,18.94,5.49,0.267,16.2,True,
2026-09-14 13:32:07,76,0.6998,1.6887,0.8444,eval,-48.756,0.201,-81.41,14.71,18.33,7.30,0.400,17.6,True,
2026-09-14 13:32:49,77,0.3804,1.7942,0.9618,eval,-50.175,0.200,-86.12,17.35,17.06,6.91,0.400,17.5,True,
2026-09-14 13:33:33,78,0.7592,1.4284,0.8720,eval,-47.390,0.188,-79.83,14.96,18.16,5.65,0.400,16.9,True,
2026-09-14 13:34:54,78,0.7592,1.4284,0.8720,full22,-49.995,0.175,-83.02,18.73,16.83,5.63,0.400,16.1,True,v8_best_trial78.npz
2026-09-14 13:35:36,79,0.5843,1.7480,0.9650,eval,-25.000,nan,nan,nan,nan,nan,0.000,16.8,True,
2026-09-14 13:36:19,80,0.7631,1.3821,0.9368,eval,-51.733,0.203,-88.00,18.73,16.95,7.75,0.400,17.8,True,
2026-09-14 13:37:01,81,0.7158,1.4901,1.1043,eval,-55.810,0.247,-89.58,22.35,18.68,6.20,0.400,16.7,True,
2026-09-14 13:37:43,82,0.6757,1.5392,1.2997,eval,-48.846,0.182,-83.48,14.40,18.02,7.70,0.267,17.7,True,
2026-09-14 13:38:26,83,0.6014,1.5752,0.7483,eval,-47.615,0.188,-80.77,14.25,18.17,6.60,0.400,17.0,True,
2026-09-14 13:39:08,84,0.5883,1.8573,1.3482,eval,-49.784,0.190,-85.84,17.76,17.35,5.41,0.400,18.5,True,
2026-09-14 13:39:55,85,0.7373,1.6481,0.8064,eval,-49.378,0.204,-81.97,15.15,18.47,7.36,0.400,17.4,True,
2026-09-14 13:40:39,86,0.8071,1.3407,0.7083,eval,-61.559,0.208,-93.76,24.69,20.56,7.36,0.400,16.3,True,
2026-09-14 13:41:25,87,0.9595,1.7787,1.0548,eval,-51.223,0.195,-87.86,18.15,17.08,6.79,0.400,18.2,True,
2026-09-14 13:42:10,88,0.6303,1.7598,1.2901,eval,-50.779,0.201,-80.08,16.28,18.08,7.93,0.400,17.3,True,
2026-09-14 13:42:58,89,0.5827,1.4524,1.0539,eval,-49.732,0.196,-83.03,15.92,18.12,7.08,0.400,18.2,True,
2026-09-14 13:43:45,90,0.7155,1.7108,1.0892,eval,-52.263,0.188,-87.42,18.69,17.09,7.95,0.400,18.2,True,
2026-09-14 13:44:36,91,0.9323,1.7708,0.7055,eval,-50.387,0.203,-83.81,16.15,17.90,8.08,0.400,17.2,True,
2026-09-14 13:45:23,92,0.7105,1.5009,0.8543,eval,-47.986,0.194,-83.24,14.71,18.96,5.97,0.267,18.3,True,
2026-09-14 13:46:14,93,0.3005,1.7761,1.0033,eval,-50.309,0.197,-87.15,17.79,17.39,5.91,0.400,19.5,True,
2026-09-14 13:47:05,94,0.5884,1.9661,1.2870,eval,-48.761,0.209,-81.41,15.06,18.45,6.60,0.400,17.2,True,
2026-09-14 13:47:58,95,0.7927,1.5438,1.2414,eval,-47.356,0.170,-83.84,13.21,18.99,6.72,0.267,17.4,True,
2026-09-14 13:49:31,95,0.7927,1.5438,1.2414,full22,-54.497,0.165,-88.86,21.32,17.47,7.13,0.400,16.8,True,v8_best_trial95.npz
2026-09-14 13:50:20,96,0.6627,1.8344,1.2367,eval,-47.187,0.191,-80.07,14.15,17.87,6.81,0.400,16.4,True,
2026-09-14 13:51:56,96,0.6627,1.8344,1.2367,full22,-55.921,0.232,-83.20,24.26,17.75,6.74,0.400,15.2,True,v8_best_trial96.npz
2026-09-14 13:52:46,97,0.7759,1.7256,1.2294,eval,-48.714,0.201,-83.84,15.19,19.08,6.02,0.267,19.2,True,
