"key","type","title","DOI","date","pub"
"EZAB553H","journalArticle","Organization of common synaptic drive to motoneurones during fictive locomotion in the spinal cat","10.1113/jphysiol.2005.091744","2005-11-01","The Journal of Physiology"
"SLWW76U4","journalArticle","Motor cortical regulation of sparse synergies provides a framework for the flexible control of precision walking","10.3389/fncom.2013.00083","2013-07-11","Frontiers in Computational Neuroscience"
"VIP3GQJV","journalArticle","Split-belt walking alters the relationship between locomotor phases and cycle duration across speeds in intact and chronic spinalized adult cats.","10.1523/jneurosci.3931-12.2013","2013-05-08","The Journal of Neuroscience"
"SSLMSMBY","journalArticle","Central control of interlimb coordination and speed-dependent gait expression in quadrupeds.","10.1113/jp272787","2016-12-01","The Journal of Physiology"
"B4P3IYSY","journalArticle","The role of cutaneous afferents from the distal hindlimb in the regulation of the step cycle of thalamic cats","10.1007/bf00235013","1976-01-26","Experimental Brain Research"
"7WF6KLGD","journalArticle","Predictive and reactive tuning of the locomotor CPG","10.1093/icb/icm065","2007-10-01","Integrative and Comparative Biology"
"L6NSMHC7","journalArticle","Spinal Interneurons: Diversity and Connectivity in Motor Control","10.1146/annurev-neuro-083122-025325","2023-07-10",
"LT3PEKVL","journalArticle","Primacy of Flexor Locomotor Pattern Revealed by Ancestral Reversion of Motor Neuron Identity","10.1016/j.cell.2015.06.036","2015-07-16","Cell"
"SG9IX7YE","journalArticle","Role of muscle spindle feedback in regulating muscle activity strength during walking at different speed in mice.","10.1152/jn.00250.2018","2018-11-01","Journal of Neurophysiology"
"J8YGN2AK","journalArticle","Identified interneurons contributing to locomotion in mammals","10.1016/b978-0-12-819260-3.00009-3","2023-01-01","Elsevier eBooks"
"S8U62GQC","journalArticle","Interlimb coordination during fictive locomotion in the thalamic cat.","10.1007/bf00228795","1990-01-01","Experimental Brain Research"
"KPZNAIXG","journalArticle","Sensory Influences on Interlimb Coordination During Gait","10.1007/978-1-4419-9056-3_1","2004-01-01",
"DRACVJLN","journalArticle","Connectivity and Regional Distribution of Constituent Cells of the Mammalian Locomotor Central Pattern Generator","10.7939/r3639kg5w","2016-01-01",
"HJKAP6HX","journalArticle","Quantifying proprioception","","1999","Progress in Brain Research"
"NZQ7JZAW","journalArticle","Neonatal Rat Spinal Cord Bulbospinal Activation of Locomotion in the In Vitro Contribution of Commissural Projections to","","2015-01-01",
"UBQD3A3F","journalArticle","Biomechanical and Sensory Feedback Regularize the Behavior of Different Locomotor Central Pattern Generators","10.3390/biomimetics7040226","2022-12-04",
"QDN8VDSK","journalArticle","catsof ankle extensor muscle activity in walking","","2015-01-01",
"7B7E6A5I","journalArticle","The Circuitry of the Human Spinal Cord: Its Role in Motor Control and Movement Disorders","","2005-09-19",
"UKJXVFTT","journalArticle","Amplitude modulation of the soleus H-reflex in the human during walking and standing","10.1523/jneurosci.06-05-01308.1986","1986-05-01","The Journal of Neuroscience"
"G6ZM8NXY","journalArticle","Segmental patterns of vestibular-mediated synaptic inputs to axial and limb motoneurons in the neonatal mouse assessed by optical recording","10.1113/jphysiol.2010.195644","2010-12-15","The Journal of Physiology"
"C6252AEY","attachment","Horcholle-Bossavit - Encoding of muscle contractile tension by golgi tendon organs.pdf","","",
"6XIG2NLN","journalArticle","The Effect of DOPA on the Spinal Cord 5. Reciprocal organization of pathways transmitting excitatory action to alpha motoneurones of flexors and extensors","10.1111/j.1748-1716.1967.tb03636.x","1967-07-01","Acta Physiologica Scandinavica"
"B3M335FJ","journalArticle","Motoneurons have different membrane resistance during fictive scratching and weight support.","10.1523/jneurosci.22-18-08259.2002","2002-09-15","The Journal of Neuroscience"
"3SB4QSIF","journalArticle","A Spinal Mechanism Related to LeftΓÇôRight Symmetry Reduces Cutaneous Reflex Modulation Independently of Speed During Split-Belt Locomotion","10.1523/jneurosci.1082-18.2018","2018-11-28","The Journal of Neuroscience"
"8W7UKZPJ","journalArticle","Integrative pattern of Ia synaptic actions on motoneurones of hip and knee muscles.","10.1113/jphysiol.1958.sp006101","1958-12-04","The Journal of Physiology"
"CBWBJ5BV","journalArticle","A sensory signal related to left-right symmetry modulates intra- and interlimb cutaneous reflexes during locomotion in intact cats","10.3389/fnsys.2023.1199079","2023-06-09",
"KVUZC7GU","journalArticle","LOCOMOTOR CIRCUITS IN THE MAMMALIAN SPINAL CORD","10.1146/annurev.neuro.29.051605.112910","2006-06-15","Annual Review of Neuroscience"
"5IJUW683","journalArticle","Spinal interneurons providing input to the final common path during locomotion","10.1016/b978-0-444-53613-6.00006-x","2010-01-01","Progress in Brain Research"
"ZBI5R8X9","journalArticle","How Do We Approach the Locomotor Network in the Mammalian Spinal Cord?a","10.1111/j.1749-6632.1998.tb09039.x","1998-11-01","Annals of the New York Academy of Sciences"
"HR9H9J8Z","journalArticle","Parallel reflex pathways from flexor muscle afferents evoking resetting and flexion enhancement during fictive locomotion and scratch in the cat.","10.1113/jphysiol.2005.095505","2005-11-01","The Journal of Physiology"
"8W9ZHS8D","journalArticle","Neuromechanics: an integrative approach for understanding motor control.","10.1093/icb/icm024","2007-07-01","Integrative and Comparative Biology"
"WDQ262NK","journalArticle","The role of the motor cortex in the control of accuracy of locomotor movements in the cat.","10.1113/jphysiol.1993.sp019498","1993-02-01","The Journal of Physiology"
"MCU88JT6","journalArticle","Control of walking and running by means of electric stimulation of the midbrain","","1966-01-01","Biofizika"
"2R4PG7HC","journalArticle","The brain has a body: adaptive behavior emerges from interactions of nervous system, body and environment.","10.1016/s0166-2236(97)01149-1","1997-12-01","Trends in Neurosciences"
"LYDY4DUC","journalArticle","Neuromechanical model of praying mantis explores the role of descending commands in pre-strike pivots.","10.1088/1748-3190/10/6/065005","2015-11-18","Bioinspiration & Biomimetics"
"96WEH7YJ","journalArticle","Analytical CPG model driven by limb velocity input generates accurate temporal locomotor dynamics.","10.7287/peerj.preprints.26734v1","2018-03-19","PeerJ"
"X6I4YC75","journalArticle","A controller for continuous wave peristaltic locomotion","10.1109/iros.2011.6094954","2011-12-05",
"266BY2HT","journalArticle","Sensory-evoked perturbations of locomotor activity by sparse sensory input: a computational study","10.1152/jn.00866.2014","2015-04-01","Journal of Neurophysiology"
"WUNEZFCJ","journalArticle","Motor circuits in action: specification, connectivity, and function","10.1016/j.neuron.2012.05.011","2012-06-21","Neuron"
"IRVPFS35","journalArticle","The CPGs for Limbed Locomotion-Facts and Fiction.","10.3390/ijms22115882","2021-05-30","International Journal of Molecular Sciences"
"G358BIIV","journalArticle","Deletions of Rhythmic Motoneuron Activity During Fictive Locomotion and Scratch Provide Clues to the Organization of the Mammalian Central Pattern Generator","10.1152/jn.00216.2005","2005-08-01","Journal of Neurophysiology"
"JTN9IW98","journalArticle","Neuromechanical Model of Rat Hind Limb Walking with Two Layer CPGs and Muscle Synergies","10.1007/978-3-319-95972-6_15","2018-07-17",
"BPNNH6YJ","journalArticle","Microstimulation of the medullary reticular formation during fictive locomotion.","10.1152/jn.1994.71.1.229","1994-01-01","Journal of Neurophysiology"
"548ZDKKX","journalArticle","Control of fore- and hindlimb movements and their coordination during quadrupedal locomotion across speeds in adult spinal cats","10.1089/neu.2022.0042","2022-03-27","Journal of Neurotrauma"
"BKB8XLHW","journalArticle","The locomotion of the low spinal cat. I. Coordination within a hindlimb.","10.1111/j.1748-1716.1980.tb06533.x","1980-03-01","Acta Physiologica Scandinavica"
"DVJE3QGP","journalArticle","Diversity of reticulospinal systems in mammals","10.1016/j.cophys.2019.03.001","2019-04-01","Current Opinion in Physiology"
"49TKJ88S","journalArticle","Contribution of morphology and membrane resistance to integration of fast synaptic signals in two thalamic cell types","10.1113/jphysiol.2006.113043","2006-11-15","The Journal of Physiology"
"D9ZBLGKV","journalArticle","Integration of posture and locomotion in acute decerebrate cats and in awake, freely moving cats","10.1016/0301-0082(87)90010-4","1987-01-01","Progress in Neurobiology"
"SFAGS4TH","journalArticle","A dynamical model exploring sensory integration in the insect central complex substructures","10.1088/1748-3190/ab57b6","2020-01-13","Bioinspiration & Biomimetics"
"A6RR8R89","journalArticle","Neural networks that co-ordinate locomotion and body orientation in lamprey","10.1016/0166-2236(95)80008-p","1995-01-01","Trends in Neurosciences"
"CR77ZSJL","journalArticle","Synaptic connectivity amongst components of the locomotor central pattern generator","10.3389/fncir.2022.1076766","2022-11-24","Frontiers in Neural Circuits"
"S2ACA47F","journalArticle","Robustness, flexibility, and sensitivity in a multifunctional motor control model","10.1007/s00422-016-0704-8","2017-02-01","Biological Cybernetics"
"6J8X9RQC","journalArticle","Deconstructing the modular organization and real-time dynamics of mammalian spinal locomotor networks","10.1038/s41467-023-36587-w","2023-02-16",
"MKE6485E","journalArticle","Stepping responses to treadmill perturbations vary with severity of motor deficits in human SCI","10.1152/jn.00486.2017","2018-08-01","Journal of Neurophysiology"
"Q7VR4INI","journalArticle","Spinal Interneurons as Gatekeepers to Neuroplasticity after Injury or Disease.","10.1523/jneurosci.1654-20.2020","2021","The Journal of Neuroscience"
"7F8N78A9","journalArticle","A controller perspective on biological gait control: Reflexes and central pattern generators","10.1016/j.arcontrol.2019.04.004","2019-01-01","Annual Reviews in Control"
"CEQX3Y93","journalArticle","Cutaneous Reflexes During Human Gait: Electromyographic and Kinematic Responses to Electrical Stimulation","10.1152/jn.1997.77.6.3311","1997-06-01","Journal of Neurophysiology"
"WLGYZ4MX","journalArticle","Initiation of locomotion in lampreys.","10.1016/j.brainresrev.2007.07.016","2008-01-01","Brain Research Reviews"
"FXXKJEFZ","journalArticle","Depression of group Ia monosynaptic EPSPs in cat hindlimb motoneurones during fictive locomotion.","10.1111/j.1469-7793.2000.00639.x","2000-08-01","The Journal of Physiology"
"Y3SF4GJC","journalArticle","A neural network with central pattern generators entrained by sensory feedback controls walking of a bipedal model","10.1088/1748-3190/aa8290","October 2017","Bioinspiration & Biomimetics"
"KIG9DEKJ","journalArticle","The role of V3 neurons in speed-dependent interlimb coordination during locomotion in mice.","10.7554/elife.73424","2022-04-27","eLife"
"5BM93A93","journalArticle","Neural control of locomotion","10.1007/978-1-4757-0964-3","1976-01-01",
"LWWSHR63","journalArticle","Pontine reticulospinal projections in the neonatal mouse: Internal organization and axon trajectories.","10.1002/cne.23904","2016-04-15","The Journal of Comparative Neurology"
"ACANM79H","journalArticle","CONTROL OF LOCOMOTION IN THE DECEREBRATE CAT","10.1016/0301-0082(96)00028-7","1996-08-01","Progress in Neurobiology"
"8AUBC3V7","journalArticle","Force Sensors in Hexapod Locomotion","10.1177/0278364905055381","2005-07-01","The International Journal of Robotics Research"
"YSB9TKJX","journalArticle","The case for and against muscle synergies.","10.1016/j.conb.2009.09.002","2009-12-01","Current Opinion in Neurobiology"
"JU4WBGTJ","journalArticle","Heterogenic Feedback Between Hindlimb Extensors in the Spontaneously Locomoting Premammillary Cat","10.1152/jn.90338.2008","01/2009","Journal of Neurophysiology"
"QU973HAA","journalArticle","Functional plasticity following spinal cord lesions.","10.1016/s0079-6123(06)57016-5","2006-01-01","Progress in Brain Research"
"YJVT4HJU","journalArticle","Highly mobile robots that run and jump","","2004-05-13",
"DQLYCBH2","journalArticle","Modelling genetic reorganization in the mouse spinal cord affecting leftΓÇôright coordination during locomotion","10.1113/jphysiol.2013.261115","2013-11-15","The Journal of Physiology"
"LNCVWZ8E","journalArticle","Neural Adaptation in the Generation of Rhythmic Behavior","10.1146/annurev.physiol.62.1.723","2000-01-01","Annual Review of Physiology"
"WA46PM2Y","journalArticle","The flexion synergy, mother of all synergies and father of new models of gait","10.3389/fncom.2013.00014","2013-03-13","Frontiers in Computational Neuroscience"
"STI84977","journalArticle","Entrainment of the locomotor rhythm by group Ib afferents from ankle extensor muscles in spinal cats.","10.1007/bf00230939","1992-01-01","Experimental Brain Research"
"YSBJLGU7","journalArticle","Recovery of locomotion after chronic spinalization in the adult cat","10.1016/0006-8993(87)91442-9","1987-05-26","Brain Research"
"BI2N2VXZ","journalArticle","V1 and V2b Interneurons Secure the Alternating Flexor-Extensor Motor Activity Mice Require for Limbed Locomotion","10.1016/j.neuron.2014.02.013","2014-04-02","Neuron"
"FT6FLCCE","journalArticle","Two-Level Model of Mammalian Locomotor CPG","10.1007/978-1-4614-7320-6_49-2","2013-01-01",
"CV83DAZY","journalArticle","The convergence of monosynaptic excitatory afferents on to many different species of alpha motoneurones","10.1113/jphysiol.1957.sp005794","1957-06-18","The Journal of Physiology"
"EFRSBRUQ","journalArticle","Pattern generation for stick insect walking movements-multisensory control of a locomotor program","10.1016/s0165-0173(98)00006-x","1998-06-01","Brain Research Reviews"
"VRUAGILB","journalArticle","Supraspinal contributions to the initiation and control of locomotion in the cat.","10.1016/0301-0082(86)90021-3","1986-01-01","Progress in Neurobiology"
"28XSSMP9","journalArticle","2008 Special Issue: Central pattern generators for locomotion control in animals and robots: A review","10.1016/j.neunet.2008.03.014","2008-05-01","Neural Networks"
"UVG6PMDD","journalArticle","Stumbling corrective reaction during fictive locomotion in the cat.","10.1152/jn.00175.2005","2005-05-25","Journal of Neurophysiology"
"FDYA43W5","journalArticle","Simulation of Human Balance Control Using an Inverted Pendulum Model","10.1007/978-3-319-63537-8_15","2017-07-26",
"QKVU6KK3","journalArticle","Adaptive control for backward quadrupedal walking. III. Stumbling corrective reactions and cutaneous reflex sensitivity.","10.1152/jn.1993.70.3.1102","1993-09-01","Journal of Neurophysiology"
"YX6IC7SQ","journalArticle","Adaptive Control Responses to Behavioral Perturbation Based Upon the Insect","","2006-11-01",
"N8C5DJV6","journalArticle","Locomotor primitives in newborn babies and their development.","10.1126/science.1210617","2011-11-18","Science"
"723RUJG9","journalArticle","A Functional Subnetwork Approach to Designing Synthetic Nervous Systems That Control Legged Robot Locomotion","10.3389/fnbot.2017.00037","2017-08-09","Frontiers in Neurorobotics"
"GKEDLR7B","journalArticle","Force-sensitive afferents recruited during stance encode sensory depression in the contralateral swinging limb during locomotion.","10.1111/nyas.12055","2013-03-01","Annals of the New York Academy of Sciences"
"QRNCP58H","journalArticle","Interlimb communication during human walking: crossed responses in the gastrocnemius muscle","","2014-12-31",
"F4V9VS9X","journalArticle","A distributed neural network architecture for hexapod robot locomotion","10.1162/neco.1992.4.3.356","1992-05-01","Neural Computation"
"9K4DAP7A","journalArticle","Spinal cords: Symphonies of interneurons across species","10.3389/fncir.2023.1146449","2023-04-26",
"LYPEYIAI","journalArticle","A Synthetic Nervous System Controls a Simulated Cockroach","10.3390/app8010006","2017-12-22","Applied Sciences"
"4JE58YY8","journalArticle","Effect of stimulating the lumbar skin caudal to a complete spinal cord injury on hindlimb locomotion","10.1152/jn.00739.2014","2015-01-15","Journal of Neurophysiology"
"8QVW6ZRY","journalArticle","Adaptive hindlimb split-belt treadmill walking in rats by controlling basic muscle activation patterns via phase resetting","10.1038/s41598-018-35714-8","2018-11-26","Scientific Reports"
"D8PKQH5X","journalArticle","Using mouse genetics to study the developing spinal locomotor circuit","10.1016/b978-0-12-816477-8.00011-9","2020-01-01",
"JV5ZJCH9","journalArticle","Spinal Control of Locomotion: Individual Neurons, Their Circuits and Functions.","10.3389/fphys.2018.00784","2018-06-25","Frontiers in Physiology"
"L2RUU8KR","journalArticle","Evaluation of intracellular labeling with micron-sized particles of iron oxide (MPIOs) as a general tool for in vitro and in vivo tracking of human stem and progenitor cells.","10.3727/096368911x627598","2012-08-01","Cell Transplantation"
"XT86CDBR","journalArticle","The Implications of Force Feedback for the ╬╗ Model","10.1007/978-0-387-77064-2_36","2009-01-01","Advances in Experimental Medicine and Biology"
"4FP5J2EP","journalArticle","The role of V3 neurons in speed-dependent interlimb coordination during locomotion in mice","10.1101/2021.09.01.458603","2021-09-03","bioRxiv"
"RYXH6JSP","journalArticle","Renshaw cell activity and recurrent effects on motoneurons during fictive locomotion.","10.1152/jn.1980.44.3.475","1980-09-01","Journal of Neurophysiology"
"X24SE498","journalArticle","Dynamic simulation of insect walking.","10.1016/j.asd.2004.05.002","2004-07-01","Arthropod Structure & Development"
"BKERX7AM","journalArticle","Neuromuscular Models for Locomotion","10.1016/b978-0-12-803766-9.00008-7","2017-01-01",
"U4HBKUSE","journalArticle","Activation of the central pattern generators for locomotion by serotonin and excitatory amino acids in neonatal rat.","10.1113/jphysiol.1992.sp019296","1992-09-01","The Journal of Physiology"
"VMKUQ2IQ","journalArticle","Control of ankle extensor muscle activity in walking cats","10.1152/jn.00944.2011","2012-11-15","Journal of Neurophysiology"
"LQPY5BP2","journalArticle","Sensory Systems in the Control of Movement","10.1002/cphy.c100086","2012-10-01","Comprehensive Physiology"
"L8WLNNF3","journalArticle","Locomotor Control: From Spring-like Reactions of Muscles to Neural Prediction","10.1201/9781420038705.ch6","2001-11-13",
"6V4RWQNW","journalArticle","Analyzing the Interplay Between Local CPG Activity and Sensory Signals for Inter-leg Coordination in Drosophila","10.1007/978-3-030-24741-6_34","2019-07-09",
"I7WF27CS","journalArticle","Diversity of molecularly defined spinal interneurons engaged in mammalian locomotor pattern generation.","10.1152/jn.00322.2017","2017-12-01","Journal of Neurophysiology"
"KMATJMI4","journalArticle","Peripheral control of the cat's step cycle. II. Entrainment of the central pattern generators for locomotion by sinusoidal hip movements during ""fictive locomotion."".","10.1111/j.1748-1716.1983.tb07267.x","1983-07-01","Acta Physiologica Scandinavica"
"GGHBEBW4","journalArticle","Segmental, Synaptic Actions of Commissural Interneurons in the Mouse Spinal Cord","10.1523/jneurosci.1618-07.2007","2007-06-13","The Journal of Neuroscience"
"WJ4ZTW5P","journalArticle","Sensory Coupled Action Switching Modules Generate Robust, Adaptive Stepping in Legged Robots","","2006-09-01",
"XIJH8N3A","journalArticle","Contribution of Cutaneous Inputs From the Hindpaw to the Control of Locomotion. II. Spinal Cats","10.1152/jn.00497.2003","","Journal of Neurophysiology"
"3URZQV5H","journalArticle","Walking with perturbations: a guide for biped humans and robots","10.1088/1748-3190/aada54","2018-09-04","Bioinspiration & Biomimetics"
"8TLXCQR4","journalArticle","Control of Cat Walking and Paw-Shake by a Multifunctional Central Pattern Generator","10.1007/978-1-4939-3267-2_12","2016-01-01",
"BU4APFEI","journalArticle","Distribution of networks generating and coordinating locomotor activity in the neonatal rat spinal cord in vitro: a lesion study","10.1523/jneurosci.16-18-05777.1996","1996-09-15","The Journal of Neuroscience"
"D4S2TC4N","journalArticle","Muscle, Biomechanics, and Implications for Neural Control","10.1002/9781118873397.ch12","2017-06-23",
"D33IUJJ7","journalArticle","Central Pattern Generators of the Mammalian Spinal Cord","10.1177/1073858410396101","2012-02-01","The Neuroscientist"
"WQZXAF74","journalArticle","Tactile Sensing in Insects","","2014-01-01",
"UMSA63JS","journalArticle","Activity of medullary reticulospinal neurons during fictive locomotion.","10.1152/jn.1993.69.6.2232","1993-06-01","Journal of Neurophysiology"
"BI39RJI7","journalArticle","Leg-local neural mechanisms for searching and learning enhance robotic locomotion","10.1007/s00422-017-0726-x","2018-04-01","Biological Cybernetics"
"424NG6WU","journalArticle","Characterization of WT1-expressing interneurons and investigation of their role in locomotion","10.7939/r3-jt04-kz83","2019-01-01",
"XP2EX6D4","journalArticle","Robotics Application of a Method for Analytically Computing Infinitesimal Phase Response Curves","10.1007/978-3-030-64313-3_12","2020",
"BBF8TBC3","journalArticle","A Neural Basis for Motor Primitives in the Spinal Cord","10.1523/jneurosci.5894-08.2010","2010-01-27","The Journal of Neuroscience"
"JGVQNJ78","journalArticle","Neural control of locomotion; Part 1: The central pattern generator from cats to humans","10.1016/s0966-6362(97)00042-8","1998-03-01","Gait & Posture"
"53TGQYNX","journalArticle","Neuromusculoskeletal Modeling for the Adaptive Control of Posture During Locomotion","10.1007/978-1-4939-3267-2_8","2016-01-01",
"XFWK5ITS","journalArticle","Distribution of Heterogenic Reflexes Among the Quadriceps and Triceps Surae Muscles of the Cat Hind Limb","10.1152/jn.00833.2002","10/2003","Journal of Neurophysiology"
"VDY6Y7L5","journalArticle","A three-dimensional musculoskeletal model of the dog","10.1101/2020.07.16.205856","2020-07-16","bioRxiv"
"NEEUMPXI","journalArticle","Activity of interneurons within the L4 spinal segment of the cat during brainstem-evoked fictive locomotion","10.1007/bf00228156","1990-01-01","Experimental Brain Research"
"WV2FMHTZ","journalArticle","Identification of Minimal Neuronal Networks Involved in Flexor-Extensor Alternation in the Mammalian Spinal Cord","10.1016/j.neuron.2011.07.011","2011-09-22","Neuron"
"M4CHZYBA","journalArticle","Spinal reflexes, mechanisms and concepts: from Eccles to Lundberg and beyond.","10.1016/j.pneurobio.2006.04.001","2006-02-01","Progress in Neurobiology"
"CZSULL8Q","journalArticle","Simple robot suggests physical interlimb communication is essential for quadruped walking","10.1098/rsif.2012.0669","2013-01-06","Journal of The Royal Society Interface"
"R4XWRAFE","journalArticle","Changes in leg movements and muscle activity with speed of locomotion and mode of progression in humans","10.1111/j.1748-1716.1985.tb07612.x","1985-04-01","Acta Physiologica Scandinavica"
"EIMLN4ZY","journalArticle","In mice lacking V2a interneurons, gait depends on speed of locomotion","10.1523/jneurosci.1206-09.2009","2009-05-27","The Journal of Neuroscience"
"9KAXASMM","journalArticle","Proprioceptive regulation of locomotion.","10.1016/0959-4388(95)80107-3","1995-12-01","Current Opinion in Neurobiology"
"UKRVAS3Q","journalArticle","A three-dimensional musculoskeletal model of the dog.","10.1038/s41598-021-90058-0","2021-05-31","Scientific Reports"
"3HGNG5J2","journalArticle","Influence of Brain Stem on Axial and Hindlimb Spinal Locomotor Rhythm Generating Circuits of the Neonatal Mouse.","10.3389/fnins.2018.00053","2018-02-09","Frontiers in Neuroscience"
"TR2NKM86","journalArticle","Lumbar Spinal Interneuron Activity as it Relates to Rhythmic Motor Output in the Adult, Spinal, Air-Stepping Cat","","2014-01-01",
"3NWY2FW5","journalArticle","Toward Mission Capable Legged Robots through Biological Inspiration","10.1023/a:1012478704769","2001-11-01","Autonomous Robots"
"CW7JZ7L4","journalArticle","Central Pattern Generator for Locomotion: Anatomical, Physiological, and Pathophysiological Considerations","10.3389/fneur.2012.00183","2013-02-08","Frontiers in Neurology"
"IM5WCMZI","journalArticle","An Intersegmental Neuronal Architecture for Spinal Wave Propagation under Deletions","10.1523/jneurosci.1737-09.2009","2009-08-19","The Journal of Neuroscience"
"WECMUBAX","journalArticle","Forms of Forward Quadrupedal Locomotion. III. A Comparison of Posture, Hindlimb Kinematics, and Motor Patterns for Downslope and Level Walking","10.1152/jn.1998.79.4.1702","","Journal of Neurophysiology"
"MNB7HGR7","journalArticle","Vibration-Induced Changes in EMG During Human Locomotion","10.1152/jn.00863.2002","2003-03-01","Journal of Neurophysiology"
"4WLDLKPD","journalArticle","Sensory Feedback and Central Neuronal Interactions in Mouse Locomotion","10.1101/2023.10.31.564886","2023-11-02",
"58Q9FCBD","journalArticle","Speed-dependent modulation of phase variations on a step-by-step basis and its impact on the consistency of interlimb coordination during quadrupedal locomotion in intact adult cats","10.1152/jn.00524.2013","2014-05-01","Journal of Neurophysiology"
"MGUAVHFY","journalArticle","Kinematic and behavioral evidence for a distinction between trotting and ambling gaits in the cockroach Blaberus discoidalis","10.1242/jeb.056481","2011-06-15","The Journal of Experimental Biology"
"CEKYCAGT","journalArticle","Initiating or Blocking Locomotion in Spinal Cats by Applying Noradrenergic Drugs to Restricted Lumbar Spinal Segments","10.1523/jneurosci.20-22-08577.2000","2000-11-15","The Journal of Neuroscience"
"UNIGJ9YZ","journalArticle","Biological Pattern Generation: The Cellular and Computational Logic of Networks in Motion","10.1016/j.neuron.2006.11.008","2006-12-07","Neuron"
"8U825SL4","journalArticle","Modular organization of the multipartite central pattern generator for turtle rostral scratch: knee-related interneurons during deletions","10.1152/jn.00871.2015","2016-06-01","Journal of Neurophysiology"
"PEVJKQRJ","journalArticle","Phase dependent reflex reversal during walking in chronic spinal cats","10.1016/0006-8993(75)91013-6","1975-02-21","Brain Research"
"LZPQY2KV","journalArticle","Neuronal specification in the spinal cord: inductive signals and transcriptional codes","10.1038/35049541","2000-10-01","Nature Reviews Genetics"
"HMKDKGKQ","journalArticle","Optogenetic dissection reveals multiple rhythmogenic modules underlying locomotion","10.1073/pnas.1304365110","2013-07-09","Proceedings of the National Academy of Sciences of the United States of America"
"G7X8E86M","journalArticle","Tonic Central and Sensory Stimuli Facilitate Involuntary Air-Stepping in Humans","10.1152/jn.90895.2008","2009-04-01","Journal of Neurophysiology"
"XXX6RM4G","journalArticle","Central pattern generators in the turtle spinal cord: selection among the forms of motor behaviors.","10.1152/jn.00602.2017","2018-02-01","Journal of Neurophysiology"
"YZ253THP","journalArticle","The Brain in Its Body: Motor Control and Sensing in a Biomechanical Context","10.1523/jneurosci.3338-09.2009","2009-10-14","The Journal of Neuroscience"
"7GCFAMKS","journalArticle","Controlling torque in a prosthesis or orthosis","","2011-04-04",
"L36CA55S","journalArticle","State-dependent rhythmogenesis and frequency control in a half-center locomotor CPG","10.1152/jn.00550.2017","2018-01-01","Journal of Neurophysiology"
"9YCEF35V","journalArticle","Phasic gain control of reflexes from the dorsum of the paw during spinal locomotion.","10.1016/0006-8993(77)90710-7","1977-08-19","Brain Research"
"LYCP6X3M","journalArticle","Sensory regulation of stance-to-swing transition in generation of adaptive human walking: A simulation study","10.1016/j.robot.2011.12.005","2012-05-01","Robotics and Autonomous Systems"
"CS6UC3IE","journalArticle","Firing Properties of Identified Interneuron Populations in the Mammalian Hindlimb Central Pattern Generator","10.1523/jneurosci.22-22-09961.2002","2002-11-15","The Journal of Neuroscience"
"V4ZNAPCE","journalArticle","Contribution of Cutaneous Inputs From the Hindpaw to the Control of Locomotion. I. Intact Cats","10.1152/jn.00496.2003","2003-12-01","Journal of Neurophysiology"
"RAPTYL2H","journalArticle","Contribution of sensory feedback to ongoing ankle extensor activity during the stance phase of walking","10.1139/y04-043","2004-07-01","Canadian Journal of Physiology and Pharmacology"
"VQ7F2KNP","journalArticle","comparison study hindlimb control during fictive and real locomotion: a Motoneuronal and muscle synergies involved in cat","","2012-01-01",
"8RDG5YUZ","journalArticle","Functional subdivision of feline spinal interneurons in reflex pathways from group Ib and II muscle afferents; an update.","10.1111/j.1460-9568.2010.07354.x","2010-08-16","European Journal of Neuroscience"
"77QUIHAM","journalArticle","The role of Renshaw cells in locomotion: antagonism of their excitation from motor axon collaterals with intravenous mecamylamine","10.1007/bf00236206","1987-03-01","Experimental Brain Research"
"5LE2D2QE","journalArticle","Method for controlling a robotic limb joint","","2014-10-21",
"93J8LWE3","journalArticle","Vestibular-mediated synaptic inputs and pathways to sympathetic preganglionic neurons in the neonatal mouse.","10.1113/jphysiol.2012.234609","2012-11-15","The Journal of Physiology"
"RLI4I9FX","journalArticle","Stimulation of a Restricted Region in the Midline Cerebellar White Matter Evokes Coordinated Quadrupedal Locomotion in the Decerebrate Cat","10.1152/jn.1999.82.1.290","1999-07-01","Journal of Neurophysiology"
"KBKN2MM5","journalArticle","Recent advances in evolutionary and bio-inspired adaptive robotics: Exploiting embodied dynamics","10.1007/s10489-021-02275-9","2021-05-10","Applied Intelligence"
"DVEPEET2","journalArticle","Generation of human bipedal locomotion by a bio-mimetic neuro-musculo-skeletal model.","10.1007/pl00007977","2001-01-01","Biological Cybernetics"
"FUJC6G26","journalArticle","Force Regulation of Ankle Extensor Muscle Activity in Freely Walking Cats","10.1152/jn.90918.2008","2009-01-01","Journal of Neurophysiology"
"IXXAYLTJ","journalArticle","Spinal Cord Circuits: Models and Reality","10.1007/s11062-022-09927-7","2022-09-24","Neurophysiology"
"R9D8ZJ55","journalArticle","Spinal control of locomotion--from cat to man.","10.1111/j.1748-1716.2006.01651.x","2007-02-01","Acta Physiologica"
"G4LJSGDJ","journalArticle","The functional role of triceps during human locomotion","","2013-11-22",
"7RRPBMJD","journalArticle","Functional organization within the medullary reticular formation of the intact unanesthetized cat. III. Microstimulation during locomotion.","10.1152/jn.1991.66.3.919","1991-09-01","Journal of Neurophysiology"
