"key","type","title","DOI","date","pub"
"C4TQ6ZMK","journalArticle","A role for hip position in initiating the swing-to-stance transition in walking cats.","10.1152/jn.00511.2005","November 2005","Journal of neurophysiology"
"8KR32L5I","journalArticle","Spinal interneuronal networks in the cat: elementary components.","10.1016/j.brainresrev.2007.06.022","2008-01-01","Brain Research Reviews"
"QNP2X8MJ","journalArticle","The Spinal Control of Backward Locomotion.","10.1523/jneurosci.0816-20.2020","2020","The Journal of Neuroscience"
"CCS6UZ3Z","journalArticle","Adaptive control for backward quadrupedal walking. II. Hindlimb muscle synergies","10.1152/jn.1990.64.3.756","1990-09-01","Journal of Neurophysiology"
"8LZQC7G4","journalArticle","A Synthetic Nervous System Model of the Insect Optomotor Response","10.1007/978-3-030-64313-3_30","2020",
"MA5R8WXG","journalArticle","Spinal cord pattern generators for locomotion","10.1016/S1388-2457(03)00120-2","August 2003","Clinical Neurophysiology"
"UF8ZT5WB","journalArticle","Circuits controlling vertebrate locomotion: moving in a new direction","10.1038/nrn2608","2009-07-01","Nature Reviews Neuroscience"
"Z2BAY9UX","journalArticle","Reversal of the influence of group Ib afferents from plantaris on activity in medial gastrocnemius muscle during locomotor activity","10.1152/jn.1993.70.3.1009","1993-09-01","Journal of Neurophysiology"
"AA6RXC5Z","journalArticle","Main characteristics of the hindlimb locomotor cycle in the decorticate cat with special reference to bifunctional muscles.","10.1016/0006-8993(80)90207-3","1980-04-14","Brain Research"
"KM9WZR6N","journalArticle","Ankle Extensor EMG Patterns Quantification of Muscle Load, Length Change, and Mechanics of Slope Walking in the Cat:","","2015-01-01",
"XZ9929ML","journalArticle","Six-legged walking in insects: how CPGs, peripheral feedback, and descending signals generate coordinated and adaptive motor rhythms","10.1152/jn.00658.2017","2018-02-01","Journal of Neurophysiology"
"QWPITULI","journalArticle","Reflexes induced by nerve stimulation in walking cats with implanted cuff electrodes.","10.1007/bf00239728","1978-06-19","Experimental Brain Research"
"YAKJ5KY6","journalArticle","Forms of forward quadrupedal locomotion. II. A comparison of posture, hindlimb kinematics, and motor patterns for upslope and level walking.","10.1152/jn.1998.79.4.1687","1998-04-01","Journal of Neurophysiology"
"C4TQ558Z","journalArticle","An interneuronal relay for group I and II muscle afferents in the midlumbar segments of the cat spinal cord.","10.1113/jphysiol.1987.sp016676","1987-08-01","The Journal of Physiology"
"D3TVUUJP","journalArticle","Ia inhibitory interneurons and Renshaw cells as contributors to the spinal mechanisms of fictive locomotion.","10.1152/jn.1987.57.1.56","1987-01-01","Journal of Neurophysiology"
"MG6VKYNG","journalArticle","Sensory Feedback Control of Locomotor Pattern Generation in Cats and Mice.","10.1016/j.neuroscience.2020.05.008","2020-05-15","Neuroscience"
"74B83GN8","journalArticle","Neuronal Control of Locomotion 'From Mollusc to Man '","","1999-11-18",
"CXC3BT59","journalArticle","Activity of bifunctional motoneurons during fictive locomotion: a computational modeling study","","2010-01-01",
"3R757SJS","journalArticle","Sensory Feedback in the Control of Posture and Locomotion","10.1002/9781118873397.ch9","2017-06-23",
"XYJD8M3Q","journalArticle","Crossed activation of thoracic trunk motoneurons by medullary reticulospinal neurons.","10.1152/jn.00194.2019","2019-10-30","Journal of Neurophysiology"
"2EPW6XI7","journalArticle","Swing-to-Stance Transition in Walking Cats A Role for Hip Position in Initiating the","","2015-01-01",
"C7ZXYEER","journalArticle","Neural control of rhythmic limb motion is shaped by size and speed","10.21203/rs.3.rs-153297/v1","2021",
"GHN7UVS9","journalArticle","Epidural spinal cord stimulation as an intervention for motor recovery after motor complete spinal cord injury.","10.1152/jn.00020.2021","2021-10-20","Journal of Neurophysiology"
"A836XRWG","journalArticle","A genetically defined asymmetry underlies the inhibitory control of flexorΓÇôextensor locomotor movements","10.7554/elife.04718","2015-10-14","eLife"
"9WF4U6K6","journalArticle","The Motor Infrastructure: From Ion Channels to Neuronal Networks","10.1038/nrn1137","2003-07-01","Nature Reviews Neuroscience"
"8FJL4D66","journalArticle","Patterns of locomotor drive to motoneurons and last-order interneurons: clues to the structure of the CPG.","10.1152/jn.2001.86.1.447","2001-07-01","Journal of Neurophysiology"
"T49RHM58","journalArticle","Disynaptic group I excitation of synergist ankle extensor motoneurones during fictive locomotion in the cat.","10.1113/jphysiol.1995.sp020897","1995-09-01","The Journal of Physiology"
"DL3YQSCA","journalArticle","Variable-mechanical-impedance artificial legs","","2015-07-21",
"9TK8LDMG","journalArticle","Modulation of ipsi- and contralateral reflex responses in unrestrained walking cats","10.1152/jn.1980.44.5.1024","1980-11-01","Journal of Neurophysiology"
"LV4IQLVG","journalArticle","Investigating the role of low level reinforcement reflex loops in insect locomotion.","10.1088/1748-3190/ac28ea","2021-09-21","Bioinspiration & Biomimetics"
"99DQ5M4Z","journalArticle","A walking robot called human: lessons to be learned from neural control of locomotion.","10.1016/s0021-9290(01)00187-7","2002-04-01","Journal of Biomechanics"
"S9M6ARAL","journalArticle","The Effect of DOPA on the Spinal Cord 6. HalfΓÇÉcentre organization of interneurones transmitting effects from the flexor reflex afferents","10.1111/j.1748-1716.1967.tb03637.x","1967-07-01","Acta Physiologica Scandinavica"
"7VNAVH32","journalArticle","Recent Insights into the Rhythmogenic Core of the Locomotor CPG.","10.3390/ijms22031394","2021","International Journal of Molecular Sciences"
"ZX7PHMHY","journalArticle","Neuromuscular Model-Based Sensing And Control Paradigm For A Robotic Leg","","2013-04-18",
"E478PSQT","journalArticle","Design process and tools for dynamic neuromechanical models and robot controllers","10.1007/s00422-017-0711-4","2/2017","Biological Cybernetics"
"ZJK8IIDQ","journalArticle","Mid-Lumbar Segments Are Needed for the Expression of Locomotion in Chronic Spinal Cats","10.1152/jn.00909.2004","2005-05-01","Journal of Neurophysiology"
"5CQTDVTA","journalArticle","The Cat Model of Spinal Cord Injury","10.1007/978-1-62703-197-4_8","2013-01-01",
"98PKWYHV","journalArticle","Cutaneous inputs from perineal region facilitate spinal locomotor activity and modulate cutaneous reflexes from the foot in spinal cats.","10.1002/jnr.24791","2021","Journal of Neuroscience Research"
"K4X7AYCE","journalArticle","Common and distinct muscle synergies during level and slope locomotion in the cat.","10.1152/jn.00310.2020","2021-06-30","Journal of Neurophysiology"
"H37LQZBS","journalArticle","Effects of ankle and hip muscle afferent inputs on rhythm generation during fictive locomotion.","10.1152/jn.01028.2009","2010-01-20","Journal of Neurophysiology"
"7VYUAIJE","journalArticle","Signals from load sensors underlie interjoint coordination during stepping movements of the stick insect leg.","10.1152/jn.01271.2003","2004-07-01","Journal of Neurophysiology"
"MKS3BUPU","journalArticle","Muscle proprioceptors in adult rat: mechanosensory signaling and synapse distribution in spinal cord","10.1152/jn.00497.2017","2017-11-01","Journal of Neurophysiology"
"NXXH5XDX","journalArticle","Proprioceptive Feedback and Movement Regulation","10.1002/cphy.cp120103","2011-01-01","Comprehensive Physiology"
"NTWI3UJ3","journalArticle","Control of Locomotion in Bipeds, Tetrapods, and Fish","10.1002/cphy.cp010226","2011-01-01","Comprehensive Physiology"
"Y3QP9TZJ","journalArticle","Locomotor pattern generation and descending control: a historical perspective","10.1152/jn.00204.2023","2023-08-01",
"UYQ3ELDI","journalArticle","The possibility of phase-dependent monosynaptic and polysynaptic la excitation to homonymous motoneurones during fictive locomotion","10.1016/0006-8993(78)90363-3","1978-03-31","Brain Research"
"FVXGQF6Y","journalArticle","Simulated Neural Dynamics Produces Adaptive Stepping and Stable Transitions in a Robotic Leg","10.1007/978-3-319-09435-9_15","2014-07-30",
"NWD7875S","journalArticle","Group I extensor afferents evoke disynaptic EPSPs in cat hindlimb extensor motorneurones during fictive locomotion.","10.1113/jphysiol.1996.sp021538","1996-08-01","The Journal of Physiology"
"WTJMWQID","journalArticle","Activation of groups of excitatory neurons in the mammalian spinal cord or hindbrain evokes locomotion","10.1038/nn.2482","2010-02-01","Nature Neuroscience"
