TimeSlice	Time	L RG ext IN	L RG flx IN	L RG ext	L RG flx	R RG ext IN	R RG flx IN	R RG ext	R RG flx	L c1	R c1	L V3	R V3
6641	1.3282	-0.0564933	-0.06	-0.0573625	-0.0643479	-0.0596443	-0.0538966	-0.0616943	-0.0544655	-0.06	-0.0538966	-0.0564937	-0.0599986
6642	1.3284	-0.0564968	-0.06	-0.0573653	-0.0643472	-0.0596447	-0.0538991	-0.0616952	-0.0544755	-0.06	-0.0538991	-0.0564972	-0.0599987
6643	1.3286	-0.0565003	-0.06	-0.057368	-0.0643464	-0.0596452	-0.0539018	-0.061696	-0.0544857	-0.06	-0.0539018	-0.0565007	-0.0599987
6644	1.3288	-0.0565038	-0.06	-0.0573706	-0.0643454	-0.0596456	-0.0539048	-0.0616966	-0.0544962	-0.06	-0.0539048	-0.0565041	-0.0599988
6645	1.329	-0.0565072	-0.06	-0.0573733	-0.0643444	-0.059646	-0.0539081	-0.0616972	-0.0545071	-0.06	-0.0539081	-0.0565076	-0.0599988
6646	1.3292	-0.0565106	-0.06	-0.0573759	-0.0643432	-0.0596465	-0.0539116	-0.0616976	-0.0545183	-0.06	-0.0539116	-0.0565109	-0.0599989
6647	1.3294	-0.056514	-0.06	-0.0573784	-0.0643419	-0.0596469	-0.0539155	-0.0616979	-0.0545297	-0.06	-0.0539155	-0.0565143	-0.0599989
6648	1.3296	-0.0565173	-0.06	-0.057381	-0.0643405	-0.0596473	-0.0539196	-0.061698	-0.0545415	-0.06	-0.0539196	-0.0565176	-0.059999
6649	1.3298	-0.0565206	-0.06	-0.0573835	-0.064339	-0.0596477	-0.053924	-0.061698	-0.0545535	-0.06	-0.053924	-0.0565209	-0.059999
6650	1.33	-0.0565239	-0.06	-0.057386	-0.0643374	-0.0596481	-0.0539286	-0.061698	-0.0545658	-0.06	-0.0539286	-0.0565242	-0.059999
6651	1.3302	-0.0565272	-0.06	-0.0573885	-0.0643357	-0.0596485	-0.0539335	-0.0616977	-0.0545785	-0.06	-0.0539335	-0.0565275	-0.0599991
6652	1.3304	-0.0565304	-0.06	-0.057391	-0.0643339	-0.0596489	-0.0539387	-0.0616974	-0.0545913	-0.06	-0.0539387	-0.0565307	-0.0599991
6653	1.3306	-0.0565336	-0.06	-0.0573934	-0.064332	-0.0596493	-0.0539441	-0.0616969	-0.0546045	-0.06	-0.0539441	-0.0565339	-0.0599991
6654	1.3308	-0.0565368	-0.06	-0.0573958	-0.0643299	-0.0596497	-0.0539498	-0.0616964	-0.0546179	-0.06	-0.0539498	-0.0565371	-0.0599992
6655	1.331	-0.0565399	-0.06	-0.0573982	-0.0643278	-0.0596501	-0.0539558	-0.0616957	-0.0546315	-0.06	-0.0539558	-0.0565402	-0.0599992
6656	1.3312	-0.0565431	-0.06	-0.0574006	-0.0643255	-0.0596505	-0.053962	-0.0616948	-0.0546455	-0.06	-0.053962	-0.0565433	-0.0599992
6657	1.3314	-0.0565462	-0.06	-0.0574029	-0.0643232	-0.0596509	-0.0539685	-0.0616939	-0.0546596	-0.06	-0.0539685	-0.0565464	-0.0599993
6658	1.3316	-0.0565492	-0.06	-0.0574052	-0.0643207	-0.0596513	-0.0539752	-0.0616928	-0.054674	-0.06	-0.0539752	-0.0565495	-0.0599993
6659	1.3318	-0.0565523	-0.06	-0.0574075	-0.0643182	-0.0596517	-0.0539821	-0.0616917	-0.0546886	-0.06	-0.0539821	-0.0565525	-0.0599993
6660	1.332	-0.0565553	-0.06	-0.0574097	-0.0643155	-0.059652	-0.0539893	-0.0616904	-0.0547035	-0.06	-0.0539893	-0.0565555	-0.0599994
6661	1.3322	-0.0565583	-0.06	-0.0574119	-0.0643127	-0.0596524	-0.0539967	-0.061689	-0.0547185	-0.06	-0.0539967	-0.0565585	-0.0599994
6662	1.3324	-0.0565612	-0.06	-0.0574141	-0.0643099	-0.0596528	-0.0540044	-0.0616874	-0.0547338	-0.06	-0.0540044	-0.0565614	-0.0599994
6663	1.3326	-0.0565642	-0.06	-0.0574163	-0.0643069	-0.0596532	-0.0540123	-0.0616858	-0.0547493	-0.06	-0.0540123	-0.0565644	-0.0599994
6664	1.3328	-0.0565671	-0.06	-0.0574185	-0.0643038	-0.0596535	-0.0540204	-0.061684	-0.0547649	-0.06	-0.0540204	-0.0565673	-0.0599994
6665	1.333	-0.05657	-0.06	-0.0574206	-0.0643007	-0.0596539	-0.0540288	-0.0616821	-0.0547808	-0.06	-0.0540288	-0.0565701	-0.0599995
6666	1.3332	-0.0565728	-0.06	-0.0574227	-0.0642974	-0.0596542	-0.0540374	-0.0616802	-0.0547969	-0.06	-0.0540374	-0.056573	-0.0599995
6667	1.3334	-0.0565756	-0.06	-0.0574248	-0.064294	-0.0596546	-0.0540461	-0.0616781	-0.0548131	-0.06	-0.0540461	-0.0565758	-0.0599995
6668	1.3336	-0.0565784	-0.06	-0.0574269	-0.0642906	-0.0596549	-0.0540551	-0.0616758	-0.0548295	-0.06	-0.0540551	-0.0565786	-0.0599995
6669	1.3338	-0.0565812	-0.06	-0.0574289	-0.064287	-0.0596553	-0.0540644	-0.0616735	-0.0548461	-0.06	-0.0540644	-0.0565814	-0.0599995
6670	1.334	-0.056584	-0.06	-0.0574309	-0.0642834	-0.0596556	-0.0540738	-0.0616711	-0.0548628	-0.06	-0.0540738	-0.0565841	-0.0599996
6671	1.3342	-0.0565867	-0.06	-0.0574329	-0.0642796	-0.059656	-0.0540834	-0.0616685	-0.0548797	-0.06	-0.0540834	-0.0565868	-0.0599996
6672	1.3344	-0.0565894	-0.06	-0.0574348	-0.0642758	-0.0596563	-0.0540932	-0.0616659	-0.0548967	-0.06	-0.0540932	-0.0565895	-0.0599996
6673	1.3346	-0.056592	-0.06	-0.0574368	-0.0642719	-0.0596566	-0.0541033	-0.0616631	-0.0549139	-0.06	-0.0541033	-0.0565922	-0.0599996
6674	1.3348	-0.0565947	-0.06	-0.0574387	-0.0642678	-0.059657	-0.0541135	-0.0616603	-0.0549312	-0.06	-0.0541135	-0.0565948	-0.0599996
6675	1.335	-0.0565973	-0.06	-0.0574406	-0.0642637	-0.0596573	-0.0541239	-0.0616573	-0.0549486	-0.06	-0.0541239	-0.0565974	-0.0599996
6676	1.3352	-0.0565999	-0.06	-0.0574425	-0.0642595	-0.0596576	-0.0541345	-0.0616542	-0.0549661	-0.06	-0.0541345	-0.0566	-0.0599997
6677	1.3354	-0.0566024	-0.06	-0.0574443	-0.0642552	-0.0596579	-0.0541453	-0.061651	-0.0549838	-0.06	-0.0541453	-0.0566025	-0.0599997
6678	1.3356	-0.056605	-0.06	-0.0574462	-0.0642508	-0.0596583	-0.0541562	-0.0616477	-0.0550016	-0.06	-0.0541562	-0.0566051	-0.0599997
6679	1.3358	-0.0566075	-0.06	-0.057448	-0.0642464	-0.0596586	-0.0541674	-0.0616443	-0.0550195	-0.06	-0.0541674	-0.0566076	-0.0599997
6680	1.336	-0.05661	-0.06	-0.0574497	-0.0642418	-0.0596589	-0.0541787	-0.0616408	-0.0550374	-0.06	-0.0541787	-0.0566101	-0.0599997
6681	1.3362	-0.0566124	-0.06	-0.0574515	-0.0642372	-0.0596592	-0.0541902	-0.0616372	-0.0550555	-0.06	-0.0541902	-0.0566125	-0.0599997
6682	1.3364	-0.0566149	-0.06	-0.0574532	-0.0642325	-0.0596595	-0.0542018	-0.0616335	-0.0550736	-0.06	-0.0542018	-0.0566149	-0.0599997
6683	1.3366	-0.0566173	-0.06	-0.0574549	-0.0642277	-0.0596598	-0.0542136	-0.0616297	-0.0550918	-0.06	-0.0542136	-0.0566174	-0.0599997
6684	1.3368	-0.0566196	-0.06	-0.0574566	-0.0642228	-0.0596601	-0.0542255	-0.0616258	-0.0551101	-0.06	-0.0542255	-0.0566197	-0.0599998
6685	1.337	-0.056622	-0.06	-0.0574583	-0.0642178	-0.0596604	-0.0542376	-0.0616218	-0.0551285	-0.06	-0.0542376	-0.0566221	-0.0599998
6686	1.3372	-0.0566243	-0.06	-0.05746	-0.0642127	-0.0596607	-0.0542499	-0.0616177	-0.0551469	-0.06	-0.0542499	-0.0566244	-0.0599998
6687	1.3374	-0.0566266	-0.06	-0.0574616	-0.0642076	-0.059661	-0.0542623	-0.0616135	-0.0551653	-0.06	-0.0542623	-0.0566267	-0.0599998
6688	1.3376	-0.0566289	-0.06	-0.0574632	-0.0642024	-0.0596613	-0.0542748	-0.0616092	-0.0551838	-0.06	-0.0542748	-0.056629	-0.0599998
6689	1.3378	-0.0566312	-0.06	-0.0574648	-0.0641971	-0.0596616	-0.0542875	-0.0616049	-0.0552024	-0.06	-0.0542875	-0.0566313	-0.0599998
6690	1.338	-0.0566334	-0.06	-0.0574664	-0.0641918	-0.0596619	-0.0543003	-0.0616004	-0.055221	-0.06	-0.0543003	-0.0566335	-0.0599998
6691	1.3382	-0.0566356	-0.06	-0.0574679	-0.0641863	-0.0596621	-0.0543132	-0.0615958	-0.0552396	-0.06	-0.0543132	-0.0566357	-0.0599998
6692	1.3384	-0.0566378	-0.06	-0.0574694	-0.0641808	-0.0596624	-0.0543262	-0.0615912	-0.0552582	-0.06	-0.0543262	-0.0566379	-0.0599998
6693	1.3386	-0.05664	-0.06	-0.0574709	-0.0641752	-0.0596627	-0.0543394	-0.0615864	-0.0552769	-0.06	-0.0543394	-0.05664	-0.0599998
6694	1.3388	-0.0566421	-0.06	-0.0574724	-0.0641696	-0.059663	-0.0543527	-0.0615816	-0.0552955	-0.06	-0.0543527	-0.0566422	-0.0599998
6695	1.339	-0.0566442	-0.06	-0.0574739	-0.0641638	-0.0596632	-0.0543661	-0.0615766	-0.0553142	-0.06	-0.0543661	-0.0566443	-0.0599998
6696	1.3392	-0.0566463	-0.06	-0.0574753	-0.0641581	-0.0596635	-0.0543795	-0.0615716	-0.0553329	-0.06	-0.0543795	-0.0566464	-0.0599998
6697	1.3394	-0.0566484	-0.06	-0.0574768	-0.0641522	-0.0596638	-0.0543931	-0.0615665	-0.0553516	-0.06	-0.0543931	-0.0566484	-0.0599999
6698	1.3396	-0.0566504	-0.06	-0.0574782	-0.0641463	-0.059664	-0.0544068	-0.0615614	-0.0553702	-0.06	-0.0544068	-0.0566504	-0.0599999
6699	1.3398	-0.0566524	-0.06	-0.0574796	-0.0641403	-0.0596643	-0.0544206	-0.0615561	-0.0553889	-0.06	-0.0544206	-0.0566525	-0.0599999
6700	1.34	-0.0566544	-0.06	-0.0574809	-0.0641342	-0.0596645	-0.0544345	-0.0615507	-0.0554075	-0.06	-0.0544345	-0.0566545	-0.0599999
6701	1.3402	-0.0566564	-0.06	-0.0574823	-0.0641281	-0.0596648	-0.0544485	-0.0615453	-0.0554261	-0.06	-0.0544485	-0.0566564	-0.0599999
6702	1.3404	-0.0566583	-0.06	-0.0574836	-0.0641219	-0.0596651	-0.0544625	-0.0615398	-0.0554447	-0.06	-0.0544625	-0.0566584	-0.0599999
6703	1.3406	-0.0566602	-0.06	-0.0574849	-0.0641157	-0.0596653	-0.0544767	-0.0615342	-0.0554633	-0.06	-0.0544767	-0.0566603	-0.0599999
6704	1.3408	-0.0566621	-0.06	-0.0574862	-0.0641094	-0.0596656	-0.0544909	-0.0615286	-0.0554818	-0.06	-0.0544909	-0.0566622	-0.0599999
6705	1.341	-0.056664	-0.06	-0.0574875	-0.064103	-0.0596658	-0.0545052	-0.0615228	-0.0555003	-0.06	-0.0545052	-0.0566641	-0.0599999
6706	1.3412	-0.0566659	-0.06	-0.0574887	-0.0640966	-0.059666	-0.0545195	-0.061517	-0.0555187	-0.06	-0.0545195	-0.0566659	-0.0599999
6707	1.3414	-0.0566677	-0.06	-0.05749	-0.0640901	-0.0596663	-0.0545339	-0.0615111	-0.0555371	-0.06	-0.0545339	-0.0566677	-0.0599999
6708	1.3416	-0.0566695	-0.06	-0.0574912	-0.0640836	-0.0596665	-0.0545484	-0.0615051	-0.0555554	-0.06	-0.0545484	-0.0566696	-0.0599999
6709	1.3418	-0.0566713	-0.06	-0.0574924	-0.064077	-0.0596668	-0.0545629	-0.0614991	-0.0555737	-0.06	-0.0545629	-0.0566713	-0.0599999
6710	1.342	-0.0566731	-0.06	-0.0574936	-0.0640704	-0.059667	-0.0545775	-0.061493	-0.0555919	-0.06	-0.0545775	-0.0566731	-0.0599999
6711	1.3422	-0.0566748	-0.06	-0.0574948	-0.0640637	-0.0596672	-0.0545921	-0.0614868	-0.05561	-0.06	-0.0545921	-0.0566748	-0.0599999
6712	1.3424	-0.0566765	-0.06	-0.0574959	-0.0640569	-0.0596674	-0.0546068	-0.0614806	-0.0556281	-0.06	-0.0546068	-0.0566766	-0.0599999
6713	1.3426	-0.0566782	-0.06	-0.0574971	-0.0640502	-0.0596677	-0.0546215	-0.0614743	-0.0556461	-0.06	-0.0546215	-0.0566783	-0.0599999
6714	1.3428	-0.0566799	-0.06	-0.0574982	-0.0640433	-0.0596679	-0.0546362	-0.0614679	-0.0556641	-0.06	-0.0546362	-0.0566799	-0.0599999
6715	1.343	-0.0566816	-0.06	-0.0574993	-0.0640365	-0.0596681	-0.054651	-0.0614615	-0.0556819	-0.06	-0.054651	-0.0566816	-0.0599999
6716	1.3432	-0.0566832	-0.06	-0.0575004	-0.0640296	-0.0596683	-0.0546658	-0.061455	-0.0556997	-0.06	-0.0546658	-0.0566832	-0.0599999
6717	1.3434	-0.0566848	-0.06	-0.0575014	-0.0640226	-0.0596685	-0.0546806	-0.0614484	-0.0557174	-0.06	-0.0546806	-0.0566849	-0.0599999
6718	1.3436	-0.0566864	-0.06	-0.0575025	-0.0640156	-0.0596688	-0.0546955	-0.0614418	-0.055735	-0.06	-0.0546955	-0.0566865	-0.0599999
6719	1.3438	-0.056688	-0.06	-0.0575035	-0.0640086	-0.059669	-0.0547103	-0.0614351	-0.0557525	-0.06	-0.0547103	-0.056688	-0.0599999
6720	1.344	-0.0566896	-0.06	-0.0575045	-0.0640015	-0.0596692	-0.0547252	-0.0614284	-0.0557699	-0.06	-0.0547252	-0.0566896	-0.0599999
6721	1.3442	-0.0566911	-0.06	-0.0575056	-0.0639944	-0.0596694	-0.0547401	-0.0614216	-0.0557873	-0.06	-0.0547401	-0.0566911	-0.0599999
6722	1.3444	-0.0566926	-0.06	-0.0575065	-0.0639872	-0.0596696	-0.054755	-0.0614147	-0.0558045	-0.06	-0.054755	-0.0566926	-0.0599999
6723	1.3446	-0.0566941	-0.06	-0.0575075	-0.06398	-0.0596698	-0.0547699	-0.0614078	-0.0558216	-0.06	-0.0547699	-0.0566941	-0.0599999
6724	1.3448	-0.0566956	-0.06	-0.0575085	-0.0639728	-0.05967	-0.0547848	-0.0614009	-0.0558387	-0.06	-0.0547848	-0.0566956	-0.06
6725	1.345	-0.056697	-0.06	-0.0575094	-0.0639656	-0.0596702	-0.0547998	-0.0613939	-0.0558556	-0.06	-0.0547998	-0.056697	-0.06
6726	1.3452	-0.0566985	-0.06	-0.0575104	-0.0639583	-0.0596704	-0.0548147	-0.0613868	-0.0558724	-0.06	-0.0548147	-0.0566985	-0.06
6727	1.3454	-0.0566999	-0.06	-0.0575113	-0.063951	-0.0596706	-0.0548296	-0.0613798	-0.0558891	-0.06	-0.0548296	-0.0566999	-0.06
6728	1.3456	-0.0567013	-0.06	-0.0575122	-0.0639436	-0.0596708	-0.0548445	-0.0613726	-0.0559057	-0.06	-0.0548445	-0.0567013	-0.06
6729	1.3458	-0.0567027	-0.06	-0.0575131	-0.0639363	-0.0596709	-0.0548593	-0.0613654	-0.0559222	-0.06	-0.0548593	-0.0567027	-0.06
6730	1.346	-0.056704	-0.06	-0.0575139	-0.0639289	-0.0596711	-0.0548742	-0.0613582	-0.0559385	-0.06	-0.0548742	-0.056704	-0.06
6731	1.3462	-0.0567054	-0.06	-0.0575148	-0.0639215	-0.0596713	-0.054889	-0.0613509	-0.0559548	-0.06	-0.054889	-0.0567054	-0.06
6732	1.3464	-0.0567067	-0.06	-0.0575157	-0.063914	-0.0596715	-0.0549039	-0.0613436	-0.0559709	-0.06	-0.0549039	-0.0567067	-0.06
6733	1.3466	-0.056708	-0.06	-0.0575165	-0.0639066	-0.0596717	-0.0549187	-0.0613363	-0.0559869	-0.06	-0.0549187	-0.056708	-0.06
6734	1.3468	-0.0567093	-0.06	-0.0575173	-0.0638991	-0.0596719	-0.0549334	-0.0613289	-0.0560028	-0.06	-0.0549334	-0.0567093	-0.06
6735	1.347	-0.0567105	-0.06	-0.0575181	-0.0638916	-0.059672	-0.0549482	-0.0613214	-0.0560186	-0.06	-0.0549482	-0.0567106	-0.06
6736	1.3472	-0.0567118	-0.06	-0.0575189	-0.0638841	-0.0596722	-0.0549629	-0.061314	-0.0560342	-0.06	-0.0549629	-0.0567118	-0.06
6737	1.3474	-0.056713	-0.06	-0.0575197	-0.0638765	-0.0596724	-0.0549776	-0.0613065	-0.0560498	-0.06	-0.0549776	-0.056713	-0.06
6738	1.3476	-0.0567142	-0.06	-0.0575205	-0.063869	-0.0596725	-0.0549922	-0.061299	-0.0560652	-0.06	-0.0549922	-0.0567142	-0.06
6739	1.3478	-0.0567154	-0.06	-0.0575212	-0.0638614	-0.0596727	-0.0550068	-0.0612914	-0.0560804	-0.06	-0.0550068	-0.0567154	-0.06
6740	1.348	-0.0567166	-0.06	-0.057522	-0.0638539	-0.0596729	-0.0550213	-0.0612838	-0.0560956	-0.06	-0.0550213	-0.0567166	-0.06
6741	1.3482	-0.0567178	-0.06	-0.0575227	-0.0638463	-0.059673	-0.0550358	-0.0612762	-0.0561106	-0.06	-0.0550358	-0.0567178	-0.06
6742	1.3484	-0.0567189	-0.06	-0.0575234	-0.0638387	-0.0596732	-0.0550503	-0.0612686	-0.0561255	-0.06	-0.0550503	-0.0567189	-0.06
6743	1.3486	-0.0567201	-0.06	-0.0575242	-0.0638311	-0.0596734	-0.0550647	-0.0612609	-0.0561402	-0.06	-0.0550647	-0.0567201	-0.06
6744	1.3488	-0.0567212	-0.06	-0.0575249	-0.0638235	-0.0596735	-0.0550791	-0.0612532	-0.0561549	-0.06	-0.0550791	-0.0567212	-0.06
6745	1.349	-0.0567223	-0.06	-0.0575255	-0.0638159	-0.0596737	-0.0550934	-0.0612455	-0.0561693	-0.06	-0.0550934	-0.0567223	-0.06
6746	1.3492	-0.0567234	-0.06	-0.0575262	-0.0638083	-0.0596738	-0.0551076	-0.0612377	-0.0561837	-0.06	-0.0551076	-0.0567234	-0.06
6747	1.3494	-0.0567244	-0.06	-0.0575269	-0.0638006	-0.059674	-0.0551218	-0.06123	-0.0561979	-0.06	-0.0551218	-0.0567244	-0.06
6748	1.3496	-0.0567255	-0.06	-0.0575276	-0.063793	-0.0596741	-0.0551359	-0.0612222	-0.056212	-0.06	-0.0551359	-0.0567255	-0.06
6749	1.3498	-0.0567265	-0.06	-0.0575282	-0.0637854	-0.0596743	-0.05515	-0.0612144	-0.056226	-0.06	-0.05515	-0.0567265	-0.06
6750	1.35	-0.0567275	-0.06	-0.0575288	-0.0637778	-0.0596744	-0.055164	-0.0612066	-0.0562398	-0.06	-0.055164	-0.0567275	-0.06
6751	1.3502	-0.0567285	-0.06	-0.0575295	-0.0637701	-0.0596746	-0.0551779	-0.0611988	-0.0562535	-0.06	-0.0551779	-0.0567286	-0.06
6752	1.3504	-0.0567295	-0.06	-0.0575301	-0.0637625	-0.0596747	-0.0551918	-0.061191	-0.0562671	-0.06	-0.0551918	-0.0567295	-0.06
6753	1.3506	-0.0567305	-0.06	-0.0575307	-0.0637549	-0.0596748	-0.0552056	-0.0611831	-0.0562805	-0.06	-0.0552056	-0.0567305	-0.06
6754	1.3508	-0.0567315	-0.06	-0.0575313	-0.0637473	-0.059675	-0.0552193	-0.0611752	-0.0562938	-0.06	-0.0552193	-0.0567315	-0.06
6755	1.351	-0.0567324	-0.06	-0.0575319	-0.0637397	-0.0596751	-0.055233	-0.0611674	-0.056307	-0.06	-0.055233	-0.0567324	-0.06
6756	1.3512	-0.0567334	-0.06	-0.0575325	-0.0637321	-0.0596753	-0.0552466	-0.0611595	-0.0563201	-0.06	-0.0552466	-0.0567334	-0.06
6757	1.3514	-0.0567343	-0.06	-0.057533	-0.0637245	-0.0596754	-0.0552601	-0.0611516	-0.056333	-0.06	-0.0552601	-0.0567343	-0.06
6758	1.3516	-0.0567352	-0.06	-0.0575336	-0.0637169	-0.0596755	-0.0552735	-0.0611437	-0.0563457	-0.06	-0.0552735	-0.0567352	-0.06
6759	1.3518	-0.0567361	-0.06	-0.0575341	-0.0637093	-0.0596756	-0.0552869	-0.0611358	-0.0563584	-0.06	-0.0552869	-0.0567361	-0.06
6760	1.352	-0.056737	-0.06	-0.0575347	-0.0637017	-0.0596758	-0.0553002	-0.0611279	-0.0563709	-0.06	-0.0553002	-0.056737	-0.06
6761	1.3522	-0.0567378	-0.06	-0.0575352	-0.0636942	-0.0596759	-0.0553134	-0.06112	-0.0563833	-0.06	-0.0553134	-0.0567378	-0.06
6762	1.3524	-0.0567387	-0.06	-0.0575358	-0.0636866	-0.059676	-0.0553265	-0.0611121	-0.0563955	-0.06	-0.0553265	-0.0567387	-0.06
6763	1.3526	-0.0567395	-0.06	-0.0575363	-0.0636791	-0.0596761	-0.0553395	-0.0611042	-0.0564076	-0.06	-0.0553395	-0.0567395	-0.06
6764	1.3528	-0.0567404	-0.06	-0.0575368	-0.0636716	-0.0596763	-0.0553525	-0.0610963	-0.0564196	-0.06	-0.0553525	-0.0567404	-0.06
6765	1.353	-0.0567412	-0.06	-0.0575373	-0.0636641	-0.0596764	-0.0553654	-0.0610884	-0.0564315	-0.06	-0.0553654	-0.0567412	-0.06
6766	1.3532	-0.056742	-0.06	-0.0575378	-0.0636566	-0.0596765	-0.0553782	-0.0610805	-0.0564432	-0.06	-0.0553782	-0.056742	-0.06
6767	1.3534	-0.0567428	-0.06	-0.0575383	-0.0636491	-0.0596766	-0.0553909	-0.0610726	-0.0564548	-0.06	-0.0553909	-0.0567428	-0.06
6768	1.3536	-0.0567436	-0.06	-0.0575388	-0.0636417	-0.0596767	-0.0554035	-0.0610647	-0.0564663	-0.06	-0.0554035	-0.0567436	-0.06
6769	1.3538	-0.0567443	-0.06	-0.0575392	-0.0636342	-0.0596768	-0.055416	-0.0610568	-0.0564776	-0.06	-0.055416	-0.0567443	-0.06
6770	1.354	-0.0567451	-0.06	-0.0575397	-0.0636268	-0.059677	-0.0554285	-0.0610489	-0.0564888	-0.06	-0.0554285	-0.0567451	-0.06
6771	1.3542	-0.0567458	-0.06	-0.0575402	-0.0636194	-0.0596771	-0.0554408	-0.061041	-0.0564999	-0.06	-0.0554408	-0.0567458	-0.06
6772	1.3544	-0.0567466	-0.06	-0.0575406	-0.0636121	-0.0596772	-0.0554531	-0.0610332	-0.0565109	-0.06	-0.0554531	-0.0567466	-0.06
6773	1.3546	-0.0567473	-0.06	-0.0575411	-0.0636047	-0.0596773	-0.0554652	-0.0610253	-0.0565218	-0.06	-0.0554652	-0.0567473	-0.06
6774	1.3548	-0.056748	-0.06	-0.0575415	-0.0635974	-0.0596774	-0.0554773	-0.0610175	-0.0565325	-0.06	-0.0554773	-0.056748	-0.06
6775	1.355	-0.0567487	-0.06	-0.057542	-0.0635901	-0.0596775	-0.0554893	-0.0610097	-0.0565431	-0.06	-0.0554893	-0.0567487	-0.06
6776	1.3552	-0.0567494	-0.06	-0.0575424	-0.0635828	-0.0596776	-0.0555012	-0.0610018	-0.0565536	-0.06	-0.0555012	-0.0567494	-0.06
6777	1.3554	-0.0567501	-0.06	-0.0575428	-0.0635756	-0.0596777	-0.055513	-0.060994	-0.0565639	-0.06	-0.055513	-0.0567501	-0.06
6778	1.3556	-0.0567508	-0.06	-0.0575433	-0.0635684	-0.0596778	-0.0555247	-0.0609862	-0.0565742	-0.06	-0.0555247	-0.0567508	-0.06
6779	1.3558	-0.0567514	-0.06	-0.0575437	-0.0635612	-0.0596779	-0.0555364	-0.0609785	-0.0565843	-0.06	-0.0555364	-0.0567514	-0.06
6780	1.356	-0.0567521	-0.06	-0.0575441	-0.063554	-0.059678	-0.0555479	-0.0609707	-0.0565943	-0.06	-0.0555479	-0.0567521	-0.06
6781	1.3562	-0.0567527	-0.06	-0.0575445	-0.0635468	-0.0596781	-0.0555593	-0.060963	-0.0566042	-0.06	-0.0555593	-0.0567527	-0.06
6782	1.3564	-0.0567534	-0.06	-0.0575449	-0.0635397	-0.0596782	-0.0555707	-0.0609553	-0.056614	-0.06	-0.0555707	-0.0567534	-0.06
6783	1.3566	-0.056754	-0.06	-0.0575453	-0.0635327	-0.0596783	-0.0555819	-0.0609476	-0.0566236	-0.06	-0.0555819	-0.056754	-0.06
6784	1.3568	-0.0567546	-0.06	-0.0575457	-0.0635256	-0.0596784	-0.0555931	-0.0609399	-0.0566332	-0.06	-0.0555931	-0.0567546	-0.06
6785	1.357	-0.0567552	-0.06	-0.0575461	-0.0635186	-0.0596785	-0.0556041	-0.0609322	-0.0566426	-0.06	-0.0556041	-0.0567552	-0.06
6786	1.3572	-0.0567558	-0.06	-0.0575465	-0.0635116	-0.0596786	-0.0556151	-0.0609246	-0.0566519	-0.06	-0.0556151	-0.0567558	-0.06
6787	1.3574	-0.0567564	-0.06	-0.0575468	-0.0635046	-0.0596786	-0.0556259	-0.060917	-0.0566611	-0.06	-0.0556259	-0.0567564	-0.06
6788	1.3576	-0.056757	-0.06	-0.0575472	-0.0634977	-0.0596787	-0.0556367	-0.0609094	-0.0566702	-0.06	-0.0556367	-0.056757	-0.06
6789	1.3578	-0.0567576	-0.06	-0.0575476	-0.0634908	-0.0596788	-0.0556474	-0.0609018	-0.0566792	-0.06	-0.0556474	-0.0567576	-0.06
6790	1.358	-0.0567582	-0.06	-0.0575479	-0.0634839	-0.0596789	-0.055658	-0.0608943	-0.0566881	-0.06	-0.055658	-0.0567582	-0.06
6791	1.3582	-0.0567587	-0.06	-0.0575483	-0.0634771	-0.059679	-0.0556685	-0.0608868	-0.0566969	-0.06	-0.0556685	-0.0567587	-0.06
6792	1.3584	-0.0567593	-0.06	-0.0575487	-0.0634703	-0.0596791	-0.0556789	-0.0608793	-0.0567055	-0.06	-0.0556789	-0.0567593	-0.06
6793	1.3586	-0.0567598	-0.06	-0.057549	-0.0634635	-0.0596791	-0.0556892	-0.0608718	-0.0567141	-0.06	-0.0556892	-0.0567598	-0.06
6794	1.3588	-0.0567604	-0.06	-0.0575494	-0.0634568	-0.0596792	-0.0556994	-0.0608644	-0.0567226	-0.06	-0.0556994	-0.0567604	-0.06
6795	1.359	-0.0567609	-0.06	-0.0575497	-0.0634501	-0.0596793	-0.0557095	-0.0608569	-0.0567309	-0.06	-0.0557095	-0.0567609	-0.06
6796	1.3592	-0.0567614	-0.06	-0.0575501	-0.0634435	-0.0596794	-0.0557195	-0.0608496	-0.0567392	-0.06	-0.0557195	-0.0567614	-0.06
6797	1.3594	-0.0567619	-0.06	-0.0575504	-0.0634369	-0.0596795	-0.0557295	-0.0608422	-0.0567474	-0.06	-0.0557295	-0.0567619	-0.06
6798	1.3596	-0.0567624	-0.06	-0.0575508	-0.0634303	-0.0596795	-0.0557393	-0.0608349	-0.0567554	-0.06	-0.0557393	-0.0567624	-0.06
6799	1.3598	-0.056763	-0.06	-0.0575511	-0.0634237	-0.0596796	-0.055749	-0.0608276	-0.0567634	-0.06	-0.055749	-0.056763	-0.06
6800	1.36	-0.0567635	-0.06	-0.0575514	-0.0634172	-0.0596797	-0.0557587	-0.0608203	-0.0567712	-0.06	-0.0557587	-0.0567635	-0.06
6801	1.3602	-0.0567639	-0.06	-0.0575518	-0.0634108	-0.0596798	-0.0557682	-0.0608131	-0.056779	-0.06	-0.0557682	-0.0567639	-0.06
