TimeSlice	Time	L RG ext IN	L RG flx IN	L RG ext	L RG flx	R RG ext IN	R RG flx IN	R RG ext	R RG flx	L c1	R c1	L V3	R V3
12031	2.4062	-0.0567867	-0.0599943	-0.0577144	-0.0599331	-0.0567528	-0.0596789	-0.0574147	-0.0600251	-0.0599943	-0.0596789	-0.0569803	-0.0569699
12032	2.4064	-0.0567846	-0.0599904	-0.0577134	-0.0599153	-0.0567369	-0.0596915	-0.0573983	-0.0600349	-0.0599904	-0.0596915	-0.0569792	-0.0569536
12033	2.4066	-0.0567824	-0.0599856	-0.0577126	-0.0598974	-0.0567209	-0.0597036	-0.0573819	-0.0600449	-0.0599856	-0.0597036	-0.0569781	-0.0569373
12034	2.4068	-0.0567803	-0.0599799	-0.057712	-0.0598795	-0.0567048	-0.0597152	-0.0573655	-0.0600551	-0.0599799	-0.0597152	-0.056977	-0.0569209
12035	2.407	-0.0567782	-0.0599732	-0.0577115	-0.0598617	-0.0566887	-0.0597264	-0.057349	-0.0600656	-0.0599732	-0.0597264	-0.0569759	-0.0569044
12036	2.4072	-0.0567761	-0.0599658	-0.0577113	-0.0598439	-0.0566724	-0.0597371	-0.0573326	-0.0600765	-0.0599658	-0.0597371	-0.0569748	-0.0568878
12037	2.4074	-0.056774	-0.0599575	-0.0577113	-0.0598262	-0.0566561	-0.0597474	-0.0573161	-0.0600877	-0.0599575	-0.0597474	-0.0569738	-0.0568712
12038	2.4076	-0.056772	-0.0599485	-0.0577116	-0.0598086	-0.0566398	-0.0597573	-0.0572997	-0.0600993	-0.0599485	-0.0597573	-0.0569728	-0.0568545
12039	2.4078	-0.05677	-0.0599388	-0.0577121	-0.0597911	-0.0566233	-0.0597668	-0.0572833	-0.0601113	-0.0599388	-0.0597668	-0.0569719	-0.0568377
12040	2.408	-0.0567681	-0.0599284	-0.057713	-0.0597737	-0.0566069	-0.059776	-0.0572669	-0.0601237	-0.0599284	-0.059776	-0.0569711	-0.0568209
12041	2.4082	-0.0567663	-0.0599173	-0.0577142	-0.0597564	-0.0565903	-0.0597847	-0.0572507	-0.0601365	-0.0599173	-0.0597847	-0.0569703	-0.0568041
12042	2.4084	-0.0567646	-0.0599056	-0.0577158	-0.0597393	-0.0565738	-0.0597932	-0.0572345	-0.0601498	-0.0599056	-0.0597932	-0.0569696	-0.0567872
12043	2.4086	-0.056763	-0.0598933	-0.0577177	-0.0597223	-0.0565572	-0.0598013	-0.0572184	-0.0601636	-0.0598933	-0.0598013	-0.0569691	-0.0567703
12044	2.4088	-0.0567615	-0.0598805	-0.0577199	-0.0597055	-0.0565406	-0.0598091	-0.0572023	-0.0601779	-0.0598805	-0.0598091	-0.0569687	-0.0567533
12045	2.409	-0.0567601	-0.0598672	-0.0577226	-0.0596889	-0.056524	-0.0598166	-0.0571864	-0.0601926	-0.0598672	-0.0598166	-0.0569684	-0.0567363
12046	2.4092	-0.0567588	-0.0598533	-0.0577256	-0.0596724	-0.0565073	-0.0598238	-0.0571707	-0.0602079	-0.0598533	-0.0598238	-0.0569682	-0.0567194
12047	2.4094	-0.0567578	-0.0598391	-0.057729	-0.0596561	-0.0564907	-0.0598307	-0.057155	-0.0602236	-0.0598391	-0.0598307	-0.0569682	-0.0567024
12048	2.4096	-0.0567569	-0.0598244	-0.0577329	-0.05964	-0.0564741	-0.0598373	-0.0571395	-0.0602398	-0.0598244	-0.0598373	-0.0569685	-0.0566854
12049	2.4098	-0.0567561	-0.0598093	-0.0577371	-0.0596241	-0.0564575	-0.0598437	-0.0571241	-0.0602565	-0.0598093	-0.0598437	-0.0569688	-0.0566685
12050	2.41	-0.0567556	-0.0597938	-0.0577417	-0.0596083	-0.056441	-0.0598498	-0.0571088	-0.0602737	-0.0597938	-0.0598498	-0.0569694	-0.0566515
12051	2.4102	-0.0567553	-0.059778	-0.0577468	-0.0595928	-0.0564244	-0.0598557	-0.0570938	-0.0602913	-0.059778	-0.0598557	-0.0569702	-0.0566347
12052	2.4104	-0.0567552	-0.059762	-0.0577523	-0.0595774	-0.056408	-0.0598614	-0.0570789	-0.0603094	-0.059762	-0.0598614	-0.0569713	-0.0566178
12053	2.4106	-0.0567553	-0.0597456	-0.0577581	-0.0595623	-0.0563915	-0.0598668	-0.0570641	-0.060328	-0.0597456	-0.0598668	-0.0569725	-0.056601
12054	2.4108	-0.0567557	-0.059729	-0.0577644	-0.0595473	-0.0563752	-0.059872	-0.0570495	-0.060347	-0.059729	-0.059872	-0.0569741	-0.0565843
12055	2.411	-0.0567563	-0.0597121	-0.0577711	-0.0595325	-0.0563589	-0.059877	-0.0570352	-0.0603664	-0.0597121	-0.059877	-0.0569758	-0.0565676
12056	2.4112	-0.0567572	-0.059695	-0.0577783	-0.0595179	-0.0563427	-0.0598819	-0.057021	-0.0603862	-0.059695	-0.0598819	-0.0569779	-0.056551
12057	2.4114	-0.0567584	-0.0596777	-0.0577858	-0.0595035	-0.0563265	-0.0598865	-0.0570069	-0.0604065	-0.0596777	-0.0598865	-0.0569802	-0.0565344
12058	2.4116	-0.0567598	-0.0596603	-0.0577937	-0.0594893	-0.0563105	-0.0598909	-0.0569931	-0.0604271	-0.0596603	-0.0598909	-0.0569828	-0.056518
12059	2.4118	-0.0567615	-0.0596427	-0.057802	-0.0594753	-0.0562945	-0.0598952	-0.0569795	-0.0604481	-0.0596427	-0.0598952	-0.0569857	-0.0565016
12060	2.412	-0.0567636	-0.059625	-0.0578107	-0.0594614	-0.0562787	-0.0598993	-0.0569661	-0.0604694	-0.059625	-0.0598993	-0.0569889	-0.0564854
12061	2.4122	-0.0567659	-0.0596072	-0.0578198	-0.0594477	-0.056263	-0.0599033	-0.0569529	-0.0604911	-0.0596072	-0.0599033	-0.0569924	-0.0564692
12062	2.4124	-0.0567685	-0.0595892	-0.0578293	-0.0594341	-0.0562474	-0.0599071	-0.0569399	-0.0605131	-0.0595892	-0.0599071	-0.0569963	-0.0564532
12063	2.4126	-0.0567714	-0.0595712	-0.0578391	-0.0594207	-0.0562319	-0.0599107	-0.0569272	-0.0605354	-0.0595712	-0.0599107	-0.0570004	-0.0564373
12064	2.4128	-0.0567747	-0.0595531	-0.0578493	-0.0594075	-0.0562166	-0.0599142	-0.0569146	-0.060558	-0.0595531	-0.0599142	-0.0570049	-0.0564215
12065	2.413	-0.0567783	-0.059535	-0.0578598	-0.0593944	-0.0562014	-0.0599176	-0.0569023	-0.0605808	-0.059535	-0.0599176	-0.0570096	-0.0564059
12066	2.4132	-0.0567822	-0.0595168	-0.0578707	-0.0593814	-0.0561864	-0.0599208	-0.0568901	-0.0606038	-0.0595168	-0.0599208	-0.0570148	-0.0563903
12067	2.4134	-0.0567864	-0.0594986	-0.0578819	-0.0593686	-0.0561715	-0.0599239	-0.0568783	-0.0606271	-0.0594986	-0.0599239	-0.0570202	-0.056375
12068	2.4136	-0.056791	-0.0594804	-0.0578934	-0.0593559	-0.0561568	-0.0599269	-0.0568666	-0.0606506	-0.0594804	-0.0599269	-0.057026	-0.0563598
12069	2.4138	-0.0567958	-0.0594621	-0.0579053	-0.0593433	-0.0561422	-0.0599298	-0.0568551	-0.0606742	-0.0594621	-0.0599298	-0.0570322	-0.0563447
12070	2.414	-0.0568011	-0.0594439	-0.0579174	-0.0593308	-0.0561278	-0.0599325	-0.0568439	-0.0606981	-0.0594439	-0.0599325	-0.0570386	-0.0563298
12071	2.4142	-0.0568066	-0.0594256	-0.0579299	-0.0593184	-0.0561136	-0.0599352	-0.0568329	-0.060722	-0.0594256	-0.0599352	-0.0570454	-0.0563151
12072	2.4144	-0.0568125	-0.0594074	-0.0579426	-0.0593062	-0.0560995	-0.0599377	-0.0568222	-0.0607461	-0.0594074	-0.0599377	-0.0570526	-0.0563005
12073	2.4146	-0.0568188	-0.0593892	-0.0579556	-0.059294	-0.0560857	-0.0599401	-0.0568117	-0.0607703	-0.0593892	-0.0599401	-0.0570601	-0.0562861
12074	2.4148	-0.0568254	-0.059371	-0.0579689	-0.0592818	-0.056072	-0.0599425	-0.0568014	-0.0607945	-0.059371	-0.0599425	-0.0570679	-0.0562719
12075	2.415	-0.0568323	-0.0593528	-0.0579824	-0.0592698	-0.0560586	-0.0599448	-0.0567913	-0.0608189	-0.0593528	-0.0599448	-0.0570761	-0.0562578
12076	2.4152	-0.0568395	-0.0593347	-0.0579962	-0.0592578	-0.0560453	-0.0599469	-0.0567814	-0.0608433	-0.0593347	-0.0599469	-0.0570846	-0.056244
12077	2.4154	-0.0568471	-0.0593166	-0.0580102	-0.0592459	-0.0560322	-0.059949	-0.0567718	-0.0608677	-0.0593166	-0.059949	-0.0570935	-0.0562303
12078	2.4156	-0.056855	-0.0592986	-0.0580244	-0.059234	-0.0560193	-0.059951	-0.0567625	-0.0608922	-0.0592986	-0.059951	-0.0571027	-0.0562168
12079	2.4158	-0.0568632	-0.0592806	-0.0580389	-0.0592222	-0.0560067	-0.0599529	-0.0567533	-0.0609166	-0.0592806	-0.0599529	-0.0571122	-0.0562035
12080	2.416	-0.0568718	-0.0592626	-0.0580535	-0.0592104	-0.0559942	-0.0599548	-0.0567444	-0.0609411	-0.0592626	-0.0599548	-0.057122	-0.0561905
12081	2.4162	-0.0568807	-0.0592447	-0.0580683	-0.0591986	-0.0559819	-0.0599565	-0.0567357	-0.0609655	-0.0592447	-0.0599565	-0.0571322	-0.0561776
12082	2.4164	-0.0568899	-0.0592268	-0.0580834	-0.0591868	-0.0559699	-0.0599582	-0.0567272	-0.0609899	-0.0592268	-0.0599582	-0.0571427	-0.0561649
12083	2.4166	-0.0568994	-0.059209	-0.0580985	-0.0591751	-0.0559581	-0.0599599	-0.056719	-0.0610142	-0.059209	-0.0599599	-0.0571535	-0.0561524
12084	2.4168	-0.0569093	-0.0591913	-0.0581139	-0.0591633	-0.0559465	-0.0599615	-0.0567109	-0.0610385	-0.0591913	-0.0599615	-0.0571647	-0.0561401
12085	2.417	-0.0569194	-0.0591735	-0.0581294	-0.0591516	-0.0559351	-0.059963	-0.0567031	-0.0610627	-0.0591735	-0.059963	-0.0571761	-0.056128
12086	2.4172	-0.0569298	-0.0591559	-0.0581451	-0.0591398	-0.0559239	-0.0599644	-0.0566956	-0.0610868	-0.0591559	-0.0599644	-0.0571878	-0.0561161
12087	2.4174	-0.0569406	-0.0591382	-0.0581609	-0.059128	-0.055913	-0.0599658	-0.0566882	-0.0611108	-0.0591382	-0.0599658	-0.0571999	-0.0561045
12088	2.4176	-0.0569516	-0.0591207	-0.0581768	-0.0591162	-0.0559022	-0.0599672	-0.0566811	-0.0611347	-0.0591207	-0.0599672	-0.0572122	-0.056093
12089	2.4178	-0.0569629	-0.0591031	-0.0581928	-0.0591044	-0.0558917	-0.0599684	-0.0566742	-0.0611585	-0.0591031	-0.0599684	-0.0572249	-0.0560818
12090	2.418	-0.0569745	-0.0590856	-0.058209	-0.0590925	-0.0558815	-0.0599697	-0.0566675	-0.0611822	-0.0590856	-0.0599697	-0.0572378	-0.0560708
12091	2.4182	-0.0569864	-0.0590682	-0.0582253	-0.0590806	-0.0558714	-0.0599709	-0.056661	-0.0612057	-0.0590682	-0.0599709	-0.057251	-0.05606
12092	2.4184	-0.0569986	-0.0590507	-0.0582416	-0.0590687	-0.0558616	-0.059972	-0.0566547	-0.0612291	-0.0590507	-0.059972	-0.0572644	-0.0560494
12093	2.4186	-0.057011	-0.0590333	-0.0582581	-0.0590567	-0.055852	-0.0599731	-0.0566486	-0.0612524	-0.0590333	-0.0599731	-0.0572782	-0.056039
12094	2.4188	-0.0570237	-0.059016	-0.0582746	-0.0590446	-0.0558426	-0.0599742	-0.0566428	-0.0612755	-0.059016	-0.0599742	-0.0572922	-0.0560288
12095	2.419	-0.0570367	-0.0589986	-0.0582913	-0.0590325	-0.0558335	-0.0599752	-0.0566371	-0.0612984	-0.0589986	-0.0599752	-0.0573064	-0.0560188
12096	2.4192	-0.0570499	-0.0589813	-0.058308	-0.0590203	-0.0558245	-0.0599761	-0.0566317	-0.0613212	-0.0589813	-0.0599761	-0.0573209	-0.0560091
12097	2.4194	-0.0570633	-0.058964	-0.0583247	-0.059008	-0.0558158	-0.0599771	-0.0566265	-0.0613439	-0.058964	-0.0599771	-0.0573357	-0.0559996
12098	2.4196	-0.057077	-0.0589467	-0.0583416	-0.0589956	-0.0558074	-0.059978	-0.0566214	-0.0613663	-0.0589467	-0.059978	-0.0573507	-0.0559902
12099	2.4198	-0.0570909	-0.0589295	-0.0583584	-0.0589832	-0.0557991	-0.0599788	-0.0566166	-0.0613886	-0.0589295	-0.0599788	-0.0573659	-0.0559811
12100	2.42	-0.0571051	-0.0589122	-0.0583754	-0.0589707	-0.0557911	-0.0599797	-0.0566119	-0.0614107	-0.0589122	-0.0599797	-0.0573813	-0.0559722
12101	2.4202	-0.0571195	-0.0588949	-0.0583923	-0.058958	-0.0557833	-0.0599805	-0.0566075	-0.0614326	-0.0588949	-0.0599805	-0.057397	-0.0559635
12102	2.4204	-0.0571341	-0.0588776	-0.0584094	-0.0589453	-0.0557757	-0.0599812	-0.0566032	-0.0614543	-0.0588776	-0.0599812	-0.0574129	-0.0559551
12103	2.4206	-0.0571489	-0.0588604	-0.0584264	-0.0589325	-0.0557684	-0.059982	-0.0565992	-0.0614759	-0.0588604	-0.059982	-0.057429	-0.0559468
12104	2.4208	-0.0571639	-0.0588431	-0.0584435	-0.0589196	-0.0557612	-0.0599827	-0.0565953	-0.0614972	-0.0588431	-0.0599827	-0.0574453	-0.0559388
12105	2.421	-0.0571791	-0.0588258	-0.0584606	-0.0589065	-0.0557543	-0.0599834	-0.0565916	-0.0615184	-0.0588258	-0.0599834	-0.0574618	-0.0559309
12106	2.4212	-0.0571945	-0.0588084	-0.0584778	-0.0588934	-0.0557476	-0.059984	-0.0565881	-0.0615394	-0.0588084	-0.059984	-0.0574785	-0.0559233
12107	2.4214	-0.0572101	-0.0587911	-0.0584949	-0.0588801	-0.0557411	-0.0599846	-0.0565848	-0.0615602	-0.0587911	-0.0599846	-0.0574954	-0.0559159
12108	2.4216	-0.0572259	-0.0587737	-0.0585121	-0.0588667	-0.0557349	-0.0599852	-0.0565816	-0.0615809	-0.0587737	-0.0599852	-0.0575125	-0.0559087
12109	2.4218	-0.0572419	-0.0587563	-0.0585293	-0.0588532	-0.0557288	-0.0599858	-0.0565787	-0.0616013	-0.0587563	-0.0599858	-0.0575297	-0.0559016
12110	2.422	-0.0572581	-0.0587389	-0.0585466	-0.0588396	-0.055723	-0.0599864	-0.0565759	-0.0616216	-0.0587389	-0.0599864	-0.0575471	-0.0558948
12111	2.4222	-0.0572744	-0.0587214	-0.0585638	-0.0588258	-0.0557174	-0.0599869	-0.0565733	-0.0616416	-0.0587214	-0.0599869	-0.0575647	-0.0558882
12112	2.4224	-0.0572909	-0.0587038	-0.058581	-0.0588119	-0.0557119	-0.0599874	-0.0565708	-0.0616615	-0.0587038	-0.0599874	-0.0575825	-0.0558818
12113	2.4226	-0.0573076	-0.0586863	-0.0585983	-0.0587979	-0.0557067	-0.0599879	-0.0565685	-0.0616813	-0.0586863	-0.0599879	-0.0576004	-0.0558756
12114	2.4228	-0.0573244	-0.0586686	-0.0586155	-0.0587837	-0.0557017	-0.0599884	-0.0565664	-0.0617008	-0.0586686	-0.0599884	-0.0576185	-0.0558696
12115	2.423	-0.0573413	-0.0586509	-0.0586328	-0.0587694	-0.0556969	-0.0599888	-0.0565645	-0.0617202	-0.0586509	-0.0599888	-0.0576367	-0.0558637
12116	2.4232	-0.0573585	-0.0586332	-0.05865	-0.0587549	-0.0556923	-0.0599893	-0.0565627	-0.0617394	-0.0586332	-0.0599893	-0.0576551	-0.0558581
12117	2.4234	-0.0573757	-0.0586154	-0.0586673	-0.0587403	-0.0556879	-0.0599897	-0.056561	-0.0617584	-0.0586154	-0.0599897	-0.0576736	-0.0558527
12118	2.4236	-0.0573931	-0.0585975	-0.0586846	-0.0587256	-0.0556837	-0.0599901	-0.0565596	-0.0617772	-0.0585975	-0.0599901	-0.0576922	-0.0558474
12119	2.4238	-0.0574107	-0.0585795	-0.0587018	-0.0587107	-0.0556797	-0.0599905	-0.0565583	-0.0617959	-0.0585795	-0.0599905	-0.057711	-0.0558424
12120	2.424	-0.0574284	-0.0585615	-0.0587191	-0.0586956	-0.0556759	-0.0599909	-0.0565571	-0.0618144	-0.0585615	-0.0599909	-0.0577299	-0.0558375
12121	2.4242	-0.0574462	-0.0585433	-0.0587363	-0.0586804	-0.0556723	-0.0599912	-0.0565561	-0.0618328	-0.0585433	-0.0599912	-0.0577489	-0.0558328
12122	2.4244	-0.0574641	-0.0585251	-0.0587536	-0.058665	-0.0556688	-0.0599916	-0.0565552	-0.061851	-0.0585251	-0.0599916	-0.0577681	-0.0558283
12123	2.4246	-0.0574822	-0.0585068	-0.0587708	-0.0586495	-0.0556656	-0.0599919	-0.0565545	-0.0618691	-0.0585068	-0.0599919	-0.0577874	-0.055824
12124	2.4248	-0.0575004	-0.0584885	-0.0587881	-0.0586339	-0.0556625	-0.0599922	-0.0565539	-0.061887	-0.0584885	-0.0599922	-0.0578067	-0.0558198
12125	2.425	-0.0575187	-0.05847	-0.0588053	-0.058618	-0.0556597	-0.0599925	-0.0565534	-0.0619048	-0.05847	-0.0599925	-0.0578263	-0.0558159
12126	2.4252	-0.0575371	-0.0584514	-0.0588226	-0.058602	-0.055657	-0.0599928	-0.0565531	-0.0619224	-0.0584514	-0.0599928	-0.0578459	-0.0558121
12127	2.4254	-0.0575557	-0.0584327	-0.0588398	-0.0585858	-0.0556545	-0.0599931	-0.056553	-0.0619399	-0.0584327	-0.0599931	-0.0578656	-0.0558084
12128	2.4256	-0.0575743	-0.0584139	-0.058857	-0.0585695	-0.0556521	-0.0599934	-0.0565529	-0.0619572	-0.0584139	-0.0599934	-0.0578854	-0.055805
12129	2.4258	-0.0575931	-0.0583951	-0.0588743	-0.058553	-0.05565	-0.0599936	-0.056553	-0.0619745	-0.0583951	-0.0599936	-0.0579053	-0.0558017
12130	2.426	-0.0576119	-0.0583761	-0.0588915	-0.0585364	-0.055648	-0.0599939	-0.0565532	-0.0619915	-0.0583761	-0.0599939	-0.0579253	-0.0557986
12131	2.4262	-0.0576309	-0.0583569	-0.0589087	-0.0585195	-0.0556462	-0.0599941	-0.0565536	-0.0620085	-0.0583569	-0.0599941	-0.0579455	-0.0557957
12132	2.4264	-0.05765	-0.0583377	-0.058926	-0.0585025	-0.0556445	-0.0599943	-0.0565541	-0.0620254	-0.0583377	-0.0599943	-0.0579657	-0.0557929
12133	2.4266	-0.0576691	-0.0583184	-0.0589432	-0.0584853	-0.0556431	-0.0599946	-0.0565547	-0.0620421	-0.0583184	-0.0599946	-0.057986	-0.0557902
12134	2.4268	-0.0576884	-0.0582989	-0.0589604	-0.058468	-0.0556417	-0.0599948	-0.0565554	-0.0620587	-0.0582989	-0.0599948	-0.0580064	-0.0557878
12135	2.427	-0.0577078	-0.0582793	-0.0589776	-0.0584504	-0.0556406	-0.059995	-0.0565562	-0.0620753	-0.0582793	-0.059995	-0.0580269	-0.0557855
12136	2.4272	-0.0577272	-0.0582596	-0.0589948	-0.0584327	-0.0556396	-0.0599952	-0.0565572	-0.0620917	-0.0582596	-0.0599952	-0.0580474	-0.0557833
12137	2.4274	-0.0577468	-0.0582397	-0.0590121	-0.0584148	-0.0556388	-0.0599954	-0.0565582	-0.062108	-0.0582397	-0.0599954	-0.0580681	-0.0557813
12138	2.4276	-0.0577664	-0.0582198	-0.0590293	-0.0583967	-0.0556381	-0.0599956	-0.0565594	-0.0621242	-0.0582198	-0.0599956	-0.0580889	-0.0557795
12139	2.4278	-0.0577861	-0.0581997	-0.0590465	-0.0583785	-0.0556376	-0.0599957	-0.0565607	-0.0621403	-0.0581997	-0.0599957	-0.0581097	-0.0557778
12140	2.428	-0.0578059	-0.0581794	-0.0590637	-0.0583601	-0.0556372	-0.0599959	-0.0565621	-0.0621564	-0.0581794	-0.0599959	-0.0581306	-0.0557762
12141	2.4282	-0.0578259	-0.058159	-0.0590809	-0.0583414	-0.055637	-0.0599961	-0.0565636	-0.0621723	-0.058159	-0.0599961	-0.0581516	-0.0557748
12142	2.4284	-0.0578458	-0.0581385	-0.0590982	-0.0583226	-0.0556369	-0.0599962	-0.0565652	-0.0621882	-0.0581385	-0.0599962	-0.0581727	-0.0557735
12143	2.4286	-0.0578659	-0.0581179	-0.0591154	-0.0583036	-0.055637	-0.0599964	-0.0565669	-0.062204	-0.0581179	-0.0599964	-0.0581938	-0.0557724
12144	2.4288	-0.0578861	-0.0580971	-0.0591327	-0.0582844	-0.0556372	-0.0599965	-0.0565688	-0.0622197	-0.0580971	-0.0599965	-0.058215	-0.0557714
12145	2.429	-0.0579063	-0.0580761	-0.0591499	-0.058265	-0.0556375	-0.0599966	-0.0565707	-0.0622353	-0.0580761	-0.0599966	-0.0582363	-0.0557706
12146	2.4292	-0.0579267	-0.058055	-0.0591672	-0.0582455	-0.055638	-0.0599968	-0.0565727	-0.0622509	-0.058055	-0.0599968	-0.0582577	-0.0557699
12147	2.4294	-0.0579471	-0.0580338	-0.0591844	-0.0582257	-0.0556386	-0.0599969	-0.0565748	-0.0622664	-0.0580338	-0.0599969	-0.0582792	-0.0557693
12148	2.4296	-0.0579676	-0.0580124	-0.0592017	-0.0582057	-0.0556394	-0.059997	-0.056577	-0.0622818	-0.0580124	-0.059997	-0.0583007	-0.0557688
12149	2.4298	-0.0579882	-0.0579909	-0.059219	-0.0581856	-0.0556403	-0.0599971	-0.0565793	-0.0622972	-0.0579909	-0.0599971	-0.0583223	-0.0557685
12150	2.43	-0.0580088	-0.0579692	-0.0592363	-0.0581652	-0.0556413	-0.0599972	-0.0565817	-0.0623125	-0.0579692	-0.0599972	-0.058344	-0.0557683
12151	2.4302	-0.0580296	-0.0579473	-0.0592536	-0.0581446	-0.0556425	-0.0599974	-0.0565841	-0.0623278	-0.0579473	-0.0599974	-0.0583658	-0.0557682
12152	2.4304	-0.0580504	-0.0579253	-0.0592709	-0.0581239	-0.0556438	-0.0599975	-0.0565867	-0.062343	-0.0579253	-0.0599975	-0.0583876	-0.0557683
12153	2.4306	-0.0580713	-0.0579032	-0.0592883	-0.0581029	-0.0556452	-0.0599976	-0.0565893	-0.0623582	-0.0579032	-0.0599976	-0.0584095	-0.0557684
12154	2.4308	-0.0580923	-0.0578809	-0.0593056	-0.0580817	-0.0556467	-0.0599977	-0.056592	-0.0623733	-0.0578809	-0.0599977	-0.0584315	-0.0557687
12155	2.431	-0.0581134	-0.0578584	-0.059323	-0.0580603	-0.0556484	-0.0599977	-0.0565948	-0.0623884	-0.0578584	-0.0599977	-0.0584536	-0.0557691
12156	2.4312	-0.0581345	-0.0578358	-0.0593403	-0.0580387	-0.0556501	-0.0599978	-0.0565977	-0.0624034	-0.0578358	-0.0599978	-0.0584757	-0.0557697
12157	2.4314	-0.0581557	-0.0578129	-0.0593577	-0.0580169	-0.055652	-0.0599979	-0.0566006	-0.0624184	-0.0578129	-0.0599979	-0.0584979	-0.0557703
12158	2.4316	-0.0581771	-0.05779	-0.0593751	-0.0579949	-0.055654	-0.059998	-0.0566037	-0.0624334	-0.05779	-0.059998	-0.0585202	-0.055771
12159	2.4318	-0.0581985	-0.0577669	-0.0593926	-0.0579726	-0.0556562	-0.0599981	-0.0566068	-0.0624484	-0.0577669	-0.0599981	-0.0585426	-0.0557719
12160	2.432	-0.0582199	-0.0577436	-0.05941	-0.0579501	-0.0556584	-0.0599982	-0.0566099	-0.0624633	-0.0577436	-0.0599982	-0.058565	-0.0557729
12161	2.4322	-0.0582415	-0.0577201	-0.0594275	-0.0579274	-0.0556607	-0.0599982	-0.0566132	-0.0624782	-0.0577201	-0.0599982	-0.0585875	-0.0557739
12162	2.4324	-0.0582632	-0.0576965	-0.059445	-0.0579045	-0.0556632	-0.0599983	-0.0566165	-0.062493	-0.0576965	-0.0599983	-0.0586101	-0.0557751
12163	2.4326	-0.0582849	-0.0576727	-0.0594625	-0.0578814	-0.0556657	-0.0599984	-0.0566199	-0.0625079	-0.0576727	-0.0599984	-0.0586328	-0.0557764
12164	2.4328	-0.0583067	-0.0576487	-0.05948	-0.057858	-0.0556684	-0.0599984	-0.0566233	-0.0625227	-0.0576487	-0.0599984	-0.0586555	-0.0557777
12165	2.433	-0.0583286	-0.0576245	-0.0594976	-0.0578344	-0.0556711	-0.0599985	-0.0566268	-0.0625375	-0.0576245	-0.0599985	-0.0586783	-0.0557792
12166	2.4332	-0.0583506	-0.0576002	-0.0595151	-0.0578105	-0.055674	-0.0599985	-0.0566304	-0.0625523	-0.0576002	-0.0599985	-0.0587012	-0.0557808
12167	2.4334	-0.0583726	-0.0575757	-0.0595327	-0.0577864	-0.055677	-0.0599986	-0.056634	-0.062567	-0.0575757	-0.0599986	-0.0587242	-0.0557825
12168	2.4336	-0.0583948	-0.057551	-0.0595503	-0.057762	-0.05568	-0.0599987	-0.0566377	-0.0625818	-0.057551	-0.0599987	-0.0587473	-0.0557842
12169	2.4338	-0.058417	-0.0575262	-0.059568	-0.0577375	-0.0556832	-0.0599987	-0.0566415	-0.0625966	-0.0575262	-0.0599987	-0.0587704	-0.0557861
12170	2.434	-0.0584394	-0.0575012	-0.0595856	-0.0577126	-0.0556864	-0.0599988	-0.0566453	-0.0626113	-0.0575012	-0.0599988	-0.0587937	-0.055788
12171	2.4342	-0.0584618	-0.0574759	-0.0596033	-0.0576875	-0.0556898	-0.0599988	-0.0566491	-0.062626	-0.0574759	-0.0599988	-0.058817	-0.05579
12172	2.4344	-0.0584843	-0.0574505	-0.059621	-0.0576622	-0.0556932	-0.0599989	-0.0566531	-0.0626408	-0.0574505	-0.0599989	-0.0588403	-0.0557922
12173	2.4346	-0.0585069	-0.057425	-0.0596388	-0.0576365	-0.0556967	-0.0599989	-0.056657	-0.0626555	-0.057425	-0.0599989	-0.0588638	-0.0557944
12174	2.4348	-0.0585295	-0.0573992	-0.0596565	-0.0576107	-0.0557004	-0.0599989	-0.056661	-0.0626702	-0.0573992	-0.0599989	-0.0588874	-0.0557966
12175	2.435	-0.0585523	-0.0573732	-0.0596743	-0.0575845	-0.0557041	-0.059999	-0.0566651	-0.062685	-0.0573732	-0.059999	-0.058911	-0.055799
12176	2.4352	-0.0585752	-0.0573471	-0.0596922	-0.0575581	-0.0557078	-0.059999	-0.0566692	-0.0626997	-0.0573471	-0.059999	-0.0589347	-0.0558015
12177	2.4354	-0.0585981	-0.0573208	-0.05971	-0.0575314	-0.0557117	-0.0599991	-0.0566734	-0.0627144	-0.0573208	-0.0599991	-0.0589585	-0.055804
12178	2.4356	-0.0586211	-0.0572942	-0.0597279	-0.0575045	-0.0557157	-0.0599991	-0.0566776	-0.0627292	-0.0572942	-0.0599991	-0.0589824	-0.0558066
12179	2.4358	-0.0586443	-0.0572675	-0.0597458	-0.0574772	-0.0557197	-0.0599991	-0.0566818	-0.0627439	-0.0572675	-0.0599991	-0.0590064	-0.0558093
12180	2.436	-0.0586675	-0.0572406	-0.0597637	-0.0574497	-0.0557238	-0.0599992	-0.0566861	-0.0627587	-0.0572406	-0.0599992	-0.0590305	-0.055812
12181	2.4362	-0.0586908	-0.0572135	-0.0597817	-0.0574218	-0.055728	-0.0599992	-0.0566905	-0.0627734	-0.0572135	-0.0599992	-0.0590546	-0.0558148
12182	2.4364	-0.0587142	-0.0571862	-0.0597997	-0.0573937	-0.0557323	-0.0599992	-0.0566949	-0.0627882	-0.0571862	-0.0599992	-0.0590789	-0.0558177
12183	2.4366	-0.0587377	-0.0571587	-0.0598177	-0.0573653	-0.0557366	-0.0599993	-0.0566993	-0.062803	-0.0571587	-0.0599993	-0.0591032	-0.0558207
