TimeSlice	Time	R Knee flx Ia	R Knee ext Ia	R Knee ext Ia IN	R Knee flx Ia IN	R Knee ext Ib	R Knee flx Ib	R Knee MN flx	R Knee MN ext	R Knee MN flx RE	L Knee MN ext RE
13672	2.7344	-0.0573113	-0.0626416	-0.0599985	-0.0599979	-0.0577233	-0.0598469	-0.0407795	-0.0909567	-0.042936	-0.048419
13673	2.7346	-0.0573173	-0.0626408	-0.0599985	-0.0599979	-0.0577228	-0.0598468	-0.0408108	-0.0909556	-0.0429351	-0.0484203
13674	2.7348	-0.0573235	-0.0626401	-0.0599985	-0.0599979	-0.0577223	-0.0598468	-0.0408429	-0.0909543	-0.0429344	-0.0484215
13675	2.735	-0.0573299	-0.0626393	-0.0599985	-0.0599979	-0.0577217	-0.0598474	-0.0408758	-0.0909528	-0.0429337	-0.0484225
13676	2.7352	-0.0573364	-0.0626385	-0.0599985	-0.0599979	-0.0577212	-0.0598479	-0.0409095	-0.0909511	-0.0429332	-0.0484235
13677	2.7354	-0.0573431	-0.0626377	-0.0599985	-0.0599979	-0.0577206	-0.0598485	-0.040944	-0.0909493	-0.0429327	-0.0484244
13678	2.7356	-0.0573499	-0.0626369	-0.0599985	-0.0599979	-0.0577201	-0.059849	-0.0409794	-0.0909474	-0.0429324	-0.0484252
13679	2.7358	-0.0573569	-0.0626361	-0.0599985	-0.0599979	-0.0577196	-0.0598495	-0.0410154	-0.0909453	-0.0429322	-0.0484259
13680	2.736	-0.0573641	-0.0626353	-0.0599985	-0.0599979	-0.0577191	-0.0598507	-0.0410523	-0.090943	-0.0429321	-0.0484265
13681	2.7362	-0.0573714	-0.0626345	-0.0599985	-0.0599979	-0.0577186	-0.0598518	-0.0410899	-0.0909407	-0.0429321	-0.048427
13682	2.7364	-0.0573789	-0.0626336	-0.0599985	-0.0599979	-0.0577181	-0.0598529	-0.0411282	-0.0909381	-0.0429322	-0.0484274
13683	2.7366	-0.0573865	-0.0626328	-0.0599985	-0.0599979	-0.0577176	-0.059854	-0.0411673	-0.0909354	-0.0429324	-0.0484277
13684	2.7368	-0.0573942	-0.0626319	-0.0599985	-0.0599979	-0.0577171	-0.059855	-0.0412071	-0.0909326	-0.0429327	-0.0484279
13685	2.737	-0.0574021	-0.062631	-0.0599985	-0.0599979	-0.0577166	-0.0598568	-0.0412476	-0.0909297	-0.0429331	-0.048428
13686	2.7372	-0.0574101	-0.0626301	-0.0599985	-0.0599979	-0.0577161	-0.0598585	-0.0412889	-0.0909266	-0.0429337	-0.048428
13687	2.7374	-0.0574183	-0.0626292	-0.0599985	-0.0599979	-0.0577156	-0.0598601	-0.0413308	-0.0909234	-0.0429343	-0.0484279
13688	2.7376	-0.0574266	-0.0626283	-0.0599985	-0.0599979	-0.0577152	-0.0598617	-0.0413734	-0.09092	-0.042935	-0.0484277
13689	2.7378	-0.057435	-0.0626274	-0.0599985	-0.0599979	-0.0577147	-0.0598632	-0.0414166	-0.0909165	-0.0429358	-0.0484275
13690	2.738	-0.0574435	-0.0626264	-0.0599985	-0.0599979	-0.0577143	-0.0598656	-0.0414605	-0.0909129	-0.0429367	-0.0484271
13691	2.7382	-0.0574522	-0.0626255	-0.0599985	-0.0599979	-0.0577138	-0.0598678	-0.0415051	-0.0909092	-0.0429377	-0.0484266
13692	2.7384	-0.0574609	-0.0626246	-0.0599985	-0.0599979	-0.0577134	-0.0598699	-0.0415502	-0.0909054	-0.0429388	-0.0484261
13693	2.7386	-0.0574698	-0.0626236	-0.0599985	-0.0599979	-0.0577129	-0.059872	-0.0415961	-0.0909014	-0.04294	-0.0484255
13694	2.7388	-0.0574788	-0.0626226	-0.0599985	-0.0599979	-0.0577125	-0.059874	-0.0416425	-0.0908973	-0.0429413	-0.0484247
13695	2.739	-0.0574879	-0.0626216	-0.0599985	-0.0599979	-0.0577121	-0.0598768	-0.0416894	-0.0908931	-0.0429427	-0.0484239
13696	2.7392	-0.0574971	-0.0626207	-0.0599985	-0.0599979	-0.0577117	-0.0598796	-0.041737	-0.0908888	-0.0429442	-0.048423
13697	2.7394	-0.0575065	-0.0626197	-0.0599985	-0.0599979	-0.0577113	-0.0598822	-0.0417852	-0.0908843	-0.0429458	-0.048422
13698	2.7396	-0.0575159	-0.0626187	-0.0599985	-0.0599979	-0.0577109	-0.0598847	-0.041834	-0.0908798	-0.0429474	-0.048421
13699	2.7398	-0.0575254	-0.0626177	-0.0599985	-0.0599979	-0.0577105	-0.0598871	-0.0418832	-0.0908751	-0.0429492	-0.0484198
13700	2.74	-0.057535	-0.0626166	-0.0599985	-0.0599979	-0.0577101	-0.0598904	-0.041933	-0.0908704	-0.0429511	-0.0484186
13701	2.7402	-0.0575447	-0.0626156	-0.0599985	-0.0599979	-0.0577097	-0.0598936	-0.0419834	-0.0908655	-0.042953	-0.0484173
13702	2.7404	-0.0575545	-0.0626146	-0.0599985	-0.0599979	-0.0577094	-0.0598967	-0.0420343	-0.0908605	-0.042955	-0.0484159
13703	2.7406	-0.0575644	-0.0626135	-0.0599985	-0.0599979	-0.057709	-0.0598996	-0.0420857	-0.0908555	-0.0429571	-0.0484144
13704	2.7408	-0.0575743	-0.0626125	-0.0599985	-0.0599979	-0.0577087	-0.0599025	-0.0421375	-0.0908503	-0.0429593	-0.0484128
13705	2.741	-0.0575844	-0.0626115	-0.0599985	-0.0599979	-0.0577083	-0.0599062	-0.0421899	-0.090845	-0.0429616	-0.0484112
13706	2.7412	-0.0575945	-0.0626104	-0.0599985	-0.0599979	-0.057708	-0.0599098	-0.0422427	-0.0908397	-0.042964	-0.0484095
13707	2.7414	-0.0576047	-0.0626094	-0.0599985	-0.0599979	-0.0577077	-0.0599133	-0.042296	-0.0908342	-0.0429664	-0.0484077
13708	2.7416	-0.0576149	-0.0626083	-0.0599985	-0.0599979	-0.0577073	-0.0599166	-0.0423497	-0.0908287	-0.042969	-0.0484058
13709	2.7418	-0.0576252	-0.0626072	-0.0599985	-0.0599979	-0.057707	-0.0599198	-0.0424039	-0.0908231	-0.0429716	-0.0484038
13710	2.742	-0.0576356	-0.0626061	-0.0599985	-0.0599979	-0.0577067	-0.0599229	-0.0424584	-0.0908173	-0.0429743	-0.0484018
13711	2.7422	-0.0576461	-0.0626051	-0.0599985	-0.0599979	-0.0577064	-0.0599259	-0.0425134	-0.0908115	-0.0429771	-0.0483997
13712	2.7424	-0.0576566	-0.062604	-0.0599985	-0.0599979	-0.0577061	-0.0599288	-0.0425687	-0.0908056	-0.0429799	-0.0483975
13713	2.7426	-0.0576672	-0.0626029	-0.0599985	-0.0599979	-0.0577059	-0.0599316	-0.0426243	-0.0907997	-0.0429829	-0.0483952
13714	2.7428	-0.0576778	-0.0626018	-0.0599985	-0.0599979	-0.0577056	-0.0599343	-0.0426803	-0.0907936	-0.0429859	-0.0483929
13715	2.743	-0.0576885	-0.0626007	-0.0599985	-0.0599979	-0.0577053	-0.0599369	-0.0427366	-0.0907875	-0.042989	-0.0483905
13716	2.7432	-0.0576992	-0.0625997	-0.0599985	-0.0599979	-0.0577051	-0.0599394	-0.0427932	-0.0907813	-0.0429921	-0.048388
13717	2.7434	-0.05771	-0.0625986	-0.0599985	-0.0599979	-0.0577048	-0.0599417	-0.0428501	-0.090775	-0.0429954	-0.0483855
13718	2.7436	-0.0577208	-0.0625975	-0.0599985	-0.0599979	-0.0577046	-0.059944	-0.0429073	-0.0907687	-0.0429987	-0.0483829
13719	2.7438	-0.0577317	-0.0625964	-0.0599985	-0.0599979	-0.0577043	-0.0599462	-0.0429647	-0.0907622	-0.0430021	-0.0483802
13720	2.744	-0.0577426	-0.0625953	-0.0599985	-0.0599979	-0.0577041	-0.0599483	-0.0430223	-0.0907557	-0.0430056	-0.0483774
13721	2.7442	-0.0577535	-0.0625942	-0.0599985	-0.0599979	-0.0577039	-0.0599504	-0.0430802	-0.0907492	-0.0430091	-0.0483746
13722	2.7444	-0.0577645	-0.0625931	-0.0599985	-0.0599979	-0.0577037	-0.0599523	-0.0431384	-0.0907426	-0.0430127	-0.0483717
13723	2.7446	-0.0577755	-0.062592	-0.0599985	-0.0599979	-0.0577035	-0.0599542	-0.0431967	-0.0907359	-0.0430164	-0.0483688
13724	2.7448	-0.0577865	-0.0625909	-0.0599985	-0.0599979	-0.0577033	-0.059956	-0.0432552	-0.0907291	-0.0430201	-0.0483658
13725	2.745	-0.0577976	-0.0625898	-0.0599985	-0.0599979	-0.0577031	-0.0599577	-0.0433139	-0.0907223	-0.0430239	-0.0483627
13726	2.7452	-0.0578086	-0.0625887	-0.0599985	-0.0599979	-0.0577029	-0.0599594	-0.0433728	-0.0907154	-0.0430278	-0.0483595
13727	2.7454	-0.0578198	-0.0625876	-0.0599985	-0.0599979	-0.0577028	-0.059961	-0.0434319	-0.0907085	-0.0430318	-0.0483563
13728	2.7456	-0.0578309	-0.0625865	-0.0599985	-0.0599979	-0.0577026	-0.0599625	-0.0434911	-0.0907015	-0.0430358	-0.048353
13729	2.7458	-0.057842	-0.0625854	-0.0599985	-0.0599979	-0.0577025	-0.059964	-0.0435505	-0.0906944	-0.0430399	-0.0483497
13730	2.746	-0.0578532	-0.0625843	-0.0599985	-0.0599979	-0.0577034	-0.0599654	-0.04361	-0.0906874	-0.043044	-0.0483463
13731	2.7462	-0.0578643	-0.0625832	-0.0599985	-0.0599979	-0.0577044	-0.0599667	-0.0436697	-0.0906803	-0.0430483	-0.0483428
13732	2.7464	-0.0578755	-0.0625821	-0.0599985	-0.0599979	-0.0577052	-0.059968	-0.0437294	-0.0906733	-0.0430525	-0.0483393
13733	2.7466	-0.0578867	-0.062581	-0.0599985	-0.0599979	-0.0577061	-0.0599693	-0.0437893	-0.0906663	-0.0430569	-0.0483357
13734	2.7468	-0.0578979	-0.0625799	-0.0599985	-0.0599979	-0.0577069	-0.0599705	-0.0438493	-0.0906594	-0.0430613	-0.0483321
13735	2.747	-0.0579091	-0.0625788	-0.0599985	-0.0599979	-0.057707	-0.0599716	-0.0439093	-0.0906525	-0.0430657	-0.0483284
13736	2.7472	-0.0579202	-0.0625777	-0.0599985	-0.0599979	-0.0577072	-0.0599728	-0.0439695	-0.0906455	-0.0430703	-0.0483246
13737	2.7474	-0.0579314	-0.0625767	-0.0599985	-0.0599979	-0.0577073	-0.0599738	-0.0440297	-0.0906385	-0.0430748	-0.0483208
13738	2.7476	-0.0579426	-0.0625756	-0.0599985	-0.0599979	-0.0577075	-0.0599749	-0.04409	-0.0906315	-0.0430795	-0.0483169
13739	2.7478	-0.0579538	-0.0625745	-0.0599985	-0.0599979	-0.0577076	-0.0599758	-0.0441503	-0.0906244	-0.0430842	-0.048313
13740	2.748	-0.057965	-0.0625734	-0.0599985	-0.0599979	-0.0577075	-0.0599768	-0.0442107	-0.0906172	-0.0430889	-0.048309
13741	2.7482	-0.0579762	-0.0625724	-0.0599985	-0.0599979	-0.0577073	-0.0599777	-0.0442712	-0.09061	-0.0430937	-0.048305
13742	2.7484	-0.0579873	-0.0625713	-0.0599985	-0.0599979	-0.0577072	-0.0599786	-0.0443316	-0.0906027	-0.0430986	-0.0483009
13743	2.7486	-0.0579985	-0.0625702	-0.0599985	-0.0599979	-0.0577071	-0.0599794	-0.0443921	-0.0905954	-0.0431035	-0.0482968
13744	2.7488	-0.0580096	-0.0625692	-0.0599985	-0.0599979	-0.0577069	-0.0599802	-0.0444526	-0.090588	-0.0431085	-0.0482926
13745	2.749	-0.0580207	-0.0625681	-0.0599985	-0.0599979	-0.0577067	-0.059981	-0.0445131	-0.0905806	-0.0431135	-0.0482884
13746	2.7492	-0.0580318	-0.0625671	-0.0599985	-0.0599979	-0.0577064	-0.0599817	-0.0445736	-0.0905731	-0.0431186	-0.0482841
13747	2.7494	-0.0580429	-0.0625661	-0.0599985	-0.0599979	-0.0577062	-0.0599825	-0.0446341	-0.0905655	-0.0431237	-0.0482797
13748	2.7496	-0.058054	-0.062565	-0.0599985	-0.0599979	-0.057706	-0.0599831	-0.0446946	-0.0905579	-0.0431289	-0.0482753
13749	2.7498	-0.058065	-0.062564	-0.0599985	-0.0599979	-0.0577058	-0.0599838	-0.0447551	-0.0905502	-0.0431341	-0.0482709
13750	2.75	-0.058076	-0.062563	-0.0599985	-0.0599979	-0.0577054	-0.0599844	-0.0448155	-0.0905425	-0.0431394	-0.0482664
13751	2.7502	-0.058087	-0.062562	-0.0599985	-0.0599979	-0.0577051	-0.059985	-0.0448759	-0.0905347	-0.0431447	-0.0482619
13752	2.7504	-0.0580979	-0.062561	-0.0599985	-0.0599979	-0.0577048	-0.0599856	-0.0449362	-0.0905269	-0.0431501	-0.0482573
13753	2.7506	-0.0581089	-0.06256	-0.0599985	-0.0599979	-0.0577045	-0.0599862	-0.0449965	-0.090519	-0.0431555	-0.0482527
13754	2.7508	-0.0581198	-0.062559	-0.0599985	-0.0599979	-0.0577042	-0.0599867	-0.0450567	-0.090511	-0.043161	-0.048248
13755	2.751	-0.0581306	-0.062558	-0.0599985	-0.0599979	-0.0577038	-0.0599873	-0.0451168	-0.0905031	-0.0431665	-0.0482433
13756	2.7512	-0.0581415	-0.062557	-0.0599985	-0.0599979	-0.0577035	-0.0599878	-0.0451769	-0.090495	-0.0431721	-0.0482385
13757	2.7514	-0.0581523	-0.062556	-0.0599985	-0.0599979	-0.0577032	-0.0599882	-0.0452369	-0.090487	-0.0431777	-0.0482337
13758	2.7516	-0.058163	-0.062555	-0.0599985	-0.0599979	-0.0577028	-0.0599887	-0.0452968	-0.0904789	-0.0431833	-0.0482288
13759	2.7518	-0.0581738	-0.0625541	-0.0599985	-0.0599979	-0.0577025	-0.0599891	-0.0453566	-0.0904707	-0.043189	-0.048224
13760	2.752	-0.0581844	-0.0625531	-0.0599985	-0.0599979	-0.0577022	-0.0599896	-0.0454163	-0.0904625	-0.0431948	-0.048219
13761	2.7522	-0.0581951	-0.0625522	-0.0599985	-0.0599979	-0.0577018	-0.05999	-0.0454758	-0.0904543	-0.0432005	-0.048214
13762	2.7524	-0.0582057	-0.0625513	-0.0599985	-0.0599979	-0.0577015	-0.0599904	-0.0455353	-0.0904461	-0.0432063	-0.048209
13763	2.7526	-0.0582163	-0.0625503	-0.0599985	-0.0599979	-0.0577012	-0.0599907	-0.0455946	-0.0904378	-0.0432122	-0.0482039
13764	2.7528	-0.0582268	-0.0625494	-0.0599985	-0.0599979	-0.0577009	-0.0599911	-0.0456539	-0.0904295	-0.0432181	-0.0481988
13765	2.753	-0.0582373	-0.0625485	-0.0599985	-0.0599979	-0.0577005	-0.0599915	-0.0457129	-0.0904211	-0.043224	-0.0481937
13766	2.7532	-0.0582477	-0.0625476	-0.0599985	-0.0599979	-0.0577002	-0.0599918	-0.0457719	-0.0904128	-0.04323	-0.0481885
13767	2.7534	-0.0582581	-0.0625467	-0.0599985	-0.0599979	-0.0576999	-0.0599921	-0.0458307	-0.0904044	-0.043236	-0.0481833
13768	2.7536	-0.0582684	-0.0625458	-0.0599985	-0.0599979	-0.0576996	-0.0599924	-0.0458893	-0.090396	-0.043242	-0.048178
13769	2.7538	-0.0582787	-0.0625449	-0.0599985	-0.0599979	-0.0576993	-0.0599927	-0.0459478	-0.0903876	-0.0432481	-0.0481727
13770	2.754	-0.0582889	-0.0625441	-0.0599985	-0.0599979	-0.057699	-0.059993	-0.0460061	-0.0903792	-0.0432542	-0.0481674
13771	2.7542	-0.0582991	-0.0625432	-0.0599985	-0.0599979	-0.0576987	-0.0599933	-0.0460643	-0.0903707	-0.0432604	-0.0481621
13772	2.7544	-0.0583093	-0.0625424	-0.0599985	-0.0599979	-0.0576984	-0.0599935	-0.0461223	-0.0903623	-0.0432666	-0.0481566
13773	2.7546	-0.0583193	-0.0625415	-0.0599985	-0.0599979	-0.0576982	-0.0599938	-0.0461801	-0.0903538	-0.0432728	-0.0481512
13774	2.7548	-0.0583294	-0.0625407	-0.0599985	-0.0599979	-0.0576979	-0.059994	-0.0462377	-0.0903454	-0.043279	-0.0481457
13775	2.755	-0.0583394	-0.0625399	-0.0599985	-0.0599979	-0.0576976	-0.0599943	-0.0462952	-0.0903369	-0.0432853	-0.0481402
13776	2.7552	-0.0583493	-0.0625391	-0.0599985	-0.0599979	-0.0576974	-0.0599945	-0.0463524	-0.0903284	-0.0432916	-0.0481347
13777	2.7554	-0.0583591	-0.0625383	-0.0599985	-0.0599979	-0.0576972	-0.0599947	-0.0464094	-0.0903199	-0.043298	-0.0481291
13778	2.7556	-0.058369	-0.0625375	-0.0599985	-0.0599979	-0.0576969	-0.0599949	-0.0464663	-0.0903115	-0.0433043	-0.0481235
13779	2.7558	-0.0583787	-0.0625367	-0.0599985	-0.0599979	-0.0576967	-0.0599951	-0.0465229	-0.090303	-0.0433107	-0.0481179
13780	2.756	-0.0583884	-0.062536	-0.0599985	-0.0599979	-0.0576965	-0.0599953	-0.0465794	-0.0902945	-0.0433172	-0.0481122
13781	2.7562	-0.0583981	-0.0625352	-0.0599985	-0.0599979	-0.0576963	-0.0599955	-0.0466356	-0.0902861	-0.0433236	-0.0481065
13782	2.7564	-0.0584076	-0.0625345	-0.0599985	-0.0599979	-0.0576961	-0.0599957	-0.0466916	-0.0902776	-0.0433301	-0.0481008
13783	2.7566	-0.0584172	-0.0625337	-0.0599985	-0.0599979	-0.057696	-0.0599958	-0.0467474	-0.0902692	-0.0433366	-0.048095
13784	2.7568	-0.0584266	-0.062533	-0.0599985	-0.0599979	-0.0576958	-0.059996	-0.0468029	-0.0902607	-0.0433432	-0.0480892
13785	2.757	-0.058436	-0.0625323	-0.0599985	-0.0599979	-0.0576956	-0.0599962	-0.0468583	-0.0902523	-0.0433497	-0.0480834
13786	2.7572	-0.0584454	-0.0625316	-0.0599985	-0.0599979	-0.0576955	-0.0599963	-0.0469133	-0.0902439	-0.0433563	-0.0480776
13787	2.7574	-0.0584547	-0.0625309	-0.0599985	-0.0599979	-0.0576954	-0.0599965	-0.0469682	-0.0902355	-0.0433629	-0.0480717
13788	2.7576	-0.0584639	-0.0625302	-0.0599985	-0.0599979	-0.0576952	-0.0599966	-0.0470228	-0.0902271	-0.0433696	-0.0480658
13789	2.7578	-0.0584731	-0.0625296	-0.0599985	-0.0599979	-0.0576951	-0.0599967	-0.0470772	-0.0902188	-0.0433762	-0.0480599
13790	2.758	-0.0584822	-0.0625289	-0.0599985	-0.0599979	-0.057695	-0.0599969	-0.0471313	-0.0902104	-0.0433829	-0.0480539
13791	2.7582	-0.0584912	-0.0625283	-0.0599985	-0.0599979	-0.0576949	-0.059997	-0.0471852	-0.0902021	-0.0433896	-0.048048
13792	2.7584	-0.0585002	-0.0625276	-0.0599985	-0.0599979	-0.0576948	-0.0599971	-0.0472389	-0.0901938	-0.0433963	-0.048042
13793	2.7586	-0.0585091	-0.062527	-0.0599985	-0.0599979	-0.0576947	-0.0599972	-0.0472923	-0.0901855	-0.0434031	-0.0480359
13794	2.7588	-0.0585179	-0.0625264	-0.0599985	-0.0599979	-0.0576947	-0.0599973	-0.0473454	-0.0901772	-0.0434099	-0.0480299
13795	2.759	-0.0585267	-0.0625258	-0.0599985	-0.0599979	-0.0576946	-0.0599974	-0.0473983	-0.090169	-0.0434166	-0.0480238
13796	2.7592	-0.0585354	-0.0625252	-0.0599985	-0.0599979	-0.0576946	-0.0599975	-0.0474509	-0.0901608	-0.0434235	-0.0480177
13797	2.7594	-0.0585441	-0.0625246	-0.0599985	-0.0599979	-0.0576946	-0.0599976	-0.0475032	-0.0901526	-0.0434303	-0.0480116
13798	2.7596	-0.0585527	-0.0625241	-0.0599985	-0.0599979	-0.0576945	-0.0599977	-0.0475553	-0.0901445	-0.0434371	-0.0480055
13799	2.7598	-0.0585612	-0.0625235	-0.0599985	-0.0599979	-0.0576945	-0.0599978	-0.0476071	-0.0901363	-0.043444	-0.0479993
13800	2.76	-0.0585697	-0.062523	-0.0599985	-0.0599979	-0.0576945	-0.0599979	-0.0476587	-0.0901282	-0.0434509	-0.0479931
13801	2.7602	-0.0585781	-0.0625224	-0.0599985	-0.0599979	-0.0576945	-0.059998	-0.0477099	-0.0901202	-0.0434578	-0.0479869
13802	2.7604	-0.0585864	-0.0625219	-0.0599985	-0.0599979	-0.0576945	-0.0599981	-0.0477609	-0.0901121	-0.0434647	-0.0479807
13803	2.7606	-0.0585947	-0.0625214	-0.0599985	-0.0599979	-0.0576945	-0.0599981	-0.0478117	-0.0901041	-0.0434716	-0.0479745
13804	2.7608	-0.0586029	-0.0625209	-0.0599985	-0.0599979	-0.0576946	-0.0599982	-0.0478621	-0.0900961	-0.0434785	-0.0479682
13805	2.761	-0.0586111	-0.0625204	-0.0599985	-0.0599979	-0.0576946	-0.0599983	-0.0479123	-0.0900882	-0.0434855	-0.047962
13806	2.7612	-0.0586191	-0.06252	-0.0599985	-0.0599979	-0.0576947	-0.0599983	-0.0479622	-0.0900803	-0.0434925	-0.0479557
13807	2.7614	-0.0586271	-0.0625195	-0.0599985	-0.0599979	-0.0576947	-0.0599984	-0.0480118	-0.0900724	-0.0434995	-0.0479494
13808	2.7616	-0.0586351	-0.0625191	-0.0599985	-0.0599979	-0.0576948	-0.0599985	-0.0480611	-0.0900646	-0.0435064	-0.047943
13809	2.7618	-0.058643	-0.0625186	-0.0599985	-0.0599979	-0.0576949	-0.0599985	-0.0481102	-0.0900568	-0.0435135	-0.0479367
13810	2.762	-0.0586508	-0.0625182	-0.0599985	-0.0599979	-0.057695	-0.0599986	-0.048159	-0.090049	-0.0435205	-0.0479303
13811	2.7622	-0.0586586	-0.0625178	-0.0599985	-0.0599979	-0.0576951	-0.0599986	-0.0482074	-0.0900413	-0.0435275	-0.047924
13812	2.7624	-0.0586663	-0.0625174	-0.0599985	-0.0599979	-0.0576952	-0.0599987	-0.0482556	-0.0900336	-0.0435345	-0.0479176
13813	2.7626	-0.0586739	-0.062517	-0.0599985	-0.0599979	-0.0576953	-0.0599987	-0.0483036	-0.0900259	-0.0435416	-0.0479112
13814	2.7628	-0.0586814	-0.0625166	-0.0599985	-0.0599979	-0.0576954	-0.0599988	-0.0483512	-0.0900183	-0.0435487	-0.0479048
13815	2.763	-0.0586889	-0.0625162	-0.0599985	-0.0599979	-0.0576955	-0.0599988	-0.0483985	-0.0900107	-0.0435557	-0.0478984
13816	2.7632	-0.0586964	-0.0625159	-0.0599985	-0.0599979	-0.0576956	-0.0599989	-0.0484456	-0.0900031	-0.0435628	-0.0478919
13817	2.7634	-0.0587037	-0.0625155	-0.0599985	-0.0599979	-0.0576958	-0.0599989	-0.0484924	-0.0899956	-0.0435699	-0.0478855
13818	2.7636	-0.058711	-0.0625152	-0.0599985	-0.0599979	-0.0576959	-0.059999	-0.0485388	-0.0899882	-0.043577	-0.047879
13819	2.7638	-0.0587183	-0.0625149	-0.0599985	-0.0599979	-0.0576961	-0.059999	-0.048585	-0.0899807	-0.0435841	-0.0478725
13820	2.764	-0.0587255	-0.0625146	-0.0599985	-0.0599979	-0.0576962	-0.0599991	-0.0486309	-0.0899733	-0.0435912	-0.047866
13821	2.7642	-0.0587326	-0.0625143	-0.0599985	-0.0599979	-0.0576964	-0.0599991	-0.0486765	-0.089966	-0.0435983	-0.0478595
13822	2.7644	-0.0587396	-0.062514	-0.0599985	-0.0599979	-0.0576966	-0.0599991	-0.0487218	-0.0899587	-0.0436054	-0.047853
13823	2.7646	-0.0587466	-0.0625137	-0.0599985	-0.0599979	-0.0576968	-0.0599992	-0.0487669	-0.0899514	-0.0436125	-0.0478465
13824	2.7648	-0.0587536	-0.0625134	-0.0599985	-0.0599979	-0.0576969	-0.0599992	-0.0488116	-0.0899442	-0.0436197	-0.04784
13825	2.765	-0.0587604	-0.0625132	-0.0599985	-0.0599979	-0.0576972	-0.0599992	-0.0488561	-0.089937	-0.0436268	-0.0478334
13826	2.7652	-0.0587672	-0.0625129	-0.0599985	-0.0599979	-0.0576974	-0.0599993	-0.0489002	-0.0899298	-0.0436339	-0.0478269
13827	2.7654	-0.058774	-0.0625127	-0.0599985	-0.0599979	-0.0576976	-0.0599993	-0.0489441	-0.0899227	-0.0436411	-0.0478203
13828	2.7656	-0.0587807	-0.0625125	-0.0599985	-0.0599979	-0.0576978	-0.0599993	-0.0489877	-0.0899157	-0.0436482	-0.0478138
13829	2.7658	-0.0587873	-0.0625122	-0.0599985	-0.0599979	-0.057698	-0.0599993	-0.049031	-0.0899086	-0.0436554	-0.0478072
13830	2.766	-0.0587938	-0.062512	-0.0599985	-0.0599979	-0.0576982	-0.0599994	-0.049074	-0.0899016	-0.0436625	-0.0478006
13831	2.7662	-0.0588003	-0.0625118	-0.0599985	-0.0599979	-0.0576984	-0.0599994	-0.0491167	-0.0898947	-0.0436697	-0.0477941
13832	2.7664	-0.0588068	-0.0625117	-0.0599985	-0.0599979	-0.0576987	-0.0599994	-0.0491592	-0.0898878	-0.0436768	-0.0477875
13833	2.7666	-0.0588131	-0.0625115	-0.0599985	-0.0599979	-0.0576989	-0.0599994	-0.0492013	-0.0898809	-0.043684	-0.0477809
13834	2.7668	-0.0588195	-0.0625113	-0.0599985	-0.0599979	-0.0576991	-0.0599995	-0.0492432	-0.0898741	-0.0436911	-0.0477743
13835	2.767	-0.0588257	-0.0625112	-0.0599985	-0.0599979	-0.0576994	-0.0599995	-0.0492847	-0.0898673	-0.0436983	-0.0477677
13836	2.7672	-0.0588319	-0.062511	-0.0599985	-0.0599979	-0.0576996	-0.0599995	-0.049326	-0.0898606	-0.0437054	-0.0477611
13837	2.7674	-0.0588381	-0.0625109	-0.0599985	-0.0599979	-0.0576999	-0.0599995	-0.049367	-0.0898539	-0.0437126	-0.0477545
13838	2.7676	-0.0588441	-0.0625108	-0.0599985	-0.0599979	-0.0577001	-0.0599995	-0.0494078	-0.0898472	-0.0437197	-0.0477478
13839	2.7678	-0.0588502	-0.0625107	-0.0599985	-0.0599979	-0.0577004	-0.0599996	-0.0494482	-0.0898406	-0.0437269	-0.0477412
13840	2.768	-0.0588561	-0.0625106	-0.0599985	-0.0599979	-0.0577007	-0.0599996	-0.0494884	-0.0898341	-0.043734	-0.0477346
13841	2.7682	-0.058862	-0.0625105	-0.0599985	-0.0599979	-0.057701	-0.0599996	-0.0495283	-0.0898275	-0.0437412	-0.047728
13842	2.7684	-0.0588679	-0.0625104	-0.0599985	-0.0599979	-0.0577012	-0.0599996	-0.0495679	-0.089821	-0.0437483	-0.0477213
13843	2.7686	-0.0588737	-0.0625103	-0.0599985	-0.0599979	-0.0577015	-0.0599996	-0.0496072	-0.0898146	-0.0437554	-0.0477147
13844	2.7688	-0.0588794	-0.0625103	-0.0599985	-0.0599979	-0.0577018	-0.0599996	-0.0496462	-0.0898082	-0.0437626	-0.0477081
13845	2.769	-0.0588851	-0.0625102	-0.0599985	-0.0599979	-0.0577021	-0.0599997	-0.049685	-0.0898018	-0.0437697	-0.0477014
13846	2.7692	-0.0588908	-0.0625102	-0.0599985	-0.0599979	-0.0577024	-0.0599997	-0.0497235	-0.0897955	-0.0437768	-0.0476948
13847	2.7694	-0.0588963	-0.0625102	-0.0599985	-0.0599979	-0.0577027	-0.0599997	-0.0497617	-0.0897892	-0.0437839	-0.0476882
13848	2.7696	-0.0589018	-0.0625101	-0.0599985	-0.0599979	-0.057703	-0.0599997	-0.0497997	-0.089783	-0.0437911	-0.0476815
13849	2.7698	-0.0589073	-0.0625101	-0.0599985	-0.0599979	-0.0577032	-0.0599997	-0.0498373	-0.0897768	-0.0437982	-0.0476749
13850	2.77	-0.0589127	-0.0625101	-0.0599985	-0.0599979	-0.0577036	-0.0599997	-0.0498747	-0.0897706	-0.0438053	-0.0476683
13851	2.7702	-0.0589181	-0.0625101	-0.0599985	-0.0599979	-0.0577039	-0.0599997	-0.0499119	-0.0897645	-0.0438124	-0.0476616
