TimeSlice	Time	R Knee flx Ia	R Knee ext Ia	R Knee ext Ia IN	R Knee flx Ia IN	R Knee ext Ib	R Knee flx Ib	R Knee MN flx	R Knee MN ext	R Knee MN flx RE	L Knee MN ext RE
0	0	-0.0596848	-0.0596848	-0.06	-0.06	-0.06	-0.06	-0.0876866	-0.0876866	-0.0529905	-0.0529905
1	0.0002	-0.0593893	-0.0593893	-0.06	-0.0599999	-0.06	-0.06	-0.0779261	-0.0779261	-0.0533226	-0.0533226
2	0.0004	-0.0591127	-0.0591127	-0.0599999	-0.0599998	-0.06	-0.06	-0.0702105	-0.0702118	-0.0536006	-0.0536006
3	0.0006	-0.0588541	-0.0588541	-0.0599999	-0.0599998	-0.06	-0.06	-0.0641349	-0.0641391	-0.0538344	-0.0538344
4	0.0008	-0.0586125	-0.0586125	-0.0599998	-0.0599997	-0.06	-0.06	-0.0593771	-0.0593861	-0.0540321	-0.0540321
5	0.001	-0.0583872	-0.0583872	-0.0599998	-0.0599996	-0.0599902	-0.06	-0.0556811	-0.0556967	-0.0542001	-0.0542002
6	0.0012	-0.0581772	-0.0581772	-0.0599997	-0.0599996	-0.0599808	-0.06	-0.0528436	-0.0528671	-0.0543438	-0.0543439
7	0.0014	-0.0579816	-0.0579817	-0.0599997	-0.0599995	-0.0599718	-0.06	-0.0507031	-0.0507357	-0.0544675	-0.0544677
8	0.0016	-0.0577997	-0.0577997	-0.0599997	-0.0599994	-0.0599631	-0.06	-0.049131	-0.0491742	-0.0545747	-0.0545749
9	0.0018	-0.0576415	-0.0576434	-0.0599996	-0.0599994	-0.0599548	-0.06	-0.0480251	-0.0480802	-0.0546683	-0.0546687
10	0.002	-0.0575136	-0.0575177	-0.0599996	-0.0599993	-0.0599312	-0.059997	-0.0473008	-0.0473698	-0.0547507	-0.0547513
11	0.0022	-0.0574132	-0.0574196	-0.0599996	-0.0599993	-0.0599084	-0.0599941	-0.0468892	-0.0469737	-0.054824	-0.0548247
12	0.0024	-0.0573375	-0.0573466	-0.0599995	-0.0599992	-0.0598866	-0.0599913	-0.0467349	-0.0468368	-0.0548896	-0.0548906
13	0.0026	-0.0572842	-0.0572962	-0.0599995	-0.0599992	-0.0598656	-0.0599886	-0.0467935	-0.0469149	-0.0549491	-0.0549504
14	0.0028	-0.0572511	-0.0572662	-0.0599995	-0.0599991	-0.0598455	-0.059986	-0.0470292	-0.0471724	-0.0550035	-0.0550051
15	0.003	-0.057236	-0.0572545	-0.0599995	-0.0599991	-0.0598209	-0.0599721	-0.0474128	-0.0475806	-0.0550538	-0.0550558
16	0.0032	-0.057237	-0.0572592	-0.0599994	-0.059999	-0.0597973	-0.0599587	-0.0479201	-0.048116	-0.0551007	-0.0551031
17	0.0034	-0.0572524	-0.0572786	-0.0599994	-0.059999	-0.0597747	-0.0599458	-0.0485319	-0.0487595	-0.0551448	-0.0551478
18	0.0036	-0.0572807	-0.0573111	-0.0599994	-0.0599989	-0.0597529	-0.0599334	-0.0492324	-0.0494958	-0.0551868	-0.0551904
19	0.0038	-0.0573203	-0.0573553	-0.0599994	-0.0599989	-0.059732	-0.0599215	-0.0500087	-0.0503121	-0.055227	-0.0552314
20	0.004	-0.05737	-0.0574098	-0.0599993	-0.0599989	-0.0597081	-0.0598995	-0.0508499	-0.051198	-0.0552659	-0.0552711
21	0.0042	-0.0574284	-0.0574733	-0.0599993	-0.0599988	-0.0596852	-0.0598784	-0.0517461	-0.0521446	-0.0553037	-0.0553098
22	0.0044	-0.0574944	-0.0575448	-0.0599993	-0.0599988	-0.0596632	-0.0598581	-0.0526896	-0.0531445	-0.0553408	-0.055348
23	0.0046	-0.057567	-0.0576233	-0.0599993	-0.0599987	-0.059642	-0.0598386	-0.0536739	-0.0541915	-0.0553773	-0.0553858
24	0.0048	-0.0576452	-0.0577077	-0.0599993	-0.0599987	-0.0596217	-0.0598199	-0.0546933	-0.0552805	-0.0554135	-0.0554234
25	0.005	-0.0577282	-0.0577973	-0.0599992	-0.0599987	-0.0595986	-0.0597964	-0.0557427	-0.0564069	-0.0554495	-0.055461
26	0.0052	-0.0578152	-0.0578912	-0.0599992	-0.0599987	-0.0595764	-0.0597739	-0.0568173	-0.0575665	-0.0554855	-0.0554987
27	0.0054	-0.0579053	-0.0579887	-0.0599992	-0.0599986	-0.0595551	-0.0597523	-0.0579131	-0.0587559	-0.0555215	-0.0555367
28	0.0056	-0.057998	-0.0580892	-0.0599992	-0.0599986	-0.0595346	-0.0597315	-0.0590264	-0.0599719	-0.0555576	-0.0555751
29	0.0058	-0.0580926	-0.058192	-0.0599992	-0.0599986	-0.059515	-0.0597116	-0.0601539	-0.0612117	-0.0555939	-0.055614
30	0.006	-0.0581885	-0.0582966	-0.0599992	-0.0599985	-0.0594919	-0.0596931	-0.0612924	-0.0624728	-0.0556305	-0.0556534
31	0.0062	-0.0582852	-0.0584025	-0.0599991	-0.0599985	-0.0594697	-0.0596753	-0.062439	-0.0637525	-0.0556674	-0.0556935
32	0.0064	-0.0583823	-0.0585091	-0.0599991	-0.0599985	-0.0594484	-0.0596583	-0.0635909	-0.0650484	-0.0557046	-0.0557343
33	0.0066	-0.0584792	-0.0586161	-0.0599991	-0.0599985	-0.059428	-0.0596419	-0.0647453	-0.0663586	-0.0557422	-0.0557757
34	0.0068	-0.0585756	-0.0587231	-0.0599991	-0.0599985	-0.0594083	-0.0596262	-0.0658994	-0.0676803	-0.0557801	-0.055818
35	0.007	-0.0586711	-0.0588297	-0.0599991	-0.0599984	-0.0593845	-0.059616	-0.0670507	-0.0690111	-0.0558184	-0.055861
36	0.0072	-0.0587654	-0.0589351	-0.0599991	-0.0599984	-0.0593617	-0.0596062	-0.0681972	-0.0703429	-0.055857	-0.0559049
37	0.0074	-0.0588582	-0.0590343	-0.0599991	-0.0599984	-0.0593398	-0.0595968	-0.0693363	-0.0715973	-0.0558959	-0.0559495
38	0.0076	-0.0589492	-0.0591277	-0.059999	-0.0599984	-0.0593187	-0.0595877	-0.0704662	-0.0727793	-0.0559351	-0.0559947
39	0.0078	-0.0590383	-0.0592155	-0.059999	-0.0599984	-0.0592985	-0.0595791	-0.0715848	-0.0738934	-0.0559746	-0.0560402
40	0.008	-0.0591253	-0.0592981	-0.059999	-0.0599983	-0.0592701	-0.0595758	-0.0726904	-0.074944	-0.0560143	-0.0560858
41	0.0082	-0.0592092	-0.0593756	-0.059999	-0.0599983	-0.0592428	-0.0595727	-0.0737697	-0.0759345	-0.0560543	-0.0561312
42	0.0084	-0.0592883	-0.0594484	-0.059999	-0.0599983	-0.0592165	-0.0595697	-0.0747907	-0.0768688	-0.0560943	-0.0561763
43	0.0086	-0.0593628	-0.0595167	-0.059999	-0.0599983	-0.0591913	-0.0595669	-0.0757574	-0.0777507	-0.0561344	-0.0562209
44	0.0088	-0.0594328	-0.0595808	-0.059999	-0.0599983	-0.0591671	-0.0595641	-0.0766732	-0.0785836	-0.0561742	-0.0562649
45	0.009	-0.0594988	-0.059641	-0.059999	-0.0599983	-0.0591401	-0.0595666	-0.0775414	-0.0793707	-0.0562137	-0.0563082
46	0.0092	-0.0595609	-0.0596975	-0.059999	-0.0599982	-0.0591142	-0.0595691	-0.0783658	-0.0801147	-0.0562527	-0.0563507
47	0.0094	-0.0596194	-0.0597505	-0.059999	-0.0599982	-0.0590893	-0.0595715	-0.079149	-0.0808184	-0.0562912	-0.0563922
48	0.0096	-0.0596743	-0.0598002	-0.059999	-0.0599982	-0.0590653	-0.0595737	-0.0798935	-0.0814842	-0.056329	-0.0564328
49	0.0098	-0.0597261	-0.0598468	-0.0599989	-0.0599982	-0.0590423	-0.0595759	-0.0806018	-0.0821146	-0.0563661	-0.0564724
50	0.01	-0.0597748	-0.0598905	-0.0599989	-0.0599982	-0.0590172	-0.0595829	-0.0812759	-0.0827116	-0.0564025	-0.0565108
51	0.0102	-0.0598206	-0.0599315	-0.0599989	-0.0599982	-0.058993	-0.0595897	-0.0819185	-0.0832771	-0.056438	-0.0565481
52	0.0104	-0.0598637	-0.0599699	-0.0599989	-0.0599982	-0.0589698	-0.0595962	-0.0825314	-0.0838128	-0.0564726	-0.0565842
53	0.0106	-0.0599042	-0.0600058	-0.0599989	-0.0599982	-0.0589475	-0.0596024	-0.0831164	-0.0843207	-0.0565063	-0.056619
54	0.0108	-0.0599423	-0.0600396	-0.0599989	-0.0599982	-0.0589261	-0.0596084	-0.0836753	-0.0848022	-0.056539	-0.0566527
55	0.011	-0.0599786	-0.0600711	-0.0599989	-0.0599982	-0.0589028	-0.0596185	-0.0842113	-0.085259	-0.0565708	-0.0566851
56	0.0112	-0.0600129	-0.0601007	-0.0599989	-0.0599981	-0.0588804	-0.0596283	-0.0847261	-0.0856921	-0.0566016	-0.0567163
57	0.0114	-0.0600455	-0.0601285	-0.0599989	-0.0599981	-0.0588589	-0.0596377	-0.0852204	-0.0861036	-0.0566314	-0.0567461
58	0.0116	-0.0600764	-0.0601549	-0.0599989	-0.0599981	-0.0588382	-0.0596468	-0.0856953	-0.0864958	-0.0566603	-0.0567747
59	0.0118	-0.0601058	-0.0601798	-0.0599989	-0.0599981	-0.0588183	-0.0596554	-0.0861515	-0.0868695	-0.0566881	-0.0568021
60	0.012	-0.0601336	-0.0602034	-0.0599989	-0.0599981	-0.0587969	-0.0596677	-0.0865897	-0.0872256	-0.056715	-0.0568282
61	0.0122	-0.06016	-0.0602258	-0.0599989	-0.0599981	-0.0587763	-0.0596794	-0.0870114	-0.0875647	-0.0567409	-0.056853
62	0.0124	-0.060185	-0.060247	-0.0599989	-0.0599981	-0.0587566	-0.0596907	-0.0874172	-0.0878876	-0.0567658	-0.0568766
63	0.0126	-0.0602087	-0.0602671	-0.0599989	-0.0599981	-0.0587376	-0.0597016	-0.0878076	-0.088195	-0.0567897	-0.056899
64	0.0128	-0.0602312	-0.0602861	-0.0599989	-0.0599981	-0.0587194	-0.059712	-0.0881834	-0.0884877	-0.0568126	-0.0569202
65	0.013	-0.0602525	-0.0603041	-0.0599988	-0.0599981	-0.0586999	-0.0597233	-0.0885451	-0.0887664	-0.0568346	-0.0569402
66	0.0132	-0.0602727	-0.0603212	-0.0599988	-0.0599981	-0.0586812	-0.0597342	-0.0888935	-0.0890316	-0.0568557	-0.056959
67	0.0134	-0.0602918	-0.0603374	-0.0599988	-0.0599981	-0.0586633	-0.0597446	-0.089229	-0.0892838	-0.0568758	-0.0569766
68	0.0136	-0.06031	-0.0603527	-0.0599988	-0.0599981	-0.058646	-0.0597546	-0.0895522	-0.0895237	-0.0568951	-0.0569932
69	0.0138	-0.0603272	-0.0603672	-0.0599988	-0.0599981	-0.0586295	-0.0597642	-0.0898635	-0.0897518	-0.0569134	-0.0570085
70	0.014	-0.0603435	-0.060381	-0.0599988	-0.059998	-0.058612	-0.0597735	-0.0901635	-0.0899688	-0.0569308	-0.0570228
71	0.0142	-0.0603589	-0.060394	-0.0599988	-0.059998	-0.0585952	-0.0597824	-0.0904524	-0.090175	-0.0569473	-0.057036
72	0.0144	-0.0603736	-0.0604064	-0.0599988	-0.059998	-0.058579	-0.0597909	-0.0907307	-0.0903709	-0.056963	-0.0570481
73	0.0146	-0.0603875	-0.0604181	-0.0599988	-0.059998	-0.0585635	-0.0597991	-0.0909989	-0.090557	-0.0569778	-0.0570592
74	0.0148	-0.0604006	-0.0604293	-0.0599988	-0.059998	-0.0585486	-0.059807	-0.0912573	-0.0907337	-0.0569918	-0.0570692
75	0.015	-0.0604131	-0.0604398	-0.0599988	-0.059998	-0.0585331	-0.0598145	-0.0915063	-0.0909016	-0.057005	-0.0570782
76	0.0152	-0.0604249	-0.0604499	-0.0599988	-0.059998	-0.0585181	-0.0598218	-0.0917461	-0.0910608	-0.0570174	-0.0570863
77	0.0154	-0.0604361	-0.0604594	-0.0599988	-0.059998	-0.0585037	-0.0598288	-0.0919772	-0.0912119	-0.057029	-0.0570934
78	0.0156	-0.0604467	-0.0604685	-0.0599988	-0.059998	-0.0584899	-0.0598355	-0.0921999	-0.0913551	-0.0570398	-0.0570995
79	0.0158	-0.0604568	-0.0604772	-0.0599988	-0.059998	-0.0584766	-0.059842	-0.0924145	-0.091491	-0.0570498	-0.0571047
80	0.016	-0.0604663	-0.0604854	-0.0599988	-0.059998	-0.0584629	-0.0598482	-0.0926212	-0.0916197	-0.0570591	-0.057109
81	0.0162	-0.0604754	-0.0604933	-0.0599988	-0.059998	-0.0584496	-0.0598541	-0.0928204	-0.0917416	-0.0570677	-0.0571125
82	0.0164	-0.060484	-0.0605007	-0.0599988	-0.059998	-0.0584369	-0.0598598	-0.0930124	-0.0918571	-0.0570756	-0.0571151
83	0.0166	-0.0604922	-0.0605079	-0.0599988	-0.059998	-0.0584247	-0.0598653	-0.0931973	-0.0919663	-0.0570827	-0.0571168
84	0.0168	-0.0605	-0.0605147	-0.0599988	-0.059998	-0.058413	-0.0598706	-0.0933754	-0.0920696	-0.0570892	-0.0571177
85	0.017	-0.0605073	-0.0605213	-0.0599988	-0.059998	-0.058401	-0.0598757	-0.0935471	-0.0921673	-0.057095	-0.0571178
86	0.0172	-0.0605143	-0.0605275	-0.0599988	-0.059998	-0.0583894	-0.0598806	-0.0937124	-0.0922596	-0.0571002	-0.0571172
87	0.0174	-0.060521	-0.0605335	-0.0599988	-0.059998	-0.0583783	-0.0598852	-0.0938717	-0.0923468	-0.0571047	-0.0571158
88	0.0176	-0.0605274	-0.0605393	-0.0599988	-0.059998	-0.0583677	-0.0598897	-0.0940251	-0.092429	-0.0571086	-0.0571136
89	0.0178	-0.0605334	-0.0605448	-0.0599988	-0.059998	-0.0583575	-0.0598941	-0.0941729	-0.0925066	-0.0571118	-0.0571108
90	0.018	-0.0605392	-0.0605502	-0.0599988	-0.059998	-0.0583471	-0.0598982	-0.0943153	-0.0925797	-0.0571145	-0.0571072
91	0.0182	-0.0605447	-0.0605553	-0.0599988	-0.059998	-0.0583371	-0.0599022	-0.0944524	-0.0926486	-0.0571166	-0.057103
92	0.0184	-0.0605499	-0.0605603	-0.0599988	-0.059998	-0.0583276	-0.059906	-0.0945844	-0.0927134	-0.0571181	-0.0570981
93	0.0186	-0.0605549	-0.0605651	-0.0599988	-0.059998	-0.0583184	-0.0599097	-0.0947115	-0.0927744	-0.0571191	-0.0570926
94	0.0188	-0.0605597	-0.0605697	-0.0599988	-0.059998	-0.0583095	-0.0599133	-0.0948339	-0.0928316	-0.0571195	-0.0570864
95	0.019	-0.0605643	-0.0605743	-0.0599988	-0.059998	-0.0583007	-0.0599167	-0.0949517	-0.0928854	-0.0571194	-0.0570797
96	0.0192	-0.0605687	-0.0605786	-0.0599988	-0.059998	-0.0582923	-0.0599199	-0.0950652	-0.0929358	-0.0571187	-0.0570724
97	0.0194	-0.0605729	-0.0605829	-0.0599988	-0.059998	-0.0582842	-0.0599231	-0.0951744	-0.092983	-0.0571176	-0.0570645
98	0.0196	-0.0605769	-0.0605871	-0.0599987	-0.059998	-0.0582764	-0.0599261	-0.0952794	-0.0930272	-0.057116	-0.0570561
99	0.0198	-0.0605808	-0.0605911	-0.0599987	-0.059998	-0.0582689	-0.059929	-0.0953806	-0.0930685	-0.0571138	-0.0570471
100	0.02	-0.0605846	-0.0605951	-0.0599987	-0.059998	-0.0582616	-0.0599318	-0.0954778	-0.0931071	-0.0571113	-0.0570376
101	0.0202	-0.0605882	-0.060599	-0.0599987	-0.059998	-0.0582545	-0.0599344	-0.0955714	-0.0931431	-0.0571082	-0.0570277
102	0.0204	-0.0605917	-0.0606028	-0.0599987	-0.059998	-0.0582477	-0.059937	-0.0956615	-0.0931766	-0.0571047	-0.0570172
103	0.0206	-0.0605951	-0.0606066	-0.0599987	-0.059998	-0.0582413	-0.0599395	-0.095748	-0.0932077	-0.0571008	-0.0570063
104	0.0208	-0.0605983	-0.0606103	-0.0599987	-0.059998	-0.058235	-0.0599419	-0.0958313	-0.0932366	-0.0570964	-0.056995
105	0.021	-0.060601	-0.0606139	-0.0599987	-0.059998	-0.0582291	-0.0599441	-0.0959008	-0.0932633	-0.0570917	-0.0569832
106	0.0212	-0.060603	-0.0606176	-0.0599987	-0.0599979	-0.0582234	-0.0599463	-0.0959558	-0.093288	-0.0570865	-0.056971
107	0.0214	-0.0606045	-0.0606211	-0.0599987	-0.0599979	-0.058218	-0.0599484	-0.095997	-0.0933109	-0.0570808	-0.0569584
108	0.0216	-0.0606053	-0.0606246	-0.0599987	-0.0599979	-0.0582128	-0.0599505	-0.0960248	-0.0933319	-0.0570746	-0.0569454
109	0.0218	-0.0606057	-0.0606281	-0.0599987	-0.0599979	-0.0582077	-0.0599524	-0.09604	-0.0933511	-0.0570679	-0.056932
110	0.022	-0.0606055	-0.0606316	-0.0599987	-0.0599979	-0.0582032	-0.0599543	-0.0960429	-0.0933688	-0.0570607	-0.0569183
111	0.0222	-0.0606048	-0.0606351	-0.0599987	-0.0599979	-0.0581988	-0.0599561	-0.0960342	-0.0933849	-0.0570529	-0.0569043
112	0.0224	-0.0606037	-0.0606385	-0.0599987	-0.0599979	-0.0581946	-0.0599578	-0.0960144	-0.0933995	-0.0570445	-0.0568899
113	0.0226	-0.0606021	-0.0606419	-0.0599987	-0.0599979	-0.0581905	-0.0599594	-0.095984	-0.0934128	-0.0570355	-0.0568752
114	0.0228	-0.0606001	-0.0606454	-0.0599987	-0.0599979	-0.0581866	-0.059961	-0.0959434	-0.0934248	-0.0570259	-0.0568602
115	0.023	-0.0605978	-0.0606484	-0.0599987	-0.0599979	-0.0581833	-0.0599626	-0.0958931	-0.0934283	-0.0570158	-0.056845
116	0.0232	-0.0605951	-0.0606507	-0.0599987	-0.0599979	-0.0581801	-0.059964	-0.0958337	-0.0934161	-0.057005	-0.0568294
117	0.0234	-0.0605921	-0.0606524	-0.0599987	-0.0599979	-0.058177	-0.0599654	-0.0957655	-0.0933893	-0.0569935	-0.0568136
118	0.0236	-0.0605887	-0.0606534	-0.0599987	-0.0599979	-0.0581741	-0.0599668	-0.0956891	-0.093349	-0.0569815	-0.0567974
119	0.0238	-0.0605851	-0.0606539	-0.0599987	-0.0599979	-0.0581712	-0.0599681	-0.0956049	-0.0932961	-0.0569688	-0.0567807
120	0.024	-0.0605813	-0.0606538	-0.0599987	-0.0599979	-0.058169	-0.0599693	-0.0955135	-0.0932317	-0.0569555	-0.0567637
121	0.0242	-0.0605772	-0.0606532	-0.0599987	-0.0599979	-0.0581668	-0.0599705	-0.0954152	-0.0931568	-0.0569416	-0.0567463
122	0.0244	-0.0605729	-0.0606522	-0.0599987	-0.0599979	-0.0581648	-0.0599717	-0.0953107	-0.0930723	-0.0569271	-0.0567284
123	0.0246	-0.0605684	-0.0606509	-0.0599987	-0.0599979	-0.0581628	-0.0599728	-0.0952005	-0.0929791	-0.056912	-0.0567102
124	0.0248	-0.0605638	-0.0606491	-0.0599987	-0.0599979	-0.0581609	-0.0599739	-0.0950849	-0.0928781	-0.0568963	-0.0566914
125	0.025	-0.060559	-0.0606471	-0.0599987	-0.0599979	-0.0581596	-0.0599749	-0.0949645	-0.09277	-0.05688	-0.0566722
126	0.0252	-0.0605541	-0.0606448	-0.0599987	-0.0599979	-0.0581584	-0.0599759	-0.0948398	-0.0926556	-0.0568631	-0.0566526
127	0.0254	-0.0605492	-0.0606423	-0.0599987	-0.0599979	-0.0581572	-0.0599768	-0.0947113	-0.0925358	-0.0568456	-0.0566325
128	0.0256	-0.0605442	-0.0606395	-0.0599987	-0.0599979	-0.058156	-0.0599777	-0.0945792	-0.0924111	-0.0568277	-0.056612
129	0.0258	-0.0605391	-0.0606366	-0.0599987	-0.0599979	-0.0581549	-0.0599786	-0.0944442	-0.0922823	-0.0568092	-0.0565911
130	0.026	-0.060534	-0.0606336	-0.0599987	-0.0599979	-0.0581545	-0.0599794	-0.0943067	-0.09215	-0.0567902	-0.0565697
131	0.0262	-0.060529	-0.0606304	-0.0599987	-0.0599979	-0.058154	-0.0599803	-0.0941669	-0.0920147	-0.0567706	-0.056548
132	0.0264	-0.0605239	-0.0606272	-0.0599987	-0.0599979	-0.0581535	-0.059981	-0.0940254	-0.0918771	-0.0567507	-0.0565258
133	0.0266	-0.0605189	-0.0606239	-0.0599987	-0.0599979	-0.0581531	-0.0599818	-0.0938824	-0.0917377	-0.0567302	-0.0565033
134	0.0268	-0.0605139	-0.0606206	-0.0599987	-0.0599979	-0.0581527	-0.0599825	-0.0937384	-0.0915969	-0.0567094	-0.0564805
135	0.027	-0.060509	-0.0606173	-0.0599987	-0.0599979	-0.0581529	-0.0599832	-0.0935936	-0.0914553	-0.0566881	-0.0564573
136	0.0272	-0.0605041	-0.060614	-0.0599987	-0.0599979	-0.0581531	-0.0599838	-0.0934484	-0.0913132	-0.0566664	-0.0564337
137	0.0274	-0.0604994	-0.0606107	-0.0599987	-0.0599979	-0.0581532	-0.0599845	-0.0933031	-0.091171	-0.0566444	-0.0564099
138	0.0276	-0.0604947	-0.0606075	-0.0599987	-0.0599979	-0.0581534	-0.0599851	-0.0931579	-0.0910291	-0.056622	-0.0563858
139	0.0278	-0.0604902	-0.0606044	-0.0599987	-0.0599979	-0.0581536	-0.0599857	-0.0930131	-0.0908879	-0.0565992	-0.0563615
140	0.028	-0.0604858	-0.0606014	-0.0599987	-0.0599979	-0.0581543	-0.0599862	-0.092869	-0.0907477	-0.0565762	-0.0563368
141	0.0282	-0.0604816	-0.0605984	-0.0599987	-0.0599979	-0.0581551	-0.0599868	-0.0927257	-0.0906086	-0.0565529	-0.056312
142	0.0284	-0.0604775	-0.0605956	-0.0599987	-0.0599979	-0.0581558	-0.0599873	-0.0925834	-0.0904712	-0.0565293	-0.056287
143	0.0286	-0.0604735	-0.0605929	-0.0599987	-0.0599979	-0.0581565	-0.0599878	-0.0924424	-0.0903354	-0.0565054	-0.0562618
144	0.0288	-0.0604697	-0.0605903	-0.0599987	-0.0599979	-0.0581571	-0.0599883	-0.0923028	-0.0902016	-0.0564813	-0.0562364
145	0.029	-0.060466	-0.0605879	-0.0599987	-0.0599979	-0.0581583	-0.0599887	-0.0921648	-0.09007	-0.056457	-0.0562108
146	0.0292	-0.0604626	-0.0605857	-0.0599987	-0.0599979	-0.0581595	-0.0599892	-0.0920285	-0.0899406	-0.0564325	-0.0561852
147	0.0294	-0.0604593	-0.0605836	-0.0599987	-0.0599979	-0.0581607	-0.0599896	-0.091894	-0.0898138	-0.0564078	-0.0561594
148	0.0296	-0.0604561	-0.0605816	-0.0599987	-0.0599979	-0.0581617	-0.05999	-0.0917614	-0.0896895	-0.056383	-0.0561336
149	0.0298	-0.0604532	-0.0605799	-0.0599987	-0.0599979	-0.0581628	-0.0599904	-0.0916309	-0.0895679	-0.056358	-0.0561077
150	0.03	-0.0604504	-0.0605782	-0.0599987	-0.0599979	-0.0581644	-0.0599908	-0.0915024	-0.0894488	-0.0563329	-0.0560817
151	0.0302	-0.0604479	-0.0605768	-0.0599987	-0.0599979	-0.058166	-0.0599911	-0.0913762	-0.0893324	-0.0563077	-0.0560557
152	0.0304	-0.0604455	-0.0605755	-0.0599987	-0.0599979	-0.0581675	-0.0599915	-0.0912521	-0.0892187	-0.0562824	-0.0560296
153	0.0306	-0.0604432	-0.0605744	-0.0599987	-0.0599979	-0.058169	-0.0599918	-0.0911304	-0.0891075	-0.056257	-0.0560036
154	0.0308	-0.0604412	-0.0605735	-0.0599987	-0.0599979	-0.0581703	-0.0599921	-0.0910109	-0.088999	-0.0562316	-0.0559775
155	0.031	-0.0604394	-0.0605727	-0.0599987	-0.0599979	-0.0581723	-0.0599924	-0.0908938	-0.0888931	-0.0562061	-0.0559515
156	0.0312	-0.0604377	-0.060572	-0.0599987	-0.0599979	-0.0581742	-0.0599927	-0.0907791	-0.0887899	-0.0561805	-0.0559255
157	0.0314	-0.0604362	-0.0605716	-0.0599987	-0.0599979	-0.0581761	-0.059993	-0.0906667	-0.0886892	-0.056155	-0.0558995
158	0.0316	-0.0604349	-0.0605712	-0.0599987	-0.0599979	-0.0581778	-0.0599933	-0.0905567	-0.0885911	-0.0561294	-0.0558736
159	0.0318	-0.0604338	-0.0605711	-0.0599987	-0.0599979	-0.0581795	-0.0599936	-0.0904491	-0.0884956	-0.0561038	-0.0558477
160	0.032	-0.0604328	-0.060571	-0.0599987	-0.0599979	-0.0581818	-0.0599938	-0.0903439	-0.0884025	-0.0560782	-0.055822
161	0.0322	-0.060432	-0.0605712	-0.0599987	-0.0599979	-0.058184	-0.0599941	-0.090241	-0.088312	-0.0560527	-0.0557962
162	0.0324	-0.0604314	-0.0605714	-0.0599987	-0.0599979	-0.0581861	-0.0599943	-0.0901404	-0.0882239	-0.0560271	-0.0557706
163	0.0326	-0.0604309	-0.0605718	-0.0599987	-0.0599979	-0.0581881	-0.0599945	-0.0900422	-0.0881383	-0.0560016	-0.0557451
164	0.0328	-0.0604306	-0.0605724	-0.0599987	-0.0599979	-0.0581901	-0.0599947	-0.0899463	-0.0880551	-0.0559762	-0.0557197
165	0.033	-0.0604304	-0.060573	-0.0599987	-0.0599979	-0.0581926	-0.0599946	-0.0898526	-0.0879742	-0.0559508	-0.0556943
166	0.0332	-0.0604304	-0.0605738	-0.0599987	-0.0599979	-0.0581951	-0.0599944	-0.0897611	-0.0878956	-0.0559254	-0.0556691
167	0.0334	-0.0604306	-0.0605747	-0.0599987	-0.0599979	-0.0581975	-0.0599942	-0.0896718	-0.0878193	-0.0559002	-0.055644
168	0.0336	-0.0604309	-0.0605758	-0.0599987	-0.0599979	-0.0581997	-0.0599941	-0.0895846	-0.0877453	-0.0558749	-0.055619
169	0.0338	-0.0604313	-0.0605769	-0.0599987	-0.0599979	-0.0582019	-0.0599939	-0.0894995	-0.0876734	-0.0558498	-0.0555942
170	0.034	-0.0604319	-0.0605782	-0.0599987	-0.0599979	-0.0582047	-0.0599919	-0.0894164	-0.0876036	-0.0558247	-0.0555695
171	0.0342	-0.0604326	-0.0605796	-0.0599987	-0.0599979	-0.0582074	-0.05999	-0.0893351	-0.0875359	-0.0557998	-0.0555449
172	0.0344	-0.0604334	-0.0605811	-0.0599987	-0.0599979	-0.05821	-0.0599882	-0.0892554	-0.0874703	-0.0557749	-0.0555205
173	0.0346	-0.0604343	-0.0605827	-0.0599987	-0.0599979	-0.0582125	-0.0599865	-0.0891775	-0.0874067	-0.0557501	-0.0554962
174	0.0348	-0.0604354	-0.0605844	-0.0599987	-0.0599979	-0.0582148	-0.0599848	-0.0891012	-0.087345	-0.0557254	-0.055472
175	0.035	-0.0604366	-0.0605861	-0.0599987	-0.0599979	-0.0582178	-0.0599813	-0.0890266	-0.0872851	-0.0557008	-0.055448
176	0.0352	-0.0604379	-0.060588	-0.0599987	-0.0599979	-0.0582207	-0.059978	-0.0889533	-0.0872271	-0.0556763	-0.0554241
177	0.0354	-0.0604393	-0.06059	-0.0599987	-0.0599979	-0.0582234	-0.0599748	-0.0888813	-0.0871709	-0.0556519	-0.0554004
178	0.0356	-0.0604408	-0.060592	-0.0599987	-0.0599979	-0.0582261	-0.0599717	-0.0888107	-0.0871164	-0.0556276	-0.0553768
179	0.0358	-0.0604424	-0.0605941	-0.0599987	-0.0599979	-0.0582286	-0.0599688	-0.0887414	-0.0870636	-0.0556034	-0.0553534
180	0.036	-0.0604441	-0.0605963	-0.0599987	-0.0599979	-0.0582317	-0.0599641	-0.0886733	-0.0870124	-0.0555794	-0.0553301
181	0.0362	-0.0604459	-0.0605986	-0.0599987	-0.0599979	-0.0582347	-0.0599596	-0.0886063	-0.0869628	-0.0555554	-0.055307
182	0.0364	-0.0604477	-0.0606009	-0.0599987	-0.0599979	-0.0582376	-0.0599553	-0.0885403	-0.0869147	-0.0555315	-0.055284
