TimeSlice	Time	L Ank flx Ia	L Ank ext Ia	L Ank flx Ia IN	L Ank ext Ia IN	L Ank ext Ib	L Ank flx Ib	L Ank MN ext	L Ank MN flx	L Ank MN flx RE	L Ank MN ext RE
817	0.1634	-0.0621077	-0.0600166	-0.0599986	-0.0599992	-0.0599487	-0.0596449	-0.0619001	-0.0925158	-0.0491693	-0.0473224
818	0.1636	-0.0621087	-0.060017	-0.0599986	-0.0599992	-0.0599484	-0.0596449	-0.0618975	-0.0925128	-0.0491627	-0.0473183
819	0.1638	-0.0621098	-0.0600174	-0.0599986	-0.0599992	-0.0599481	-0.0596449	-0.061895	-0.0925097	-0.0491562	-0.0473143
820	0.164	-0.0621108	-0.0600178	-0.0599986	-0.0599992	-0.0599478	-0.0596449	-0.0618925	-0.0925067	-0.0491496	-0.0473102
821	0.1642	-0.0621119	-0.0600182	-0.0599986	-0.0599992	-0.0599474	-0.0596449	-0.06189	-0.0925037	-0.0491431	-0.0473062
822	0.1644	-0.062113	-0.0600186	-0.0599986	-0.0599992	-0.0599471	-0.0596449	-0.0618876	-0.0925008	-0.0491366	-0.0473022
823	0.1646	-0.062114	-0.060019	-0.0599986	-0.0599992	-0.0599468	-0.0596449	-0.0618852	-0.0924978	-0.04913	-0.0472982
824	0.1648	-0.0621151	-0.0600194	-0.0599986	-0.0599992	-0.0599466	-0.0596449	-0.0618828	-0.0924948	-0.0491235	-0.0472942
825	0.165	-0.0621161	-0.0600198	-0.0599986	-0.0599992	-0.0599462	-0.0596449	-0.0618804	-0.0924918	-0.0491171	-0.0472902
826	0.1652	-0.0621171	-0.0600203	-0.0599986	-0.0599992	-0.0599459	-0.0596449	-0.0618781	-0.0924889	-0.0491106	-0.0472862
827	0.1654	-0.0621182	-0.0600207	-0.0599986	-0.0599992	-0.0599456	-0.0596449	-0.0618757	-0.0924859	-0.0491041	-0.0472822
828	0.1656	-0.0621192	-0.0600211	-0.0599986	-0.0599992	-0.0599453	-0.0596449	-0.0618735	-0.092483	-0.0490977	-0.0472783
829	0.1658	-0.0621203	-0.0600215	-0.0599986	-0.0599992	-0.0599451	-0.0596449	-0.0618712	-0.09248	-0.0490912	-0.0472743
830	0.166	-0.0621213	-0.0600219	-0.0599986	-0.0599992	-0.0599447	-0.0596449	-0.061869	-0.0924771	-0.0490848	-0.0472704
831	0.1662	-0.0621223	-0.0600223	-0.0599986	-0.0599992	-0.0599445	-0.0596449	-0.0618667	-0.0924742	-0.0490784	-0.0472664
832	0.1664	-0.0621234	-0.0600228	-0.0599986	-0.0599992	-0.0599442	-0.0596449	-0.0618646	-0.0924713	-0.049072	-0.0472625
833	0.1666	-0.0621244	-0.0600232	-0.0599986	-0.0599992	-0.0599439	-0.0596449	-0.0618624	-0.0924684	-0.0490656	-0.0472586
834	0.1668	-0.0621254	-0.0600236	-0.0599986	-0.0599992	-0.0599436	-0.0596449	-0.0618603	-0.0924655	-0.0490592	-0.0472547
835	0.167	-0.0621264	-0.060024	-0.0599986	-0.0599992	-0.0599433	-0.0596449	-0.0618582	-0.0924626	-0.0490529	-0.0472508
836	0.1672	-0.0621275	-0.0600245	-0.0599986	-0.0599992	-0.059943	-0.0596449	-0.0618561	-0.0924597	-0.0490465	-0.0472469
837	0.1674	-0.0621285	-0.0600249	-0.0599986	-0.0599992	-0.0599428	-0.0596449	-0.061854	-0.0924568	-0.0490402	-0.047243
838	0.1676	-0.0621295	-0.0600253	-0.0599986	-0.0599992	-0.0599425	-0.0596449	-0.061852	-0.0924539	-0.0490339	-0.0472392
839	0.1678	-0.0621305	-0.0600257	-0.0599986	-0.0599992	-0.0599422	-0.0596449	-0.06185	-0.0924511	-0.0490275	-0.0472353
840	0.168	-0.0621315	-0.0600262	-0.0599986	-0.0599992	-0.0599419	-0.059645	-0.061848	-0.0924482	-0.0490212	-0.0472315
841	0.1682	-0.0621326	-0.0600266	-0.0599986	-0.0599992	-0.0599417	-0.059645	-0.061846	-0.0924454	-0.049015	-0.0472276
842	0.1684	-0.0621336	-0.060027	-0.0599986	-0.0599992	-0.0599414	-0.059645	-0.0618441	-0.0924425	-0.0490087	-0.0472238
843	0.1686	-0.0621346	-0.0600275	-0.0599986	-0.0599992	-0.0599412	-0.059645	-0.0618422	-0.0924397	-0.0490024	-0.04722
844	0.1688	-0.0621356	-0.0600279	-0.0599986	-0.0599992	-0.0599409	-0.059645	-0.0618403	-0.0924368	-0.0489962	-0.0472162
845	0.169	-0.0621366	-0.0600283	-0.0599986	-0.0599992	-0.0599407	-0.059645	-0.0618385	-0.092434	-0.0489899	-0.0472124
846	0.1692	-0.0621376	-0.0600288	-0.0599986	-0.0599992	-0.0599404	-0.059645	-0.0618366	-0.0924312	-0.0489837	-0.0472086
847	0.1694	-0.0621386	-0.0600292	-0.0599986	-0.0599992	-0.0599401	-0.059645	-0.0618348	-0.0924284	-0.0489775	-0.0472048
848	0.1696	-0.0621396	-0.0600296	-0.0599986	-0.0599992	-0.0599399	-0.059645	-0.061833	-0.0924256	-0.0489713	-0.047201
849	0.1698	-0.0621406	-0.0600301	-0.0599986	-0.0599992	-0.0599397	-0.059645	-0.0618313	-0.0924228	-0.0489651	-0.0471973
850	0.17	-0.0621416	-0.0600305	-0.0599986	-0.0599992	-0.0599394	-0.059645	-0.0618296	-0.09242	-0.0489589	-0.0471935
851	0.1702	-0.0621426	-0.060031	-0.0599986	-0.0599992	-0.0599391	-0.059645	-0.0618279	-0.0924172	-0.0489527	-0.0471898
852	0.1704	-0.0621436	-0.0600314	-0.0599986	-0.0599992	-0.0599389	-0.059645	-0.0618262	-0.0924144	-0.0489466	-0.047186
853	0.1706	-0.0621445	-0.0600318	-0.0599986	-0.0599992	-0.0599387	-0.059645	-0.0618245	-0.0924116	-0.0489404	-0.0471823
854	0.1708	-0.0621455	-0.0600323	-0.0599986	-0.0599992	-0.0599385	-0.059645	-0.0618229	-0.0924089	-0.0489343	-0.0471786
855	0.171	-0.0621465	-0.0600327	-0.0599986	-0.0599992	-0.0599382	-0.059645	-0.0618213	-0.0924061	-0.0489282	-0.0471749
856	0.1712	-0.0621475	-0.0600332	-0.0599986	-0.0599992	-0.059938	-0.059645	-0.0618197	-0.0924033	-0.0489221	-0.0471712
857	0.1714	-0.0621485	-0.0600336	-0.0599986	-0.0599992	-0.0599377	-0.059645	-0.0618181	-0.0924006	-0.048916	-0.0471675
858	0.1716	-0.0621495	-0.0600341	-0.0599986	-0.0599992	-0.0599375	-0.059645	-0.0618166	-0.0923978	-0.0489099	-0.0471638
859	0.1718	-0.0621504	-0.0600345	-0.0599986	-0.0599992	-0.0599373	-0.059645	-0.0618151	-0.0923951	-0.0489038	-0.0471601
860	0.172	-0.0621514	-0.060035	-0.0599986	-0.0599992	-0.0599371	-0.059645	-0.0618136	-0.0923924	-0.0488978	-0.0471565
861	0.1722	-0.0621524	-0.0600354	-0.0599986	-0.0599992	-0.0599368	-0.059645	-0.0618121	-0.0923896	-0.0488917	-0.0471528
862	0.1724	-0.0621533	-0.0600359	-0.0599986	-0.0599992	-0.0599366	-0.059645	-0.0618107	-0.0923869	-0.0488857	-0.0471492
863	0.1726	-0.0621543	-0.0600363	-0.0599986	-0.0599992	-0.0599364	-0.059645	-0.0618093	-0.0923842	-0.0488796	-0.0471455
864	0.1728	-0.0621553	-0.0600368	-0.0599986	-0.0599992	-0.0599362	-0.059645	-0.0618079	-0.0923815	-0.0488736	-0.0471419
865	0.173	-0.0621562	-0.0600372	-0.0599986	-0.0599992	-0.059936	-0.059645	-0.0618065	-0.0923788	-0.0488676	-0.0471383
866	0.1732	-0.0621572	-0.0600377	-0.0599986	-0.0599992	-0.0599358	-0.059645	-0.0618052	-0.0923761	-0.0488617	-0.0471347
867	0.1734	-0.0621581	-0.0600381	-0.0599986	-0.0599992	-0.0599356	-0.059645	-0.0618038	-0.0923734	-0.0488557	-0.0471311
868	0.1736	-0.0621591	-0.0600386	-0.0599986	-0.0599992	-0.0599353	-0.059645	-0.0618025	-0.0923707	-0.0488497	-0.0471275
869	0.1738	-0.0621601	-0.060039	-0.0599986	-0.0599992	-0.0599352	-0.059645	-0.0618013	-0.092368	-0.0488438	-0.0471239
870	0.174	-0.062161	-0.0600395	-0.0599986	-0.0599992	-0.059935	-0.059645	-0.0618	-0.0923654	-0.0488378	-0.0471203
871	0.1742	-0.062162	-0.06004	-0.0599986	-0.0599992	-0.0599348	-0.059645	-0.0617988	-0.0923627	-0.0488319	-0.0471167
872	0.1744	-0.0621629	-0.0600404	-0.0599986	-0.0599992	-0.0599346	-0.059645	-0.0617976	-0.09236	-0.048826	-0.0471132
873	0.1746	-0.0621639	-0.0600409	-0.0599986	-0.0599992	-0.0599344	-0.059645	-0.0617964	-0.0923574	-0.0488201	-0.0471096
874	0.1748	-0.0621648	-0.0600413	-0.0599986	-0.0599992	-0.0599342	-0.059645	-0.0617952	-0.0923547	-0.0488142	-0.0471061
875	0.175	-0.0621657	-0.0600418	-0.0599986	-0.0599992	-0.0599341	-0.059645	-0.061794	-0.0923521	-0.0488083	-0.0471025
876	0.1752	-0.0621667	-0.0600422	-0.0599986	-0.0599992	-0.0599339	-0.059645	-0.0617927	-0.0923495	-0.0488024	-0.047099
877	0.1754	-0.0621676	-0.0600427	-0.0599986	-0.0599992	-0.0599337	-0.059645	-0.0617914	-0.0923468	-0.0487966	-0.0470955
878	0.1756	-0.0621686	-0.0600431	-0.0599986	-0.0599992	-0.0599336	-0.059645	-0.06179	-0.0923442	-0.0487907	-0.0470919
879	0.1758	-0.0621695	-0.0600436	-0.0599986	-0.0599992	-0.0599334	-0.059645	-0.0617885	-0.0923416	-0.0487849	-0.0470884
880	0.176	-0.0621704	-0.060044	-0.0599986	-0.0599992	-0.0599333	-0.059645	-0.0617869	-0.0923389	-0.0487791	-0.0470849
881	0.1762	-0.0621713	-0.0600444	-0.0599986	-0.0599992	-0.0599331	-0.059645	-0.0617853	-0.0923363	-0.0487733	-0.0470814
882	0.1764	-0.0621723	-0.0600448	-0.0599986	-0.0599992	-0.059933	-0.059645	-0.0617835	-0.0923337	-0.0487675	-0.047078
883	0.1766	-0.0621732	-0.0600452	-0.0599986	-0.0599992	-0.0599328	-0.059645	-0.0617816	-0.0923311	-0.0487617	-0.0470745
884	0.1768	-0.0621741	-0.0600456	-0.0599986	-0.0599992	-0.0599327	-0.059645	-0.0617796	-0.0923285	-0.0487559	-0.047071
885	0.177	-0.062175	-0.0600459	-0.0599986	-0.0599992	-0.0599325	-0.059645	-0.0617774	-0.0923259	-0.0487501	-0.0470676
886	0.1772	-0.062176	-0.0600463	-0.0599986	-0.0599992	-0.0599324	-0.059645	-0.0617751	-0.0923233	-0.0487444	-0.0470641
887	0.1774	-0.0621769	-0.0600466	-0.0599986	-0.0599992	-0.0599323	-0.059645	-0.0617727	-0.0923208	-0.0487387	-0.0470606
888	0.1776	-0.0621778	-0.0600469	-0.0599986	-0.0599992	-0.0599321	-0.0596449	-0.0617702	-0.0923182	-0.0487329	-0.0470572
889	0.1778	-0.0621787	-0.0600473	-0.0599986	-0.0599992	-0.059932	-0.0596449	-0.0617675	-0.0923156	-0.0487272	-0.0470538
890	0.178	-0.0621796	-0.0600475	-0.0599986	-0.0599992	-0.0599319	-0.0596449	-0.0617647	-0.092313	-0.0487215	-0.0470503
891	0.1782	-0.0621805	-0.0600478	-0.0599986	-0.0599992	-0.0599318	-0.0596449	-0.0617617	-0.0923105	-0.0487158	-0.0470469
892	0.1784	-0.0621814	-0.0600481	-0.0599986	-0.0599992	-0.0599316	-0.0596449	-0.0617586	-0.0923079	-0.0487101	-0.0470435
893	0.1786	-0.0621823	-0.0600484	-0.0599986	-0.0599992	-0.0599315	-0.0596449	-0.0617554	-0.0923053	-0.0487045	-0.0470401
894	0.1788	-0.0621832	-0.0600486	-0.0599986	-0.0599992	-0.0599314	-0.0596449	-0.061752	-0.0923028	-0.0486988	-0.0470366
895	0.179	-0.0621841	-0.0600488	-0.0599986	-0.0599992	-0.0599313	-0.0596449	-0.0617485	-0.0923003	-0.0486932	-0.0470332
896	0.1792	-0.062185	-0.060049	-0.0599986	-0.0599992	-0.0599312	-0.0596449	-0.0617449	-0.0922977	-0.0486875	-0.0470298
897	0.1794	-0.0621859	-0.0600492	-0.0599986	-0.0599992	-0.059931	-0.0596449	-0.0617411	-0.0922952	-0.0486819	-0.0470264
898	0.1796	-0.0621868	-0.0600494	-0.0599986	-0.0599992	-0.0599309	-0.0596449	-0.0617372	-0.0922926	-0.0486763	-0.047023
899	0.1798	-0.0621877	-0.0600496	-0.0599986	-0.0599992	-0.0599308	-0.0596448	-0.0617331	-0.0922901	-0.0486707	-0.0470196
900	0.18	-0.0621885	-0.0600497	-0.0599986	-0.0599992	-0.0599307	-0.0596448	-0.061729	-0.0922849	-0.0486651	-0.0470163
901	0.1802	-0.0621891	-0.0600499	-0.0599986	-0.0599992	-0.0599306	-0.0596448	-0.0617246	-0.0922771	-0.0486596	-0.0470129
902	0.1804	-0.0621895	-0.06005	-0.0599986	-0.0599992	-0.0599305	-0.0596448	-0.0617202	-0.0922668	-0.048654	-0.0470095
903	0.1806	-0.0621899	-0.0600501	-0.0599986	-0.0599992	-0.0599304	-0.0596448	-0.0617157	-0.0922541	-0.0486484	-0.0470061
904	0.1808	-0.0621901	-0.0600502	-0.0599986	-0.0599992	-0.0599303	-0.0596448	-0.061711	-0.0922393	-0.0486428	-0.0470028
905	0.181	-0.0621902	-0.0600503	-0.0599986	-0.0599992	-0.0599301	-0.0596448	-0.0617063	-0.0922223	-0.0486372	-0.0469994
906	0.1812	-0.0621902	-0.0600504	-0.0599986	-0.0599992	-0.05993	-0.0596448	-0.0617015	-0.0922035	-0.0486316	-0.046996
907	0.1814	-0.0621901	-0.0600504	-0.0599986	-0.0599992	-0.0599299	-0.0596448	-0.0616966	-0.0921828	-0.048626	-0.0469927
908	0.1816	-0.0621899	-0.0600505	-0.0599986	-0.0599992	-0.0599297	-0.0596447	-0.0616917	-0.0921605	-0.0486204	-0.0469893
909	0.1818	-0.0621896	-0.0600505	-0.0599986	-0.0599992	-0.0599296	-0.0596447	-0.0616868	-0.0921365	-0.0486148	-0.046986
910	0.182	-0.0621892	-0.0600506	-0.0599986	-0.0599992	-0.0599295	-0.0596447	-0.0616819	-0.0921111	-0.0486091	-0.0469827
911	0.1822	-0.0621888	-0.0600506	-0.0599986	-0.0599992	-0.0599293	-0.0596447	-0.061677	-0.0920842	-0.0486034	-0.0469793
912	0.1824	-0.0621882	-0.0600507	-0.0599986	-0.0599992	-0.0599292	-0.0596447	-0.0616722	-0.0920561	-0.0485977	-0.046976
913	0.1826	-0.0621877	-0.0600507	-0.0599986	-0.0599992	-0.0599291	-0.0596447	-0.0616674	-0.0920268	-0.048592	-0.0469727
914	0.1828	-0.062187	-0.0600508	-0.0599986	-0.0599992	-0.059929	-0.0596447	-0.0616627	-0.0919963	-0.0485862	-0.0469694
915	0.183	-0.0621863	-0.0600509	-0.0599986	-0.0599992	-0.0599288	-0.0596447	-0.0616581	-0.0919648	-0.0485804	-0.0469661
916	0.1832	-0.0621855	-0.0600509	-0.0599986	-0.0599992	-0.0599286	-0.0596446	-0.0616536	-0.0919324	-0.0485746	-0.0469628
917	0.1834	-0.0621847	-0.060051	-0.0599986	-0.0599992	-0.0599285	-0.0596446	-0.0616492	-0.091899	-0.0485687	-0.0469596
918	0.1836	-0.0621839	-0.0600511	-0.0599986	-0.0599992	-0.0599283	-0.0596446	-0.061645	-0.0918649	-0.0485629	-0.0469563
919	0.1838	-0.062183	-0.0600512	-0.0599986	-0.0599992	-0.0599282	-0.0596446	-0.061641	-0.09183	-0.048557	-0.0469531
920	0.184	-0.0621821	-0.0600513	-0.0599986	-0.0599992	-0.059928	-0.0596446	-0.0616372	-0.0917944	-0.0485511	-0.0469498
921	0.1842	-0.0621811	-0.0600514	-0.0599986	-0.0599992	-0.0599278	-0.0596446	-0.0616335	-0.0917582	-0.0485451	-0.0469466
922	0.1844	-0.0621801	-0.0600516	-0.0599986	-0.0599992	-0.0599277	-0.0596446	-0.0616301	-0.0917215	-0.0485391	-0.0469434
923	0.1846	-0.0621791	-0.0600517	-0.0599986	-0.0599992	-0.0599275	-0.0596446	-0.0616269	-0.0916842	-0.0485331	-0.0469403
924	0.1848	-0.062178	-0.0600519	-0.0599986	-0.0599992	-0.0599273	-0.0596446	-0.0616239	-0.0916464	-0.0485271	-0.0469371
925	0.185	-0.062177	-0.0600521	-0.0599986	-0.0599992	-0.0599271	-0.0596445	-0.0616212	-0.0916083	-0.048521	-0.0469339
926	0.1852	-0.0621759	-0.0600523	-0.0599986	-0.0599992	-0.0599269	-0.0596445	-0.0616188	-0.0915697	-0.0485149	-0.0469308
927	0.1854	-0.0621747	-0.0600526	-0.0599986	-0.0599992	-0.0599267	-0.0596445	-0.0616166	-0.0915309	-0.0485088	-0.0469277
928	0.1856	-0.0621736	-0.0600528	-0.0599986	-0.0599992	-0.0599266	-0.0596445	-0.0616148	-0.0914917	-0.0485027	-0.0469246
929	0.1858	-0.0621725	-0.0600531	-0.0599986	-0.0599992	-0.0599264	-0.0596445	-0.0616132	-0.0914523	-0.0484965	-0.0469216
930	0.186	-0.0621713	-0.0600534	-0.0599986	-0.0599992	-0.0599262	-0.0596445	-0.0616119	-0.0914126	-0.0484903	-0.0469185
931	0.1862	-0.0621702	-0.0600538	-0.0599986	-0.0599992	-0.059926	-0.0596445	-0.0616109	-0.0913728	-0.0484841	-0.0469155
932	0.1864	-0.062169	-0.0600541	-0.0599986	-0.0599992	-0.0599257	-0.0596445	-0.0616102	-0.0913327	-0.0484778	-0.0469125
933	0.1866	-0.0621678	-0.0600545	-0.0599986	-0.0599992	-0.0599256	-0.0596445	-0.0616099	-0.0912926	-0.0484715	-0.0469095
934	0.1868	-0.0621666	-0.0600549	-0.0599986	-0.0599992	-0.0599254	-0.0596444	-0.0616098	-0.0912523	-0.0484652	-0.0469066
935	0.187	-0.0621654	-0.0600554	-0.0599986	-0.0599992	-0.0599251	-0.0596444	-0.0616101	-0.0912119	-0.0484589	-0.0469037
936	0.1872	-0.0621642	-0.0600559	-0.0599986	-0.0599992	-0.0599249	-0.0596444	-0.0616107	-0.0911714	-0.0484526	-0.0469008
937	0.1874	-0.062163	-0.0600564	-0.0599986	-0.0599992	-0.0599247	-0.0596444	-0.0616116	-0.0911309	-0.0484462	-0.0468979
938	0.1876	-0.0621619	-0.0600569	-0.0599986	-0.0599992	-0.0599245	-0.0596444	-0.0616129	-0.0910903	-0.0484398	-0.0468951
939	0.1878	-0.0621607	-0.0600575	-0.0599986	-0.0599992	-0.0599243	-0.0596444	-0.0616145	-0.0910497	-0.0484334	-0.0468922
940	0.188	-0.0621595	-0.0600581	-0.0599986	-0.0599992	-0.059924	-0.0596444	-0.0616164	-0.0910091	-0.048427	-0.0468894
941	0.1882	-0.0621583	-0.0600587	-0.0599986	-0.0599992	-0.0599238	-0.0596444	-0.0616187	-0.0909685	-0.0484206	-0.0468867
942	0.1884	-0.0621571	-0.0600594	-0.0599986	-0.0599992	-0.0599236	-0.0596443	-0.0616213	-0.0909279	-0.0484141	-0.0468839
943	0.1886	-0.0621559	-0.0600601	-0.0599986	-0.0599992	-0.0599234	-0.0596443	-0.0616242	-0.0908873	-0.0484076	-0.0468812
944	0.1888	-0.0621547	-0.0600608	-0.0599986	-0.0599992	-0.0599232	-0.0596443	-0.0616274	-0.0908468	-0.0484011	-0.0468786
945	0.189	-0.0621535	-0.0600615	-0.0599986	-0.0599992	-0.0599229	-0.0596443	-0.061631	-0.0908062	-0.0483946	-0.0468759
946	0.1892	-0.0621523	-0.0600623	-0.0599986	-0.0599992	-0.0599227	-0.0596443	-0.0616349	-0.0907657	-0.0483881	-0.0468733
947	0.1894	-0.0621511	-0.0600631	-0.0599986	-0.0599992	-0.0599225	-0.0596443	-0.0616391	-0.0907252	-0.0483815	-0.0468707
948	0.1896	-0.0621499	-0.060064	-0.0599986	-0.0599992	-0.0599223	-0.0596443	-0.0616436	-0.0906848	-0.048375	-0.0468681
949	0.1898	-0.0621488	-0.0600648	-0.0599986	-0.0599992	-0.0599221	-0.0596443	-0.0616484	-0.0906444	-0.0483684	-0.0468656
950	0.19	-0.0621476	-0.0600657	-0.0599986	-0.0599992	-0.0599219	-0.0596443	-0.0616536	-0.0906041	-0.0483618	-0.0468631
951	0.1902	-0.0621464	-0.0600666	-0.0599986	-0.0599992	-0.0599217	-0.0596442	-0.0616591	-0.0905638	-0.0483552	-0.0468606
952	0.1904	-0.0621453	-0.0600676	-0.0599986	-0.0599992	-0.0599215	-0.0596442	-0.0616648	-0.0905235	-0.0483485	-0.0468581
953	0.1906	-0.0621441	-0.0600686	-0.0599986	-0.0599992	-0.0599213	-0.0596442	-0.0616709	-0.0904833	-0.0483419	-0.0468557
954	0.1908	-0.0621429	-0.0600696	-0.0599986	-0.0599992	-0.0599211	-0.0596442	-0.0616773	-0.0904431	-0.0483353	-0.0468533
955	0.191	-0.0621418	-0.0600706	-0.0599986	-0.0599992	-0.0599209	-0.0596442	-0.0616839	-0.0904029	-0.0483286	-0.046851
956	0.1912	-0.0621406	-0.0600717	-0.0599986	-0.0599992	-0.0599207	-0.0596442	-0.0616909	-0.0903628	-0.0483219	-0.0468486
957	0.1914	-0.0621395	-0.0600728	-0.0599986	-0.0599992	-0.0599206	-0.0596442	-0.0616981	-0.0903228	-0.0483152	-0.0468463
958	0.1916	-0.0621383	-0.0600739	-0.0599986	-0.0599992	-0.0599204	-0.0596442	-0.0617056	-0.0902827	-0.0483085	-0.0468441
959	0.1918	-0.0621372	-0.0600751	-0.0599986	-0.0599992	-0.0599203	-0.0596442	-0.0617134	-0.0902427	-0.0483018	-0.0468418
960	0.192	-0.062136	-0.0600762	-0.0599986	-0.0599992	-0.0599201	-0.0596441	-0.0617215	-0.0902027	-0.0482951	-0.0468396
961	0.1922	-0.0621349	-0.0600774	-0.0599986	-0.0599992	-0.05992	-0.0596441	-0.0617298	-0.0901627	-0.0482884	-0.0468374
962	0.1924	-0.0621337	-0.0600786	-0.0599986	-0.0599992	-0.0599198	-0.0596441	-0.0617384	-0.0901227	-0.0482816	-0.0468353
963	0.1926	-0.0621326	-0.0600799	-0.0599986	-0.0599992	-0.0599197	-0.0596441	-0.0617473	-0.0900827	-0.0482749	-0.0468331
964	0.1928	-0.0621315	-0.0600812	-0.0599986	-0.0599992	-0.0599196	-0.0596441	-0.0617564	-0.0900427	-0.0482681	-0.046831
965	0.193	-0.0621303	-0.0600825	-0.0599986	-0.0599992	-0.0599195	-0.0596441	-0.0617657	-0.0900028	-0.0482614	-0.046829
966	0.1932	-0.0621292	-0.0600838	-0.0599986	-0.0599992	-0.0599194	-0.0596441	-0.0617753	-0.0899628	-0.0482546	-0.0468269
967	0.1934	-0.062128	-0.0600851	-0.0599986	-0.0599992	-0.0599193	-0.0596441	-0.0617852	-0.0899227	-0.0482478	-0.0468249
968	0.1936	-0.0621269	-0.0600865	-0.0599986	-0.0599992	-0.0599193	-0.0596441	-0.0617953	-0.0898827	-0.048241	-0.046823
969	0.1938	-0.0621257	-0.0600879	-0.0599986	-0.0599992	-0.0599192	-0.0596441	-0.0618056	-0.0898426	-0.0482342	-0.046821
970	0.194	-0.0621246	-0.0600893	-0.0599986	-0.0599992	-0.0599192	-0.059644	-0.0618161	-0.0898025	-0.0482274	-0.0468191
971	0.1942	-0.0621234	-0.0600907	-0.0599986	-0.0599992	-0.0599191	-0.059644	-0.0618269	-0.0897623	-0.0482206	-0.0468172
972	0.1944	-0.0621223	-0.0600922	-0.0599986	-0.0599992	-0.0599191	-0.059644	-0.0618379	-0.0897221	-0.0482137	-0.0468153
973	0.1946	-0.0621211	-0.0600936	-0.0599986	-0.0599992	-0.0599191	-0.059644	-0.0618491	-0.0896818	-0.0482069	-0.0468135
974	0.1948	-0.0621199	-0.0600951	-0.0599986	-0.0599992	-0.0599191	-0.059644	-0.0618605	-0.0896415	-0.0482	-0.0468117
975	0.195	-0.0621188	-0.0600966	-0.0599986	-0.0599992	-0.0599191	-0.059644	-0.0618721	-0.0896011	-0.0481932	-0.0468099
976	0.1952	-0.0621176	-0.0600981	-0.0599986	-0.0599992	-0.0599191	-0.059644	-0.061884	-0.0895606	-0.0481863	-0.0468082
977	0.1954	-0.0621164	-0.0600997	-0.0599986	-0.0599992	-0.0599192	-0.059644	-0.061896	-0.08952	-0.0481795	-0.0468065
978	0.1956	-0.0621153	-0.0601013	-0.0599986	-0.0599992	-0.0599192	-0.059644	-0.0619083	-0.0894793	-0.0481726	-0.0468048
979	0.1958	-0.0621141	-0.0601028	-0.0599986	-0.0599992	-0.0599192	-0.059644	-0.0619207	-0.0894386	-0.0481657	-0.0468031
980	0.196	-0.0621129	-0.0601044	-0.0599986	-0.0599992	-0.0599193	-0.059644	-0.0619334	-0.0893978	-0.0481588	-0.0468015
981	0.1962	-0.0621117	-0.0601061	-0.0599986	-0.0599992	-0.0599194	-0.059644	-0.0619462	-0.0893568	-0.0481519	-0.0467999
982	0.1964	-0.0621105	-0.0601077	-0.0599986	-0.0599992	-0.0599195	-0.0596439	-0.0619592	-0.0893157	-0.048145	-0.0467983
983	0.1966	-0.0621093	-0.0601093	-0.0599986	-0.0599992	-0.0599196	-0.0596439	-0.0619725	-0.0892745	-0.0481381	-0.0467967
984	0.1968	-0.062108	-0.060111	-0.0599986	-0.0599992	-0.0599197	-0.0596439	-0.0619859	-0.0892332	-0.0481312	-0.0467952
985	0.197	-0.0621068	-0.0601127	-0.0599986	-0.0599992	-0.0599199	-0.0596439	-0.0619995	-0.0891918	-0.0481242	-0.0467937
986	0.1972	-0.0621056	-0.0601144	-0.0599986	-0.0599992	-0.0599201	-0.0596439	-0.0620132	-0.0891503	-0.0481173	-0.0467922
987	0.1974	-0.0621043	-0.0601161	-0.0599986	-0.0599992	-0.0599203	-0.0596439	-0.0620272	-0.0891086	-0.0481104	-0.0467908
988	0.1976	-0.0621031	-0.0601179	-0.0599986	-0.0599992	-0.0599204	-0.0596439	-0.0620413	-0.0890667	-0.0481034	-0.0467893
989	0.1978	-0.0621018	-0.0601196	-0.0599986	-0.0599992	-0.0599206	-0.0596439	-0.0620556	-0.0890247	-0.0480965	-0.0467879
990	0.198	-0.0621006	-0.0601214	-0.0599986	-0.0599992	-0.0599208	-0.0596439	-0.0620701	-0.0889826	-0.0480895	-0.0467866
991	0.1982	-0.0620993	-0.0601231	-0.0599986	-0.0599992	-0.0599211	-0.0596439	-0.0620848	-0.0889403	-0.0480825	-0.0467852
992	0.1984	-0.062098	-0.0601249	-0.0599986	-0.0599992	-0.0599213	-0.0596439	-0.0620996	-0.0888979	-0.0480755	-0.0467839
993	0.1986	-0.0620967	-0.0601267	-0.0599986	-0.0599992	-0.0599215	-0.0596439	-0.0621146	-0.0888553	-0.0480685	-0.0467826
994	0.1988	-0.0620954	-0.0601286	-0.0599986	-0.0599992	-0.0599217	-0.0596439	-0.0621298	-0.0888125	-0.0480616	-0.0467813
995	0.199	-0.0620941	-0.0601304	-0.0599986	-0.0599992	-0.0599221	-0.0596439	-0.0621451	-0.0887696	-0.0480546	-0.0467801
996	0.1992	-0.0620927	-0.0601322	-0.0599986	-0.0599992	-0.0599224	-0.0596439	-0.0621606	-0.0887265	-0.0480475	-0.0467789
997	0.1994	-0.0620914	-0.0601341	-0.0599986	-0.0599992	-0.0599227	-0.0596438	-0.0621763	-0.0886832	-0.0480405	-0.0467777
998	0.1996	-0.06209	-0.060136	-0.0599986	-0.0599992	-0.059923	-0.0596438	-0.0621921	-0.0886397	-0.0480335	-0.0467765
999	0.1998	-0.0620887	-0.0601379	-0.0599986	-0.0599992	-0.0599233	-0.0596438	-0.0622082	-0.0885961	-0.0480265	-0.0467753
