TimeSlice	Time	R Hip ext Ia	R Hip flx Ia	R Hip ext Ia IN	R Hip flx Ia IN	R Hip flx Ib	R Hip ext Ib	R Hip MN flx	R Hip MN ext	R Hip MN ext RE	R Hip MN flx RE
1694	0.3388	-0.0575127	-0.0602943	-0.0576699	-0.0576699	-0.0595446	-0.0584498	-0.0923838	-0.0547523	-0.045263	-0.0470164
1695	0.339	-0.0575129	-0.0602944	-0.0576699	-0.0576699	-0.0595509	-0.0584407	-0.0923981	-0.054748	-0.0452622	-0.0470158
1696	0.3392	-0.057513	-0.0602945	-0.0576699	-0.0576699	-0.0595569	-0.0584319	-0.0924125	-0.0547436	-0.0452615	-0.0470153
1697	0.3394	-0.0575132	-0.0602946	-0.0576699	-0.0576699	-0.0595627	-0.0584235	-0.092427	-0.0547392	-0.0452608	-0.0470147
1698	0.3396	-0.0575133	-0.0602947	-0.0576699	-0.0576699	-0.0595683	-0.0584154	-0.0924415	-0.0547349	-0.04526	-0.0470141
1699	0.3398	-0.0575135	-0.0602948	-0.0576699	-0.0576699	-0.0595737	-0.0584077	-0.0924559	-0.0547305	-0.0452593	-0.0470136
1700	0.34	-0.0575136	-0.0602949	-0.0576699	-0.0576699	-0.0595813	-0.0583964	-0.0924703	-0.0547262	-0.0452585	-0.047013
1701	0.3402	-0.0575138	-0.060295	-0.0576699	-0.0576699	-0.0595886	-0.0583855	-0.092485	-0.0547217	-0.0452577	-0.0470125
1702	0.3404	-0.0575139	-0.0602951	-0.0576699	-0.0576699	-0.0595956	-0.058375	-0.0925	-0.0547172	-0.045257	-0.0470119
1703	0.3406	-0.057514	-0.0602951	-0.0576699	-0.0576699	-0.0596024	-0.058365	-0.0925151	-0.0547125	-0.0452562	-0.0470114
1704	0.3408	-0.0575142	-0.0602952	-0.0576699	-0.0576699	-0.0596088	-0.0583554	-0.0925304	-0.0547078	-0.0452554	-0.0470109
1705	0.341	-0.0575143	-0.0602953	-0.0576699	-0.0576699	-0.0596184	-0.0583402	-0.0925457	-0.0547031	-0.0452546	-0.0470104
1706	0.3412	-0.0575145	-0.0602954	-0.0576699	-0.0576699	-0.0596277	-0.0583256	-0.0925617	-0.054698	-0.0452539	-0.0470099
1707	0.3414	-0.0575146	-0.0602955	-0.0576699	-0.0576699	-0.0596365	-0.0583116	-0.0925781	-0.0546927	-0.0452531	-0.0470094
1708	0.3416	-0.0575148	-0.0602956	-0.0576699	-0.0576699	-0.059645	-0.0582981	-0.0925949	-0.0546872	-0.0452523	-0.0470089
1709	0.3418	-0.0575149	-0.0602956	-0.0576699	-0.0576699	-0.0596532	-0.0582852	-0.092612	-0.0546816	-0.0452515	-0.0470085
1710	0.342	-0.057515	-0.0602957	-0.0576699	-0.0576699	-0.0596653	-0.0582646	-0.0926293	-0.0546758	-0.0452507	-0.047008
1711	0.3422	-0.0575152	-0.0602958	-0.0576699	-0.0576699	-0.0596769	-0.0582449	-0.0926475	-0.0546695	-0.0452499	-0.0470075
1712	0.3424	-0.0575153	-0.0602959	-0.0576699	-0.0576699	-0.059688	-0.0582259	-0.0926664	-0.0546629	-0.045249	-0.0470071
1713	0.3426	-0.0575155	-0.0602959	-0.0576699	-0.0576699	-0.0596987	-0.0582077	-0.0926859	-0.0546559	-0.0452482	-0.0470067
1714	0.3428	-0.0575156	-0.060296	-0.0576699	-0.0576699	-0.059709	-0.0581902	-0.092706	-0.0546486	-0.0452474	-0.0470063
1715	0.343	-0.0575157	-0.0602961	-0.0576699	-0.0576699	-0.0597204	-0.0581632	-0.0927264	-0.0546412	-0.0452466	-0.0470059
1716	0.3432	-0.0575159	-0.0602961	-0.0576699	-0.0576699	-0.0597314	-0.0581372	-0.0927474	-0.0546331	-0.0452457	-0.0470055
1717	0.3434	-0.057516	-0.0602962	-0.0576699	-0.0576699	-0.0597419	-0.0581123	-0.0927688	-0.0546244	-0.0452449	-0.0470051
1718	0.3436	-0.0575161	-0.0602963	-0.0576699	-0.0576699	-0.059752	-0.0580883	-0.0927906	-0.0546153	-0.045244	-0.0470048
1719	0.3438	-0.0575162	-0.0602963	-0.0576699	-0.0576699	-0.0597618	-0.0580652	-0.0928127	-0.0546058	-0.0452432	-0.0470045
1720	0.344	-0.0575164	-0.0602964	-0.0576699	-0.0576699	-0.0597711	-0.058031	-0.0928349	-0.054596	-0.0452423	-0.0470041
1721	0.3442	-0.0575165	-0.0602965	-0.0576699	-0.0576699	-0.0597801	-0.057998	-0.0928573	-0.0545854	-0.0452414	-0.0470039
1722	0.3444	-0.0575166	-0.0602965	-0.0576699	-0.0576699	-0.0597887	-0.0579664	-0.0928798	-0.0545741	-0.0452405	-0.0470036
1723	0.3446	-0.0575167	-0.0602966	-0.0576699	-0.0576699	-0.059797	-0.0579359	-0.0929022	-0.0545622	-0.0452396	-0.0470033
1724	0.3448	-0.0575168	-0.0602966	-0.0576699	-0.0576699	-0.0598049	-0.0579067	-0.0929246	-0.0545499	-0.0452387	-0.047003
1725	0.345	-0.0575169	-0.0602967	-0.0576699	-0.0576699	-0.0598126	-0.0578645	-0.0929469	-0.0545373	-0.0452378	-0.0470028
1726	0.3452	-0.057517	-0.0602967	-0.0576699	-0.0576699	-0.0598199	-0.057824	-0.092969	-0.0545237	-0.0452368	-0.0470026
1727	0.3454	-0.0575171	-0.0602968	-0.0576699	-0.0576699	-0.059827	-0.057785	-0.092991	-0.0545092	-0.0452359	-0.0470024
1728	0.3456	-0.0575172	-0.0602968	-0.0576699	-0.0576699	-0.0598338	-0.0577476	-0.0930127	-0.0544942	-0.0452349	-0.0470022
1729	0.3458	-0.0575173	-0.0602969	-0.0576699	-0.0576699	-0.0598403	-0.0577117	-0.0930342	-0.0544786	-0.0452339	-0.047002
1730	0.346	-0.0575174	-0.0602969	-0.0576699	-0.0576699	-0.0598466	-0.0576613	-0.0930554	-0.0544626	-0.045233	-0.0470019
1731	0.3462	-0.0575175	-0.060297	-0.0576699	-0.0576699	-0.0598526	-0.0576129	-0.0930763	-0.0544455	-0.0452319	-0.0470017
1732	0.3464	-0.0575176	-0.060297	-0.0576699	-0.0576699	-0.0598584	-0.0575664	-0.0930969	-0.0544276	-0.0452309	-0.0470016
1733	0.3466	-0.0575177	-0.060297	-0.0576699	-0.0576699	-0.0598639	-0.0575217	-0.0931172	-0.0544089	-0.0452299	-0.0470014
1734	0.3468	-0.0575177	-0.0602971	-0.0576699	-0.0576699	-0.0598693	-0.0574788	-0.0931371	-0.0543896	-0.0452288	-0.0470013
1735	0.347	-0.0575178	-0.0602971	-0.0576699	-0.0576699	-0.0598744	-0.05742	-0.0931566	-0.05437	-0.0452278	-0.0470012
1736	0.3472	-0.0575179	-0.0602972	-0.0576699	-0.0576699	-0.0598793	-0.0573635	-0.0931758	-0.0543491	-0.0452267	-0.0470011
1737	0.3474	-0.0575179	-0.0602972	-0.0576699	-0.0576699	-0.059884	-0.0573092	-0.0931946	-0.0543273	-0.0452256	-0.0470011
1738	0.3476	-0.057518	-0.0602972	-0.0576699	-0.0576699	-0.0598886	-0.057257	-0.093213	-0.0543048	-0.0452245	-0.047001
1739	0.3478	-0.057518	-0.0602972	-0.0576699	-0.0576699	-0.059893	-0.0572069	-0.093231	-0.0542816	-0.0452233	-0.047001
1740	0.348	-0.0575181	-0.0602973	-0.0576699	-0.0576699	-0.0598972	-0.0571395	-0.0932486	-0.054258	-0.0452222	-0.0470009
1741	0.3482	-0.0575181	-0.0602973	-0.0576699	-0.0576699	-0.0599012	-0.0570748	-0.0932658	-0.0542331	-0.045221	-0.0470009
1742	0.3484	-0.0575181	-0.0602973	-0.0576699	-0.0576699	-0.0599051	-0.0570126	-0.0932826	-0.0542073	-0.0452198	-0.0470008
1743	0.3486	-0.0575181	-0.0602973	-0.0576699	-0.0576699	-0.0599088	-0.0569528	-0.093299	-0.0541806	-0.0452186	-0.0470008
1744	0.3488	-0.0575181	-0.0602974	-0.0576699	-0.0576699	-0.0599124	-0.0568954	-0.093315	-0.0541533	-0.0452174	-0.0470008
1745	0.349	-0.0575181	-0.0602974	-0.0576699	-0.0576699	-0.0599158	-0.0568195	-0.0933306	-0.0541256	-0.0452161	-0.0470008
1746	0.3492	-0.0575181	-0.0602974	-0.0576699	-0.0576699	-0.0599191	-0.0567466	-0.0933457	-0.0540966	-0.0452148	-0.0470008
1747	0.3494	-0.0575181	-0.0602974	-0.0576699	-0.0576699	-0.0599223	-0.0566766	-0.0933605	-0.0540666	-0.0452135	-0.0470008
1748	0.3496	-0.0575181	-0.0602974	-0.0576699	-0.0576699	-0.0599253	-0.0566093	-0.0933749	-0.0540357	-0.0452122	-0.0470009
1749	0.3498	-0.0575181	-0.0602975	-0.0576699	-0.0576699	-0.0599282	-0.0565446	-0.093389	-0.0540042	-0.0452109	-0.0470009
1750	0.35	-0.057518	-0.0602975	-0.0576699	-0.0576699	-0.0599311	-0.0564672	-0.0934026	-0.0539724	-0.0452095	-0.0470009
1751	0.3502	-0.057518	-0.0602975	-0.0576699	-0.0576699	-0.0599338	-0.0563929	-0.0934159	-0.0539395	-0.0452082	-0.047001
1752	0.3504	-0.0575179	-0.0602975	-0.0576699	-0.0576699	-0.0599364	-0.0563215	-0.0934288	-0.0539058	-0.0452068	-0.047001
1753	0.3506	-0.0575179	-0.0602975	-0.0576699	-0.0576699	-0.0599389	-0.0562529	-0.0934413	-0.0538716	-0.0452053	-0.0470011
1754	0.3508	-0.0575178	-0.0602975	-0.0576699	-0.0576699	-0.0599413	-0.0561869	-0.0934534	-0.0538371	-0.0452039	-0.0470011
1755	0.351	-0.0575177	-0.0602975	-0.0576699	-0.0576699	-0.0599436	-0.056107	-0.0934652	-0.0538023	-0.0452024	-0.0470012
1756	0.3512	-0.0575176	-0.0602975	-0.0576699	-0.0576699	-0.0599458	-0.0560303	-0.0934767	-0.0537667	-0.045201	-0.0470012
1757	0.3514	-0.0575175	-0.0602976	-0.0576699	-0.0576699	-0.0599479	-0.0559565	-0.0934878	-0.0537304	-0.0451995	-0.0470013
1758	0.3516	-0.0575174	-0.0602976	-0.0576699	-0.0576699	-0.0599499	-0.0558856	-0.0934986	-0.0536937	-0.0451979	-0.0470014
1759	0.3518	-0.0575173	-0.0602976	-0.0576699	-0.0576699	-0.0599519	-0.0558175	-0.0935091	-0.0536568	-0.0451964	-0.0470015
1760	0.352	-0.0575172	-0.0602976	-0.0576699	-0.0576699	-0.0599538	-0.0557346	-0.0935193	-0.0536197	-0.0451948	-0.0470016
1761	0.3522	-0.0575171	-0.0602976	-0.0576699	-0.0576699	-0.0599556	-0.0556549	-0.0935291	-0.0535819	-0.0451933	-0.0470017
1762	0.3524	-0.0575169	-0.0602976	-0.0576699	-0.0576699	-0.0599573	-0.0555783	-0.0935387	-0.0535435	-0.0451917	-0.0470018
1763	0.3526	-0.0575168	-0.0602976	-0.0576699	-0.0576699	-0.059959	-0.0555047	-0.0935479	-0.0535047	-0.0451901	-0.0470019
1764	0.3528	-0.0575166	-0.0602976	-0.0576699	-0.0576699	-0.0599606	-0.055434	-0.0935569	-0.0534657	-0.0451884	-0.047002
1765	0.353	-0.0575164	-0.0602976	-0.0576699	-0.0576699	-0.0599622	-0.0553478	-0.0935655	-0.0534267	-0.0451868	-0.0470021
1766	0.3532	-0.0575163	-0.0602976	-0.0576699	-0.0576699	-0.0599636	-0.055265	-0.093574	-0.053387	-0.0451851	-0.0470022
1767	0.3534	-0.0575161	-0.0602977	-0.0576699	-0.0576699	-0.0599651	-0.0551855	-0.0935821	-0.0533466	-0.0451834	-0.0470024
1768	0.3536	-0.0575159	-0.0602977	-0.0576699	-0.0576699	-0.0599664	-0.0551091	-0.09359	-0.053306	-0.0451817	-0.0470025
1769	0.3538	-0.0575157	-0.0602977	-0.0576699	-0.0576699	-0.0599678	-0.0550356	-0.0935976	-0.0532652	-0.04518	-0.0470026
1770	0.354	-0.0575154	-0.0602977	-0.0576699	-0.0576699	-0.059969	-0.0549465	-0.093605	-0.0532244	-0.0451782	-0.0470027
1771	0.3542	-0.0575152	-0.0602977	-0.0576699	-0.0576699	-0.0599702	-0.0548608	-0.0936121	-0.0531829	-0.0451765	-0.0470029
1772	0.3544	-0.057515	-0.0602977	-0.0576699	-0.0576699	-0.0599714	-0.0547785	-0.0936191	-0.0531409	-0.0451747	-0.047003
1773	0.3546	-0.0575147	-0.0602977	-0.0576699	-0.0576699	-0.0599725	-0.0546995	-0.0936257	-0.0530986	-0.0451729	-0.0470032
1774	0.3548	-0.0575145	-0.0602977	-0.0576699	-0.0576699	-0.0599736	-0.0546235	-0.0936322	-0.0530561	-0.0451711	-0.0470033
1775	0.355	-0.0575142	-0.0602977	-0.0576699	-0.0576699	-0.0599746	-0.0545319	-0.0936385	-0.0530137	-0.0451693	-0.0470035
1776	0.3552	-0.057514	-0.0602977	-0.0576699	-0.0576699	-0.0599756	-0.0544439	-0.0936445	-0.0529707	-0.0451674	-0.0470037
1777	0.3554	-0.0575137	-0.0602978	-0.0576699	-0.0576699	-0.0599766	-0.0543593	-0.0936504	-0.0529271	-0.0451656	-0.0470038
1778	0.3556	-0.0575134	-0.0602978	-0.0576699	-0.0576699	-0.0599775	-0.054278	-0.0936561	-0.0528833	-0.0451637	-0.047004
1779	0.3558	-0.0575131	-0.0602978	-0.0576699	-0.0576699	-0.0599784	-0.0542	-0.0936616	-0.0528395	-0.0451618	-0.0470042
1780	0.356	-0.0575128	-0.0602978	-0.0576699	-0.0576699	-0.0599792	-0.0541067	-0.0936669	-0.0527957	-0.0451599	-0.0470043
1781	0.3562	-0.0575125	-0.0602978	-0.0576699	-0.0576699	-0.05998	-0.0540172	-0.093672	-0.0527513	-0.045158	-0.0470045
1782	0.3564	-0.0575122	-0.0602978	-0.0576699	-0.0576699	-0.0599808	-0.0539311	-0.093677	-0.0527065	-0.0451561	-0.0470047
1783	0.3566	-0.0575119	-0.0602978	-0.0576699	-0.0576699	-0.0599816	-0.0538484	-0.0936817	-0.0526615	-0.0451541	-0.0470049
1784	0.3568	-0.0575115	-0.0602978	-0.0576699	-0.0576699	-0.0599823	-0.0537689	-0.0936864	-0.0526166	-0.0451522	-0.0470051
1785	0.357	-0.0575112	-0.0602979	-0.0576699	-0.0576699	-0.059983	-0.0536752	-0.0936909	-0.0525717	-0.0451502	-0.0470053
1786	0.3572	-0.0575108	-0.0602979	-0.0576699	-0.0576699	-0.0599837	-0.0535851	-0.0936952	-0.0525264	-0.0451482	-0.0470055
1787	0.3574	-0.0575105	-0.0602979	-0.0576699	-0.0576699	-0.0599843	-0.0534986	-0.0936994	-0.0524807	-0.0451462	-0.0470057
1788	0.3576	-0.0575101	-0.0602979	-0.0576699	-0.0576699	-0.0599849	-0.0534154	-0.0937034	-0.0524349	-0.0451442	-0.0470059
1789	0.3578	-0.0575097	-0.0602979	-0.0576699	-0.0576699	-0.0599855	-0.0533355	-0.0937074	-0.0523892	-0.0451422	-0.0470061
1790	0.358	-0.0575093	-0.0602979	-0.0576699	-0.0576699	-0.0599861	-0.0532425	-0.0937112	-0.0523438	-0.0451402	-0.0470063
1791	0.3582	-0.0575089	-0.060298	-0.0576699	-0.0576699	-0.0599866	-0.0531532	-0.0937148	-0.0522979	-0.0451381	-0.0470066
1792	0.3584	-0.0575085	-0.060298	-0.0576699	-0.0576699	-0.0599872	-0.0530674	-0.0937184	-0.0522518	-0.0451361	-0.0470068
1793	0.3586	-0.0575081	-0.060298	-0.0576699	-0.0576699	-0.0599877	-0.0529849	-0.0937218	-0.0522057	-0.045134	-0.047007
1794	0.3588	-0.0575077	-0.060298	-0.0576699	-0.0576699	-0.0599881	-0.0529057	-0.0937251	-0.0521597	-0.0451319	-0.0470073
1795	0.359	-0.0575073	-0.060298	-0.0576699	-0.0576699	-0.0599886	-0.0528115	-0.0937283	-0.0521141	-0.0451299	-0.0470075
1796	0.3592	-0.0575068	-0.0602981	-0.0576699	-0.0576699	-0.0599891	-0.0527211	-0.0937314	-0.052068	-0.0451278	-0.0470077
1797	0.3594	-0.0575064	-0.0602981	-0.0576699	-0.0576699	-0.0599895	-0.0526342	-0.0937344	-0.0520217	-0.0451257	-0.047008
1798	0.3596	-0.057506	-0.0602981	-0.0576699	-0.0576699	-0.0599899	-0.0525507	-0.0937373	-0.0519754	-0.0451236	-0.0470082
1799	0.3598	-0.0575055	-0.0602981	-0.0576699	-0.0576699	-0.0599903	-0.0524705	-0.0937402	-0.0519293	-0.0451215	-0.0470085
1800	0.36	-0.057505	-0.0602982	-0.0576699	-0.0576699	-0.0599907	-0.0523759	-0.0937429	-0.0518834	-0.0451193	-0.0470087
1801	0.3602	-0.0575046	-0.0602982	-0.0576699	-0.0576699	-0.059991	-0.052285	-0.0937455	-0.0518372	-0.0451172	-0.047009
1802	0.3604	-0.0575041	-0.0602982	-0.0576699	-0.0576699	-0.0599914	-0.0521976	-0.0937481	-0.0517908	-0.0451151	-0.0470093
1803	0.3606	-0.0575036	-0.0602982	-0.0576699	-0.0576699	-0.0599917	-0.0521137	-0.0937505	-0.0517443	-0.0451129	-0.0470095
1804	0.3608	-0.0575031	-0.0602983	-0.0576699	-0.0576699	-0.059992	-0.0520331	-0.0937529	-0.0516981	-0.0451108	-0.0470098
1805	0.361	-0.0575026	-0.0602983	-0.0576699	-0.0576699	-0.0599924	-0.0519905	-0.0937552	-0.0516522	-0.0451086	-0.0470101
1806	0.3612	-0.0575021	-0.0602983	-0.0576699	-0.0576699	-0.0599927	-0.0519495	-0.0937575	-0.0516083	-0.0451065	-0.0470104
1807	0.3614	-0.0575016	-0.0602983	-0.0576699	-0.0576699	-0.0599929	-0.0519101	-0.0937596	-0.0515664	-0.0451043	-0.0470106
1808	0.3616	-0.0575011	-0.0602984	-0.0576699	-0.0576699	-0.0599932	-0.0518723	-0.0937617	-0.0515262	-0.0451021	-0.0470109
1809	0.3618	-0.0575006	-0.0602984	-0.0576699	-0.0576699	-0.0599935	-0.051836	-0.0937638	-0.0514879	-0.0450999	-0.0470112
1810	0.362	-0.0575001	-0.0602984	-0.0576699	-0.0576699	-0.0599937	-0.0518335	-0.0937658	-0.0514511	-0.0450978	-0.0470115
1811	0.3622	-0.0574996	-0.0602985	-0.0576699	-0.0576699	-0.059994	-0.0518311	-0.0937677	-0.0514173	-0.0450956	-0.0470118
1812	0.3624	-0.0574991	-0.0602985	-0.0576699	-0.0576699	-0.0599942	-0.0518288	-0.0937696	-0.0513864	-0.0450935	-0.0470121
1813	0.3626	-0.0574985	-0.0602985	-0.0576699	-0.0576699	-0.0599945	-0.0518266	-0.0937714	-0.0513578	-0.0450913	-0.0470124
1814	0.3628	-0.057498	-0.0602985	-0.0576699	-0.0576699	-0.0599947	-0.0518245	-0.0937731	-0.0513316	-0.0450892	-0.0470127
1815	0.363	-0.0574975	-0.0602986	-0.0576699	-0.0576699	-0.0599949	-0.0518527	-0.0937748	-0.0513073	-0.0450871	-0.047013
1816	0.3632	-0.057497	-0.0602986	-0.0576699	-0.0576699	-0.0599951	-0.0518797	-0.0937765	-0.0512863	-0.045085	-0.0470133
1817	0.3634	-0.0574965	-0.0602986	-0.0576699	-0.0576699	-0.0599953	-0.0519057	-0.0937781	-0.0512682	-0.0450829	-0.0470136
1818	0.3636	-0.057496	-0.0602987	-0.0576699	-0.0576699	-0.0599955	-0.0519307	-0.0937796	-0.0512526	-0.0450808	-0.047014
1819	0.3638	-0.0574955	-0.0602987	-0.0576699	-0.0576699	-0.0599956	-0.0519546	-0.0937811	-0.0512393	-0.0450788	-0.0470143
1820	0.364	-0.0574951	-0.0602987	-0.0576699	-0.0576699	-0.0599958	-0.0520055	-0.0937826	-0.051228	-0.0450768	-0.0470146
1821	0.3642	-0.0574946	-0.0602988	-0.0576699	-0.0576699	-0.059996	-0.0520543	-0.093784	-0.0512197	-0.0450748	-0.0470149
1822	0.3644	-0.0574942	-0.0602988	-0.0576699	-0.0576699	-0.0599961	-0.0521012	-0.0937854	-0.0512141	-0.0450728	-0.0470152
1823	0.3646	-0.0574937	-0.0602988	-0.0576699	-0.0576699	-0.0599963	-0.0521463	-0.0937867	-0.0512107	-0.0450709	-0.0470155
1824	0.3648	-0.0574933	-0.0602989	-0.0576699	-0.0576699	-0.0599964	-0.0521896	-0.093788	-0.0512095	-0.045069	-0.0470158
1825	0.365	-0.0574929	-0.0602989	-0.0576699	-0.0576699	-0.0599966	-0.0522563	-0.0937893	-0.0512099	-0.0450671	-0.0470161
1826	0.3652	-0.0574925	-0.0602989	-0.0576699	-0.0576699	-0.0599967	-0.0523204	-0.0937905	-0.0512131	-0.0450653	-0.0470164
1827	0.3654	-0.0574921	-0.0602989	-0.0576699	-0.0576699	-0.0599968	-0.052382	-0.0937917	-0.0512185	-0.0450635	-0.0470167
1828	0.3656	-0.0574918	-0.060299	-0.0576699	-0.0576699	-0.059997	-0.0524411	-0.0937928	-0.0512259	-0.0450617	-0.047017
1829	0.3658	-0.0574914	-0.060299	-0.0576699	-0.0576699	-0.0599971	-0.052498	-0.0937939	-0.051235	-0.04506	-0.0470173
1830	0.366	-0.0574911	-0.060299	-0.0576699	-0.0576699	-0.0599972	-0.0525747	-0.093795	-0.0512456	-0.0450583	-0.0470176
1831	0.3662	-0.0574908	-0.060299	-0.0576699	-0.0576699	-0.0599973	-0.0526485	-0.0937961	-0.0512583	-0.0450566	-0.0470178
1832	0.3664	-0.0574905	-0.0602991	-0.0576699	-0.0576699	-0.0599974	-0.0527193	-0.0937971	-0.051273	-0.045055	-0.0470181
1833	0.3666	-0.0574903	-0.0602991	-0.0576699	-0.0576699	-0.0599975	-0.0527874	-0.0937981	-0.0512892	-0.0450534	-0.0470184
1834	0.3668	-0.05749	-0.0602991	-0.0576699	-0.0576699	-0.0599976	-0.0528528	-0.093799	-0.0513067	-0.0450519	-0.0470186
1835	0.367	-0.0574898	-0.0602991	-0.0576699	-0.0576699	-0.0599977	-0.0529347	-0.0937999	-0.0513254	-0.0450504	-0.0470189
1836	0.3672	-0.0574896	-0.0602991	-0.0576699	-0.0576699	-0.0599978	-0.0530134	-0.0938008	-0.0513457	-0.045049	-0.0470191
1837	0.3674	-0.0574894	-0.0602992	-0.0576699	-0.0576699	-0.0599979	-0.053089	-0.0938017	-0.0513676	-0.0450476	-0.0470193
1838	0.3676	-0.0574893	-0.0602992	-0.0576699	-0.0576699	-0.059998	-0.0531616	-0.0938025	-0.0513906	-0.0450462	-0.0470195
1839	0.3678	-0.0574891	-0.0602992	-0.0576699	-0.0576699	-0.059998	-0.0532314	-0.0938033	-0.0514146	-0.0450449	-0.0470197
1840	0.368	-0.057489	-0.0602992	-0.0576699	-0.0576699	-0.0599981	-0.0533143	-0.0938041	-0.0514394	-0.0450436	-0.0470199
1841	0.3682	-0.0574889	-0.0602992	-0.0576699	-0.0576699	-0.0599982	-0.0533939	-0.0938049	-0.0514654	-0.0450423	-0.0470201
1842	0.3684	-0.0574889	-0.0602992	-0.0576699	-0.0576699	-0.0599983	-0.0534704	-0.0938056	-0.0514925	-0.0450411	-0.0470202
1843	0.3686	-0.0574888	-0.0602992	-0.0576699	-0.0576699	-0.0599983	-0.0535439	-0.0938063	-0.0515205	-0.0450399	-0.0470204
1844	0.3688	-0.0574888	-0.0602992	-0.0576699	-0.0576699	-0.0599984	-0.0536145	-0.0938069	-0.051549	-0.0450388	-0.0470205
1845	0.369	-0.0574888	-0.0602992	-0.0576699	-0.0576699	-0.0599985	-0.053695	-0.0938076	-0.051578	-0.0450377	-0.0470206
1846	0.3692	-0.0574888	-0.0602992	-0.0576699	-0.0576699	-0.0599985	-0.0537724	-0.0938082	-0.0516079	-0.0450367	-0.0470208
1847	0.3694	-0.0574888	-0.0602992	-0.0576699	-0.0576699	-0.0599986	-0.0538467	-0.0938088	-0.0516385	-0.0450357	-0.0470208
1848	0.3696	-0.0574889	-0.0602993	-0.0576699	-0.0576699	-0.0599986	-0.0539181	-0.0938093	-0.0516696	-0.0450347	-0.0470209
1849	0.3698	-0.0574889	-0.0602993	-0.0576699	-0.0576699	-0.0599987	-0.0539867	-0.0938099	-0.051701	-0.0450338	-0.047021
1850	0.37	-0.057489	-0.0602992	-0.0576699	-0.0576699	-0.0599987	-0.0540622	-0.0938104	-0.0517326	-0.0450329	-0.047021
1851	0.3702	-0.0574892	-0.0602992	-0.0576699	-0.0576699	-0.0599988	-0.0541347	-0.0938109	-0.0517646	-0.0450321	-0.0470211
1852	0.3704	-0.0574893	-0.0602992	-0.0576699	-0.0576699	-0.0599988	-0.0542043	-0.0938113	-0.0517971	-0.0450313	-0.0470211
1853	0.3706	-0.0574895	-0.0602992	-0.0576699	-0.0576699	-0.0599989	-0.0542712	-0.0938118	-0.0518297	-0.0450305	-0.0470211
1854	0.3708	-0.0574896	-0.0602992	-0.0576699	-0.0576699	-0.0599989	-0.0543355	-0.0938122	-0.0518623	-0.0450297	-0.047021
1855	0.371	-0.0574898	-0.0602992	-0.0576699	-0.0576699	-0.059999	-0.0544038	-0.0938126	-0.051895	-0.045029	-0.047021
1856	0.3712	-0.05749	-0.0602992	-0.0576699	-0.0576699	-0.059999	-0.0544694	-0.093813	-0.0519278	-0.0450284	-0.0470209
1857	0.3714	-0.0574903	-0.0602992	-0.0576699	-0.0576699	-0.059999	-0.0545325	-0.0938133	-0.0519606	-0.0450277	-0.0470209
1858	0.3716	-0.0574905	-0.0602992	-0.0576699	-0.0576699	-0.0599991	-0.0545931	-0.0938137	-0.0519933	-0.0450271	-0.0470208
1859	0.3718	-0.0574908	-0.0602992	-0.0576699	-0.0576699	-0.0599991	-0.0546513	-0.093814	-0.0520259	-0.0450266	-0.0470207
1860	0.372	-0.057491	-0.0602992	-0.0576699	-0.0576699	-0.0599992	-0.0547109	-0.0938142	-0.0520583	-0.045026	-0.0470205
1861	0.3722	-0.0574913	-0.0602992	-0.0576699	-0.0576699	-0.0599992	-0.0547682	-0.0938145	-0.0520905	-0.0450255	-0.0470204
1862	0.3724	-0.0574916	-0.0602992	-0.0576699	-0.0576699	-0.0599992	-0.0548233	-0.0938148	-0.0521225	-0.0450251	-0.0470202
1863	0.3726	-0.057492	-0.0602991	-0.0576699	-0.0576699	-0.0599992	-0.0548762	-0.093815	-0.0521542	-0.0450246	-0.04702
1864	0.3728	-0.0574923	-0.0602991	-0.0576699	-0.0576699	-0.0599993	-0.054927	-0.0938152	-0.0521856	-0.0450242	-0.0470198
1865	0.373	-0.0574926	-0.0602991	-0.0576699	-0.0576699	-0.0599993	-0.0549769	-0.0938153	-0.0522165	-0.0450238	-0.0470196
1866	0.3732	-0.057493	-0.0602991	-0.0576699	-0.0576699	-0.0599993	-0.0550249	-0.0938155	-0.0522471	-0.0450234	-0.0470193
1867	0.3734	-0.0574934	-0.0602991	-0.0576699	-0.0576699	-0.0599994	-0.055071	-0.0938156	-0.0522773	-0.0450231	-0.0470191
1868	0.3736	-0.0574938	-0.0602991	-0.0576699	-0.0576699	-0.0599994	-0.0551153	-0.0938158	-0.052307	-0.0450228	-0.0470188
1869	0.3738	-0.0574942	-0.060299	-0.0576699	-0.0576699	-0.0599994	-0.0551579	-0.0938159	-0.0523362	-0.0450225	-0.0470185
1870	0.374	-0.0574946	-0.060299	-0.0576699	-0.0576699	-0.0599994	-0.0551975	-0.093816	-0.052365	-0.0450222	-0.0470182
1871	0.3742	-0.057495	-0.060299	-0.0576699	-0.0576699	-0.0599995	-0.0552357	-0.093816	-0.0523931	-0.045022	-0.0470178
1872	0.3744	-0.0574954	-0.060299	-0.0576699	-0.0576699	-0.0599995	-0.0552723	-0.0938161	-0.0524207	-0.0450218	-0.0470175
1873	0.3746	-0.0574959	-0.060299	-0.0576699	-0.0576699	-0.0599995	-0.0553074	-0.0938161	-0.0524477	-0.0450216	-0.0470171
