TimeSlice	Time	R Ank ext Ia	R Ank flx Ia	R Ank ext Ia IN	R Ank flx Ia IN	R Ank ext Ib	R Ank flx Ib	R Ank MN flx	R Ank MN ext	R Ank MN flx RE	R Ank MN ext RE
2037	0.4074	-0.0598817	-0.0623666	-0.0599992	-0.0599987	-0.059334	-0.0596111	-0.0884237	-0.0577512	-0.046548	-0.0452842
2038	0.4076	-0.059886	-0.0623605	-0.0599992	-0.0599987	-0.0593364	-0.059612	-0.088322	-0.0577919	-0.0465446	-0.0452855
2039	0.4078	-0.0598905	-0.0623543	-0.0599992	-0.0599987	-0.0593388	-0.0596129	-0.088219	-0.0578335	-0.0465411	-0.0452869
2040	0.408	-0.0598951	-0.0623481	-0.0599992	-0.0599987	-0.0593417	-0.059614	-0.0881145	-0.0578761	-0.0465375	-0.0452883
2041	0.4082	-0.0598998	-0.0623418	-0.0599992	-0.0599987	-0.0593445	-0.0596151	-0.0880087	-0.0579196	-0.0465339	-0.0452898
2042	0.4084	-0.0599046	-0.0623353	-0.0599992	-0.0599987	-0.0593472	-0.0596161	-0.0879016	-0.0579642	-0.0465302	-0.0452913
2043	0.4086	-0.0599094	-0.0623288	-0.0599992	-0.0599987	-0.0593498	-0.0596171	-0.087793	-0.0580097	-0.0465264	-0.0452929
2044	0.4088	-0.0599144	-0.0623222	-0.0599992	-0.0599987	-0.0593523	-0.0596181	-0.087683	-0.0580562	-0.0465225	-0.0452945
2045	0.409	-0.0599195	-0.0623155	-0.0599992	-0.0599987	-0.0593554	-0.0596192	-0.0875715	-0.0581037	-0.0465185	-0.0452962
2046	0.4092	-0.0599247	-0.0623087	-0.0599992	-0.0599987	-0.0593584	-0.0596202	-0.0874586	-0.0581522	-0.0465145	-0.045298
2047	0.4094	-0.05993	-0.0623018	-0.0599992	-0.0599987	-0.0593614	-0.0596213	-0.0873443	-0.0582017	-0.0465103	-0.0452998
2048	0.4096	-0.0599354	-0.0622949	-0.0599992	-0.0599987	-0.0593642	-0.0596223	-0.0872284	-0.0582523	-0.0465061	-0.0453017
2049	0.4098	-0.0599409	-0.0622878	-0.0599992	-0.0599987	-0.0593668	-0.0596232	-0.087111	-0.0583039	-0.0465018	-0.0453037
2050	0.41	-0.0599465	-0.0622806	-0.0599992	-0.0599987	-0.0593703	-0.0596243	-0.0869921	-0.0583565	-0.0464975	-0.0453057
2051	0.4102	-0.0599522	-0.0622733	-0.0599992	-0.0599987	-0.0593736	-0.0596254	-0.0868716	-0.0584102	-0.046493	-0.0453077
2052	0.4104	-0.059958	-0.0622659	-0.0599992	-0.0599987	-0.0593767	-0.0596264	-0.0867496	-0.058465	-0.0464884	-0.0453099
2053	0.4106	-0.059964	-0.0622584	-0.0599992	-0.0599987	-0.0593798	-0.0596274	-0.086626	-0.0585212	-0.0464838	-0.0453121
2054	0.4108	-0.0599701	-0.0622508	-0.0599992	-0.0599987	-0.0593827	-0.0596284	-0.0865008	-0.058579	-0.0464791	-0.0453144
2055	0.411	-0.0599763	-0.0622431	-0.0599992	-0.0599987	-0.0593864	-0.0596295	-0.0863739	-0.0586384	-0.0464743	-0.0453167
2056	0.4112	-0.0599827	-0.0622353	-0.0599992	-0.0599987	-0.05939	-0.0596306	-0.0862453	-0.0586996	-0.0464694	-0.0453191
2057	0.4114	-0.0599893	-0.0622273	-0.0599992	-0.0599987	-0.0593934	-0.0596316	-0.0861151	-0.0587628	-0.0464644	-0.0453216
2058	0.4116	-0.0599961	-0.0622193	-0.0599992	-0.0599987	-0.0593967	-0.0596326	-0.0859831	-0.0588279	-0.0464593	-0.0453242
2059	0.4118	-0.0600031	-0.0622111	-0.0599992	-0.0599987	-0.0593999	-0.0596335	-0.0858494	-0.0588951	-0.0464541	-0.0453268
2060	0.412	-0.0600103	-0.0622028	-0.0599992	-0.0599987	-0.0594039	-0.0596346	-0.0857141	-0.0589643	-0.0464489	-0.0453295
2061	0.4122	-0.0600177	-0.0621945	-0.0599992	-0.0599987	-0.0594078	-0.0596357	-0.0855773	-0.0590357	-0.0464435	-0.0453323
2062	0.4124	-0.0600253	-0.062186	-0.0599992	-0.0599987	-0.0594116	-0.0596367	-0.0854391	-0.0591093	-0.0464381	-0.0453352
2063	0.4126	-0.0600331	-0.0621775	-0.0599992	-0.0599987	-0.0594152	-0.0596376	-0.0852994	-0.0591851	-0.0464326	-0.0453381
2064	0.4128	-0.0600411	-0.0621689	-0.0599992	-0.0599987	-0.0594186	-0.0596386	-0.0851582	-0.059263	-0.0464269	-0.0453411
2065	0.413	-0.0600493	-0.0621603	-0.0599992	-0.0599987	-0.059423	-0.0596397	-0.0850153	-0.0593431	-0.0464212	-0.0453442
2066	0.4132	-0.0600577	-0.0621515	-0.0599992	-0.0599987	-0.0594272	-0.0596407	-0.0848709	-0.0594254	-0.0464154	-0.0453474
2067	0.4134	-0.0600664	-0.0621427	-0.0599992	-0.0599987	-0.0594313	-0.0596417	-0.0847248	-0.0595099	-0.0464095	-0.0453507
2068	0.4136	-0.0600752	-0.0621337	-0.0599992	-0.0599987	-0.0594352	-0.0596426	-0.084577	-0.0595965	-0.0464035	-0.0453541
2069	0.4138	-0.0600842	-0.0621246	-0.0599992	-0.0599987	-0.059439	-0.0596436	-0.0844275	-0.0596852	-0.0463974	-0.0453576
2070	0.414	-0.0600935	-0.0621155	-0.0599992	-0.0599987	-0.0594438	-0.0596446	-0.0842763	-0.0597761	-0.0463912	-0.0453611
2071	0.4142	-0.0601029	-0.0621062	-0.0599992	-0.0599987	-0.0594484	-0.0596456	-0.0841232	-0.0598691	-0.0463849	-0.0453648
2072	0.4144	-0.0601125	-0.0620968	-0.0599992	-0.0599987	-0.0594528	-0.0596466	-0.0839684	-0.0599642	-0.0463785	-0.0453685
2073	0.4146	-0.0601224	-0.0620873	-0.0599992	-0.0599987	-0.0594571	-0.0596475	-0.0838117	-0.0600613	-0.046372	-0.0453724
2074	0.4148	-0.0601324	-0.0620776	-0.0599992	-0.0599987	-0.0594612	-0.0596484	-0.0836531	-0.0601605	-0.0463654	-0.0453763
2075	0.415	-0.0601426	-0.0620679	-0.0599992	-0.0599987	-0.0594664	-0.0596494	-0.0834926	-0.0602616	-0.0463586	-0.0453804
2076	0.4152	-0.060153	-0.062058	-0.0599992	-0.0599987	-0.0594714	-0.0596504	-0.0833301	-0.0603648	-0.0463518	-0.0453845
2077	0.4154	-0.0601636	-0.062048	-0.0599992	-0.0599987	-0.0594762	-0.0596514	-0.0831658	-0.0604699	-0.0463449	-0.0453888
2078	0.4156	-0.0601743	-0.0620378	-0.0599992	-0.0599987	-0.0594809	-0.0596523	-0.0829994	-0.060577	-0.0463379	-0.0453931
2079	0.4158	-0.0601853	-0.0620276	-0.0599992	-0.0599987	-0.0594853	-0.0596531	-0.0828311	-0.060686	-0.0463308	-0.0453975
2080	0.416	-0.0601964	-0.0620171	-0.0599992	-0.0599987	-0.0594911	-0.0596541	-0.0826607	-0.0607969	-0.0463235	-0.0454021
2081	0.4162	-0.0602076	-0.0620066	-0.0599992	-0.0599987	-0.0594965	-0.0596551	-0.0824883	-0.0609097	-0.0463162	-0.0454067
2082	0.4164	-0.0602191	-0.0619958	-0.0599992	-0.0599987	-0.0595018	-0.059656	-0.0823139	-0.0610245	-0.0463088	-0.0454115
2083	0.4166	-0.0602307	-0.061985	-0.0599992	-0.0599987	-0.0595069	-0.0596569	-0.0821374	-0.061141	-0.0463012	-0.0454164
2084	0.4168	-0.0602424	-0.061974	-0.0599992	-0.0599987	-0.0595117	-0.0596577	-0.0819589	-0.0612594	-0.0462935	-0.0454214
2085	0.417	-0.0602544	-0.0619628	-0.0599992	-0.0599987	-0.0595179	-0.0596587	-0.0817783	-0.0613796	-0.0462857	-0.0454264
2086	0.4172	-0.0602664	-0.0619515	-0.0599992	-0.0599987	-0.0595239	-0.0596596	-0.0815956	-0.0615017	-0.0462778	-0.0454316
2087	0.4174	-0.0602787	-0.06194	-0.0599992	-0.0599987	-0.0595296	-0.0596605	-0.0814109	-0.0616256	-0.0462698	-0.0454369
2088	0.4176	-0.0602911	-0.0619284	-0.0599992	-0.0599987	-0.0595351	-0.0596613	-0.0812241	-0.0617514	-0.0462617	-0.0454424
2089	0.4178	-0.0603036	-0.0619166	-0.0599992	-0.0599987	-0.0595403	-0.0596621	-0.0810352	-0.0618789	-0.0462535	-0.0454479
2090	0.418	-0.0603162	-0.0619047	-0.0599992	-0.0599987	-0.059547	-0.059663	-0.0808443	-0.0620081	-0.0462451	-0.0454535
2091	0.4182	-0.0603291	-0.0618926	-0.0599992	-0.0599987	-0.0595534	-0.0596639	-0.0806513	-0.0621393	-0.0462366	-0.0454593
2092	0.4184	-0.060342	-0.0618803	-0.0599992	-0.0599987	-0.0595596	-0.0596647	-0.0804563	-0.0622722	-0.046228	-0.0454652
2093	0.4186	-0.0603551	-0.0618679	-0.0599992	-0.0599987	-0.0595655	-0.0596655	-0.0802593	-0.062407	-0.0462193	-0.0454712
2094	0.4188	-0.0603683	-0.0618552	-0.0599992	-0.0599987	-0.0595711	-0.0596663	-0.0800602	-0.0625435	-0.0462105	-0.0454773
2095	0.419	-0.0603817	-0.0618425	-0.0599992	-0.0599987	-0.0595783	-0.0596672	-0.0798591	-0.0626819	-0.0462015	-0.0454835
2096	0.4192	-0.0603952	-0.0618295	-0.0599992	-0.0599987	-0.0595851	-0.059668	-0.079656	-0.0628221	-0.0461925	-0.0454898
2097	0.4194	-0.0604089	-0.0618164	-0.0599992	-0.0599987	-0.0595917	-0.0596688	-0.079451	-0.0629641	-0.0461833	-0.0454963
2098	0.4196	-0.0604226	-0.0618031	-0.0599992	-0.0599987	-0.059598	-0.0596696	-0.079244	-0.063108	-0.046174	-0.0455029
2099	0.4198	-0.0604365	-0.0617897	-0.0599992	-0.0599987	-0.059604	-0.0596703	-0.0790351	-0.0632537	-0.0461645	-0.0455096
2100	0.42	-0.0604506	-0.0617761	-0.0599992	-0.0599987	-0.0596116	-0.0596712	-0.0788243	-0.0634013	-0.046155	-0.0455164
2101	0.4202	-0.0604647	-0.0617623	-0.0599992	-0.0599987	-0.0596188	-0.0596719	-0.0786116	-0.0635507	-0.0461453	-0.0455234
2102	0.4204	-0.060479	-0.0617483	-0.0599992	-0.0599987	-0.0596257	-0.0596727	-0.0783971	-0.0637021	-0.0461355	-0.0455304
2103	0.4206	-0.0604934	-0.0617342	-0.0599992	-0.0599987	-0.0596324	-0.0596734	-0.0781807	-0.0638554	-0.0461255	-0.0455376
2104	0.4208	-0.060508	-0.0617199	-0.0599992	-0.0599987	-0.0596388	-0.0596741	-0.0779626	-0.0640107	-0.0461155	-0.045545
2105	0.421	-0.0605226	-0.0617054	-0.0599992	-0.0599987	-0.0596467	-0.0596749	-0.0777427	-0.0641678	-0.0461053	-0.0455524
2106	0.4212	-0.0605374	-0.0616907	-0.0599992	-0.0599987	-0.0596542	-0.0596757	-0.077521	-0.064327	-0.046095	-0.04556
2107	0.4214	-0.0605523	-0.0616759	-0.0599992	-0.0599987	-0.0596615	-0.0596764	-0.0772977	-0.0644882	-0.0460846	-0.0455677
2108	0.4216	-0.0605669	-0.0616609	-0.0599992	-0.0599987	-0.0596684	-0.0596771	-0.0770727	-0.0646444	-0.046074	-0.0455755
2109	0.4218	-0.060581	-0.0616457	-0.0599992	-0.0599987	-0.0596751	-0.0596778	-0.076846	-0.0647963	-0.0460633	-0.0455835
2110	0.422	-0.0605948	-0.0616304	-0.0599992	-0.0599987	-0.0596832	-0.0596785	-0.0766178	-0.0649446	-0.0460525	-0.0455916
2111	0.4222	-0.0606084	-0.0616148	-0.0599992	-0.0599987	-0.059691	-0.0596792	-0.0763881	-0.0650899	-0.0460416	-0.0455997
2112	0.4224	-0.0606217	-0.0615991	-0.0599992	-0.0599987	-0.0596984	-0.0596798	-0.0761569	-0.0652329	-0.0460306	-0.045608
2113	0.4226	-0.0606348	-0.0615833	-0.0599992	-0.0599987	-0.0597056	-0.0596804	-0.0759243	-0.0653739	-0.0460194	-0.0456164
2114	0.4228	-0.0606478	-0.0615673	-0.0599992	-0.0599987	-0.0597125	-0.0596811	-0.0756905	-0.0655134	-0.0460081	-0.0456249
2115	0.423	-0.0606605	-0.0615511	-0.0599992	-0.0599987	-0.0597207	-0.0596817	-0.0754555	-0.0656518	-0.0459967	-0.0456335
2116	0.4232	-0.0606732	-0.0615348	-0.0599992	-0.0599987	-0.0597287	-0.0596823	-0.0752194	-0.0657895	-0.0459852	-0.0456422
2117	0.4234	-0.0606858	-0.0615183	-0.0599992	-0.0599987	-0.0597363	-0.0596829	-0.0749823	-0.0659269	-0.0459735	-0.045651
2118	0.4236	-0.0606983	-0.0615017	-0.0599992	-0.0599987	-0.0597436	-0.0596834	-0.0747443	-0.0660642	-0.0459618	-0.0456599
2119	0.4238	-0.0607107	-0.0614849	-0.0599992	-0.0599987	-0.0597507	-0.059684	-0.0745055	-0.0662018	-0.0459499	-0.0456688
2120	0.424	-0.0607231	-0.061468	-0.0599992	-0.0599987	-0.059759	-0.0596845	-0.074266	-0.0663399	-0.0459379	-0.0456779
2121	0.4242	-0.0607356	-0.061451	-0.0599992	-0.0599987	-0.059767	-0.0596851	-0.0740259	-0.0664788	-0.0459258	-0.0456871
2122	0.4244	-0.060748	-0.0614339	-0.0599992	-0.0599987	-0.0597747	-0.0596856	-0.0737853	-0.0666187	-0.0459136	-0.0456963
2123	0.4246	-0.0607604	-0.0614166	-0.0599992	-0.0599987	-0.0597821	-0.0596861	-0.0735442	-0.0667599	-0.0459013	-0.0457057
2124	0.4248	-0.0607729	-0.0613992	-0.0599992	-0.0599987	-0.0597893	-0.0596865	-0.0733028	-0.0669025	-0.0458889	-0.0457151
2125	0.425	-0.0607855	-0.0613817	-0.0599992	-0.0599987	-0.0597975	-0.059687	-0.0730611	-0.0670467	-0.0458764	-0.0457247
2126	0.4252	-0.0607981	-0.0613642	-0.0599992	-0.0599987	-0.0598055	-0.0596875	-0.0728193	-0.0671927	-0.0458637	-0.0457343
2127	0.4254	-0.0608108	-0.0613465	-0.0599992	-0.0599987	-0.0598131	-0.0596879	-0.0725773	-0.0673406	-0.045851	-0.0457441
2128	0.4256	-0.0608235	-0.0613287	-0.0599992	-0.0599987	-0.0598204	-0.0596884	-0.0723353	-0.0674906	-0.0458382	-0.0457539
2129	0.4258	-0.0608364	-0.0613108	-0.0599992	-0.0599987	-0.0598275	-0.0596888	-0.0720933	-0.0676428	-0.0458253	-0.0457639
2130	0.426	-0.0608494	-0.0612928	-0.0599992	-0.0599987	-0.0598342	-0.0596892	-0.0718513	-0.0677973	-0.0458123	-0.0457739
2131	0.4262	-0.0608626	-0.0612747	-0.0599992	-0.0599987	-0.0598407	-0.0596896	-0.0716095	-0.0679541	-0.0457992	-0.0457841
2132	0.4264	-0.0608758	-0.0612565	-0.0599992	-0.0599987	-0.059847	-0.05969	-0.0713679	-0.0681135	-0.045786	-0.0457943
2133	0.4266	-0.0608892	-0.0612383	-0.0599992	-0.0599987	-0.059853	-0.0596904	-0.0711264	-0.0682754	-0.0457727	-0.0458047
2134	0.4268	-0.0609028	-0.0612199	-0.0599992	-0.0599987	-0.0598587	-0.0596908	-0.0708853	-0.0684399	-0.0457594	-0.0458152
2135	0.427	-0.0609165	-0.0612015	-0.0599992	-0.0599987	-0.0598643	-0.0596911	-0.0706444	-0.0686071	-0.045746	-0.0458258
2136	0.4272	-0.0609303	-0.061183	-0.0599992	-0.0599987	-0.0598696	-0.0596915	-0.0704039	-0.0687771	-0.0457324	-0.0458365
2137	0.4274	-0.0609443	-0.0611644	-0.0599992	-0.0599987	-0.0598747	-0.0596918	-0.0701637	-0.06895	-0.0457188	-0.0458473
2138	0.4276	-0.0609585	-0.0611458	-0.0599992	-0.0599987	-0.0598796	-0.0596921	-0.0699238	-0.0691257	-0.0457052	-0.0458582
2139	0.4278	-0.0609729	-0.061127	-0.0599992	-0.0599987	-0.0598843	-0.0596925	-0.0696844	-0.0693044	-0.0456914	-0.0458693
2140	0.428	-0.0609874	-0.0611082	-0.0599992	-0.0599987	-0.0598889	-0.0596928	-0.0694453	-0.0694861	-0.0456776	-0.0458805
2141	0.4282	-0.0610021	-0.0610893	-0.0599992	-0.0599987	-0.0598932	-0.059693	-0.0692067	-0.0696708	-0.0456637	-0.0458918
2142	0.4284	-0.061017	-0.0610704	-0.0599992	-0.0599987	-0.0598974	-0.0596933	-0.0689685	-0.0698587	-0.0456497	-0.0459032
2143	0.4286	-0.061032	-0.0610513	-0.0599992	-0.0599987	-0.0599014	-0.0596936	-0.0687307	-0.0700497	-0.0456357	-0.0459147
2144	0.4288	-0.0610473	-0.0610322	-0.0599992	-0.0599987	-0.0599053	-0.0596939	-0.0684933	-0.0702438	-0.0456216	-0.0459264
2145	0.429	-0.0610627	-0.061013	-0.0599992	-0.0599987	-0.059909	-0.0596941	-0.0682564	-0.0704412	-0.0456074	-0.0459382
2146	0.4292	-0.0610784	-0.0609937	-0.0599992	-0.0599987	-0.0599126	-0.0596943	-0.0680198	-0.0706418	-0.0455932	-0.0459501
2147	0.4294	-0.0610942	-0.0609744	-0.0599992	-0.0599987	-0.059916	-0.0596945	-0.0677837	-0.0708457	-0.0455789	-0.0459621
2148	0.4296	-0.0611102	-0.060955	-0.0599992	-0.0599987	-0.0599193	-0.0596948	-0.067548	-0.071053	-0.0455645	-0.0459743
2149	0.4298	-0.0611264	-0.0609354	-0.0599992	-0.0599987	-0.0599225	-0.059695	-0.0673127	-0.0712636	-0.0455501	-0.0459866
2150	0.43	-0.0611427	-0.0609158	-0.0599992	-0.0599987	-0.0599255	-0.0596951	-0.0670778	-0.0714776	-0.0455356	-0.045999
2151	0.4302	-0.0611593	-0.0608961	-0.0599992	-0.0599987	-0.0599284	-0.0596953	-0.0668433	-0.071695	-0.045521	-0.0460116
2152	0.4304	-0.0611761	-0.0608764	-0.0599992	-0.0599987	-0.0599312	-0.0596954	-0.0666091	-0.0719158	-0.0455064	-0.0460243
2153	0.4306	-0.061193	-0.0608565	-0.0599992	-0.0599987	-0.0599339	-0.0596956	-0.0663752	-0.0721402	-0.0454917	-0.0460372
2154	0.4308	-0.0612101	-0.0608365	-0.0599992	-0.0599987	-0.0599365	-0.0596957	-0.0661417	-0.072368	-0.045477	-0.0460502
2155	0.431	-0.0612275	-0.0608165	-0.0599992	-0.0599987	-0.059939	-0.0596958	-0.0659085	-0.0725994	-0.0454622	-0.0460633
2156	0.4312	-0.061245	-0.0607964	-0.0599992	-0.0599987	-0.0599414	-0.0596958	-0.0656756	-0.0728343	-0.0454474	-0.0460766
2157	0.4314	-0.0612627	-0.0607761	-0.0599992	-0.0599987	-0.0599437	-0.0596959	-0.065443	-0.0730729	-0.0454325	-0.04609
2158	0.4316	-0.0612806	-0.0607558	-0.0599992	-0.0599987	-0.0599459	-0.0596959	-0.0652106	-0.073315	-0.0454175	-0.0461036
2159	0.4318	-0.0612987	-0.0607353	-0.0599992	-0.0599987	-0.059948	-0.059696	-0.0649785	-0.0735609	-0.0454025	-0.0461173
2160	0.432	-0.0613169	-0.0607148	-0.0599992	-0.0599987	-0.0599501	-0.0596959	-0.0647466	-0.0738104	-0.0453874	-0.0461312
2161	0.4322	-0.0613354	-0.0606941	-0.0599992	-0.0599987	-0.059952	-0.0596959	-0.0645148	-0.0740636	-0.0453723	-0.0461452
2162	0.4324	-0.061354	-0.0606733	-0.0599992	-0.0599987	-0.0599539	-0.0596958	-0.0642833	-0.0743206	-0.0453571	-0.0461594
2163	0.4326	-0.0613728	-0.0606525	-0.0599992	-0.0599987	-0.0599557	-0.0596958	-0.0640519	-0.0745814	-0.0453418	-0.0461737
2164	0.4328	-0.0613918	-0.0606315	-0.0599992	-0.0599987	-0.0599575	-0.0596958	-0.0638206	-0.0748459	-0.0453265	-0.0461882
2165	0.433	-0.0614109	-0.0606103	-0.0599992	-0.0599987	-0.0599591	-0.0596956	-0.0635895	-0.0751144	-0.0453112	-0.0462028
2166	0.4332	-0.0614303	-0.0605891	-0.0599992	-0.0599987	-0.0599607	-0.0596954	-0.0633585	-0.0753867	-0.0452958	-0.0462176
2167	0.4334	-0.0614498	-0.0605677	-0.0599992	-0.0599987	-0.0599623	-0.0596952	-0.0631275	-0.0756629	-0.0452803	-0.0462326
2168	0.4336	-0.0614695	-0.0605463	-0.0599992	-0.0599987	-0.0599637	-0.059695	-0.0628967	-0.0759431	-0.0452648	-0.0462477
2169	0.4338	-0.0614894	-0.0605246	-0.0599992	-0.0599987	-0.0599652	-0.0596949	-0.0626658	-0.0762273	-0.0452492	-0.046263
2170	0.434	-0.0615094	-0.0605029	-0.0599992	-0.0599987	-0.0599665	-0.0596945	-0.062435	-0.0765156	-0.0452335	-0.0462784
2171	0.4342	-0.0615296	-0.060481	-0.0599992	-0.0599987	-0.0599678	-0.0596941	-0.0622042	-0.0768079	-0.0452178	-0.0462941
2172	0.4344	-0.06155	-0.060459	-0.0599992	-0.0599987	-0.0599691	-0.0596938	-0.0619735	-0.0771043	-0.045202	-0.0463099
2173	0.4346	-0.0615705	-0.0604368	-0.0599992	-0.0599987	-0.0599703	-0.0596934	-0.0617427	-0.0774049	-0.0451862	-0.0463258
2174	0.4348	-0.0615913	-0.0604145	-0.0599992	-0.0599987	-0.0599715	-0.0596931	-0.0615118	-0.0777097	-0.0451703	-0.046342
2175	0.435	-0.0616121	-0.0603921	-0.0599992	-0.0599987	-0.0599726	-0.0596925	-0.061281	-0.0780188	-0.0451544	-0.0463583
2176	0.4352	-0.0616332	-0.0603695	-0.0599992	-0.0599987	-0.0599737	-0.0596919	-0.06105	-0.0783322	-0.0451384	-0.0463748
2177	0.4354	-0.0616544	-0.0603467	-0.0599992	-0.0599987	-0.0599747	-0.0596914	-0.060819	-0.07865	-0.0451223	-0.0463915
2178	0.4356	-0.0616758	-0.0603238	-0.0599992	-0.0599987	-0.0599757	-0.0596909	-0.0605879	-0.0789722	-0.0451062	-0.0464084
2179	0.4358	-0.0616973	-0.0603007	-0.0599992	-0.0599987	-0.0599766	-0.0596903	-0.0603568	-0.0792989	-0.04509	-0.0464254
2180	0.436	-0.061719	-0.0602775	-0.0599992	-0.0599987	-0.0599776	-0.0596895	-0.0601255	-0.0796301	-0.0450737	-0.0464427
2181	0.4362	-0.0617408	-0.0602541	-0.0599992	-0.0599987	-0.0599784	-0.0596886	-0.0598941	-0.0799658	-0.0450574	-0.0464601
2182	0.4364	-0.0617629	-0.0602306	-0.0599992	-0.0599987	-0.0599793	-0.0596878	-0.0596626	-0.0803063	-0.045041	-0.0464778
2183	0.4366	-0.061785	-0.0602068	-0.0599992	-0.0599987	-0.0599801	-0.059687	-0.059431	-0.0806515	-0.0450246	-0.0464956
2184	0.4368	-0.0618074	-0.0601829	-0.0599992	-0.0599987	-0.0599809	-0.0596862	-0.0591992	-0.0810014	-0.045008	-0.0465136
2185	0.437	-0.0618298	-0.0601589	-0.0599992	-0.0599987	-0.0599816	-0.059685	-0.0589673	-0.0813562	-0.0449914	-0.0465319
2186	0.4372	-0.0618525	-0.0601346	-0.0599992	-0.0599987	-0.0599824	-0.0596838	-0.0587352	-0.081716	-0.0449748	-0.0465503
2187	0.4374	-0.0618753	-0.0601102	-0.0599992	-0.0599987	-0.059983	-0.0596827	-0.058503	-0.0820807	-0.044958	-0.046569
2188	0.4376	-0.0618982	-0.0600856	-0.0599992	-0.0599987	-0.0599837	-0.0596816	-0.0582706	-0.0824506	-0.0449412	-0.0465879
2189	0.4378	-0.0619213	-0.0600608	-0.0599992	-0.0599987	-0.0599843	-0.0596805	-0.058038	-0.0828255	-0.0449244	-0.046607
2190	0.438	-0.0619446	-0.0600359	-0.0599992	-0.0599987	-0.059985	-0.0596788	-0.0578053	-0.0832058	-0.0449074	-0.0466263
2191	0.4382	-0.061968	-0.0600107	-0.0599992	-0.0599987	-0.0599856	-0.0596772	-0.0575724	-0.0835913	-0.0448904	-0.0466458
2192	0.4384	-0.0619916	-0.0599854	-0.0599992	-0.0599987	-0.0599861	-0.0596757	-0.0573393	-0.0839823	-0.0448733	-0.0466656
2193	0.4386	-0.0620154	-0.0599598	-0.0599992	-0.0599987	-0.0599867	-0.0596742	-0.0571061	-0.0843796	-0.0448561	-0.0466856
2194	0.4388	-0.0620396	-0.0599341	-0.0599992	-0.0599987	-0.0599872	-0.0596728	-0.0568726	-0.084784	-0.0448388	-0.0467058
2195	0.439	-0.0620636	-0.0599082	-0.0599992	-0.0599987	-0.0599877	-0.0596706	-0.056639	-0.0851881	-0.0448215	-0.0467263
2196	0.4392	-0.0620865	-0.059882	-0.0599992	-0.0599987	-0.0599882	-0.0596685	-0.0564052	-0.0855729	-0.044804	-0.046747
2197	0.4394	-0.0621082	-0.0598557	-0.0599992	-0.0599987	-0.0599886	-0.0596664	-0.0561711	-0.0859394	-0.0447865	-0.0467679
2198	0.4396	-0.0621288	-0.0598292	-0.0599992	-0.0599987	-0.0599891	-0.0596645	-0.0559369	-0.0862885	-0.0447689	-0.046789
2199	0.4398	-0.0621484	-0.0598024	-0.0599992	-0.0599987	-0.0599895	-0.0596626	-0.0557026	-0.0866212	-0.0447512	-0.0468103
2200	0.44	-0.0621671	-0.0597755	-0.0599992	-0.0599987	-0.0599899	-0.0596598	-0.0554683	-0.0869381	-0.0447335	-0.0468317
2201	0.4402	-0.0621848	-0.0597483	-0.0599992	-0.0599987	-0.0599903	-0.0596571	-0.0552341	-0.0872401	-0.0447156	-0.0468532
2202	0.4404	-0.0622016	-0.059721	-0.0599992	-0.0599987	-0.0599907	-0.0596545	-0.0550001	-0.0875279	-0.0446977	-0.0468747
2203	0.4406	-0.0622176	-0.0596936	-0.0599992	-0.0599987	-0.0599911	-0.059652	-0.0547664	-0.0878023	-0.0446797	-0.0468964
2204	0.4408	-0.0622328	-0.059666	-0.0599992	-0.0599987	-0.0599914	-0.0596496	-0.0545333	-0.0880639	-0.0446616	-0.0469181
2205	0.441	-0.0622472	-0.0596382	-0.0599992	-0.0599987	-0.0599917	-0.059646	-0.0543009	-0.0883133	-0.0446434	-0.0469398
2206	0.4412	-0.062261	-0.0596103	-0.0599992	-0.0599987	-0.0599921	-0.0596426	-0.0540693	-0.0885512	-0.0446252	-0.0469616
2207	0.4414	-0.062274	-0.0595823	-0.0599992	-0.0599987	-0.0599924	-0.0596393	-0.0538385	-0.0887782	-0.0446069	-0.0469833
2208	0.4416	-0.0622865	-0.0595543	-0.0599992	-0.0599987	-0.0599927	-0.0596362	-0.0536089	-0.0889947	-0.0445885	-0.0470051
2209	0.4418	-0.0622983	-0.0595261	-0.0599992	-0.0599987	-0.059993	-0.0596332	-0.0533806	-0.0892013	-0.0445701	-0.0470268
2210	0.442	-0.0623096	-0.0594979	-0.0599992	-0.0599987	-0.0599932	-0.0596288	-0.0531537	-0.0893985	-0.0445517	-0.0470485
2211	0.4422	-0.0623204	-0.0594696	-0.0599992	-0.0599987	-0.0599935	-0.0596246	-0.0529283	-0.0895867	-0.0445332	-0.0470702
2212	0.4424	-0.0623306	-0.0594413	-0.0599992	-0.0599987	-0.0599938	-0.0596205	-0.0527045	-0.0897665	-0.0445146	-0.0470918
2213	0.4426	-0.0623403	-0.059413	-0.0599992	-0.0599987	-0.059994	-0.0596166	-0.0524825	-0.0899382	-0.0444961	-0.0471133
2214	0.4428	-0.0623496	-0.0593847	-0.0599992	-0.0599987	-0.0599942	-0.0596129	-0.0522625	-0.0901022	-0.0444774	-0.0471348
2215	0.443	-0.0623585	-0.0593564	-0.0599992	-0.0599987	-0.0599945	-0.0596075	-0.0520446	-0.090259	-0.0444588	-0.0471562
2216	0.4432	-0.0623669	-0.0593281	-0.0599992	-0.0599987	-0.0599947	-0.0596024	-0.0518287	-0.0904088	-0.0444402	-0.0471775
