TimeSlice	Time	L Knee PF flx IN	L Knee PF ext IN	L Knee PF flx	L Knee PF ext
7526	1.5052	-0.0599498	-0.0573029	-0.0598903	-0.058117
7527	1.5054	-0.059945	-0.0573083	-0.0598843	-0.0581224
7528	1.5056	-0.0599401	-0.0573137	-0.0598782	-0.0581278
7529	1.5058	-0.059935	-0.0573192	-0.0598721	-0.0581334
7530	1.506	-0.0599297	-0.0573247	-0.0598659	-0.0581391
7531	1.5062	-0.0599242	-0.0573303	-0.0598597	-0.0581448
7532	1.5064	-0.0599186	-0.057336	-0.0598534	-0.0581507
7533	1.5066	-0.0599128	-0.0573417	-0.059847	-0.0581567
7534	1.5068	-0.0599068	-0.0573475	-0.0598406	-0.0581628
7535	1.507	-0.0599007	-0.0573533	-0.0598341	-0.058169
7536	1.5072	-0.0598944	-0.0573592	-0.0598275	-0.0581754
7537	1.5074	-0.059888	-0.0573652	-0.0598209	-0.0581818
7538	1.5076	-0.0598814	-0.0573712	-0.0598142	-0.0581884
7539	1.5078	-0.0598747	-0.0573774	-0.0598075	-0.0581951
7540	1.508	-0.0598678	-0.0573836	-0.0598006	-0.0582019
7541	1.5082	-0.0598608	-0.0573899	-0.0597937	-0.0582089
7542	1.5084	-0.0598537	-0.0573963	-0.0597868	-0.0582159
7543	1.5086	-0.0598464	-0.0574028	-0.0597797	-0.0582231
7544	1.5088	-0.0598389	-0.0574094	-0.0597726	-0.0582305
7545	1.509	-0.0598313	-0.0574161	-0.0597654	-0.0582379
7546	1.5092	-0.0598236	-0.0574229	-0.0597581	-0.0582455
7547	1.5094	-0.0598158	-0.0574298	-0.0597508	-0.0582532
7548	1.5096	-0.0598078	-0.0574368	-0.0597433	-0.058261
7549	1.5098	-0.0597997	-0.0574439	-0.0597358	-0.058269
7550	1.51	-0.0597914	-0.0574511	-0.0597281	-0.0582771
7551	1.5102	-0.059783	-0.0574584	-0.0597204	-0.0582853
7552	1.5104	-0.0597745	-0.0574658	-0.0597126	-0.0582936
7553	1.5106	-0.0597659	-0.0574734	-0.0597047	-0.0583021
7554	1.5108	-0.0597571	-0.0574811	-0.0596967	-0.0583106
7555	1.511	-0.0597482	-0.0574889	-0.0596887	-0.0583194
7556	1.5112	-0.0597391	-0.0574968	-0.0596805	-0.0583282
7557	1.5114	-0.0597299	-0.0575048	-0.0596722	-0.0583372
7558	1.5116	-0.0597206	-0.057513	-0.0596638	-0.0583463
7559	1.5118	-0.0597111	-0.0575213	-0.0596553	-0.0583556
7560	1.512	-0.0597015	-0.0575298	-0.0596466	-0.0583649
7561	1.5122	-0.0596918	-0.0575383	-0.0596379	-0.0583744
7562	1.5124	-0.0596819	-0.057547	-0.0596291	-0.0583841
7563	1.5126	-0.0596719	-0.0575559	-0.0596201	-0.0583938
7564	1.5128	-0.0596618	-0.0575648	-0.059611	-0.0584038
7565	1.513	-0.0596515	-0.0575739	-0.0596018	-0.0584138
7566	1.5132	-0.0596411	-0.0575832	-0.0595925	-0.058424
7567	1.5134	-0.0596305	-0.0575926	-0.0595831	-0.0584342
7568	1.5136	-0.0596198	-0.0576021	-0.0595735	-0.0584446
7569	1.5138	-0.0596089	-0.0576118	-0.0595638	-0.058455
7570	1.514	-0.0595979	-0.0576216	-0.0595539	-0.0584655
7571	1.5142	-0.0595868	-0.0576316	-0.0595439	-0.058476
7572	1.5144	-0.0595755	-0.0576417	-0.0595338	-0.0584866
7573	1.5146	-0.059564	-0.0576519	-0.0595236	-0.0584974
7574	1.5148	-0.0595524	-0.0576623	-0.0595132	-0.0585082
7575	1.515	-0.0595407	-0.0576728	-0.0595026	-0.058519
7576	1.5152	-0.0595288	-0.0576834	-0.0594919	-0.05853
7577	1.5154	-0.0595167	-0.0576941	-0.0594811	-0.058541
7578	1.5156	-0.0595045	-0.057705	-0.0594701	-0.0585522
7579	1.5158	-0.0594921	-0.057716	-0.059459	-0.0585634
7580	1.516	-0.0594795	-0.0577272	-0.0594478	-0.0585747
7581	1.5162	-0.0594668	-0.0577385	-0.0594363	-0.0585861
7582	1.5164	-0.0594539	-0.0577499	-0.0594248	-0.0585976
7583	1.5166	-0.0594409	-0.0577614	-0.0594131	-0.0586092
7584	1.5168	-0.0594277	-0.0577731	-0.0594012	-0.0586209
7585	1.517	-0.0594143	-0.0577849	-0.0593892	-0.0586327
7586	1.5172	-0.0594008	-0.0577968	-0.059377	-0.0586446
7587	1.5174	-0.0593871	-0.0578089	-0.0593647	-0.0586566
7588	1.5176	-0.0593732	-0.0578211	-0.0593522	-0.0586687
7589	1.5178	-0.0593591	-0.0578335	-0.0593396	-0.0586809
7590	1.518	-0.0593449	-0.057846	-0.0593268	-0.0586933
7591	1.5182	-0.0593305	-0.0578586	-0.0593139	-0.0587057
7592	1.5184	-0.0593159	-0.0578713	-0.0593008	-0.0587182
7593	1.5186	-0.0593012	-0.0578842	-0.0592876	-0.0587308
7594	1.5188	-0.0592862	-0.0578972	-0.0592742	-0.0587436
7595	1.519	-0.0592711	-0.0579104	-0.0592606	-0.0587565
7596	1.5192	-0.0592558	-0.0579237	-0.0592469	-0.0587694
7597	1.5194	-0.0592404	-0.0579372	-0.0592331	-0.0587825
7598	1.5196	-0.0592247	-0.0579508	-0.059219	-0.0587957
7599	1.5198	-0.0592089	-0.0579645	-0.0592049	-0.058809
7600	1.52	-0.0591929	-0.0579784	-0.0591905	-0.0588225
7601	1.5202	-0.0591767	-0.0579925	-0.059176	-0.058836
7602	1.5204	-0.0591604	-0.0580067	-0.0591613	-0.0588497
7603	1.5206	-0.0591438	-0.058021	-0.0591465	-0.0588635
7604	1.5208	-0.0591271	-0.0580355	-0.0591315	-0.0588774
7605	1.521	-0.0591102	-0.0580502	-0.0591163	-0.0588914
7606	1.5212	-0.0590931	-0.058065	-0.059101	-0.0589055
7607	1.5214	-0.0590758	-0.0580799	-0.0590855	-0.0589198
7608	1.5216	-0.0590583	-0.058095	-0.0590698	-0.0589342
7609	1.5218	-0.0590407	-0.0581103	-0.0590539	-0.0589487
7610	1.522	-0.0590229	-0.0581257	-0.0590379	-0.0589633
7611	1.5222	-0.0590048	-0.0581413	-0.0590217	-0.058978
7612	1.5224	-0.0589866	-0.0581571	-0.0590053	-0.0589929
7613	1.5226	-0.0589682	-0.058173	-0.0589888	-0.0590079
7614	1.5228	-0.0589496	-0.0581891	-0.0589721	-0.059023
7615	1.523	-0.0589309	-0.0582053	-0.0589552	-0.0590382
7616	1.5232	-0.0589119	-0.0582218	-0.0589381	-0.0590536
7617	1.5234	-0.0588928	-0.0582384	-0.0589208	-0.0590691
7618	1.5236	-0.0588734	-0.0582551	-0.0589033	-0.0590847
7619	1.5238	-0.0588539	-0.0582721	-0.0588857	-0.0591004
7620	1.524	-0.0588341	-0.0582892	-0.0588678	-0.0591163
7621	1.5242	-0.0588142	-0.0583064	-0.0588498	-0.0591322
7622	1.5244	-0.0587941	-0.0583239	-0.0588316	-0.0591483
7623	1.5246	-0.0587738	-0.0583415	-0.0588132	-0.0591645
7624	1.5248	-0.0587533	-0.0583594	-0.0587945	-0.0591809
7625	1.525	-0.0587326	-0.0583773	-0.0587757	-0.0591973
7626	1.5252	-0.0587117	-0.0583955	-0.0587567	-0.0592139
7627	1.5254	-0.0586906	-0.0584139	-0.0587375	-0.0592306
7628	1.5256	-0.0586693	-0.0584324	-0.058718	-0.0592474
7629	1.5258	-0.0586478	-0.0584511	-0.0586984	-0.0592644
7630	1.526	-0.0586261	-0.05847	-0.0586785	-0.0592814
7631	1.5262	-0.0586043	-0.0584891	-0.0586584	-0.0592986
7632	1.5264	-0.0585822	-0.0585084	-0.0586382	-0.0593159
7633	1.5266	-0.0585599	-0.0585279	-0.0586176	-0.0593333
7634	1.5268	-0.0585374	-0.0585476	-0.0585969	-0.0593509
7635	1.527	-0.0585147	-0.0585674	-0.0585759	-0.0593685
7636	1.5272	-0.0584918	-0.0585875	-0.0585547	-0.0593863
7637	1.5274	-0.0584687	-0.0586077	-0.0585333	-0.0594042
7638	1.5276	-0.0584453	-0.0586281	-0.0585117	-0.0594222
7639	1.5278	-0.0584218	-0.0586488	-0.0584898	-0.0594403
7640	1.528	-0.058398	-0.0586696	-0.0584676	-0.0594586
7641	1.5282	-0.0583741	-0.0586906	-0.0584452	-0.0594769
7642	1.5284	-0.0583499	-0.0587118	-0.0584226	-0.0594954
7643	1.5286	-0.0583255	-0.0587332	-0.0583997	-0.059514
7644	1.5288	-0.0583009	-0.0587548	-0.0583766	-0.0595327
7645	1.529	-0.0582761	-0.0587766	-0.0583532	-0.0595515
7646	1.5292	-0.0582511	-0.0587987	-0.0583295	-0.0595704
7647	1.5294	-0.0582258	-0.0588209	-0.0583056	-0.0595894
7648	1.5296	-0.0582004	-0.0588433	-0.0582814	-0.0596086
7649	1.5298	-0.0581747	-0.0588659	-0.0582569	-0.0596278
7650	1.53	-0.0581487	-0.0588888	-0.0582322	-0.0596472
7651	1.5302	-0.0581226	-0.0589118	-0.0582071	-0.0596667
7652	1.5304	-0.0580962	-0.058935	-0.0581818	-0.0596862
7653	1.5306	-0.0580696	-0.0589585	-0.0581562	-0.0597059
7654	1.5308	-0.0580428	-0.0589821	-0.0581303	-0.0597257
7655	1.531	-0.0580157	-0.059006	-0.0581041	-0.0597456
7656	1.5312	-0.0579884	-0.0590301	-0.0580776	-0.0597656
7657	1.5314	-0.0579609	-0.0590544	-0.0580508	-0.0597857
7658	1.5316	-0.0579331	-0.0590789	-0.0580237	-0.059806
7659	1.5318	-0.0579051	-0.0591036	-0.0579963	-0.0598263
7660	1.532	-0.0578768	-0.0591285	-0.0579685	-0.0598467
7661	1.5322	-0.0578483	-0.0591536	-0.0579404	-0.0598672
7662	1.5324	-0.0578196	-0.059179	-0.057912	-0.0598879
7663	1.5326	-0.0577906	-0.0592046	-0.0578832	-0.0599086
7664	1.5328	-0.0577613	-0.0592303	-0.0578541	-0.0599295
7665	1.533	-0.0577318	-0.0592563	-0.0578247	-0.0599504
7666	1.5332	-0.0577021	-0.0592825	-0.0577949	-0.0599714
7667	1.5334	-0.0576721	-0.059309	-0.0577647	-0.0599926
7668	1.5336	-0.0576418	-0.0593356	-0.0577342	-0.0600138
7669	1.5338	-0.0576113	-0.0593617	-0.0577033	-0.0600351
7670	1.534	-0.0575805	-0.0593867	-0.0576721	-0.0600566
7671	1.5342	-0.0575494	-0.0594108	-0.0576405	-0.0600781
7672	1.5344	-0.0575181	-0.0594339	-0.0576087	-0.0600997
7673	1.5346	-0.0574865	-0.0594561	-0.0575766	-0.0601215
7674	1.5348	-0.0574547	-0.0594774	-0.0575443	-0.0601433
7675	1.535	-0.0574226	-0.0594979	-0.0575118	-0.0601652
7676	1.5352	-0.0573903	-0.0595176	-0.0574792	-0.0601872
7677	1.5354	-0.0573577	-0.0595365	-0.0574465	-0.0602093
7678	1.5356	-0.057325	-0.0595547	-0.0574136	-0.0602315
7679	1.5358	-0.057292	-0.0595721	-0.0573807	-0.0602538
7680	1.536	-0.0572588	-0.0595889	-0.0573477	-0.0602761
7681	1.5362	-0.0572255	-0.059605	-0.0573147	-0.0602986
7682	1.5364	-0.0571919	-0.0596205	-0.0572817	-0.0603211
7683	1.5366	-0.0571583	-0.0596354	-0.0572486	-0.0603437
7684	1.5368	-0.0571244	-0.0596497	-0.0572157	-0.0603663
7685	1.537	-0.0570905	-0.0596634	-0.0571827	-0.0603891
7686	1.5372	-0.0570565	-0.0596766	-0.0571499	-0.0604119
7687	1.5374	-0.0570223	-0.0596893	-0.0571171	-0.0604347
7688	1.5376	-0.0569881	-0.0597015	-0.0570844	-0.0604576
7689	1.5378	-0.0569538	-0.0597132	-0.0570518	-0.0604806
7690	1.538	-0.0569195	-0.0597244	-0.0570193	-0.0605036
7691	1.5382	-0.0568851	-0.0597352	-0.056987	-0.0605266
7692	1.5384	-0.0568507	-0.0597456	-0.0569548	-0.0605497
7693	1.5386	-0.0568163	-0.0597556	-0.0569228	-0.0605727
7694	1.5388	-0.056782	-0.0597652	-0.0568909	-0.0605958
7695	1.539	-0.0567476	-0.0597744	-0.0568592	-0.060619
7696	1.5392	-0.0567133	-0.0597832	-0.0568278	-0.0606421
7697	1.5394	-0.0566791	-0.0597917	-0.0567965	-0.0606652
7698	1.5396	-0.0566449	-0.0597999	-0.0567654	-0.0606883
7699	1.5398	-0.0566108	-0.0598077	-0.0567345	-0.0607113
7700	1.54	-0.0565768	-0.0598153	-0.0567039	-0.0607344
7701	1.5402	-0.056543	-0.0598225	-0.0566734	-0.0607574
7702	1.5404	-0.0565092	-0.0598295	-0.0566432	-0.0607804
7703	1.5406	-0.0564756	-0.0598362	-0.0566133	-0.0608033
7704	1.5408	-0.0564421	-0.0598426	-0.0565836	-0.0608262
7705	1.541	-0.0564088	-0.0598488	-0.0565542	-0.060849
7706	1.5412	-0.0563757	-0.0598547	-0.056525	-0.0608717
7707	1.5414	-0.0563427	-0.0598604	-0.0564961	-0.0608944
7708	1.5416	-0.0563099	-0.0598659	-0.0564675	-0.060917
7709	1.5418	-0.0562774	-0.0598711	-0.0564391	-0.0609394
7710	1.542	-0.056245	-0.0598762	-0.056411	-0.0609618
7711	1.5422	-0.0562129	-0.059881	-0.0563832	-0.0609841
7712	1.5424	-0.056181	-0.0598857	-0.0563557	-0.0610063
7713	1.5426	-0.0561493	-0.0598902	-0.0563285	-0.0610283
7714	1.5428	-0.0561179	-0.0598945	-0.0563016	-0.0610503
7715	1.543	-0.0560867	-0.0598986	-0.056275	-0.061072
7716	1.5432	-0.0560558	-0.0599026	-0.0562487	-0.0610937
7717	1.5434	-0.0560251	-0.0599064	-0.0562227	-0.0611152
7718	1.5436	-0.0559947	-0.0599101	-0.056197	-0.0611366
7719	1.5438	-0.0559646	-0.0599136	-0.0561716	-0.0611578
7720	1.544	-0.0559348	-0.059917	-0.0561465	-0.0611788
7721	1.5442	-0.0559053	-0.0599203	-0.0561218	-0.0611997
7722	1.5444	-0.055876	-0.0599234	-0.0560973	-0.0612204
7723	1.5446	-0.0558471	-0.0599264	-0.0560732	-0.061241
7724	1.5448	-0.0558185	-0.0599293	-0.0560494	-0.0612613
7725	1.545	-0.0557901	-0.059932	-0.056026	-0.0612815
7726	1.5452	-0.0557621	-0.0599347	-0.0560028	-0.0613015
7727	1.5454	-0.0557344	-0.0599373	-0.05598	-0.0613213
7728	1.5456	-0.0557071	-0.0599397	-0.0559576	-0.0613409
7729	1.5458	-0.05568	-0.0599421	-0.0559354	-0.0613603
7730	1.546	-0.0556533	-0.0599444	-0.0559136	-0.0613795
7731	1.5462	-0.0556269	-0.0599465	-0.0558921	-0.0613985
7732	1.5464	-0.0556009	-0.0599486	-0.055871	-0.0614172
7733	1.5466	-0.0555751	-0.0599507	-0.0558502	-0.0614358
7734	1.5468	-0.0555497	-0.0599526	-0.0558298	-0.0614541
7735	1.547	-0.0555247	-0.0599544	-0.0558097	-0.0614723
7736	1.5472	-0.0555	-0.0599562	-0.0557899	-0.0614902
7737	1.5474	-0.0554756	-0.059958	-0.0557704	-0.0615079
7738	1.5476	-0.0554516	-0.0599596	-0.0557514	-0.0615253
7739	1.5478	-0.0554279	-0.0599612	-0.0557326	-0.0615426
7740	1.548	-0.0554046	-0.0599627	-0.0557142	-0.0615596
7741	1.5482	-0.0553816	-0.0599642	-0.0556962	-0.0615763
7742	1.5484	-0.055359	-0.0599656	-0.0556785	-0.0615929
7743	1.5486	-0.0553367	-0.0599669	-0.0556611	-0.0616092
7744	1.5488	-0.0553148	-0.0599682	-0.0556441	-0.0616253
7745	1.549	-0.0552932	-0.0599695	-0.0556274	-0.0616411
7746	1.5492	-0.0552719	-0.0599707	-0.0556111	-0.0616568
7747	1.5494	-0.055251	-0.0599718	-0.0555952	-0.0616721
7748	1.5496	-0.0552305	-0.0599729	-0.0555795	-0.0616873
7749	1.5498	-0.0552103	-0.059974	-0.0555643	-0.0617022
7750	1.55	-0.0551905	-0.059975	-0.0555494	-0.0617169
7751	1.5502	-0.055171	-0.059976	-0.0555348	-0.0617313
7752	1.5504	-0.0551518	-0.0599769	-0.0555206	-0.0617455
7753	1.5506	-0.055133	-0.0599778	-0.0555067	-0.0617595
7754	1.5508	-0.0551146	-0.0599787	-0.0554932	-0.0617732
7755	1.551	-0.0550965	-0.0599795	-0.05548	-0.0617867
7756	1.5512	-0.0550787	-0.0599803	-0.0554672	-0.0618
7757	1.5514	-0.0550613	-0.0599811	-0.0554547	-0.061813
7758	1.5516	-0.0550443	-0.0599818	-0.0554426	-0.0618258
7759	1.5518	-0.0550276	-0.0599826	-0.0554308	-0.0618384
7760	1.552	-0.0550112	-0.0599832	-0.0554194	-0.0618507
7761	1.5522	-0.0549951	-0.0599839	-0.0554083	-0.0618628
7762	1.5524	-0.0549795	-0.0599845	-0.0553976	-0.0618747
7763	1.5526	-0.0549641	-0.0599851	-0.0553872	-0.0618863
7764	1.5528	-0.0549491	-0.0599857	-0.0553771	-0.0618977
7765	1.553	-0.0549344	-0.0599863	-0.0553674	-0.0619089
7766	1.5532	-0.0549201	-0.0599868	-0.0553581	-0.0619199
7767	1.5534	-0.0549061	-0.0599873	-0.0553491	-0.0619306
7768	1.5536	-0.0548924	-0.0599878	-0.0553404	-0.0619412
7769	1.5538	-0.0548791	-0.0599883	-0.0553321	-0.0619514
7770	1.554	-0.054866	-0.0599888	-0.0553241	-0.0619615
7771	1.5542	-0.0548534	-0.0599892	-0.0553164	-0.0619714
7772	1.5544	-0.054841	-0.0599896	-0.0553091	-0.061981
7773	1.5546	-0.054829	-0.05999	-0.0553021	-0.0619904
7774	1.5548	-0.0548173	-0.0599904	-0.0552955	-0.0619996
7775	1.555	-0.0548059	-0.0599908	-0.0552892	-0.0620086
7776	1.5552	-0.0547948	-0.0599912	-0.0552832	-0.0620174
7777	1.5554	-0.0547841	-0.0599915	-0.0552776	-0.062026
7778	1.5556	-0.0547737	-0.0599918	-0.0552723	-0.0620343
7779	1.5558	-0.0547636	-0.0599922	-0.0552673	-0.0620425
7780	1.556	-0.0547538	-0.0599925	-0.0552627	-0.0620505
7781	1.5562	-0.0547443	-0.0599928	-0.0552583	-0.0620582
7782	1.5564	-0.0547352	-0.0599931	-0.0552543	-0.0620657
7783	1.5566	-0.0547263	-0.0599933	-0.0552506	-0.0620731
7784	1.5568	-0.0547178	-0.0599936	-0.0552473	-0.0620802
7785	1.557	-0.0547095	-0.0599938	-0.0552442	-0.0620872
7786	1.5572	-0.0547016	-0.0599941	-0.0552415	-0.0620939
7787	1.5574	-0.0546939	-0.0599943	-0.0552391	-0.0621005
7788	1.5576	-0.0546866	-0.0599945	-0.055237	-0.0621069
7789	1.5578	-0.0546796	-0.0599947	-0.0552352	-0.062113
7790	1.558	-0.0546728	-0.059995	-0.0552337	-0.062119
7791	1.5582	-0.0546664	-0.0599952	-0.0552326	-0.0621248
7792	1.5584	-0.0546602	-0.0599953	-0.0552317	-0.0621304
7793	1.5586	-0.0546543	-0.0599955	-0.0552311	-0.0621359
7794	1.5588	-0.0546488	-0.0599957	-0.0552308	-0.0621411
7795	1.559	-0.0546435	-0.0599959	-0.0552309	-0.0621462
7796	1.5592	-0.0546385	-0.059996	-0.0552312	-0.0621511
7797	1.5594	-0.0546337	-0.0599962	-0.0552318	-0.0621558
7798	1.5596	-0.0546293	-0.0599963	-0.0552327	-0.0621603
7799	1.5598	-0.0546251	-0.0599965	-0.0552338	-0.0621647
7800	1.56	-0.0546212	-0.0599966	-0.0552353	-0.0621689
7801	1.5602	-0.0546176	-0.0599968	-0.055237	-0.0621729
7802	1.5604	-0.0546143	-0.0599969	-0.055239	-0.0621768
7803	1.5606	-0.0546112	-0.059997	-0.0552413	-0.0621805
7804	1.5608	-0.0546084	-0.0599971	-0.0552439	-0.062184
7805	1.561	-0.0546058	-0.0599972	-0.0552467	-0.0621874
7806	1.5612	-0.0546035	-0.0599973	-0.0552498	-0.0621906
7807	1.5614	-0.0546015	-0.0599974	-0.0552531	-0.0621936
7808	1.5616	-0.0545997	-0.0599975	-0.0552567	-0.0621965
7809	1.5618	-0.0545982	-0.0599976	-0.0552606	-0.0621992
7810	1.562	-0.054597	-0.0599977	-0.0552647	-0.0622017
7811	1.5622	-0.054596	-0.0599978	-0.055269	-0.0622042
7812	1.5624	-0.0545952	-0.0599979	-0.0552736	-0.0622064
7813	1.5626	-0.0545947	-0.059998	-0.0552785	-0.0622085
7814	1.5628	-0.0545944	-0.0599981	-0.0552835	-0.0622105
7815	1.563	-0.0545944	-0.0599981	-0.0552889	-0.0622123
7816	1.5632	-0.0545946	-0.0599982	-0.0552944	-0.0622139
7817	1.5634	-0.054595	-0.0599983	-0.0553002	-0.0622155
7818	1.5636	-0.0545957	-0.0599984	-0.0553061	-0.0622168
7819	1.5638	-0.0545966	-0.0599984	-0.0553123	-0.0622181
7820	1.564	-0.0545977	-0.0599985	-0.0553188	-0.0622191
7821	1.5642	-0.0545991	-0.0599985	-0.0553254	-0.0622201
7822	1.5644	-0.0546007	-0.0599986	-0.0553322	-0.0622209
7823	1.5646	-0.0546025	-0.0599987	-0.0553393	-0.0622216
7824	1.5648	-0.0546045	-0.0599987	-0.0553465	-0.0622221
7825	1.565	-0.0546068	-0.0599988	-0.0553539	-0.0622225
7826	1.5652	-0.0546092	-0.0599988	-0.0553616	-0.0622228
7827	1.5654	-0.0546119	-0.0599989	-0.0553694	-0.0622229
7828	1.5656	-0.0546147	-0.0599989	-0.0553774	-0.0622229
7829	1.5658	-0.0546178	-0.0599989	-0.0553856	-0.0622228
7830	1.566	-0.0546211	-0.059999	-0.0553939	-0.0622226
7831	1.5662	-0.0546246	-0.059999	-0.0554024	-0.0622222
7832	1.5664	-0.0546283	-0.0599991	-0.0554111	-0.0622217
7833	1.5666	-0.0546321	-0.0599991	-0.05542	-0.0622211
7834	1.5668	-0.0546362	-0.0599991	-0.055429	-0.0622204
7835	1.567	-0.0546404	-0.0599992	-0.0554382	-0.0622195
7836	1.5672	-0.0546449	-0.0599992	-0.0554475	-0.0622185
7837	1.5674	-0.0546495	-0.0599992	-0.055457	-0.0622175
7838	1.5676	-0.0546543	-0.0599993	-0.0554666	-0.0622162
7839	1.5678	-0.0546593	-0.0599993	-0.0554764	-0.0622149
7840	1.568	-0.0546644	-0.0599993	-0.0554863	-0.0622135
7841	1.5682	-0.0546697	-0.0599993	-0.0554963	-0.0622119
7842	1.5684	-0.0546752	-0.0599994	-0.0555065	-0.0622103
7843	1.5686	-0.0546809	-0.0599994	-0.0555168	-0.0622085
7844	1.5688	-0.0546867	-0.0599994	-0.0555272	-0.0622066
7845	1.569	-0.0546927	-0.0599994	-0.0555377	-0.0622047
7846	1.5692	-0.0546989	-0.0599995	-0.0555484	-0.0622026
7847	1.5694	-0.0547052	-0.0599995	-0.0555591	-0.0622004
7848	1.5696	-0.0547116	-0.0599995	-0.05557	-0.0621981
7849	1.5698	-0.0547182	-0.0599995	-0.0555809	-0.0621957
7850	1.57	-0.054725	-0.0599995	-0.055592	-0.0621932
7851	1.5702	-0.0547319	-0.0599996	-0.0556031	-0.0621906
7852	1.5704	-0.0547389	-0.0599996	-0.0556144	-0.0621879
7853	1.5706	-0.0547461	-0.0599996	-0.0556257	-0.0621851
7854	1.5708	-0.0547534	-0.0599996	-0.0556371	-0.0621822
7855	1.571	-0.0547608	-0.0599996	-0.0556486	-0.0621793
7856	1.5712	-0.0547684	-0.0599996	-0.0556602	-0.0621762
7857	1.5714	-0.0547761	-0.0599997	-0.0556718	-0.062173
7858	1.5716	-0.0547839	-0.0599997	-0.0556835	-0.0621698
7859	1.5718	-0.0547918	-0.0599997	-0.0556953	-0.0621664
7860	1.572	-0.0547999	-0.0599997	-0.0557071	-0.062163
7861	1.5722	-0.0548081	-0.0599997	-0.055719	-0.0621595
7862	1.5724	-0.0548164	-0.0599997	-0.055731	-0.0621559
7863	1.5726	-0.0548248	-0.0599997	-0.055743	-0.0621522
7864	1.5728	-0.0548333	-0.0599997	-0.055755	-0.0621484
7865	1.573	-0.0548419	-0.0599997	-0.0557671	-0.0621446
7866	1.5732	-0.0548506	-0.0599998	-0.0557792	-0.0621407
7867	1.5734	-0.0548594	-0.0599998	-0.0557914	-0.0621367
7868	1.5736	-0.0548683	-0.0599998	-0.0558036	-0.0621326
7869	1.5738	-0.0548773	-0.0599998	-0.0558158	-0.0621284
7870	1.574	-0.0548864	-0.0599998	-0.0558281	-0.0621242
7871	1.5742	-0.0548956	-0.0599998	-0.0558404	-0.0621198
7872	1.5744	-0.0549049	-0.0599998	-0.0558527	-0.0621155
7873	1.5746	-0.0549142	-0.0599998	-0.0558651	-0.062111
7874	1.5748	-0.0549237	-0.0599998	-0.0558774	-0.0621065
7875	1.575	-0.0549332	-0.0599998	-0.0558898	-0.0621019
7876	1.5752	-0.0549427	-0.0599998	-0.0559022	-0.0620972
7877	1.5754	-0.0549524	-0.0599998	-0.0559146	-0.0620925
7878	1.5756	-0.0549621	-0.0599998	-0.055927	-0.0620877
7879	1.5758	-0.0549719	-0.0599999	-0.0559394	-0.0620828
7880	1.576	-0.0549818	-0.0599999	-0.0559518	-0.0620779
7881	1.5762	-0.0549917	-0.0599999	-0.0559642	-0.0620729
7882	1.5764	-0.0550017	-0.0599999	-0.0559766	-0.0620678
7883	1.5766	-0.0550117	-0.0599999	-0.0559889	-0.0620627
7884	1.5768	-0.0550218	-0.0599999	-0.0560013	-0.0620575
7885	1.577	-0.055032	-0.0599999	-0.0560137	-0.0620523
7886	1.5772	-0.0550422	-0.0599999	-0.056026	-0.062047
7887	1.5774	-0.0550524	-0.0599999	-0.0560384	-0.0620416
7888	1.5776	-0.0550627	-0.0599999	-0.0560507	-0.0620362
7889	1.5778	-0.055073	-0.0599999	-0.056063	-0.0620308
7890	1.578	-0.0550834	-0.0599999	-0.0560753	-0.0620253
7891	1.5782	-0.0550938	-0.0599999	-0.0560876	-0.0620197
7892	1.5784	-0.0551042	-0.0599999	-0.0560998	-0.0620141
7893	1.5786	-0.0551147	-0.0599999	-0.056112	-0.0620084
7894	1.5788	-0.0551252	-0.0599999	-0.0561242	-0.0620027
7895	1.579	-0.0551358	-0.0599999	-0.0561363	-0.061997
7896	1.5792	-0.0551463	-0.0599999	-0.0561484	-0.0619912
7897	1.5794	-0.0551569	-0.0599999	-0.0561605	-0.0619853
7898	1.5796	-0.0551675	-0.0599999	-0.0561725	-0.0619794
7899	1.5798	-0.0551782	-0.0599999	-0.0561845	-0.0619735
7900	1.58	-0.0551888	-0.0599999	-0.0561965	-0.0619675
7901	1.5802	-0.0551995	-0.0599999	-0.0562084	-0.0619615
7902	1.5804	-0.0552102	-0.0599999	-0.0562202	-0.0619554
7903	1.5806	-0.0552208	-0.0599999	-0.0562321	-0.0619493
7904	1.5808	-0.0552316	-0.0599999	-0.0562439	-0.0619432
7905	1.581	-0.0552423	-0.06	-0.0562556	-0.061937
7906	1.5812	-0.055253	-0.06	-0.0562673	-0.0619308
7907	1.5814	-0.0552637	-0.06	-0.0562789	-0.0619246
7908	1.5816	-0.0552744	-0.06	-0.0562905	-0.0619183
7909	1.5818	-0.0552852	-0.06	-0.056302	-0.061912
7910	1.582	-0.0552959	-0.06	-0.0563135	-0.0619057
7911	1.5822	-0.0553066	-0.06	-0.0563249	-0.0618993
7912	1.5824	-0.0553174	-0.06	-0.0563363	-0.0618929
7913	1.5826	-0.0553281	-0.06	-0.0563476	-0.0618865
7914	1.5828	-0.0553388	-0.06	-0.0563589	-0.0618801
7915	1.583	-0.0553495	-0.06	-0.05637	-0.0618736
7916	1.5832	-0.0553602	-0.06	-0.0563812	-0.0618671
7917	1.5834	-0.0553709	-0.06	-0.0563923	-0.0618606
7918	1.5836	-0.0553815	-0.06	-0.0564033	-0.061854
7919	1.5838	-0.0553922	-0.06	-0.0564142	-0.0618474
